CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	opt_method	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1_ave	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
2	Broyden	-86.4504513	-90.08	18.32476113	YY	12	0.3880918192	self-energy	sharp_wc_5_b_50	7	2	1.170076741	0.1978606092	0.2338390386	3.123918525	0.08742137721	-0.3976961376	1.312389474	-3.885794469	1.658382035	1.312307332	1.658444292	-3.010639801	1.093003028	0.4990888665	0.01487638175	4af8b29	2x2_2C_8b_C2v_L	12.63	1.365940057	2	1.614892593	1.365940057	2	COBYLA	-0.001118552789	0.003662727833	1.284539758	-0.6086821897	0.3783339763	-2.213615872	0.02243689285	0.3841917203	2.213932849	-0.3840474809	-0.0002520145949	0.0004392276248	0.0002513210982	-0.0007364393859	run_cdmft.py	R0:S0:1	uncorrelated	0.2456034191	-1.762935688	0.000452272594	-0.000544050629	-0.08993617422	0.9741795578	1.940494933	-1.836078309	0.9739161235	-1.835784404	2.463400833	-3.561751376	-0.5011743155	0.4553402768	2025-01-27@12:33	2.148148148	-0.8100183523	1	9.234907411e-17	-0.3996733785	0.3888888889	8.377796463e-18	0.147675403	v2.9.0	
2	Broyden	-87.24619046	-91.68	18.48973395	YY	12	0.3959677941	self-energy	sharp_wc_5_b_50	7	2	1.17388733	0.1947939715	0.2221951238	3.235997851	0.08188022467	-0.3852031913	1.291183364	-3.955357911	1.674057198	1.291127934	1.674137804	-3.095969775	1.101879781	0.4841129948	0.01424593484	4af8b29	2x2_2C_8b_C2v_L	12.73	1.375234266	2	1.621385285	1.375234266	2	COBYLA	-0.002471086789	0.007548531913	1.291772957	-0.5831904653	0.3729144352	-2.2862983	0.02083520526	0.3549192964	2.28663886	-0.3547998822	0.0003822781766	-0.0002796476494	-0.0005296127516	0.0021547517	run_cdmft.py	R0:S0:1	uncorrelated	0.2408524423	-1.731141634	0.001422179875	-0.002770144262	-0.08542932191	0.9175664674	1.93967957	-1.774440369	0.917211588	-1.774059544	2.464937826	-3.558619086	-0.4929576333	0.4445138522	2025-01-27@12:36	2.148148148	-0.7993594786	1	3.662139572e-16	-0.3933742422	0.3888888889	5.211693061e-16	0.1454147165	v2.9.0	
2	Broyden	-88.03981351	-93.28	18.65842729	YY	12	0.4037952415	self-energy	sharp_wc_5_b_50	7	2	1.177696781	0.1815681366	0.2167581814	3.252834233	0.07991318161	-0.3727992032	1.277240423	-4.027309167	1.688735925	1.277370474	1.688635796	-3.178663746	1.110317216	0.4708298676	0.0137160177	4af8b29	2x2_2C_8b_C2v_L	12.83	1.384412817	2	1.628118474	1.384412817	2	COBYLA	0.001037729404	-0.003867998814	1.286636385	-0.5705408993	0.3653490752	-2.348058136	0.01869521144	0.3245792694	2.347582138	-0.3250836984	-0.0002615483581	-0.0004355659418	0.0006758452678	-0.003217465499	run_cdmft.py	R0:S0:1	uncorrelated	0.2345375233	-1.707729325	8.75367316e-05	-0.001212291161	-0.07878364489	0.8476165216	1.939922342	-1.714202142	0.8482108712	-1.714685911	2.4651529	-3.554723732	-0.4837514566	0.4339927887	2025-01-27@12:39	2.148148148	-0.7881096785	1	9.358995682e-17	-0.3870994514	0.3888888889	9.290713113e-17	0.1431619495	v2.9.0	
2	Broyden	-88.76177247	-94.88	18.82322747	YY	12	0.4121382228	self-energy	sharp_wc_5_b_50	7	2	1.181372921	0.184907175	0.2013929828	3.339145662	0.07443823539	-0.3586028669	1.261317967	-4.079311507	1.700291125	1.261169185	1.700406718	-3.264464788	1.118690693	0.4462347039	0.01292418614	4af8b29	2x2_2C_8b_C2v_L	12.93	1.394023989	2	1.634859227	1.394023988	2	COBYLA	-0.002021031667	0.006656091053	1.291371947	-0.5421841723	0.358097569	-2.409376944	0.01692496346	0.2887345344	2.40991485	-0.2881601654	-0.0007320864003	0.001068938318	0.0008586017136	-0.003297708619	run_cdmft.py	R0:S0:1	uncorrelated	0.2282462151	-1.660384854	0.000355603146	0.0004950639127	-0.07109599188	0.7670861647	1.93792512	-1.663293452	0.7662719488	-1.662737899	2.466182016	-3.55235666	-0.470511194	0.4197740666	2025-01-27@12:42	2.148148148	-0.7769395356	1	3.84181904e-16	-0.3810515211	0.3888888889	1.96360222e-16	0.1409951679	v2.9.0	
3	Broyden	-89.66930436	-96.48	18.96980228	YY	12	0.4217163626	self-energy	sharp_wc_5_b_50	7	2	1.184681649	0.1717918064	0.1946790555	3.386311981	0.0716397984	-0.3539261673	1.2510844	-4.166722458	1.717023896	1.251132866	1.717108342	-3.350050613	1.126566549	0.4379913602	0.0125503646	4af8b29	2x2_2C_8b_C2v_L	13.03	1.404843459	2	1.6409102	1.404843459	2	COBYLA	-0.003256679689	0.01048704656	1.290047379	-0.5246417714	0.3554730913	-2.487218287	0.01471588963	0.2409755382	2.487370258	-0.2408482485	-0.0003014661069	0.001677416754	-0.0004183303143	0.00310551718	run_cdmft.py	R0:S0:1	uncorrelated	0.2200127711	-1.635516776	0.00131061805	-0.001648916865	-0.06117104483	0.6492849723	1.940043781	-1.592843231	0.648841531	-1.59242787	2.466356177	-3.54983916	-0.4655418028	0.412391208	2025-01-27@12:46	2.148148148	-0.7672216484	1	-1.453277732e-17	-0.3754531495	0.3888888889	2.329117622e-16	0.1389980495	v2.9.0	
3	Broyden	-90.43933568	-98.08	19.1283727	YY	12	0.4312367415	self-energy	sharp_wc_5_b_50	7	2	1.188115381	0.1654326945	0.1841032892	3.477465706	0.06742714527	-0.3426230852	1.241699135	-4.222795663	1.729187915	1.241609305	1.729336295	-3.434311758	1.133260656	0.4199013225	0.01201282512	4af8b29	2x2_2C_8b_C2v_L	13.13	1.415457107	2	1.647756885	1.415457107	2	COBYLA	-0.006157202588	0.01961521011	1.295296487	-0.5008550601	0.3503709748	-2.554176781	0.01136617721	0.1832092176	2.554685932	-0.182168721	8.720637068e-05	0.0005019325463	-0.0001588164945	0.001404085619	run_cdmft.py	R0:S0:1	uncorrelated	0.2136008498	-1.601718359	0.002180062394	-0.002583526651	-0.0477986424	0.5014962357	1.939289484	-1.535884424	0.4998947877	-1.535165834	2.467427118	-3.549150413	-0.4568951049	0.402220686	2025-01-27@12:49	2.148148148	-0.7560123862	1	-3.053037438e-16	-0.369929733	0.3888888889	1.986348456e-16	0.1369874788	v2.9.0	
2	Broyden	-91.3335756	-99.68	19.28776908	YY	12	0.4407669964	self-energy	sharp_wc_5_b_50	7	2	1.191523763	0.1564670869	0.1735588635	3.558534878	0.06363692425	-0.3374953623	1.250906897	-4.304441949	1.742625195	1.250985301	1.742597809	-3.51747982	1.139693405	0.4024271023	0.01140894442	4af8b29	2x2_2C_8b_C2v_L	13.23	1.426056664	2	1.654629492	1.426056664	2	COBYLA	-0.0007028213781	0.001684740638	1.299031967	-0.4783178656	0.3460468793	-2.59470346	0.009584716364	0.1322092715	2.59452065	-0.1329556563	-0.0002644871141	0.0004713277353	4.186019069e-05	5.917320943e-05	run_cdmft.py	R0:S0:1	uncorrelated	0.2072489584	-1.56705163	0.001078066477	-0.002939759696	-0.03779379501	0.3778755826	1.941068544	-1.474827515	0.3785745732	-1.474961842	2.467794823	-3.548771344	-0.4477095587	0.391412354	2025-01-27@12:52	2.148148148	-0.7446368555	1	-2.225051118e-16	-0.3643334911	0.3888888889	-6.956233262e-17	0.1350354653	v2.9.0	
4	Broyden	-92.16518877	-101.28	19.44832194	YY	12	0.4509432891	self-energy	sharp_wc_5_b_50	7	2	1.194885619	0.1444838181	0.1628600214	3.593815041	0.0601742665	-0.3331584855	1.263186262	-4.370615479	1.754429847	1.263232208	1.75440654	-3.593821072	1.144670109	0.3857155249	0.01088836166	4af8b29	2x2_2C_8b_C2v_L	13.33	1.437203638	2	1.661761515	1.437203638	2	COBYLA	0.002674991957	-0.008391394287	1.294818737	-0.4551641937	0.3428446083	-2.631323144	0.004296761507	0.06248033896	2.631194083	-0.0633377852	-0.0003035346584	0.00173658728	-0.0004864031967	0.003962995442	run_cdmft.py	R0:S0:1	uncorrelated	0.1997470103	-1.527196607	-0.000967314735	0.001562215589	-0.01842944542	0.1784884927	1.942163648	-1.417663593	0.1795949679	-1.417776158	2.465388595	-3.550107892	-0.4389470493	0.3816862179	2025-01-27@12:57	2.148148148	-0.7328554272	1	-2.859000062e-16	-0.3589267404	0.3888888889	-2.489974639e-17	0.1331573684	v2.9.0	
2	Broyden	-92.88536381	-102.88	19.63327232	YY	12	0.4595887762	self-energy	sharp_wc_5_b_50	7	2	1.198591168	0.1323126989	0.1479695301	3.625227747	0.05638866618	-0.3161657386	1.281681828	-4.418821637	1.761798345	1.281684547	1.761820352	-3.668652109	1.148350644	0.3718821017	0.01029774046	4af8b29	2x2_2C_8b_C2v_L	13.43	1.446694021	2	1.670000073	1.446694021	2	COBYLA	-0.005109086303	0.01676169177	1.291772207	-0.4301397859	0.3353106267	-2.631877342	0.002927058009	0.03293743732	2.631910834	-0.03212227631	-0.0001649621452	0.001912334727	-0.0003397643094	0.003812262422	run_cdmft.py	R0:S0:1	uncorrelated	0.1914749892	-1.465502625	0.0009930692884	0.0001810378371	-0.01138897713	0.1033309102	1.938759301	-1.378090419	0.1022444087	-1.377982135	2.465182206	-3.552268987	-0.4298590739	0.3713270253	2025-01-27@13:00	2.148148148	-0.7186177289	1	1.302232188e-16	-0.3530424382	0.3888888889	-3.380969253e-17	0.1312089797	v2.9.0	
2	Broyden	-93.67364772	-104.48	19.78948185	YY	12	0.4698828748	self-energy	sharp_wc_5_b_50	7	2	1.201844429	0.003616209774	0.1140806049	3.648193109	0.04871106332	-0.3078672106	1.300328073	-4.485730439	1.769404968	1.300342276	1.769399966	-3.747254133	1.153886519	0.3605006804	0.009815982997	4af8b29	2x2_2C_8b_C2v_L	13.53	1.458021998	2	1.676683394	1.458021998	2	COBYLA	-0.0009354901089	0.00775447911	1.273001342	-0.3770918428	0.3293030524	-2.632089361	0.001577458496	0.01677222229	2.632057518	-0.01773758667	-5.190012305e-05	0.0007857602255	-0.0003786813153	0.003175641665	run_cdmft.py	R0:S0:1	uncorrelated	0.1427025796	-1.272636962	0.0008586255219	-0.002619474899	-0.006377577471	0.05553779726	1.938262539	-1.340121275	0.05648346553	-1.340146357	2.464474084	-3.554272112	-0.4218461046	0.3616255785	2025-01-27@13:04	2.148148148	-0.7073256799	1	-2.204681692e-16	-0.3472995689	0.3888888889	-2.371686477e-16	0.1294016456	v2.9.0	
2	Broyden	-94.47057185	-106.08	19.97149994	YY	12	0.4794545406	self-energy	sharp_wc_5_b_50	7	2	1.205389169	-0.0008879954969	0.1233964487	3.772247449	0.04436475893	-0.2961685662	1.326525382	-4.542462764	1.778306544	1.326525624	1.778307083	-3.823329834	1.156340178	0.3457165321	0.009236296616	4af8b29	2x2_2C_8b_C2v_L	13.63	1.468313477	2	1.684998738	1.468313477	2	COBYLA	0.01504843591	-0.1337021762	1.281221585	-0.3512703606	0.3230470907	-2.625750541	0.0007486843469	0.01034486681	2.625750799	-0.0103021787	-0.0001508429352	0.0003298434761	9.424418192e-05	-0.0004190147332	run_cdmft.py	R0:S0:1	uncorrelated	0.1390723459	-1.212483669	4.986719177e-05	0.0001068617716	-0.003886611363	0.03301069514	1.936838724	-1.292476059	0.03293864886	-1.292473428	2.464107417	-3.559238665	-0.4135648944	0.3515344988	2025-01-27@13:07	2.148148148	-0.6929425007	1	6.047925699e-17	-0.3416303782	0.3888888889	3.750124853e-16	0.1275839878	v2.9.0	
2	Broyden	-95.29628127	-107.68	20.15510928	YY	12	0.489444856	self-energy	sharp_wc_5_b_50	7	2	1.208913227	-0.004775616843	0.2306920568	3.885855936	0.04103799721	-0.2840203091	1.355569733	-4.606881372	1.788131826	1.35556969	1.788133385	-3.89442097	1.157897606	0.3373284945	0.008733779363	4af8b29	2x2_2C_8b_C2v_L	13.73	1.478981391	2	1.693421795	1.478981391	2	COBYLA	0.03424325403	-0.3231856932	1.288633578	-0.3303156077	0.3167120613	-2.615575262	0.0002529713075	0.002797991356	2.615576765	-0.001988299023	-0.0001546299918	0.001192845254	4.62812947e-05	0.001036612821	run_cdmft.py	R0:S0:1	uncorrelated	0.1349424487	-1.139758724	0.001063424597	-0.0002768473758	-0.001106378449	0.009242411338	1.936161375	-1.240328562	0.00821270504	-1.240320923	2.463107245	-3.564997103	-0.4064746418	0.342652844	2025-01-27@13:11	2.148148148	-0.6782740977	1	2.394667679e-16	-0.3359091326	0.3888888889	3.768728218e-16	0.1257931357	v2.9.0	
2	Broyden	-96.13508062	-109.28	20.33656138	YY	12	0.5003622341	self-energy	sharp_wc_5_b_50	7	2	1.212360812	-0.008552449517	0.1180581323	3.924138181	0.03816319604	-0.2760516019	1.38694416	-4.670045751	1.798621001	1.386944172	1.798620739	-3.965384511	1.1592545	0.3221838535	0.008210958535	4af8b29	2x2_2C_8b_C2v_L	13.83	1.490548157	2	1.70179953	1.490548157	2	COBYLA	0.01437967372	-0.1504232505	1.285147804	-0.3096870648	0.3113448576	-2.602076869	0.001041120826	-0.003071711532	2.602076187	0.003569001966	-0.0005219802461	0.00297391847	1.423063664e-05	0.003101887251	run_cdmft.py	R0:S0:1	uncorrelated	0.1360988752	-1.134518074	0.0005601957443	0.001116539538	-0.0005581659221	0.001743597897	1.936022197	-1.184142169	0.001083356427	-1.184143295	2.461646321	-3.57194512	-0.3971250039	0.3325144414	2025-01-27@13:15	2.148148148	-0.6636839196	1	4.210189519e-17	-0.3302211129	0.3888888889	-1.482050312e-16	0.1240472639	v2.9.0	
2	Broyden	-96.85784581	-110.88	20.52502168	YY	12	0.5108022783	self-energy	sharp_wc_5_b_50	7	2	1.21588821	-0.009177762089	0.1215693837	3.964311759	0.03578928581	-0.2586819671	1.415383295	-4.716806383	1.80719273	1.415383119	1.807192139	-4.030451368	1.160238899	0.3117682978	0.007812241806	4af8b29	2x2_2C_8b_C2v_L	13.93	1.501623506	2	1.710352033	1.501623506	2	COBYLA	0.01567758961	-0.1665195121	1.285286653	-0.2920892898	0.3014380275	-2.580091959	0.001328569464	-0.004371806292	2.580090973	0.005027105613	0.0004783299247	0.002946916299	-0.0008315091671	0.01198963175	run_cdmft.py	R0:S0:1	uncorrelated	0.1337251292	-1.091238757	0.0006616974296	0.00135101259	-0.0005706118421	0.001143971765	1.933528695	-1.134631782	0.0004400168666	-1.134634486	2.459569509	-3.577541901	-0.3886461862	0.3237620125	2025-01-27@13:19	2.148148148	-0.6484262035	1	-6.392401969e-16	-0.3241648894	0.3888888889	-2.029209941e-16	0.1222376429	v2.9.0	
2	Broyden	-97.61785782	-112.48	20.70860654	YY	12	0.5229127633	self-energy	sharp_wc_5_b_50	7	2	1.219293982	-0.01497162374	0.07586653526	4.076136621	0.03275678923	-0.2531955083	1.449918126	-4.757389037	1.817960504	1.449917358	1.817960291	-4.095304282	1.160463864	0.2973922702	0.007409135142	4af8b29	2x2_2C_8b_C2v_L	14.03	1.514328853	2	1.71883873	1.514328853	2	COBYLA	0.003706728845	-0.04993793411	1.290647282	-0.271105194	0.2959350866	-2.554871693	0.000600656059	-0.002877787026	2.55487348	0.00280106248	0.0005477271085	0.002419151533	-0.0007687272006	0.01202137857	run_cdmft.py	R0:S0:1	uncorrelated	0.133333429	-1.072705343	0.0004566068404	0.0004208215484	1.118777334e-05	-0.001668799542	1.930180294	-1.074075427	-0.001621717821	-1.074076406	2.457284798	-3.58621123	-0.38067008	0.3152750517	2025-01-27@13:23	2.148148148	-0.633447384	1	-3.020488029e-16	-0.3183108513	0.3888888889	9.091744771e-17	0.1204988097	v2.9.0	
2	Broyden	-98.40875595	-114.08	20.89565424	YY	12	0.5349379938	self-energy	sharp_wc_5_b_50	7	2	1.222722789	-0.01277604989	0.06540339193	4.178375449	0.03015996482	-0.2421155833	1.484373307	-4.809498199	1.828968946	1.484373814	1.82896889	-4.161950049	1.160938473	0.2907468958	0.006905757587	4af8b29	2x2_2C_8b_C2v_L	14.13	1.526936632	2	1.72738332	1.526936631	2	COBYLA	-6.013723369e-05	0.0009311257973	1.299510647	-0.2522630804	0.2887638035	-2.522757342	0.0003342537537	-0.0005512468867	2.522755324	0.001972086299	0.0009045464321	-0.005171948017	3.318629993e-05	-0.006981107384	run_cdmft.py	R0:S0:1	uncorrelated	0.1320196144	-1.040576784	-3.961296856e-06	-0.0005347504023	-0.0001157789483	0.0005931340306	1.927633709	-1.012676671	-0.0005419879912	-1.012676933	2.45586359	-3.594440818	-0.3713127108	0.3052986245	2025-01-27@13:27	2.148148148	-0.618108149	1	-1.507443625e-17	-0.3122185379	0.3888888889	-2.400826758e-16	0.1187099177	v2.9.0	
2	Broyden	-99.22689914	-115.68	21.07794145	YY	12	0.549066522	self-energy	sharp_wc_5_b_50	7	2	1.226049137	-0.01578497652	0.09303380164	4.248702001	0.02769162105	-0.2353891459	1.514727306	-4.857574545	1.838828801	1.514679817	1.838834762	-4.228685637	1.176697809	0.2857746075	0.09361222528	4af8b29	2x2_2C_8b_C2v_L	14.23	1.541627894	2	1.735756397	1.541627893	2	COBYLA	-0.01065290929	0.1388548822	1.299528737	-0.2329848234	0.2832057364	-2.493968242	6.578090827e-05	-0.02712594496	2.494070427	-0.02520634729	0.005640854026	0.1605360569	-0.02593030778	0.5560091577	run_cdmft.py	R0:S0:1	uncorrelated	0.1324478459	-1.017954166	0.001222225246	0.008858855201	0.0002943329392	-0.02418943927	1.927307278	-0.9565854014	0.01986599044	-0.9565520929	2.454569379	-3.551120158	-0.3641009017	0.4206965943	2025-01-27@13:31	2.148148148	-0.6031576949	1	4.890815752e-17	-0.3061814189	0.3888888889	2.381082801e-16	0.1169743571	v2.9.0	
9	Broyden	-100.5468657	-117.28	21.2304037	YY	12	0.5641457324	self-energy	sharp_wc_5_b_50	7	2	1.228901919	-0.2133527967	1.991980381	4.744538426	0.01368194778	-0.2375767697	1.539958605	-4.929457725	1.849776404	1.539985035	1.849772977	-4.305373806	1.1646967	0.2889989182	0.01516747098	4af8b29	2x2_2C_8b_C2v_L	14.33	1.557418324	2	1.742713611	1.557418324	2	COBYLA	-0.01281947936	0.118590008	1.315224598	-0.1409331253	0.2789453549	-2.470793362	0.0009050082928	-0.01219641478	2.470788221	-0.009248607936	0.0007009868693	0.05214695021	-0.006813155969	0.1715333761	run_cdmft.py	R0:S0:1	uncorrelated	0.2144048529	-0.08091086514	-0.003204018487	0.003175488175	-0.001206970884	-0.002861165184	1.928625058	-0.8966084249	0.01489799064	-0.8966303895	2.455920392	-3.608757305	-0.3612031999	0.3069530736	2025-01-27@13:41	2.148148148	-0.5910360933	1	2.763014703e-16	-0.3007286307	0.3888888889	3.851918401e-18	0.1153273338	v2.9.0	
