CDMFT_iterations	CDMFT_method	D	D_1	D_1_ave	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
# 2	Broyden	0	1e-09	-0.1476629471	-0.03508745266	-64.59067693	-84.9362963	3.090851367	YY	8	0.3311613744	self-energy	sharp_wc_5_b_50	2.981481481	2	1.141348506	0.2545512904	0.3507285609	2.939305519	0.1250474947	-3.670140055	1.509072649	-0.539092156	1.462693176	-0.5392271632	1.462937002	-3.670642687	1.509016784	-0.62106933	1.981624524	2.770821986	0.9613305684	53e768a	2x2_2C_8b_C2v_L	8.29	1.271558114	2	1.556113999	0.9999999998640958	1.0000000000000002	0.0003372228249	-0.001378796791	1.271334313	-0.7755844545	-0.02438188255	-0.5970816424	-0.4189968998	1.853851418	-0.4189718326	1.853074749	-0.02443023966	-0.5969353164	0.5493238506	-0.5153291715	2.456518858	-3.734474876	run_cdmft.py	R0:S0:1	uncorrelated	0.2878937799	-2.254921801	-0.000118340787	7.366088361e-05	1.933915745	-2.437518077	-0.08682035234	1.224649716	0.0870665257	-1.225509368	-1.933951893	2.437870573	-0.0002325140645	0.0007662195419	-6.151184647e-05	-2.329713409e-05	2024-12-02@16:25	2.148148148	-0.929737885	1	-3.593756253e-16	-0.4397285911	0.3888888889	-8.353247214e-17	0.1653882771	v2.7.9	
# 2	Broyden	0	1e-09	-0.1476377708	-0.03551612579	-64.70041061	-85.2562963	3.122213396	YY	8	0.3327621553	self-energy	sharp_wc_5_b_50	2.981481481	2	1.142373682	0.2539305374	0.3468216795	2.951477198	0.1234265963	-3.685670276	1.514908545	-0.5359125184	1.457266039	-0.5360614515	1.457614869	-3.685738381	1.514691151	-0.6183860696	1.981785676	2.787742465	0.9590508886	53e768a	2x2_2C_8b_C2v_L	8.31	1.274015388	2	1.557726129	0.9999999998890559	1.0	-0.0002934913074	0.001089485408	1.271712059	-0.7682161376	-0.02437955857	-0.5940849504	-0.417473001	1.871288035	-0.4174187923	1.870287246	-0.0243961368	-0.594391607	0.5472718116	-0.5125791838	2.456868512	-3.733026088	run_cdmft.py	R0:S0:1	uncorrelated	0.286756352	-2.245075493	0.0002580706563	-0.0006037349999	1.934072814	-2.41752386	-0.08731423336	1.225128584	0.08711437208	-1.225029942	-1.93412129	2.418321733	3.554588899e-05	-9.610294065e-05	4.637307354e-05	-4.883355648e-05	2024-12-02@16:28	2.148148148	-0.9268981924	1	7.402108284e-16	-0.4382220156	0.3888888889	3.152903311e-16	0.1648503601	v2.7.9	
# 2	Broyden	0	1e-09	-0.1476271146	-0.03592413131	-64.81398524	-85.5762963	3.153159888	YY	8	0.3343761513	self-energy	sharp_wc_5_b_50	2.981481481	2	1.143382504	0.2530646714	0.3431698894	2.964252819	0.1218788675	-3.700773246	1.520336062	-0.5327339494	1.451837437	-0.5333180078	1.45179152	-3.701413423	1.52058813	-0.6159188847	1.981944387	2.804378481	0.9568693765	53e768a	2x2_2C_8b_C2v_L	8.33	1.276461001	2	1.559324458	0.9999999998515506	1.0000000000000002	-0.0001531686328	0.0007012872815	1.272227054	-0.7611773147	-0.02436772169	-0.5914670155	-0.4159882813	1.888124521	-0.4162544556	1.889075958	-0.02436643261	-0.5917333139	0.545286242	-0.5098969292	2.457246251	-3.731662632	run_cdmft.py	R0:S0:1	uncorrelated	0.2856325838	-2.235743933	2.589566063e-06	0.0002089037766	1.934336157	-2.398787016	-0.08748151238	1.22529101	0.08742071843	-1.224795803	-1.93454654	2.397877924	0.0002614152869	-0.0009163799017	5.085161855e-05	0.0001113651112	2024-12-02@16:32	2.148148148	-0.9240923911	1	-1.737056299e-16	-0.4367365027	0.3888888889	-8.185148893e-18	0.164323015	v2.7.9	
# 2	Broyden	0	1e-09	-0.1476016342	-0.03632055444	-64.92380583	-85.8962963	3.18398159	YY	8	0.3359885023	self-energy	sharp_wc_5_b_50	2.981481481	2	1.144383425	0.2525074982	0.3394095354	2.978399226	0.1202493281	-3.716014066	1.525927794	-0.529419963	1.44593609	-0.5294276487	1.446079401	-3.716470015	1.525989227	-0.61376173	1.982106184	2.821295206	0.9546856044	53e768a	2x2_2C_8b_C2v_L	8.35	1.278893731	2	1.560920443	0.999999999794637	1.0	-0.000158935366	0.0007721396042	1.272887103	-0.7538770296	-0.02421490406	-0.5890750263	-0.4144989774	1.906459063	-0.4144512474	1.906155912	-0.02426821041	-0.5889547104	0.5433180159	-0.5071919058	2.457627282	-3.730304613	run_cdmft.py	R0:S0:1	uncorrelated	0.2846287262	-2.226279231	-3.780644464e-05	0.0003590725632	1.934659966	-2.379205835	-0.08747340673	1.224559867	0.08766095103	-1.225098383	-1.934639607	2.379108176	4.816324778e-05	-0.0001413666069	1.005197707e-05	-3.0967937e-05	2024-12-02@16:35	2.148148148	-0.92128981	1	2.10945191e-17	-0.4352628101	0.3888888889	1.084998515e-16	0.1637974714	v2.7.9	
# 2	Broyden	0	1e-09	-0.1476100145	-0.03672347593	-65.03774078	-86.2162963	3.215189959	YY	8	0.3375998555	self-energy	sharp_wc_5_b_50	2.981481481	2	1.145390755	0.2514217471	0.3356755615	2.990519861	0.1187194934	-3.731401604	1.53158736	-0.5268451342	1.440944598	-0.526836207	1.441720503	-3.731680314	1.53114356	-0.6113890186	1.982263813	2.838182494	0.9524796524	53e768a	2x2_2C_8b_C2v_L	8.37	1.281324037	2	1.562538381	0.9999999998307637	1.0000000000000002	0.0006180159974	-0.002365215947	1.273166614	-0.7467849909	-0.02415413257	-0.5864823798	-0.4131852296	1.923887267	-0.4129723269	1.921094704	-0.02419927817	-0.5865901121	0.5412995253	-0.5044871216	2.458009259	-3.728889297	run_cdmft.py	R0:S0:1	uncorrelated	0.2834043241	-2.216406273	-0.0002562059717	0.0003759895976	1.934945335	-2.359263761	-0.08749621755	1.222728839	0.08780420999	-1.224536061	-1.934890648	2.361108508	-0.0003199779585	0.001088647173	-7.409792432e-05	-5.153143961e-05	2024-12-02@16:38	2.148148148	-0.9184385205	1	4.963834596e-17	-0.4337788747	0.3888888889	1.076604385e-16	0.1632588268	v2.7.9	
# 2	Broyden	0	1e-09	-0.1475210801	-0.03708245909	-65.15278718	-86.5362963	3.245851774	YY	8	0.3392331044	self-energy	sharp_wc_5_b_50	2.981481481	2	1.146381238	0.2502421966	0.3321145675	3.005066649	0.1171754911	-3.747005052	1.536894157	-0.5239293689	1.435639011	-0.5241408033	1.436124063	-3.74689467	1.536671999	-0.6091291847	1.982418729	2.855099531	0.9503154743	53e768a	2x2_2C_8b_C2v_L	8.39	1.283760671	2	1.564127498	0.9999999998312632	0.9999999999999998	-0.0004632251051	0.00199976963	1.273802857	-0.7397890615	-0.0241697871	-0.5833467969	-0.4117902396	1.940564668	-0.4117695053	1.939452157	-0.02413348759	-0.5839909767	0.5393639623	-0.5018493523	2.458386244	-3.727517925	run_cdmft.py	R0:S0:1	uncorrelated	0.2822623903	-2.207095669	0.0001224203195	0.0001743058547	1.935270431	-2.34067446	-0.08776356545	1.222327428	0.08751745196	-1.22206637	-1.935317629	2.341470957	0.0003376266285	-0.001165376752	8.97060846e-05	6.409704475e-05	2024-12-02@16:41	2.148148148	-0.9156460523	1	-1.363573714e-16	-0.432306956	0.3888888889	-1.603666507e-16	0.1627366857	v2.7.9	
# 2	Broyden	0	1e-09	-0.1474533542	-0.03740520085	-65.26130418	-86.8562963	3.275773494	YY	8	0.3408954441	self-energy	sharp_wc_5_b_50	2.981481481	2	1.147350686	0.2479536082	0.3291224046	3.016165841	0.1159444033	-3.761669468	1.542150198	-0.5206225262	1.429946419	-0.5210533333	1.430005775	-3.761636984	1.542265668	-0.6064086463	1.982573305	2.872110331	0.9481501353	53e768a	2x2_2C_8b_C2v_L	8.41	1.286223273	2	1.565670636	0.9999999998769931	0.9999999999999999	-0.0004762202435	0.002068227145	1.27402517	-0.7339006466	-0.02402870953	-0.5807076401	-0.4102794901	1.958013376	-0.4103888994	1.958724575	-0.02397687966	-0.5813360461	0.5372983276	-0.4991423023	2.458768032	-3.72617465	run_cdmft.py	R0:S0:1	uncorrelated	0.2807094192	-2.198191647	0.0001122311369	0.0002344865067	1.935311274	-2.321983642	-0.08775480724	1.221264613	0.08732711521	-1.219909293	-1.935388214	2.321393201	2.941697713e-06	3.659812436e-05	2.432857506e-05	-8.568511603e-05	2024-12-02@16:44	2.148148148	-0.9129328861	1	8.958376076e-17	-0.4308511928	0.3888888889	-6.595066738e-17	0.1622210291	v2.7.9	
# 2	Broyden	0	1e-09	-0.1474132225	-0.03773708485	-65.37680922	-87.1762963	3.306410374	YY	8	0.3425410993	self-energy	sharp_wc_5_b_50	2.981481481	2	1.148333768	0.2459338797	0.3257713827	3.029276933	0.1145515738	-3.776129848	1.547474432	-0.5185453598	1.425259557	-0.5183647783	1.425376621	-3.777258961	1.547364046	-0.6045268833	1.982714854	2.889046023	0.9459924335	53e768a	2x2_2C_8b_C2v_L	8.43	1.288661502	2	1.567259508	0.9999999998665932	0.9999999999999998	0.0003315801787	-0.001290343724	1.274405942	-0.7273756858	-0.02382614443	-0.578599957	-0.4091548871	1.975219804	-0.4090089423	1.974436074	-0.02383097541	-0.5785323294	0.5354895683	-0.4966437941	2.459110897	-3.724740231	run_cdmft.py	R0:S0:1	uncorrelated	0.2792824996	-2.188749636	-0.0001262738454	0.0001438590562	1.93553808	-2.302638391	-0.08720732544	1.217188193	0.08728529853	-1.217861757	-1.935757598	2.303288597	-5.917360698e-05	0.0002065344623	1.11267442e-06	-2.785077456e-05	2024-12-02@16:48	2.148148148	-0.9101320495	1	-1.339413992e-16	-0.4293817528	0.3888888889	6.793157861e-17	0.1616944068	v2.7.9	
# 2	Broyden	0	1e-09	-0.147312957	-0.03803726713	-65.49139633	-87.4962963	3.336510574	YY	8	0.3442053706	self-energy	sharp_wc_5_b_50	2.981481481	2	1.14929991	0.2436608698	0.3227352873	3.040136493	0.1133185191	-3.791956338	1.552529137	-0.515759071	1.420267992	-0.5155522224	1.41972671	-3.792844318	1.55290101	-0.6017529851	1.982852752	2.906129626	0.9438427544	53e768a	2x2_2C_8b_C2v_L	8.45	1.291108872	2	1.568818411	0.9999999998598432	0.9999999999999997	0.0002853259136	-0.001285655276	1.274500842	-0.7214222953	-0.0236809176	-0.5760872184	-0.4076653002	1.991545083	-0.4077252718	1.993213007	-0.02364038862	-0.5755107524	0.5336090013	-0.4941407995	2.459501006	-3.723331705	run_cdmft.py	R0:S0:1	uncorrelated	0.2777491908	-2.179574156	-6.866816783e-05	-0.0001820750579	1.935943195	-2.284563318	-0.08685440075	1.214645802	0.08702624151	-1.214396521	-1.936060719	2.28326892	-3.826455245e-06	-2.982222853e-06	-3.704950215e-06	1.840630326e-05	2024-12-02@16:51	2.148148148	-0.9073848011	1	-1.073930757e-16	-0.4279278281	0.3888888889	-6.711625984e-16	0.1611735506	v2.7.9	
2	Broyden	0	1e-09	-0.1471277335	-0.03832532471	-65.60350388	-87.8162963	3.366386784	YY	8	0.3458877949	self-energy	sharp_wc_5_b_50	2.981481481	2	1.150255923	0.2420044095	0.3196555143	3.054200995	0.1119846905	-3.807582972	1.557861144	-0.512709937	1.414371951	-0.5126715504	1.414222636	-3.807260216	1.557942546	-0.5991146733	1.982998202	2.923182194	0.9417311935	53e768a	2x2_2C_8b_C2v_L	8.47	1.293559768	2	1.570373287	0.9999999998514602	1.0	7.520869412e-05	-0.0004665634569	1.275177157	-0.7152369715	-0.02353550988	-0.5728860424	-0.4062615201	2.010160172	-0.4062709668	2.010494948	-0.02361196608	-0.5725154401	0.531667143	-0.4915714826	2.459864496	-3.721978841	run_cdmft.py	R0:S0:1	uncorrelated	0.2764409244	-2.170728227	6.29045527e-05	-0.000418120279	1.936272015	-2.265248263	-0.086635198	1.211589831	0.08679245234	-1.21186037	-1.936124617	2.26490566	6.398787257e-05	-0.000267779012	-4.616748048e-06	9.344127152e-05	2024-12-02@16:54	2.148148148	-0.9046515735	1	3.073335854e-17	-0.4264896372	0.3888888889	-6.35964105e-17	0.1606562632	v2.7.9	
2	Broyden	0	1e-09	-0.1470546944	-0.03860946695	-65.7211917	-88.1362963	3.395958964	YY	8	0.3475944626	self-energy	sharp_wc_5_b_50	2.981481481	2	1.151202472	0.2398558798	0.3167222953	3.067216388	0.1107305867	-3.823896177	1.563249637	-0.5109030145	1.409301667	-0.510137256	1.409039941	-3.821873919	1.562991386	-0.5963628851	1.983125586	2.940303679	0.9396209428	53e768a	2x2_2C_8b_C2v_L	8.49	1.296030499	2	1.571909253	0.9999999998756346	1.0000000000000002	-0.0005359706237	0.0020781736	1.275599334	-0.7092915569	-0.02341790894	-0.5700794573	-0.4052926441	2.027973262	-0.4050011507	2.027970703	-0.02338202376	-0.5701593276	0.5299597437	-0.489232904	2.460271082	-3.72059039	run_cdmft.py	R0:S0:1	uncorrelated	0.2750049914	-2.161965228	0.0001972725372	-0.0002407142281	1.936712305	-2.245710742	-0.08664595188	1.208779532	0.08617493075	-1.20757125	-1.936344342	2.246359006	0.0001657863686	-0.0006456603825	-5.207787365e-05	0.0002043248627	2024-12-02@16:57	2.148148148	-0.9019515843	1	1.070202533e-16	-0.4250537682	0.3888888889	2.271676152e-16	0.1601405058	v2.7.9	
