CDMFT_iterations	CDMFT_method	D	D_1	D_1_ave	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
# 2	Broyden	0	1e-09	-0.1482952434	-0.0297127579	-63.4989219	-81.7362963	2.766004946	YY	8	0.3154403756	self-energy	sharp_wc_5_b_50	2.981481481	2	1.130584586	0.269185925	0.3904698086	2.813336204	0.1417521649	-3.515854403	1.444874249	-0.5723408179	1.522994635	-0.5732846727	1.524456569	-3.516638266	1.444417784	-0.6451942234	1.97993143	2.601713345	0.9851763992	53e768a	2x2_2C_8b_C2v_L	8.09	1.246628457	2	1.539434384	0.9999999997985158	1.0	-0.0005103803181	0.002273550859	1.267077055	-0.850330962	-0.02300098092	-0.6287119891	-0.4347023441	1.666846825	-0.4349139571	1.663956507	-0.02286543822	-0.6297428499	0.569868836	-0.5438023141	2.452140567	-3.749148982	run_cdmft.py	R0:S0:1	uncorrelated	0.3014155922	-2.348611337	0.000275059965	-0.0002244367929	1.931351492	-2.649739367	-0.07884410719	1.204401059	0.07851366986	-1.203660225	-1.931597038	2.651445787	-6.555923521e-05	0.0002079955766	-2.031296135e-05	1.273038975e-05	2024-12-02@15:54	2.148148148	-0.9590530264	1	-1.456118846e-16	-0.4551236323	0.3888888889	-3.397831953e-16	0.1709903757	v2.7.9	
# 2	Broyden	0	1e-09	-0.148133015	-0.03036257501	-63.60577699	-82.0562963	2.799270883	YY	8	0.3170041441	self-energy	sharp_wc_5_b_50	2.981481481	2	1.131701411	0.2660549819	0.3869961088	2.825779891	0.1402526407	-3.531175599	1.451640545	-0.5692290982	1.517030014	-0.5687106398	1.515832298	-3.531491088	1.452098241	-0.6437690373	1.98010973	2.618544651	0.9827138298	53e768a	2x2_2C_8b_C2v_L	8.11	1.249174582	2	1.541138304	0.9999999998491471	1.0	-0.0001524960525	0.0004599817339	1.267394147	-0.8436723714	-0.02329710577	-0.6253637862	-0.4330651518	1.685132078	-0.4330488074	1.688063875	-0.02325754447	-0.6252307758	0.5678560573	-0.5408634689	2.452621513	-3.747689836	run_cdmft.py	R0:S0:1	uncorrelated	0.2997707106	-2.340622428	0.0001470501334	-0.0004873426703	1.931547805	-2.62815657	-0.08018104264	1.208558023	0.07995983308	-1.207927546	-1.931684258	2.626492025	3.963762174e-05	-0.0001706700269	-3.872077206e-05	0.0001347725412	2024-12-02@15:57	2.148148148	-0.956065178	1	-1.378185208e-16	-0.4535584514	0.3888888889	3.6000084e-17	0.1704126556	v2.7.9	
# 1	Broyden	0	1e-09	-0.1479867736	-0.03097900437	-63.71480875	-82.3762963	2.832848698	YY	8	0.3185526523	self-energy	sharp_wc_5_b_50	2.981481481	2	1.132820946	0.2630858079	0.383346616	2.839136015	0.1386728884	-3.546972951	1.458778861	-0.5658392237	1.510383645	-0.5654695516	1.509916033	-3.546691296	1.458988373	-0.6417292338	1.980287416	2.635285586	0.9802498454	53e768a	2x2_2C_8b_C2v_L	8.13	1.25169772	2	1.542861152	0.9999999998377793	0.9999999999999998	0.0001616294848	-0.0007507747391	1.267803312	-0.8367319337	-0.0234672421	-0.6219010427	-0.431442752	1.705928194	-0.4313199878	1.70671015	-0.02355779586	-0.6211461745	0.5657459125	-0.5379086218	2.453055366	-3.746173425	run_cdmft.py	R0:S0:1	uncorrelated	0.2982267912	-2.332352055	-9.231488018e-05	4.390250956e-05	1.931954817	-2.604925664	-0.08089406872	1.209969287	0.08137130724	-1.210995406	-1.931771158	2.604236981	-0.0001327396652	0.0004500371615	-1.553590636e-05	-0.0001029240653	2024-12-02@15:59	2.148148148	-0.9530307425	1	7.28707302e-16	-0.4519917906	0.3888888889	1.685719233e-16	0.1698203385	v2.7.9	
# 2	Broyden	0	1e-09	-0.1479737565	-0.0315704875	-63.82469461	-82.6962963	2.865625496	YY	8	0.3201107174	self-energy	sharp_wc_5_b_50	2.981481481	2	1.133914711	0.2605931925	0.3797405147	2.851523651	0.1371328839	-3.562752394	1.465948657	-0.5619807791	1.503024055	-0.562461466	1.503654472	-3.562639464	1.465727776	-0.6391505639	1.980464712	2.65237924	0.9778129198	53e768a	2x2_2C_8b_C2v_L	8.15	1.254203226	2	1.544542155	0.9999999997933049	0.9999999999999998	-0.0005356106121	0.002494593138	1.268198934	-0.8298663879	-0.02378585558	-0.617977132	-0.4297068806	1.727141715	-0.4298204032	1.725936005	-0.02385857003	-0.6184817801	0.5636299074	-0.5349574043	2.453554705	-3.744730045	run_cdmft.py	R0:S0:1	uncorrelated	0.2967041097	-2.323859354	0.0001235345054	0.0003123166972	1.932120544	-2.581638302	-0.08261104006	1.215186908	0.08231801264	-1.214621049	-1.932139158	2.582380418	7.030015631e-05	-0.0002435318397	-4.42385082e-05	0.0001102853108	2024-12-02@16:02	2.148148148	-0.9500808722	1	2.739461512e-16	-0.4504444665	0.3888888889	7.513784198e-17	0.1692558533	v2.7.9	
# 2	Broyden	0	1e-09	-0.14798057	-0.03213885939	-63.93435015	-83.0162963	2.898328433	YY	8	0.3216761623	self-energy	sharp_wc_5_b_50	2.981481481	2	1.135002868	0.2584119572	0.3758044776	2.863959349	0.1354653027	-3.578537251	1.472438608	-0.5588451637	1.497209036	-0.5587373305	1.496941816	-3.578188604	1.47252374	-0.6368455584	1.98063574	2.669038321	0.9754381616	53e768a	2x2_2C_8b_C2v_L	8.17	1.256706574	2	1.546220272	0.9999999998367171	1.0	-0.000256673987	0.0009946105569	1.268427548	-0.8224088847	-0.02395276246	-0.6152602885	-0.4281252469	1.745386581	-0.4281601139	1.746095797	-0.02394453311	-0.6152224817	0.5615920016	-0.5321156088	2.453941138	-3.743273179	run_cdmft.py	R0:S0:1	uncorrelated	0.295215669	-2.314687985	0.0001443233235	-0.000302492981	1.932432541	-2.560468386	-0.08348392629	1.218006495	0.08342761786	-1.217722705	-1.932394214	2.56007517	0.0002033336284	-0.0006578572597	4.240649905e-05	5.566371996e-05	2024-12-02@16:06	2.148148148	-0.9471344405	1	3.704999129e-16	-0.4488982185	0.3888888889	1.356563826e-16	0.1686928044	v2.7.9	
# 2	Broyden	0	1e-09	-0.1479211244	-0.03267255069	-64.03998353	-83.3362963	2.930818233	YY	8	0.3232391462	self-energy	sharp_wc_5_b_50	2.981481481	2	1.136080293	0.2569928818	0.3718835266	2.875919482	0.1338477222	-3.593640977	1.478651703	-0.5550355885	1.491152082	-0.5549905365	1.490271058	-3.593381928	1.479180406	-0.6342927422	1.980799282	2.686054815	0.9730553845	53e768a	2x2_2C_8b_C2v_L	8.19	1.259191011	2	1.547888912	0.9999999998260911	0.9999999999999998	-0.0001172855941	0.0004659866132	1.268927029	-0.8151206638	-0.02415503788	-0.6119867373	-0.4263286507	1.76327088	-0.4264445504	1.766134846	-0.02405968789	-0.6120481427	0.5596041564	-0.5293302938	2.454414748	-3.741806012	run_cdmft.py	R0:S0:1	uncorrelated	0.2937894297	-2.305296224	3.817298957e-05	-2.933764104e-05	1.932578875	-2.54006941	-0.08439781907	1.221064733	0.08434909011	-1.22039858	-1.932475565	2.537969721	6.440725247e-05	-0.0001798185241	5.465500155e-05	-7.275612679e-05	2024-12-02@16:09	2.148148148	-0.9442028345	1	3.003360212e-16	-0.4473613581	0.3888888889	2.313175783e-16	0.1681353888	v2.7.9	
# 2	Broyden	0	1e-09	-0.147855448	-0.03319659062	-64.15134536	-83.6562963	2.963379215	YY	8	0.3248114431	self-energy	sharp_wc_5_b_50	2.981481481	2	1.137156896	0.2560450905	0.3676789534	2.888554322	0.1320889772	-3.609326723	1.485181994	-0.5524143172	1.485454077	-0.5516969194	1.484721714	-3.608825798	1.48530271	-0.6317175309	1.980970897	2.703195371	0.9706309522	53e768a	2x2_2C_8b_C2v_L	8.21	1.261679773	2	1.549560788	0.9999999998778035	0.9999999999999999	0.000461543682	-0.002184508318	1.269360538	-0.8072647674	-0.02421615729	-0.6092522159	-0.4250570394	1.782319404	-0.4249040442	1.783414186	-0.02426406326	-0.6083898401	0.5574805327	-0.5264258173	2.454855264	-3.740312084	run_cdmft.py	R0:S0:1	uncorrelated	0.2925401078	-2.295519682	-0.0001069142123	-0.0003469048785	1.9329345	-2.518251117	-0.08494526174	1.22175718	0.08519916433	-1.222230181	-1.932799166	2.517798024	-0.0002487558542	0.0007792306366	-9.247847716e-05	2.185229819e-05	2024-12-02@16:12	2.148148148	-0.9412619331	1	4.208780218e-16	-0.4458168272	0.3888888889	-9.759697934e-18	0.1675742127	v2.7.9	
# 2	Broyden	0	1e-09	-0.147797259	-0.03369984259	-64.25955536	-83.9762963	2.995348689	YY	8	0.3263906033	self-energy	sharp_wc_5_b_50	2.981481481	2	1.13821213	0.2554173117	0.3633067029	2.901588849	0.1302638469	-3.624352807	1.491195894	-0.5487745059	1.479345888	-0.5483454749	1.478701901	-3.62428253	1.491436118	-0.6290694419	1.981137778	2.720012325	0.968314902	53e768a	2x2_2C_8b_C2v_L	8.23	1.264150979	2	1.55120672	0.9999999998700588	0.9999999999999999	9.878687308e-05	-0.0005256358062	1.269848271	-0.7990839125	-0.0244044333	-0.6059976549	-0.4233970432	1.800344451	-0.4233662197	1.801686823	-0.0244189727	-0.6053763779	0.555441868	-0.5236320114	2.455262528	-3.738887184	run_cdmft.py	R0:S0:1	uncorrelated	0.2912673969	-2.285250097	-2.719274245e-05	-0.0001304981694	1.933136648	-2.498193045	-0.08574791791	1.224276921	0.08598295044	-1.224541602	-1.9331035	2.497353801	9.844325158e-06	3.096921768e-05	6.759798956e-05	-0.0001747516784	2024-12-02@16:15	2.148148148	-0.9383735866	1	6.575691283e-17	-0.4442979117	0.3888888889	1.278060379e-16	0.1670260363	v2.7.9	
# 2	Broyden	0	1e-09	-0.147742547	-0.0341845798	-64.37039441	-84.2962963	3.027579808	YY	8	0.3279696971	self-energy	sharp_wc_5_b_50	2.981481481	2	1.139271849	0.255385686	0.3592003619	2.914227657	0.1285341685	-3.639917693	1.497384208	-0.5457077657	1.473887344	-0.5453551883	1.473627682	-3.639537202	1.497376303	-0.6264306995	1.981302813	2.73701853	0.9659507069	53e768a	2x2_2C_8b_C2v_L	8.25	1.266622548	2	1.552862975	0.9999999998234061	0.9999999999999998	0.0001815313902	-0.000800891498	1.270450312	-0.7914028273	-0.02443915306	-0.602851006	-0.4219206949	1.818355872	-0.4218748877	1.81861825	-0.02444378392	-0.6024942796	0.5533779419	-0.5208200019	2.455734767	-3.7373997	run_cdmft.py	R0:S0:1	uncorrelated	0.2903354299	-2.275635512	-8.762099764e-05	4.233150879e-05	1.933372928	-2.477323101	-0.08623164485	1.22452853	0.08634295327	-1.224701906	-1.933320243	2.477338465	-2.515315325e-05	8.291204725e-05	-1.124187988e-05	-9.184583306e-06	2024-12-02@16:19	2.148148148	-0.9354570945	1	-5.548029116e-17	-0.4427634354	0.3888888889	8.468114225e-17	0.166472258	v2.7.9	
# 2	Broyden	0	1e-09	-0.1476590163	-0.03464374653	-64.47654406	-84.6162963	3.059320195	YY	8	0.3295658567	self-energy	sharp_wc_5_b_50	2.981481481	2	1.140314746	0.2552047518	0.3548292714	2.925937061	0.1267441366	-3.654572916	1.503165922	-0.5423643033	1.4683865	-0.5420850605	1.468188223	-3.65453293	1.503171506	-0.62328515	1.981463682	2.753814146	0.9636408751	53e768a	2x2_2C_8b_C2v_L	8.27	1.26909635	2	1.554494903	0.9999999998613395	1.0000000000000004	0.0004577530025	-0.001916169536	1.270666249	-0.7832667532	-0.02440883914	-0.5999109329	-0.4204527818	1.835788058	-0.4203053841	1.835831735	-0.02451355058	-0.5994204874	0.5512965096	-0.5180652268	2.456035812	-3.735943101	run_cdmft.py	R0:S0:1	uncorrelated	0.2891927254	-2.265098581	-0.0001846861229	0.0001222536118	1.933584131	-2.457662164	-0.0865740034	1.224677269	0.08671877993	-1.225184204	-1.933476092	2.457682093	-0.0001086778335	0.0003966004775	2.624132129e-05	-0.0001407218617	2024-12-02@16:22	2.148148148	-0.9325874204	1	3.847710336e-16	-0.4412450452	0.3888888889	7.057898907e-17	0.1659267898	v2.7.9	
