model	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0062487227	-3.1689604	-3.8099155	-0.11285648	-3.8098967	-0.11285649	0.15192074	-3.4185909	9.7	2.372488e-05	6.6229874e-07	0.0081024442	-0.17861506	0.0081043264	-0.17861584	-1.6558977e-06	7.7112154e-07	-0.1145798	-1.0734608	1.6822866	0.034231061	-1.6822827	-0.034235021	0.2463806	-2.2215107	2.0159	1	0.2381	0.12861716	0.28836898	1.9389046	1.8028729	1.5348371	1.8028731	1.5348315	0.021273467	1.5506618	1.100001	-0.00021901741	2.2022334e-06	0.10556568	1.2044161	0.10556149	1.2044303	5.494762e-06	-1.9625504e-06	1.1861845	0.74450107	-1.5568519	-0.53401234	1.5568472	0.5340258	-0.31265421	2.5230128	0.027991368	0.25564714	0.059345273	0.17988773	0.38178089	0.17988751	0.38178122	0.021486717	0.34728624	0.035977257	4.2630296	5.3270984	5.1194583	5.0347279	5.1194593	5.0347374	4.3301458	6.1728438	5.2750811	2.7788606	3.3613293	5.2572411	3.3613174	5.2572545	3.7320631	3.2058697	-73.219199	R0:S0:1	-54.8696	uncorrelated	b7fd39a	v1.0.3	 1.45e+02	 1.75e-03	 1.00e+06	2022-08-01@13:03
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.005590713	-3.1618273	-3.8099099	-0.11405325	-3.8118734	-0.11408038	0.15333293	-3.4214052	9.7	-0.00020415343	-3.320943e-05	0.0081610316	-0.17820315	0.0081286597	-0.17826457	-7.1108408e-06	1.5684006e-05	-0.11426956	-1.072764	1.6829686	0.0344282	-1.6834134	-0.034386933	0.24583421	-2.2230542	2.0159	1	0.2381	0.12872632	0.2790777	1.939386	1.8029456	1.5514926	1.8029847	1.5514353	0.020683567	1.5523815	1.1003015	0.0018919796	5.1412532e-05	0.10550553	1.1893912	0.10550558	1.1896411	7.9624446e-05	-1.7162212e-06	1.17806	0.74045702	-1.5570791	-0.52984346	1.5570903	0.52956791	-0.30993382	2.5199873	0.028012489	0.24979324	0.058919635	0.17994334	0.37295753	0.17991031	0.37299939	0.020893459	0.34649617	0.035939705	4.2119774	5.3384222	5.1282113	5.0203526	5.127929	5.0200743	4.3314569	6.1657123	5.2671292	2.7754633	3.3716861	5.217297	3.3717649	5.2178786	3.7311863	3.2098459	-73.222103	R0:S0:1	-54.8696	uncorrelated	b7fd39a	v1.0.3	 1.44e+02	 1.15e-03	 3.55e-03	2022-08-01@14:03
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0042895963	-3.1588858	-3.8079864	-0.11311671	-3.8098675	-0.11331716	0.15270125	-3.4202693	9.7	-0.002281792	-8.5441509e-05	0.0084612013	-0.17739615	0.0084633782	-0.17750316	-4.2834513e-05	1.3138897e-05	-0.11426617	-1.0724531	1.6828042	0.03584674	-1.6832179	-0.03588627	0.24508201	-2.2230959	2.0159	1	0.2381	0.12868959	0.28966396	1.9387299	1.8024765	1.5379361	1.8024975	1.5384846	0.021061993	1.549886	1.1000088	0.021860556	-1.974522e-05	0.10626144	1.2011127	0.10635225	1.2001953	0.00044478513	9.932926e-05	1.1883572	0.74484992	-1.5580381	-0.54163509	1.558264	0.54179624	-0.31074276	2.5254544	0.028004497	0.25743499	0.059505927	0.18021086	0.37873899	0.18019917	0.37845629	0.021271564	0.34763567	0.036008059	4.2645423	5.3278904	5.1208126	5.0389873	5.1206713	5.0386052	4.3307803	6.1760172	5.2717053	2.7775643	3.3605437	5.252206	3.3612923	5.2510981	3.7309271	3.2033318	-73.204033	R0:S0:1	-54.8696	uncorrelated	b7fd39a	v1.0.3	 1.45e+02	 6.39e-04	 2.97e-03	2022-08-01@15:04
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0052095029	-3.1602676	-3.8089452	-0.11297744	-3.809601	-0.11301234	0.15224921	-3.4198921	9.71	-0.00069762901	-3.7153715e-05	0.0082785379	-0.17798447	0.0082798146	-0.17797697	-5.8295857e-06	2.7486291e-06	-0.11437484	-1.072403	1.6826268	0.034990348	-1.6827637	-0.034990343	0.24564766	-2.2225087	2.0159	1	0.2381	0.12891426	0.28497107	1.9390094	1.80284	1.5411237	1.8028205	1.5413778	0.020958434	1.5511136	1.100456	0.0065457066	-4.0938109e-06	0.10556744	1.1979925	0.10561649	1.197191	0.00011844413	3.6826285e-05	1.183258	0.74314338	-1.5570886	-0.53544077	1.5573374	0.53560585	-0.31086993	2.522779	0.028046564	0.25362067	0.059255657	0.17995748	0.37806665	0.17997686	0.37798315	0.021166516	0.34712761	0.035987548	4.2420746	5.3328505	5.1238384	5.0322485	5.1238309	5.0321957	4.3296508	6.1715478	5.2724756	2.7758832	3.3634139	5.2408607	3.3639338	5.2400685	3.7323036	3.2055328	-73.248594	R0:S0:1	-54.9496	uncorrelated	b7fd39a	v1.0.3	 1.44e+02	 2.90e-03	 1.00e+06	2022-08-01@15:41
model	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0062487227	-3.1689604	-3.8099155	-0.11285648	-3.8098967	-0.11285649	0.15192074	-3.4185909	9.7	2.372488e-05	6.6229874e-07	0.0081024442	-0.17861506	0.0081043264	-0.17861584	-1.6558977e-06	7.7112154e-07	-0.1145798	-1.0734608	1.6822866	0.034231061	-1.6822827	-0.034235021	0.2463806	-2.2215107	2.0159	1	0.2381	0.12861716	0.28836898	1.9389046	1.8028729	1.5348371	1.8028731	1.5348315	0.021273467	1.5506618	1.100001	-0.00021901741	2.2022334e-06	0.10556568	1.2044161	0.10556149	1.2044303	5.494762e-06	-1.9625504e-06	1.1861845	0.74450107	-1.5568519	-0.53401234	1.5568472	0.5340258	-0.31265421	2.5230128	0.027991368	0.25564714	0.059345273	0.17988773	0.38178089	0.17988751	0.38178122	0.021486717	0.34728624	0.035977257	4.2630296	5.3270984	5.1194583	5.0347279	5.1194593	5.0347374	4.3301458	6.1728438	5.2750811	2.7788606	3.3613293	5.2572411	3.3613174	5.2572545	3.7320631	3.2058697	-73.219199	R0:S0:1	-54.8696	uncorrelated	b7fd39a	v1.0.3	 1.45e+02	 1.75e-03	 1.00e+06	2022-08-01@16:17
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0047252045	-3.1665586	-3.8150764	-0.11261627	-3.8172111	-0.11277456	0.15201441	-3.4275991	9.71	0.0010650351	4.9444773e-05	0.0083393261	-0.17714382	0.0083200111	-0.17723823	4.0140333e-06	7.3193937e-06	-0.11408694	-1.07279	1.682782	0.035429591	-1.6832497	-0.035374009	0.24462899	-2.2228234	2.0159	1	0.2381	0.12883637	0.27784756	1.9396157	1.8040973	1.5521708	1.8041787	1.5520398	0.020528327	1.5546278	1.1007456	-0.0099814927	-3.9015947e-05	0.10455044	1.1842715	0.10455727	1.1853222	-0.00015370248	-7.3462635e-05	1.1740298	0.7397386	-1.5531107	-0.53238652	1.55282	0.53199062	-0.3089684	2.5147179	0.028033032	0.24881723	0.0587056	0.17901066	0.37218261	0.1789398	0.37215918	0.020726934	0.3454756	0.035863985	4.2049939	5.3387502	5.1265148	5.0253675	5.1261634	5.0251183	4.3293553	6.1571989	5.2688612	2.7758074	3.3717135	5.210961	3.3712825	5.212203	3.732531	3.2149982	-73.296732	R0:S0:1	-54.9496	uncorrelated	b7fd39a	v1.0.3	 1.43e+02	 6.97e-04	 4.37e-03	2022-08-01@16:45
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0024493001	-3.1708381	-3.8210935	-0.11050824	-3.8239177	-0.11065487	0.15034697	-3.4349418	9.72	0.0019424708	7.9576068e-05	0.008872686	-0.17439579	0.0088701632	-0.17459603	0.00011054977	-2.6822021e-05	-0.11357781	-1.0734245	1.6837164	0.038580374	-1.6843542	-0.038548356	0.24169006	-2.2242871	2.0159	1	0.2381	0.12900024	0.28044004	1.9395222	1.8046324	1.5471437	1.8047808	1.5467665	0.020301201	1.5548927	1.1010536	-0.019136434	-5.3868413e-05	0.10470362	1.1821593	0.10460369	1.1844146	-0.00075634065	-7.2966313e-05	1.175852	0.74093942	-1.5511066	-0.54874258	1.55046	0.54802878	-0.30635948	2.5144099	0.028062815	0.25031875	0.05877842	0.17851709	0.37282142	0.17838675	0.37285663	0.020482519	0.34536837	0.03585271	4.2195542	5.3352242	5.1215586	5.0448616	5.1210182	5.0443894	4.3271228	6.1567534	5.2713992	2.7754839	3.3654928	5.2200266	3.364474	5.2224448	3.7327548	3.2144242	-73.380307	R0:S0:1	-55.0296	uncorrelated	b7fd39a	v1.0.3	 1.42e+02	 1.05e-03	 1.00e+06	2022-08-01@16:53
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0036781633	-3.1739502	-3.821878	-0.10942144	-3.8232638	-0.10957645	0.14898321	-3.4331069	9.72	0.002938787	9.3053715e-05	0.0086783926	-0.17509926	0.0086966214	-0.17522324	-3.3808054e-05	2.9155086e-07	-0.11381418	-1.073468	1.6831694	0.037747158	-1.6834957	-0.037881784	0.24249239	-2.2229442	2.0159	1	0.2381	0.12891248	0.28600914	1.9392672	1.8046779	1.5348103	1.8047478	1.5345472	0.020742725	1.5540197	1.1008551	-0.028321028	-2.6627392e-06	0.10439104	1.1939415	0.10427348	1.1952511	-8.7477412e-05	-0.00011987934	1.179659	0.74321934	-1.5506577	-0.54811745	1.550284	0.54844808	-0.30874687	2.5157119	0.028046116	0.2537826	0.059002199	0.17840273	0.37988441	0.17833908	0.37983455	0.020925825	0.34577406	0.035870017	4.2499567	5.3281599	5.1155042	5.0524775	5.1152412	5.0526611	4.3262574	6.1602573	5.2774034	2.7776376	3.3587844	5.248947	3.3580245	5.2503534	3.7335165	3.2124525	-73.375893	R0:S0:1	-55.0296	uncorrelated	b7fd39a	v1.0.3	 1.43e+02	 1.73e-03	 4.25e-03	2022-08-01@17:01
2x2_2C_8b_C2v_L	0	14.2	2.8413	0.0045933421	-3.1802037	-3.8257337	-0.11064519	-3.8226024	-0.11035016	0.14979658	-3.4340388	9.72	0.00019828885	1.2863156e-05	0.0084907705	-0.17583889	0.0084397906	-0.17574511	8.8750048e-05	-4.2668182e-06	-0.11381491	-1.0743523	1.6838993	0.036767109	-1.683226	-0.036572961	0.2430569	-2.2229957	2.0159	1	0.2381	0.12895185	0.27623872	1.9398694	1.8051492	1.5482423	1.8051535	1.5476242	0.020369472	1.5562865	1.101132	-0.0019013563	6.3231152e-05	0.10379396	1.1827126	0.10377633	1.1842119	-0.00052030305	-4.1363457e-05	1.1705548	0.73927767	-1.5497039	-0.53859243	1.5492381	0.5374682	-0.30777203	2.5107568	0.028054472	0.24663688	0.058464159	0.17812344	0.37384895	0.17811473	0.37422494	0.020553246	0.34472511	0.035807649	4.2020044	5.3378556	5.1223247	5.0353473	5.1225742	5.0352196	4.326831	6.1510274	5.2729458	2.7758572	3.3690568	5.2152602	3.3680628	5.2166562	3.7337598	3.2184025	-73.399976	R0:S0:1	-55.0296	uncorrelated	b7fd39a	v1.0.3	 1.42e+02	 8.42e-04	 2.30e-03	2022-08-01@17:26
