0	0.02055352413	-80.35200082	-113.4704	10.31961437	YY	14	0.1854439754	4.0781	2	1.24158652	0.0006054857594	0.20758934	-2.935433586	1.930007422	-3.805841576	1.75096073	-0.1167747214	1.537433865	-3.80594244	1.750954989	-0.1168434723	1.537528616	0.1683070554	0.01287222966	-3.473769537	1.459052313	a248bdd	2x2_2C_8b_C2v_L	11.17	1.161805698	2	1.619450778	0.9999999997277136	1.0	-0.001425207904	0.0128002857	-6.919532171e-06	5.705499641e-06	0.01251455246	0.1450665341	-0.1856342611	1.23309914	0.01254646018	0.1450497515	-0.1856506859	1.232886563	1.327955793e-06	-5.483605103e-06	5.136218392e-06	-6.845868728e-06	boucle.py	R0:S0:1	uncorrelated	-0.1382367365	1.255236562	-1.094229723	0.7327888056	1.765520446	-1.740939852	0.07052032831	-0.7340537216	-1.765547198	1.740994689	-0.07057168472	0.7342848003	0.2636238365	-0.2758325613	-2.352885092	2.828634491	2025-01-09@10:48	2.1719	-0.649585369	1	-1.233624044e-17	-0.2278591455	0.1609	-9.9261356e-17	0.09478606121	v2.7.1	
D	D_ave	E0_1	E0_2	E_kin	U	U_1_ave	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
0	0.02047470797	-80.1198729	-112.6704	10.26738324	14	0.1836701459	4.0781	2	1.24031066	0.0006054857594	0.2138858301	-2.935433586	1.929459097	-3.805841576	1.750673634	-0.1167747214	1.527786508	-3.80594244	1.750667978	-0.1168434723	1.527884784	0.1683070554	0.01314285646	-3.473769537	1.458486129	a248bdd	2x2_2C_8b_C2v_L	11.12	1.159473432	2	1.617178152	0.9999999997275761	1.0	-0.001425207904	0.012917611	-6.919532171e-06	5.322423856e-06	0.01251455246	0.1458386215	-0.1856342611	1.243860665	0.01254646018	0.1458228566	-0.1856506859	1.243643797	1.327955793e-06	-6.114024735e-06	5.136218392e-06	-7.246571973e-06	boucle.py	R0:S0:1	uncorrelated	-0.1382367365	1.266509597	-1.094229723	0.7370946291	1.765520446	-1.741910344	0.07052032831	-0.7410595511	-1.765547198	1.741964805	-0.07057168472	0.7412942952	0.2636238365	-0.2769834827	-2.352885092	2.827673201	2025-01-09@10:49	2.1719	-0.6539453531	1	-3.365084945e-16	-0.2307737633	0.1609	3.864225111e-16	0.09588473311	v2.7.1	
D	D_ave	E0_1	E0_2	E_kin	U	U_1_ave	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
0	0.02277972267	-86.55600111	-113.4704	10.17569448	14	0.1947902662	4.0781	2	1.237152968	0.02817793502	0.1919546016	-3.942375102	1.932191345	-4.357672856	1.7159471	-0.305711894	1.650209822	-4.358030621	1.716562994	-0.3056950985	1.648316485	0.3843404318	0.01587359145	-3.411397907	1.379194939	a248bdd	2x2_2C_8b_C2v_L	11.17	1.161838363	2	1.623063296	0.9999999996913068	1.0	0.0004424596262	-0.003014421264	0.0001233036369	-0.0001610174132	0.01554520998	0.2011452993	-0.3033883688	1.304996934	0.01518775853	0.201617143	-0.3036947065	1.31243489	0.0004709110858	-0.001811859622	-0.0002092551065	-0.000106552703	boucle.py	R0:S0:1	uncorrelated	-0.1530840877	1.375274735	-1.319292328	0.7075848571	1.99398858	-1.890659706	0.0644665491	-0.6576765007	-1.994118491	1.887315454	-0.06366692485	0.6545294412	0.4198583378	-0.3711375162	-2.518452677	3.005791395	2025-01-09@10:56	2.1719	-0.6580709632	1	-1.233624044e-17	-0.2401198018	0.1609	-9.9261356e-17	0.0997437444	v2.7.1	
0	0.02065105764	-90.06854582	-113.4704	10.66954647	14	0.1819905181	4.0781	2	1.249133604	-0.02034465032	0.1218922416	-4.437317772	1.946913512	-4.928555992	1.794417283	-0.2352282725	1.752291933	-4.928942333	1.794328817	-0.2351729889	1.752127259	0.3337880948	0.01155595723	-4.026920078	1.522906477	a248bdd	2x2_2C_8b_C2v_L	11.17	1.161588494	2	1.632709727	0.999999999648048	1.0	-0.0001249553353	0.001219462116	-0.0001109733185	-0.0002084750936	0.01957917877	0.1333425441	-0.2381228357	1.030648293	0.01970203053	0.1328558722	-0.2381147842	1.029331322	-0.0005578549571	0.002396412564	-0.0006983382108	0.0012095184	boucle.py	R0:S0:1	uncorrelated	-0.1350394915	1.040691255	-1.321749651	0.6577910044	1.99560428	-1.625129141	0.1044858376	-0.6320426764	-1.995608852	1.625870131	-0.1051279092	0.6337263177	0.3444496915	-0.306897634	-2.5266831	2.713557259	2025-01-09@10:56	2.1719	-0.6184499362	1	-1.233624044e-17	-0.2084967222	0.1609	-9.9261356e-17	0.08783018786	v2.7.1	
0	0.02190915537	-93.32027232	-113.4704	10.79528093	14	0.1834738716	4.0781	2	1.252199565	-0.4262422288	1.985958892	-5.589665519	1.963180174	-5.00734934	1.797824176	-0.2254580804	1.761754098	-5.007102358	1.797654864	-0.2254636899	1.761797363	0.2709252341	0.01499407378	-3.948629892	1.545521057	a248bdd	2x2_2C_8b_C2v_L	11.17	1.166679042	2	1.637130548	0.9999999998188498	1.0	-0.001820930297	0.01369084994	0.001271647758	-0.0006367715772	0.02077745475	0.1569880817	-0.1669531685	0.8999411958	0.02084256518	0.1568154902	-0.1663740636	0.8979265307	0.001806467275	-0.006101088233	3.878115323e-05	-0.001350046618	boucle.py	R0:S0:1	uncorrelated	-0.2978101337	0.2569301617	-1.402724486	0.5530374086	2.017974885	-1.624094599	0.1626142817	-0.7635706436	-2.017797289	1.624725983	-0.1626187067	0.7650988537	0.2580256649	-0.2650189729	-2.531088719	2.660121015	2025-01-09@10:57	2.1719	-0.6079564764	1	-1.233624044e-17	-0.2013253737	0.1609	-9.9261356e-17	0.08438766244	v2.7.1	
0	0.0236808635	-92.38973445	-113.4704	10.71663638	14	0.1831724443	4.0781	2	1.250318246	-0.2521488053	1.987705157	-5.225332808	1.961631066	-5.057907896	1.794686072	-0.2118899401	1.710989531	-5.056686937	1.794688229	-0.2116903319	1.710645373	0.298539592	0.0154631078	-3.951749604	1.535118054	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164848077	2	1.63479095	0.9999999997784477	1.0	-0.0004355868686	0.00491788309	0.00026164339	9.649970101e-05	0.0208782701	0.1639513982	-0.1677480131	0.9412962291	0.02094858423	0.1638598276	-0.1676004409	0.9418934231	0.001343398767	-0.004327535813	-0.000223214153	-0.0004423348224	boucle.py	R0:S0:1	uncorrelated	-0.2417467526	0.2230251394	-1.379776837	0.5626587667	2.01792444	-1.637309448	0.1756784746	-0.8841501054	-2.017696159	1.636972196	-0.1755389403	0.8845877249	0.2682489044	-0.2695563727	-2.528890014	2.682066836	2025-01-09@10:57	2.1719	-0.6143403018	1	-1.233624044e-17	-0.2062944205	0.1609	-9.9261356e-17	0.08619895413	v2.7.1	
0	0.02355954979	-92.16021178	-113.4704	10.6980774	14	0.1830321744	4.0781	2	1.249915761	-0.2033510313	1.987805086	-5.214185399	1.961203161	-5.037176515	1.792946454	-0.196749144	1.699069399	-5.036586737	1.793077088	-0.1966336791	1.698211936	0.3070477881	0.01661858983	-3.963846787	1.534317689	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164369329	2	1.633841891	0.9999999997749498	1.0	-0.0004995195384	0.005860775418	0.0001736013562	0.0002271881523	0.02024190941	0.1549358273	-0.178592879	0.9726924941	0.02026789896	0.1547954544	-0.1787469736	0.9753026046	0.0006173073277	-0.002313471199	-0.0002037574585	-0.0004420686646	boucle.py	R0:S0:1	uncorrelated	-0.2233178134	0.2134133044	-1.382259967	0.5655808227	2.014624724	-1.643923754	0.1653247173	-0.8759006645	-2.014572906	1.642849402	-0.1651902643	0.8759787642	0.2802332005	-0.2797289792	-2.529809251	2.683109618	2025-01-09@10:58	2.1719	-0.6161830215	1	-1.233624044e-17	-0.2068931159	0.1609	-9.9261356e-17	0.08654665269	v2.7.1	
0	0.02314422147	-92.1662666	-113.4704	10.71921743	14	0.1830117656	4.0781	2	1.250433123	-0.2066504177	1.987849159	-5.211293552	1.961145379	-5.035513281	1.794270675	-0.2001745062	1.713553789	-5.034955156	1.794309388	-0.1998602678	1.713050591	0.3077483965	0.01666831705	-3.965181349	1.53745485	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164764155	2	1.634395695	0.9999999997495661	1.0	-0.0003269343547	0.003090792776	0.0001284594875	-0.0002159722364	0.01999394042	0.1532361459	-0.1796329217	0.9632772493	0.02005650384	0.1529857189	-0.1796569054	0.9642167215	0.0002171761384	-0.0007160150633	-0.0006520790795	0.0005307745284	boucle.py	R0:S0:1	uncorrelated	-0.2223883093	0.2126480452	-1.382639448	0.5661209857	2.015258086	-1.638686996	0.1617234981	-0.8428217276	-2.015177267	1.638382838	-0.1617303354	0.8431032914	0.2812378086	-0.2805522164	-2.529611955	2.676597747	2025-01-09@10:59	2.1719	-0.6145264514	1	-1.233624044e-17	-0.2054726161	0.1609	-9.9261356e-17	0.08603961073	v2.7.1	
0	0.02335210722	-92.16261897	-113.4704	10.71423215	14	0.1830468655	4.0781	2	1.250301182	-0.207677677	1.987937526	-5.209590366	1.961201805	-5.034727405	1.794045956	-0.2012350504	1.709296897	-5.034193817	1.794041735	-0.2009785316	1.709122442	0.3091673106	0.01635857264	-3.964538027	1.536433277	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164704369	2	1.6343638	0.9999999997937402	1.0	-9.067071308e-05	0.001093115971	6.652590541e-05	-2.894711551e-05	0.0202558973	0.1558905478	-0.1761656293	0.9600069076	0.02028180062	0.155802325	-0.1761104874	0.960223282	0.0003010656726	-0.000933805479	-0.0001607554636	5.693373538e-05	boucle.py	R0:S0:1	uncorrelated	-0.2241032177	0.213287737	-1.38212996	0.5657144505	2.014416535	-1.639369589	0.1657290912	-0.8604726653	-2.014346533	1.639315453	-0.1657059806	0.8606506583	0.278910307	-0.2781672204	-2.530003718	2.678919177	2025-01-09@10:59	2.1719	-0.6148317461	1	-1.233624044e-17	-0.2059554619	0.1609	-9.9261356e-17	0.08617772936	v2.7.1	
0	0.02341893861	-92.16314848	-113.4704	10.71133964	14	0.1830648278	4.0781	2	1.250231938	-0.2077209916	1.98794581	-5.209425046	1.961215458	-5.034653904	1.793838678	-0.2010889313	1.707910615	-5.034124475	1.793842364	-0.2008467265	1.707724134	0.3091598954	0.01634632348	-3.964466716	1.535984576	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164663212	2	1.634282789	0.9999999997731183	1.0	-0.0001002024687	0.001347911681	5.394502882e-05	8.143310227e-05	0.02022640925	0.156220664	-0.1765326444	0.9619454068	0.02022554399	0.1561700223	-0.1764734053	0.9622633804	0.0003186457174	-0.00105037634	-2.951969873e-05	-0.0001510806567	boucle.py	R0:S0:1	uncorrelated	-0.224204229	0.2132781172	-1.382082392	0.5655422586	2.014404157	-1.640193264	0.1658980419	-0.8633126173	-2.014329632	1.640061154	-0.1658664736	0.8634957077	0.2789552089	-0.2781371768	-2.530246345	2.679951262	2025-01-09@11:00	2.1719	-0.615069241	1	-1.233624044e-17	-0.2061322384	0.1609	-9.9261356e-17	0.08624487541	v2.7.1	
D	D_ave	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
0	0.02341629584	-92.16232085	-113.4704	10.71097456	YY	14	0.1830553525	4.0781	2	1.250224307	-0.2079119857	1.98793114	-5.209274446	1.961213397	-5.034580692	1.793844992	-0.2010555848	1.707622304	-5.03405561	1.793844092	-0.200827194	1.70744861	0.3091461857	0.01637475395	-3.964473486	1.535995338	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164648729	2	1.634262288	0.9999999997299077	1.0	-0.0001077117227	0.001368068076	4.127462866e-05	7.896967103e-05	0.02031828217	0.1559684035	-0.1767170082	0.9624474971	0.0203082159	0.1559229534	-0.1766598282	0.9627217562	0.0002914965104	-0.0009608480968	-6.776053709e-05	-0.0001018010936	boucle.py	R0:S0:1	uncorrelated	-0.224245378	0.2133823371	-1.381950715	0.5655697139	2.014269535	-1.640167935	0.165920663	-0.8636200925	-2.01419638	1.64006947	-0.1658832662	0.8637815525	0.2791560171	-0.2783674112	-2.530062812	2.679872125	2025-01-09@11:01	2.1719	-0.6151056731	1	-1.233624044e-17	-0.2061447186	0.1609	-9.9261356e-17	0.08625131301	v2.7.1	
D	D_ave	E0_1	E0_2	E_kin	U	U_1_ave	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
0	0.02346268156	-91.92959406	-112.6704	10.65895689	14	0.1814841158	4.0781	2	1.248993066	-0.2079119857	1.987943402	-5.209274446	1.961267788	-5.034580692	1.793600466	-0.2010555848	1.702693343	-5.03405561	1.793599806	-0.200827194	1.702509761	0.3091461857	0.0164920636	-3.964473486	1.536349356	a248bdd	2x2_2C_8b_C2v_L	11.12	1.162618088	2	1.632019783	0.9999999997650751	1.0	-0.0001077117227	0.001393841518	4.127462866e-05	8.309896256e-05	0.02031828217	0.1575903434	-0.1767170082	0.9685654654	0.0203082159	0.1575426745	-0.1766598282	0.968857939	0.0002914965104	-0.0009684228705	-6.776053709e-05	-0.0001056402258	boucle.py	R0:S0:1	uncorrelated	-0.224245378	0.2132899938	-1.381950715	0.5663374523	2.014269535	-1.641779715	0.165920663	-0.873152309	-2.01419638	1.641677054	-0.1658832662	0.8733219189	0.2791560171	-0.2792417504	-2.530062812	2.676826671	2025-01-09@11:02	2.1719	-0.6195109374	1	-3.365084945e-16	-0.2090612555	0.1609	3.864225111e-16	0.08728444659	v2.7.1	
