D	E0_1	E0_2	U	U_1_ave	e	e_2_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpp	tpp_2_ave	tppp	tppp_2_ave	version	
D	E0_1	E0_2	U	U_1_ave	e	e_2_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpp	tpp_2_ave	tppp	tppp_2_ave	version	
0	-86.55600111	-113.4704	14	0.1947902662	4.0781	2	0.02817793502	0.1919546016	-3.942375102	1.932191345	-4.357672856	1.7159471	-0.305711894	1.650209822	-4.358030621	1.716562994	-0.3056950985	1.648316485	0.3843404318	0.01587359145	-3.411397907	1.379194939	a248bdd	2x2_2C_8b_C2v_L	11.17	1.161838363	2	0.9999999996913068	1.0	0.0004424596262	-0.003014421264	0.0001233036369	-0.0001610174132	0.01554520998	0.2011452993	-0.3033883688	1.304996934	0.01518775853	0.201617143	-0.3036947065	1.31243489	0.0004709110858	-0.001811859622	-0.0002092551065	-0.000106552703	boucle.py	R0:S0:1	uncorrelated	-0.1530840877	1.375274735	-1.319292328	0.7075848571	1.99398858	-1.890659706	0.0644665491	-0.6576765007	-1.994118491	1.887315454	-0.06366692485	0.6545294412	0.4198583378	-0.3711375162	-2.518452677	3.005791395	2025-01-09@10:56	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-90.06854582	-113.4704	14	0.1819905181	4.0781	2	-0.02034465032	0.1218922416	-4.437317772	1.946913512	-4.928555992	1.794417283	-0.2352282725	1.752291933	-4.928942333	1.794328817	-0.2351729889	1.752127259	0.3337880948	0.01155595723	-4.026920078	1.522906477	a248bdd	2x2_2C_8b_C2v_L	11.17	1.161588494	2	0.999999999648048	1.0	-0.0001249553353	0.001219462116	-0.0001109733185	-0.0002084750936	0.01957917877	0.1333425441	-0.2381228357	1.030648293	0.01970203053	0.1328558722	-0.2381147842	1.029331322	-0.0005578549571	0.002396412564	-0.0006983382108	0.0012095184	boucle.py	R0:S0:1	uncorrelated	-0.1350394915	1.040691255	-1.321749651	0.6577910044	1.99560428	-1.625129141	0.1044858376	-0.6320426764	-1.995608852	1.625870131	-0.1051279092	0.6337263177	0.3444496915	-0.306897634	-2.5266831	2.713557259	2025-01-09@10:56	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-93.32027232	-113.4704	14	0.1834738716	4.0781	2	-0.4262422288	1.985958892	-5.589665519	1.963180174	-5.00734934	1.797824176	-0.2254580804	1.761754098	-5.007102358	1.797654864	-0.2254636899	1.761797363	0.2709252341	0.01499407378	-3.948629892	1.545521057	a248bdd	2x2_2C_8b_C2v_L	11.17	1.166679042	2	0.9999999998188498	1.0	-0.001820930297	0.01369084994	0.001271647758	-0.0006367715772	0.02077745475	0.1569880817	-0.1669531685	0.8999411958	0.02084256518	0.1568154902	-0.1663740636	0.8979265307	0.001806467275	-0.006101088233	3.878115323e-05	-0.001350046618	boucle.py	R0:S0:1	uncorrelated	-0.2978101337	0.2569301617	-1.402724486	0.5530374086	2.017974885	-1.624094599	0.1626142817	-0.7635706436	-2.017797289	1.624725983	-0.1626187067	0.7650988537	0.2580256649	-0.2650189729	-2.531088719	2.660121015	2025-01-09@10:57	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-92.38973445	-113.4704	14	0.1831724443	4.0781	2	-0.2521488053	1.987705157	-5.225332808	1.961631066	-5.057907896	1.794686072	-0.2118899401	1.710989531	-5.056686937	1.794688229	-0.2116903319	1.710645373	0.298539592	0.0154631078	-3.951749604	1.535118054	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164848077	2	0.9999999997784477	1.0	-0.0004355868686	0.00491788309	0.00026164339	9.649970101e-05	0.0208782701	0.1639513982	-0.1677480131	0.9412962291	0.02094858423	0.1638598276	-0.1676004409	0.9418934231	0.001343398767	-0.004327535813	-0.000223214153	-0.0004423348224	boucle.py	R0:S0:1	uncorrelated	-0.2417467526	0.2230251394	-1.379776837	0.5626587667	2.01792444	-1.637309448	0.1756784746	-0.8841501054	-2.017696159	1.636972196	-0.1755389403	0.8845877249	0.2682489044	-0.2695563727	-2.528890014	2.682066836	2025-01-09@10:57	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-92.16021178	-113.4704	14	0.1830321744	4.0781	2	-0.2033510313	1.987805086	-5.214185399	1.961203161	-5.037176515	1.792946454	-0.196749144	1.699069399	-5.036586737	1.793077088	-0.1966336791	1.698211936	0.3070477881	0.01661858983	-3.963846787	1.534317689	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164369329	2	0.9999999997749498	1.0	-0.0004995195384	0.005860775418	0.0001736013562	0.0002271881523	0.02024190941	0.1549358273	-0.178592879	0.9726924941	0.02026789896	0.1547954544	-0.1787469736	0.9753026046	0.0006173073277	-0.002313471199	-0.0002037574585	-0.0004420686646	boucle.py	R0:S0:1	uncorrelated	-0.2233178134	0.2134133044	-1.382259967	0.5655808227	2.014624724	-1.643923754	0.1653247173	-0.8759006645	-2.014572906	1.642849402	-0.1651902643	0.8759787642	0.2802332005	-0.2797289792	-2.529809251	2.683109618	2025-01-09@10:58	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-92.1662666	-113.4704	14	0.1830117656	4.0781	2	-0.2066504177	1.987849159	-5.211293552	1.961145379	-5.035513281	1.794270675	-0.2001745062	1.713553789	-5.034955156	1.794309388	-0.1998602678	1.713050591	0.3077483965	0.01666831705	-3.965181349	1.53745485	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164764155	2	0.9999999997495661	1.0	-0.0003269343547	0.003090792776	0.0001284594875	-0.0002159722364	0.01999394042	0.1532361459	-0.1796329217	0.9632772493	0.02005650384	0.1529857189	-0.1796569054	0.9642167215	0.0002171761384	-0.0007160150633	-0.0006520790795	0.0005307745284	boucle.py	R0:S0:1	uncorrelated	-0.2223883093	0.2126480452	-1.382639448	0.5661209857	2.015258086	-1.638686996	0.1617234981	-0.8428217276	-2.015177267	1.638382838	-0.1617303354	0.8431032914	0.2812378086	-0.2805522164	-2.529611955	2.676597747	2025-01-09@10:59	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-92.16261897	-113.4704	14	0.1830468655	4.0781	2	-0.207677677	1.987937526	-5.209590366	1.961201805	-5.034727405	1.794045956	-0.2012350504	1.709296897	-5.034193817	1.794041735	-0.2009785316	1.709122442	0.3091673106	0.01635857264	-3.964538027	1.536433277	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164704369	2	0.9999999997937402	1.0	-9.067071308e-05	0.001093115971	6.652590541e-05	-2.894711551e-05	0.0202558973	0.1558905478	-0.1761656293	0.9600069076	0.02028180062	0.155802325	-0.1761104874	0.960223282	0.0003010656726	-0.000933805479	-0.0001607554636	5.693373538e-05	boucle.py	R0:S0:1	uncorrelated	-0.2241032177	0.213287737	-1.38212996	0.5657144505	2.014416535	-1.639369589	0.1657290912	-0.8604726653	-2.014346533	1.639315453	-0.1657059806	0.8606506583	0.278910307	-0.2781672204	-2.530003718	2.678919177	2025-01-09@10:59	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-92.16314848	-113.4704	14	0.1830648278	4.0781	2	-0.2077209916	1.98794581	-5.209425046	1.961215458	-5.034653904	1.793838678	-0.2010889313	1.707910615	-5.034124475	1.793842364	-0.2008467265	1.707724134	0.3091598954	0.01634632348	-3.964466716	1.535984576	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164663212	2	0.9999999997731183	1.0	-0.0001002024687	0.001347911681	5.394502882e-05	8.143310227e-05	0.02022640925	0.156220664	-0.1765326444	0.9619454068	0.02022554399	0.1561700223	-0.1764734053	0.9622633804	0.0003186457174	-0.00105037634	-2.951969873e-05	-0.0001510806567	boucle.py	R0:S0:1	uncorrelated	-0.224204229	0.2132781172	-1.382082392	0.5655422586	2.014404157	-1.640193264	0.1658980419	-0.8633126173	-2.014329632	1.640061154	-0.1658664736	0.8634957077	0.2789552089	-0.2781371768	-2.530246345	2.679951262	2025-01-09@11:00	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-92.16193741	-113.4704	14	0.18304506	4.0781	2	-0.2078277756	1.987927876	-5.209336524	1.961205232	-5.034611763	1.793872952	-0.2010696932	1.707788692	-5.034084791	1.79387256	-0.2008349452	1.70761275	0.3091544146	0.01637769309	-3.964542961	1.536106998	a248bdd	2x2_2C_8b_C2v_L	11.17	1.164648235	2	0.9999999997373802	1.0	-0.0001046295896	0.001333156766	4.522620145e-05	6.756456224e-05	0.02028185658	0.1560267466	-0.1766333235	0.9620938507	0.02027339226	0.1559777691	-0.1765756432	0.9623671856	0.0002977231765	-0.0009741799231	-7.506106918e-05	-8.902423926e-05	boucle.py	R0:S0:1	uncorrelated	-0.2242343288	0.2134096091	-1.382002028	0.5656655021	2.014295903	-1.640056383	0.1659375893	-0.8633831014	-2.014222199	1.639956474	-0.1659038238	0.8635512052	0.2791000137	-0.2783599105	-2.529850711	2.679562837	2025-01-09@11:00	2.1719	1	-1.233624044e-17	0.1609	-9.9261356e-17	v2.7.1	
0	-91.92959406	-112.6704	14	0.1814841158	4.0781	2	-0.2079119857	1.987943402	-5.209274446	1.961267788	-5.034580692	1.793600466	-0.2010555848	1.702693343	-5.03405561	1.793599806	-0.200827194	1.702509761	0.3091461857	0.0164920636	-3.964473486	1.536349356	a248bdd	2x2_2C_8b_C2v_L	11.12	1.162618088	2	0.9999999997650751	1.0	-0.0001077117227	0.001393841518	4.127462866e-05	8.309896256e-05	0.02031828217	0.1575903434	-0.1767170082	0.9685654654	0.0203082159	0.1575426745	-0.1766598282	0.968857939	0.0002914965104	-0.0009684228705	-6.776053709e-05	-0.0001056402258	boucle.py	R0:S0:1	uncorrelated	-0.224245378	0.2132899938	-1.381950715	0.5663374523	2.014269535	-1.641779715	0.165920663	-0.873152309	-2.01419638	1.641677054	-0.1658832662	0.8733219189	0.2791560171	-0.2792417504	-2.530062812	2.676826671	2025-01-09@11:02	2.1719	1	-3.365084945e-16	0.1609	3.864225111e-16	v2.7.1	
0	-91.84510066	-112.6704	14	0.1823179944	4.0781	2	-0.212919933	1.987838223	-5.20153847	1.961356368	-5.020170703	1.78840596	-0.2047743807	1.687329851	-5.019804522	1.788406884	-0.20475888	1.687172629	0.3150476322	0.01679518596	-3.919914348	1.525255338	a248bdd	2x2_2C_8b_C2v_L	11.12	1.162323382	2	0.9999999997327322	1.0	-0.0001524851764	0.001603677313	4.638622854e-05	6.489098388e-06	0.02154319089	0.1619301979	-0.1833594273	1.000742156	0.02155129203	0.1618713974	-0.1833705228	1.001001052	1.956172132e-05	-0.0001491794498	-0.0001182294412	1.595725065e-05	boucle.py	R0:S0:1	uncorrelated	-0.2267598924	0.2145360429	-1.382791999	0.5636610966	2.018406614	-1.661789647	0.1658378187	-0.9033039039	-2.018357573	1.661723824	-0.1658365986	0.9034113654	0.2867929699	-0.285021975	-2.529275965	2.701046751	2025-01-09@11:02	2.1719	1	-3.365084945e-16	0.1609	3.864225111e-16	v2.7.1	
0	-91.17912185	-112.6704	14	0.1825532673	4.0781	2	-0.2134504182	1.98763942	-5.113309207	1.96103316	-4.901579179	1.786557714	-0.1934728612	1.703158071	-4.902427715	1.786596585	-0.1934460497	1.702862436	0.3376555482	0.01824098679	-3.942127078	1.530347736	a248bdd	2x2_2C_8b_C2v_L	11.12	1.162946184	2	0.9999999997306294	1.0	-0.0003680613289	0.003741735598	0.0002457953636	-0.0001468869117	0.01905793961	0.150989896	-0.1967248418	1.018689358	0.01909773912	0.1508800486	-0.1967339885	1.019334257	-2.610264417e-05	-0.000180942506	1.086348787e-05	-0.0002272387348	boucle.py	R0:S0:1	uncorrelated	-0.2215985922	0.2134907035	-1.371080779	0.5652079162	2.000380614	-1.666354344	0.1431517684	-0.8143443081	-2.000534826	1.666112077	-0.1431287482	0.8145121289	0.3051511729	-0.3013098211	-2.531420387	2.69114719	2025-01-09@11:03	2.1719	1	-3.365084945e-16	0.1609	3.864225111e-16	v2.7.1	
0	-91.4922437	-112.6704	14	0.1824707008	4.0781	2	-0.2110264537	1.987878389	-5.125841496	1.961143626	-4.968590083	1.788479043	-0.2052091653	1.702342888	-4.968677353	1.788480217	-0.205122502	1.70246389	0.3261676605	0.01724424358	-3.929549379	1.528923107	a248bdd	2x2_2C_8b_C2v_L	11.12	1.162870367	2	0.9999999996735078	1.0	0.0002907105846	-0.002817812661	-0.0001245139619	4.617229551e-05	0.02082355931	0.1587262884	-0.1875323572	0.9984466436	0.02084486543	0.1587450647	-0.1875234767	0.9983382098	0.0003773370392	-0.000912803843	-7.058413711e-05	0.000181801582	boucle.py	R0:S0:1	uncorrelated	-0.2236035629	0.2129121413	-1.374544856	0.5647441634	2.010434053	-1.660395561	0.1577775278	-0.8573045514	-2.010457097	1.660427722	-0.157762988	0.8571695627	0.2933741614	-0.2906665586	-2.530248999	2.694123189	2025-01-09@11:03	2.1719	1	-3.365084945e-16	0.1609	3.864225111e-16	v2.7.1	
D	E0_1	E0_2	U	U_1_ave	e	e_2_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpp	tpp_2_ave	tppp	tppp_2_ave	version	
0	-83.21450656	-101.7904	14	0.1706663636	4.0781	2	0.02817793502	0.2728525748	-3.942375102	1.924546345	-4.357672856	1.707919742	-0.305711894	1.568694783	-4.358030621	1.708557261	-0.3056950985	1.565823148	0.3843404318	0.01887308428	-3.411397907	1.367263074	a248bdd	2x2_2C_8b_C2v_L	10.44	1.126770939	2	0.9999999996938691	0.9999999999999998	0.0004424596262	-0.003610619201	0.0001233036369	-0.0001060600744	0.01554520998	0.230128437	-0.3033883688	1.391914862	0.01518775853	0.2305719278	-0.3036947065	1.401320072	0.0004709110858	-0.001929748849	-0.0002092551065	-0.000165772774	boucle.py	R0:S0:1	uncorrelated	-0.1530840877	1.53913507	-1.319292328	0.7696847677	1.99398858	-1.930271012	0.0644665491	-0.7566496049	-1.994118491	1.926798741	-0.06366692485	0.7532487156	0.4198583378	-0.3808767564	-2.518452677	3.015668386	2025-01-09@11:07	2.1719	1	1.788576356e-16	0.1609	-3.673588811e-17	v2.7.1	
