w	up_1	down_1	cumul_up_1	cumul_down_1	
-10	0.000533003	0.00365732	0	0
-9.9625	0.000542742	0.00394357	2.03528e-05	0.000147884
-9.925	0.000552922	0.00426366	4.10874e-05	0.000307771
-9.8875	0.000561881	0.0046045	6.21579e-05	0.00048044
-9.85	0.000568559	0.0049211	8.34789e-05	0.000664981
-9.8125	0.000573718	0.00516999	0.000104993	0.000858856
-9.775	0.000578704	0.00537941	0.000126695	0.00106058
-9.7375	0.000583575	0.00561555	0.000148579	0.00127117
-9.7	0.00058737	0.00587702	0.000170605	0.00149156
-9.6625	0.000589947	0.00607235	0.000192728	0.00171927
-9.625	0.000592531	0.00613119	0.000214948	0.00194919
-9.5875	0.000596508	0.00611544	0.000237317	0.00217852
-9.55	0.000602695	0.00616147	0.000259918	0.00240957
-9.5125	0.000611489	0.00637087	0.000282849	0.00264848
-9.475	0.00062307	0.00678488	0.000306214	0.00290291
-9.4375	0.000637206	0.0073877	0.000330109	0.00317995
-9.4	0.000652565	0.00808545	0.000354581	0.00348316
-9.3625	0.000666282	0.00871141	0.000379566	0.00380983
-9.325	0.000675634	0.00915862	0.000404902	0.00415328
-9.2875	0.00068104	0.00952579	0.000430441	0.0045105
-9.25	0.000685428	0.010024	0.000456145	0.0048864
-9.2125	0.000690707	0.0107639	0.000482047	0.00529005
-9.175	0.00069652	0.0116372	0.000508166	0.00572644
-9.1375	0.000701505	0.0123295	0.000534472	0.0061888
-9.1	0.000705029	0.0125729	0.000560911	0.00666029
-9.0625	0.000708254	0.01247	0.000587471	0.00712791
-9.025	0.000713305	0.0123967	0.000614219	0.00759279
-8.9875	0.000721762	0.0126734	0.000641286	0.00806804
-8.95	0.000734251	0.0134554	0.00066882	0.00857261
-8.9125	0.000750366	0.0147652	0.000696959	0.00912631
-8.875	0.000768123	0.0164666	0.000725763	0.0097438
-8.8375	0.000783929	0.0182033	0.000755161	0.0104264
-8.8	0.000795096	0.0195537	0.000784977	0.0111597
-8.7625	0.000802429	0.020464	0.000815068	0.0119271
-8.725	0.000808238	0.0213433	0.000845377	0.0127275
-8.6875	0.000813869	0.0225622	0.000875897	0.0135735
-8.65	0.000820162	0.0239988	0.000906653	0.0144735
-8.6125	0.000827138	0.0251189	0.000937671	0.0154155
-8.575	0.00083322	0.0256265	0.000968916	0.0163765
-8.5375	0.000837263	0.0259474	0.00100031	0.0173495
-8.5	0.000840766	0.0268178	0.00103184	0.0183552
-8.4625	0.000846476	0.0286634	0.00106359	0.01943
-8.425	0.000856307	0.0313762	0.0010957	0.0206066
-8.3875	0.000871108	0.0343459	0.00112836	0.0218946
-8.35	0.000890978	0.036754	0.00116177	0.0232729
-8.3125	0.00091484	0.0381342	0.00119608	0.0247029
-8.275	0.000939375	0.0387729	0.00123131	0.0261569
-8.2375	0.000959498	0.0395024	0.00126729	0.0276382
-8.2	0.00097273	0.0409902	0.00130377	0.0291754
-8.1625	0.000982415	0.0430711	0.00134061	0.0307905
-8.125	0.000993758	0.044749	0.00137787	0.0324686
-8.0875	0.0010085	0.0451679	0.00141569	0.0341624
-8.05	0.00102364	0.0445961	0.00145408	0.0358348
-8.0125	0.00103436	0.0440457	0.00149287	0.0374865
-7.975	0.00103978	0.044185	0.00153186	0.0391434
-7.9375	0.00104425	0.0449834	0.00157102	0.0408303
-7.9	0.00105277	0.0460114	0.0016105	0.0425557
-7.8625	0.00106792	0.0467113	0.00165054	0.0443074
-7.825	0.0010901	0.0466518	0.00169142	0.0460568
-7.7875	0.00111809	0.0459526	0.00173335	0.0477801
-7.75	0.00114937	0.0453996	0.00177645	0.0494826
-7.7125	0.00118133	0.0458378	0.00182075	0.0512015
-7.675	0.0012115	0.0474084	0.00186618	0.0529793
-7.6375	0.00123725	0.0493578	0.00191258	0.0548302
-7.6	0.00125848	0.0506672	0.00195977	0.0567302
-7.5625	0.00127771	0.0510504	0.00200769	0.0586446
-7.525	0.00129472	0.0511298	0.00205624	0.060562
-7.4875	0.00130614	0.0515967	0.00210522	0.0624969
-7.45	0.00131231	0.0525516	0.00215443	0.0644675
-7.4125	0.00131931	0.0534938	0.0022039	0.0664736
-7.375	0.00133334	0.0536932	0.0022539	0.0684871
-7.3375	0.00135736	0.0527777	0.00230481	0.0704662
-7.3	0.00139162	0.0510792	0.00235699	0.0723817
-7.2625	0.00143475	0.0494577	0.00241079	0.0742364
-7.225	0.00148571	0.0488282	0.00246651	0.0760674
-7.1875	0.00154578	0.0495579	0.00252448	0.0779258
-7.15	0.00161655	0.0511329	0.0025851	0.0798433
-7.1125	0.00169427	0.052575	0.00264863	0.0818149
-7.075	0.00176836	0.0534187	0.00271494	0.0838181
-7.0375	0.00182826	0.0540383	0.0027835	0.0858445
-7	0.00186899	0.0549312	0.00285359	0.0879044
-6.9625	0.00188742	0.0560218	0.00292437	0.0900053
-6.925	0.00188615	0.0567016	0.0029951	0.0921316
-6.8875	0.00188004	0.0564495	0.0030656	0.0942484
-6.85	0.00188628	0.0552858	0.00313634	0.0963216
-6.8125	0.00191433	0.0536065	0.00320812	0.0983319
-6.775	0.00196627	0.0520125	0.00328186	0.100282
-6.7375	0.00204053	0.0513315	0.00335838	0.102207
-6.7	0.00213632	0.0523068	0.00343849	0.104169
-6.6625	0.00225744	0.0550419	0.00352315	0.106233
-6.625	0.00240837	0.0587037	0.00361346	0.108434
-6.5875	0.00258286	0.061894	0.00371032	0.110755
-6.55	0.00275441	0.0636208	0.00381361	0.113141
-6.5125	0.00288082	0.0638169	0.00392164	0.115534
-6.475	0.00292985	0.0630837	0.00403151	0.1179
-6.4375	0.00290899	0.0621704	0.00414059	0.120231
-6.4	0.0028638	0.0614905	0.00424799	0.122537
-6.3625	0.00284166	0.0610101	0.00435455	0.124825
-6.325	0.00286721	0.0604444	0.00446207	0.127092
-6.2875	0.00294526	0.0595673	0.00457252	0.129325
-6.25	0.00307134	0.0585603	0.00468769	0.131521
-6.2125	0.0032434	0.0581152	0.00480932	0.133701
-6.175	0.00347066	0.059035	0.00493947	0.135915
-6.1375	0.00376359	0.061545	0.0050806	0.138223
-6.1	0.00410467	0.0648784	0.00523453	0.140655
-6.0625	0.00442021	0.0677314	0.00540029	0.143195
-6.025	0.00460083	0.0692225	0.00557282	0.145791
-5.9875	0.00460124	0.0691069	0.00574536	0.148383
-5.95	0.00449548	0.0674298	0.00591394	0.150911
-5.9125	0.0043966	0.0645161	0.00607882	0.153331
-5.875	0.00437539	0.061037	0.00624289	0.15562
-5.8375	0.00445337	0.0578412	0.0064099	0.157789
-5.8	0.00462483	0.0557638	0.00658333	0.15988
-5.7625	0.0048816	0.0555096	0.00676639	0.161961
-5.725	0.00523587	0.0574372	0.00696273	0.164115
-5.6875	0.00571568	0.0612299	0.00717707	0.166411
-5.65	0.00632525	0.0657896	0.00741427	0.168879
-5.6125	0.00699267	0.0697402	0.00767649	0.171494
-5.575	0.00754844	0.0721476	0.00795956	0.174199
-5.5375	0.00782247	0.0725667	0.0082529	0.176921
-5.5	0.00781447	0.0708445	0.00854594	0.179577
-5.4625	0.00769829	0.0674459	0.00883463	0.182106
-5.425	0.00765913	0.0635326	0.00912185	0.184489
-5.3875	0.00778438	0.0604056	0.00941376	0.186754
-5.35	0.0080744	0.0590706	0.00971655	0.188969
-5.3125	0.00852205	0.0600278	0.0100361	0.19122
-5.275	0.00917823	0.0630376	0.0103803	0.193584
-5.2375	0.0101216	0.0670889	0.0107599	0.1961
-5.2	0.0113664	0.0708126	0.0111861	0.198756
-5.1625	0.0127621	0.0729526	0.0116647	0.201491
-5.125	0.0139471	0.0725745	0.0121877	0.204213
-5.0875	0.0145332	0.0693063	0.0127327	0.206812
-5.05	0.014487	0.0635937	0.013276	0.209197
-5.0125	0.0141802	0.0566451	0.0138077	0.211321
-4.975	0.013991	0.0499736	0.0143324	0.213195
-4.9375	0.014074	0.0447635	0.0148602	0.214873
-4.9	0.0144922	0.0415247	0.0154036	0.216431
-4.8625	0.0153448	0.0401452	0.015979	0.217936
-4.825	0.0166686	0.0399868	0.0166041	0.219436
-4.7875	0.0182566	0.039965	0.0172887	0.220934
-4.75	0.0195979	0.0390155	0.0180237	0.222397
-4.7125	0.0201637	0.0368894	0.0187798	0.223781
-4.675	0.0199146	0.0342858	0.0195266	0.225066
-4.6375	0.0193426	0.0320334	0.0202519	0.226268
-4.6	0.0189653	0.0303771	0.0209631	0.227407
-4.5625	0.0189582	0.0289888	0.0216741	0.228494
-4.525	0.0192295	0.0275029	0.0223952	0.229525
-4.4875	0.0197483	0.0259892	0.0231357	0.2305
-4.45	0.0207019	0.0248183	0.0239121	0.23143
-4.4125	0.0222906	0.0242492	0.024748	0.23234
-4.375	0.0244707	0.0243092	0.0256656	0.233251
-4.3375	0.0268707	0.024912	0.0266733	0.234186
-4.3	0.0290344	0.0259152	0.0277621	0.235157
-4.2625	0.0308459	0.0270664	0.0289188	0.236172
-4.225	0.0324483	0.0279926	0.0301356	0.237222
-4.1875	0.0337925	0.0284046	0.0314028	0.238287
-4.15	0.0346181	0.0282384	0.032701	0.239346
-4.1125	0.0349659	0.027509	0.0340122	0.240378
-4.075	0.03551	0.0263833	0.0353438	0.241367
-4.0375	0.0371373	0.0253012	0.0367365	0.242316
-4	0.040381	0.0247121	0.0382508	0.243243
-3.9625	0.0451239	0.0248314	0.0399429	0.244174
-3.925	0.0503262	0.0257148	0.0418301	0.245138
-3.8875	0.0541064	0.0273653	0.0438591	0.246164
-3.85	0.0549393	0.0296208	0.0459194	0.247275
-3.8125	0.0530452	0.0320028	0.0479086	0.248475
-3.775	0.0501399	0.0338634	0.0497888	0.249745
-3.7375	0.0480743	0.0348083	0.0515916	0.25105
-3.7	0.0479822	0.0348103	0.0533909	0.252356
-3.6625	0.050199	0.0340514	0.0552734	0.253633
