w	up_1	down_1	cumul_up_1	cumul_down_1	
-10	0.000878902	0.00159206	0	0
-9.9625	0.00089846	0.00168159	3.36923e-05	6.30598e-05
-9.925	0.000920218	0.00177242	6.82004e-05	0.000129525
-9.8875	0.000945537	0.00184952	0.000103658	0.000198882
-9.85	0.000975388	0.00189136	0.000140235	0.000269808
-9.8125	0.00100915	0.00188584	0.000178078	0.000340528
-9.775	0.00104649	0.00184964	0.000217321	0.000409889
-9.7375	0.001086	0.00181325	0.000258047	0.000477886
-9.7	0.00112053	0.00179709	0.000300067	0.000545277
-9.6625	0.00114072	0.00180837	0.000342844	0.000613091
-9.625	0.00114642	0.00184739	0.000385834	0.000682368
-9.5875	0.00114662	0.00191075	0.000428833	0.000754021
-9.55	0.0011495	0.00199146	0.000471939	0.000828701
-9.5125	0.00115994	0.00208219	0.000515437	0.000906783
-9.475	0.00118033	0.00218264	0.000559699	0.000988632
-9.4375	0.00120969	0.00229582	0.000605062	0.00107473
-9.4	0.00124646	0.00241225	0.000651805	0.00116518
-9.3625	0.00129336	0.00250588	0.000700306	0.00125916
-9.325	0.00135488	0.00255259	0.000751114	0.00135488
-9.2875	0.00142846	0.00255467	0.000804681	0.00145068
-9.25	0.00149747	0.00254344	0.000860837	0.00154606
-9.2125	0.00153628	0.00255359	0.000918447	0.00164182
-9.175	0.00153253	0.00260366	0.000975917	0.00173945
-9.1375	0.00149991	0.00269598	0.00103216	0.00184055
-9.1	0.00146301	0.00282102	0.00108703	0.00194634
-9.0625	0.00143837	0.00296386	0.00114097	0.00205749
-9.025	0.00142911	0.00311326	0.00119456	0.00217423
-8.9875	0.00143104	0.00325896	0.00124822	0.00229644
-8.95	0.00144264	0.00338855	0.00130232	0.00242351
-8.9125	0.00146818	0.00350913	0.00135738	0.00255511
-8.875	0.00151208	0.00365289	0.00141408	0.00269209
-8.8375	0.00157258	0.00384396	0.00147305	0.00283624
-8.8	0.00163807	0.00407412	0.00153448	0.00298902
-8.7625	0.00168991	0.0043143	0.00159785	0.00315081
-8.725	0.00171608	0.00454824	0.0016622	0.00332136
-8.6875	0.00172235	0.00478032	0.00172679	0.00350063
-8.65	0.00172534	0.00500385	0.00179149	0.00368827
-8.6125	0.00173536	0.0051818	0.00185657	0.00388259
-8.575	0.00174954	0.00527907	0.00192218	0.00408055
-8.5375	0.00176283	0.00531535	0.00198828	0.00427988
-8.5	0.00178029	0.00536816	0.00205504	0.00448118
-8.4625	0.00181259	0.00551807	0.00212302	0.00468811
-8.425	0.00186451	0.0058163	0.00219293	0.00490622
-8.3875	0.0019311	0.00629258	0.00226535	0.00514219
-8.35	0.0020032	0.00696041	0.00234047	0.00540321
-8.3125	0.00207963	0.0077915	0.00241846	0.00569539
-8.275	0.0021682	0.00865922	0.00249976	0.00602011
-8.2375	0.00226873	0.00932559	0.00258484	0.00636982
-8.2	0.0023603	0.00959917	0.00267335	0.00672979
-8.1625	0.0024132	0.00953977	0.00276385	0.00708753
-8.125	0.00242287	0.00940063	0.00285471	0.00744006
-8.0875	0.00241953	0.00941615	0.00294544	0.00779316
-8.05	0.00243674	0.00971615	0.00303682	0.00815752
-8.0125	0.00248758	0.0103652	0.0031301	0.00854621
-7.975	0.00256384	0.0114156	0.00322624	0.0089743
-7.9375	0.00264791	0.0129244	0.00332554	0.00945896
-7.9	0.00273462	0.0149208	0.00342809	0.0100185
-7.8625	0.00283947	0.0173043	0.00353457	0.0106674
-7.825	0.00297756	0.0196667	0.00364623	0.0114049
-7.7875	0.00314352	0.0213734	0.00376411	0.0122064
-7.75	0.00331708	0.0221049	0.0038885	0.0130353
-7.7125	0.00348613	0.0222507	0.00401923	0.0138697
-7.675	0.00364413	0.0225945	0.00415588	0.014717
-7.6375	0.00376263	0.0237355	0.00429698	0.0156071
-7.6	0.0038107	0.0259507	0.00443988	0.0165803
