GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
NY	11	2.8548	-0.19877392	-3.3453118	-3.3731323	0.017041817	-3.37327	0.017036741	0.027979371	-3.0025442	a248bdd	2x2_2C_8b_C2v_L	9.21	validity_data_2022.py	0.17535605	1.0097784	-1.4927162	0.14520632	1.4927501	-0.14521976	0.18357972	-1.976603	2024-08-14@08:49	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	-0.20225247	-3.35898	-3.3830388	0.016148427	-3.3832239	0.016150092	0.027076856	-3.0124521	a248bdd	2x2_2C_8b_C2v_L	9.22	validity_data_2022.py	0.1756475	1.0111413	-1.4937542	0.14470801	1.4937872	-0.14472705	0.18298638	-1.9775942	2024-08-14@08:49	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	-0.20325355	-3.3726794	-3.3934786	0.014785887	-3.393115	0.014796068	0.025799548	-3.0219664	a248bdd	2x2_2C_8b_C2v_L	9.23	validity_data_2022.py	0.1753142	1.0128726	-1.4948961	0.14460022	1.49483	-0.14459905	0.18284308	-1.9785495	2024-08-14@08:50	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	-0.20398487	-3.3736607	-3.4029864	0.013677505	-3.4050508	0.013687844	0.024629781	-3.0322316	a248bdd	2x2_2C_8b_C2v_L	9.24	validity_data_2022.py	0.17462812	1.0130857	-1.4958395	0.14401274	1.4962762	-0.14404363	0.18214336	-1.9796344	2024-08-14@08:51	1.8226	1	0.3032	v2.7.1	
YY	11	2.8548	0.032652421	-2.124507	-2.844949	0.25883832	-2.8455117	0.25856439	0.28710583	-2.2806754	a248bdd	2x2_2C_8b_C2v_L	8	validity_data_2022.py	0.1412127	0.91763127	-1.5060516	0.26968326	1.5063486	-0.26947004	0.36697769	-1.999094	2024-08-14@08:52	1.8226	1	0.3032	v2.7.1	
YY	11	2.8548	0.032586311	-2.1293963	-2.8508406	0.25819128	-2.8514942	0.25800175	0.28675343	-2.2879755	a248bdd	2x2_2C_8b_C2v_L	8.01	validity_data_2022.py	0.1410773	0.91784783	-1.5060802	0.26917401	1.5062915	-0.26908459	0.36620847	-1.9990492	2024-08-14@08:52	1.8226	1	0.3032	v2.7.1	
YY	11	2.8548	0.032354407	-2.1328618	-2.8554077	0.25572864	-2.8554662	0.25607014	0.2852175	-2.2941552	a248bdd	2x2_2C_8b_C2v_L	8.02	validity_data_2022.py	0.14086178	0.91786538	-1.5061612	0.26815213	1.5061504	-0.26829794	0.36489833	-1.9991546	2024-08-14@08:53	1.8226	1	0.3032	v2.7.1	
YY	11	2.8548	0.031732841	-2.1412838	-2.8607015	0.25502591	-2.8622673	0.25486544	0.28369125	-2.3010538	a248bdd	2x2_2C_8b_C2v_L	8.03	validity_data_2022.py	0.14056911	0.91876274	-1.5060344	0.26791012	1.5064074	-0.26787265	0.36411765	-1.9989183	2024-08-14@08:53	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.031705898	-2.1452053	-2.8644873	0.25210584	-2.8632174	0.25196949	0.28179408	-2.306885	a248bdd	2x2_2C_8b_C2v_L	8.04	validity_data_2022.py	0.14037546	0.91878994	-1.5058544	0.26662596	1.5055624	-0.26655182	0.36238769	-1.9989711	2024-08-14@08:54	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.0311676	-2.1492538	-2.8700874	0.25168781	-2.8712648	0.25199104	0.281485	-2.3141675	a248bdd	2x2_2C_8b_C2v_L	8.05	validity_data_2022.py	0.14004933	0.91886122	-1.5057406	0.26640357	1.5060416	-0.26652414	0.36215709	-1.9987462	2024-08-14@08:55	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.031194933	-2.1551303	-2.8746726	0.24941476	-2.8739113	0.2489314	0.27905468	-2.3200958	a248bdd	2x2_2C_8b_C2v_L	8.06	validity_data_2022.py	0.14000271	0.91925132	-1.5058971	0.26527589	1.5056895	-0.26501725	0.35993721	-1.9990349	2024-08-14@08:56	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.030534082	-2.1579783	-2.8803836	0.24849352	-2.8797944	0.24874285	0.27886019	-2.3273673	a248bdd	2x2_2C_8b_C2v_L	8.07	validity_data_2022.py	0.13959828	0.91914729	-1.5056794	0.2650306	1.5056135	-0.26516787	0.3600355	-1.9986219	2024-08-14@08:56	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.030451025	-2.1668846	-2.8841065	0.24629773	-2.8851019	0.24587166	0.27615229	-2.3331268	a248bdd	2x2_2C_8b_C2v_L	8.08	validity_data_2022.py	0.13949849	0.92008914	-1.5057747	0.26379076	1.5059488	-0.26363517	0.35765908	-1.9988555	2024-08-14@08:57	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.029864911	-2.1671433	-2.8886373	0.24522586	-2.8875848	0.24561614	0.27568203	-2.3401938	a248bdd	2x2_2C_8b_C2v_L	8.09	validity_data_2022.py	0.13907896	0.91949496	-1.5052593	0.26351298	1.5049327	-0.26365462	0.35757168	-1.9984508	2024-08-14@08:58	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.029613516	-2.1759022	-2.893664	0.24319631	-2.8948357	0.24286486	0.27376603	-2.3464622	a248bdd	2x2_2C_8b_C2v_L	8.1	validity_data_2022.py	0.13898015	0.92020961	-1.5054621	0.26223598	1.5058593	-0.26219069	0.35556111	-1.9988258	2024-08-14@08:59	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.02925456	-2.1788118	-2.8986558	0.24207261	-2.8985233	0.24286116	0.27266057	-2.352634	a248bdd	2x2_2C_8b_C2v_L	8.11	validity_data_2022.py	0.13866279	0.9203489	-1.5053398	0.2620957	1.5052272	-0.26236259	0.3551177	-1.9981843	2024-08-14@08:59	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.028921952	-2.1849899	-2.905202	0.24136739	-2.9043389	0.24018123	0.27123625	-2.3588545	a248bdd	2x2_2C_8b_C2v_L	8.12	validity_data_2022.py	0.13848745	0.92062309	-1.5058421	0.26132072	1.5057218	-0.26079105	0.35334653	-1.9984443	2024-08-14@09:00	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.028750462	-2.1874791	-2.906672	0.23804	-2.9078791	0.2394511	0.26983278	-2.3658122	a248bdd	2x2_2C_8b_C2v_L	8.13	validity_data_2022.py	0.13829582	0.92058927	-1.5047985	0.26014987	1.5051017	-0.26056787	0.35261525	-1.9982615	2024-08-14@09:01	1.8226	1	0.3032	v2.7.1	
NY	11	2.8548	0.027881923	-2.1973411	-2.9111421	0.23832646	-2.911953	0.23655503	0.26860783	-2.3726414	a248bdd	2x2_2C_8b_C2v_L	8.14	validity_data_2022.py	0.13789458	0.9214368	-1.5046452	0.25994871	1.505044	-0.25924684	0.35152133	-1.9984431	2024-08-14@09:02	1.8226	1	0.3032	v2.7.1	
