model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	8.1069876	15	2.8548	-0.060794135	-3.4339792	-3.7034964	9.6636068e-05	-3.7056343	9.4351778e-05	0.013689795	-3.2275751	9.4	-0.12161011	1.0431665	-1.5618216	0.13005119	1.5622449	0.13005758	0.16330061	-2.0394115	1.8226	1	0.3032	1.2833864	1.6472386	-0.46476137	-0.13084733	0.054218584	0.097989428	0.09282061	1.9593713	1.8668628	0.095394538	1.8668526	0.095303818	0.0062003277	1.6920505	1.0812859	0.98382033	-0.64421109	1.2913684	-0.70243918	-1.2916617	-0.70191807	-0.20274531	2.0660548	0.022137154	0.086060873	0.040100948	0.12700543	0.092806281	0.12701462	0.092727481	0.006250526	0.2635605	0.026549356	4.8329814	3.0228951	3.7046389	4.485278	3.7051613	4.4847035	3.7550716	3.7248131	-70.059704	R0:N12:S0:1	-52.3616	uncorrelated	b7fd39a	v1.0.3	2	sharp_wc_2.0_b_50	 6.09e+01	 4.93e-03	2022-07-12@17:39
2x2_2C_8b_C2v_L	8.127145	15	2.8548	-0.063792957	-3.4583813	-3.7158463	-0.00096428927	-3.7185739	-0.00097211405	0.012474827	-3.2384859	9.41	-0.12224086	1.0457397	-1.563305	0.12956439	1.5638185	0.12953237	0.16243858	-2.0406703	1.8226	1	0.3032	1.2839268	1.6480483	-0.46266705	-0.1293242	0.053678039	0.098083972	0.092510385	1.9594868	1.8680159	0.092526482	1.867982	0.092297889	0.0060806785	1.6943966	1.0816758	0.9834733	-0.64416639	1.287307	-0.69429095	-1.2878214	-0.69308817	-0.20129249	2.0608823	0.022156466	0.085799478	0.039989351	0.12601108	0.090103402	0.12604273	0.089899357	0.0061288003	0.26206264	0.026484488	4.8321538	3.0233557	3.7047432	4.4812646	3.7057279	4.4801779	3.7559032	3.7276519	-70.2249	R0:N12:S0:1	-52.4416	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 6.00e+01	 1.03e-03	2022-07-12@17:40
2x2_2C_8b_C2v_L	8.1478753	15	2.8548	-0.067902149	-3.4882748	-3.7315026	-0.003008142	-3.7322561	-0.0029823038	0.010234387	-3.2496	9.42	-0.12372194	1.0487193	-1.5651836	0.12951994	1.5653331	0.12949399	0.16183855	-2.0417932	1.8226	1	0.3032	1.2844626	1.6489803	-0.46043001	-0.12786996	0.053180078	0.098165525	0.093227881	1.959527	1.8688786	0.09004658	1.8688483	0.089895762	0.0059629629	1.6958467	1.0819415	0.98856563	-0.64456116	1.2844337	-0.68728124	-1.2847185	-0.68652222	-0.19993225	2.0578705	0.022173024	0.086418209	0.03994799	0.12527464	0.087773872	0.12530313	0.087637671	0.006009043	0.26113715	0.026449117	4.8288599	3.0238959	3.705367	4.4774346	3.7059086	4.4768338	3.7561464	3.7292607	-70.41105	R0:N12:S0:1	-52.5216	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 5.92e+01	 3.34e-03	2022-07-12@17:42
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	5.3209192	15	2.8548	0.032331384	-2.3292336	-2.8901498	0.25666723	-2.8906154	0.25681143	0.27742237	-2.2741892	8	-0.1377659	0.95538988	-1.5312616	0.26932312	1.5313795	0.26938061	0.36737884	-2.0143281	1.8226	1	0.3032	1.2003343	1.5280008	-0.75216329	-0.31924282	0.12223283	0.085870265	0.53391419	1.8775292	1.6422211	0.49494087	1.6420566	0.49298756	0.023686524	1.2783435	1.0035801	1.9177335	-0.9766775	2.0514456	-1.2665177	-2.0521637	-1.2633941	-0.39042561	2.9855335	0.019592439	0.30737874	0.1129965	0.29436283	0.47749224	0.29447269	0.47645064	0.023887275	0.41353258	0.040869753	4.8251862	2.9661512	3.6060506	4.6426556	3.6071878	4.6417796	3.5821118	2.6192692	-57.778055	R0:N12:S0:1	-41.1616	uncorrelated	b7fd39a	v1.0.3	4	sharp_wc_2.0_b_50	 1.82e+02	 3.52e-03	2022-07-25@08:51
2x2_2C_8b_C2v_L	5.3410146	15	2.8548	0.032200212	-2.3350042	-2.8963989	0.25534641	-2.8958097	0.25514513	0.27566675	-2.281	8.01	-0.13750742	0.95557903	-1.5314354	0.26866352	1.5312476	0.26858327	0.36611747	-2.0142828	1.8226	1	0.3032	1.2009819	1.5289652	-0.75007326	-0.3180761	0.12181617	0.085949781	0.5272137	1.8789564	1.6438514	0.49044591	1.6442027	0.49394914	0.023704407	1.2808827	1.0041984	1.9102369	-0.97063299	2.0467403	-1.2607632	-2.045287	-1.266514	-0.38964908	2.9802497	0.019609521	0.30612796	0.111801	0.29339648	0.47422713	0.29316528	0.4760675	0.02390974	0.41314301	0.040756679	4.8203301	2.9666726	3.6097083	4.6431776	3.6076811	4.6448351	3.5829893	2.627996	-57.855457	R0:N12:S0:1	-41.2416	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 1.81e+02	 7.24e-03	2022-07-25@08:53
2x2_2C_8b_C2v_L	5.3601429	15	2.8548	0.031959101	-2.340845	-2.900138	0.25226833	-2.9014839	0.25315906	0.27278565	-2.2869384	8.02	-0.13718078	0.95603796	-1.5312496	0.26764116	1.5314626	0.26795551	0.36461147	-2.0141988	1.8226	1	0.3032	1.2015947	1.5299503	-0.74805251	-0.3170152	0.12142929	0.086039024	0.52034713	1.8803341	1.6458378	0.49835858	1.6446806	0.48491194	0.023707871	1.2828755	1.0047366	1.9023673	-0.96462457	2.0400177	-1.2730655	-2.0447564	-1.2514818	-0.38867194	2.976128	0.019628589	0.30481823	0.11064621	0.2921398	0.47805096	0.29292179	0.47085721	0.023917032	0.41286356	0.040667235	4.8162343	2.9664654	3.6055884	4.648295	3.6135707	4.6423655	3.5839327	2.6346254	-57.929356	R0:N12:S0:1	-41.3216	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.80e+02	 1.00e+06	2022-07-25@08:55
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	8.7216797	15	2.8548	0.91352907	-5.4882139	-5.7669433	0.586244	-5.766943	1.2391091	0.85824431	-5.0323864	11	-5.0808011e-08	1.1566368	-1.6920087	2.1943825e-07	1.6920086	1.3775027e-07	4.3411659e-08	-2.1400049	1.8226	1	0.3032	1.3005255	1.6660481	-0.40509997	-0.077282635	0.033325187	0.1021286	0	1.9679139	1.9101812	0	1.9101812	0	0	1.8084509	1.1008182	1.0393576e-07	-0.61218138	1.1425941	-3.2952275e-07	-1.1425941	-1.7587477e-07	-3.456548e-08	1.790321	0.022973968	0	0.032034943	0.08796351	0	0.08796351	0	0	0.1777664	0.022789328	5.0797192	3.0144435	3.692523	4.3586178	3.692523	4.3586178	3.8161365	3.8160527	-92.647179	R0:N12:S0:1	-65.1616	uncorrelated	b7fd39a	v1.0.3	3	sharp_wc_2.0_b_50	 8.27e+00	 3.89e-06	2022-07-27@16:34
2x2_2C_8b_C2v_L	8.7217494	15	2.8548	0.99780189	-5.5024333	-5.7794214	0.56548675	-5.7794677	1.2368285	0.94313026	-5.0433804	11.01	7.6765999e-07	1.1571039	-1.6923932	2.8377515e-06	1.6924003	-1.0526815e-06	2.5510779e-06	-2.140233	1.8226	1	0.3032	1.3005266	1.6660541	-0.40509006	-0.077280197	0.033324155	0.10212554	0	1.9679132	1.9101854	0	1.9101849	0	0	1.8084557	1.1008152	-1.5302643e-06	-0.61219059	1.1425698	-4.273853e-06	-1.1425744	1.3416339e-06	-2.0036884e-06	1.7902961	0.022973345	0	0.032035566	0.087959509	0	0.087959904	0	0	0.17776246	0.022788708	5.0796912	3.0144691	3.6925277	4.3586083	3.6925362	4.3585965	3.816147	3.8160641	-92.788417	R0:N12:S0:1	-65.2416	uncorrelated	b7fd39a	v1.0.3	3	sharp_wc_2.0_b_50	 8.24e+00	 9.75e-06	2022-07-27@16:35
2x2_2C_8b_C2v_L	8.7218186	15	2.8548	1.0184208	-5.5166693	-5.7919518	0.49258172	-5.7919564	1.1323179	1.0142623	-5.0543622	11.02	1.039868e-07	1.1575708	-1.6927844	-1.5494208e-07	1.6927847	7.2784742e-08	3.4624426e-07	-2.1404576	1.8226	1	0.3032	1.3005276	1.66606	-0.40508022	-0.077277765	0.033323125	0.10212236	0	1.9679126	1.9101892	0	1.9101893	0	0	1.8084607	1.1008121	-2.0557965e-07	-0.61219918	1.1425495	2.3756821e-07	-1.1425491	-9.4737856e-08	-2.6885554e-07	1.7902706	0.022972698	0	0.032036109	0.087955802	0	0.087955746	0	0	0.17775842	0.022788064	5.0796618	3.0144957	3.6925414	4.3585862	3.6925411	4.3585867	3.8161581	3.8160756	-92.92969	R0:N12:S0:1	-65.3216	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 8.22e+00	 2.57e-06	2022-07-27@16:35
2x2_2C_8b_C2v_L	8.7218865	15	2.8548	0.99616066	-5.5308282	-5.8044191	0.22209345	-5.8044121	0.80149708	1.6203773	-5.0653274	11.03	7.5961764e-08	1.1580289	-1.693165	3.9249828e-08	1.6931645	1.7236356e-07	7.4244646e-08	-2.1406783	1.8226	1	0.3032	1.3005287	1.6660658	-0.40507058	-0.077275382	0.033322116	0.10211923	0	1.9679121	1.9101933	0	1.9101932	0	0	1.8084656	1.100809	-1.5065572e-07	-0.61220743	1.1425266	-6.5202862e-08	-1.1425272	-2.4231913e-07	-5.3210641e-08	1.7902456	0.022972062	0	0.032036625	0.087951867	0	0.087951945	0	0	0.17775446	0.022787431	5.0796331	3.0145216	3.6925502	4.3585711	3.6925507	4.3585705	3.8161688	3.816087	-93.070569	R0:N12:S0:1	-65.4016	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 8.19e+00	 2.48e-06	2022-07-27@16:36
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	8.7216797	15	2.8548	0.80464536	-5.4882142	-5.766943	0.75465958	-5.7669429	1.2493517	0.96772834	-5.0323863	11	5.2821485e-08	1.1566368	-1.6920086	2.6143106e-08	1.6920086	-9.2311497e-08	-9.1936943e-08	-2.1400048	1.8226	1	0.3032	1.3005255	1.6660481	-0.40509997	-0.077282634	0.033325187	0.1021286	0	1.9679139	1.9101812	0	1.9101812	0	0	1.8084509	1.1008182	-1.114401e-07	-0.61218139	1.1425941	-3.7502035e-08	-1.1425941	1.1759433e-07	7.2067159e-08	1.790321	0.022973968	0	0.032034944	0.087963511	0	0.087963508	0	0	0.1777664	0.022789329	5.0797192	3.0144435	3.692523	4.3586177	3.692523	4.3586178	3.8161365	3.8160527	-92.647179	R0:N12:S0:1	-65.1616	uncorrelated	b7fd39a	v1.0.3	3	sharp_wc_2.0_b_50	 8.27e+00	 3.89e-06	2022-07-27@16:38
2x2_2C_8b_C2v_L	8.7216144	15	2.8548	0.85432713	-5.4745485	-5.7549028	0.77591615	-5.754479	1.2700598	1.0003092	-5.0214989	10.99	3.6434673e-06	1.156219	-1.6916862	1.5085338e-05	1.6916173	-4.9743022e-05	2.4241727e-05	-2.1397945	1.8226	1	0.3032	1.3005245	1.6660424	-0.40510928	-0.077284898	0.033326144	0.10213069	0	1.967915	1.9101757	0	1.9101809	3.4486389e-10	0	1.8084474	1.1008203	-7.6003604e-06	-0.61216859	1.142637	-2.1576991e-05	-1.1425839	6.3224328e-05	-1.894358e-05	1.7903393	0.022974399	0	0.032033858	0.087968725	0	0.087963996	3.4486389e-10	0	0.17776918	0.022789757	5.0797396	3.0144234	3.6925627	4.3585653	3.6924707	4.3586932	3.8161261	3.8160456	-92.508308	R0:N12:S0:1	-65.0816	uncorrelated	b7fd39a	v1.0.3	2	sharp_wc_2.0_b_50	 8.30e+00	 1.38e-04	2022-07-27@16:39
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	8.7216797	15	2.8548	0.77668923	-5.4882138	-5.7669432	0.70522316	-5.7669432	1.2311653	0.83960127	-5.0323864	11	-2.6474257e-07	1.1566368	-1.6920087	-6.5567652e-08	1.6920087	1.6135052e-07	1.9631987e-07	-2.1400049	1.8226	1	0.3032	1.3005255	1.6660481	-0.40509997	-0.077282634	0.033325187	0.1021286	0	1.9679139	1.9101812	0	1.9101812	0	0	1.8084509	1.1008182	5.6309111e-07	-0.61218139	1.1425941	9.529747e-08	-1.1425941	-2.0636882e-07	-1.5673771e-07	1.790321	0.022973968	0	0.032034944	0.087963509	0	0.087963509	0	0	0.1777664	0.022789328	5.0797192	3.0144435	3.692523	4.3586178	3.692523	4.3586178	3.8161365	3.8160527	-92.647179	R0:N12:S0:1	-65.1616	uncorrelated	b7fd39a	v1.0.3	3	sharp_wc_2.0_b_50	 8.27e+00	 3.90e-06	2022-07-27@16:44
2x2_2C_8b_C2v_L	8.72161	15	2.8548	0.77890525	-5.4741197	-5.7546118	0.70997916	-5.7542501	1.2723717	0.85058059	-5.0213899	10.99	1.1390002e-05	1.1561806	-1.6916428	-1.8551383e-05	1.6915912	-2.4520707e-05	-1.6664645e-05	-2.1397752	1.8226	1	0.3032	1.3005244	1.6660421	-0.40510989	-0.077285056	0.033326212	0.10213149	0	1.9679146	1.9101762	0	1.9101786	0	0	1.8084463	1.1008211	-2.4283101e-05	-0.61217171	1.142629	2.7003065e-05	-1.1426015	3.1150326e-05	1.3303941e-05	1.7903442	0.022974559	0	0.032034238	0.087968266	0	0.087966093	0	0	0.17777011	0.022789918	5.0797442	3.0144203	3.692542	4.3585942	3.6924868	4.358671	3.8161274	3.8160415	-92.506137	R0:N12:S0:1	-65.0816	uncorrelated	b7fd39a	v1.0.3	3	sharp_wc_2.0_b_50	 8.30e+00	 2.47e-05	2022-07-27@16:44
2x2_2C_8b_C2v_L	8.721537	15	2.8548	0.73518404	-5.4596314	-5.7418383	0.13638157	-5.7418403	2.1484261	1.0063946	-5.0103611	10.98	1.922711e-08	1.1556842	-1.6912151	9.5602695e-08	1.6912153	4.7541478e-08	5.5019781e-08	-2.139539	1.8226	1	0.3032	1.3005233	1.6660358	-0.40512027	-0.077287633	0.033327305	0.10213471	0	1.9679153	1.9101733	0	1.9101733	0	0	1.8084411	1.1008242	-4.1651292e-08	-0.61216156	1.1426382	-1.6641767e-07	-1.1426382	-5.1084324e-08	-4.3022756e-08	1.7903712	0.022975216	0	0.032033558	0.087971151	0	0.087971142	0	0	0.17777433	0.02279057	5.0797758	3.0143915	3.6925052	4.3586487	3.6925052	4.3586486	3.8161146	3.81603	-92.363898	R0:N12:S0:1	-65.0016	uncorrelated	b7fd39a	v1.0.3	2	sharp_wc_2.0_b_50	 8.34e+00	 1.26e-06	2022-07-27@16:45
2x2_2C_8b_C2v_L	9.1123135	15	2.8548	-1.4227267	-6.5240195	-6.4202567	-1.3427545	-5.4809189	21.691912	10.834266	-4.7301853	10.97	0.20005046	1.2119612	-1.7372375	-0.26540216	1.6645122	-7.2660819e-05	-3.4439412e-05	-2.100954	1.8226	1	0.3032	1.305888	1.703378	-0.3482046	-0.064378867	0.027721989	0.10228268	0.11681312	1.9628919	1.9014804	0.2991489	1.7972031	0	0	1.6154241	1.0767596	-1.1533206	-0.63712912	1.0768989	1.6182298	-1.6703341	1.7524714e-05	1.2010103e-05	2.2783059	0.022979723	0.10699082	0.0367212	0.094102082	0.24514713	0.18704158	0	0	0.31037441	0.029951425	4.8037132	3.0148703	3.2278542	4.4363249	4.0157642	3.8081883	3.7191798	3.5458898	-95.054761	R0:N12:S0:1	-64.9216	uncorrelated	b7fd39a	v1.0.3	8	sharp_wc_2.0_b_50	 1.46e+01	 2.12e-04	2022-07-27@16:47
