CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
3	Broyden	-66.18434238	-69.52	17.6357783	YY	11.6	0.2480220459	parameters	sharp_wc_2_b_50	6	2	1.20098662	-2.052428579	1.879087658	0.05722119964	0.4539060162	0.1462326501	0.9433138487	-2.484616544	1.724584807	0.9433908469	1.72457137	0.1809934423	0.01245490816	-2.274659133	1.322457858	a248bdd	2x2_2C_8b_C2v_L	10.345	1.229205295	2	1.597671489	1.229205294733673	1.0	new_boucle_param.py	R0:N12:S0:0.0397/R0:N14:S0:0.96	uncorrelated	-0.8675458823	0.9617036438	0.1503458993	-1.75266464	0.2200027478	-2.02081749	1.262218044	-1.733483538	-0.2200567244	2.020879311	1.262254603	-1.733558118	0.225378539	-0.3058224391	1.716600707	-3.066509668	2024-08-02@21:13	1.5	-0.7312796699	1	1.734966498e-16	-0.3166087169	1	7.18121158e-17	0.08620127088	v2.7.1	
2	Broyden	-66.12756532	-69.44	17.62316318	YY	11.6	0.247888154	parameters	sharp_wc_2_b_50	6	2	1.200625103	-2.049028738	1.878552406	0.05714424332	0.4566513248	0.1471014063	0.9434063382	-2.479632975	1.724131524	0.9433631525	1.724100394	0.1819710553	0.0125287744	-2.269934034	1.321199521	a248bdd	2x2_2C_8b_C2v_L	10.34	1.228977961	2	1.597154072	1.2289779604668092	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0401/R0:N14:S0:0.96	uncorrelated	-0.867203952	0.9638936492	0.1502966804	-1.756437721	0.2206920577	-2.022921073	1.261646088	-1.73456581	-0.2204931874	2.022576358	1.2616075	-1.734657397	0.2261126297	-0.3067671558	1.71636395	-3.068456148	2024-08-02@21:15	1.5	-0.7322055323	1	-4.761293373e-16	-0.3173138692	1	1.743046485e-17	0.08625927359	v2.7.1	
3	Broyden	-66.0834689	-69.36	17.60787514	YY	11.6	0.2478731162	parameters	sharp_wc_2_b_50	6	2	1.200196835	-2.044993432	1.878540797	0.0606097058	0.4556775643	0.1484892099	0.9439687997	-2.476939858	1.723577579	0.9438398506	1.723613788	0.1827448258	0.01244368851	-2.265998542	1.319803214	a248bdd	2x2_2C_8b_C2v_L	10.335	1.228844033	2	1.596538362	1.2288440323167658	1.0	new_boucle_param.py	R0:N12:S0:0.0416/R0:N14:S0:0.958	uncorrelated	-0.8671028361	0.9634126647	0.1520436214	-1.761928483	0.2215450891	-2.02613518	1.261649926	-1.736183577	-0.221513163	2.026139408	1.261594239	-1.736011512	0.226561095	-0.3066707534	1.71632512	-3.071371745	2024-08-02@21:19	1.5	-0.7333935546	1	3.846699711e-16	-0.3181245843	1	7.110904201e-17	0.08632562289	v2.7.1	
3	Broyden	-66.03755518	-69.28	17.59463797	YY	11.6	0.2477564819	parameters	sharp_wc_2_b_50	6	2	1.199815183	-2.042821274	1.8781372	0.0614064284	0.4574401781	0.1491063689	0.9454869109	-2.473535188	1.723089307	0.9453710682	1.723129938	0.1842484577	0.0124880063	-2.2613541	1.318397873	a248bdd	2x2_2C_8b_C2v_L	10.33	1.228621445	2	1.596018953	1.228621444548132	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.041/R0:N14:S0:0.959	uncorrelated	-0.86720393	0.9650642707	0.1524367659	-1.766221974	0.2220272827	-2.029318161	1.261465428	-1.737464044	-0.2220328738	2.029385618	1.261418858	-1.737281632	0.2274378387	-0.3075975648	1.716220259	-3.073614046	2024-08-02@21:22	1.5	-0.7343499368	1	-2.966303616e-16	-0.3188771232	1	-3.711610379e-16	0.08639025494	v2.7.1	
1	Broyden	-66.00957477	-69.2	17.58230714	YY	11.6	0.2476464672	parameters	sharp_wc_2_b_50	6	2	1.1994638	-2.040357262	1.877816575	0.06285637184	0.4589276835	0.1512475892	0.9411984007	-2.47326628	1.722909976	0.9412270595	1.722920264	0.1857348069	0.01248056008	-2.258617763	1.317470691	a248bdd	2x2_2C_8b_C2v_L	10.325	1.2284145	2	1.595487424	1.2284145002159002	0.9999999999999999	new_boucle_param.py	R0:N12:S0:0.0457/R0:N14:S0:0.954	uncorrelated	-0.8673751461	0.9661761526	0.1533152606	-1.770402358	0.2230949585	-2.028195884	1.262157384	-1.737967574	-0.2231753224	2.028335988	1.262177124	-1.737941193	0.2280926125	-0.3080038321	1.716739981	-3.075452213	2024-08-02@21:24	1.5	-0.7352942583	1	1.971014029e-16	-0.319512336	1	1.972616031e-16	0.08643997108	v2.7.1	
3	Broyden	-65.96531213	-69.12	17.5668302	YY	11.6	0.2476080806	parameters	sharp_wc_2_b_50	6	2	1.19902379	-2.040611381	1.877846449	0.06544671021	0.4587301572	0.1519247816	0.9444945497	-2.469046053	1.722211142	0.9443397193	1.722288152	0.1864039864	0.01243556605	-2.253601287	1.315826514	a248bdd	2x2_2C_8b_C2v_L	10.32	1.228251036	2	1.594895911	1.2282510359429533	0.9999999999999999	new_boucle_param.py	R0:N12:S0:0.0444/R0:N14:S0:0.956	uncorrelated	-0.867756572	0.9659922117	0.1547577881	-1.776361234	0.2237551425	-2.033582462	1.261851487	-1.739916626	-0.2238487924	2.033841223	1.261796762	-1.739592732	0.2286621121	-0.3082586751	1.716354539	-3.078423873	2024-08-02@21:28	1.5	-0.7364432609	1	5.458862608e-16	-0.3203772586	1	6.136990554e-16	0.08650947533	v2.7.1	
1	Broyden	-65.9046075	-69.04	17.5547831	YY	11.6	0.2474594839	parameters	sharp_wc_2_b_50	6	2	1.198667267	-2.033431734	1.877007679	0.06471819062	0.4621419563	0.1523003982	0.9451948794	-2.464418546	1.72172084	0.9455356042	1.721537477	0.1872220259	0.01248844427	-2.249275872	1.314390632	a248bdd	2x2_2C_8b_C2v_L	10.315	1.22799702	2	1.594453225	1.2279970199464323	1.0	new_boucle_param.py	R0:N12:S0:0.044/R0:N14:S0:0.956	uncorrelated	-0.8670039625	0.9691656237	0.1544794139	-1.779979181	0.2241730024	-2.035959921	1.261477207	-1.740933854	-0.2239128417	2.035284011	1.261592393	-1.741694734	0.2289666771	-0.3087240999	1.716516304	-3.080704521	2024-08-02@21:30	1.5	-0.7372521184	1	-3.621287077e-16	-0.3211153371	1	2.716657602e-16	0.08658427764	v2.7.1	
1	Broyden	-65.86427675	-68.96	17.53704459	YY	11.6	0.2474861519	parameters	sharp_wc_2_b_50	6	2	1.198175631	-2.034272465	1.877267575	0.06870818036	0.4607950401	0.1534862636	0.9488788405	-2.460831225	1.721135376	0.9488704608	1.721148528	0.1877161289	0.01241338843	-2.244254865	1.312748469	a248bdd	2x2_2C_8b_C2v_L	10.31	1.227893733	2	1.593726152	1.2278937324059207	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0426/R0:N14:S0:0.957	uncorrelated	-0.8674564538	0.9679548258	0.1563854452	-1.786639571	0.2251734113	-2.04284593	1.261058462	-1.742627215	-0.225215643	2.042929519	1.261059537	-1.742578743	0.229751604	-0.3090249673	1.716047754	-3.083910621	2024-08-02@21:32	1.5	-0.7386584098	1	1.677167125e-16	-0.3220245426	1	1.210607554e-16	0.08663989929	v2.7.1	
3	Broyden	-65.82904582	-68.88	17.52670128	YY	11.6	0.2473299466	parameters	sharp_wc_2_b_50	6	2	1.197880424	-2.031261882	1.87704563	0.06998128708	0.4613919184	0.1555820733	0.9421107064	-2.459497552	1.720829618	0.942135268	1.720826769	0.1911682947	0.0124373734	-2.241406963	1.312115469	a248bdd	2x2_2C_8b_C2v_L	10.305	1.227665132	2	1.593237929	1.2276651316341591	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0502/R0:N14:S0:0.95	uncorrelated	-0.8675151638	0.9685247689	0.1570678098	-1.788463974	0.2260002869	-2.037407012	1.261481758	-1.743675061	-0.2260223723	2.03743751	1.261494321	-1.743693428	0.2308896895	-0.3099575675	1.716540572	-3.085112822	2024-08-02@21:36	1.5	-0.73946664	1	-6.640013155e-17	-0.3225236108	1	-2.826347183e-16	0.08667478917	v2.7.1	
3	Broyden	-65.78439427	-68.8	17.51305327	YY	11.6	0.2472350441	parameters	sharp_wc_2_b_50	6	2	1.19748588	-2.030115405	1.876795195	0.07150832201	0.4623378776	0.1563254646	0.943450477	-2.455750336	1.720222078	0.9435298632	1.720205001	0.191476997	0.01243082974	-2.236747004	1.310679914	a248bdd	2x2_2C_8b_C2v_L	10.3	1.227457563	2	1.592711589	1.2274575624967412	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.0503/R0:N14:S0:0.95	uncorrelated	-0.86787979	0.9695130886	0.1579050996	-1.793107778	0.2265471081	-2.040346294	1.261333868	-1.745319194	-0.2265900371	2.040387296	1.261372061	-1.74540665	0.2313145757	-0.3102896401	1.716340533	-3.087531919	2024-08-02@21:39	1.5	-0.7404487395	1	-1.812208595e-16	-0.3232968501	1	-8.423966612e-19	0.08673910098	v2.7.1	
4	Broyden	-65.74096734	-68.72	17.49863287	YY	11.6	0.2471653394	parameters	sharp_wc_2_b_50	6	2	1.197071887	-2.026742672	1.876510366	0.07311478411	0.4633416191	0.1572213756	0.9452872441	-2.452743692	1.719695073	0.9451650237	1.719739277	0.1928601979	0.0124172954	-2.233127436	1.30929767	a248bdd	2x2_2C_8b_C2v_L	10.295	1.227269104	2	1.592152618	1.2272691037107317	1.0000000000000002	new_boucle_param.py	R0:N12:S0:0.0497/R0:N14:S0:0.95	uncorrelated	-0.8677077288	0.970426929	0.1587562261	-1.798045666	0.2273220209	-2.044482131	1.26132062	-1.746778007	-0.227320696	2.044549987	1.261267653	-1.746579616	0.2319782967	-0.3107176244	1.716516744	-3.090086416	2024-08-02@21:43	1.5	-0.7415028039	1	4.766574201e-17	-0.3240988162	1	1.500930504e-16	0.08679932634	v2.7.1	
2	Broyden	-65.69559063	-68.64	17.48351827	YY	11.6	0.2471094471	parameters	sharp_wc_2_b_50	6	2	1.196642299	-2.025819529	1.876425346	0.07534307378	0.4636629523	0.1580578313	0.9473503013	-2.448650471	1.719127151	0.9472954882	1.719149622	0.193646881	0.0124086652	-2.228597495	1.307819829	a248bdd	2x2_2C_8b_C2v_L	10.29	1.227095158	2	1.591549266	1.2270951576814888	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.0492/R0:N14:S0:0.951	uncorrelated	-0.8679032836	0.9706925811	0.1599500886	-1.803362479	0.2280282995	-2.048769755	1.260905183	-1.748262683	-0.228037241	2.048819374	1.260882277	-1.748164434	0.2327577626	-0.3113138952	1.716331739	-3.092730186	2024-08-02@21:46	1.5	-0.7426388112	1	-6.450966883e-16	-0.3249157752	1	-4.460055172e-16	0.08685961778	v2.7.1	
1	Broyden	-65.63671785	-68.56	17.47045704	YY	11.6	0.2469948996	parameters	sharp_wc_2_b_50	6	2	1.196260285	-2.019116577	1.8757895	0.07561497829	0.4658740252	0.1586425909	0.9483243367	-2.443910045	1.718440974	0.9482978532	1.718479915	0.194550827	0.01245011606	-2.22470091	1.306453	a248bdd	2x2_2C_8b_C2v_L	10.285	1.226869565	2	1.591055438	1.2268695648699137	1.0	new_boucle_param.py	R0:N12:S0:0.0492/R0:N14:S0:0.951	uncorrelated	-0.8672312339	0.972908336	0.1601450925	-1.807141991	0.2283967487	-2.050847245	1.260574392	-1.750059744	-0.2285031392	2.051076823	1.260573297	-1.749912776	0.2333064873	-0.3119212164	1.716466337	-3.095045435	2024-08-02@21:48	1.5	-0.7435495259	1	-1.846221354e-16	-0.3256778929	1	-1.042178433e-17	0.08692615108	v2.7.1	
1	Broyden	-65.60754279	-68.48	17.45729069	YY	11.6	0.2468809295	parameters	sharp_wc_2_b_50	6	2	1.195884808	-2.019098708	1.875632019	0.07725370926	0.4669620323	0.1602769915	0.9462984854	-2.443094716	1.718182281	0.9460234977	1.718303597	0.1961891512	0.01244791906	-2.220521341	1.305327153	a248bdd	2x2_2C_8b_C2v_L	10.28	1.226657364	2	1.590487086	1.2266573634738926	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0521/R0:N14:S0:0.948	uncorrelated	-0.8676102666	0.9736178901	0.1611900912	-1.811737045	0.2293648365	-2.051299947	1.260995827	-1.750900472	-0.2294287365	2.051599458	1.260880025	-1.750375363	0.2341759599	-0.3126174368	1.716426026	-3.096940175	2024-08-02@21:50	1.5	-0.7445523913	1	-1.256479938e-16	-0.3263505058	1	9.856580352e-18	0.0869671423	v2.7.1	
3	Broyden	-65.55250691	-68.4	17.44411466	YY	11.6	0.2468165604	parameters	sharp_wc_2_b_50	6	2	1.195512923	-2.017542001	1.875860491	0.08030912781	0.4649119303	0.1614024935	0.9445575933	-2.437593351	1.717375976	0.9445903579	1.717377272	0.1966296254	0.01235132693	-2.215336747	1.304094821	a248bdd	2x2_2C_8b_C2v_L	10.275	1.226499049	2	1.589926491	1.226499048758316	1.0	new_boucle_param.py	R0:N12:S0:0.0564/R0:N14:S0:0.944	uncorrelated	-0.8678556537	0.9721663531	0.1624523413	-1.814166448	0.229972976	-2.050156279	1.260282041	-1.753269324	-0.2300180795	2.050232076	1.260300533	-1.75327501	0.2342199317	-0.3121911902	1.71608803	-3.099333863	2024-08-02@21:54	1.5	-0.745576164	1	-4.15513453e-16	-0.3270231686	1	-1.994707893e-16	0.08701476127	v2.7.1	
2	Broyden	-65.52818978	-68.32	17.43335499	YY	11.6	0.2466466191	parameters	sharp_wc_2_b_50	6	2	1.195189099	-2.015859431	1.875404603	0.08051542784	0.4671735629	0.1627352381	0.9415615873	-2.437510586	1.717051086	0.9416597499	1.717002836	0.1989688831	0.01241708895	-2.212787989	1.303096752	a248bdd	2x2_2C_8b_C2v_L	10.27	1.226225769	2	1.58952053	1.2262257691095801	1.0000000000000002	new_boucle_param.py	R0:N12:S0:0.0599/R0:N14:S0:0.94	uncorrelated	-0.8680824859	0.9740069428	0.1630274911	-1.817940858	0.2306621238	-2.048886499	1.261197856	-1.754241587	-0.2306318428	2.048753125	1.261240298	-1.754448669	0.2353756289	-0.3133657759	1.716764353	-3.100939888	2024-08-02@21:57	1.5	-0.7462874903	1	2.742722879e-17	-0.3276577517	1	5.217414055e-17	0.08707272242	v2.7.1	
1	Broyden	-65.46057612	-68.24	17.41680451	YY	11.6	0.246593555	parameters	sharp_wc_2_b_50	6	2	1.194716172	-2.008653456	1.874772136	0.081535762	0.4691780066	0.1626241947	0.9487614518	-2.431883239	1.71630655	0.9483893088	1.716536037	0.1992242344	0.0124378032	-2.207499564	1.301318129	a248bdd	2x2_2C_8b_C2v_L	10.265	1.226046299	2	1.588878032	1.2260462987153342	1.0	new_boucle_param.py	R0:N12:S0:0.0541/R0:N14:S0:0.946	uncorrelated	-0.8672835127	0.9762785839	0.1631270164	-1.822858325	0.2309612765	-2.057395806	1.26035867	-1.756237989	-0.2312499332	2.058246925	1.260216734	-1.75529177	0.2358664411	-0.3139305938	1.716334948	-3.103861258	2024-08-02@21:59	1.5	-0.7474986925	1	-4.021202994e-16	-0.3285791751	1	-9.59822969e-17	0.08713168721	v2.7.1	
6	Broyden	-65.42662472	-68.16	17.40479644	YY	11.6	0.2464832976	parameters	sharp_wc_2_b_50	6	2	1.194372657	-2.008976613	1.87482265	0.08363526147	0.4689503341	0.1646635025	0.943104081	-2.429554615	1.715905439	0.943094207	1.715916437	0.200716431	0.01241163136	-2.203503403	1.300367566	a248bdd	2x2_2C_8b_C2v_L	10.26	1.225844484	2	1.588350956	1.2258444834278661	0.9999999999999999	new_boucle_param.py	R0:N12:S0:0.061/R0:N14:S0:0.939	uncorrelated	-0.8677848826	0.9758954245	0.1644646443	-1.826267378	0.2320765447	-2.05399591	1.260529035	-1.757392595	-0.2320976915	2.054050608	1.260525997	-1.757349157	0.2365781889	-0.3143536282	1.716352959	-3.105619866	2024-08-02@22:04	1.5	-0.7484212547	1	-2.863120951e-17	-0.3291799057	1	1.928522678e-16	0.08717466254	v2.7.1	
2	Broyden	-65.39005277	-68.08	17.39240268	YY	11.6	0.2463798933	parameters	sharp_wc_2_b_50	6	2	1.194020707	-2.007617018	1.874911566	0.0860341736	0.4681270254	0.1663980191	0.9391555451	-2.427557393	1.715463419	0.9391633543	1.715458381	0.2018664307	0.01237219515	-2.199608895	1.299451702	a248bdd	2x2_2C_8b_C2v_L	10.255	1.225651956	2	1.587800796	1.2256519561048973	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0666/R0:N14:S0:0.933	uncorrelated	-0.8679651746	0.97517943	0.1656627639	-1.829061072	0.2330528888	-2.051690317	1.260636225	-1.75885175	-0.2330478387	2.051672508	1.260639616	-1.758872798	0.2371910415	-0.3146443893	1.716343141	-3.107375131	2024-08-02@22:07	1.5	-0.7493865052	1	-2.595332128e-16	-0.329789315	1	-9.613478514e-17	0.08721239074	v2.7.1	
1	Broyden	-65.33375136	-68	17.38001177	YY	11.6	0.2462293489	parameters	sharp_wc_2_b_50	6	2	1.193649056	-1.998253085	1.873932643	0.0846203571	0.4718078091	0.1667943468	0.9409274085	-2.424377617	1.714891119	0.9408644858	1.714838442	0.2026476358	0.01245951885	-2.196179567	1.298102073	a248bdd	2x2_2C_8b_C2v_L	10.25	1.225387997	2	1.587354337	1.2253879969484245	0.9999999999999999	new_boucle_param.py	R0:N12:S0:0.0653/R0:N14:S0:0.935	uncorrelated	-0.8666872439	0.9786126857	0.1648927621	-1.831709214	0.2335448525	-2.054798749	1.260862135	-1.760370894	-0.2333265757	2.054327261	1.26081928	-1.760548931	0.2377193274	-0.3154431514	1.716791601	-3.109488037	2024-08-02@22:09	1.5	-0.7501913842	1	-2.261099283e-16	-0.3305456462	1	-3.666894103e-16	0.08727564116	v2.7.1	
1	Broyden	-65.31419108	-67.92	17.36604457	YY	11.6	0.2461499694	parameters	sharp_wc_2_b_50	6	2	1.193246016	-2.002250103	1.874139892	0.08818894297	0.4709254972	0.1679305262	0.9408984533	-2.423120941	1.714407167	0.9408624713	1.714418942	0.2050536153	0.01241496181	-2.192611229	1.296863474	a248bdd	2x2_2C_8b_C2v_L	10.245	1.225191764	2	1.586796309	1.2251917637530898	0.9999999999999997	new_boucle_param.py	R0:N12:S0:0.0672/R0:N14:S0:0.933	uncorrelated	-0.868219181	0.9780515102	0.1669532726	-1.8373268	0.2341911979	-2.056342233	1.261145674	-1.761849996	-0.234182519	2.056348748	1.261128001	-1.761795734	0.2388378047	-0.3161390705	1.716952712	-3.111720268	2024-08-02@22:11	1.5	-0.7512192842	1	-6.219386644e-16	-0.3312879985	1	-4.939238331e-16	0.08732235072	v2.7.1	
2	Broyden	-65.2524322	-67.84	17.35238998	YY	11.6	0.2460670842	parameters	sharp_wc_2_b_50	6	2	1.192858915	-1.998838748	1.874103444	0.09004307731	0.4706054231	0.1690169477	0.9395578559	-2.417367877	1.713645621	0.9396096822	1.713653322	0.2059863232	0.01236289971	-2.186913018	1.295543281	a248bdd	2x2_2C_8b_C2v_L	10.24	1.225013851	2	1.586211278	1.225013851091819	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0704/R0:N14:S0:0.93	uncorrelated	-0.8677922568	0.9777720494	0.1678398463	-1.840431592	0.2348067114	-2.055885171	1.260294045	-1.76401893	-0.2348833936	2.05603448	1.260322824	-1.764004463	0.2391042712	-0.3161440293	1.716350076	-3.114006725	2024-08-02@22:14	1.5	-0.7522670709	1	-1.379949571e-15	-0.3319860643	1	-4.703827187e-16	0.08736317428	v2.7.1	
1	Broyden	-65.22884704	-67.76	17.34106038	YY	11.6	0.2459231671	parameters	sharp_wc_2_b_50	6	2	1.192531552	-1.998210387	1.873963041	0.09153015322	0.4709978837	0.1710681095	0.9337400371	-2.418087071	1.713386357	0.9338017216	1.713355457	0.2066785095	0.01233586027	-2.18243644	1.294574982	a248bdd	2x2_2C_8b_C2v_L	10.235	1.224780657	2	1.585717454	1.2247806568822468	1.0000000000000002	new_boucle_param.py	R0:N12:S0:0.0774/R0:N14:S0:0.923	uncorrelated	-0.8683095397	0.9781447593	0.168709332	-1.843134248	0.2359511682	-2.052111503	1.261213868	-1.765053146	-0.2359428028	2.052036206	1.261244373	-1.765187316	0.2395524724	-0.3164129403	1.716357824	-3.115570538	2024-08-02@22:16	1.5	-0.7531054446	1	-1.38209219e-17	-0.3325535002	1	-2.631122897e-16	0.08737581512	v2.7.1	
1	Broyden	-65.1339652	-67.68	17.32299382	YY	11.6	0.2458797627	parameters	sharp_wc_2_b_50	6	2	1.192017774	-1.988178947	1.872892849	0.0911738216	0.4751066034	0.1701420202	0.9441025611	-2.407400129	1.712243667	0.9439732141	1.712296527	0.2064704225	0.01240132647	-2.177008693	1.292386085	a248bdd	2x2_2C_8b_C2v_L	10.23	1.224588083	2	1.585102573	1.2245880830089644	1.0	new_boucle_param.py	R0:N12:S0:0.0681/R0:N14:S0:0.932	uncorrelated	-0.866854916	0.9822220879	0.1685313202	-1.849544799	0.2358488095	-2.063360068	1.259442034	-1.767634378	-0.2358427962	2.063448342	1.259378736	-1.767400413	0.2398723834	-0.3170356455	1.715883047	-3.119099474	2024-08-02@22:18	1.5	-0.7543048189	1	-2.263888991e-16	-0.3336178352	1	-2.378414333e-17	0.08729969435	v2.7.1	
1	Broyden	-65.12309782	-67.6	17.31868848	YY	11.6	0.2456048189	parameters	sharp_wc_2_b_50	6	2	1.191866279	-1.985787842	1.872757251	0.09151346506	0.4745477158	0.1732318523	0.9281426441	-2.411537309	1.712171126	0.92797024	1.712159251	0.2080486711	0.01238640038	-2.173876752	1.292350738	a248bdd	2x2_2C_8b_C2v_L	10.225	1.224276952	2	1.584814966	1.2242769519414687	0.9999999999999998	new_boucle_param.py	R0:N12:S0:0.0852/R0:N14:S0:0.915	uncorrelated	-0.8672586864	0.9820834304	0.1687025797	-1.847151302	0.2371747601	-2.047893237	1.261287441	-1.768651218	-0.2369815468	2.047502164	1.261198744	-1.768654662	0.2402705518	-0.3172413112	1.71644217	-3.119038366	2024-08-02@22:20	1.5	-0.7546552466	1	3.446327018e-16	-0.3338142855	1	2.160516038e-16	0.08749564169	v2.7.1	
4	Broyden	-65.05779218	-67.52	17.30033004	YY	11.6	0.2456094388	parameters	sharp_wc_2_b_50	6	2	1.191338519	-1.985182712	1.872720082	0.09431655584	0.4748524191	0.1726406747	0.9377846752	-2.402382158	1.711076227	0.9378309854	1.711081324	0.2097097752	0.01239162003	-2.169600106	1.29042357	a248bdd	2x2_2C_8b_C2v_L	10.22	1.224130156	2	1.58414179	1.2241301561631786	0.9999999999999996	new_boucle_param.py	R0:N12:S0:0.0777/R0:N14:S0:0.922	uncorrelated	-0.8673733418	0.9823657938	0.1702279379	-1.854442643	0.2371622136	-2.058471037	1.259628321	-1.771264149	-0.237221467	2.058589681	1.259653184	-1.771256884	0.2413594331	-0.3181585761	1.716206459	-3.122463402	2024-08-02@22:25	1.5	-0.7559776338	1	1.370006243e-16	-0.3348544912	1	7.47856135e-17	0.08756650969	v2.7.1	
6	Broyden	-65.0323972	-67.44	17.29217043	YY	11.6	0.245427403	parameters	sharp_wc_2_b_50	6	2	1.191101393	-1.986478154	1.873222371	0.09669893515	0.472040453	0.1750623868	0.9259331106	-2.401529287	1.710517281	0.9259383347	1.710533087	0.2112473507	0.01234182688	-2.166185228	1.290094255	a248bdd	2x2_2C_8b_C2v_L	10.215	1.223891966	2	1.583732673	1.2238919659214413	1.0000000000000004	new_boucle_param.py	R0:N12:S0:0.0919/R0:N14:S0:0.908	uncorrelated	-0.8679273877	0.9797991232	0.1716293006	-1.854256727	0.2382398813	-2.0465441	1.260049132	-1.773469697	-0.2382750228	2.046645838	1.260051132	-1.773409367	0.2420518409	-0.3184317479	1.716402245	-3.123217784	2024-08-02@22:30	1.5	-0.7566212213	1	8.18719884e-19	-0.3352162982	1	-1.487563319e-16	0.08759658291	v2.7.1	
1	Broyden	-64.98309267	-67.36	17.27139623	YY	11.6	0.2454637263	parameters	sharp_wc_2_b_50	6	2	1.190515214	-1.983923313	1.872813209	0.09892649469	0.4745501068	0.1754654794	0.936069	-2.396728679	1.710129039	0.9359361113	1.71021047	0.213012043	0.01237380609	-2.162291722	1.288199072	a248bdd	2x2_2C_8b_C2v_L	10.21	1.223770116	2	1.582900905	1.223770115626471	0.9999999999999996	new_boucle_param.py	R0:N12:S0:0.0823/R0:N14:S0:0.918	uncorrelated	-0.8676480834	0.9816693911	0.172670306	-1.862804925	0.2391923419	-2.061068802	1.259320018	-1.774075534	-0.2392327203	2.061309911	1.259251193	-1.773729557	0.2433807472	-0.3196916664	1.716345768	-3.126569873	2024-08-02@22:32	1.5	-0.758197243	1	2.579850657e-16	-0.3362952707	1	1.452557979e-16	0.08763192671	v2.7.1	
1	Broyden	-64.86648168	-67.28	17.25495623	YY	11.6	0.2453138196	parameters	sharp_wc_2_b_50	6	2	1.18999717	-1.968298693	1.87020576	0.09399407484	0.4850391238	0.172359784	0.9539587895	-2.384391733	1.708759666	0.9541751059	1.708720825	0.209506188	0.01249703894	-2.15494008	1.284971591	a248bdd	2x2_2C_8b_C2v_L	10.205	1.22343557	2	1.582512825	1.2234355702331132	1.0	new_boucle_param.py	R0:N12:S0:0.064/R0:N14:S0:0.936	uncorrelated	-0.8658256704	0.9923038971	0.1704629147	-1.870465098	0.2377385777	-2.078273241	1.257597911	-1.776632522	-0.237881823	2.078449267	1.257713642	-1.776838139	0.2422114601	-0.3194929663	1.715753279	-3.131022787	2024-08-02@22:34	1.5	-0.7590198378	1	3.24063896e-16	-0.3375564398	1	-1.313889392e-16	0.08775525334	v2.7.1	
5	Broyden	-64.88572148	-67.2	17.24803512	YY	11.6	0.2451639856	parameters	sharp_wc_2_b_50	6	2	1.189816916	-1.975665177	1.87192907	0.1001178017	0.4769545739	0.1770873575	0.9327488803	-2.390109597	1.708751743	0.932706991	1.708735429	0.2148313976	0.01238741316	-2.153210281	1.285702686	a248bdd	2x2_2C_8b_C2v_L	10.2	1.223266712	2	1.582004308	1.223266711986911	1.0	new_boucle_param.py	R0:N12:S0:0.0885/R0:N14:S0:0.911	uncorrelated	-0.8673960077	0.9846141686	0.1735174832	-1.868261521	0.2401098349	-2.058577065	1.259351302	-1.778067998	-0.240038624	2.058405372	1.259330049	-1.77812095	0.2442036614	-0.320481642	1.716248473	-3.1304091	2024-08-02@22:39	1.5	-0.7597687515	1	5.275435303e-16	-0.3376386602	1	4.366413053e-16	0.08773533473	v2.7.1	
7	Broyden	-64.82458091	-67.12	17.2330265	YY	11.6	0.2450599096	parameters	sharp_wc_2_b_50	6	2	1.189374005	-1.971673497	1.871186046	0.1001434764	0.4801475069	0.1770578199	0.9379540442	-2.384031059	1.707988659	0.9379419559	1.708020307	0.2148351128	0.01240863828	-2.148361351	1.283969846	a248bdd	2x2_2C_8b_C2v_L	10.195	1.223034971	2	1.581451468	1.2230349709169506	1.0	new_boucle_param.py	R0:N12:S0:0.0841/R0:N14:S0:0.916	uncorrelated	-0.8671619364	0.9876897848	0.1736367268	-1.873507969	0.2402552122	-2.064769089	1.258599822	-1.77985872	-0.2403070757	2.064933565	1.258593187	-1.779734191	0.2444062644	-0.3208031833	1.716069136	-3.133103978	2024-08-02@22:45	1.5	-0.7607847915	1	4.301666752e-16	-0.3385150604	1	5.080643429e-17	0.08779038334	v2.7.1	
