CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
3	Broyden	-55.05357889	-50.0	13.983279	YY	11.1	0.2370607696	parameters	sharp_wc_2_b_50	6	2	1.084588109	-1.226544478	1.742206354	0.2238885455	0.6936939788	-1.561517565	1.370963464	0.2981472915	0.5179503854	0.2986660918	0.5288624497	-1.563258634	1.375903336	0.359761401	0.01920881882	-1.161807183	0.9929504794	a248bdd	2x2_2C_8b_C2v_L	9.125	1.189565184	2	1.470982908	1.1895651831573466	1.0000000000000004	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8196291351	1.344873401	-0.280229288	2.410454927	1.18502256	-2.612658438	-0.3598790678	1.505631505	0.3602742445	-1.525769038	1.185370004	-2.599876517	-0.3514352466	0.5035179789	1.681868225	-3.465321225	2024-07-31@06:08	1.5	-0.9404456416	1	-6.159096481e-16	-0.5072963565	1	-2.4245539869999996e-16	0.07152916265	v2.7.1	
1	Broyden	-55.0280781	-49.92	13.96623605	YY	11.1	0.2368829187	parameters	sharp_wc_2_b_50	6	2	1.084000683	-1.226317945	1.740513823	0.2225266739	0.6977009257	-1.562727773	1.39556423	0.2995220798	0.5791534324	0.2991644271	0.4692106676	-1.559485637	1.349927382	0.3605969298	0.01928589406	-1.157203663	0.9917310247	a248bdd	2x2_2C_8b_C2v_L	9.12	1.189228155	2	1.470303997	1.1892281547755532	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8201371807	1.350941457	-0.2804167805	2.413072352	1.185305051	-2.546548423	-0.3622278382	1.615479019	0.3602495917	-1.419172312	1.185761865	-2.668489262	-0.3521857972	0.5049891327	1.681834682	-3.465870075	2024-07-31@06:10	1.5	-0.9412393683	1	1.68158928e-16	-0.507995392	1	-1.0848998129999999e-16	0.07126236589	v2.7.1	
1	Broyden	-54.96368917	-49.84	13.94993511	YY	11.1	0.2367466569	parameters	sharp_wc_2_b_50	6	2	1.083453189	-1.220694109	1.739344606	0.2237042397	0.7002374741	-1.553913072	1.350387419	0.299390308	0.476278638	0.2981965517	0.5768006616	-1.555361396	1.39091868	0.3607233014	0.01928474669	-1.152526447	0.9908253465	a248bdd	2x2_2C_8b_C2v_L	9.115	1.188980607	2	1.469603839	1.188980606966806	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8194542883	1.354404042	-0.2808376877	2.414482612	1.184609505	-2.665664106	-0.3603173859	1.429040182	0.3614142485	-1.605006332	1.183995768	-2.557594083	-0.3519788824	0.5051761504	1.681664013	-3.466557188	2024-07-31@06:11	1.5	-0.942072532	1	-1.90804627e-16	-0.508587161	1	-1.529496954e-16	0.07095519582	v2.7.1	
2	Broyden	-54.93160622	-49.76	13.93516616	YY	11.1	0.2366053111	parameters	sharp_wc_2_b_50	6	2	1.082952931	-1.217810575	1.738397654	0.2239421043	0.7025872843	-1.555428375	1.3984328	0.3000054387	0.5954427317	0.3016062363	0.4580901011	-1.552171743	1.342749509	0.3617369484	0.0194006039	-1.14797118	0.9899759575	a248bdd	2x2_2C_8b_C2v_L	9.11	1.18873084	2	1.468958261	1.1887308393841254	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8189962065	1.357701662	-0.2813237482	2.416346377	1.184504924	-2.537954735	-0.3626340151	1.63862837	0.3611417242	-1.398227142	1.184942961	-2.685804905	-0.3529771594	0.5069858873	1.681479977	-3.466728457	2024-07-31@06:13	1.5	-0.9428238994	1	-1.2442240669999998e-16	-0.5091141652	1	7.334265355e-17	0.07068781324	v2.7.1	
2	Broyden	-54.88178003	-49.68	13.9186514	YY	11.1	0.236485632	parameters	sharp_wc_2_b_50	6	2	1.08240449	-1.215461029	1.737837166	0.2255178937	0.7042795943	-1.547731527	1.338256601	0.3017432786	0.4523332074	0.3003569053	0.6048026924	-1.550227468	1.400021315	0.3626595306	0.01942673592	-1.14276319	0.9890322917	a248bdd	2x2_2C_8b_C2v_L	9.105	1.188502599	2	1.468215556	1.1885025988517164	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8190444262	1.35994531	-0.2818991431	2.418075688	1.184469824	-2.696905749	-0.3613382903	1.38561524	0.3631764537	-1.652444093	1.183540482	-2.532648934	-0.3530896036	0.5076402287	1.681148626	-3.467228746	2024-07-31@06:15	1.5	-0.9437325448	1	-6.323081706e-18	-0.5096738154	1	3.2212794349999997e-16	0.07039616171	v2.7.1	
1	Broyden	-54.83975785	-49.6	13.89382772	YY	11.1	0.2363197573	parameters	sharp_wc_2_b_50	6	2	1.081569073	-1.209276747	1.735544469	0.2243429265	0.7078593422	-1.549024814	1.420700352	0.3006521073	0.6599168168	0.3027970806	0.4007026978	-1.545022014	1.315253239	0.3618422128	0.01947918865	-1.138348884	0.9878491232	a248bdd	2x2_2C_8b_C2v_L	9.1	1.188173693	2	1.46722298	1.1881736923784003	1.0000000000000002	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8180545508	1.366683469	-0.2820412418	2.418356189	1.183099341	-2.476910141	-0.3647257187	1.747708008	0.3615704401	-1.293808699	1.185116999	-2.757155016	-0.3533525182	0.508619749	1.680916788	-3.467938767	2024-07-31@06:16	1.5	-0.9449666813	1	1.1577666500000001e-16	-0.51076215	1	2.1345049219999998e-16	0.07007364342	v2.7.1	
2	Broyden	-54.78135126	-49.52	13.88377254	YY	11.1	0.2361736363	parameters	sharp_wc_2_b_50	6	2	1.081219709	-1.206145894	1.734278104	0.2245905896	0.7119429325	-1.539595927	1.334355393	0.3033696824	0.4502952162	0.3017360026	0.6111474369	-1.542755231	1.3995145	0.363361392	0.01951453819	-1.13340501	0.9871271255	a248bdd	2x2_2C_8b_C2v_L	9.095	1.187956189	2	1.466769842	1.1879561881949832	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8177907531	1.370949373	-0.2821314946	2.421698426	1.183411077	-2.704856009	-0.3620780387	1.38024911	0.3638768326	-1.660144676	1.182618362	-2.532531772	-0.3535898512	0.5093010238	1.680769782	-3.468194493	2024-07-31@06:18	1.5	-0.9454176376	1	-1.637749929e-16	-0.5110794632	1	-9.723086026999999e-17	0.06981184376	v2.7.1	
1	Broyden	-54.76443868	-49.44	13.8551046	YY	11.1	0.2360415151	parameters	sharp_wc_2_b_50	6	2	1.080272086	-1.205171322	1.733642684	0.2260881752	0.7118324876	-1.545515809	1.433825204	0.3013811953	0.7013238831	0.305387132	0.3655617049	-1.537501005	1.297819229	0.3650981996	0.01961563608	-1.129124499	0.9858474276	a248bdd	2x2_2C_8b_C2v_L	9.09	1.187632936	2	1.465541367	1.1876329356814217	1.0000000000000004	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.818492017	1.373668901	-0.2830753385	2.420792872	1.183265102	-2.442083746	-0.3662836278	1.81449223	0.3626383842	-1.231608235	1.184452606	-2.800696898	-0.3546536329	0.5111414159	1.680800664	-3.46889286	2024-07-31@06:19	1.5	-0.9470140979	1	-1.58731699e-16	-0.5121169108	1	-2.467412517e-17	0.06937374361	v2.7.1	
2	Broyden	-54.70158508	-49.36	13.84410506	YY	11.1	0.2359018229	parameters	sharp_wc_2_b_50	6	2	1.079891526	-1.200465562	1.732602741	0.226229514	0.7156524412	-1.534180449	1.316219957	0.3058616904	0.4127790692	0.3026939257	0.6545089965	-1.53717387	1.413583532	0.3655169953	0.01960069771	-1.124213307	0.9853010735	a248bdd	2x2_2C_8b_C2v_L	9.085	1.187437873	2	1.465061912	1.1874378726080836	1.0000000000000002	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8173637408	1.37677171	-0.2831630969	2.424265166	1.183889116	-2.751731448	-0.36299463	1.31292727	0.3652660623	-1.731115577	1.181988983	-2.494444006	-0.3542842265	0.5110790857	1.68047998	-3.469128732	2024-07-31@06:21	1.5	-0.9474884071	1	1.038025193e-16	-0.512489523	1	-2.433624385e-16	0.06907466418	v2.7.1	
3	Broyden	-54.66451993	-49.28	13.83228734	YY	11.1	0.2358138345	parameters	sharp_wc_2_b_50	6	2	1.079492244	-1.200991511	1.73303109	0.2289971169	0.7171971652	-1.533162793	1.395486583	0.3051901703	0.6106579294	0.3073962355	0.4565404768	-1.530844158	1.333582911	0.3678138649	0.01964531792	-1.119537806	0.9847623737	a248bdd	2x2_2C_8b_C2v_L	9.08	1.187274038	2	1.464531841	1.1872740376863722	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.8180834637	1.376927173	-0.2846800313	2.428825381	1.182354232	-2.542297813	-0.3652606046	1.655058892	0.363864597	-1.389437298	1.183205314	-2.705376332	-0.3547243693	0.5119567676	1.680361041	-3.469307126	2024-07-31@06:24	1.5	-0.9480849196	1	1.9018655409999998e-16	-0.5128563129	1	2.9282610419999996e-16	0.06879267154	v2.7.1	
