CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	Unnamed: 66
2	Broyden	-202.6771422	-104.24	19.83518543	YY	12	0.2359274997	parameters	sharp_wc_2_b_50	6	2	1.261343177	-4.095186155	1.943899051	0.2032775003	0.003286372602	-4.536948558	1.788581694	0.2548097016	0.004981501299	-4.652913021	1.798289156	0.2806936983	0.005848642833	-56.16177377	1.999972915	-3.912408865	1.524324385	a248bdd	2x2_2C_8b_C2v_L	12.515	1.232704071	2	1.671890443	1.2327040703348011	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.938496254	-0.6636654148	0.08586957866	-0.2385684675	1.333996161	-1.638691808	0.1481680256	-0.2457862099	1.348924053	-1.58952696	-0.1565328589	0.2675136821	0.1500749206	-0.02058934393	1.65801759	-2.721791924	2024-07-30@11:34	1.5	-0.5598170272	1	-3.4330140739999997e-16	-0.1770650049	1	-1.0633212909999999e-16	0.06045996257	v2.7.1	
4	Broyden	-202.0912365	-104.32	19.85761289	YY	12	0.2359729101	parameters	sharp_wc_2_b_50	6	2	1.261756256	-4.074468157	1.943761403	0.163681472	0.003008643819	-4.574210726	1.792925357	0.2137576249	0.005123025442	-4.574245053	1.792935706	0.2136654025	0.005124134032	-55.89807985	2.0	-3.938259722	1.525956592	a248bdd	2x2_2C_8b_C2v_L	12.52	1.232791285	2	1.675047323	1.2327912845707316	0.9999999999999998	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9349842546	-0.6646830063	0.08124887516	-0.2279097314	1.337861023	-1.615602384	0.1456295749	-0.2489780686	1.337861188	-1.615544436	-0.1456353737	0.2490050841	1.206588416e-05	-1.664718095e-06	1.662187308	-2.718697591	2024-07-30@11:36	1.5	-0.5565789278	1	8.078979642e-17	-0.1768195187	1	-1.7245535119999998e-17	0.06035466961	v2.7.1	
2	Broyden	-202.7963501	-104.4	19.86566439	YY	12	0.2361890707	parameters	sharp_wc_2_b_50	6	2	1.261901714	-4.071089886	1.943727007	0.1562835717	0.002956382728	-4.570359461	1.792639005	0.207725329	0.005085875563	-4.569733954	1.792709673	0.2066452015	0.005093210789	-56.2501302	1.999999999	-3.940597202	1.525733711	a248bdd	2x2_2C_8b_C2v_L	12.525	1.233013784	2	1.676188342	1.2330137837810613	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9341557053	-0.6647038448	0.08037493626	-0.2258848183	1.336714168	-1.616525877	0.1448611384	-0.2480217657	1.336559754	-1.616073281	-0.1448765984	0.2482038137	0.000741841609	-0.0001017230046	1.661945625	-2.71931498	2024-07-30@11:38	1.5	-0.5553964163	1	-1.9638636829999998e-16	-0.1767437878	1	-2.5257499189999996e-16	0.06031626014	v2.7.1	
7	Broyden	-202.0557995	-104.48	19.87160973	YY	12	0.236311623	parameters	sharp_wc_2_b_50	6	2	1.262008577	-4.071175737	1.943699117	0.154112073	0.002929105665	-4.571681686	1.792588426	0.2060612215	0.005074428874	-4.570864072	1.792528145	0.2057087497	0.005067533416	-55.86444768	2.0	-3.943282686	1.525555223	a248bdd	2x2_2C_8b_C2v_L	12.53	1.233139505	2	1.677021033	1.2331395052784246	0.9999999999999996	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9337318861	-0.6647598715	0.08003037053	-0.2248604807	1.336286102	-1.616480874	0.1447305623	-0.2478013695	1.336170427	-1.616778056	-0.1446451273	0.2476238231	-2.794530537e-05	3.857976517e-06	1.661667549	-2.719743846	2024-07-30@11:41	1.5	-0.5545215633	1	2.06491212e-16	-0.1766853545	1	3.56753086e-17	0.06028614448	v2.7.1	
2	Broyden	-205.8211164	-104.56	19.87947261	YY	12	0.2365382713	parameters	sharp_wc_2_b_50	6	2	1.26215107	-4.066413719	1.943651041	0.1475593514	0.002869505538	-4.565862592	1.792188775	0.2000764014	0.00502152859	-4.567703268	1.792395818	0.2003293162	0.005044622407	-57.74879475	2.0	-3.945445211	1.525335645	a248bdd	2x2_2C_8b_C2v_L	12.535	1.233373266	2	1.678089631	1.233373266271406	1.0000000000000004	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9327743857	-0.664857587	0.0790701086	-0.2225296783	1.334868556	-1.617924059	0.1437833691	-0.246453921	1.335088986	-1.616841117	-0.144022393	0.2470457299	-0.0002134525988	2.852102261e-05	1.661378703	-2.720339013	2024-07-30@11:42	1.5	-0.5533724246	1	2.5743527989999996e-16	-0.1765990342	1	3.107663522e-16	0.06024212243	v2.7.1	
2	Broyden	-199.3324339	-104.64	19.88568626	YY	12	0.2366880426	parameters	sharp_wc_2_b_50	6	2	1.262262937	-4.067179964	1.943628253	0.1460813548	0.002844467981	-4.566425898	1.792187622	0.1981234612	0.005013329769	-4.565760807	1.792059488	0.198385709	0.004998522864	-54.49217481	2.0	-3.948189385	1.525159463	a248bdd	2x2_2C_8b_C2v_L	12.54	1.233527213	2	1.67893086	1.2335272131092814	1.0000000000000002	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9324461905	-0.664875806	0.07876151798	-0.2215834092	1.33432595	-1.61750821	0.1436014522	-0.246311608	1.334274045	-1.618209052	-0.1434656918	0.245933511	-6.55686715e-05	9.27676725e-06	1.661131062	-2.720790811	2024-07-30@11:44	1.5	-0.5524591637	1	2.941158651e-16	-0.1765307338	1	-1.7812487489999998e-16	0.06020394494	v2.7.1	
2	Broyden	-214.0028728	-104.72	19.89434503	YY	12	0.2368152424	parameters	sharp_wc_2_b_50	6	2	1.262416855	-4.067384115	1.943608771	0.1419181358	0.002816403613	-4.568100884	1.792032183	0.1956561647	0.005001099311	-4.567356658	1.791990017	0.1951231456	0.004995942373	-61.81117775	2.0	-3.950628711	1.5249304	a248bdd	2x2_2C_8b_C2v_L	12.545	1.233656296	2	1.680100941	1.233656296103638	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9320196637	-0.6648582348	0.07833717034	-0.220490374	1.334012844	-1.618081316	0.1434703563	-0.2460297284	1.333898943	-1.618277453	-0.1433909245	0.2458934398	-7.026999606e-05	8.780666806e-06	1.660867872	-2.721348423	2024-07-30@11:45	1.5	-0.5511723416	1	-2.5755043879999996e-16	-0.1764439575	1	-7.400518978e-17	0.06014968073	v2.7.1	
2	Broyden	-182.283453	-104.8	19.90195084	YY	12	0.2370213332	parameters	sharp_wc_2_b_50	6	2	1.262554226	-4.064727703	1.943568369	0.1381844928	0.002768045531	-4.564156629	1.791809704	0.1911455764	0.004963237194	-4.563287978	1.791699374	0.1910917347	0.004953793009	-45.94935168	2.0	-3.953434564	1.524761428	a248bdd	2x2_2C_8b_C2v_L	12.55	1.233869012	2	1.681090604	1.2338690122988631	1.0000000000000002	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9313166733	-0.6649405019	0.07761448974	-0.2185886377	1.332839726	-1.61861006	0.1427439563	-0.2450935903	1.332749295	-1.61919411	-0.1426600824	0.2448467796	0.0003002819222	-5.024206427e-05	1.660680524	-2.72182818	2024-07-30@11:47	1.5	-0.5500578252	1	-2.1905362000000002e-16	-0.1763505413	1	1.50048025e-16	0.06009553653	v2.7.1	
2	Broyden	-249.6706842	-104.88	19.91088119	YY	12	0.2371838862	parameters	sharp_wc_2_b_50	6	2	1.262713273	-4.062808289	1.943533489	0.1337622337	0.002728730783	-4.563703398	1.791601807	0.1879459511	0.004942082053	-4.563584911	1.791591484	0.1878543992	0.004940656015	-79.63270121	2.0	-3.955557774	1.524521111	a248bdd	2x2_2C_8b_C2v_L	12.555	1.23403516	2	1.682256956	1.234035159971621	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9306827339	-0.6649919978	0.07700609314	-0.2170263636	1.332223321	-1.619324042	0.1424169059	-0.2445772689	1.33220648	-1.619376157	-0.1423968363	0.2445396046	-5.346709927e-06	5.201544536e-07	1.660371186	-2.722417112	2024-07-30@11:48	1.5	-0.5487314345	1	1.4751394869999998e-16	-0.1762498465	1	1.511304951e-16	0.06002775482	v2.7.1	
7	Broyden	-110.3516021	-104.96	19.91942249	YY	12	0.2373278374	parameters	sharp_wc_2_b_50	6	2	1.262864985	-4.063355964	1.943512478	0.1313998337	0.002702345097	-4.564319254	1.791473961	0.1857346646	0.004926773482	-4.563581213	1.791422544	0.1855351692	0.004921651186	-9.959197975	1.999999997	-3.958101324	1.52431186	a248bdd	2x2_2C_8b_C2v_L	12.56	1.234182098	2	1.683361719	1.2341820977175266	1.0000000000000004	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.9303214954	-0.6649874575	0.07664497422	-0.2159935084	1.331743119	-1.619644583	0.1422021716	-0.2442315319	1.331638598	-1.619893858	-0.1421442302	0.2440994258	0.0003015611108	-0.0002188490398	1.660115893	-2.72293859	2024-07-30@11:51	1.5	-0.5474594185	1	5.716615712999999e-17	-0.1761520254	1	-8.342405949e-17	0.05995873785	v2.7.1	
