model	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	0	14	2.911	-0.002029047	-3.2120894	-3.7455393	-0.089462573	-3.7455483	-0.089465157	0.12528798	-3.3298151	9.6	-2.2459711e-05	1.4944617e-06	0.0079973203	-0.15788635	0.0079975635	-0.15788717	3.889912e-06	9.0858399e-06	-0.10819432	-1.0535861	1.6251393	0.040206906	-1.6251411	-0.040210555	0.21938877	-2.1401123	1.9306	1	0.2821	0.12637948	0.27321118	1.9429964	1.8215532	1.5473059	1.8215531	1.5473178	0.018922321	1.58346	1.1024714	0.00024482805	3.4166209e-06	0.089683565	1.1205597	0.089687097	1.1205524	-3.4415247e-05	-1.7926146e-05	1.1177633	0.73459232	-1.4867959	-0.52982584	1.4867951	0.52984486	-0.29554785	2.4279834	0.027581609	0.24292868	0.055514585	0.16449084	0.36961592	0.16449096	0.36960633	0.019006003	0.33112673	0.034200606	4.2113324	5.2943972	5.0757157	5.1076279	5.0757187	5.1076308	4.291098	6.0435705	5.2948557	2.8192098	3.37549	5.1945293	3.3754885	5.1945032	3.7596424	3.306941	-72.075219	R0:S0:1	-53.512	uncorrelated	b7fd39a	v1.0.3	 1.14e+02	 1.17e-03	 1.00e+06	2022-07-28@10:43
model	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	0	14	2.911	-0.002029047	-3.2120894	-3.7455393	-0.089462573	-3.7455483	-0.089465157	0.12528798	-3.3298151	9.6	-2.2459711e-05	1.4944617e-06	0.0079973203	-0.15788635	0.0079975635	-0.15788717	3.889912e-06	9.0858399e-06	-0.10819432	-1.0535861	1.6251393	0.040206906	-1.6251411	-0.040210555	0.21938877	-2.1401123	1.9306	1	0.2821	0.12637948	0.27321118	1.9429964	1.8215532	1.5473059	1.8215531	1.5473178	0.018922321	1.58346	1.1024714	0.00024482805	3.4166209e-06	0.089683565	1.1205597	0.089687097	1.1205524	-3.4415247e-05	-1.7926146e-05	1.1177633	0.73459232	-1.4867959	-0.52982584	1.4867951	0.52984486	-0.29554785	2.4279834	0.027581609	0.24292868	0.055514585	0.16449084	0.36961592	0.16449096	0.36960633	0.019006003	0.33112673	0.034200606	4.2113324	5.2943972	5.0757157	5.1076279	5.0757187	5.1076308	4.291098	6.0435705	5.2948557	2.8192098	3.37549	5.1945293	3.3754885	5.1945032	3.7596424	3.306941	-72.075219	R0:S0:1	-53.512	uncorrelated	b7fd39a	v1.0.3	 1.14e+02	 1.17e-03	 1.00e+06	2022-07-28@10:44
2x2_2C_8b_C2v_L	0	14	2.911	-0.00079215502	-3.2107129	-3.7474259	-0.089098514	-3.7481444	-0.089021821	0.12502231	-3.3320312	9.6	0.0022722223	-4.2198019e-06	0.0076367583	-0.15806878	0.0076474695	-0.15803433	4.0518073e-07	-9.8610367e-06	-0.10805055	-1.053004	1.6253094	0.038267441	-1.6254519	-0.038306861	0.21943619	-2.1404929	1.9306	1	0.2821	0.12638984	0.26694725	1.9434399	1.8220607	1.5541391	1.8220282	1.5541723	0.018692789	1.5854237	1.1026914	-0.023783144	-4.0129871e-05	0.088840757	1.1143597	0.088814135	1.1135535	0.00011532093	7.6086671e-05	1.1087326	0.73149549	-1.4852688	-0.51762842	1.485594	0.5179591	-0.29465167	2.4238259	0.027584305	0.23882385	0.055112344	0.16412906	0.36777017	0.1641585	0.36783534	0.01877678	0.3301233	0.034139093	4.1767048	5.3010683	5.0798001	5.0937977	5.0797044	5.093868	4.2916129	6.0357518	5.2927549	2.8175423	3.3818386	5.1738955	3.3823928	5.1734827	3.7595059	3.3115866	-72.082152	R0:S0:1	-53.512	uncorrelated	b7fd39a	v1.0.3	 1.13e+02	 8.16e-04	 2.89e-03	2022-07-28@10:48
2x2_2C_8b_C2v_L	0	14	2.911	-0.00079215502	-3.2107129	-3.7474259	-0.089098514	-3.7481444	-0.089021821	0.12502231	-3.3320312	9.6	0.0022722223	-4.2198019e-06	0.0076367583	-0.15806878	0.0076474695	-0.15803433	4.0518073e-07	-9.8610367e-06	-0.10805055	-1.053004	1.6253094	0.038267441	-1.6254519	-0.038306861	0.21943619	-2.1404929	1.9306	1	0.2821	0.12638984	0.26694725	1.9434399	1.8220607	1.5541391	1.8220282	1.5541723	0.018692789	1.5854237	1.1026914	-0.023783144	-4.0129871e-05	0.088840757	1.1143597	0.088814135	1.1135535	0.00011532093	7.6086671e-05	1.1087326	0.73149549	-1.4852688	-0.51762842	1.485594	0.5179591	-0.29465167	2.4238259	0.027584305	0.23882385	0.055112344	0.16412906	0.36777017	0.1641585	0.36783534	0.01877678	0.3301233	0.034139093	4.1767048	5.3010683	5.0798001	5.0937977	5.0797044	5.093868	4.2916129	6.0357518	5.2927549	2.8175423	3.3818386	5.1738955	3.3823928	5.1734827	3.7595059	3.3115866	-72.082152	R0:S0:1	-53.512	uncorrelated	b7fd39a	v1.0.3	 1.13e+02	 8.16e-04	 2.89e-03	2022-07-28@10:48
2x2_2C_8b_C2v_L	0	14	2.911	-0.001439651	-3.2073724	-3.7476863	-0.089394267	-3.7476552	-0.089544866	0.12555068	-3.3326751	9.61	0.0010738573	8.8088473e-06	0.007722686	-0.15763656	0.0077527616	-0.15765848	2.8891254e-05	-1.3939911e-05	-0.10794641	-1.0527337	1.6257226	0.038688481	-1.6257032	-0.038765352	0.21898912	-2.14109	1.9306	1	0.2821	0.12668579	0.26095222	1.9436857	1.8222139	1.5642051	1.8222096	1.5645799	0.01832274	1.5865256	1.1032059	-0.011394222	-6.7432298e-05	0.088727925	1.1041081	0.088773743	1.103603	-0.00016394609	5.1822164e-06	1.1036241	0.72938667	-1.4851941	-0.5162274	1.4852445	0.51663953	-0.29269474	2.4221583	0.027640023	0.2344706	0.054894894	0.16407163	0.36228935	0.16407739	0.36201042	0.018406644	0.32960598	0.034130882	4.1448163	5.3089237	5.0858678	5.0847562	5.0859216	5.0847631	4.2912691	6.0321596	5.2891191	2.8144395	3.3870907	5.1464255	3.3872968	5.1455859	3.7599195	3.3129231	-72.12333	R0:S0:1	-53.592	uncorrelated	b7fd39a	v1.0.3	 1.13e+02	 2.19e-03	 1.00e+06	2022-07-28@10:52
2x2_2C_8b_C2v_L	0	14	2.911	-0.001439651	-3.2073724	-3.7476863	-0.089394267	-3.7476552	-0.089544866	0.12555068	-3.3326751	9.59	0.0010738573	8.8088473e-06	0.007722686	-0.15763656	0.0077527616	-0.15765848	2.8891254e-05	-1.3939911e-05	-0.10794641	-1.0527337	1.6257226	0.038688481	-1.6257032	-0.038765352	0.21898912	-2.14109	1.9306	1	0.2821	0.12618183	0.26782327	1.9433573	1.8219133	1.5554662	1.821909	1.5558503	0.018693532	1.5850071	1.1023629	-0.011464201	-6.8086002e-05	0.089185994	1.1134949	0.089234133	1.1129826	-0.00016729613	3.8798895e-06	1.1110577	0.73182661	-1.4857319	-0.5200996	1.4857821	0.5205207	-0.29423978	2.4246825	0.027545345	0.23937358	0.055186933	0.16424477	0.3664295	0.16425051	0.36615017	0.018779406	0.33028924	0.034133334	4.1831501	5.2992453	5.078757	5.0946138	5.078812	5.0946265	4.2929492	6.0369281	5.2916945	2.8185577	3.3825436	5.1741572	3.3827516	5.1732942	3.7582123	3.3119295	-72.035108	R0:S0:1	-53.432	uncorrelated	b7fd39a	v1.0.3	 1.14e+02	 3.27e-03	 1.00e+06	2022-07-28@10:53
2x2_2C_8b_C2v_L	0	14	2.911	-0.0027358491	-3.2088403	-3.7517398	-0.08813223	-3.7534895	-0.088227951	0.12416659	-3.3393121	9.61	0.002488125	-4.123246e-05	0.0078868923	-0.15622732	0.0078877786	-0.15630153	5.5437485e-05	-1.1351853e-05	-0.10771436	-1.0522801	1.6253365	0.039927365	-1.6257198	-0.039883142	0.21739116	-2.1410553	1.9306	1	0.2821	0.12654813	0.26252206	1.9437848	1.8231743	1.5636778	1.8231917	1.5639997	0.018230806	1.5883365	1.1032534	-0.02737054	-7.6787333e-05	0.087984936	1.0997631	0.088043704	1.0993609	-6.7113835e-05	0.00011547355	1.1017317	0.72937416	-1.481515	-0.5206425	1.4816921	0.520351	-0.29158939	2.4175368	0.027614355	0.23623764	0.054797882	0.16325557	0.36157751	0.16324354	0.36141591	0.018309089	0.32864571	0.034049333	4.1494942	5.3061258	5.0826599	5.093302	5.0824411	5.0926999	4.2900811	6.0246026	5.289352	2.8163721	3.3861971	5.1465799	3.3867119	5.1462375	3.7603297	3.3172641	-72.147562	R0:S0:1	-53.592	uncorrelated	b7fd39a	v1.0.3	 1.12e+02	 9.25e-04	 4.72e-03	2022-07-28@10:57
2x2_2C_8b_C2v_L	0	14	2.911	-0.0012151396	-3.2001907	-3.7399521	-0.089650321	-3.7392312	-0.089612372	0.12590582	-3.3246345	9.59	0.0037123038	-1.9343627e-05	0.0077778768	-0.15823397	0.0077509076	-0.15822991	3.5414365e-05	-9.8811259e-06	-0.10818647	-1.0523506	1.6253742	0.038695261	-1.6252482	-0.03857627	0.21986892	-2.1409109	1.9306	1	0.2821	0.1262677	0.27870603	1.9426593	1.8204719	1.5414223	1.8204679	1.5414471	0.019190431	1.5807582	1.1020224	-0.039680392	-5.1013744e-05	0.090167068	1.1292996	0.090237386	1.129395	-5.394935e-05	7.5721295e-05	1.1225899	0.73600975	-1.4903918	-0.52647312	1.4903782	0.52584292	-0.29649831	2.4344231	0.027560051	0.24800736	0.055820943	0.16534783	0.37333092	0.16535215	0.37337181	0.019280055	0.33246099	0.034276696	4.2327256	5.2912062	5.0743805	5.1083489	5.074458	5.1079657	4.2931681	6.0541113	5.2958245	2.8189179	3.3722812	5.2136383	3.3723027	5.2136029	3.7578469	3.3016055	-71.979326	R0:S0:1	-53.432	uncorrelated	b7fd39a	v1.0.3	 1.15e+02	 8.61e-04	 4.62e-03	2022-07-28@10:57
