2x2_2C_8b_C2v_L	0	14	2.911	-0.0044268279	-3.2155065	-3.7572883	-0.085024498	-3.7581276	-0.084892909	0.12014308	-3.3434442	9.62	-0.00090424618	-2.2122562e-05	0.0080591338	-0.15383805	0.0080318779	-0.15373862	-0.00013451177	1.9669087e-05	-0.10740921	-1.0528177	1.6256395	0.041759533	-1.6257606	-0.041859696	0.21424211	-2.1408011	1.9306	1	0.2821	0.12662034	0.26763677	1.9435601	1.8237924	1.5500356	1.8237482	1.5498182	0.018272544	1.5882785	1.1034333	0.010479334	0.00010864581	0.087134591	1.104476	0.08707291	1.1035919	0.00074251537	-6.2205404e-06	1.1057783	0.73203715	-1.4789362	-0.53178456	1.4792927	0.53258027	-0.29005783	2.4170151	0.027626895	0.23850617	0.054987912	0.16263631	0.36721647	0.16267435	0.36741824	0.018339627	0.32868306	0.034032654	4.1828863	5.2974156	5.0740788	5.1208506	5.0739493	5.1214361	4.2862712	6.0250037	5.2973267	2.8182392	3.3755356	5.1800624	3.3760399	5.1799867	3.7619247	3.3157072	-72.215807	R0:S0:1	-53.672	uncorrelated	b7fd39a	v1.0.3	 1.12e+02	 3.17e-03	 1.00e+06	2022-07-28@11:01
2x2_2C_8b_C2v_L	0	14	2.911	0.0017714097	-3.192111	-3.7296266	-0.091089725	-3.7288237	-0.090960344	0.12779897	-3.3168443	9.58	0.0067423298	9.5386581e-06	0.0073018513	-0.16120095	0.007304918	-0.16111722	-0.00016450078	3.8410147e-05	-0.10872452	-1.0511654	1.623451	0.035334638	-1.6232724	-0.035497088	0.22351649	-2.1392914	1.9306	1	0.2821	0.12607072	0.28575294	1.9423408	1.81951	1.5333363	1.8194667	1.5328512	0.019834102	1.5786852	1.1014815	-0.067109244	0.00021206665	0.090660934	1.1439755	0.090513402	1.1440054	0.00065785981	-0.0001431733	1.1262926	0.73766781	-1.493515	-0.51362034	1.4935761	0.51455994	-0.30136153	2.4386839	0.027523062	0.25493562	0.056115517	0.16612188	0.37991564	0.16615523	0.38016124	0.019935851	0.33348449	0.034341204	4.2566569	5.2872728	5.0733855	5.0991035	5.0734743	5.1000282	4.2953656	6.0618103	5.2968276	2.8205576	3.3707822	5.2349121	3.3705206	5.2354299	3.7573463	3.2979586	-71.867536	R0:S0:1	-53.352	uncorrelated	b7fd39a	v1.0.3	 1.16e+02	 2.11e-03	 1.00e+06	2022-07-28@11:01
2x2_2C_8b_C2v_L	0	14	2.911	0.0014955483	-3.1932077	-3.7355907	-0.093511059	-3.733533	-0.093192302	0.1302232	-3.3206763	9.58	0.0037716188	7.1441436e-05	0.0073512724	-0.16139629	0.0072886	-0.16128615	0.00011710089	-1.5185651e-05	-0.10845563	-1.0516039	1.6251259	0.035427714	-1.6246912	-0.035155854	0.22359502	-2.1408155	1.9306	1	0.2821	0.12621126	0.26494628	1.9433269	1.8202066	1.5658332	1.8202269	1.5650403	0.018892526	1.5827654	1.1020511	-0.037279038	7.5676607e-06	0.090495931	1.1152977	0.090472298	1.1170297	-0.00082177086	-8.6471131e-05	1.1101866	0.73018941	-1.4923465	-0.50487295	1.4918663	0.50350557	-0.29741382	2.4306456	0.027551466	0.23903378	0.055234698	0.1657587	0.36328925	0.16573542	0.36383552	0.018997888	0.33144364	0.034238985	4.1587031	5.3078112	5.0886365	5.0639076	5.0888122	5.0639407	4.2975635	6.045793	5.2846457	2.8155563	3.3918315	5.1514633	3.3907394	5.1532155	3.7565104	3.3078287	-71.910889	R0:S0:1	-53.352	uncorrelated	b7fd39a	v1.0.3	 1.15e+02	 2.24e-03	 3.64e-03	2022-07-28@11:06
2x2_2C_8b_C2v_L	0	14	2.911	-0.0024918643	-3.2298019	-3.7595988	-0.085292406	-3.7600988	-0.085380696	0.12039567	-3.3442262	9.62	0.0015649159	-3.5726593e-05	0.0077168607	-0.15498594	0.0076880685	-0.15507795	9.355155e-05	-8.5195333e-06	-0.1075328	-1.0547235	1.6256949	0.039976947	-1.6258151	-0.039803533	0.21547976	-2.1404472	1.9306	1	0.2821	0.12661375	0.26198909	1.943976	1.8240927	1.5549035	1.8241619	1.5549626	0.018179621	1.5899394	1.1035721	-0.017064916	7.8796504e-06	0.086610786	1.1005836	0.086683284	1.1016728	-0.00046650641	3.8334355e-06	1.0984569	0.72968725	-1.4784047	-0.52123203	1.4780389	0.52011044	-0.29063219	2.4131536	0.027626538	0.2344299	0.054612036	0.1624444	0.36670507	0.1623844	0.3666245	0.018247786	0.32783353	0.033989043	4.1542512	5.3028485	5.0776742	5.1065931	5.0776032	5.1058925	4.2864758	6.0184165	5.2955671	2.8177128	3.3819819	5.1627905	3.3815289	5.1634608	3.7624492	3.3196991	-72.255289	R0:S0:1	-53.672	uncorrelated	b7fd39a	v1.0.3	 1.12e+02	 1.22e-03	 4.37e-03	2022-07-28@11:06
2x2_2C_8b_C2v_L	0	14	2.911	-0.0011480272	-3.1872921	-3.7301045	-0.092405191	-3.7295538	-0.09243028	0.12928917	-3.3186817	9.58	0.0020613739	-6.7551173e-05	0.0077496393	-0.15966042	0.0077877139	-0.15965233	-9.8289e-05	3.096314e-06	-0.10845716	-1.0510358	1.624583	0.037734304	-1.6244751	-0.037956668	0.22176467	-2.1410496	1.9306	1	0.2821	0.12618715	0.27698792	1.9425355	1.8195452	1.5506451	1.8194819	1.5509259	0.019244492	1.5794061	1.1017157	-0.021996543	8.3476952e-05	0.091501309	1.1281214	0.091460946	1.1267766	0.0006606119	6.3399176e-05	1.1252553	0.73554509	-1.493548	-0.52132083	1.4939409	0.52248908	-0.29746003	2.4379983	0.027545238	0.24701978	0.055946214	0.16617209	0.36875707	0.16622928	0.36860879	0.019346789	0.33312272	0.0343268	4.2238239	5.2948	5.0801154	5.0922174	5.0802316	5.0926097	4.2964257	6.0593263	5.2909424	2.8181045	3.3775041	5.1960137	3.3781679	5.1947096	3.756171	3.2997694	-71.874024	R0:S0:1	-53.352	uncorrelated	b7fd39a	v1.0.3	 1.15e+02	 7.39e-04	 5.86e-03	2022-07-28@11:10
2x2_2C_8b_C2v_L	0	14	2.911	-0.0028605586	-3.2253443	-3.7613873	-0.086278071	-3.761313	-0.086339471	0.12178316	-3.3463869	9.62	0.00084585953	-2.7663744e-05	0.0077576143	-0.15487773	0.0077914172	-0.15489664	-6.8254206e-05	7.7191144e-06	-0.10735086	-1.0542278	1.6263682	0.040029168	-1.6263469	-0.040207509	0.21549318	-2.1414283	1.9306	1	0.2821	0.12668382	0.25547237	1.9442981	1.8243931	1.5677225	1.824364	1.5679899	0.017835262	1.5913799	1.1037975	-0.0093120681	-2.2699636e-06	0.086743687	1.0903216	0.086718389	1.089415	0.00049513743	6.2206656e-05	1.0923328	0.72694987	-1.4776118	-0.51742483	1.477845	0.51825763	-0.28904063	2.4105742	0.027640312	0.22999757	0.054324925	0.16227245	0.35971995	0.16229983	0.35953786	0.017905785	0.32708969	0.033954623	4.1188984	5.3107291	5.0836474	5.0922955	5.0836712	5.0924748	4.2876859	6.0128988	5.2902596	2.8154723	3.3892795	5.1306532	3.3897485	5.1297604	3.7617749	3.3231029	-72.262132	R0:S0:1	-53.672	uncorrelated	b7fd39a	v1.0.3	 1.11e+02	 6.52e-04	 2.14e-03	2022-07-28@11:11
2x2_2C_8b_C2v_L	0	14	2.911	-0.0017581071	-3.169538	-3.7226155	-0.092838629	-3.7266926	-0.09271398	0.12944566	-3.3123023	9.57	-0.0032925276	-1.2868565e-05	0.0079153008	-0.16025825	0.0079793835	-0.16019935	0.00035088894	-8.0749486e-05	-0.10889974	-1.0490528	1.6241916	0.038539639	-1.6250584	-0.038187091	0.22248306	-2.1411597	1.9306	1	0.2821	0.1260059	0.29408456	1.9414232	1.8179599	1.5311729	1.8180188	1.5306428	0.020034511	1.5740239	1.1008875	0.036063255	0.00017019598	0.092830437	1.1489266	0.092679637	1.1499741	-0.0022375324	-0.00015221755	1.1440431	0.74219746	-1.4983227	-0.53320064	1.498302	0.53182806	-0.30070552	2.4499629	0.027509295	0.25949794	0.056953025	0.16734086	0.37724418	0.16728588	0.37767187	0.020144754	0.3357612	0.034482003	4.3068253	5.2793466	5.0711207	5.114686	5.0705627	5.1142203	4.2977235	6.080493	5.2975767	2.821029	3.3634457	5.252894	3.3632147	5.2549117	3.7546729	3.2877775	-71.769548	R0:S0:1	-53.272	uncorrelated	b7fd39a	v1.0.3	 1.17e+02	 4.26e-03	 1.00e+06	2022-07-28@11:14
2x2_2C_8b_C2v_L	0	14	2.911	-0.0048642175	-3.2454788	-3.773458	-0.085838978	-3.7740198	-0.085966578	0.12075479	-3.3546736	9.63	0.00048700163	7.8445702e-05	0.0079988918	-0.15314057	0.0080384755	-0.15318838	0.00018761249	-8.588515e-06	-0.1071515	-1.0567898	1.628189	0.041973074	-1.6283708	-0.041843382	0.21314085	-2.1425513	1.9306	1	0.2821	0.12686262	0.24914348	1.9448412	1.8257231	1.580948	1.8257349	1.5812199	0.017212904	1.5947119	1.1044223	-0.0056652362	-0.00020926059	0.085931608	1.0721626	0.086015086	1.0723343	-0.0010656514	-2.5574391e-05	1.0842124	0.72410383	-1.4734525	-0.52005973	1.473439	0.51947311	-0.28501822	2.4033225	0.027674365	0.22578489	0.053828201	0.16123906	0.35113583	0.16122961	0.35096294	0.01727934	0.325371	0.033856459	4.083483	5.3175645	5.0878512	5.0876928	5.087831	5.0871603	4.2857686	6.000415	5.285413	2.814232	3.3959278	5.0939532	3.3959233	5.0937403	3.7628126	3.3297599	-72.410547	R0:S0:1	-53.752	uncorrelated	b7fd39a	v1.0.3	 1.09e+02	 4.31e-03	 1.00e+06	2022-07-28@11:15
2x2_2C_8b_C2v_L	0	14	2.911	0.0020563204	-3.1876991	-3.7229405	-0.092448027	-3.7244094	-0.092708119	0.1291946	-3.3096544	9.57	0.0015250019	6.5894438e-06	0.0072184733	-0.16229882	0.0072695573	-0.16242274	-5.7246023e-05	1.1951752e-05	-0.10908102	-1.0511185	1.6231622	0.03465307	-1.6234556	-0.034809025	0.22488989	-2.138993	1.9306	1	0.2821	0.12593251	0.28657359	1.941933	1.8183899	1.5293322	1.8184491	1.5296145	0.020199117	1.5759246	1.1009743	-0.015164814	3.2797158e-05	0.09169567	1.1523112	0.09164958	1.1526704	0.00018424935	-7.2e-05	1.1352563	0.7398218	-1.4971967	-0.51350148	1.4969757	0.5140862	-0.30335193	2.4448227	0.027496639	0.25251449	0.056490197	0.16701951	0.3819761	0.16696875	0.38162737	0.020310734	0.33483673	0.034423273	4.2793056	5.2831965	5.0726376	5.0985478	5.0724758	5.0986347	4.2971784	6.0726457	5.3012634	2.8216249	3.3682216	5.2499942	3.3679881	5.2500556	3.7562898	3.2927106	-71.789783	R0:S0:1	-53.272	uncorrelated	b7fd39a	v1.0.3	 1.17e+02	 1.89e-03	 9.17e-03	2022-07-28@11:19
2x2_2C_8b_C2v_L	0	14	2.911	-0.006025037	-3.2279856	-3.7671664	-0.083780357	-3.7675033	-0.08386495	0.11827087	-3.3501444	9.63	0.00022327169	-2.6777644e-06	0.0081654271	-0.1520422	0.0081676822	-0.15208475	-4.8214684e-05	2.9729308e-06	-0.10716509	-1.054193	1.6268049	0.043222601	-1.6268748	-0.043266171	0.21194237	-2.1412201	1.9306	1	0.2821	0.12676487	0.26337594	1.9439498	1.8249643	1.5570587	1.8249745	1.5572094	0.017822646	1.5910355	1.1039643	-0.002746072	-4.4991672e-05	0.086301605	1.0914886	0.086319703	1.0913734	0.00035117877	5.0006268e-05	1.0993553	0.73020219	-1.4751693	-0.53471176	1.4751746	0.53482989	-0.28691242	2.4107737	0.027654305	0.23554751	0.054629701	0.16169883	0.36265578	0.16169104	0.36253267	0.01788427	0.32727646	0.033946145	4.1599039	5.3012332	5.07559	5.1226516	5.0755504	5.1225544	4.2839736	6.0145403	5.295423	2.8176822	3.378884	5.1587054	3.3789896	5.1585122	3.7632305	3.3209978	-72.329087	R0:S0:1	-53.752	uncorrelated	b7fd39a	v1.0.3	 1.11e+02	 1.68e-03	 3.47e-03	2022-07-28@11:20
2x2_2C_8b_C2v_L	0	14	2.911	0.0023831139	-3.1824111	-3.7272796	-0.0948242	-3.7249792	-0.094526052	0.13177352	-3.3133912	9.57	0.0034190966	8.648593e-05	0.0072096058	-0.16274493	0.0071704264	-0.16263722	0.00012223844	-1.5938258e-05	-0.10874225	-1.0505241	1.6244387	0.034285146	-1.623933	-0.034076499	0.22533056	-2.1404302	1.9306	1	0.2821	0.12607488	0.26931237	1.9429118	1.8190055	1.5608196	1.8190328	1.5599943	0.019285969	1.5799363	1.1015311	-0.033294765	3.1855135e-05	0.091513586	1.1250795	0.09144357	1.1269872	-0.00093758179	-0.00013129966	1.1174044	0.73216035	-1.4963389	-0.50317931	1.4957568	0.50204927	-0.2997944	2.437032	0.027525475	0.24207091	0.055616884	0.16672343	0.36649887	0.1666932	0.36700576	0.019401271	0.33284848	0.034325626	4.1823216	5.3040533	5.0878298	5.0626537	5.0880309	5.0628677	4.2997039	6.0566626	5.2859567	2.8162447	3.389284	5.1687802	3.3879952	5.1706366	3.7552809	3.3022667	-71.80637	R0:S0:1	-53.272	uncorrelated	b7fd39a	v1.0.3	 1.16e+02	 2.03e-03	 3.18e-03	2022-07-28@11:23
2x2_2C_8b_C2v_L	0	14	2.911	-0.0038137375	-3.2339171	-3.7669183	-0.083337476	-3.7656824	-0.083261819	0.11785546	-3.3502793	9.63	0.0030303342	-9.011849e-05	0.0078062114	-0.15326223	0.0077536063	-0.15321682	1.8346976e-05	6.0537662e-06	-0.1072219	-1.054757	1.626196	0.04118306	-1.6259236	-0.041114217	0.21323741	-2.1405011	1.9306	1	0.2821	0.12672105	0.26272561	1.9441157	1.8251103	1.5529422	1.8250636	1.5533101	0.017977596	1.5917285	1.1039614	-0.034382537	-7.8237598e-05	0.085596444	1.0966819	0.085753879	1.0955196	0.00036424275	0.00020322625	1.0949282	0.72949066	-1.4746611	-0.52521484	1.4749841	0.52491145	-0.28863994	2.408874	0.027646499	0.2356038	0.054477654	0.16157455	0.36681978	0.16162	0.36673279	0.018038037	0.32691766	0.033926332	4.1532445	5.3019343	5.0751703	5.1174484	5.0753017	5.1169405	4.2838238	6.0115166	5.2966547	2.8179962	3.3792458	5.1650856	3.3800384	5.1638237	3.7638239	3.3224714	-72.33214	R0:S0:1	-53.752	uncorrelated	b7fd39a	v1.0.3	 1.11e+02	 1.50e-03	 5.14e-03	2022-07-28@11:25
