model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	8.3692709	0	14	2.911	-0.53809429	-5.4252989	-5.4010748	-0.53350675	-5.4066488	-0.53509095	0.5072746	-4.4535199	10.3	1.651277e-05	-2.2347414e-05	1.4132922e-05	-1.798627e-05	-9.7107339e-06	2.3423579e-05	0.22239066	-1.5476061e-05	-0.20185906	-1.2444138	1.8053097	0.20783546	-1.8059827	-0.208322	4.6333179e-05	-2.2681891	1.9306	1	0.2821	3.7236628e-07	1.2910605	1.6661907	-0.45574919	-0.10089471	0.043403064	0.13150086	1.9971706	1.9666681	1.8914012	1.9947686	1.8913889	1.9947441	0.0070646138	1.7533858	1.1293843	-5.9851699e-05	2.6325625e-05	-1.6831093e-05	3.752698e-05	4.1571085e-06	-5.620228e-05	-0.34526186	7.3117191e-06	0.17210615	0.59076146	-1.2391212	-0.27106414	1.239381	0.2717393	-4.3908187e-05	2.0400509	2	2	0	0	-91.351577	R0:S0:1	1.1293843	-118.224	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@13:55
2x2_2C_8b_C2v_L	8.3692431	0	14	2.911	-0.54613588	-5.4347614	-5.4085866	-0.53974492	-5.4128366	-0.54160048	0.51522566	-4.4645462	10.31	-7.6150706e-05	4.8788972e-05	-3.0730401e-05	8.294798e-05	-5.2843215e-06	2.4414513e-06	0.22228534	8.8081272e-06	-0.2017229	-1.2444062	1.8051743	0.20715878	-1.8056242	-0.20768149	-4.622049e-06	-2.2684475	1.9306	1	0.2821	-1.0597617e-06	1.29106	1.6661906	-0.45575256	-0.10089618	0.04340381	0.13150772	1.9971729	1.9666676	1.8913541	1.9947945	1.8913593	1.9947699	0.0070631814	1.7533826	1.1293906	0.00029496413	-5.0320724e-05	2.5697774e-05	-0.00020317635	-3.6318339e-06	-2.1737304e-05	-0.34523087	-1.3197655e-05	0.17203311	0.59075397	-1.2394159	-0.2703967	1.239504	0.27106012	-5.0499092e-06	2.0400882	2	2	0	0	-91.501533	R0:S0:1	1.1293906	-118.384	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@13:58
2x2_2C_8b_C2v_L	8.3694846	0	14	2.911	-0.56496084	-5.4677572	-5.4320694	-0.55890271	-5.4302085	-0.55830045	0.52940513	-4.4753623	10.32	-9.4267268e-05	7.9693018e-05	-6.955247e-05	0.00012590963	2.7061795e-05	-3.4952565e-05	0.2229103	2.3521175e-05	-0.20352483	-1.2459632	1.8065339	0.20917739	-1.8063324	-0.20900888	-6.616087e-05	-2.2685058	1.9306	1	0.2821	-1.1572718e-06	1.2910641	1.6662033	-0.45572184	-0.10088561	0.043399188	0.13147749	1.9971302	1.9667192	1.8914632	1.9947104	1.8914592	1.9947185	0.0070907959	1.7534423	1.1293619	0.00035045939	-8.9570138e-05	5.7419013e-05	-0.00029689453	-2.4931037e-05	6.5032567e-05	-0.34589748	-1.5145839e-05	0.17334115	0.5903369	-1.2389037	-0.27259863	1.2388836	0.27238222	5.4004638e-05	2.039796	2	2	0	0	-91.821899	R0:S0:1	1.1293619	-118.544	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:04
2x2_2C_8b_C2v_L	8.3696438	0	14	2.911	-0.57598798	-5.4846538	-5.4588042	-0.578989	-5.4439663	-0.57108681	0.54135028	-4.4855123	10.33	-6.9758983e-07	-2.1289555e-06	1.0108665e-05	-2.6251835e-05	2.2253753e-05	-4.5727019e-05	0.22327811	-8.7635286e-06	-0.20378451	-1.2465644	1.8081727	0.21169027	-1.8066994	-0.20968975	3.1162951e-05	-2.2684486	1.9306	1	0.2821	-2.7649829e-08	1.2910667	1.6662122	-0.45570121	-0.10087931	0.043396331	0.13145495	1.9971236	1.9667261	1.8915857	1.9946013	1.8915429	1.994693	0.0071086472	1.7534753	1.1293402	5.4000582e-06	3.534201e-06	-6.8527878e-06	6.7620598e-05	-1.6677784e-05	0.00011334242	-0.34632754	4.3200573e-06	0.17354654	0.59029748	-1.2383919	-0.27544259	1.2382761	0.27300982	-3.0698302e-05	2.0396295	2	2	0	0	-92.085971	R0:S0:1	1.1293402	-118.704	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:12
2x2_2C_8b_C2v_L	8.3697951	0	14	2.911	-0.58767942	-5.515102	-5.4654402	-0.58433757	-5.4573055	-0.58273317	0.54936532	-4.4964854	10.34	-7.4685868e-05	4.95976e-05	2.3307164e-05	-3.5251148e-05	-4.1512024e-06	-1.7773451e-05	0.22315275	-1.9195118e-05	-0.20463449	-1.2483053	1.8079985	0.21080119	-1.8069441	-0.21035067	6.6119919e-05	-2.2687116	1.9306	1	0.2821	4.0724991e-07	1.2910694	1.6662195	-0.45568264	-0.10087147	0.043393097	0.13144453	1.997101	1.9667539	1.8915465	1.994638	1.8915762	1.9946624	0.0071044179	1.7535016	1.1293312	0.00027713951	-5.9069293e-05	-1.2413907e-05	8.7812798e-05	4.2877323e-06	4.6286536e-05	-0.34621868	1.2276613e-05	0.17423501	0.59008319	-1.2385803	-0.2744951	1.238124	0.27380567	-6.8307209e-05	2.0394865	2	2	0	0	-92.306937	R0:S0:1	1.1293312	-118.864	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:16
2x2_2C_8b_C2v_L	8.3698225	0	14	2.911	-0.60010979	-5.5161692	-5.481446	-0.60001195	-5.4829286	-0.60196415	0.56572891	-4.5093113	10.35	-4.023363e-05	3.8993871e-05	-2.039445e-05	2.7844776e-05	-8.980081e-07	1.1846488e-05	0.22447769	1.7526639e-05	-0.20465167	-1.2473392	1.8085592	0.21193804	-1.8086068	-0.2123711	-1.4494337e-05	-2.2690237	1.9306	1	0.2821	-5.0851342e-07	1.2910696	1.6662259	-0.45567732	-0.10087347	0.043393862	0.13142876	1.9971033	1.9667565	1.8916487	1.9945946	1.891676	1.9945765	0.0071728746	1.7535633	1.1293135	0.00014698873	-4.1494267e-05	1.6635971e-05	-6.5255777e-05	3.6682326e-06	-2.9335345e-05	-0.34789303	-9.8308511e-06	0.17415693	0.59003175	-1.2378841	-0.27558021	1.237721	0.27603888	1.1318512e-05	2.0392913	2	2	0	0	-92.553926	R0:S0:1	1.1293135	-119.024	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:23
2x2_2C_8b_C2v_L	8.3699617	0	14	2.911	-0.61863777	-5.5593844	-5.4855048	-0.60757727	-5.4883342	-0.61025458	0.57728542	-4.5207437	10.36	2.1928686e-05	-2.5255945e-05	3.3872409e-05	-6.6418685e-05	-1.369807e-05	1.8434925e-05	0.22492937	-8.0460664e-06	-0.20688615	-1.2496991	1.8079759	0.21112701	-1.8081483	-0.21177803	4.5778929e-05	-2.2692486	1.9306	1	0.2821	1.7689713e-07	1.2910721	1.6662306	-0.4556611	-0.10086479	0.043390349	0.13142145	1.9970477	1.9668262	1.8915963	1.9946311	1.8916286	1.9946029	0.0071958358	1.7536299	1.1293083	-7.2959205e-05	3.1188821e-05	-2.7333329e-05	0.00014874754	1.3556653e-05	-3.2695537e-05	-0.34844229	1.6575117e-06	0.17583521	0.58945851	-1.2381537	-0.27464154	1.2379958	0.27536845	-4.1411152e-05	2.0389737	2	2	0	0	-92.791311	R0:S0:1	1.1293083	-119.184	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:30
2x2_2C_8b_C2v_L	8.3700506	0	14	2.911	-0.62765314	-5.5670397	-5.5106007	-0.62522042	-5.5019439	-0.62161643	0.591587	-4.5342793	10.37	-6.0076763e-05	5.6542921e-05	3.2977719e-05	-6.1529448e-05	2.0344743e-05	-3.6201566e-05	0.22620552	7.7848464e-06	-0.20658033	-1.2496217	1.8094846	0.21322705	-1.8085657	-0.2121888	-2.0897319e-05	-2.2697097	1.9306	1	0.2821	3.8239291e-07	1.2910734	1.6662391	-0.45564848	-0.10086309	0.043389624	0.13140246	1.9970559	1.9668197	1.891704	1.9945378	1.8916948	1.9945876	0.0072661084	1.7537138	1.1292881	0.00020769431	-6.904934e-05	-3.131889e-05	0.00014123265	-2.12278e-05	8.4462753e-05	-0.35014633	2.2859124e-06	0.17558659	0.58950521	-1.2376976	-0.27705513	1.2375081	0.27573375	1.8159859e-05	2.038666	2	2	0	0	-93.028612	R0:S0:1	1.1292881	-119.344	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:36
2x2_2C_8b_C2v_L	8.3702132	0	14	2.911	-0.6466979	-5.6080829	-5.5166574	-0.634805	-5.5166198	-0.63343073	0.60004006	-4.5422984	10.38	-0.00010255287	7.1631925e-05	1.1197556e-05	3.2018937e-06	-5.0059333e-05	0.00011045505	0.22566144	3.9893137e-05	-0.20894737	-1.2516114	1.8090115	0.21297875	-1.8091007	-0.21265952	-9.5429285e-05	-2.2694216	1.9306	1	0.2821	-3.7695064e-07	1.2910764	1.6662438	-0.45562924	-0.10085357	0.043385495	0.13138888	1.9969962	1.9668922	1.8917137	1.9945522	1.8916978	1.9945654	0.0072339577	1.7537071	1.1292773	0.00035190291	-7.954148e-05	-1.687615e-05	-1.9348917e-05	3.2864853e-05	-0.00025208228	-0.34935719	-2.7045566e-05	0.17737565	0.58891528	-1.2375164	-0.27666347	1.237625	0.2763303	8.4243989e-05	2.0386143	2	2	0	0	-93.289395	R0:S0:1	1.1292773	-119.504	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:42
2x2_2C_8b_C2v_L	8.3702432	0	14	2.911	-0.65368	-5.6070059	-5.5374943	-0.64929646	-5.5275786	-0.64476765	0.609053	-4.5513936	10.39	8.4915448e-05	-6.4142191e-05	-9.3826625e-06	1.2301032e-05	-3.1342955e-05	4.3890917e-05	0.22525841	-1.9176725e-05	-0.20806695	-1.2509589	1.8102294	0.21416392	-1.8091697	-0.21300468	2.9064129e-05	-2.2693467	1.9306	1	0.2821	5.8294977e-07	1.2910768	1.6662475	-0.45562452	-0.10085377	0.043385451	0.13138603	1.9970186	1.9668617	1.8917624	1.9944987	1.8917522	1.9945534	0.0072111376	1.7536682	1.129274	-0.0002919851	6.963113e-05	1.6435074e-05	-2.8031244e-05	3.3890514e-05	-9.3046271e-05	-0.34880579	1.2899436e-05	0.17671003	0.58917607	-1.2373992	-0.27805626	1.2371821	0.27660468	-2.1543938e-05	2.0387755	2	2	0	0	-93.475124	R0:S0:1	1.129274	-119.664	uncorrelated	2	8eae08f	v2.2.3	YY	4	sharp_wc_2.0_b_50	parameters	new_boucle_param.py	2023-09-20@14:48
