model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_6b_C2v_L	5.8952748	0	13.587439	3.1170278	2.5572236	-0.20018367	-4.1536064	0.20017617	-4.1536116	-3.4368068	10.422488	1.0845012	-0.22150676	0.025550349	-0.10643637	0.025553533	4.3386471e-07	4.2384577e-07	0.10643544	1.9114397	0.22150432	-1.9114405	-2.3817518	2.3439092	1	0.30504082	-0.027253881	1.2306962	1.5939489	-0.70586514	-0.24735735	0.10103011	0.17862327	0.037856166	1.5621512	1.6982993	0.43785604	1.6982997	1.422633	1.144058	-0.53479243	1.2519888	0.20661966	0.97698151	0.20661155	5.1280763e-07	1.937328e-06	-0.97697539	-1.9786189	-1.2519942	1.9786182	2.9271918	2	2	0	0	-72.981218	R0:S0:1	1.144058	-116.88736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:34
2x2_2C_6b_C2v_L	5.9128002	0	13.587439	3.1170278	2.5618507	-0.19940805	-4.1607438	0.19944528	-4.1611751	-3.4437016	10.432488	1.0850098	-0.22064229	0.025542253	-0.10700392	0.025551037	-5.5949308e-07	5.5257383e-06	0.10700119	1.9119093	0.22065466	-1.9120023	-2.3824358	2.3439092	1	0.30504082	-0.027257357	1.2311259	1.5946614	-0.70428035	-0.24645942	0.10066972	0.17885856	0.037887533	1.5642027	1.6999285	0.43573192	1.6999339	1.4246437	1.1446228	-0.5353461	1.2497414	0.20558379	0.9754062	0.20557886	1.161814e-05	-3.8209581e-05	-0.97541022	-1.9728286	-1.2495939	1.9728745	2.9233086	2	2	0	0	-73.063992	R0:S0:1	1.1446228	-117.04736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:35
2x2_2C_6b_C2v_L	5.9302932	0	13.587439	3.1170278	2.5662416	-0.19866766	-4.1683881	0.19866646	-4.1683664	-3.4505879	10.442488	1.0854876	-0.21978551	0.025538519	-0.10756002	0.025536645	3.4718405e-08	2.0897242e-06	0.10756336	1.9124958	0.21978338	-1.9124935	-2.38312	2.3439092	1	0.30504082	-0.027255883	1.2315542	1.5953724	-0.70269816	-0.24556238	0.10031065	0.17909383	0.037919724	1.5663343	1.7015529	0.43364735	1.7015483	1.4266436	1.1451858	-0.53589882	1.2472779	0.20454119	0.97377718	0.20454647	2.5762421e-06	-1.0717495e-05	-0.9737898	-1.9671152	-1.2472301	1.967137	2.9194461	2	2	0	0	-73.147165	R0:S0:1	1.1451858	-117.20736	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:37
2x2_2C_6b_C2v_L	5.9477498	0	13.587439	3.1170278	2.5708398	-0.19792883	-4.1759269	0.19789339	-4.1757647	-3.4575442	10.452488	1.0860066	-0.2189184	0.025531625	-0.10812764	0.025531492	-9.8186162e-07	-5.9762779e-08	0.10812792	1.9130557	0.21890875	-1.9130218	-2.3838248	2.3439092	1	0.30504082	-0.027249493	1.2319811	1.5960803	-0.70111958	-0.24466482	0.099951408	0.17932831	0.037953429	1.5685006	1.7031669	0.43154697	1.7031664	1.4286464	1.1457474	-0.53646259	1.244687	0.20349935	0.97214898	0.20348739	3.6566647e-07	1.3033139e-05	-0.97214067	-1.9614208	-1.2447753	1.9613965	2.9155769	2	2	0	0	-73.230751	R0:S0:1	1.1457474	-117.36736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:38
2x2_2C_6b_C2v_L	5.9651848	0	13.587439	3.1170278	2.5753198	-0.19714241	-4.1831322	0.19713904	-4.1831641	-3.4645008	10.462488	1.0865069	-0.21803011	0.025517371	-0.10867857	0.02551159	8.4674873e-07	3.3924087e-06	0.10868079	1.9135469	0.21803081	-1.9135493	-2.3845327	2.3439092	1	0.30504082	-0.027238564	1.2324071	1.5967866	-0.69954293	-0.24376736	0.099593801	0.17956292	0.03798785	1.5706416	1.7047597	0.42937356	1.7047654	1.4306395	1.1463078	-0.53702588	1.2420811	0.20245381	0.97042777	0.20246313	-4.2875351e-07	-1.4276689e-05	-0.97043673	-1.9557605	-1.2421378	1.9557337	2.911729	2	2	0	0	-73.313553	R0:S0:1	1.1463078	-117.52736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:39
2x2_2C_6b_C2v_L	5.9826108	0	13.587439	3.1170278	2.5797645	-0.1963748	-4.1906895	0.19637189	-4.1905465	-3.4715139	10.472488	1.0870135	-0.2171355	0.025499503	-0.10923093	0.025499532	1.8595135e-06	9.7363571e-07	0.10923941	1.9141066	0.2171402	-1.9140816	-2.3852612	2.3439092	1	0.30504082	-0.027223078	1.2328323	1.5974928	-0.69796681	-0.24286918	0.099236346	0.17979693	0.038023683	1.5728426	1.7063576	0.42719351	1.7063585	1.432633	1.1468668	-0.53759637	1.2393208	0.20140546	0.96867179	0.20141347	-6.335966e-06	9.7759075e-07	-0.96869782	-1.9501046	-1.2394303	1.9500742	2.9078797	2	2	0	0	-73.397283	R0:S0:1	1.1468668	-117.68736	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:40
2x2_2C_6b_C2v_L	5.9999922	0	13.587439	3.1170278	2.5843979	-0.19563801	-4.1982703	0.19559165	-4.1979677	-3.4785221	10.482488	1.0875636	-0.21624946	0.025487669	-0.10979671	0.025485343	2.2129169e-07	-3.0232824e-06	0.10979254	1.9146796	0.21623785	-1.9146143	-2.3859873	2.3439092	1	0.30504082	-0.027202994	1.2332559	1.5981954	-0.6963949	-0.24197134	0.098879312	0.18003034	0.038061441	1.575075	1.7079445	0.42500341	1.7079459	1.4346209	1.1474241	-0.53818035	1.2364592	0.20035973	0.96692719	0.20034616	-7.1128196e-06	3.268035e-05	-0.96690212	-1.9444872	-1.236626	1.9444288	2.9040349	2	2	0	0	-73.481257	R0:S0:1	1.1474241	-117.84736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:42
2x2_2C_6b_C2v_L	6.0173043	0	13.587439	3.1170278	2.5888018	-0.19482915	-4.2054476	0.19483951	-4.2054826	-3.4856142	10.492488	1.0880718	-0.21533424	0.025462408	-0.11033299	0.025460816	2.1907501e-06	2.3520127e-07	0.11033654	1.915166	0.21533851	-1.9151762	-2.3867436	2.3439092	1	0.30504082	-0.027177938	1.2336776	1.598894	-0.69482979	-0.24107478	0.098523186	0.18026421	0.03809891	1.5772653	1.7095133	0.4227247	1.7095129	1.4366042	1.1479805	-0.53875429	1.2336261	0.19930241	0.96503597	0.19931032	-3.4434668e-06	-4.0027776e-06	-0.96505084	-1.9388758	-1.2336153	1.9388829	2.9002108	2	2	0	0	-73.564643	R0:S0:1	1.1479805	-118.00736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:43
2x2_2C_6b_C2v_L	6.0346474	0	13.587439	3.1170278	2.5933922	-0.19405484	-4.213037	0.19405723	-4.2130326	-3.4926736	10.502488	1.0886225	-0.21442142	0.025442182	-0.11089443	0.025442585	-1.3479402e-06	-4.9672128e-07	0.11088826	1.9157392	0.21441565	-1.9157357	-2.387489	2.3439092	1	0.30504082	-0.027150431	1.2340991	1.5995946	-0.69326087	-0.24017689	0.098168382	0.18049662	0.038138679	1.5794917	1.711084	0.42047427	1.7110783	1.4385789	1.1485341	-0.53934551	1.2306437	0.19824453	0.96323288	0.19824156	4.0338306e-06	-5.1489198e-07	-0.96321349	-1.9332906	-1.2305398	1.9333235	2.8963906	2	2	0	0	-73.649017	R0:S0:1	1.1485341	-118.16736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:44
2x2_2C_6b_C2v_L	6.0518844	0	13.587439	3.1170278	2.597753	-0.19325027	-4.2202825	0.19325855	-4.2204094	-3.4998239	10.512488	1.0891372	-0.21347967	0.025415976	-0.11143043	0.025410508	6.9227233e-07	-1.6623863e-06	0.11143569	1.9162358	0.21348752	-1.9162674	-2.3882662	2.3439092	1	0.30504082	-0.027117639	1.2345179	1.6002894	-0.69170217	-0.23928212	0.097814769	0.18072958	0.038178866	1.5817604	1.712622	0.41824434	1.7126257	1.440545	1.1490864	-0.53993128	1.2274541	0.19718818	0.96133128	0.19719628	-2.3752382e-06	1.4644401e-06	-0.96135342	-1.9278056	-1.2274847	1.9278021	2.8925999	2	2	0	0	-73.732459	R0:S0:1	1.1490864	-118.32736	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:45
2x2_2C_6b_C2v_L	6.0691467	0	13.587439	3.1170278	2.6024075	-0.19248457	-4.2279601	0.19248502	-4.2281089	-3.5069744	10.522488	1.0897171	-0.21255642	0.025390841	-0.11198678	0.025388213	1.8411643e-07	3.5386299e-06	0.11198909	1.9168292	0.21255644	-1.9168633	-2.3890439	2.3439092	1	0.30504082	-0.02708111	1.2349366	1.6009839	-0.69014095	-0.23838436	0.09746017	0.1809613	0.038220915	1.5840451	1.7141795	0.41593252	1.7141785	1.4425156	1.1496374	-0.54053327	1.2242683	0.19612481	0.95941202	0.19612689	5.6405736e-06	-1.8560898e-05	-0.95942345	-1.9222573	-1.2242072	1.9222862	2.8887882	2	2	0	0	-73.817674	R0:S0:1	1.1496374	-118.48736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:47
2x2_2C_6b_C2v_L	6.0863697	0	13.587439	3.1170278	2.6068675	-0.19168974	-4.2354289	0.19169242	-4.2354172	-3.5141687	10.532488	1.0902649	-0.21161171	0.025358314	-0.11252401	0.025356739	-1.0151336e-07	8.0955933e-07	0.11252559	1.9173761	0.21160735	-1.9173732	-2.3898327	2.3439092	1	0.30504082	-0.027039824	1.2353541	1.6016759	-0.68858374	-0.23748687	0.097106769	0.18119315	0.03826378	1.58636	1.7157152	0.41360857	1.7157091	1.4444812	1.1501876	-0.54113536	1.2209445	0.19506015	0.95739866	0.19506514	2.6253874e-06	-7.3296027e-06	-0.95740283	-1.9167791	-1.2208577	1.9168124	2.8849923	2	2	0	0	-73.901624	R0:S0:1	1.1501876	-118.64736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:48
2x2_2C_6b_C2v_L	6.1035743	0	13.587439	3.1170278	2.6113676	-0.19090172	-4.2430704	0.19089795	-4.2429867	-3.5214047	10.542488	1.0908284	-0.21065212	0.025326886	-0.1130778	0.025325839	-7.0680701e-07	7.8002791e-07	0.11307555	1.9179587	0.21065196	-1.9179418	-2.3906395	2.3439092	1	0.30504082	-0.026996103	1.2357704	1.6023677	-0.68702731	-0.23659024	0.096754526	0.18142423	0.038307806	1.5887043	1.7172405	0.41130754	1.7172407	1.4464366	1.150735	-0.54174216	1.2174471	0.19399948	0.95543852	0.1940004	-1.2670469e-07	-2.550038e-08	-0.95543362	-1.9113486	-1.2174791	1.9113348	2.8812148	2	2	0	0	-73.986683	R0:S0:1	1.150735	-118.80736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:49
2x2_2C_6b_C2v_L	6.1207212	0	13.587439	3.1170278	2.6158387	-0.19009462	-4.2505225	0.19008921	-4.2505492	-3.5286024	10.552488	1.0913926	-0.20968564	0.025289454	-0.1136175	0.025286604	-1.1860814e-07	-1.017566e-07	0.11361924	1.9184999	0.20968631	-1.9185077	-2.3914336	2.3439092	1	0.30504082	-0.026949293	1.2361849	1.6030563	-0.6854764	-0.23569482	0.096403853	0.18165495	0.038353253	1.5910264	1.7187524	0.40898189	1.7187535	1.4483796	1.1512806	-0.54235589	1.2139362	0.19293825	0.95341837	0.19293907	2.3310029e-07	6.4837057e-07	-0.95342479	-1.9059371	-1.2139576	1.9059337	2.8774571	2	2	0	0	-74.071219	R0:S0:1	1.1512806	-118.96736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:50
2x2_2C_6b_C2v_L	6.1379245	0	13.587439	3.1170278	2.6204122	-0.18930527	-4.2582562	0.18928903	-4.258205	-3.5359474	10.562488	1.0919902	-0.20871752	0.025254673	-0.11416596	0.025252442	-2.9305566e-07	-3.6405858e-07	0.11416459	1.9191091	0.20870828	-1.9190926	-2.3922796	2.3439092	1	0.30504082	-0.026898295	1.2365999	1.6037476	-0.68391958	-0.23479622	0.09605301	0.18188521	0.038400071	1.5933909	1.7202679	0.40660891	1.7202665	1.4503297	1.1518252	-0.54297715	1.210319	0.19186339	0.95135374	0.19186059	9.3967144e-07	3.7874201e-06	-0.95134171	-1.900524	-1.2103016	1.900525	2.8736909	2	2	0	0	-74.157009	R0:S0:1	1.1518252	-119.12736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:51
2x2_2C_6b_C2v_L	6.1550122	0	13.587439	3.1170278	2.6248353	-0.18847262	-4.2657453	0.18847804	-4.2656812	-3.5432111	10.572488	1.0925607	-0.20771922	0.025209219	-0.11470297	0.025212025	3.8510079e-07	4.2885076e-07	0.11470228	1.9196539	0.20771862	-1.9196401	-2.393094	2.3439092	1	0.30504082	-0.026843377	1.237012	1.6044318	-0.68237399	-0.23390086	0.095703184	0.18211492	0.038448128	1.5957503	1.7217617	0.40424124	1.7217591	1.4522634	1.1523678	-0.54360348	1.2065902	0.19079253	0.94925262	0.19079338	-7.742433e-07	-1.3996967e-06	-0.94925012	-1.8951705	-1.2065689	1.8951762	2.8699497	2	2	0	0	-74.241578	R0:S0:1	1.1523678	-119.28736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:52
2x2_2C_6b_C2v_L	6.1720754	0	13.587439	3.1170278	2.629307	-0.18766283	-4.273366	0.1876611	-4.273286	-3.5506248	10.582488	1.0931454	-0.2067195	0.025167765	-0.11525197	0.02516674	-1.4747999e-07	-2.7758322e-06	0.11524857	1.9202302	0.20672026	-1.9202129	-2.3939604	2.3439092	1	0.30504082	-0.026785872	1.237423	1.6051146	-0.6808304	-0.23300559	0.095353865	0.18234438	0.038496488	1.598144	1.7232481	0.40187218	1.7232496	1.4541964	1.1529085	-0.54422728	1.2027274	0.18972692	0.94716127	0.18972619	-4.0645455e-06	1.3848074e-05	-0.94715134	-1.88985	-1.2027717	1.889829	2.8662198	2	2	0	0	-74.327174	R0:S0:1	1.1529085	-119.44736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:53
2x2_2C_6b_C2v_L	6.1891202	0	13.587439	3.1170278	2.6338688	-0.1868385	-4.2809882	0.1868461	-4.2810224	-3.5579937	10.592488	1.0937599	-0.205704	0.025122448	-0.11579902	0.025128075	1.3784131e-06	1.9051673e-06	0.11579498	1.9208057	0.20570745	-1.9208132	-2.3948107	2.3439092	1	0.30504082	-0.026724715	1.237833	1.6057955	-0.67928813	-0.23211035	0.09500455	0.18257273	0.038547449	1.6005341	1.7247305	0.39946701	1.7247324	1.4561226	1.1534474	-0.5448699	1.1988071	0.18864613	0.94502533	0.18864057	-7.8813936e-07	-4.9746375e-06	-0.94501603	-1.8845268	-1.1988117	1.8845222	2.8624909	2	2	0	0	-74.412938	R0:S0:1	1.1534474	-119.60736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:55
2x2_2C_6b_C2v_L	6.2061196	0	13.587439	3.1170278	2.6383945	-0.18601779	-4.288575	0.1860292	-4.2887747	-3.5654288	10.602488	1.0943774	-0.20468655	0.02507605	-0.11634163	0.025072913	-4.0816418e-07	-7.4975314e-07	0.11634381	1.9213731	0.20468723	-1.9214163	-2.3956836	2.3439092	1	0.30504082	-0.026661116	1.2382415	1.6064739	-0.67775029	-0.23121542	0.094656317	0.18280094	0.038599231	1.6029313	1.7262046	0.39703206	1.7262016	1.4580429	1.1539847	-0.54551383	1.1948285	0.18757673	0.94284408	0.18758028	4.2055715e-06	-6.4078216e-06	-0.94285271	-1.87922	-1.1947279	1.8792656	2.8587779	2	2	0	0	-74.498871	R0:S0:1	1.1539847	-119.76736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:56
2x2_2C_6b_C2v_L	6.2231073	0	13.587439	3.1170278	2.6427744	-0.18521154	-4.2963484	0.18518415	-4.296234	-3.5729175	10.612488	1.0949712	-0.20365088	0.025027752	-0.11688436	0.025016975	-1.003712e-06	-1.7166961e-06	0.11689548	1.9219815	0.20364401	-1.9219572	-2.3965761	2.3439092	1	0.30504082	-0.026594459	1.238649	1.607153	-0.67621289	-0.23032091	0.094309304	0.18302902	0.038651428	1.6053924	1.7276612	0.39463056	1.7276608	1.4599545	1.1545204	-0.54615476	1.1906002	0.18651088	0.94065012	0.18652062	-9.3993943e-07	7.3881592e-06	-0.94067572	-1.8740104	-1.1906626	1.8739931	2.8550869	2	2	0	0	-74.584746	R0:S0:1	1.1545204	-119.92736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:57
2x2_2C_6b_C2v_L	6.2400945	0	13.587439	3.1170278	2.6474977	-0.18439559	-4.3043296	0.18436379	-4.3039636	-3.5804143	10.622488	1.0956383	-0.20261397	0.024972366	-0.11744304	0.024969584	4.0318456e-07	-2.7773621e-07	0.11744764	1.9226311	0.20260093	-1.9225557	-2.39747	2.3439092	1	0.30504082	-0.02652509	1.2390559	1.6078311	-0.6746752	-0.22942523	0.093962547	0.18325567	0.038706043	1.60783	1.7291234	0.39218828	1.729116	1.4618623	1.1550536	-0.54681511	1.1863816	0.18544037	0.93846088	0.18544351	-3.5576303e-06	1.0326924e-05	-0.9384631	-1.8687695	-1.186412	1.868759	2.8513918	2	2	0	0	-74.671715	R0:S0:1	1.1550536	-120.08736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:58
2x2_2C_6b_C2v_L	6.257009	0	13.587439	3.1170278	2.6519273	-0.18353635	-4.3118366	0.18352904	-4.3116965	-3.5879578	10.632488	1.0962646	-0.20154617	0.024912195	-0.11799028	0.024912534	2.0353459e-07	-2.2191452e-06	0.11798602	1.9231835	0.20154038	-1.9231487	-2.3983775	2.3439092	1	0.30504082	-0.026451691	1.2394607	1.608505	-0.67314434	-0.22853155	0.093616807	0.1834824	0.038761887	1.6102673	1.7305586	0.38974002	1.7305582	1.4637607	1.1555854	-0.54747761	1.1820563	0.18437074	0.93621956	0.18436887	-3.7921634e-06	1.2488431e-05	-0.93620079	-1.8635896	-1.182068	1.8635733	2.8477204	2	2	0	0	-74.757682	R0:S0:1	1.1555854	-120.24736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@10:59
2x2_2C_6b_C2v_L	6.2739463	0	13.587439	3.1170278	2.6564818	-0.1826978	-4.319691	0.18269994	-4.3195877	-3.5955173	10.642488	1.0969189	-0.20046794	0.024854968	-0.11854823	0.02485533	-1.0174562e-06	1.2501403e-09	0.11854293	1.9238029	0.20046869	-1.9237783	-2.3992929	2.3439092	1	0.30504082	-0.026376644	1.2398654	1.6091801	-0.67161075	-0.22763657	0.093271555	0.18370799	0.038818941	1.6127333	1.7319964	0.38727898	1.7319987	1.4656533	1.1561151	-0.54814745	1.1775909	0.18329681	0.93397417	0.1832973	-1.3244741e-06	2.6598137e-06	-0.93396097	-1.8584169	-1.1776303	1.8583901	2.8440545	2	2	0	0	-74.844858	R0:S0:1	1.1561151	-120.40736	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:00
2x2_2C_6b_C2v_L	6.2908009	0	13.587439	3.1170278	2.6610551	-0.18183203	-4.3272635	0.18187478	-4.327536	-3.6031124	10.652488	1.0975812	-0.19937467	0.024788137	-0.11910354	0.024796877	-1.9171462e-06	3.013268e-06	0.1190938	1.9243599	0.19939534	-1.9244181	-2.4002177	2.3439092	1	0.30504082	-0.026298856	1.2402677	1.6098505	-0.67008498	-0.22674365	0.092927347	0.18393328	0.038877082	1.6151866	1.7334159	0.38481468	1.7334263	1.4675361	1.1566427	-0.54882141	1.1730646	0.18223074	0.93169983	0.18222482	4.4664455e-06	-1.6705586e-05	-0.93169238	-1.8532813	-1.1731002	1.853262	2.8404088	2	2	0	0	-74.931609	R0:S0:1	1.1566427	-120.56736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:01
2x2_2C_6b_C2v_L	6.3076756	0	13.587439	3.1170278	2.6656498	-0.18103722	-4.3355168	0.18101309	-4.3351602	-3.6107296	10.662488	1.0982631	-0.19829977	0.02473285	-0.11965651	0.024725627	-6.5936813e-07	-1.8879797e-06	0.11966816	1.9250582	0.19828455	-1.9249815	-2.4011487	2.3439092	1	0.30504082	-0.026219158	1.24067	1.610521	-0.66855712	-0.22584862	0.092582802	0.18415752	0.038937041	1.6176798	1.7348508	0.38231675	1.7348412	1.4694182	1.1571688	-0.54950726	1.1684349	0.18115364	0.92938247	0.18116868	-2.6446991e-06	8.1040255e-06	-0.92940172	-1.8481358	-1.16842	1.8481402	2.8367592	2	2	0	0	-75.019337	R0:S0:1	1.1571688	-120.72736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:03
2x2_2C_6b_C2v_L	6.3245071	0	13.587439	3.1170278	2.6702987	-0.18015265	-4.3429883	0.18020141	-4.3434903	-3.6184463	10.672488	1.0989599	-0.19716196	0.024659643	-0.12022627	0.024667513	-9.8501127e-07	-2.3632533e-07	0.12022289	1.9255946	0.19718949	-1.9257054	-2.4021151	2.3439092	1	0.30504082	-0.026136638	1.2410705	1.6111899	-0.66703246	-0.22495554	0.09223922	0.1843815	0.038998082	1.6201706	1.7362486	0.37982952	1.7362609	1.4712903	1.1576927	-0.55019616	1.1636546	0.18009579	0.92707686	0.18008774	3.602532e-06	-9.2502106e-06	-0.92709066	-1.8430548	-1.1636922	1.8430523	2.8331336	2	2	0	0	-75.107014	R0:S0:1	1.1576927	-120.88736	uncorrelated	2	817c5bc	v2.2.6	YY	9	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:04
2x2_2C_6b_C2v_L	6.341318	0	13.587439	3.1170278	2.6749661	-0.17934531	-4.3513885	0.17933354	-4.3512508	-3.6262298	10.682488	1.0996754	-0.19606191	0.024600662	-0.12078942	0.0245903	-1.0863444e-06	1.5825289e-06	0.12080009	1.9263281	0.19605431	-1.9263003	-2.4030996	2.3439092	1	0.30504082	-0.026051625	1.2414701	1.611857	-0.66550974	-0.22406175	0.091895779	0.18460454	0.039060562	1.6226677	1.7376654	0.37731928	1.737659	1.4731602	1.1582145	-0.55089314	1.1588424	0.17901479	0.92473515	0.17903234	2.4287143e-06	-9.7522892e-06	-0.92476263	-1.8379686	-1.1588134	1.8379847	2.8295106	2	2	0	0	-75.19581	R0:S0:1	1.1582145	-121.04736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:05
2x2_2C_6b_C2v_L	6.3580389	0	13.587439	3.1170278	2.6793458	-0.17846394	-4.3589316	0.17848787	-4.3591388	-3.6339683	10.692488	1.1003349	-0.19490379	0.024515961	-0.12135824	0.024523434	2.936078e-07	4.3329553e-06	0.12135487	1.9268707	0.19491794	-1.9269142	-2.4040703	2.3439092	1	0.30504082	-0.025964455	1.2418673	1.6125195	-0.66399561	-0.22317097	0.091554022	0.18482777	0.039123378	1.6251776	1.7390412	0.37483103	1.7390498	1.4750124	1.1587349	-0.55158569	1.1538514	0.17797205	0.92239497	0.17796654	2.6347516e-06	-1.7546088e-05	-0.9223987	-1.832977	-1.1539001	1.8329569	2.8259251	2	2	0	0	-75.282739	R0:S0:1	1.1587349	-121.20736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:06
2x2_2C_6b_C2v_L	6.3747804	0	13.587439	3.1170278	2.6839604	-0.1776305	-4.3670783	0.17762206	-4.3671386	-3.6417517	10.702488	1.1010576	-0.19375407	0.024445726	-0.12193865	0.024446275	-1.0677791e-06	4.5679353e-07	0.12193502	1.9275428	0.19375035	-1.927553	-2.4050554	2.3439092	1	0.30504082	-0.025875496	1.2422642	1.6131828	-0.66247854	-0.22227907	0.091212049	0.18504938	0.039188942	1.6276829	1.7404315	0.37231586	1.7404319	1.4768607	1.1592526	-0.55229858	1.1488189	0.1769141	0.92007195	0.17690732	3.5564369e-06	-9.3096796e-07	-0.92005719	-1.8279527	-1.1487983	1.8279594	2.8223371	2	2	0	0	-75.371472	R0:S0:1	1.1592526	-121.36736	uncorrelated	2	817c5bc	v2.2.6	YY	10	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:08
2x2_2C_6b_C2v_L	6.3915139	0	13.587439	3.1170278	2.6886038	-0.17677447	-4.3752731	0.17677269	-4.3751605	-3.6496477	10.712488	1.1017933	-0.19258354	0.024368964	-0.12250738	0.024364295	2.0972317e-07	2.2204726e-06	0.12252195	1.9282213	0.19258524	-1.9282002	-2.406076	2.3439092	1	0.30504082	-0.025784577	1.2426603	1.6138452	-0.66096209	-0.22138624	0.090870349	0.18527053	0.039255304	1.6302144	1.7418109	0.36979265	1.7418105	1.4787076	1.1597687	-0.55301359	1.1436199	0.1758473	0.91764897	0.17586323	-8.0910187e-07	-1.0738313e-05	-0.91769243	-1.8229739	-1.1436715	1.8229595	2.8187565	2	2	0	0	-75.460613	R0:S0:1	1.1597687	-121.52736	uncorrelated	2	817c5bc	v2.2.6	YY	8	sharp_wc_2.0_b_50	self-energy/D	boucle.py	2023-11-03@11:09
