model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-0.68719518	0	12.707713	1.414372	-0.27047098	1.377866	0.26859467	1.3777498	0.26854348	0.78018738	0.48852655	2.9152119	-0.54351164	-8.5482191e-06	-0.41587941	0.15039152	-0.41587696	0.15037134	-0.18773988	0.00018648095	1	6.1460646e-06	0.19410025	-0.017847449	-0.091972122	0.017835377	0.091963843	0.00012584696	0.098989106	0.39591635	0.047956863	0.97013615	-0.63952094	-0.12041492	0.019762029	0.0051016454	1.9988813	0.03183203	0.13385635	0.031837116	0.1338527	0.012310822	0.0024117549	0.97237941	0.20353473	4.3785491e-05	0.49578337	-0.54761955	0.49580702	-0.54760038	0.34255377	-0.00038793818	-0.43681132	-1.6410273e-05	-0.082326912	-0.17403927	0.8358378	0.17408448	-0.83581712	-0.00013179967	-0.11590463	-0.025235442	-13.411472	R0:S0:1	0.97237941	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@11:58
2x2_2C_8b_C2v_L	-0.68706913	0	12.712713	1.4144603	-0.27046377	1.3778947	0.26851355	1.3777748	0.26848335	0.78030318	0.48808013	2.9152119	-0.54350722	7.1791886e-06	-0.41588542	0.15038558	-0.41589285	0.150363	-0.18776029	0.00017213297	1	-5.8137694e-06	0.19412354	-0.01783685	-0.091969521	0.017830546	0.091975279	0.00011798766	0.098963551	0.39591635	0.047958603	0.97011119	-0.63939591	-0.12041235	0.019748055	0.005099022	1.9988812	0.031844049	0.13393056	0.031849138	0.13393533	0.012316206	0.0024123811	0.97235561	0.20349562	-3.7930335e-05	0.49578091	-0.54780625	0.49580299	-0.54778293	0.34253629	-0.00035786904	-0.43670325	1.83322e-05	-0.082320429	-0.17410637	0.83594217	0.17414317	-0.83599207	-0.00012419719	-0.11591799	-0.025250352	-13.411098	R0:S0:1	0.97235561	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@12:06
2x2_2C_8b_C2v_L	-0.68696761	0	12.717713	1.4144773	-0.27040556	1.3780473	0.26841403	1.3779702	0.26842468	0.78026454	0.48740756	2.9152119	-0.54350453	3.0405652e-06	-0.41589874	0.15039818	-0.4159021	0.15038807	-0.18776381	2.1822484e-05	1	-3.2441045e-06	0.19413314	-0.017841614	-0.091976573	0.017837302	0.091982042	1.3562759e-05	0.098924764	0.39591635	0.047959923	0.97007802	-0.63929126	-0.12042027	0.019734031	0.0050965612	1.9988811	0.03185831	0.13406808	0.031861818	0.13406184	0.012325001	0.0024130984	0.9723233	0.20345737	-1.601627e-05	0.49580757	-0.5481686	0.49582434	-0.5481447	0.34254505	-4.5254072e-05	-0.43660104	9.4995311e-06	-0.082308678	-0.17414421	0.83619432	0.17416847	-0.83619899	-1.4544761e-05	-0.11592703	-0.025272248	-13.410637	R0:S0:1	0.9723233	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@12:14
2x2_2C_8b_C2v_L	-0.686814	0	12.722713	1.4146734	-0.27039572	1.3780178	0.26834806	1.3779473	0.26833907	0.78056045	0.48733206	2.9152119	-0.54352244	-4.8121976e-06	-0.41590327	0.15038169	-0.41590942	0.15036752	-0.18780187	8.9209815e-05	1	6.7988583e-06	0.19415258	-0.017840555	-0.091976948	0.017821217	0.091968651	5.8336828e-05	0.09892158	0.39591635	0.04796096	0.97006236	-0.6391434	-0.12040573	0.019720121	0.0050941936	1.9988812	0.031861795	0.13411644	0.031868401	0.13409308	0.01232674	0.0024136804	0.97230899	0.20342682	2.2347918e-05	0.495735	-0.54821988	0.49577518	-0.5481807	0.34249813	-0.00018678067	-0.43648509	-2.1801011e-05	-0.082300874	-0.17416146	0.8362893	0.17422394	-0.83619835	-5.9533442e-05	-0.11595001	-0.02527935	-13.410236	R0:S0:1	0.97230899	b8cfe21	v2.4.3	Y	Broyden	2	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@12:19
2x2_2C_8b_C2v_L	-0.68671319	0	12.727713	1.4146577	-0.27037853	1.378081	0.26824424	1.3782517	0.26828365	0.78038813	0.48690495	2.9152119	-0.54351423	-9.1326196e-06	-0.41594984	0.15034623	-0.41593511	0.15039149	-0.18778979	-2.9256168e-05	1	2.9099333e-06	0.19415777	-0.017830002	-0.092008657	0.017845783	0.091999011	-2.0269896e-05	0.098911576	0.39591635	0.047958206	0.97002845	-0.63903901	-0.12041477	0.019706201	0.0050918657	1.9988812	0.031886542	0.13422927	0.031877431	0.1342316	0.012335517	0.0024149999	0.97227503	0.20338844	5.0279431e-05	0.49583363	-0.54848321	0.49579089	-0.54854252	0.34249793	6.1419338e-05	-0.43638427	-5.3814167e-06	-0.082287624	-0.1742472	0.83655539	0.17417234	-0.83649641	2.0645295e-05	-0.11598012	-0.02530241	-13.409892	R0:S0:1	0.97227503	b8cfe21	v2.4.3	Y	Broyden	8	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@12:32
2x2_2C_8b_C2v_L	-0.68660366	0	12.732713	1.4147909	-0.27036469	1.3783102	0.26815215	1.3780894	0.26810537	0.78039784	0.48624174	2.9152119	-0.54350377	5.4852826e-06	-0.41595441	0.15037761	-0.41595519	0.15034093	-0.18779995	0.00016108531	1	-5.6777987e-06	0.19419846	-0.01783347	-0.091998717	0.017821067	0.091998624	0.00010718197	0.098873118	0.39591635	0.04795903	0.96999813	-0.63892786	-0.12041888	0.019692174	0.0050890953	1.9988808	0.031896073	0.13435047	0.031904899	0.13434398	0.012343705	0.0024157499	0.97224577	0.20334569	-2.9592964e-05	0.49583203	-0.54883321	0.49587179	-0.54878677	0.34250249	-0.00033565153	-0.43627967	1.7256154e-05	-0.082288712	-0.17426044	0.83670113	0.17432458	-0.83670979	-0.00011235371	-0.1159894	-0.025321758	-13.409503	R0:S0:1	0.97224577	b8cfe21	v2.4.3	Y	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@12:40
2x2_2C_8b_C2v_L	-0.68647368	0	12.737713	1.4146494	-0.27025292	1.3779991	0.2680084	1.3784809	0.26817532	0.78053771	0.48591698	2.9152119	-0.54351237	6.8848433e-05	-0.41596263	0.15031138	-0.41596604	0.1503928	-0.18782137	6.5382036e-05	1	-4.7776307e-05	0.19415078	-0.017813781	-0.092021756	0.017857683	0.092032653	4.1362954e-05	0.098880139	0.39591635	0.047956244	0.96997361	-0.63879899	-0.12041607	0.019678239	0.0050874255	1.9988813	0.031918297	0.13442361	0.031897964	0.13442091	0.012348049	0.0024175501	0.97222201	0.20331855	-0.0003639875	0.49587261	-0.54892213	0.49578724	-0.54899605	0.34247809	-0.00013977988	-0.43617151	0.00013363082	-0.08225549	-0.1743676	0.8369119	0.17419376	-0.83686917	-3.9100299e-05	-0.11603466	-0.02533644	-13.408945	R0:S0:1	0.97222201	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@12:49
2x2_2C_8b_C2v_L	-0.68636219	0	12.742713	1.4149211	-0.27031926	1.3780725	0.26794842	1.3783137	0.26803416	0.78041368	0.48545715	2.9152119	-0.5434975	7.1746399e-05	-0.41596657	0.15032403	-0.41597765	0.15035327	-0.1878207	0.00011154233	1	-5.3709889e-05	0.19422389	-0.017822083	-0.092035011	0.017842253	0.0920459	7.1084427e-05	0.098858828	0.39591635	0.047955001	0.96994323	-0.63868568	-0.12042069	0.019664166	0.0050844491	1.9988806	0.031930928	0.13453223	0.031922188	0.13452833	0.012356457	0.0024184633	0.97219255	0.20327235	-0.00037829406	0.49588583	-0.54920971	0.49585298	-0.54922714	0.34247681	-0.00023557328	-0.43606676	0.00015227847	-0.082269666	-0.1743767	0.83709893	0.17430181	-0.83709439	-7.1041262e-05	-0.11605383	-0.025356019	-13.408732	R0:S0:1	0.97219255	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@12:59
2x2_2C_8b_C2v_L	-0.68620506	0	12.747713	1.414515	-0.26997545	1.3782745	0.26783788	1.3786481	0.2680104	0.78055129	0.48512768	2.9152119	-0.5435479	6.535889e-05	-0.41600258	0.15030341	-0.41599947	0.15038848	-0.18783356	0.00013857189	1	-4.933329e-05	0.19406661	-0.017806074	-0.092003924	0.017844733	0.092013113	9.0185749e-05	0.098809345	0.39591635	0.047961083	0.96993089	-0.63853636	-0.12040093	0.019650513	0.0050831285	1.9988826	0.031932584	0.13457381	0.031915558	0.1345662	0.012357293	0.0024175793	0.97218127	0.20326207	-0.00034397815	0.49581185	-0.54925763	0.49573984	-0.54932864	0.3423996	-0.0002914142	-0.43595087	0.00014150452	-0.082188631	-0.17444242	0.83712106	0.17429021	-0.83705322	-9.165457e-05	-0.11603522	-0.025360509	-13.407636	R0:S0:1	0.97218127	b8cfe21	v2.4.3	Y	Broyden	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@13:05
2x2_2C_8b_C2v_L	-0.68611062	0	12.752713	1.4152134	-0.27034618	1.3784339	0.26782387	1.3782776	0.26779992	0.78069731	0.48475761	2.9152119	-0.54349652	-4.1279917e-05	-0.41600176	0.15033358	-0.41600503	0.1503188	-0.18785405	5.064774e-05	1	2.8366643e-05	0.19429614	-0.017818849	-0.092037367	0.017811311	0.092037993	3.9341754e-05	0.098814085	0.39591635	0.047957651	0.96989435	-0.63843669	-0.12041415	0.019636451	0.005079127	1.9988804	0.03194643	0.13470018	0.031952855	0.13469907	0.012365938	0.002419484	0.97214518	0.20319509	0.00021894133	0.49584757	-0.54963113	0.49587716	-0.54961306	0.34242635	-0.00010302611	-0.4358508	-7.7249583e-05	-0.082266618	-0.17443855	0.83736241	0.17447856	-0.83736954	-4.4396386e-05	-0.11607967	-0.025385434	-13.408065	R0:S0:1	0.97214518	b8cfe21	v2.4.3	Y	Broyden	8	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-05-09@13:19
