model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1
2x2_2C_8b_C2v_L	8.3930359	0	14	3.4161	0.0066176801	-2.9990199	-3.738215	-0.13350519	-3.7366751	-0.13312215	0.17792025	-3.3228111	10.13	-0.0019383531	-3.5491242e-05	0.013080948	-0.19058546	0.012967119	-0.19047021	0.00036266907	-6.4892029e-05	-0.1195845	-1.0662026	1.6948072	0.055871854	-1.694535	-0.055276474	0.26416628	-2.2400068	2.0342	1	0.236	0.016162272	1.2475337	1.6126175	-0.62429888	-0.21473485	0.087553106	0.14781711	0.24462976	1.9347215	1.7775445	1.5560655	1.7775489	1.5557272	0.017315645	1.5050704	1.1196692	0.017539653	-9.0830819e-05	0.12967707	1.2174037	0.12992604	1.2186961	-0.0016450787	4.2638457e-05	1.2261012	0.74315422	-1.6532546	-0.65274213	1.6530171	0.65027584	-0.30314982	2.6632036
2x2_2C_8b_C2v_L	8.1325625	0	14	3.4161	0.012061584	-2.8973986	-3.6258084	-0.15091176	-3.6257297	-0.15087302	0.19211158	-3.2177485	9.98	0.00046516329	4.0123627e-05	0.0096554366	-0.20687456	0.0096974612	-0.20683282	-5.1307086e-05	6.7534715e-06	-0.1239306	-1.0576911	1.6881737	0.035759493	-1.6881268	-0.035888623	0.28277198	-2.2357429	2.0342	1	0.236	0.012837813	1.2406875	1.6021811	-0.64842539	-0.2305418	0.093688519	0.14532663	0.29622543	1.9282839	1.7588978	1.5244118	1.7588576	1.524467	0.020760544	1.4707647	1.1123681	-0.0041258983	-1.5455694e-05	0.14202969	1.2983567	0.14193617	1.297808	0.00021038438	-7.7330181e-06	1.3152563	0.77071308	-1.7129449	-0.59381441	1.7131379	0.5945097	-0.32366157	2.7338676
2x2_2C_8b_C2v_L	8.0509327	0	14	3.4161	0.012166816	-2.8576964	-3.5840475	-0.1559389	-3.5834038	-0.15604374	0.1955135	-3.1806045	9.93	0.00053150728	4.1131485e-05	0.0073945866	-0.2114915	0.0074138595	-0.21154407	-3.9604831e-05	1.135785e-05	-0.12509902	-1.0539471	1.6853411	0.0256697	-1.685234	-0.025798975	0.28776499	-2.2340224	2.0342	1	0.236	0.010074016	1.238511	1.5988635	-0.65596071	-0.23544644	0.095628739	0.14449419	0.31257695	1.9261394	1.7520268	1.524846	1.7520105	1.524798	0.022019005	1.4601472	1.1100199	-0.0048022085	1.1269126e-05	0.1422867	1.3115672	0.14224942	1.3118886	8.6283883e-05	-6.682616e-05	1.3350743	0.77875863	-1.7348854	-0.54721705	1.734813	0.54770772	-0.32942303	2.7552502
2x2_2C_8b_C2v_L	8.5881992	0	14	3.4161	-0.0017277702	-3.0820657	-3.8193334	-0.12064529	-3.8222201	-0.12083975	0.16407499	-3.3955397	10.24	0.0073207521	-0.00016395269	0.014106406	-0.17666062	0.013992806	-0.17681301	-0.00019815018	6.3924176e-05	-0.11644579	-1.0734642	1.6998618	0.066977488	-1.7004864	-0.06653432	0.24716359	-2.2421223	2.0342	1	0.236	0.016657085	1.2525859	1.6202335	-0.60622093	-0.20262991	0.0829614	0.14957748	0.21883547	1.9388236	1.7907021	1.5920021	1.7908268	1.5920288	0.014890099	1.5305362	1.1249874	-0.075649617	1.9016739e-05	0.11848195	1.1372179	0.11876352	1.1384453	0.0013295415	0.00017234256	1.1539477	0.72548645	-1.61017	-0.66449594	1.6098913	0.66246206	-0.28460708	2.609779
2x2_2C_8b_C2v_L	8.41347	0	14	3.4161	0.0061233142	-3.0092357	-3.7451415	-0.13279917	-3.7463537	-0.13279943	0.17678774	-3.3291919	10.14	-0.0012609272	-5.1691051e-05	0.013138725	-0.18950175	0.013020711	-0.18955266	0.00012896018	-4.9552577e-05	-0.11922164	-1.067303	1.6952334	0.056664163	-1.6955281	-0.056222095	0.26259393	-2.2400796	2.0342	1	0.236	0.016223888	1.2480685	1.6133962	-0.6224263	-0.21344348	0.087060956	0.14799234	0.23897642	1.9353331	1.7788721	1.563357	1.7789699	1.5631452	0.016982726	1.5080561	1.1202415	0.011453516	-5.7408078e-05	0.12871149	1.2068791	0.12894754	1.2083465	-0.00051582968	7.264067e-05	1.2167896	0.74016637	-1.649048	-0.65099877	1.6486537	0.64904443	-0.30110022	2.6569491
2x2_2C_8b_C2v_L	8.1493199	0	14	3.4161	0.012294195	-2.9072797	-3.6325082	-0.14958252	-3.632627	-0.14955941	0.19067612	-3.2248557	9.99	-0.0012508058	-6.5869208e-05	0.0098983067	-0.20622198	0.0097892276	-0.20617933	0.00024923395	-5.8292911e-05	-0.12372062	-1.0585862	1.6880703	0.037052612	-1.6881158	-0.036585528	0.28202605	-2.2355993	2.0342	1	0.236	0.013126854	1.2411399	1.6027888	-0.64692252	-0.22946198	0.093279019	0.14546527	0.29325467	1.9287601	1.7603379	1.5244781	1.7603703	1.5246102	0.020636282	1.473298	1.1128501	0.011056099	-0.00011824899	0.14096259	1.2952861	0.14130919	1.2955161	-0.0010993169	5.0527198e-05	1.3095544	0.76902207	-1.7082665	-0.59831243	1.708169	0.59640893	-0.32312915	2.7284751
2x2_2C_8b_C2v_L	8.4266943	0	14	3.4161	0.0053600011	-3.014768	-3.7544035	-0.13092014	-3.7539361	-0.13087771	0.17550188	-3.3361016	10.15	0.0026933897	7.8185576e-05	0.013368902	-0.18821305	0.013402282	-0.1881369	-0.00016819894	1.637949e-05	-0.11900669	-1.0676557	1.6959719	0.058121789	-1.695811	-0.058435968	0.26128894	-2.2403824	2.0342	1	0.236	0.01639889	1.2484069	1.6139637	-0.62116601	-0.21268584	0.08676691	0.14813251	0.23961864	1.9354403	1.7799556	1.5593792	1.7798985	1.5593125	0.016897613	1.5093071	1.120585	-0.02478175	5.9047402e-05	0.12810151	1.2072775	0.12791487	1.2064948	0.00064194447	-6.8783047e-05	1.2147108	0.74028051	-1.6453348	-0.65812722	1.6455441	0.6596254	-0.30014309	2.6542927
2x2_2C_8b_C2v_L	8.6081856	0	14	3.4161	-0.0032300314	-3.092116	-3.8317082	-0.12011751	-3.8299935	-0.11976311	0.162847	-3.4021032	10.25	0.0010415375	1.9955127e-05	0.014226155	-0.17514505	0.014159043	-0.17507326	0.00022071272	-2.5308166e-05	-0.11590818	-1.0745293	1.7015706	0.06821639	-1.7012588	-0.06780257	0.24506197	-2.2425485	2.0342	1	0.236	0.016636433	1.2530972	1.6210152	-0.60435861	-0.20139156	0.082490221	0.14975022	0.20793233	1.9393118	1.7920407	1.5982328	1.7920537	1.5978869	0.014591563	1.533173	1.1255256	-0.011163231	-7.2506732e-05	0.11744999	1.126192	0.11757372	1.1275632	-0.0010408814	-4.9991652e-06	1.1467584	0.72312698	-1.6061587	-0.66442034	1.6058336	0.66280045	-0.28213669	2.6042615
2x2_2C_8b_C2v_L	8.4452794	0	14	3.4161	0.0042237113	-3.0201212	-3.7609781	-0.13001124	-3.7612765	-0.12990761	0.17469515	-3.3426872	10.16	-0.00169705	-4.0727377e-05	0.0135943	-0.18661614	0.013560832	-0.18658242	0.00013395422	-2.7059038e-05	-0.11864313	-1.0681095	1.6964449	0.059727768	-1.6965576	-0.05952473	0.25944681	-2.2408691	2.0342	1	0.236	0.016473941	1.2488852	1.6147322	-0.61941664	-0.21158224	0.086338466	0.14831598	0.23573601	1.9358332	1.7810659	1.5641555	1.7810436	1.5642223	0.016606492	1.511577	1.1210974	0.015888709	-3.6204222e-05	0.12710527	1.1979685	0.12720997	1.1978205	-0.00053738227	5.7573139e-05	1.2082574	0.73837955	-1.6417042	-0.66155119	1.6418954	0.66081275	-0.29796538	2.6496927
2x2_2C_8b_C2v_L	8.1323068	0	14	3.4161	0.012243115	-2.8968273	-3.6247341	-0.15060905	-3.6234702	-0.15066132	0.19177757	-3.2176129	9.98	0.0023536571	0.00011324155	0.0094060262	-0.20699486	0.0096610248	-0.20692112	-0.00058752675	0.0001095615	-0.12390951	-1.0574896	1.6878382	0.03472154	-1.6874194	-0.035897187	0.28295474	-2.2354933	2.0342	1	0.236	0.012754803	1.2406861	1.6021279	-0.64847832	-0.2305144	0.093687388	0.14531117	0.29697631	1.9282716	1.7590595	1.5233127	1.7587829	1.5241567	0.020850687	1.4709038	1.1123683	-0.020806862	0.00015223023	0.14202749	1.3009501	0.14145657	1.2968268	0.00270496	-2.9997059e-05	1.3146374	0.77085592	-1.7121379	-0.58882602	1.7134261	0.59450306	-0.324095	2.733478
2x2_2C_8b_C2v_L	8.0624553	0	14	3.4161	0.01410271	-2.8711235	-3.5977204	-0.15535138	-3.5976056	-0.15530035	0.19497378	-3.1877359	9.94	-0.00027959773	7.8757676e-06	0.0086917926	-0.21124359	0.0085825945	-0.21121908	0.00027621547	-0.00011167975	-0.12504605	-1.0553105	1.68587	0.030983957	-1.6858932	-0.030453799	0.28780221	-2.2331725	2.0342	1	0.236	0.011317697	1.2388362	1.5992476	-0.65497759	-0.23464258	0.095316361	0.14460372	0.30944268	1.9265493	1.7539028	1.5164778	1.7540157	1.5158238	0.021768181	1.4619437	1.1103743	0.0024167118	-9.4199388e-05	0.14406051	1.3154371	0.14426158	1.3176936	-0.0013598554	3.5256269e-05	1.3352909	0.77807687	-1.7291462	-0.5779195	1.7284731	0.57539888	-0.32934512	2.7513297
2x2_2C_8b_C2v_L	8.6253472	0	14	3.4161	-0.004238101	-3.1008383	-3.838245	-0.11872129	-3.837827	-0.11855593	0.16115373	-3.408001	10.26	0.0019747225	-5.0061625e-06	0.014252433	-0.17366953	0.014210597	-0.17370713	0.0002341043	-3.6792318e-05	-0.1156541	-1.07531	1.7017992	0.069184959	-1.7017941	-0.068792504	0.24327431	-2.2424923	2.0342	1	0.236	0.01663261	1.2535372	1.6216789	-0.60276428	-0.20032239	0.082088227	0.14989793	0.20625147	1.9396169	1.7931657	1.6007139	1.7932075	1.6005702	0.014389332	1.5353036	1.1259799	-0.021747832	-0.00014980181	0.1164319	1.1188923	0.11658148	1.1201928	-0.00097124199	8.5836014e-05	1.1409905	0.72195972	-1.6023396	-0.66547153	1.6020557	0.66374519	-0.28029204	2.599683
2x2_2C_8b_C2v_L	8.4638845	0	14	3.4161	0.0039342086	-3.0291639	-3.768455	-0.12867533	-3.7683284	-0.12881076	0.17335331	-3.3495641	10.17	0.0023112935	2.9516854e-05	0.013535088	-0.18561369	0.013586869	-0.18562199	-0.00022085195	3.8238879e-05	-0.11833578	-1.0689263	1.6968626	0.059946387	-1.6967743	-0.060289312	0.25821663	-2.2409409	2.0342	1	0.236	0.016490916	1.2493735	1.6154137	-0.61772717	-0.21037902	0.085888465	0.14846888	0.23207443	1.9363117	1.7823894	1.5681367	1.7823703	1.5682188	0.016406064	1.5143179	1.1216144	-0.021632856	8.1151231e-05	0.12594589	1.1908157	0.12579461	1.1901277	0.00095921236	-4.9789978e-05	1.2000143	0.73625416	-1.6374701	-0.65856966	1.6375518	0.66000723	-0.2966292	2.6438696
2x2_2C_8b_C2v_L	8.6441747	0	14	3.4161	-0.0056241562	-3.1074384	-3.8442275	-0.11751141	-3.8484474	-0.1180598	0.15998097	-3.4150267	10.27	0.00034147645	-4.8434465e-05	0.014295155	-0.1721716	0.014315099	-0.17219664	-0.0002932723	2.965653e-05	-0.11535474	-1.0758016	1.702161	0.069831222	-1.7029729	-0.070265954	0.24145244	-2.2429473	2.0342	1	0.236	0.016607998	1.2540182	1.6224166	-0.60101045	-0.19915394	0.081649649	0.1500656	0.20285437	1.9399645	1.7944454	1.6052546	1.7943649	1.6061769	0.014146068	1.5377108	1.1264823	-0.0040287067	-9.0289001e-05	0.11551175	1.1114009	0.11555165	1.1080721	0.0016187587	0.00015442472	1.1345753	0.72032485	-1.5976587	-0.66338361	1.5987626	0.66533067	-0.27817655	2.5947295
2x2_2C_8b_C2v_L	8.1155242	0	14	3.4161	0.012441397	-2.8912065	-3.6165071	-0.15180196	-3.6162897	-0.15171116	0.19247943	-3.2101748	9.97	-0.0019179857	-5.9513283e-05	0.0093163083	-0.20793861	0.009034755	-0.20796452	0.00058901465	-0.00011077677	-0.12419208	-1.0571182	1.6871087	0.034236608	-1.6871801	-0.033043066	0.2839877	-2.2350728	2.0342	1	0.236	0.012332446	1.2402408	1.6014406	-0.65003358	-0.23151669	0.094081665	0.14514084	0.30020596	1.9278543	1.7574976	1.5234663	1.7577602	1.5224228	0.021084336	1.4687319	1.1118898	0.016935846	-0.00019684341	0.14186377	1.3001958	0.14246673	1.304807	-0.0027921342	-1.3224016e-05	1.319463	0.77258876	-1.7176392	-0.5877578	1.7161666	0.58195071	-0.32526119	2.7378357
2x2_2C_8b_C2v_L	8.4818832	0	14	3.4161	0.0031961783	-3.0347129	-3.7751314	-0.12770137	-3.775398	-0.12756372	0.17234652	-3.3561791	10.18	-0.00082028623	1.8379698e-05	0.013686324	-0.1843095	0.013642511	-0.18431256	0.00019026205	-3.44508e-05	-0.11801234	-1.069305	1.6971393	0.061281501	-1.6972508	-0.061014074	0.25671306	-2.2411723	2.0342	1	0.236	0.016536904	1.249841	1.616115	-0.61606305	-0.20926095	0.085461884	0.1486355	0.22825846	1.9367035	1.7835516	1.5721481	1.7835846	1.5719157	0.016175882	1.516707	1.1221141	0.00775087	-7.1488791e-05	0.12481113	1.1821336	0.12488629	1.1831127	-0.00091859618	-4.6863144e-06	1.1931678	0.73443704	-1.6337412	-0.66080346	1.633555	0.65965467	-0.29493542	2.6389034
2x2_2C_8b_C2v_L	8.6607888	0	14	3.4161	-0.0066803886	-3.1166582	-3.8521011	-0.11613871	-3.8527691	-0.11649358	0.15790236	-3.4202536	10.28	-0.0021627964	5.5215384e-05	0.014266674	-0.1707863	0.014312674	-0.17077262	-0.00036282752	5.3163387e-05	-0.11513185	-1.076603	1.7026762	0.07051865	-1.7027255	-0.071109497	0.2395765	-2.2426198	2.0342	1	0.236	0.016583279	1.2544442	1.6230486	-0.5994712	-0.19810982	0.081258685	0.15020464	0.20207283	1.9402354	1.795523	1.6076025	1.7954739	1.6077534	0.013962867	1.5397414	1.1269198	0.025561277	0.0001725069	0.11457701	1.1037822	0.11438467	1.102161	0.0014040721	-0.00018269624	1.1292153	0.71941065	-1.594343	-0.66344968	1.5946603	0.66597525	-0.27634667	2.5902737
2x2_2C_8b_C2v_L	8.4998572	0	14	3.4161	0.0023706435	-3.0437426	-3.7839878	-0.12664237	-3.7829844	-0.12644417	0.17105937	-3.3627438	10.19	-0.0018835271	-7.556799e-07	0.013791898	-0.18306947	0.013744804	-0.18301719	0.00014956226	-2.0901814e-05	-0.11769818	-1.0701989	1.697952	0.062349744	-1.6977604	-0.062100656	0.2550778	-2.2413764	2.0342	1	0.236	0.016582458	1.2503053	1.6168202	-0.6143943	-0.20815085	0.085040645	0.1487959	0.22551298	1.9370971	1.7847875	1.5755846	1.7847891	1.5754234	0.015940732	1.5190397	1.1226007	0.018045198	-5.5103912e-05	0.12379743	1.1747894	0.12389525	1.1754408	-0.00067652994	1.5891578e-05	1.1865	0.73275929	-1.6297692	-0.6619878	1.6296238	0.66097135	-0.29313449	2.6339926
2x2_2C_8b_C2v_L	8.6798389	0	14	3.4161	-0.0080697589	-3.12743	-3.8622807	-0.11565744	-3.8588342	-0.11519768	0.15625821	-3.4267406	10.29	-0.0010105593	6.7940381e-05	0.014296167	-0.16930424	0.014348201	-0.16934805	0.00037523112	-4.2704352e-05	-0.11490565	-1.0776832	1.7037279	0.071753239	-1.7031184	-0.071508932	0.23762642	-2.2428141	2.0342	1	0.236	0.016527911	1.2549304	1.6237791	-0.59770252	-0.19691315	0.080811975	0.15036152	0.19881449	1.9405961	1.796695	1.6134135	1.7967918	1.6123733	0.013719604	1.5422048	1.1274194	0.01276861	0.00026518528	0.11349438	1.0912773	0.11327702	1.094784	-0.0022981638	-0.00033919817	1.1229651	0.71785959	-1.5909848	-0.66367867	1.5898078	0.66248115	-0.2741371	2.5850789
2x2_2C_8b_C2v_L	8.5184043	0	14	3.4161	0.001646837	-3.0534482	-3.793491	-0.1258032	-3.7928006	-0.12527601	0.16957404	-3.369894	10.2	-0.0017474653	-0.00012917395	0.013921599	-0.18195569	0.013883637	-0.1817561	0.00013717066	-1.6180671e-05	-0.11743249	-1.0712218	1.6988912	0.063310708	-1.6987624	-0.063150071	0.25347686	-2.2417303	2.0342	1	0.236	0.016608739	1.2507839	1.6175408	-0.61267635	-0.20699514	0.084604301	0.14895711	0.2221232	1.9375166	1.7861276	1.5796675	1.7860357	1.579418	0.015702128	1.5215337	1.1230998	0.016922501	0.00031973205	0.1226789	1.1673446	0.1225956	1.1668546	-0.00059413649	-8.6481801e-06	1.1794679	0.73092211	-1.625344	-0.6620325	1.6257748	0.66172186	-0.29133708	2.6287657
2x2_2C_8b_C2v_L	8.5351398	0	14	3.4161	0.00051335181	-3.05608	-3.7997027	-0.12416542	-3.7990158	-0.12456571	0.16871761	-3.375855	10.21	-0.008120691	-0.0001342147	0.014028301	-0.18026701	0.013914342	-0.18031796	-0.00012757367	3.0957546e-06	-0.11701984	-1.0711222	1.6991281	0.064628979	-1.6990049	-0.064448111	0.2517789	-2.2419078	2.0342	1	0.236	0.016666929	1.2512136	1.6182239	-0.61110485	-0.20599064	0.084219631	0.14912314	0.22710337	1.9377559	1.7871592	1.5820632	1.7871527	1.5824747	0.015482331	1.5234419	1.1235556	0.080449037	0.00011794771	0.12185954	1.159909	0.12222983	1.1597584	0.00066649371	-4.6867925e-06	1.1726557	0.72989251	-1.6219588	-0.66519567	1.6219309	0.66455077	-0.28947472	2.6248508
2x2_2C_8b_C2v_L	8.5549691	0	14	3.4161	-0.00010805696	-3.0670334	-3.807365	-0.12303968	-3.8073274	-0.12367698	0.16732385	-3.3832683	10.22	-0.0067446507	-0.00015165209	0.013903393	-0.17927659	0.014044966	-0.17932002	-0.00049108819	6.5058782e-05	-0.11656274	-1.0722362	1.6997096	0.064397104	-1.6995906	-0.065437616	0.25041759	-2.2421792	2.0342	1	0.236	0.016620768	1.2517309	1.6189392	-0.60930615	-0.20469279	0.083736823	0.14928032	0.22063406	1.9382922	1.7885912	1.5873007	1.7884382	1.5884437	0.015265831	1.5264511	1.1241014	0.06747595	0.00031332984	0.12063922	1.1527841	0.12042694	1.148428	0.0024462765	5.0217222e-05	1.1632474	0.72738376	-1.6170883	-0.65897996	1.6181232	0.66325058	-0.28791462	2.6184779
2x2_2C_8b_C2v_L	8.1174517	0	14	3.4161	0.012907788	-2.8947502	-3.6180214	-0.15200379	-3.6170165	-0.15206524	0.19193403	-3.2095457	9.97	0.00046815824	2.8967491e-05	0.0090061004	-0.20841861	0.0090600115	-0.20844775	-0.00014823249	3.4331512e-05	-0.12421363	-1.0575451	1.687207	0.032967931	-1.6869608	-0.033218407	0.28431022	-2.2344211	2.0342	1	0.236	0.012249466	1.2402986	1.6014468	-0.6499014	-0.2313255	0.094017226	0.14512294	0.29818061	1.9280667	1.7579374	1.5253657	1.7579102	1.5253923	0.021086644	1.4694841	1.1119478	-0.0041282775	4.0946461e-05	0.14171217	1.3007377	0.14158662	1.3006278	0.00067415023	-1.9307348e-05	1.3169098	0.77159056	-1.7160933	-0.58009784	1.7160708	0.58108885	-0.32561907	2.7359788
2x2_2C_8b_C2v_L	8.0996227	0	14	3.4161	0.012570459	-2.8835201	-3.6087487	-0.15305323	-3.6084109	-0.15300395	0.1933873	-3.2031292	9.96	0.0020994649	0.00010940204	0.0086720917	-0.20900793	0.0089222467	-0.20894798	-0.0005558979	0.00010274884	-0.12442574	-1.0563993	1.6867628	0.031310483	-1.6865787	-0.032447274	0.28511248	-2.2348304	2.0342	1	0.236	0.011871562	1.2398177	1.6007951	-0.6515043	-0.23246855	0.094456327	0.14498056	0.30270527	1.9274828	1.7564453	1.5234052	1.7561837	1.5241453	0.021292255	1.4667504	1.1114365	-0.018584872	0.00013427065	0.142713	1.3065963	0.14208963	1.3026426	0.0026109409	1.6409069e-05	1.3231989	0.77385147	-1.7204838	-0.57399242	1.7218238	0.57943268	-0.32637954	2.7418753
2x2_2C_8b_C2v_L	8.5693719	0	14	3.4161	-0.001503804	-3.0734055	-3.8146976	-0.12193078	-3.8146477	-0.12169435	0.16556173	-3.3881183	10.23	1.108317e-05	2.2900428e-05	0.014216609	-0.17744279	0.01418687	-0.1775302	3.8357035e-05	1.3593903e-05	-0.11655028	-1.0727447	1.7000917	0.067043866	-1.7000952	-0.066739535	0.24823609	-2.2420123	2.0342	1	0.236	0.016722307	1.2520933	1.6195692	-0.60791592	-0.20388318	0.083419727	0.14942827	0.21508356	1.9384294	1.7893616	1.5872725	1.7895037	1.5865411	0.015065372	1.5276981	1.1244715	-0.00010486584	6.7617489e-06	0.1200172	1.1446054	0.11996312	1.1473713	-0.00019728032	-1.3465291e-05	1.1630891	0.7272239	-1.6149057	-0.67006207	1.6140252	0.66842746	-0.28584484	2.6157505
2x2_2C_8b_C2v_L	8.0841427	0	14	3.4161	0.012921736	-2.8773669	-3.6033734	-0.1544571	-3.602129	-0.15433839	0.19462198	-3.1964	9.95	-0.0016971508	-0.00010017506	0.0086462248	-0.20997981	0.0083905534	-0.20998463	0.00054274244	-0.00010162155	-0.12468277	-1.055931	1.6866257	0.031118618	-1.6864444	-0.030042118	0.28628943	-2.2346635	2.0342	1	0.236	0.011485862	1.2394039	1.6001764	-0.65292909	-0.23340221	0.094818944	0.14482232	0.30391102	1.9271965	1.7549495	1.5255906	1.7551913	1.524449	0.021418572	1.464861	1.1109895	0.014918582	-2.6770234e-05	0.14248657	1.3037281	0.14299639	1.3083581	-0.0025900445	-4.3929474e-05	1.3266797	0.77466685	-1.7260755	-0.573412	1.724558	0.56805689	-0.32730146	2.7457341
2x2_2C_8b_C2v_L	8.5904381	0	14	3.4161	-0.0027970187	-3.0802581	-3.8215766	-0.12121604	-3.8223753	-0.12129301	0.16481414	-3.3951113	10.24	0.00032223973	-2.2769839e-06	0.014246019	-0.17602512	0.014199286	-0.17597529	-0.0002139266	3.1970051e-05	-0.11612631	-1.0733135	1.7007183	0.067555919	-1.7008256	-0.067646597	0.24644349	-2.24249	2.0342	1	0.236	0.016665747	1.2526371	1.6203721	-0.60597373	-0.20255106	0.082918125	0.14961044	0.21062038	1.9389165	1.7907857	1.5951116	1.7907478	1.5953957	0.014764171	1.5306506	1.1250529	-0.0034583881	-9.628555e-05	0.11887357	1.1340822	0.11894881	1.1328681	0.0011666902	0.00010977159	1.1540136	0.72469902	-1.6099799	-0.66544361	1.6103583	0.66596521	-0.28353738	2.609704
2x2_2C_8b_C2v_L	8.6041788	0	14	3.4161	-0.0028328202	-3.091954	-3.8285396	-0.11899865	-3.828271	-0.11896546	0.16182171	-3.4008805	10.25	-0.0024216623	1.6821503e-05	0.014091722	-0.17507372	0.014187126	-0.17523493	-0.00023240843	5.6523735e-05	-0.11601972	-1.0744396	1.7007409	0.067833009	-1.7006038	-0.068140698	0.24511213	-2.2419668	2.0342	1	0.236	0.016681484	1.2529942	1.6208635	-0.60472489	-0.20165364	0.082589338	0.14971904	0.21081343	1.9391343	1.7917239	1.5925407	1.7918747	1.5918691	0.01470868	1.5323957	1.1254097	0.025775243	0.00020668912	0.11773526	1.1313879	0.11735506	1.1333556	0.00098967947	-6.8670778e-05	1.1495862	0.72441693	-1.6070873	-0.66681002	1.6061465	0.66740201	-0.28273245	2.6056493
2x2_2C_8b_C2v_L	8.622299	0	14	3.4161	-0.0048752252	-3.0990302	-3.8368928	-0.11823691	-3.8384702	-0.11827367	0.16073233	-3.4073871	10.26	-0.0007921947	3.2447811e-05	0.014347144	-0.17323498	0.014383146	-0.17327747	-7.2223916e-06	8.8687573e-06	-0.11577737	-1.0750275	1.7015588	0.06977463	-1.7018945	-0.069848073	0.24284326	-2.2424773	2.0342	1	0.236	0.016705524	1.2534503	1.6216292	-0.60299293	-0.20059875	0.082182077	0.14989007	0.20825235	1.9394039	1.7929396	1.596661	1.792966	1.5965541	0.014425524	1.5343776	1.12588	0.0089112674	2.0451004e-05	0.1169508	1.1224235	0.11684044	1.1225551	-5.5797873e-05	-5.3657069e-05	1.1455377	0.72326705	-1.6028129	-0.67096606	1.6028204	0.67124419	-0.28013999	2.6016125
2x2_2C_8b_C2v_L	8.6967651	0	14	3.4161	-0.0092236592	-3.1356015	-3.8669364	-0.11370295	-3.8686718	-0.11430276	0.1542961	-3.4330601	10.3	-0.0013894854	3.2434972e-05	0.014269887	-0.16783656	0.014351546	-0.16789676	-0.00039813557	5.3868556e-05	-0.11470217	-1.0783259	1.7036759	0.072151049	-1.7039375	-0.072806577	0.23577017	-2.2428746	2.0342	1	0.236	0.016497922	1.255362	1.6244289	-0.59612913	-0.19585285	0.080416067	0.15050483	0.1973184	1.9408616	1.7978727	1.615005	1.7978534	1.6152664	0.013532374	1.5442866	1.1278606	0.017862323	0.00019476635	0.11244056	1.0865652	0.11224619	1.0848906	0.00155785	-0.00019569345	1.1177469	0.71688756	-1.5864836	-0.66218115	1.586763	0.66483255	-0.27226199	2.5806245
2x2_2C_8b_C2v_L	8.6441212	0	14	3.4161	-0.0043493101	-3.1114073	-3.8443541	-0.11717618	-3.8452898	-0.11725358	0.15924192	-3.4149795	10.27	0.00073197427	-2.7335354e-05	0.014053863	-0.17293719	0.014033495	-0.17290569	-0.00013051441	1.0884464e-05	-0.11538634	-1.0763027	1.7019234	0.068748308	-1.7020457	-0.068772924	0.24213918	-2.2424187	2.0342	1	0.236	0.016547664	1.2540278	1.6223226	-0.60108243	-0.19905246	0.081626187	0.15003656	0.20206461	1.9400653	1.794493	1.604664	1.7944854	1.6049092	0.014232569	1.538181	1.1264881	-0.0080971343	-7.4710201e-05	0.11491879	1.1123387	0.11498258	1.1115284	0.00079692145	0.0001222306	1.1320275	0.71998962	-1.5978202	-0.65866784	1.5980426	0.65885167	-0.27911388	2.5934749
2x2_2C_8b_C2v_L	8.6581387	0	14	3.4161	-0.0058227345	-3.116943	-3.8519331	-0.11534404	-3.8515092	-0.11531885	0.15666824	-3.4197193	10.28	0.0014427809	-3.2797907e-05	0.014146831	-0.17116974	0.014124445	-0.17118326	0.00012667252	-1.7591895e-05	-0.11522492	-1.0765539	1.7023403	0.07026125	-1.7022824	-0.070086169	0.23989297	-2.2420991	2.0342	1	0.236	0.016587968	1.2543802	1.6229105	-0.59974048	-0.1982401	0.081314617	0.15017134	0.20261761	1.940161	1.7953976	1.6030491	1.7953983	1.6032155	0.014082787	1.5394443	1.126844	-0.016615085	-0.00011914458	0.11408426	1.107854	0.11422112	1.1079654	-0.00041111711	0.0001082087	1.1301159	0.72008004	-1.5947565	-0.66491398	1.5947566	0.66411878	-0.27717874	2.5906283
