model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	tpp	ave_D	ave_mu	ave_t	ave_tp	ave_tpp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.0790301	0	10.015295	-0.27718828	0.39847705	0.61028354	-0.2460047	0.24604628	0.61035403	0.62639755	-0.19551794	2.011062	4.6192759e-05	-3.8344275e-05	0.081232152	-0.13428411	0.22822088	0.08122992	-2.4065305e-05	-5.1901633e-05	1	-0.12546862	0.20052058	-0.40943388	0.22822834	-0.13431237	0.40943357	-0.55124514	-0.24497639	-0.76201266	0.10020614	0.0097957431	0.88671179	-0.76931972	0.36439724	-0.31969199	0.023955177	1.983722	0.27737348	0.17406614	1.5537841	0.4461492	0.17405673	0.085091925	1.8640529	0.88628708	-0.00056844825	1.3538552e-05	0.014248152	0.99213665	-1.2917112	0.01428082	5.6369797e-05	9.7227861e-05	-0.45184862	0.27743475	-1.771564	1.2863434	-1.2918322	0.99223715	-1.2863178	0.61673241	0.99785375	0.044638735	-11.805396	R0:S0:1	0.88628708	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@19:16
2x2_2C_8b_C2v_L	-1.0795121	0	10.005295	-0.27688442	0.39860205	0.61077477	-0.24594413	0.24591427	0.61080041	0.62683689	-0.19532897	2.011062	5.0268494e-05	-3.0754484e-05	0.08120297	-0.13434183	0.22818353	0.081170512	-5.4882028e-06	-1.533293e-05	1	-0.12542951	0.20054861	-0.40957413	0.22821105	-0.13432126	0.40958405	-0.55142132	-0.24489964	-0.76201266	0.10020614	0.009829292	0.88678557	-0.7696647	0.36454057	-0.31996935	0.024009713	1.9837243	0.2773739	0.17410902	1.553402	0.44651782	0.1740983	0.085080065	1.8640613	0.88634642	-0.00063918346	-2.9058407e-05	0.014510363	0.99307785	-1.2925478	0.014613051	-9.8294234e-06	4.8002606e-05	-0.45209137	0.27745194	-1.7719635	1.2868072	-1.2926292	0.9929248	-1.286728	0.61651313	0.99798928	0.04466049	-11.805571	R0:S0:1	0.88634642	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@19:21
2x2_2C_8b_C2v_L	-1.0799683	0	9.995295	-0.27681519	0.39884946	0.61116385	-0.24583417	0.24584159	0.61143079	0.62730609	-0.19511793	2.011062	0.00019210001	-0.00014376847	0.081189529	-0.13438424	0.22813275	0.081108309	8.9007543e-06	-4.5597875e-05	1	-0.12542918	0.20059285	-0.40971345	0.22818705	-0.13437839	0.40975446	-0.55161325	-0.24480017	-0.76201266	0.10020614	0.0098622138	0.88685585	-0.76999752	0.36466777	-0.32023347	0.02406452	1.9837292	0.27730177	0.17422983	1.5529667	0.44674142	0.17403346	0.08506835	1.864094	0.88641128	-0.0024584135	-7.203417e-05	0.01472853	0.99415445	-1.2932758	0.014913261	-0.00013164433	0.00017060489	-0.45234329	0.27745509	-1.7722431	1.2876163	-1.2933451	0.99347911	-1.2867191	0.61630239	0.99801375	0.044671801	-11.806077	R0:S0:1	0.88641128	b8cfe21	v2.4.3	Y	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@19:25
2x2_2C_8b_C2v_L	-1.08046	0	9.985295	-0.27649542	0.3989535	0.61186747	-0.24577478	0.24577671	0.61176448	0.6277107	-0.19487324	2.011062	-5.1048537e-05	4.4071124e-05	0.081085327	-0.13442847	0.22814651	0.081153064	1.2547211e-05	4.7344942e-05	1	-0.12538812	0.20062265	-0.40989118	0.22812523	-0.13446248	0.4098674	-0.55177502	-0.24469863	-0.76201266	0.10020614	0.0098957162	0.88693491	-0.77035575	0.36480676	-0.32050847	0.024119706	1.9837321	0.27731994	0.1740503	1.5528468	0.44734826	0.174256	0.085058627	1.8641026	0.88647087	0.00078583153	0.00014892332	0.01514478	0.99430091	-1.2940148	0.015035064	3.8645607e-05	-0.00014643953	-0.45259024	0.27747356	-1.7726961	1.2870566	-1.2941996	0.99517581	-1.2880475	0.61607456	0.99811036	0.044694151	-11.806123	R0:S0:1	0.88647087	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@19:30
2x2_2C_8b_C2v_L	-1.0809564	0	9.975295	-0.2762684	0.39906396	0.61230333	-0.24573482	0.24576475	0.61250379	0.62820897	-0.1947757	2.011062	0.00019084816	-0.00014591934	0.081121639	-0.13453428	0.22810262	0.081100171	-8.1155314e-06	-4.3249634e-05	1	-0.12536721	0.20065202	-0.41001561	0.22812774	-0.13456763	0.41003302	-0.55197052	-0.2446562	-0.76201266	0.10020614	0.009932725	0.88701136	-0.77071726	0.36494607	-0.32079476	0.024175681	1.9837331	0.27735145	0.17422385	1.5522809	0.44754756	0.17406862	0.08503624	1.8641255	0.88652865	-0.002345642	4.6909118e-05	0.0153088	0.99599134	-1.2949016	0.015315525	-4.3642617e-05	0.00013335124	-0.45283631	0.27751067	-1.7731918	1.2881942	-1.2949367	0.99566891	-1.2875214	0.61583424	0.9982895	0.044715369	-11.806777	R0:S0:1	0.88652865	b8cfe21	v2.4.3	Y	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@19:39
2x2_2C_8b_C2v_L	-1.0814339	0	9.965295	-0.2759875	0.39924902	0.61305531	-0.24567314	0.2456216	0.61276701	0.62867065	-0.19455954	2.011062	-0.000239868	0.00017773726	0.081047667	-0.13461198	0.2281108	0.081082549	3.2258385e-05	9.2748478e-05	1	-0.1253347	0.20068686	-0.41018026	0.2280494	-0.13455968	0.41016664	-0.55214788	-0.24456367	-0.76201266	0.10020614	0.0099641935	0.8870909	-0.77106717	0.36507878	-0.32105934	0.024230807	1.9837364	0.27730866	0.17405143	1.5521725	0.44814588	0.17430106	0.085022087	1.8641448	0.88659279	0.0030567645	6.8987618e-05	0.015617561	0.99636452	-1.2957584	0.015585708	2.1337141e-05	-0.00025782841	-0.45308547	0.27751444	-1.773513	1.2877041	-1.2956249	0.99689852	-1.2888261	0.61560975	0.99836442	0.044732081	-11.80692	R0:S0:1	0.88659279	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@19:45
2x2_2C_8b_C2v_L	-1.0819219	0	9.955295	-0.27567707	0.39936608	0.61315592	-0.24556034	0.24561221	0.61367138	0.62908704	-0.19433591	2.011062	0.00031106836	-0.00023806601	0.08108264	-0.13463329	0.2280132	0.080994409	-2.989096e-05	-0.00012935614	1	-0.12529608	0.20070672	-0.41029605	0.22809487	-0.13468042	0.41035317	-0.55232889	-0.2444657	-0.76201266	0.10020614	0.0099979462	0.88716785	-0.77142193	0.36521724	-0.32133569	0.02428669	1.9837377	0.2773089	0.17434417	1.5514442	0.44815059	0.17407365	0.08501677	1.8641576	0.88665338	-0.0039262611	-3.0364645e-05	0.015760175	0.99786495	-1.2963621	0.015957899	-5.3217782e-05	0.0003394846	-0.45333331	0.27753534	-1.7739065	1.2892555	-1.2965899	0.99727785	-1.2881064	0.61540209	0.99845454	0.044752478	-11.806947	R0:S0:1	0.88665338	b8cfe21	v2.4.3	Y	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@19:54
2x2_2C_8b_C2v_L	-1.0824202	0	9.945295	-0.2755253	0.39946148	0.61408373	-0.24550399	0.24552206	0.61384618	0.62954056	-0.19413214	2.011062	-0.00020374107	0.00015404083	0.080980416	-0.13472476	0.22804858	0.081052323	1.1564309e-06	5.269653e-05	1	-0.12527615	0.20073438	-0.41049463	0.22799807	-0.13472939	0.41045658	-0.55250832	-0.24438204	-0.76201266	0.10020614	0.010032535	0.88724558	-0.77178109	0.36536271	-0.32161782	0.024342667	1.9837416	0.2773409	0.17417126	1.5513529	0.44885862	0.17428247	0.085004523	1.8641656	0.88671224	0.0025120042	-4.2914202e-05	0.016188075	0.99836337	-1.2973594	0.016006165	7.4661062e-05	-0.00015676846	-0.45357697	0.27756375	-1.7743829	1.2888196	-1.2972303	0.9987381	-1.2893089	0.61517691	0.99859216	0.044778458	-11.807455	R0:S0:1	0.88671224	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@20:00
2x2_2C_8b_C2v_L	-1.0829002	0	9.935295	-0.27526786	0.39967939	0.61446604	-0.24542577	0.2454271	0.61443814	0.63001189	-0.19395692	2.011062	-1.4318148e-05	1.2129873e-05	0.080971972	-0.13477321	0.22798605	0.080944468	1.6748337e-05	1.629727e-05	1	-0.12525233	0.20077954	-0.41062982	0.22799719	-0.13475765	0.41062524	-0.5527011	-0.24430453	-0.76201266	0.10020614	0.010066658	0.88732313	-0.77213414	0.36549351	-0.32188982	0.024398832	1.9837459	0.27730193	0.17428698	1.5508832	0.44904194	0.17425409	0.084990289	1.8641913	0.88677632	9.8453273e-05	-9.2001282e-05	0.016414136	0.99947635	-1.2980578	0.016493293	-6.931953e-05	-7.9831838e-06	-0.45382942	0.27757273	-1.7747451	1.2896089	-1.2980568	0.9992464	-1.2894073	0.61495577	0.99868288	0.044793152	-11.807746	R0:S0:1	0.88677632	b8cfe21	v2.4.3	Y	Broyden	16	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@20:13
2x2_2C_8b_C2v_L	-1.0833916	0	9.925295	-0.27504243	0.39986562	0.6154031	-0.2454114	0.24529957	0.61455762	0.63046621	-0.19378061	2.011062	-0.00063870395	0.000485691	0.08087656	-0.13488789	0.22803295	0.080982988	6.2754827e-05	0.00023838253	1	-0.12522186	0.20081922	-0.4108194	0.22790354	-0.13475659	0.41075169	-0.55288598	-0.24422588	-0.76201266	0.10020614	0.010100454	0.88740069	-0.77249299	0.36563075	-0.32216969	0.024455575	1.9837435	0.27727611	0.1740307	1.5509044	0.44979618	0.17457647	0.084976147	1.8642138	0.88683779	0.0080028002	-1.8104793e-05	0.016776984	0.99973705	-1.2990273	0.016629722	8.2345099e-05	-0.00063248529	-0.45408144	0.27757819	-1.7751324	1.2887547	-1.2986984	1.0007672	-1.2911036	0.61472674	0.99878782	0.044811473	-11.808269	R0:S0:1	0.88683779	b8cfe21	v2.4.3	Y	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-13@20:18
