model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.0581301	0	4.7449979	0.33722146	0.25123457	0.7623312	0.18026802	0.18029587	0.76236667	0.80736967	0.052615211	0.66898673	0.00014072781	-0.19766035	0.037130845	0.16063566	-0.16064693	-0.037128157	-3.9605069e-07	-0.13034284	0.86276068	-0.2356874	-0.00014323796	0.38051721	-0.086328246	-0.086321776	0.38052972	0.4839644	3.8678124e-07	-0.21156227	-0.031657442	0.8136305	-1.2471962	-0.084616508	0.046757744	0.34793188	0.058268216	0.22327714	0.63885772	0.6388271	0.22325902	0.056866596	0.095251565	0.7978594	-0.00033448837	0.54291037	0.22125501	-2.1179096	2.1179866	-0.2212883	3.5747621e-06	1.0344274	-0.66460634	2.3900266	0.0016620353	-1.5078106	1.3479518	1.3478083	-1.5077336	-0.34453567	-3.4414887e-06	-0.048710252	-5.7626885	R0:S0:1	0.7978594	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:41
2x2_2C_8b_C2v_L	-1.0581297	0	4.7449979	0.33736407	0.25116443	0.76236205	0.18025785	0.18026245	0.76228971	0.80750624	0.052457893	0.66798673	0.00019774686	-0.19764796	0.037094595	0.16062965	-0.16062936	-0.037109629	-1.7456234e-06	-0.1302758	0.86276068	-0.23573035	-0.00019211992	0.38057452	-0.086250605	-0.086248541	0.38056129	0.48399932	1.375795e-05	-0.21156227	-0.031654149	0.81346661	-1.2472566	-0.084864812	0.046726124	0.34805175	0.058269212	0.22331697	0.63899716	0.63900219	0.22331597	0.056858597	0.09521983	0.79766571	-0.00049046327	0.5430218	0.22141712	-2.1187212	2.1187361	-0.22134493	1.1821974e-05	1.0341941	-0.66460877	2.3905477	0.0022096847	-1.5077209	1.3472893	1.3472434	-1.5076895	-0.34441349	-5.0328746e-05	-0.04879162	-5.7594289	R0:S0:1	0.79766571	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:49
model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.0581301	0	4.7449979	0.33722146	0.25123457	0.7623312	0.18026802	0.18029587	0.76236667	0.80736967	0.052615211	0.66898673	0.00014072781	-0.19766035	0.037130845	0.16063566	-0.16064693	-0.037128157	-3.9605069e-07	-0.13034284	0.86276068	-0.2356874	-0.00014323796	0.38051721	-0.086328246	-0.086321776	0.38052972	0.4839644	3.8678124e-07	-0.21156227	-0.031657442	0.8136305	-1.2471962	-0.084616508	0.046757744	0.34793188	0.058268216	0.22327714	0.63885772	0.6388271	0.22325902	0.056866596	0.095251565	0.7978594	-0.00033448837	0.54291037	0.22125501	-2.1179096	2.1179866	-0.2212883	3.5747621e-06	1.0344274	-0.66460634	2.3900266	0.0016620353	-1.5078106	1.3479518	1.3478083	-1.5077336	-0.34453567	-3.4414887e-06	-0.048710252	-5.7626885	R0:S0:1	0.7978594	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:51
2x2_2C_8b_C2v_L	-1.0581272	0	4.7449979	0.33745773	0.25101013	0.76228554	0.18016933	0.18023058	0.76228548	0.8077005	0.052297993	0.66698673	0.00010276832	-0.19761178	0.037062662	0.16060743	-0.16062525	-0.037072106	3.9408174e-07	-0.13021896	0.86276068	-0.23576221	-0.00010990973	0.3806235	-0.086144533	-0.086166916	0.38061266	0.48403871	-2.7559833e-06	-0.21156227	-0.03165712	0.8132933	-1.247313	-0.085106991	0.046694474	0.3481881	0.05827619	0.22339927	0.63927952	0.63923471	0.22335807	0.056849848	0.095197595	0.79746809	-0.00023327191	0.54315473	0.22147209	-2.1196893	2.1197036	-0.22145172	5.6785795e-07	1.0340347	-0.66460832	2.3910725	0.0012874158	-1.5077596	1.3465207	1.3465465	-1.5075888	-0.3442936	7.3528023e-06	-0.048874751	-5.7561833	R0:S0:1	0.79746809	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:57
2x2_2C_8b_C2v_L	-1.058133	0	4.7449979	0.33707802	0.25137336	0.76237929	0.18030192	0.18028887	0.76242695	0.80717497	0.05278882	0.66998673	0.00024986758	-0.1976922	0.037154774	0.16064538	-0.16063696	-0.037175189	1.7145066e-06	-0.13040976	0.86276068	-0.2356453	-0.00025727596	0.38047163	-0.086407875	-0.086435386	0.38046502	0.48392397	-6.5255187e-08	-0.21156227	-0.031646284	0.81380095	-1.2471402	-0.084374631	0.046789014	0.34782271	0.058270347	0.22320573	0.63865616	0.63871038	0.22319611	0.05687786	0.095283344	0.79805473	-0.00056789077	0.54282197	0.22116462	-2.1171081	2.1170269	-0.22102212	-1.1786621e-05	1.0346501	-0.66459938	2.3895259	0.0030094528	-1.5077827	1.3485232	1.3488272	-1.5077895	-0.34466769	-8.3563149e-07	-0.048623967	-5.7659256	R0:S0:1	0.79805473	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@09:00
2x2_2C_8b_C2v_L	-1.0581167	0	4.7449979	0.33752395	0.25088273	0.76226211	0.18016459	0.18019473	0.76225639	0.8078601	0.052134777	0.66598673	0.00016689943	-0.19758401	0.03703585	0.16059807	-0.16061687	-0.037042587	-7.4343432e-06	-0.13015734	0.86276068	-0.23578016	-0.00014892349	0.38066333	-0.086091148	-0.086053916	0.38068469	0.4840815	2.8646948e-05	-0.21156227	-0.0316509	0.8131184	-1.2473627	-0.085359453	0.046662895	0.34832549	0.058289518	0.22345405	0.63944096	0.63939905	0.22342621	0.056845324	0.095176205	0.79727537	-0.00045837132	0.5433133	0.22159164	-2.1203702	2.1206125	-0.22157156	5.0025774e-05	1.0338508	-0.66460688	2.391571	0.0016691082	-1.5077302	1.3461071	1.3456033	-1.5075708	-0.34418726	-0.00010624628	-0.048955582	-5.7529208	R0:S0:1	0.79727537	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@09:06
2x2_2C_8b_C2v_L	-1.0581362	0	4.7449979	0.33701518	0.25151723	0.76238815	0.18033419	0.18037127	0.76238446	0.80697876	0.052928503	0.67098673	0.00021750685	-0.19772699	0.037187142	0.1606518	-0.16066315	-0.037206488	2.9255875e-06	-0.13046135	0.86276068	-0.23562239	-0.00022501778	0.38041383	-0.086496884	-0.086514762	0.3804082	0.48387766	8.25175e-06	-0.21156227	-0.03164841	0.81397047	-1.2470825	-0.084124326	0.046820736	0.34767551	0.05825811	0.22316221	0.63844026	0.63844206	0.22313877	0.056885429	0.095303733	0.79824941	-0.00049734698	0.5426647	0.22107081	-2.1161538	2.1161658	-0.22098053	-1.0563339e-05	1.0347933	-0.66460443	2.3889987	0.0026276815	-1.507887	1.3492932	1.3493598	-1.5077991	-0.34477761	-3.1198701e-05	-0.048544693	-5.7691745	R0:S0:1	0.79824941	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@09:11
2x2_2C_8b_C2v_L	-1.0581166	0	4.7449979	0.33770935	0.25077735	0.76216106	0.18012176	0.18011508	0.76232049	0.80806795	0.051977763	0.66498673	-0.00025174223	-0.19756117	0.037020308	0.16059517	-0.16059389	-0.036967541	4.0243799e-06	-0.13009791	0.86276068	-0.23583181	0.00022731771	0.38071734	-0.085965846	-0.085981472	0.38073365	0.48412521	-5.6917659e-05	-0.21156227	-0.031650201	0.81294961	-1.2474225	-0.085603608	0.046631362	0.34842574	0.058281321	0.22349593	0.63967421	0.63962831	0.22349525	0.056834366	0.095147718	0.79707831	0.00066683434	0.54337801	0.22159478	-2.1215209	2.1214169	-0.22186969	-3.904657e-05	1.0336636	-0.66461215	2.3920674	-0.0025742724	-1.5075667	1.3449786	1.3451735	-1.5076239	-0.34406127	0.0002055683	-0.049043365	-5.7496827	R0:S0:1	0.79707831	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@09:16
2x2_2C_8b_C2v_L	-1.058145	0	4.7449979	0.33684217	0.25158264	0.76252907	0.18038028	0.18039561	0.76246563	0.80681832	0.053091541	0.67198673	0.00030768587	-0.19773498	0.037213361	0.16067698	-0.16067293	-0.037231862	-3.6822363e-06	-0.13053158	0.86276068	-0.23557335	-0.00031474511	0.38039519	-0.086567226	-0.086593039	0.38036845	0.48383926	5.0450952e-06	-0.21156227	-0.031644193	0.81414599	-1.2470302	-0.083869252	0.046852149	0.34756278	0.058260976	0.22308201	0.63826323	0.63827168	0.22307944	0.056895947	0.095341546	0.79844275	-0.00071530577	0.54256841	0.22097318	-2.1154708	2.1153607	-0.22089584	2.3547492e-05	1.0350504	-0.66459935	2.3884792	0.0036626935	-1.5078556	1.3497932	1.3500261	-1.5078435	-0.34490781	-2.377684e-05	-0.04846255	-5.7724454	R0:S0:1	0.79844275	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@09:20
