model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	tpp	ave_D	ave_mu	ave_t	ave_tp	ave_tpp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-0.8286166	0	11.095834	1.6167536	0.26739054	0.25703431	1.6022951	1.6021563	0.25697377	-0.32843063	0.76615592	3.0385852	0.77957206	0.2460023	0.13888792	0.4710877	0.4710843	0.13886589	0.078020523	-0.17266059	1	7.2737822e-06	-9.6199088e-06	-0.075227148	0.013140949	-0.013132901	0.075222583	-1.7260363e-05	8.7866694e-06	0.67456547	0.26414835	0.059080758	0.96581838	-0.68139004	-0.20071729	-0.044783949	0.026377255	0.013209738	0.0028720756	0.1442107	0.042178968	0.042184386	0.14421664	1.996841	0.016726424	0.97196862	-0.31709948	-0.11986749	-0.6266007	-0.61578142	-0.6158017	-0.6265874	-0.11684533	0.40903674	-0.46757627	-1.7174179e-05	5.5239385e-05	0.86762918	0.2368836	-0.23692154	-0.86765005	5.5512946e-05	-8.9011507e-06	-0.034136213	-14.251891	R0:S0:1	0.97196862	b8cfe21	v2.4.3	Y	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@12:10
2x2_2C_8b_C2v_L	-0.82826203	0	11.105834	1.6172587	0.26739764	0.25691722	1.6025331	1.6030287	0.2569928	-0.32791874	0.76629952	3.0385852	0.77962155	0.24606942	0.13890039	0.4711034	0.47113886	0.13893619	0.077982142	-0.17268948	1	-3.4670176e-06	2.5127794e-06	-0.07518852	0.013124309	-0.013155417	0.075212059	0.00026110935	-0.00017969775	0.67456547	0.26414835	0.059090326	0.96577673	-0.68107242	-0.20066648	-0.044773861	0.026336955	0.013194642	0.0028719129	0.14431379	0.042180152	0.042161461	0.14435161	1.9968398	0.016730829	0.97192249	-0.31698622	-0.11984394	-0.62685134	-0.6155808	-0.61549948	-0.62692989	-0.11686653	0.40885776	-0.46731934	1.102267e-05	-2.0393236e-05	0.8676634	0.23697495	-0.23684726	-0.8678294	-0.00082344157	0.00020760519	-0.034160834	-14.249855	R0:S0:1	0.97192249	b8cfe21	v2.4.3	Y	Broyden	14	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@13:02
2x2_2C_8b_C2v_L	-0.82799012	0	11.115834	1.6172655	0.26729651	0.25683098	1.6030753	1.6028303	0.25673526	-0.32717612	0.76634766	3.0385852	0.77962836	0.24605958	0.13893192	0.47115669	0.47115699	0.13889046	0.077960655	-0.17269683	1	-1.3456352e-05	2.2896135e-05	-0.075210249	0.013133865	-0.013120586	0.075202983	-4.5264329e-06	3.0895769e-06	0.67456547	0.26414835	0.059092407	0.9657064	-0.68081287	-0.20065639	-0.044752807	0.026296445	0.013181343	0.0028718947	0.14455079	0.042196949	0.042208122	0.14455213	1.9968359	0.016743707	0.97184853	-0.31686928	-0.11978957	-0.62750648	-0.61552878	-0.61557713	-0.62746805	-0.11693023	0.40876714	-0.46708291	2.855771e-05	-0.00013184767	0.86809821	0.23701479	-0.23708411	-0.86811064	1.1175609e-05	-6.996002e-06	-0.034210987	-14.247408	R0:S0:1	0.97184853	b8cfe21	v2.4.3	Y	Broyden	9	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@13:36
2x2_2C_8b_C2v_L	-0.82764475	0	11.125834	1.617565	0.26727497	0.25662537	1.6031232	1.6034439	0.25671192	-0.32664891	0.76644004	3.0385852	0.77965255	0.24609233	0.13889968	0.47118225	0.47119162	0.13893883	0.077919957	-0.1727154	1	4.9482046e-06	-1.1127224e-05	-0.075183838	0.013110393	-0.013119398	0.0751859	-3.6176816e-05	2.4868508e-05	0.67456547	0.26414835	0.059098895	0.96566153	-0.68050196	-0.20060987	-0.044741136	0.026256086	0.013166201	0.0028710901	0.14467896	0.042209979	0.042198885	0.14466947	1.996835	0.01674843	0.97179936	-0.31675096	-0.11974949	-0.62775946	-0.61538383	-0.61534691	-0.6277898	-0.11694694	0.40858778	-0.46683033	-7.4927048e-06	6.7434866e-05	0.86825702	0.23715368	-0.23708807	-0.86819777	0.00011741545	-2.4867061e-05	-0.034238051	-14.245333	R0:S0:1	0.97179936	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@14:00
2x2_2C_8b_C2v_L	-0.82739225	0	11.135834	1.6176841	0.2672271	0.25657114	1.6036051	1.6033899	0.25647704	-0.32637768	0.76657873	3.0385852	0.7796646	0.24611293	0.13894447	0.47122053	0.47122186	0.13890932	0.077928126	-0.17273147	1	-1.2524481e-05	2.1758059e-05	-0.075210084	0.013122366	-0.01311043	0.075201023	5.281633e-05	-3.6379349e-05	0.67456547	0.26414835	0.059099372	0.96558479	-0.68025582	-0.20060963	-0.044717702	0.026215833	0.013152688	0.0028709962	0.14492205	0.042232497	0.042242696	0.14492568	1.9968316	0.016762845	0.97171929	-0.31663172	-0.11970738	-0.62848489	-0.61537925	-0.61542439	-0.62845956	-0.11701651	0.40852754	-0.466598	2.6127423e-05	-0.0001273888	0.86866609	0.23719009	-0.23725055	-0.86867263	-0.00016936126	3.9289216e-05	-0.034294133	-14.243863	R0:S0:1	0.97171929	b8cfe21	v2.4.3	Y	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@14:17
2x2_2C_8b_C2v_L	-0.82706887	0	11.145834	1.6179756	0.26721791	0.25628059	1.6035534	1.6038952	0.25639907	-0.32574395	0.76681395	3.0385852	0.77968531	0.24615304	0.13888141	0.47125567	0.47126043	0.13894005	0.077903848	-0.1727669	1	4.0504389e-06	-1.0108399e-05	-0.075185122	0.013094139	-0.013117567	0.075196836	-5.4828042e-05	3.5736888e-05	0.67456547	0.26414835	0.059101386	0.96553246	-0.67995964	-0.2005747	-0.044703915	0.026175749	0.013138391	0.0028712083	0.14507925	0.042259447	0.042243329	0.14508808	1.9968286	0.016769809	0.97166321	-0.31651466	-0.11967452	-0.62880473	-0.61532512	-0.61525615	-0.62887236	-0.11706733	0.40839237	-0.46634964	-5.7405773e-06	6.2235023e-05	0.86886932	0.23734645	-0.23723756	-0.86888285	0.00017478156	-3.929274e-05	-0.034327782	-14.241604	R0:S0:1	0.97166321	b8cfe21	v2.4.3	Y	Broyden	15	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@15:13
2x2_2C_8b_C2v_L	-0.82678437	0	11.155834	1.6181152	0.26712795	0.25628102	1.6039228	1.6039703	0.25624749	-0.32499962	0.76685219	3.0385852	0.7797131	0.24615772	0.1389353	0.47127461	0.47129365	0.13892607	0.077859758	-0.17277515	1	-1.1357308e-05	1.6947691e-05	-0.075204279	0.013104946	-0.013099798	0.075197161	1.1861055e-05	-1.2408109e-05	0.67456547	0.26414835	0.059107172	0.96546749	-0.67969196	-0.20055748	-0.044684227	0.026135684	0.013124646	0.0028708814	0.14527498	0.042271095	0.042274102	0.14526841	1.9968264	0.016780835	0.97159476	-0.31639935	-0.11962394	-0.62937529	-0.61522543	-0.61525647	-0.62936515	-0.11709752	0.40828326	-0.46611157	2.8098816e-05	-9.4690175e-05	0.86921425	0.23739632	-0.23740843	-0.86916259	-3.6860749e-05	1.5749728e-05	-0.034373138	-14.239156	R0:S0:1	0.97159476	b8cfe21	v2.4.3	Y	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@15:54
2x2_2C_8b_C2v_L	-0.82645767	0	11.165834	1.6185004	0.26715057	0.25612271	1.604395	1.6044702	0.25612496	-0.32433149	0.76659168	3.0385852	0.779732	0.24622715	0.13894239	0.47132516	0.47133009	0.13894853	0.077811974	-0.17275819	1	-7.9079728e-07	2.0965088e-06	-0.075183684	0.013098226	-0.013088594	0.075176282	-7.1179087e-05	5.2521108e-05	0.67456547	0.26414835	0.059110726	0.96541712	-0.67939405	-0.20052036	-0.044670018	0.026095578	0.013109312	0.0028711571	0.14543874	0.042276846	0.042276915	0.14542747	1.996825	0.016790787	0.97153959	-0.31627605	-0.11960183	-0.62978262	-0.61508206	-0.61509179	-0.62977943	-0.1171171	0.40812077	-0.46586253	7.4171518e-08	-1.0982862e-05	0.869403	0.23744963	-0.23746219	-0.86933405	0.00022545126	-6.0429165e-05	-0.034406322	-14.236818	R0:S0:1	0.97153959	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@16:19
2x2_2C_8b_C2v_L	-0.82618661	0	11.175834	1.6186249	0.26708326	0.25605696	1.6048205	1.6047174	0.2559967	-0.32412446	0.76680261	3.0385852	0.77974822	0.24623525	0.13898083	0.47136033	0.47135794	0.13896501	0.077828808	-0.1727881	1	-9.0272209e-06	1.6837105e-05	-0.075191059	0.013101109	-0.0130921	0.075183355	-3.5244345e-05	2.6987298e-05	0.67456547	0.26414835	0.059115182	0.96534771	-0.67913601	-0.20050906	-0.04464956	0.02605578	0.013095966	0.0028707006	0.14564866	0.042295495	0.042300088	0.14565477	1.9968214	0.016803509	0.97146739	-0.31616018	-0.11955435	-0.63040535	-0.61503919	-0.61505716	-0.63040222	-0.11719377	0.40805017	-0.46562673	1.6538024e-05	-9.7836591e-05	0.8697184	0.23751873	-0.23755274	-0.86972362	0.00010860346	-3.4571357e-05	-0.034455035	-14.235461	R0:S0:1	0.97146739	b8cfe21	v2.4.3	Y	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@16:43
2x2_2C_8b_C2v_L	-0.82584973	0	11.185834	1.6189623	0.26709454	0.2558782	1.6049922	1.6049313	0.25586675	-0.32363411	0.76704748	3.0385852	0.77977256	0.24629487	0.13895911	0.47139346	0.47139751	0.13895086	0.077799089	-0.17281933	1	-1.1762075e-05	2.1612492e-05	-0.075177643	0.013087341	-0.01309271	0.075180552	-4.4497234e-05	3.1256345e-05	0.67456547	0.26414835	0.05911668	0.96530077	-0.67883035	-0.2004676	-0.044637244	0.026016092	0.013081347	0.0028707996	0.14578594	0.042306335	0.042308376	0.14578829	1.9968196	0.016807216	0.97141614	-0.31604281	-0.11952889	-0.6306868	-0.61490378	-0.61491426	-0.63067919	-0.11722622	0.40788258	-0.46537688	2.2940437e-05	-0.00012439704	0.86989543	0.23758532	-0.23758351	-0.86991485	0.00013714489	-4.0310587e-05	-0.034484173	-14.233496	R0:S0:1	0.97141614	b8cfe21	v2.4.3	Y	Broyden	23	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2024-06-05@18:07
