model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.0581301	0	4.7449979	0.33722146	0.25123457	0.7623312	0.18026802	0.18029587	0.76236667	0.80736967	0.052615211	0.66898673	0.00014072781	-0.19766035	0.037130845	0.16063566	-0.16064693	-0.037128157	-3.9605069e-07	-0.13034284	0.86276068	-0.2356874	-0.00014323796	0.38051721	-0.086328246	-0.086321776	0.38052972	0.4839644	3.8678124e-07	-0.21156227	-0.031657442	0.8136305	-1.2471962	-0.084616508	0.046757744	0.34793188	0.058268216	0.22327714	0.63885772	0.6388271	0.22325902	0.056866596	0.095251565	0.7978594	-0.00033448837	0.54291037	0.22125501	-2.1179096	2.1179866	-0.2212883	3.5747621e-06	1.0344274	-0.66460634	2.3900266	0.0016620353	-1.5078106	1.3479518	1.3478083	-1.5077336	-0.34453567	-3.4414887e-06	-0.048710252	-5.7626885	R0:S0:1	0.7978594	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:10
2x2_2C_8b_C2v_L	-1.0582063	0	4.7439979	0.33723613	0.25126162	0.76241776	0.18030437	0.18031519	0.76238754	0.80739033	0.052623359	0.66898673	0.00013885455	-0.19767063	0.037140746	0.1606432	-0.16065171	-0.037131311	7.6284767e-07	-0.13034694	0.86276068	-0.23569167	-0.0001399961	0.38052907	-0.08634836	-0.086341145	0.38052981	0.48397891	1.9077503e-06	-0.21156227	-0.031657734	0.81366728	-1.2472797	-0.084597523	0.04677695	0.3479145	0.058268492	0.22327325	0.6388434	0.63882018	0.22327858	0.05686695	0.095253882	0.79789195	-0.00033267865	0.54290051	0.22126381	-2.1179402	2.117969	-0.22133529	-3.2312227e-06	1.0344826	-0.66465303	2.390059	0.0016218013	-1.5078585	1.348176	1.3480731	-1.507865	-0.34451292	-7.7268619e-06	-0.04870236	-5.7629268	R0:S0:1	0.79789195	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:13
2x2_2C_8b_C2v_L	-1.0582761	0	4.7429979	0.33726661	0.25129805	0.76242041	0.18030468	0.18029766	0.76243542	0.8074213	0.052627098	0.66898673	0.00011309079	-0.19768373	0.037141475	0.16065118	-0.16064513	-0.037135318	6.0138068e-06	-0.13035156	0.86276068	-0.2356967	-0.00012298427	0.38054028	-0.086348865	-0.086346106	0.38054296	0.48399697	-2.5341021e-06	-0.21156227	-0.031649116	0.81369542	-1.2473579	-0.084585949	0.046796358	0.34789316	0.058266765	0.22330154	0.63889363	0.63889479	0.22330904	0.056868757	0.095259215	0.79792354	-0.00024004618	0.54288435	0.22127314	-2.11807	2.1180498	-0.22130856	-3.2876267e-05	1.0345518	-0.66469923	2.390082	0.0014555013	-1.5080003	1.3482555	1.3482752	-1.508033	-0.34449564	1.0299994e-05	-0.048695076	-5.763175	R0:S0:1	0.79792354	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:16
model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.0581301	0	4.7449979	0.33722146	0.25123457	0.7623312	0.18026802	0.18029587	0.76236667	0.80736967	0.052615211	0.66898673	0.00014072781	-0.19766035	0.037130845	0.16063566	-0.16064693	-0.037128157	-3.9605069e-07	-0.13034284	0.86276068	-0.2356874	-0.00014323796	0.38051721	-0.086328246	-0.086321776	0.38052972	0.4839644	3.8678124e-07	-0.21156227	-0.031657442	0.8136305	-1.2471962	-0.084616508	0.046757744	0.34793188	0.058268216	0.22327714	0.63885772	0.6388271	0.22325902	0.056866596	0.095251565	0.7978594	-0.00033448837	0.54291037	0.22125501	-2.1179096	2.1179866	-0.2212883	3.5747621e-06	1.0344274	-0.66460634	2.3900266	0.0016620353	-1.5078106	1.3479518	1.3478083	-1.5077336	-0.34453567	-3.4414887e-06	-0.048710252	-5.7626885	R0:S0:1	0.7978594	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:17
2x2_2C_8b_C2v_L	-1.0583497	0	4.7419979	0.33724646	0.25131582	0.76251025	0.18032688	0.18032429	0.76249705	0.80746028	0.052652081	0.66898673	0.00012066808	-0.19769626	0.037147669	0.16065311	-0.1606526	-0.037145335	6.0318029e-06	-0.13036384	0.86276068	-0.23569816	-0.00012041932	0.38054855	-0.086371477	-0.086370218	0.38055137	0.48401899	6.4560116e-06	-0.21156227	-0.031653948	0.81372911	-1.2474391	-0.084569319	0.046815474	0.34790302	0.058276523	0.22329959	0.638895	0.6388996	0.22331758	0.056870388	0.095267346	0.79795522	-0.00029244766	0.54292438	0.22128364	-2.11809	2.1180561	-0.22131564	-3.1245544e-05	1.0346523	-0.66473891	2.3901549	0.0013916351	-1.5080583	1.3485284	1.3485638	-1.5081351	-0.34448167	-2.0687657e-05	-0.048683107	-5.7634336	R0:S0:1	0.79795522	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:18
2x2_2C_8b_C2v_L	-1.0584201	0	4.7409979	0.33726299	0.25130049	0.76256754	0.18031168	0.18032797	0.7625441	0.80748582	0.052642357	0.66898673	0.0001158908	-0.1976947	0.037146454	0.16065382	-0.16065849	-0.03713933	1.0870294e-05	-0.1303643	0.86276068	-0.23570097	-0.00012262206	0.38057593	-0.086360301	-0.086355402	0.38057448	0.48403495	6.5991786e-06	-0.21156227	-0.031646936	0.81376054	-1.2475155	-0.084547919	0.04683462	0.34787929	0.058275502	0.22334196	0.63895322	0.63892731	0.22334191	0.056872771	0.095273381	0.79798764	-0.00026271891	0.54290505	0.22130537	-2.118189	2.1182071	-0.22136587	-5.5469685e-05	1.0347097	-0.66478561	2.390165	0.0014354999	-1.5082784	1.3486044	1.3485214	-1.5082597	-0.34446461	-1.9561719e-05	-0.048675774	-5.7636681	R0:S0:1	0.79798764	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:21
2x2_2C_8b_C2v_L	-1.0584909	0	4.7399979	0.3373186	0.25135217	0.76263006	0.18032268	0.18031284	0.76251921	0.80745417	0.052671278	0.66898673	8.8871671e-05	-0.19771495	0.037136067	0.16065622	-0.16064937	-0.037150918	9.942416e-07	-0.1303763	0.86276068	-0.23571997	-7.9718974e-05	0.38058637	-0.086375122	-0.08637094	0.38056739	0.48404254	1.6602047e-05	-0.21156227	-0.03164916	0.81378924	-1.2475964	-0.084543407	0.046854229	0.34786511	0.058272013	0.22335757	0.6389567	0.63897377	0.22337542	0.056877143	0.095282161	0.79801954	-0.00024015041	0.54288918	0.22139783	-2.1182293	2.1182012	-0.2213294	-2.8491952e-06	1.0348004	-0.66482952	2.3902322	0.00089605176	-1.5083907	1.3488118	1.3488063	-1.5084281	-0.34445337	-5.7459429e-05	-0.048666486	-5.7639293	R0:S0:1	0.79801954	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:24
2x2_2C_8b_C2v_L	-1.0580549	0	4.7459979	0.33718765	0.25120828	0.76233633	0.1802652	0.18026637	0.76236296	0.80735535	0.052610455	0.66898673	0.0001193374	-0.19765443	0.037127435	0.16062977	-0.16063151	-0.037132313	-5.4351991e-06	-0.13033642	0.86276068	-0.23568163	-0.00012254362	0.38050785	-0.086329114	-0.086331079	0.38051096	0.4839519	-7.1602013e-06	-0.21156227	-0.031653176	0.81359715	-1.2471135	-0.084634944	0.046738206	0.34796404	0.058273638	0.22323777	0.63881767	0.63882586	0.22322557	0.056864481	0.095244216	0.79782839	-0.00027235704	0.54294934	0.22123567	-2.1178257	2.1178567	-0.22119507	2.562843e-05	1.0343501	-0.6645568	2.390015	0.0014330129	-1.5076203	1.3478287	1.3478229	-1.5075795	-0.34455418	2.1866152e-05	-0.048713815	-5.7624344	R0:S0:1	0.79782839	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:25
2x2_2C_8b_C2v_L	-1.0585673	0	4.7389979	0.33730955	0.25137815	0.76256878	0.18028094	0.18034706	0.76260576	0.80751904	0.052664184	0.66898673	0.00014701765	-0.19772534	0.037137995	0.16064942	-0.16067072	-0.037126506	1.2061088e-05	-0.13037788	0.86276068	-0.23571745	-0.00015535412	0.38059243	-0.086361874	-0.086358352	0.38060376	0.48405907	7.2566366e-06	-0.21156227	-0.031648137	0.81382311	-1.2476804	-0.084525229	0.046873668	0.3478592	0.058277563	0.22342927	0.63904822	0.63896617	0.22339514	0.056874495	0.095282892	0.79804981	-0.00034411377	0.54290434	0.22140899	-2.1183122	2.1184029	-0.22152465	-5.7790725e-05	1.0348535	-0.66487516	2.390271	0.0018077725	-1.5086962	1.3489372	1.3487258	-1.5085403	-0.34442057	-2.3050689e-05	-0.048657064	-5.7641865	R0:S0:1	0.79804981	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-11@08:26
