model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.6887304	0	7.8166925	0.36889304	0.421413	0.88746747	0.30077498	0.30078456	0.88748159	0.9591092	0.17176219	1.3374075	-0.0014039178	-0.34577592	0.066982864	0.27084661	-0.27084838	-0.066975371	2.880005e-06	-0.2299311	1.371862	-0.33386917	0.0014530261	0.50042109	-0.14031194	-0.14030155	0.50043106	0.65251162	8.9668921e-06	-0.24314454	-0.029943363	0.8241256	-1.2530195	-0.12436839	0.04673076	0.34735787	0.085852143	0.21484415	0.65099874	0.65097857	0.2148485	0.059135694	0.10791349	0.80697323	0.0026482568	0.60962605	0.18372225	-2.1647345	2.1647367	-0.18377833	-9.6368141e-06	1.1021659	-0.6703878	2.2438772	-0.0092730151	-1.4441327	1.3221374	1.3220872	-1.4441468	-0.35035855	-1.5208906e-05	-0.059973894	-9.8701497	R0:S0:1	0.80697323	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@09:54
model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.6887304	0	7.8166925	0.36889304	0.421413	0.88746747	0.30077498	0.30078456	0.88748159	0.9591092	0.17176219	1.3374075	-0.0014039178	-0.34577592	0.066982864	0.27084661	-0.27084838	-0.066975371	2.880005e-06	-0.2299311	1.371862	-0.33386917	0.0014530261	0.50042109	-0.14031194	-0.14030155	0.50043106	0.65251162	8.9668921e-06	-0.24314454	-0.029943363	0.8241256	-1.2530195	-0.12436839	0.04673076	0.34735787	0.085852143	0.21484415	0.65099874	0.65097857	0.2148485	0.059135694	0.10791349	0.80697323	0.0026482568	0.60962605	0.18372225	-2.1647345	2.1647367	-0.18377833	-9.6368141e-06	1.1021659	-0.6703878	2.2438772	-0.0092730151	-1.4441327	1.3221374	1.3220872	-1.4441468	-0.35035855	-1.5208906e-05	-0.059973894	-9.8701497	R0:S0:1	0.80697323	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@09:58
2x2_2C_8b_C2v_L	-1.6886881	0	7.8166925	0.3688107	0.42154928	0.88752866	0.3008179	0.3008368	0.88758625	0.9591319	0.17187945	1.3384075	-0.0012842577	-0.3457972	0.06702537	0.27084865	-0.27085444	-0.067025709	-6.9752195e-07	-0.22997591	1.371862	-0.3338382	0.0013221557	0.50037071	-0.14041136	-0.14041741	0.50038393	0.65248297	2.5967827e-06	-0.24314454	-0.029941783	0.82423279	-1.2529557	-0.1241821	0.046749545	0.34725686	0.085832407	0.21478808	0.65082936	0.65082085	0.21478334	0.059120261	0.1079004	0.80710131	0.0024374863	0.6094814	0.18362396	-2.1640717	2.1640665	-0.18364376	3.783091e-06	1.1021688	-0.67038334	2.243525	-0.0084211148	-1.4440908	1.3226354	1.3226677	-1.4440906	-0.35037546	-7.5505422e-06	-0.059913947	-9.8734089	R0:S0:1	0.80710131	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@10:00
2x2_2C_8b_C2v_L	-1.6886471	0	7.8166925	0.36873564	0.42171878	0.88760793	0.30084816	0.30082275	0.88751394	0.95919012	0.172027	1.3394075	-0.0012522267	-0.34582642	0.067057959	0.27085093	-0.27083909	-0.067049136	3.0616267e-07	-0.23003752	1.371862	-0.33381142	0.001289965	0.50032737	-0.14049753	-0.14049482	0.50030719	0.65247078	-1.9326939e-06	-0.24314454	-0.029938135	0.82434146	-1.252892	-0.1239913	0.046767825	0.34715645	0.085810851	0.21473353	0.65067975	0.65067913	0.21476002	0.059106739	0.10789513	0.80722817	0.002376466	0.60933431	0.18354348	-2.1634648	2.1633967	-0.18359591	-5.3544997e-06	1.1022294	-0.67037461	2.2431798	-0.0082138281	-1.4440584	1.3230693	1.3231206	-1.4441436	-0.35040771	2.5637615e-06	-0.059855153	-9.8766431	R0:S0:1	0.80722817	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@10:06
2x2_2C_8b_C2v_L	-1.6887718	0	7.8166925	0.36891876	0.4212717	0.88748089	0.30078063	0.3007755	0.88741799	0.95905202	0.17163406	1.3364075	-0.0013784106	-0.34574655	0.066937881	0.27085953	-0.27085448	-0.066955647	8.285853e-06	-0.22987657	1.371862	-0.33388069	0.0014207909	0.50049394	-0.14021319	-0.1402288	0.50047059	0.65252862	1.0566583e-05	-0.24314454	-0.029946215	0.82401786	-1.2530828	-0.12455488	0.046712233	0.34746473	0.085877946	0.2148887	0.65111759	0.65113297	0.21488649	0.059150077	0.10792235	0.80684589	0.002615318	0.60978732	0.18388028	-2.1653935	2.1653619	-0.18380587	-3.1779626e-05	1.1021281	-0.67039522	2.2442144	-0.0090553338	-1.4441413	1.3216024	1.3216889	-1.444125	-0.35033254	-1.4219343e-05	-0.060033635	-9.8668975	R0:S0:1	0.80684589	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@10:07
2x2_2C_8b_C2v_L	-1.6886076	0	7.8166925	0.36873477	0.421851	0.8876228	0.30085857	0.30087934	0.88761613	0.9592003	0.17211097	1.3404075	-0.0009363593	-0.3458526	0.067091555	0.27084435	-0.27085009	-0.067084209	2.9834914e-06	-0.23007328	1.371862	-0.33380494	0.00096275625	0.50026549	-0.14058938	-0.14059373	0.50026437	0.65243682	-5.8427775e-06	-0.24314454	-0.029936714	0.82444942	-1.25283	-0.12380411	0.046786639	0.34703589	0.085777217	0.2146917	0.65052761	0.65050685	0.21469377	0.059092995	0.10788228	0.80735533	0.0017754135	0.60914765	0.1834679	-2.1628003	2.1627788	-0.18352474	-1.5043544e-05	1.1022181	-0.67037288	2.2428344	-0.0061300196	-1.4440651	1.3235746	1.3235891	-1.4440718	-0.35042437	9.8140371e-06	-0.059797238	-9.8799069	R0:S0:1	0.80735533	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@10:12
2x2_2C_8b_C2v_L	-1.6885652	0	7.8166925	0.36867016	0.42197715	0.88765916	0.30087923	0.30087675	0.88763801	0.9592667	0.17226915	1.3414075	-0.001129177	-0.34587313	0.067109991	0.27084377	-0.27083639	-0.067144693	5.6976332e-06	-0.230136	1.371862	-0.33378036	0.0011772788	0.5002149	-0.14067302	-0.14069065	0.50020459	0.65242153	1.8584602e-05	-0.24314454	-0.029933513	0.82455622	-1.2527662	-0.12361869	0.046805194	0.3469347	0.085757638	0.21465041	0.65037039	0.65040175	0.21464594	0.059076356	0.10787216	0.80748247	0.0021183644	0.60899982	0.18344172	-2.1621671	2.1621373	-0.18330475	-1.925622e-05	1.1022667	-0.67036537	2.2424843	-0.0075157695	-1.4440691	1.3240028	1.3241179	-1.4440577	-0.35044693	-2.7825452e-05	-0.059738065	-9.8831603	R0:S0:1	0.80748247	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@10:18
2x2_2C_8b_C2v_L	-1.6888112	0	7.8166925	0.36896202	0.42112927	0.88740797	0.30076021	0.3007453	0.88742946	0.95902547	0.17151976	1.3354075	-0.0014577466	-0.3457213	0.066904134	0.27086324	-0.27085507	-0.066912948	9.7044724e-07	-0.22982989	1.371862	-0.33389839	0.0015050785	0.50054299	-0.14011884	-0.14012844	0.50054064	0.65255226	1.3640768e-06	-0.24314454	-0.029948614	0.82390929	-1.2531448	-0.1247428	0.04669363	0.34757321	0.085903934	0.21493789	0.65126887	0.65128417	0.2149376	0.059163495	0.107932	0.8067186	0.002760793	0.60995078	0.18395994	-2.1660447	2.1660149	-0.18392167	-7.4997773e-06	1.1021094	-0.67040036	2.2445591	-0.0096002749	-1.444149	1.321095	1.3211847	-1.4441615	-0.3503084	-2.5201056e-06	-0.060092558	-9.8636479	R0:S0:1	0.8067186	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@10:18
2x2_2C_8b_C2v_L	-1.6885246	0	7.8166925	0.3685899	0.42207898	0.88766038	0.30092005	0.30095748	0.88771207	0.95925968	0.17239666	1.3424075	-0.00027114429	-0.34588901	0.067180445	0.27084126	-0.2708542	-0.067150154	5.0993502e-06	-0.23018954	1.371862	-0.33374879	0.00025621321	0.50014585	-0.14078528	-0.14078578	0.50015691	0.65239114	-1.9751612e-05	-0.24314454	-0.029932255	0.82466474	-1.2527033	-0.12343026	0.046823905	0.3468326	0.085737452	0.2145945	0.65021723	0.65017229	0.21459093	0.059064369	0.10786642	0.80761019	0.00055062388	0.60885642	0.183242	-2.1614711	2.1614695	-0.18339233	-2.306698e-05	1.1023022	-0.6703614	2.2421266	-0.0015951828	-1.4440265	1.3245888	1.3245575	-1.4440186	-0.35047498	3.1942061e-05	-0.059681262	-9.8864082	R0:S0:1	0.80761019	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	boucle_1bande.py	2023-12-10@10:23
