model	E_kin	D	M	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	5.5227598	0	0	10.999094	2.5000884	-0.05391039	-3.5967695	-5.6324039	0.22943096	0.094721578	-5.0059692	-0.084326202	-4.9510049	12.110208	-8.7018909e-05	-0.00022400014	2.3344622e-05	-7.3215045e-05	-0.050218772	-0.011437791	-0.1332742	-0.009444322	0.13866442	-0.11348368	1.1316679	-0.86399581	2.1972176	-2.3504119	0.17437239	0.28220341	-0.10890248	-0.17394396	-1.8122881	-0.41507816	-0.070946041	-0.032973362	1.4248207	2.2268319	0.11345055	-0.13867543	-0.86389561	1.1315721	2.3504856	-2.1972601	0.28230553	0.17446222	0.17450669	0.10905713	1.4131228	2.2720159	-0.03444953	-0.069605958	1.7754258	0.41723068	2.1000006	1	0.20106456	-0.0012390035	0.00012433854	1.1544074e-05	-0.00039398837	0.0005432779	-0.0039914856	-0.00011379029	-0.0076679266	0.026650423	0.037350141	1.2641871	1.7164409	-0.54660371	-0.18733842	0.077323268	0.40291966	1.7035456	1.951367	1.5331452	0.13924539	0.60037676	1.7995245	1.3383331	1.842901	1.3970041	0.0001234899	0.00098712194	0.001366091	0.00026434031	0.78153324	-0.13733043	2.0984938	-0.10401608	-0.43274313	0.29094805	-0.20928891	0.00026446368	-0.75653547	0.62491601	-0.022288587	-0.25712468	0.46673008	0.5718971	0.42028409	0.061864715	0.32795087	0.11625336	-0.33600702	-0.34821864	-0.29077895	0.43266022	0.00017793824	-0.20914057	-0.62466021	0.75655158	-0.25726002	-0.022421291	-0.57232374	-0.46756986	-0.21679835	-0.52941319	0.11822507	0.32712667	-0.27824284	-0.10045423	0.0090371152	7.7932055e-06	-5.2261184e-05	-0.0002793327	-0.0021796364	0.0032231182	0.0020640275	-0.014393967	2	2	0	0	-95.680001	R0:S0:1	1.3970041	-76.880957	uncorrelated	2	817c5bc	v2.2.6	YY	19	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-16@07:09
2x2_2C_8b_C2v_L	5.4530681	0	0	10.999094	2.5000884	-0.093121857	-3.9580137	-5.6198384	0.21182065	0.1581951	-5.2629307	-0.14095454	-5.2919331	12.076208	-0.00017705318	-0.0006981488	0.00021254262	-0.00012635902	-0.043747304	-0.012647137	-0.14833216	-0.010230391	0.15503934	-0.082172217	1.1912427	-0.89268506	2.2129186	-2.3338402	0.14252077	0.31558912	-0.097632145	-0.24153126	-1.9874006	-0.40155727	-0.079524642	-0.01813385	1.3441481	2.2910008	0.082365336	-0.15537283	-0.89148469	1.1900418	2.3344297	-2.2136018	0.31576751	0.1426322	0.24138301	0.097384125	1.2987669	2.361804	-0.02167114	-0.076027712	1.9270404	0.41473085	2.1000006	1	0.20106456	-0.0011341209	0.00022113269	7.1408572e-05	-0.00079247782	0.00026085278	-0.0018921839	0.00020359944	-0.0094143118	0.03087322	0.085205464	1.2629033	1.7091063	-0.5553866	-0.18904503	0.077968251	0.38491585	1.7741433	1.9384498	1.5347545	0.13187001	0.44544511	1.7682173	1.4054554	1.8787242	1.3784912	0.000163832	0.0017499862	0.0020431629	0.00018548467	0.70950509	-0.24508136	1.906657	-0.13372095	-0.45733873	0.20268629	-0.28943005	-0.032721395	-0.84701539	0.53097875	0.054462466	-0.31442752	0.37230682	0.54904058	0.54039235	0.039331016	0.44802764	0.054758864	-0.36664322	-0.24208843	-0.202425	0.45763181	-0.033206707	-0.28864761	-0.53042432	0.84715225	-0.31431749	0.054378576	-0.54729879	-0.37084293	-0.13468882	-0.64607637	0.057040339	0.44412057	-0.20417944	-0.11600919	0.0061894214	-7.7860069e-05	-8.6698129e-05	0.00059565152	-0.00077930483	0.010424652	0.0017172301	-0.034212495	2	2	0	0	-97.675765	R0:S0:1	1.3784912	-76.608957	uncorrelated	2	817c5bc	v2.2.6	YY	3	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@08:31
2x2_2C_8b_C2v_L	5.453045	0	0	10.999094	2.5000884	-0.093136058	-3.958086	-5.6198885	0.21181734	0.15820486	-5.263001	-0.1409648	-5.2919588	12.076208	-0.00018170401	-0.00070430146	0.00021894499	-0.00012450442	-0.043748769	-0.012647725	-0.14833498	-0.010229399	0.15504815	-0.0821762	1.1912561	-0.89269403	2.2129235	-2.3338436	0.14251248	0.31559211	-0.097636371	-0.24152297	-1.9874276	-0.40158317	-0.079530046	-0.018132931	1.3441357	2.2909998	0.082361281	-0.15538357	-0.89148409	1.1900461	2.334447	-2.213618	0.31576884	0.14263723	0.24139168	0.097393309	1.2987561	2.3618199	-0.021668625	-0.076036273	1.9270528	0.41476044	2.1000006	1	0.20106456	-0.0011329828	0.00022142678	7.6021345e-05	-0.00079713629	0.00026193112	-0.0018879479	0.00019951921	-0.0094187297	0.030873931	0.085217328	1.2629029	1.7091041	-0.55538955	-0.18904558	0.077968543	0.38491197	1.7741472	1.9384481	1.534759	0.13186597	0.44541401	1.7682092	1.4054755	1.8787304	1.3784873	0.00017026004	0.0017512678	0.0020334021	0.00018059284	0.70952686	-0.2450949	1.9065913	-0.13373026	-0.45734337	0.20268525	-0.28944821	-0.032727879	-0.84703342	0.53095299	0.0544746	-0.31442634	0.3722955	0.54900058	0.54042539	0.039327722	0.44805257	0.054756108	-0.36665881	-0.24206178	-0.2024135	0.45765371	-0.03321521	-0.28865786	-0.53040475	0.84716431	-0.31432232	0.054369283	-0.54728219	-0.37084849	-0.13467419	-0.64610244	0.057039967	0.44415648	-0.20416114	-0.11602319	0.0061781889	-7.7768336e-05	-9.1607441e-05	0.00061442694	-0.00078800249	0.010421634	0.0017234209	-0.034208487	2	2	0	0	-97.676277	R0:S0:1	1.3784873	-76.608957	uncorrelated	2	817c5bc	v2.2.6	YY	3	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@08:31
2x2_2C_8b_C2v_L	5.4511224	0	0	10.999094	2.5000884	-0.094134693	-3.9672632	-5.6212161	0.2122879	0.15936113	-5.2679246	-0.14220482	-5.3006716	12.075208	-0.00018649267	-0.00068068509	0.00020289794	-0.00013012922	-0.043516965	-0.012596056	-0.14861467	-0.010206914	0.15525485	-0.081476086	1.1923445	-0.89403154	2.2139352	-2.3336039	0.14227583	0.31628452	-0.097454515	-0.24266382	-1.9884992	-0.40316774	-0.079402779	-0.017949942	1.3461465	2.2922839	0.081662834	-0.15561184	-0.89247812	1.1908053	2.3343775	-2.2148552	0.3164743	0.14240118	0.24248517	0.09718148	1.2997177	2.3632811	-0.021518302	-0.075812692	1.9279967	0.41673628	2.1000006	1	0.20106456	-0.0011277484	0.00025817407	9.4339251e-05	-0.00079840798	0.00025013533	-0.0018474413	0.00022435395	-0.0094300054	0.030973076	0.086241516	1.2628678	1.708869	-0.55564181	-0.18907299	0.077988579	0.38424959	1.7760406	1.9382505	1.5348035	0.13116972	0.4422308	1.7674241	1.4077674	1.8792169	1.3778117	0.00017321184	0.0017321259	0.0020466987	0.00018582737	0.70840667	-0.24762125	1.8999049	-0.13473112	-0.45708085	0.20114662	-0.29093991	-0.033088689	-0.84890722	0.52895527	0.055374738	-0.3146436	0.3702658	0.54759365	0.54277917	0.039170042	0.44994353	0.054037276	-0.36834443	-0.24012803	-0.20085581	0.45742511	-0.03367859	-0.28997522	-0.52839155	0.84907794	-0.31454179	0.055258363	-0.5457741	-0.36870554	-0.13368588	-0.64899267	0.056286371	0.44585881	-0.20251094	-0.1169139	0.0060988199	-0.00010027023	-0.00010754769	0.00063693573	-0.00069249539	0.010623645	0.0016628224	-0.034685321	2	2	0	0	-97.725665	R0:S0:1	1.3778117	-76.600957	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@08:55
2x2_2C_8b_C2v_L	5.4553315	0	0	10.999094	2.5000884	-0.091768739	-3.9460037	-5.6191608	0.21137823	0.15667589	-5.2565729	-0.13948365	-5.2808864	12.077208	-0.00018510073	-0.00070448284	0.00021426286	-0.00013047767	-0.044117609	-0.012693226	-0.14795008	-0.010248454	0.15463987	-0.083165445	1.1916865	-0.88850333	2.2105191	-2.3357066	0.14285003	0.31474671	-0.097800642	-0.24005292	-1.9715328	-0.40576087	-0.079960436	-0.018373052	1.3628074	2.2882875	0.083308666	-0.15494141	-0.88825376	1.1913937	2.3358101	-2.2105339	0.31492719	0.1429615	0.23994845	0.097559089	1.318035	2.3587854	-0.021903415	-0.076414486	1.9118363	0.41868009	2.1000006	1	0.20106456	-0.0011423411	0.00024649711	8.4861626e-05	-0.00079280417	0.00028890649	-0.0020662061	0.00019021072	-0.0096100577	0.030787492	0.083983639	1.2629443	1.709373	-0.5550908	-0.18900948	0.077944643	0.38562444	1.7719176	1.938404	1.5349611	0.13260264	0.44914721	1.7699723	1.4031093	1.877199	1.3792143	0.00017435812	0.0017629738	0.0020370605	0.00019516165	0.71190741	-0.24157813	1.9130046	-0.13384908	-0.45747142	0.20464357	-0.2885972	-0.03302919	-0.84444343	0.5333668	0.053249863	-0.31396199	0.37438891	0.55056379	0.53378407	0.04020382	0.44642735	0.055723242	-0.37041647	-0.24435211	-0.20435971	0.45772511	-0.033229712	-0.28826176	-0.53281249	0.84444161	-0.3138672	0.053168494	-0.54885742	-0.37297974	-0.13812559	-0.64260806	0.05803513	0.44251716	-0.20471836	-0.11671322	0.006297708	-9.1852714e-05	-0.00010128621	0.0005680358	-0.00088817796	0.010819823	0.0018050611	-0.034014067	2	2	0	0	-97.612889	R0:S0:1	1.3792143	-76.616957	uncorrelated	2	817c5bc	v2.2.6	YY	11	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@09:15
2x2_2C_8b_C2v_L	5.4489643	0	0	10.999094	2.5000884	-0.095360853	-3.9797934	-5.6227748	0.21283824	0.16072798	-5.2742831	-0.1435418	-5.30953	12.074208	-0.00018518019	-0.00069297217	0.00021496424	-0.00012829216	-0.043182442	-0.012515108	-0.14893983	-0.010154479	0.15555176	-0.080642294	1.1926487	-0.89522148	2.2159916	-2.3335848	0.14200113	0.31714458	-0.09730224	-0.24397627	-1.9899728	-0.40534788	-0.07905115	-0.017727283	1.3482427	2.2934123	0.080826694	-0.15587378	-0.89508283	1.192469	2.3335992	-2.215903	0.31731328	0.14209684	0.24376894	0.096996195	1.3007859	2.3650924	-0.021280878	-0.075400851	1.9288865	0.41929288	2.1000006	1	0.20106456	-0.0011128052	0.00026642135	9.8082118e-05	-0.00079341754	0.00025473585	-0.0018376389	0.00023755285	-0.0093882934	0.031058499	0.087404787	1.2628286	1.7086077	-0.55592515	-0.18910388	0.078011089	0.38353047	1.7782258	1.9380863	1.5348147	0.13040085	0.43871162	1.7665913	1.4101151	1.8797582	1.3770784	0.00017214397	0.0017323196	0.0020302672	0.00018106509	0.70644481	-0.25045732	1.893258	-0.13585939	-0.45685557	0.19933325	-0.29198875	-0.033653108	-0.85123122	0.52666634	0.056441256	-0.3150089	0.36821894	0.54601459	0.54535999	0.039015071	0.45159805	0.053157878	-0.37022348	-0.23792441	-0.1990728	0.4571256	-0.033825458	-0.29171487	-0.52609602	0.85121885	-0.31486373	0.056403129	-0.54411713	-0.36658928	-0.13252148	-0.65213682	0.055360025	0.44736538	-0.20063723	-0.11802111	0.0059709741	-0.00010763373	-0.00010993127	0.0006523049	-0.00065163046	0.010903096	0.0016383323	-0.035266931	2	2	0	0	-97.786323	R0:S0:1	1.3770784	-76.592957	uncorrelated	2	817c5bc	v2.2.6	YY	7	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@09:23
2x2_2C_8b_C2v_L	5.4577019	0	0	10.999094	2.5000884	-0.090444808	-3.9338762	-5.6174099	0.21089563	0.15524846	-5.2500672	-0.13801529	-5.2715666	12.078208	-0.00018117906	-0.00068311862	0.00020246348	-0.00013431748	-0.044437064	-0.012791607	-0.14762512	-0.010323121	0.15430222	-0.084070707	1.1917956	-0.88588672	2.208073	-2.3365699	0.14317041	0.31386382	-0.098059453	-0.23860004	-1.9785023	-0.40030045	-0.08014393	-0.018679904	1.3482213	2.2876987	0.08422767	-0.15460852	-0.88530608	1.1911939	2.3368316	-2.2083171	0.31403044	0.14327745	0.2385167	0.09782938	1.3050169	2.3574877	-0.02217969	-0.076732871	1.9191454	0.41267656	2.1000006	1	0.20106456	-0.0011609135	0.00028458809	0.00010753743	-0.00079048987	0.00028531336	-0.0020081623	0.00017541119	-0.0095336995	0.030688643	0.082612826	1.2629874	1.7096598	-0.55478039	-0.18897415	0.077921245	0.38641175	1.7695519	1.938516	1.5350119	0.13344238	0.45327917	1.7704432	1.4005227	1.8770707	1.3800171	0.00017206917	0.0017583134	0.0020559201	0.00020815634	0.71367396	-0.2387095	1.920885	-0.13190697	-0.45756514	0.20669262	-0.28738268	-0.032773429	-0.84171259	0.53604359	0.052062859	-0.31357992	0.37688729	0.55237205	0.53306493	0.040058195	0.44397805	0.056829731	-0.36489405	-0.2470499	-0.20642368	0.45782936	-0.03306968	-0.28690079	-0.53551202	0.84175575	-0.31347514	0.051979163	-0.55075989	-0.37553893	-0.13823992	-0.63902866	0.059174899	0.44030462	-0.20782951	-0.11459042	0.0064554669	-0.00011611329	-0.00012299453	0.00053126214	-0.00091859974	0.010127285	0.0017999397	-0.033106222	2	2	0	0	-97.550828	R0:S0:1	1.3800171	-76.624957	uncorrelated	2	817c5bc	v2.2.6	YY	7	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@09:47
2x2_2C_8b_C2v_L	5.4471157	0	0	10.999094	2.5000884	-0.096274125	-3.9892737	-5.6243604	0.21334597	0.16180547	-5.2795926	-0.1446012	-5.3168176	12.073208	-0.0001850095	-0.00076244384	0.00024495108	-0.0001308036	-0.042956481	-0.012452972	-0.14916442	-0.010110787	0.15562831	-0.08001981	1.1963742	-0.89681668	2.2151214	-2.3332796	0.14176186	0.31782128	-0.097116285	-0.24501639	-1.9913727	-0.40565658	-0.078829408	-0.017555862	1.3496442	2.2946399	0.080263538	-0.15603142	-0.89341104	1.1930371	2.3350437	-2.2173699	0.31802679	0.14190885	0.24480442	0.096832791	1.301395	2.366849	-0.02110723	-0.075180615	1.9298485	0.41986139	2.1000006	1	0.20106456	-0.0010963885	0.00028172667	0.00010571931	-0.0008095724	0.0002502715	-0.0018387178	0.00023849386	-0.0093499293	0.03115057	0.088371807	1.2627948	1.7083779	-0.55616857	-0.18912837	0.078030506	0.38287082	1.7800759	1.9377529	1.5349892	0.12969361	0.43570436	1.7658168	1.4122558	1.8802094	1.376406	0.00017027289	0.0017717305	0.0019935706	0.00018300087	0.70532679	-0.25279675	1.8867443	-0.13674572	-0.45642928	0.19790984	-0.29467733	-0.033903891	-0.85260381	0.52477803	0.057318031	-0.31513271	0.36620168	0.54457789	0.54770234	0.03873652	0.45323112	0.052488061	-0.37179763	-0.23616945	-0.19762367	0.45683305	-0.035041186	-0.2928103	-0.52417066	0.85305272	-0.31503491	0.057176532	-0.54266561	-0.36460669	-0.13154927	-0.65495205	0.054668441	0.44894734	-0.19914072	-0.11853989	0.0058465932	-0.00011490539	-0.00011537561	0.00072654463	-0.00065476665	0.011117525	0.0016412375	-0.035808959	2	2	0	0	-97.834134	R0:S0:1	1.376406	-76.584957	uncorrelated	2	817c5bc	v2.2.6	YY	7	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@09:51
2x2_2C_8b_C2v_L	5.4595952	0	0	10.999094	2.5000884	-0.089502749	-3.9251647	-5.6159604	0.21047026	0.15408488	-5.2450964	-0.13687282	-5.263961	12.079208	-0.00017861487	-0.00068634903	0.00020674896	-0.00013362659	-0.04467164	-0.012805767	-0.14734948	-0.010321785	0.15404743	-0.084759756	1.1904402	-0.88441873	2.2073171	-2.3368711	0.14342246	0.3131726	-0.09822647	-0.23749782	-1.9650289	-0.40415398	-0.080398718	-0.018839249	1.3644108	2.2856742	0.084909021	-0.15433585	-0.88469028	1.1906612	2.3366767	-2.2069445	0.31332426	0.14350603	0.23740971	0.097977853	1.3215023	2.3550315	-0.022343812	-0.076920229	1.9063532	0.4163896	2.1000006	1	0.20106456	-0.0011594726	0.0002500547	8.8012234e-05	-0.00078513681	0.00030643626	-0.002158259	0.00017884756	-0.0096940834	0.030598442	0.081631413	1.2630218	1.7098836	-0.55453306	-0.18894452	0.077901224	0.38701336	1.7677585	1.9387201	1.5349442	0.13405272	0.45626782	1.7719083	1.3986055	1.8758413	1.3806313	0.00016875297	0.0017602714	0.0020438051	0.00021089311	0.71504969	-0.23596813	1.9265025	-0.13203767	-0.45770633	0.20821374	-0.28578673	-0.032484521	-0.83997125	0.53797355	0.051087086	-0.31325866	0.37871501	0.55369697	0.52750316	0.040812016	0.44243911	0.057564382	-0.36809052	-0.24883497	-0.2079574	0.45792642	-0.032524068	-0.2857215	-0.53743723	0.83990454	-0.3131176	0.051055414	-0.55204267	-0.37734622	-0.1411299	-0.6361535	0.059929894	0.43871594	-0.20812655	-0.11526426	0.0065013833	-9.3174641e-05	-0.00010676471	0.00050117347	-0.00096910721	0.010483908	0.0018480043	-0.032958549	2	2	0	0	-97.504567	R0:S0:1	1.3806313	-76.632957	uncorrelated	2	817c5bc	v2.2.6	YY	7	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@10:14
2x2_2C_8b_C2v_L	5.444945	0	0	10.999094	2.5000884	-0.097433053	-4.0003507	-5.6249833	0.21383422	0.16312275	-5.2859062	-0.14592987	-5.3257866	12.072208	-0.0001827667	-0.00070388805	0.00021371634	-0.00011686949	-0.042657052	-0.012378894	-0.14947497	-0.010064448	0.15587533	-0.079211689	1.1962546	-0.89782248	2.2171356	-2.3331132	0.14150147	0.31857761	-0.096956844	-0.24624375	-1.9916796	-0.40763719	-0.078546585	-0.017342325	1.3533727	2.2958491	0.079418747	-0.15625184	-0.89608022	1.1945293	2.3339816	-2.2181801	0.31877255	0.14161932	0.24601965	0.096665566	1.3040683	2.3686473	-0.020918922	-0.074824577	1.9297082	0.42222141	2.1000006	1	0.20106456	-0.0010940121	0.00022356026	7.4233938e-05	-0.0008026722	0.00025594385	-0.0018317621	0.00024813212	-0.00934902	0.031243506	0.089527197	1.2627555	1.7081115	-0.55645461	-0.18915749	0.078053417	0.38213375	1.7821783	1.9375995	1.5349476	0.12892504	0.43218859	1.7650231	1.414774	1.8806619	1.3756551	0.00017078323	0.001729181	0.0020209188	0.00015613072	0.70377684	-0.25553134	1.8794885	-0.13794506	-0.45611635	0.19617074	-0.29560832	-0.034468532	-0.85495324	0.52253575	0.0582457	-0.31535419	0.36404922	0.54288348	0.55002285	0.038566989	0.45501791	0.051683804	-0.3741523	-0.23401954	-0.19588165	0.4564767	-0.035117398	-0.29454667	-0.52192541	0.85516178	-0.31522797	0.058162376	-0.54092263	-0.36242357	-0.13058261	-0.65817991	0.053845955	0.45057634	-0.19720094	-0.11961036	0.0057789566	-8.1009237e-05	-8.5348345e-05	0.00072485809	-0.00064341673	0.011428299	0.0016406756	-0.036416847	2	2	0	0	-97.889806	R0:S0:1	1.3756551	-76.576957	uncorrelated	2	817c5bc	v2.2.6	YY	7	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-15@10:19
