CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	tpp	tpp_ave	version	
0	Broyden	0	0.05907881362	-14.25207814	-0.828594671	Y	11.095834	0.02637674896	self-energy/D	sharp_wc_2_b_50	1.616708997	0.01320951686	0.2674526843	0.002872158547	0.2571089688	0.144201404	1.60187724	0.04216989902	1.601563384	0.04219896755	0.2569150015	0.1441591965	-0.3285434942	1.996840217	0.7663527609	0.01671942489	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.971975022	0.9658243017	0.9999999998901312	0.7795464478	-0.317095027	0.246009741	-0.1198720375	0.138896626	-0.6265041345	0.4710330694	-0.6156982325	0.4710437885	-0.6158374822	0.1388196512	-0.6263886002	0.07804128934	-0.1168644482	-0.1726678546	0.4089814853	boucle_1bande.py	R0:S0:1	1	-0.467572507	-0.6813740219	1.554095891e-05	-7.09866416e-05	-7.649019916e-06	1.165771173e-05	-0.07525201136	0.8676911839	0.0131876093	0.2367575415	-0.01309821792	-0.237031513	0.07521022991	-0.8675052652	-7.232886395e-06	1.638499188e-05	7.118170297e-05	-9.320264818e-05	2024-06-18@16:11	0.67456547	-0.03412908521	-0.2007072675	0.26414835	-0.04478716938	v2.6.0	
14	Broyden	0	0.05908930209	-14.25910065	-0.8237734053	Y	11.095834	0.02637284776	self-energy/D	sharp_wc_2_b_50	1.622389856	0.01313626768	0.2687301608	0.002816890974	0.2590855813	0.1388510564	1.60701918	0.04061409282	1.60560155	0.04067488473	0.2587429196	0.1387521753	-0.3338098982	1.99697341	0.7687439248	0.01609714324	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9733821362	0.9673995687	0.9999999998665017	0.7797465477	-0.3171147214	0.2464566527	-0.1198847043	0.1392120856	-0.6080502261	0.4706704624	-0.6049048885	0.4706028182	-0.6051652767	0.1389839086	-0.6076832198	0.07684424146	-0.1146551229	-0.1726504087	0.4021447374	boucle_1bande.py	R0:S0:1	1	-0.4666810576	-0.6783539255	-3.202809375e-05	0.0001359804432	2.270089192e-05	-8.022902088e-05	-0.07399978824	0.8548837094	0.01307914526	0.2326556792	-0.01295960359	-0.2331365942	0.07395533553	-0.8546320168	0.0001437236978	-0.000428010388	-0.000193265966	0.0002435705538	2024-06-18@16:22	0.67356547	-0.03276982256	-0.1980151347	0.26414835	-0.04559302596	v2.6.0	
21	Broyden	0	0.05903451228	-14.26773398	-0.8186973097	Y	11.095834	0.02636719459	self-energy/D	sharp_wc_2_b_50	1.627597731	0.0130594467	0.2698812151	0.002755213084	0.2605320559	0.1330848801	1.61003418	0.03908725119	1.609311074	0.03913259485	0.2602998344	0.1330499588	-0.3400684533	1.997117984	0.7714842328	0.01542395042	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9748702481	0.9690657303	0.9999999998659066	0.7799142341	-0.3171382939	0.2467888881	-0.1198278685	0.1392181757	-0.5880992915	0.4701504844	-0.5939494932	0.4702091594	-0.5941904837	0.1390961698	-0.5879206512	0.07551315899	-0.1121911889	-0.1725092306	0.3946719945	boucle_1bande.py	R0:S0:1	1	-0.4657419714	-0.6751423264	-7.461618243e-05	0.0002020316208	7.972334393e-05	-0.0004375188115	-0.0725189728	0.8403879826	0.01277689115	0.2289561507	-0.01270114399	-0.2292647728	0.07250488204	-0.8402894663	0.0002712853577	-0.000811695735	-0.000183782013	0.0002138157496	2024-06-18@16:39	0.67256547	-0.03133079041	-0.1952202846	0.26414835	-0.04640029313	v2.6.0	
19	Broyden	0	0.05887540509	-14.28049532	-0.8129757527	Y	11.095834	0.02636202926	self-energy/D	sharp_wc_2_b_50	1.636560701	0.01297706067	0.2719631374	0.002702615973	0.2622045346	0.1265442588	1.614069716	0.03735022591	1.612003004	0.0374245881	0.2614581691	0.1265434743	-0.348593266	1.99726282	0.7756759902	0.01469067962	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9765745475	0.9709467624	0.9999999998471703	0.7803348856	-0.3172142913	0.2478439345	-0.1201140166	0.1392581873	-0.5653377137	0.4696548115	-0.581489803	0.4695886209	-0.5818001329	0.138995213	-0.5651176105	0.07425627022	-0.1097267358	-0.1726120294	0.3866117009	boucle_1bande.py	R0:S0:1	1	-0.4646275053	-0.6714349492	-5.798410524e-05	0.00011178837	0.0001085233799	-0.0006212224156	-0.07078628914	0.8231728719	0.01247963982	0.2242362435	-0.01235755983	-0.2247817616	0.07069475968	-0.8230638715	-0.0001631556383	0.0004568134546	0.0001051258246	-0.0001394731322	2024-06-18@16:54	0.67156547	-0.02969534986	-0.1921728542	0.26414835	-0.04726189035	v2.6.0	
14	Broyden	0	0.05864079543	-14.28579305	-0.8082761072	Y	11.095834	0.02635635399	self-energy/D	sharp_wc_2_b_50	1.641892296	0.01290905736	0.2729873663	0.002648549619	0.2632818897	0.1213486	1.617007631	0.03595343685	1.616544289	0.03597154024	0.2633041098	0.1213007061	-0.3529957018	1.997391591	0.776548248	0.01410416	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9779475744	0.9724783768	0.999999999840026	0.7805664108	-0.3172539754	0.2481134179	-0.1200534528	0.1393236999	-0.5471158902	0.4691803009	-0.5714317824	0.4691546921	-0.5714728823	0.1392268553	-0.5469198572	0.07285238284	-0.1073444359	-0.172391119	0.3798645329	boucle_1bande.py	R0:S0:1	1	-0.4637496089	-0.6684404353	-2.188783266e-06	-3.142172536e-05	2.665943873e-05	-0.0001904175809	-0.06935340714	0.808818362	0.012265009	0.220058615	-0.01221571532	-0.2202676259	0.06937289304	-0.8088703607	0.0002765540266	-0.0007950722667	-0.0001084830608	0.0001011397019	2024-06-18@17:06	0.67056547	-0.02837511848	-0.1896378748	0.26414835	-0.04796948889	v2.6.0	
12	Broyden	0	0.05829881517	-14.29794095	-0.802837781	Y	11.095834	0.02635090176	self-energy/D	sharp_wc_2_b_50	1.648670607	0.01283569882	0.2744627929	0.002592875004	0.2649587597	0.1150696519	1.620482999	0.03434913807	1.619507363	0.03437524819	0.2645139304	0.1151215769	-0.3611072747	1.997526452	0.7796616758	0.01340838827	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.979563307	0.974263989	0.999999999901358	0.7808660213	-0.3173377032	0.2486824946	-0.1201284674	0.1393393268	-0.5253071224	0.4686853706	-0.559769423	0.4686425691	-0.5598477362	0.1392190728	-0.525271623	0.07154616407	-0.1048814857	-0.1722796965	0.3719951324	boucle_1bande.py	R0:S0:1	1	-0.4627045685	-0.6648995098	-1.705784182e-05	3.453551407e-05	1.263507121e-05	-6.849151176e-05	-0.06763574104	0.7910345015	0.01195688573	0.2152283395	-0.01190223875	-0.2154669234	0.06759595298	-0.7911810235	-0.0003923839688	0.001065870427	0.000271837594	-0.000322298028	2024-06-18@17:16	0.66956547	-0.02682341777	-0.1867856409	0.26414835	-0.04873418943	v2.6.0	
13	Broyden	0	0.05788870472	-14.30828556	-0.7978183202	Y	11.095834	0.02634643221	self-energy/D	sharp_wc_2_b_50	1.655665457	0.01276396273	0.2759113208	0.002542986419	0.2665473689	0.1093485915	1.624372596	0.03285072534	1.622350032	0.03290991694	0.2659858983	0.1093582818	-0.3681360479	1.997655756	0.7817740868	0.01279320745	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9810538315	0.9759047475	0.9999999998542064	0.7811683512	-0.3173819383	0.2493388839	-0.1202461408	0.139500581	-0.5054352631	0.4682030992	-0.5489142023	0.4681372784	-0.5491247767	0.1392505314	-0.505196913	0.07015890614	-0.102400984	-0.172211511	0.3649631754	boucle_1bande.py	R0:S0:1	1	-0.4617407732	-0.6616361852	-4.476156525e-05	9.352663139e-05	7.148682015e-05	-0.000420188928	-0.06599363761	0.7739912125	0.01173204345	0.2102632753	-0.01162068341	-0.2107781332	0.06595848037	-0.7741210028	0.0005115218688	-0.001370200246	-0.0002877476866	0.00031417785	2024-06-18@17:27	0.66856547	-0.02539813898	-0.1841661876	0.26414835	-0.0494229141	v2.6.0	
15	Broyden	0	0.05738557519	-14.32109698	-0.792622636	Y	11.095834	0.02634210744	self-energy/D	sharp_wc_2_b_50	1.662019334	0.01269435492	0.2770276889	0.002486621794	0.2683198323	0.1034261809	1.62805305	0.03130518586	1.627275086	0.0313570718	0.2678490048	0.1032821278	-0.3764912406	1.997786917	0.784764279	0.01215176088	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9826084688	0.9776079717	0.9999999999119764	0.7814944982	-0.3174664868	0.2497212248	-0.1202346441	0.1397647175	-0.4848578272	0.4676178217	-0.537544591	0.4676588774	-0.5378778839	0.1395104294	-0.4844810172	0.06875857629	-0.09983541522	-0.1721700323	0.3576402867	boucle_1bande.py	R0:S0:1	1	-0.4607402724	-0.6582329665	-1.677213708e-06	3.80549683e-05	-3.554060226e-05	0.000213031224	-0.06420533058	0.7556627723	0.0114609247	0.2050840082	-0.0113307427	-0.2055528903	0.06410089514	-0.7549656943	0.0001723299836	-0.0004247350885	-7.750128683e-05	0.0001169242458	2024-06-18@17:39	0.66756547	-0.02391180155	-0.1814881094	0.26414835	-0.05010243112	v2.6.0	
15	Broyden	0	0.05674744533	-14.33330489	-0.7875009347	Y	11.095834	0.02633695087	self-energy/D	sharp_wc_2_b_50	1.669953602	0.01262386865	0.2787832488	0.002441678123	0.2692219022	0.09749425267	1.630857526	0.02986257753	1.629266187	0.02991121567	0.2686990886	0.09746512351	-0.3845227152	1.997910275	0.7873188764	0.01153225264	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9841387471	0.979282276	0.9999999999084743	0.7818381739	-0.3175224104	0.2505801841	-0.1204563868	0.1396762426	-0.4641884877	0.4671202651	-0.526840422	0.4670975355	-0.5270681388	0.139436049	-0.4639290102	0.06734966055	-0.09732458267	-0.1720998635	0.3504778537	boucle_1bande.py	R0:S0:1	1	-0.4597367723	-0.654852368	-8.580142025e-06	1.296886614e-05	2.649290413e-05	-0.000148460002	-0.06226820839	0.7360178466	0.01106988076	0.2000100025	-0.01097289122	-0.2004446746	0.0622200641	-0.7359081278	-9.244674375e-05	0.0002274199113	3.876718827e-05	-4.949507624e-05	2024-06-18@17:52	0.66656547	-0.02245310032	-0.178893007	0.26414835	-0.05074673138	v2.6.0	
19	Broyden	0	0.05600271282	-14.35414095	-0.7825669728	Y	11.095834	0.02633239961	self-energy/D	sharp_wc_2_b_50	1.67627983	0.01255948171	0.2801765724	0.002392184452	0.2697004954	0.09175646914	1.631856476	0.02852278689	1.631828549	0.0285160459	0.2698056674	0.09182427759	-0.3967636401	1.998026499	0.7911924884	0.01093147954	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9856098222	0.9808909276	0.9999999998576945	0.7820817423	-0.3175887564	0.2511120475	-0.1205347433	0.1393856642	-0.443975825	0.4665962915	-0.5167546922	0.4666142963	-0.5166743135	0.1393952364	-0.4440248197	0.06622748109	-0.09499204223	-0.172129592	0.3436294681	boucle_1bande.py	R0:S0:1	1	-0.4587805724	-0.6515884195	-4.900838896e-06	-1.706956781e-05	1.94756255e-05	-0.0001394248736	-0.06037233785	0.7163331522	0.01063705388	0.1950787862	-0.01066714077	-0.1950172483	0.06044353227	-0.7168325158	0.0003282878863	-0.0008043168667	-0.0001283886311	0.0001283427665	2024-06-18@18:07	0.66556547	-0.02104935459	-0.1764157232	0.26414835	-0.0513436466	v2.6.0	
