CDMFT_iterations	CDMFT_method	D	D2	D2_ave	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	tpp	tpp_ave	version	
8	Broyden	1e-09	1e-09	-0.0217920311	0.00311702765	-12.15583322	-1.354316373	Y	6	0.08282612179	self-energy	sharp_wc_2_b_35	0.2836152752	0.3956027594	-0.2721278306	1.903035383	-0.06871831486	0.755680721	0.5696356023	0.4328116988	-0.06930252848	0.7644453581	0.5698270395	0.4330252977	-0.0517627212	1.857887325	0.6365987161	0.07573401669	a248bdd	2x2_2C_8b_C2v_L	2	0.9290792444	0.9402922406	0.9999999998237092	9.912703465e-05	-0.0009742078447	0.0003024334972	-0.003256587109	-0.03566959098	0.6675704891	0.005282300956	0.1351633164	-0.03711912363	0.690474636	-0.00542004065	-0.1382182745	0.0007550078968	-0.002840258055	-3.399889737e-05	0.0003783148784	recalcules_de_points_supra.py	R0:S0:1	1	-0.6351665497	-1.178361128	-0.2761842861	2.271437471	0.266516634	-0.6570352739	0.1877122118	-2.19092547	-0.450821206	2.211413381	-0.1877449185	2.1830024	-0.4508074274	2.212132415	0.1747269938	-1.188017722	0.4570593449	-0.4040655019	2024-12-02@17:19	-0.3	0.03926895803	0.244794901	0.2	-0.5125838715	v2.7.1	
8	Broyden	1e-09	1e-09	-0.0217918659	0.003116965636	-12.1558331	-1.354316586	Y	6	0.08282609309	self-energy	sharp_wc_2_b_35	0.2836150396	0.3956025163	-0.2721278565	1.903035348	-0.06871988049	0.7556880588	0.5696350718	0.4328112162	-0.06930120542	0.7644272754	0.5698263504	0.4330252288	-0.05176279712	1.857888229	0.6365987354	0.07573357178	a248bdd	2x2_2C_8b_C2v_L	2	0.9290791632	0.9402924266	0.9999999998263656	9.85639577e-05	-0.0009707362994	0.0003018735794	-0.003249813695	-0.03567023189	0.6675839458	0.005282002921	0.1351685683	-0.03711677588	0.6904359108	-0.005420127469	-0.1382096585	0.0007540746469	-0.00283724432	-3.434610491e-05	0.0003804966062	recalcules_de_points_supra.py	R0:S0:1	1	-0.6351667779	-1.178361267	-0.2761842233	2.271436812	0.2665166674	-0.6570351814	0.1877129405	-2.190923516	-0.4508212941	2.211411443	-0.1877447306	2.183015171	-0.4508072565	2.212133178	0.1747264308	-1.188014493	0.4570589817	-0.404063991	2024-12-02@17:26	-0.3	0.03926895541	0.2447952021	0.2	-0.5125837903	v2.7.1	
9	Broyden	1e-09	1e-09	-0.0210758027	0.003082389679	-12.07491467	-1.35396813	Y	6	0.08206172336	self-energy	sharp_wc_2_b_35	0.2847972286	0.397516717	-0.2713232693	1.903050477	-0.06831701323	0.7492968458	0.5716462907	0.4325836067	-0.06808334073	0.7457042942	0.5715736544	0.4324721496	-0.0509193847	1.858825108	0.638450732	0.07536745733	a248bdd	2x2_2C_8b_C2v_L	1.98	0.9269576877	0.9383388303	0.9999999998546665	-0.0002073588605	0.0008486536256	2.530140684e-05	0.0001310747511	-0.03494279513	0.6533049164	0.005039021757	0.1309777636	-0.03434475883	0.6435861609	-0.005025013592	-0.1294186332	-0.0003630212706	0.00135723493	-9.842715987e-06	-4.466551237e-05	recalcules_de_points_supra.py	R0:S0:1	1	-0.6348246979	-1.1781946	-0.2768181246	2.278396759	0.2660939481	-0.658866827	0.1874505509	-2.199162206	-0.4514233634	2.209660706	-0.1874496173	2.202431999	-0.4514282716	2.209305941	0.17413844	-1.184153468	0.4574998849	-0.4027472513	2024-12-02@17:34	-0.3	0.03868526578	0.2432945792	0.2	-0.5139257843	v2.7.1	
8	Broyden	1e-09	1e-09	-0.02257119659	0.003167328235	-12.23735436	-1.354591168	Y	6	0.08360295806	self-energy	sharp_wc_2_b_35	0.2824778732	0.3937171267	-0.2729976973	1.903055587	-0.06967719194	0.7723333244	0.5686452271	0.4329827662	-0.0700371765	0.7780641643	0.5687418027	0.4331542673	-0.05262843393	1.857124694	0.6349914661	0.07602159636	a248bdd	2x2_2C_8b_C2v_L	2.02	0.9312164296	0.942172504	0.9999999998412512	3.811243722e-05	-0.0005750800943	0.0002154919767	-0.002273157316	-0.03798271471	0.7062744348	0.005661150127	0.1427065713	-0.0389431677	0.7209947042	-0.005810385457	-0.1442607916	0.0004929294165	-0.001834284567	7.116228459e-06	0.0001059122341	recalcules_de_points_supra.py	R0:S0:1	1	-0.6355129482	-1.178472801	-0.2755760865	2.264631937	0.2669285649	-0.6551555455	0.1879706327	-2.174168945	-0.4503501875	2.213345582	-0.1879761859	2.168699574	-0.4503235283	2.213942475	0.1752482088	-1.191342561	0.4566739201	-0.4051647811	2024-12-02@17:41	-0.3	0.03990406025	0.2461992835	0.2	-0.5112929083	v2.7.1	
5	Broyden	1e-09	1e-09	-0.02553376274	0.003839663755	-12.33662726	-1.353831561	Y	6	0.08443950413	self-energy	sharp_wc_2_b_35	0.2810381818	0.3923548043	-0.2751623253	1.9031701	-0.07350806986	0.8567200419	0.573869838	0.4317394074	-0.07355596497	0.8570998934	0.5739028628	0.4317150679	-0.05509804349	1.858269994	0.6346863265	0.07536884596	a248bdd	2x2_2C_8b_C2v_L	2.04	0.9336509309	0.9434146327	0.9999999998056825	-3.510505582e-07	-4.757884242e-06	7.52810784e-06	-6.792851842e-05	-0.04887661535	0.8702081845	0.007655496867	0.1695193085	-0.04893858913	0.8710630124	-0.007688256673	-0.1694960172	-3.5313568e-06	3.297710748e-06	-2.059664689e-05	0.0001025888736	recalcules_de_points_supra.py	R0:S0:1	1	-0.6358878723	-1.177977798	-0.2749422906	2.258927632	0.2674797238	-0.6533836135	0.1877829665	-2.10344716	-0.4502228621	2.212106914	-0.1877976869	2.103163132	-0.4502287942	2.21204898	0.1754705584	-1.189062909	0.4566294034	-0.4038667645	2024-12-02@17:46	-0.3	0.04106314942	0.2463337301	0.2	-0.5097682225	v2.7.1	
8	Broyden	1e-09	1e-09	0.01965165971	-0.002933858259	-11.62447854	-1.353817744	Y	6	0.08130144798	self-energy	sharp_wc_2_b_35	0.2861103939	0.3993111832	-0.2705270994	1.903020218	0.5703608092	0.431813339	0.06584326193	1.301081012	0.5745490634	0.4328514338	0.06862122108	1.245478071	0.05012734529	0.1410744665	0.6401653368	0.07509298174	a248bdd	2x2_2C_8b_C2v_L	1.96	0.9247826964	0.9364915923	0.9999999998185778	-0.001127448375	0.00833929515	-0.001834494732	0.02101876246	-0.004161013291	-0.1072372032	0.187412716	-2.24694813	-0.004862495274	-0.1302905928	-0.187122563	2.194200381	0.1735968085	-1.181040091	-9.765426057e-05	-0.001172905531	recalcules_de_points_supra.py	R0:S0:1	1	-0.6344877258	-1.178170562	-0.2774608188	2.285214913	0.2656997148	-0.6606782123	-0.4516896849	2.204339022	-0.02599604808	0.504025664	0.4520528954	-2.210764903	-0.03684315497	0.6787703535	0.006103309886	-0.02299584975	0.4578916747	-0.4016886668	2024-12-02@17:53	-0.3	0.03802604184	0.2419822421	0.2	-0.5152625432	v2.7.1	
8	Broyden	1e-09	1e-09	-0.02366479802	0.003143242208	-12.40034286	-1.355332958	Y	6	0.08518032226	self-energy	sharp_wc_2_b_35	0.2802823919	0.3899574465	-0.2748295648	1.903109101	-0.07125887502	0.7979958446	0.5658806761	0.4335741195	-0.07131571804	0.7988187381	0.5659223358	0.4335850945	-0.05434045016	1.855395489	0.631686212	0.07668942127	a248bdd	2x2_2C_8b_C2v_L	2.06	0.9354411162	0.9459816423	0.9999999997796964	3.283838018e-05	-0.0001646824432	1.550472238e-05	-0.0002127653446	-0.04162410833	0.7648153605	0.006540305732	0.1521760955	-0.0417214947	0.766403271	-0.006495626154	-0.1527191482	7.421755241e-06	-5.002217974e-05	-5.759172767e-05	0.0002824825167	recalcules_de_points_supra.py	R0:S0:1	1	-0.6362073756	-1.178825609	-0.2743764323	2.251209259	0.2677846966	-0.6514015444	0.1885184757	-2.145820249	-0.4493102934	2.217934051	-0.1885261975	2.145181785	-0.4493124549	2.217966845	0.1763612829	-1.198722607	0.4559105425	-0.4075898789	2024-12-02@18:00	-0.3	0.04114017997	0.2491466777	0.2	-0.508816725	v2.7.1	
9	Broyden	1e-09	1e-09	-0.01913360604	0.002890283724	-11.91310338	-1.353424731	Y	6	0.08055345343	self-energy	sharp_wc_2_b_35	0.2873479852	0.4013037127	-0.2697355698	1.903128123	-0.06647702944	0.7199388055	0.574896376	0.4319802674	-0.06619279076	0.7152478573	0.5748049372	0.4318399654	-0.04931641642	1.860532161	0.641934662	0.07471047103	a248bdd	2x2_2C_8b_C2v_L	1.94	0.9226767273	0.9344906606	0.9999999998032064	-0.0001972287793	0.0008989066851	-3.718589778e-05	0.0007320987813	-0.03065098704	0.5765430886	0.004279574438	0.1146473412	-0.02973908687	0.5615490056	-0.004212302644	-0.1126064821	-0.0005255532197	0.001986076922	-1.273801666e-05	-7.973871418e-05	recalcules_de_points_supra.py	R0:S0:1	1	-0.634145585	-1.177996552	-0.2781312454	2.292450739	0.2652588874	-0.6624025809	0.1869379957	-2.229954504	-0.4525414499	2.205493169	-0.1869473251	2.234277265	-0.4525511922	2.205024625	0.1730404932	-1.176994682	0.4583714474	-0.4002915316	2024-12-02@18:08	-0.3	0.03748859519	0.2403735761	0.2	-0.5165805305	v2.7.1	
8	Broyden	1e-09	1e-09	0.01798340704	-0.002764074764	-11.7353875	-1.353151867	Y	6	0.07981202872	self-energy	sharp_wc_2_b_35	0.2887478731	0.4031740737	-0.2689223527	1.903193665	0.5766080755	0.4320041229	-0.06594694336	0.7130048385	0.5761820509	0.4313974112	-0.06481500095	0.6927790642	0.04860993781	0.1386708503	0.6437759931	0.07436300707	a248bdd	2x2_2C_8b_C2v_L	1.92	0.9205317726	0.9325306898	0.9999999998358851	0.0005178450713	-0.003405344742	0.0006322129301	-0.0075034439	-0.003994656229	-0.1088920498	0.02990571832	-0.5597580737	-0.00369368313	-0.09941843935	-0.02559241882	0.4884396718	-0.1725150868	1.173440793	-5.559997929e-05	0.0008516004914	recalcules_de_points_supra.py	R0:S0:1	1	-0.6338130022	-1.177885669	-0.2788119288	2.29953985	0.2648350207	-0.6640804853	-0.4530388511	2.204402232	0.1866500527	-2.23799044	0.4530932149	-2.202288736	0.1867165931	-2.256797571	0.002269792767	-0.008635074705	0.458837379	-0.3990249954	2024-12-02@18:15	-0.3	0.03689369089	0.2388979322	0.2	-0.517984091	v2.7.1	
8	Broyden	1e-09	1e-09	-0.02388986008	0.00304516311	-12.48069875	-1.355850847	Y	6	0.08596979431	self-energy	sharp_wc_2_b_35	0.2791502043	0.3880583103	-0.2758910407	1.903129855	-0.0713037258	0.797317248	0.5636825604	0.4338750652	-0.07195270863	0.806143919	0.5639004641	0.4340756881	-0.05511367834	1.854291587	0.6297593964	0.07713704348	a248bdd	2x2_2C_8b_C2v_L	2.08	0.9375026735	0.9479574101	0.9999999998810887	0.0001084889931	-0.000980107822	0.0002810511925	-0.003024494301	-0.04144223011	0.7634777315	0.006439136061	0.1538995872	-0.04271045215	0.7828771551	-0.006524675081	-0.1568577282	0.0006522735094	-0.002406613815	-2.251843564e-05	0.0002837337366	recalcules_de_points_supra.py	R0:S0:1	1	-0.6365461777	-1.179085588	-0.2737709694	2.24449585	0.2682570772	-0.6495536389	0.188824821	-2.143252667	-0.4487380014	2.220108879	-0.1888930981	2.135427007	-0.4487343842	2.220753054	0.1769620009	-1.203099939	0.4554727695	-0.4090782066	2024-12-02@18:22	-0.3	0.04170463275	0.2507901232	0.2	-0.5076411115	v2.7.1	
