CDMFT_iterations	CDMFT_method	D	D2	D2_ave	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	tpp	tpp_ave	version	
5	Broyden	1e-09	1e-09	-0.02532536317	0.003293172808	-12.57007163	-1.355782383	Y	6	0.08681250767	self-energy	sharp_wc_2_b_35	0.2781219138	0.386403859	-0.2772544103	1.903286456	-0.07375154598	0.8451977502	0.5661776371	0.4336174848	-0.07346705024	0.8400857298	0.5656394681	0.4335574041	-0.05648550912	1.854385231	0.6295201192	0.07701018943	a248bdd	2x2_2C_8b_C2v_L	2.1	0.9397458694	0.9495233759	0.9999999998693141	-0.0002409682635	0.00105844136	-3.439953626e-06	0.0004994845039	-0.04750509444	0.8544541069	0.007421079536	0.1693168736	-0.0467512362	0.8437420168	-0.00745495088	-0.1675037841	-0.0004674148393	0.001709716519	-2.728381186e-06	-0.0001343343263	recalcules_de_points_supra.py	R0:S0:1	1	-0.6369124059	-1.179013577	-0.2732878505	2.238641204	0.2686562202	-0.647545311	0.1889139306	-2.10117565	-0.4486880553	2.221651427	-0.1889211321	2.106181515	-0.4486148388	2.221042071	0.177240367	-1.203900263	0.4555673661	-0.40912682	2024-12-02@18:26	-0.3	0.04260791119	0.251645479	0.2	-0.5063758127	v2.7.1	
7	Broyden	1e-09	1e-09	-0.02413980641	0.002795387947	-12.6408564	-1.357023045	Y	6	0.08757672481	self-energy	sharp_wc_2_b_35	0.2771947777	0.3841470292	-0.2776646569	1.90326315	-0.07253505307	0.8101049611	0.5594697247	0.43495531	-0.07169195383	0.7979011711	0.5593768876	0.4345159846	-0.05668804702	1.851973282	0.6255668334	0.0781197271	a248bdd	2x2_2C_8b_C2v_L	2.12	0.9415952564	0.9519295223	0.9999999998263629	-0.0002971424173	0.001665272055	-0.0002287299592	0.002808763345	-0.04340201669	0.7949316387	0.006637725541	0.1599804754	-0.04171000874	0.7689537207	-0.006569555117	-0.155700605	-0.0009944624298	0.003630268052	-3.715113375e-05	-0.0001013766156	recalcules_de_points_supra.py	R0:S0:1	1	-0.6372593566	-1.179707674	-0.2726722117	2.231223751	0.2690918146	-0.6455673515	0.189595402	-2.124803293	-0.4475643298	2.226094193	-0.1895554138	2.135907424	-0.4476400234	2.224870068	0.1781424133	-1.212047529	0.4546028291	-0.4121937538	2024-12-02@18:33	-0.3	0.04281437025	0.2541455723	0.2	-0.5053584969	v2.7.1	
9	Broyden	1e-09	1e-09	-0.01632769748	0.002497420116	-13.97464883	-1.352955464	Y	6	0.07907502076	self-energy	sharp_wc_2_b_35	0.2901641002	0.4050437589	-0.2681433475	1.903282552	-0.5780399526	1.568485946	0.06433768542	1.314418671	-0.06404639548	0.680381542	0.577923344	0.4313589093	-0.6457667641	1.925968769	0.0477419569	0.1377450381	a248bdd	2x2_2C_8b_C2v_L	1.9	0.9183648678	0.9306077627	0.9999999998729912	0.0001144456416	0.000349898296	-0.0004486433609	0.004448894443	-0.4536537546	2.201702751	0.1864480234	-2.264503627	0.02357857323	-0.4486366128	0.003203714339	0.08972649756	-0.459338277	0.3977795588	0.1719592228	-1.169952553	recalcules_de_points_supra.py	R0:S0:1	1	-0.6334817616	-1.177829733	-0.2795064257	2.306686073	0.2644155721	-0.6657370041	-0.003314196043	-0.09236755404	0.0248470631	-0.4698555588	0.1864638736	-2.269345003	0.4536530465	-2.201146912	1.422230196e-05	-0.0002335483507	0.000654466108	-0.002500258581	2024-12-02@18:41	-0.3	0.03629426473	0.2374858201	0.2	-0.519399921	v2.7.1	
8	Broyden	1e-09	1e-09	-0.02436362193	0.00269346859	-12.72216728	-1.357543078	Y	6	0.08839531799	self-energy	sharp_wc_2_b_35	0.2759611074	0.3823981958	-0.2788211055	1.903278113	-0.07209549843	0.8047844392	0.5581539703	0.4346653236	-0.07273462716	0.8131997509	0.5583200883	0.4348540103	-0.05749021381	1.851036471	0.6241597378	0.07848073939	a248bdd	2x2_2C_8b_C2v_L	2.14	0.9436577691	0.9538562342	0.9999999998577935	0.0001437739586	-0.0009623262802	0.0002067040449	-0.002291133373	-0.04281525647	0.7854528651	0.006756052104	0.1582259863	-0.04396149824	0.8028777874	-0.006829603716	-0.1610049382	0.000596065669	-0.002189211516	-2.427142343e-05	0.0002921821118	recalcules_de_points_supra.py	R0:S0:1	1	-0.637590514	-1.179987176	-0.2720653236	2.224854941	0.2695497079	-0.6438555055	0.1898575483	-2.126844556	-0.4471647277	2.227096231	-0.1899392485	2.119589113	-0.4471492257	2.22762387	0.1786883121	-1.216051849	0.454295319	-0.4134719871	2024-12-02@18:48	-0.3	0.04344522627	0.255716944	0.2	-0.504204098	v2.7.1	
8	Broyden	1e-09	1e-09	-0.02448875872	0.002567470552	-12.80339421	-1.358158793	Y	6	0.08921692552	self-energy	sharp_wc_2_b_35	0.2746802461	0.3806451055	-0.2798989063	1.903277265	-0.07286640314	0.81399362	0.5564427188	0.4350537049	-0.07242218998	0.8080826056	0.5563205891	0.4348791462	-0.05838598933	1.849895869	0.6220586316	0.07896725854	a248bdd	2x2_2C_8b_C2v_L	2.16	0.9456916592	0.9558304834	0.9999999998664786	-0.0001640698835	0.00085172831	-9.409395941e-05	0.0012136067	-0.04418314498	0.8062964726	0.006878231314	0.1619353872	-0.0434185102	0.7944750575	-0.006881927882	-0.1596936496	-0.0004746157048	0.001723430729	-1.435395692e-05	-6.673026204e-05	recalcules_de_points_supra.py	R0:S0:1	1	-0.6379280041	-1.180319937	-0.271455671	2.21848328	0.2699867624	-0.6421652372	0.1902992471	-2.115808018	-0.4466146054	2.22983894	-0.19025739	2.120949632	-0.4466210058	2.22935389	0.1792720777	-1.220494376	0.4538912944	-0.4150079342	2024-12-02@18:55	-0.3	0.04403762305	0.2573985008	0.2	-0.5030965292	v2.7.1	
12	Broyden	1e-09	1e-09	0.01273957464	-0.001870121953	-11.57526473	-1.352969339	Y	6	0.07833880895	self-energy	sharp_wc_2_b_35	0.2916549981	0.4068251012	-0.2673455819	1.903356806	0.5788207382	0.4311200848	-0.06274927021	0.6501328009	0.5786860893	0.4311597618	-0.06272983921	0.6500779953	0.6473842579	0.0738714405	0.04678331893	0.1372516257	a248bdd	2x2_2C_8b_C2v_L	1.88	0.9161260987	0.9287536694	0.999999999830601	-0.0006523021646	0.001582835476	0.0006587666143	-0.00563993399	-0.002326479975	-0.06420832002	0.01711028085	-0.3272022421	-0.002300901437	-0.06428992091	-0.01708384504	0.3267914508	-1.894865845e-05	8.05273905e-05	-0.1715080539	1.167643927	recalcules_de_points_supra.py	R0:S0:1	1	-0.6331510406	-1.177903938	-0.2801982272	2.313706407	0.2640271969	-0.6673986087	-0.4542240647	2.19946241	0.1864011388	-2.296618834	0.454173194	-2.199478791	0.1863881557	-2.296620585	-0.4597767683	0.3969721011	3.126099237e-05	-0.0001139092377	2024-12-02@19:05	-0.3	0.03559622712	0.2362632874	0.2	-0.5209320765	v2.7.1	
8	Broyden	1e-09	1e-09	-0.0245740383	0.002425117183	-12.88435115	-1.358783706	Y	6	0.09004740908	self-energy	sharp_wc_2_b_35	0.2734735368	0.378872415	-0.2808966458	1.903297971	-0.07309405048	0.816340395	0.5548884711	0.4351437442	-0.07253559555	0.8083637632	0.5546904195	0.4348974046	-0.05921159165	1.848777715	0.6201464927	0.07943649923	a248bdd	2x2_2C_8b_C2v_L	2.18	0.9477210816	0.9577807326	0.9999999998425664	-0.0001956754844	0.001101063535	-0.000151748272	0.001846795812	-0.04470376454	0.8135799441	0.00698097961	0.1629183629	-0.04363838796	0.7974162815	-0.006950767746	-0.1601621597	-0.0006270319306	0.002259687542	-3.804917238e-05	1.04158389e-05	recalcules_de_points_supra.py	R0:S0:1	1	-0.6382747492	-1.180659446	-0.2708737977	2.212158438	0.2703970183	-0.6404149828	0.19068537	-2.110790564	-0.4461187806	2.231949657	-0.1906520935	2.117953106	-0.4461325825	2.231188016	0.1798270043	-1.2248574	0.4535146753	-0.4164915924	2024-12-02@19:12	-0.3	0.04463622223	0.2590659791	0.2	-0.5020223306	v2.7.1	
8	Broyden	1e-09	1e-09	-0.02460920989	0.002273993941	-12.96520091	-1.359471338	Y	6	0.0908842613	self-energy	sharp_wc_2_b_35	0.2722084719	0.3771191367	-0.2817617602	1.903299278	-0.07291527624	0.8118681121	0.5529900382	0.4350386344	-0.07300871725	0.8135116414	0.553056603	0.4351074176	-0.06002579429	1.847635586	0.6182444036	0.07992410289	a248bdd	2x2_2C_8b_C2v_L	2.2	0.9497367942	0.9597713473	0.9999999998361735	1.493014694e-05	-0.0002180787468	9.454586542e-05	-0.0009398981647	-0.04437798952	0.8078120828	0.007147189204	0.1610588248	-0.04452644481	0.8103542609	-0.006981015578	-0.1624864922	2.781201091e-05	-0.0001560334909	-0.0001241672375	0.0006249667915	recalcules_de_points_supra.py	R0:S0:1	1	-0.6386311126	-1.181048147	-0.2702806918	2.205835116	0.2707678944	-0.6387058163	0.1911002469	-2.111881276	-0.4456079743	2.233463345	-0.1911065924	2.110594346	-0.4456111964	2.233640367	0.1803713822	-1.229301448	0.4531571932	-0.4180088884	2024-12-02@19:19	-0.3	0.04522492053	0.260791439	0.2	-0.500928801	v2.7.1	
8	Broyden	1e-09	1e-09	-0.02457273365	0.002105905794	-13.04530341	-1.360209266	Y	6	0.09172019014	self-energy	sharp_wc_2_b_35	0.2710024841	0.3753014209	-0.2825050071	1.903315936	-0.07295973612	0.8091782895	0.5508364985	0.4351267529	-0.0730549662	0.8109826964	0.5509187202	0.4351941104	-0.06079918425	1.846400736	0.6161757368	0.08046226391	a248bdd	2x2_2C_8b_C2v_L	2.22	0.9517291577	0.9617903608	0.9999999998347199	0.0001225769841	-0.0004940993064	-8.560858292e-06	-0.0001275347055	-0.04422024629	0.8053048217	0.007100113427	0.160943866	-0.04440392171	0.8082898569	-0.006952240151	-0.1623162379	4.158165523e-05	-0.0001982906857	-0.0001102513499	0.0005579638038	recalcules_de_points_supra.py	R0:S0:1	1	-0.6389992014	-1.181458871	-0.2697098657	2.199422602	0.2711123408	-0.6369127077	0.1915684299	-2.111302856	-0.4450328519	2.235476928	-0.1915717224	2.109835138	-0.4450338711	2.235671626	0.1809086101	-1.233926042	0.4527643882	-0.4196280138	2024-12-02@19:26	-0.3	0.04578087814	0.2625926302	0.2	-0.499863028	v2.7.1	
10	Broyden	1e-09	1e-09	-0.02445735537	0.001926540154	-13.12674324	-1.360964353	Y	6	0.09257852664	self-energy	sharp_wc_2_b_35	0.2696438875	0.3736974174	-0.2837773695	1.903291356	-0.07303026196	0.8086183241	0.5501943004	0.4347364835	-0.0727368474	0.8039082568	0.5500790597	0.4345788212	-0.06167979728	1.845098052	0.6138146898	0.08105086295	a248bdd	2x2_2C_8b_C2v_L	2.24	0.9537317506	0.9637845417	0.9999999998215061	-0.0001656580355	0.0007778228887	-4.087033462e-05	0.0006992528551	-0.04452650359	0.8084005159	0.007005447887	0.1612155733	-0.04389117641	0.7988863722	-0.006992050789	-0.1596268221	-0.0003793856928	0.001347167139	-4.632447903e-05	0.0001216303635	recalcules_de_points_supra.py	R0:S0:1	1	-0.6393192134	-1.18188601	-0.26911705	2.193475926	0.271590334	-0.6354491654	0.1920298167	-2.109430793	-0.4447366571	2.236905648	-0.1920273711	2.113718129	-0.4447580923	2.236405641	0.1814697857	-1.238657097	0.4523679299	-0.4213611061	2024-12-02@19:34	-0.3	0.04640215689	0.2643713293	0.2	-0.4988347171	v2.7.1	
9	Broyden	1e-09	1e-09	-0.0124511764	0.001913000889	-14.16324837	-1.352443862	Y	6	0.0776370448	self-energy	sharp_wc_2_b_35	-0.2931332578	1.591128473	-0.2668049136	1.903490543	-0.5815919566	1.569087471	0.06173550608	1.354143073	0.06232763494	1.342627966	-0.5816652298	1.568676593	0.04646908318	0.1359755434	0.6493350704	0.0733177926	a248bdd	2x2_2C_8b_C2v_L	1.86	0.9140590179	0.9266117295	0.99999999983166	0.2809114619	-2.321320433	0.0007213977131	-0.008081164322	0.4548585533	-2.19736128	-0.1859993156	2.304516431	0.1859234107	-2.293657054	-0.4548070442	2.198680795	0.170885752	-1.162552387	3.123463455e-05	-0.000646237667	recalcules_de_points_supra.py	R0:S0:1	1	-0.6328260302	-1.177645591	0.0002834607588	-0.002578482983	0.2636133193	-0.6690114612	0.002039857553	0.05880762497	-0.01496981337	0.2883836848	-0.01896995933	0.3566284917	0.002334125203	0.06729592372	-0.002048358546	0.007857963934	-0.4603042982	0.395109289	2024-12-02@19:42	-0.3	0.03516719701	0.2344502631	0.2	-0.5223159582	v2.7.1	
12	Broyden	1e-09	1e-09	-0.02394837672	0.001663743044	-13.20477256	-1.361934485	Y	6	0.09340828218	self-energy	sharp_wc_2_b_35	0.2679400104	0.3720289141	-0.2844974643	1.903144628	-0.07236662139	0.7899003901	0.5471501974	0.4345046656	-0.07233441573	0.789468616	0.5472013525	0.4344810473	-0.06239012956	1.843415389	0.6107568638	0.08185013534	a248bdd	2x2_2C_8b_C2v_L	2.26	0.9556418359	0.9659525966	0.9999999997934317	-0.0001396495249	0.0003517108982	0.0001395305546	-0.001094348095	-0.04246710596	0.776922101	0.006590578707	0.1565096787	-0.04237458595	0.7756598563	-0.006502276491	-0.1567969177	-0.0001074614827	0.0003494634006	-8.563777258e-05	0.0003948516341	recalcules_de_points_supra.py	R0:S0:1	1	-0.6396661699	-1.18244094	-0.2684152928	2.186946233	0.2719512554	-0.6341293187	0.1926759164	-2.12221803	-0.4441003816	2.23827865	-0.1926808599	2.122717295	-0.4441218023	2.238225172	0.1820255421	-1.244256328	0.4518101213	-0.4235527667	2024-12-02@19:52	-0.3	0.04687337577	0.2664628207	0.2	-0.4977734971	v2.7.1	
