CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	tpp	tpp_ave	version	
0	Broyden	0	0.05907881362	-14.25207814	-0.828594671	Y	11.095834	0.02637674896	self-energy/D	sharp_wc_2_b_50	1.616708997	0.01320951686	0.2674526843	0.002872158547	0.2571089688	0.144201404	1.60187724	0.04216989902	1.601563384	0.04219896755	0.2569150015	0.1441591965	-0.3285434942	1.996840217	0.7663527609	0.01671942489	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.971975022	0.9658243017	0.9999999998859761	0.7795464478	-0.317095027	0.246009741	-0.1198720375	0.138896626	-0.6265041345	0.4710330694	-0.6156982325	0.4710437885	-0.6158374822	0.1388196512	-0.6263886002	0.07804128934	-0.1168644482	-0.1726678546	0.4089814853	boucle_1bande.py	R0:S0:1	1	-0.467572507	-0.6813740219	1.554095891e-05	-7.09866416e-05	-7.649019916e-06	1.165771172e-05	-0.07525201136	0.8676911839	0.0131876093	0.2367575415	-0.01309821792	-0.237031513	0.07521022991	-0.8675052652	-7.232886395e-06	1.638499188e-05	7.118170297e-05	-9.320264819e-05	2024-06-18@16:13	0.67456547	-0.03412908521	-0.2007072675	0.26414835	-0.04478716938	v2.6.0	
5	Broyden	0	0.05908139732	-14.25217076	-0.829638492	Y	11.095834	0.02637794943	self-energy/D	sharp_wc_2_b_50	1.615674794	0.01320169797	0.2671152754	0.002872642988	0.2567096174	0.1454748644	1.601057572	0.04255415629	1.601446521	0.04253636689	0.256907955	0.1454674341	-0.3282251633	1.996833595	0.767447707	0.01683637141	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.971629832	0.9654489282	0.9999999998600279	0.7791267065	-0.3168473105	0.2457545532	-0.1197366497	0.1389162652	-0.6311410369	0.4711612439	-0.6183610359	0.4711910928	-0.6183053311	0.1389730018	-0.6311720906	0.07816743065	-0.1169659362	-0.1727256823	0.410463547	boucle_1bande.py	R0:S0:1	1	-0.467849341	-0.6821843192	2.568920451e-05	-5.972574134e-05	-3.588670973e-05	0.0002095219742	-0.0754969626	0.8705379472	0.01313848741	0.2380326036	-0.01319406768	-0.2378570754	0.0755302011	-0.8705559579	-0.0001446491068	0.0004632252344	9.223334637e-05	-0.0001008043079	2024-06-18@16:18	0.67456547	-0.03444774058	-0.2014826087	0.26314835	-0.04385724702	v2.6.0	
6	Broyden	0	0.0590608075	-14.25058493	-0.8311306519	Y	11.095834	0.02637944333	self-energy/D	sharp_wc_2_b_50	1.613988922	0.01319465446	0.2671942295	0.00287954235	0.2567350363	0.1472610762	1.600983157	0.04303768677	1.600154279	0.0431019428	0.2558403849	0.1473929917	-0.326895039	1.996814944	0.7672157879	0.01702458757	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9711408437	0.9649202268	0.9999999998735387	0.7785139492	-0.3165201986	0.2455870603	-0.1196469979	0.139100444	-0.6377694281	0.4713793727	-0.6219153156	0.4714685105	-0.6221944144	0.1388331354	-0.6377079105	0.07836623141	-0.1172445322	-0.1726866764	0.4126112422	boucle_1bande.py	R0:S0:1	1	-0.4682241749	-0.6833094602	-5.700585526e-06	-5.391150597e-06	2.395077824e-05	-0.0001650442734	-0.07596059953	0.8745723533	0.01327283501	0.2390720351	-0.0131167922	-0.2396023233	0.07588908898	-0.8749378012	0.0004719579811	-0.001511303777	-0.0003177768346	0.0003622055958	2024-06-18@16:24	0.67456547	-0.03490315676	-0.2024798128	0.26214835	-0.04285856292	v2.6.0	
15	Broyden	0	0.05902146634	-14.24815089	-0.8327947464	Y	11.095834	0.02638040613	self-energy/D	sharp_wc_2_b_50	1.610331256	0.01319410063	0.2666607256	0.002883088992	0.2563020845	0.149375876	1.598715892	0.04362382513	1.598717541	0.04364356968	0.2561721351	0.1493040488	-0.3250523435	1.996791881	0.7686766582	0.01720003845	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9705957571	0.9643286686	0.9999999998479037	0.7777854703	-0.3161991778	0.2450518447	-0.1193984987	0.139109718	-0.6449197579	0.4714950698	-0.6259609416	0.4715254164	-0.6261146133	0.1390788514	-0.6448357029	0.07858251722	-0.1175775236	-0.1727497969	0.4148607923	boucle_1bande.py	R0:S0:1	1	-0.4686547728	-0.6845528	-1.653468333e-05	5.548431468e-05	1.921512296e-05	-8.861226378e-05	-0.07657224434	0.8799073757	0.01337348161	0.2404557678	-0.01331011272	-0.2406074227	0.07651741813	-0.8794806873	-0.000133722985	0.0004428628021	6.47568819e-05	-5.844142429e-05	2024-06-18@16:36	0.67456547	-0.03540644037	-0.2035675132	0.26114835	-0.04182423981	v2.6.0	
11	Broyden	0	0.05897891187	-14.24423799	-0.834356471	Y	11.095834	0.02638253077	self-energy/D	sharp_wc_2_b_50	1.608033193	0.01319411007	0.2661744624	0.002891385751	0.256505233	0.1511335314	1.598703403	0.04412329014	1.597092064	0.04419547468	0.2555962	0.1513204004	-0.3224722603	1.996763845	0.7692569552	0.01738426441	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9700866019	0.9637736921	0.9999999998559557	0.7771978188	-0.3159085634	0.2446567106	-0.1192278733	0.139359546	-0.6516537766	0.4717163135	-0.6297015282	0.4717303848	-0.6299176637	0.1390022618	-0.6514994387	0.07878977088	-0.1179686331	-0.1727947003	0.4170953588	boucle_1bande.py	R0:S0:1	1	-0.4690487109	-0.6857172647	-3.04378795e-05	4.465357339e-05	7.768275851e-05	-0.0004692511973	-0.07708894039	0.8837489277	0.01350481508	0.2414055751	-0.01338522798	-0.2419613116	0.07707642904	-0.8846261795	0.0003004693076	-0.001002000935	-0.0002251359081	0.0002302666812	2024-06-18@16:46	0.67456547	-0.03587947719	-0.2046156848	0.26014835	-0.04079414987	v2.6.0	
8	Broyden	0	0.05892938075	-14.2452669	-0.8360773562	Y	11.095834	0.02638302461	self-energy/D	sharp_wc_2_b_50	1.605296163	0.01319010066	0.2658516446	0.00289524957	0.2559629157	0.153289787	1.596889176	0.04472598791	1.59574041	0.04477135271	0.2556905231	0.1533116824	-0.3223690522	1.996744061	0.7690552537	0.01759416774	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9695276747	0.9631623559	0.9999999998423993	0.776513862	-0.3155723575	0.244309722	-0.1190567506	0.1393680793	-0.6590824944	0.4718478195	-0.633865287	0.4718171853	-0.6340165997	0.1392336592	-0.6589462637	0.07910205153	-0.1183089204	-0.1727602657	0.4195227611	boucle_1bande.py	R0:S0:1	1	-0.4694767397	-0.6869929975	-6.525600961e-05	0.0001350493853	0.0001073329055	-0.0006239104439	-0.07762976122	0.8888067457	0.01355721386	0.2429391846	-0.01350665932	-0.2432246408	0.07762690132	-0.8890054334	-2.855098919e-05	7.02028719e-05	3.645512153e-05	-6.880852067e-05	2024-06-18@16:53	0.67456547	-0.03640007268	-0.205746398	0.25914835	-0.03972606049	v2.6.0	
5	Broyden	0	0.05889381924	-14.23922478	-0.8373004073	Y	11.095834	0.02638489153	self-energy/D	sharp_wc_2_b_50	1.603778687	0.01318060349	0.2656967958	0.002900027523	0.2556937766	0.1547972275	1.596350372	0.04515131645	1.595229184	0.04519820941	0.2551812776	0.1548733228	-0.3189198288	1.996734383	0.7710589005	0.01770988324	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.969129354	0.9627307179	0.999999999858909	0.775975833	-0.3152678541	0.2440617586	-0.1189235364	0.1394476017	-0.6644859727	0.4720433348	-0.6368856004	0.4720020543	-0.6370242331	0.1392762523	-0.6644255178	0.07901730485	-0.1183341145	-0.1728469411	0.4211178137	boucle_1bande.py	R0:S0:1	1	-0.4698036897	-0.687922484	-5.895925354e-05	0.0001075085136	0.0001064988494	-0.0006387364712	-0.07796711321	0.8920473977	0.01361710899	0.2439166547	-0.0135364408	-0.2442628537	0.07792384562	-0.8923240581	0.0002356508614	-0.000804589869	-0.0001324447015	0.0001226288766	2024-06-18@16:58	0.67456547	-0.03676568545	-0.206625386	0.25814835	-0.03872026576	v2.6.0	
4	Broyden	0	0.05882949309	-14.24460647	-0.8388689171	Y	11.095834	0.02638600043	self-energy/D	sharp_wc_2_b_50	1.601200796	0.0131793055	0.2654047486	0.002901869924	0.2546079789	0.1564819737	1.591045995	0.04586897239	1.592733108	0.04577302236	0.2550789834	0.1566623194	-0.3210270625	1.996712763	0.7730269302	0.01788351202	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9686245398	0.9621678611	0.9999999998756168	0.7753534395	-0.3149762155	0.2437270984	-0.1187627783	0.1390130085	-0.6702615836	0.4720480766	-0.6414023159	0.4721086493	-0.6409592546	0.1392936412	-0.6707694159	0.07952092314	-0.1187841639	-0.1730458957	0.4234090632	boucle_1bande.py	R0:S0:1	1	-0.4701946247	-0.6890790952	6.602252795e-05	-0.0001532560199	-0.0001222469604	0.0006792109653	-0.07841520166	0.896032696	0.01345839826	0.2461890249	-0.01364242899	-0.2454995147	0.07850543849	-0.8966114982	0.0003729027508	-0.001232533627	-0.000230119664	0.0002702730287	2024-06-18@17:02	0.67456547	-0.03723388612	-0.2076983322	0.25714835	-0.03765802471	v2.6.0	
8	Broyden	0	0.05870698671	-14.23983543	-0.8409454821	Y	11.095834	0.02638725447	self-energy/D	sharp_wc_2_b_50	1.598709909	0.01317804522	0.2651435065	0.002916691262	0.2545923337	0.1592603223	1.591788207	0.04645670797	1.591184032	0.04649015815	0.25440196	0.159212554	-0.3178183863	1.996679701	0.7724663734	0.01814063117	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9679508254	0.9614342388	0.9999999998662229	0.7746256876	-0.3146006206	0.2434906162	-0.1186653976	0.1394257399	-0.6798571555	0.4722796591	-0.6458528652	0.4722733827	-0.6460098066	0.1393222882	-0.6797042009	0.07973693947	-0.1192313767	-0.1729958257	0.4263580342	boucle_1bande.py	R0:S0:1	1	-0.4706956256	-0.6905879955	-5.742833402e-05	0.0001226956297	8.967319614e-05	-0.0005217655717	-0.07916756861	0.902179036	0.01376969087	0.246711969	-0.01373461751	-0.2468967231	0.07913744551	-0.9020336096	1.147967004e-06	-1.591150607e-05	2.832896711e-05	-4.581281328e-05	2024-06-18@17:10	0.67456547	-0.03786481698	-0.2090358079	0.25614835	-0.03649896084	v2.6.0	
6	Broyden	0	0.05859519663	-14.23794607	-0.8428994402	Y	11.095834	0.02638981991	self-energy/D	sharp_wc_2_b_50	1.595848104	0.01317962728	0.2646027775	0.002925238267	0.2538917136	0.1617068086	1.591112307	0.04713629084	1.590311411	0.04716304552	0.2538488582	0.1616460586	-0.3160925561	1.996651048	0.772525187	0.01836924498	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9673182996	0.9607494776	0.9999999998472744	0.77398732	-0.3142797953	0.2430766507	-0.118480744	0.1394354326	-0.68830197	0.4726310115	-0.6506771865	0.4725564552	-0.6507822712	0.1394013336	-0.688196689	0.08000839639	-0.1196490963	-0.1729512185	0.4290365938	boucle_1bande.py	R0:S0:1	1	-0.4711718822	-0.6920144362	0.0001135746974	-0.0002701077335	-0.0001633074909	0.000933956399	-0.0797497635	0.907414661	0.01386253264	0.2480208155	-0.0138385161	-0.248159972	0.07972430643	-0.9071818531	-0.0002091547073	0.000731838445	0.0001425524414	-0.0001418664495	2024-06-18@17:15	0.67456547	-0.03845474762	-0.2103083236	0.25514835	-0.03534520546	v2.6.0	
