CDMFT_iterations	CDMFT_method	D	D2	D2_ave	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	tpp	tpp_ave	version	
4	Broyden	1e-09	1e-09	-4.620065182e-06	2.442639105e-05	-26.85274836	-1.023269604	Y	6	0.07249465794	self-energy	sharp_wc_2_b_35	-0.9265707526	1.957073338	1.224348227	0.01742321426	-1.089247966	1.943871406	1.099073108	0.06241465895	-1.099635216	1.937804776	-1.088846579	1.943653645	-1.322603751	1.992382574	-0.8497522748	1.966577374	a248bdd	2x2_2C_8b_C2v_L	2.9	1.003131721	0.9995618672	0.9999999998612569	0.2551601895	-0.9469336309	-0.5361699536	0.2733374258	-0.2835030413	0.8545208654	0.3965654143	-0.9182985123	0.01856497793	-0.05554209736	0.2832477885	-0.855143292	0.3208639687	-0.1759865585	-0.0003340838603	0.0002114363311	recalcules_de_points_supra.py	R0:S0:1	1	-0.6749559422	-1.010617145	0.0002397862752	-0.0001296981578	-0.0001365596276	0.0004631367927	-0.01509252598	0.03524430621	0.01078479353	-0.03211349774	0.3958258583	-0.9151989058	-0.02587896571	0.06022196302	-0.000311062141	0.001015528206	-0.2336088059	0.8765211889	2024-12-02@16:01	0.2	0.00194646253	-0.06773592265	0.03	0.02982417979	v2.7.1	
5	Broyden	1e-09	1e-09	3.780660165e-07	-1.88019734e-06	-27.66320665	-1.02426387	Y	6	0.07285213394	self-energy	sharp_wc_2_b_35	-0.8655675989	1.95480648	1.497378584	0.0173947308	-0.9839444111	1.943768687	1.359255838	0.06265358269	-1.359442135	1.937383973	-0.9826861474	1.94373842	-1.131619813	1.99236766	-1.036024552	1.966741369	a248bdd	2x2_2C_8b_C2v_L	3.1	1.002652391	0.999528929	0.9999999998525728	0.2781202422	-0.9834637514	-0.5525649916	0.2767172786	-0.298345033	0.8619498542	0.4076601424	-0.9239054394	-0.0002717130819	0.0006387544736	0.298199553	-0.86212932	0.3216850688	-0.1762583202	-0.003241804973	0.001823532414	recalcules_de_points_supra.py	R0:S0:1	1	-0.6744525558	-1.011614226	0.0007040434166	-0.0004169504647	-0.000487196324	0.001438390164	0.0003182402034	-0.0008715691137	-0.0002686049463	0.0006251805256	0.4076118854	-0.9236529389	0.0003178530801	-0.0008641340411	-0.002460443277	0.009010032211	-0.2319501602	0.8758351361	2024-12-02@16:04	0.2	0.002666997799	-0.06775271617	0.03	0.03002999344	v2.7.1	
5	Broyden	1e-09	1e-09	-1.48677932e-05	6.718127682e-05	-27.76653037	-1.024322358	Y	6	0.07295699718	self-energy	sharp_wc_2_b_35	-0.8586051135	1.954741896	1.514392786	0.01738090015	-0.9785539373	1.943794359	1.377556141	0.06268427521	-1.372810264	1.937261876	-0.976606006	1.943890138	-1.1274007	1.992353786	-1.055296771	1.966608783	a248bdd	2x2_2C_8b_C2v_L	3.12	1.00277917	0.9995806651	0.9999999999008647	0.2795471329	-0.9848139735	-0.5527978068	0.2768112656	-0.2998555192	0.8618697244	0.4079733386	-0.9241164074	0.007842288507	-0.0174320717	0.2994097944	-0.8611369278	0.3232584151	-0.1765469924	-0.004234869765	0.002362696346	recalcules_de_points_supra.py	R0:S0:1	1	-0.6743925377	-1.011675087	-0.0005473818804	0.0003330399572	0.0003753678966	-0.001095738141	-0.0093700592	0.0264452574	0.007739377946	-0.01714830001	0.4073374742	-0.924384547	-0.009491115383	0.02678450008	-0.003162965838	0.01166177435	-0.2325666244	0.8779359341	2024-12-02@16:07	0.2	0.002747433281	-0.06774348837	0.03	0.03004756326	v2.7.1	
6	Broyden	1e-09	1e-09	-8.825958764e-07	4.509341566e-06	-26.39619134	-1.023272279	Y	6	0.07226598311	self-energy	sharp_wc_2_b_35	-0.8988447648	1.957072228	1.194936395	0.01757532232	-1.059744018	1.942525984	1.060396189	0.06184225813	-1.061466865	1.938525227	-1.062100085	1.942160553	-1.312852449	1.992366205	-0.8008756825	1.966680613	a248bdd	2x2_2C_8b_C2v_L	2.88	1.002934344	0.9994254593	0.9999999999044009	0.2496952801	-0.9422507447	-0.5334584367	0.2734379652	-0.2604077906	0.8028848086	0.3682343674	-0.8600614434	-0.1176666107	0.3627616053	0.2522121154	-0.7772457037	0.317437591	-0.1756295312	-0.0002391346334	0.0001531111578	recalcules_de_points_supra.py	R0:S0:1	1	-0.6750303868	-1.010604768	0.0005961954033	-0.0003297742257	-0.0003283286992	0.001122982328	0.1373406039	-0.3208044345	-0.09717583007	0.2995824308	0.3562339016	-0.8312359518	0.1662335511	-0.387777737	-0.0002269579027	0.0007410133202	-0.2299825578	0.8723026063	2024-12-02@16:10	0.2	0.001762156734	-0.06781298252	0.03	0.02983618796	v2.7.1	
4	Broyden	1e-09	1e-09	4.368281281e-06	-1.891740665e-05	-27.64507856	-1.024320061	Y	6	0.0728444126	self-energy	sharp_wc_2_b_35	-0.8366400797	1.954593398	1.539098744	0.01740235004	-0.9461407384	1.943778929	1.396668142	0.06275831738	-1.398248226	1.937351632	-0.9462504166	1.943655726	-1.086617033	1.992353625	-1.05593583	1.966827561	a248bdd	2x2_2C_8b_C2v_L	3.14	1.002598371	0.9995139083	0.9999999998931056	0.2799468292	-0.9862920058	-0.5533985746	0.2769982628	-0.2986298687	0.8617869112	0.4074976692	-0.9246584646	-0.002646307467	0.005693036542	0.298802766	-0.86286553	0.320709222	-0.1761537165	-0.005132308286	0.002849240286	recalcules_de_points_supra.py	R0:S0:1	1	-0.6744270253	-1.011669409	-0.001562197997	0.0009557302073	0.001106405186	-0.003197963031	0.003275056502	-0.009522895227	-0.002752925841	0.005962486736	0.4075914524	-0.9237375085	0.003161726708	-0.00922803484	-0.003735623494	0.0140517421	-0.2298564048	0.8738790156	2024-12-02@16:13	0.2	0.002756352049	-0.0677616225	0.03	0.03005578068	v2.7.1	
6	Broyden	1e-09	1e-09	0.0001624560618	-0.0008782092714	-26.24851258	-1.023181374	Y	6	0.07217570566	self-energy	sharp_wc_2_b_35	-0.9004976523	1.957430414	1.163337399	0.01757581629	-1.078044917	1.943421605	1.031595201	0.06284593625	-1.029720439	1.937309454	-1.072155493	1.943249446	-1.31643788	1.99236522	-0.7684549229	1.96682418	a248bdd	2x2_2C_8b_C2v_L	2.86	1.002909086	0.9993867826	0.9999999999447053	0.2465523444	-0.9364886097	-0.5308229257	0.2727883377	-0.2545962386	0.7824704619	0.3603618634	-0.8466491575	0.1192567226	-0.3835842054	0.2489713959	-0.7671609802	0.3154651648	-0.1752901332	-0.0001891634392	0.0001266385277	recalcules_de_points_supra.py	R0:S0:1	1	-0.6752244525	-1.010510655	1.924405069e-05	-7.735889186e-06	-1.496313694e-05	5.653992081e-05	-0.1552376849	0.3532544596	0.1087121897	-0.3500013886	0.3530616316	-0.8301302116	-0.1704506681	0.3891351103	-0.0001841447215	0.0005953431732	-0.2282527231	0.8694034809	2024-12-02@16:16	0.2	0.001652369167	-0.06782572287	0.03	0.02981417382	v2.7.1	
6	Broyden	1e-09	1e-09	-2.676758252e-07	1.000846734e-06	-27.78726671	-1.024437032	Y	6	0.07290190259	self-energy	sharp_wc_2_b_35	-0.8318476029	1.954274474	1.574408414	0.0174108529	-0.9381915893	1.94374852	1.425787065	0.06275870103	-1.425135468	1.937279868	-0.9383716606	1.943713406	-1.074462303	1.992345959	-1.089510873	1.966817271	a248bdd	2x2_2C_8b_C2v_L	3.16	1.002550367	0.9995169953	0.9999999998916445	0.2827569901	-0.9911368991	-0.5562552271	0.2775597957	-0.3005241881	0.8628095304	0.4090312689	-0.925106817	0.0004665007032	-0.001087043615	0.3005781143	-0.8632114512	0.3217193833	-0.1762359391	-0.009688820717	0.005278004895	recalcules_de_points_supra.py	R0:S0:1	1	-0.6743003514	-1.011786491	0.001595461657	-0.0009748761989	-0.001188382796	0.003403895452	0.0002324657611	-0.000539703859	-0.0002227790561	0.0006154936497	0.4088983116	-0.9246796623	-0.0005430252421	0.001496121695	-0.006920220058	0.0263399488	-0.2310789576	0.8748011449	2024-12-02@16:20	0.2	0.002836299275	-0.06776396819	0.03	0.03007506926	v2.7.1	
7	Broyden	1e-09	1e-09	8.034434428e-07	-2.753052981e-06	-27.84251677	-1.024505495	Y	6	0.07294510612	self-energy	sharp_wc_2_b_35	-0.8280131539	1.954036991	1.600741293	0.01740613854	-0.9299745329	1.943752319	1.448226871	0.06280351377	-1.448323889	1.937194677	-0.9291097217	1.943760477	-1.058812339	1.992314063	-1.089025236	1.966787151	a248bdd	2x2_2C_8b_C2v_L	3.18	1.002542145	0.9995333234	0.9999999999041091	0.285188919	-0.9945980787	-0.5579065694	0.2779082353	-0.3020976418	0.8633833719	0.4097954651	-0.9255621512	-0.0007933931441	0.001595887212	0.3019647003	-0.8632318174	0.3217241668	-0.1763344073	-0.0123221882	0.006696048608	recalcules_de_points_supra.py	R0:S0:1	1	-0.6742116658	-1.011857009	0.000326671399	-0.0002051552225	-0.000245365906	0.0006939630154	0.0009215388458	-0.00282081837	-0.0007691150559	0.001539153772	0.4097891699	-0.9256467006	0.0009447883847	-0.002885798989	-0.008652259446	0.03331590385	-0.2294403047	0.8744853613	2024-12-02@16:23	0.2	0.00293133704	-0.06775732759	0.03	0.03009931481	v2.7.1	
9	Broyden	1e-09	1e-09	-1.247791327e-08	-4.844311214e-07	-27.88108267	-1.024638408	Y	6	0.07298553257	self-energy	sharp_wc_2_b_35	-0.8102068728	1.953964155	1.619184551	0.01743231067	-0.9056290883	1.943319737	1.465810123	0.06261458038	-1.463791822	1.936788178	-0.9065182401	1.943990331	-1.04012296	1.992322781	-1.135547434	1.966767093	a248bdd	2x2_2C_8b_C2v_L	3.2	1.002542099	0.9995325989	0.9999999999137721	0.2856899333	-0.9956653831	-0.5580210487	0.2780989276	-0.3020820672	0.8669694072	0.4093006048	-0.9234561559	0.001079879024	-0.002157590752	0.3013580802	-0.8607981551	0.3224122344	-0.1763959075	-0.01228101247	0.006547662707	recalcules_de_points_supra.py	R0:S0:1	1	-0.674210473	-1.011989432	0.0005361072836	-0.0003474074567	-0.0004303091226	0.001205027578	-0.001936401363	0.005781289626	0.001802149332	-0.003869811152	0.4096479982	-0.928919334	-0.00125375029	0.003924069007	-0.00842420125	0.03287751802	-0.2317920255	0.8759136259	2024-12-02@16:28	0.2	0.00292896704	-0.0677630162	0.03	0.03012092726	v2.7.1	
9	Broyden	1e-09	1e-09	-1.086348754e-08	1.905384154e-07	-27.83155861	-1.024640053	Y	6	0.07298508452	self-energy	sharp_wc_2_b_35	-0.8023024649	1.953646453	1.649527663	0.01743453289	-0.8968294175	1.943666118	1.483351193	0.06297095146	-1.483192119	1.936978244	-0.8964221817	1.943728215	-1.016160336	1.992293818	-1.101623983	1.966747764	a248bdd	2x2_2C_8b_C2v_L	3.22	1.002519267	0.9995442506	0.9999999998955217	0.2877978529	-0.9993601283	-0.5600769444	0.2785246556	-0.3030554151	0.8642054828	0.4097003866	-0.9265919117	7.233438872e-06	-5.378936614e-05	0.3029157692	-0.8635946001	0.3210756938	-0.176483063	-0.01130637782	0.006065982793	recalcules_de_points_supra.py	R0:S0:1	1	-0.6740880448	-1.011990341	-0.0005416055062	0.0003281868981	0.0004399420552	-0.001221767205	0.0001487459723	-0.000455894818	-0.000150519241	0.0003124449547	0.4097168556	-0.9270916998	2.767398354e-05	-0.000123091304	-0.007636536076	0.03026402158	-0.2271566002	0.8738857591	2024-12-02@16:33	0.2	0.003068994415	-0.06777066166	0.03	0.03014733779	v2.7.1	
7	Broyden	1e-09	1e-09	-0.0003431368173	0.001851486542	-25.99573339	-1.023724471	Y	6	0.07204926091	self-energy	sharp_wc_2_b_35	-0.888102791	1.957225083	1.141886501	0.01772343956	-1.057503444	1.943385629	0.9961188399	0.06438954055	-0.9973029488	1.935654286	-1.055553439	1.943291238	-1.327579515	1.992332104	-0.7558920817	1.966559799	a248bdd	2x2_2C_8b_C2v_L	2.84	1.002553618	0.9991309028	0.9999999999248134	0.2436038595	-0.9358437455	-0.5297039554	0.2732031058	-0.2255749618	0.7001315852	0.3233588424	-0.7712672212	-0.1571900905	0.5215514196	0.221515429	-0.687358661	0.3154755089	-0.1756356312	-0.001172109915	0.0007901994117	recalcules_de_points_supra.py	R0:S0:1	1	-0.6752129446	-1.011019707	0.0003011228283	-0.0001645768776	-0.0001726714356	0.0006045788489	0.2190735146	-0.4986617505	-0.1516831688	0.5044263397	0.3181023538	-0.7590053462	0.2271140515	-0.5179164871	-0.001171771239	0.003764650965	-0.2288275377	0.8715606569	2024-12-02@16:37	0.2	0.00128502649	-0.06800658053	0.03	0.02988508303	v2.7.1	
4	Broyden	1e-09	1e-09	9.920494079e-07	-6.209496298e-06	-27.60587377	-1.024479863	Y	6	0.07283552447	self-energy	sharp_wc_2_b_35	-0.7592444073	1.953997514	1.649616274	0.01744709789	-0.8480725522	1.943729612	1.485901702	0.06302065177	-1.484522743	1.937111113	-0.8504123505	1.94356146	-0.97307642	1.992359913	-1.134116009	1.96706521	a248bdd	2x2_2C_8b_C2v_L	3.24	1.002485658	0.9994921711	0.9999999999072029	0.2842352682	-0.9939368585	-0.5562955073	0.2779123994	-0.2988881174	0.8619164698	0.4065021051	-0.9262788524	0.0008923855947	-0.001639689042	0.2994297258	-0.8637881564	0.318732813	-0.1758625019	-0.0003527797906	0.0001832589884	recalcules_de_points_supra.py	R0:S0:1	1	-0.67432245	-1.011826621	7.646560378e-05	-4.908350885e-05	-6.11726777e-05	0.0001709095365	-0.0007371543082	0.002654276758	0.0005584882986	-0.0008528662069	0.4062555083	-0.9247488389	-0.001058281511	0.00355242441	-0.0002310344114	0.0009415203435	-0.2270300378	0.8699159362	2024-12-02@16:40	0.2	0.003003477886	-0.06778459452	0.03	0.03012255536	v2.7.1	
