CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_ave	n_1	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	t	t_1_ave	t_ave	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tp	tp_1_ave	tp_ave	tpp	tpp_ave	version	
0	Broyden	0	0.05907881362	-14.25207814	-0.828594671	Y	11.095834	0.02637674896	self-energy/D	sharp_wc_2_b_50	1.616708997	0.01320951686	0.2674526843	0.002872158547	0.2571089688	0.144201404	1.60187724	0.04216989902	1.601563384	0.04219896755	0.2569150015	0.1441591965	-0.3285434942	1.996840217	0.7663527609	0.01671942489	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.971975022	0.9658243017	0.9999999998859577	0.7795464478	-0.317095027	0.246009741	-0.1198720375	0.138896626	-0.6265041345	0.4710330694	-0.6156982325	0.4710437885	-0.6158374822	0.1388196512	-0.6263886002	0.07804128934	-0.1168644482	-0.1726678546	0.4089814853	boucle_1bande.py	R0:S0:1	1	-0.467572507	-0.6813740219	1.554095891e-05	-7.09866416e-05	-7.649019916e-06	1.165771173e-05	-0.07525201136	0.8676911839	0.0131876093	0.2367575415	-0.01309821792	-0.237031513	0.07521022991	-0.8675052652	-7.232886395e-06	1.638499188e-05	7.118170297e-05	-9.320264818e-05	2024-06-18@16:10	0.67456547	-0.03412908521	-0.2007072675	0.26414835	-0.04478716938	v2.6.0	
1	Broyden	0	0.05907724943	-14.25209988	-0.8286379682	Y	11.094834	0.02638149776	self-energy/D	sharp_wc_2_b_50	1.616628215	0.01321398011	0.2672869084	0.002872581748	0.2571202135	0.1442417423	1.602361913	0.04215735563	1.60242424	0.04216583524	0.2572235398	0.1441326452	-0.3284612576	1.996837293	0.766154144	0.01672342435	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9719768662	0.9658261287	0.9999999998658933	0.7795875015	-0.3171314805	0.2459464996	-0.1198565048	0.1389139804	-0.6265637356	0.4710796497	-0.615673601	0.4710865042	-0.615759288	0.1389219393	-0.6264585839	0.07806804111	-0.1169125232	-0.1726621058	0.4090338967	boucle_1bande.py	R0:S0:1	1	-0.4675977906	-0.6814096608	2.128768985e-05	-7.127074247e-05	-2.700537879e-05	0.0001285657397	-0.07527961725	0.8679157875	0.01318555717	0.2367070735	-0.01317366252	-0.2367417308	0.07525137272	-0.8674791672	7.15081803e-05	-0.0002224089859	1.325281642e-05	-1.441689846e-05	2024-06-18@16:12	0.67456547	-0.03413003252	-0.2007183972	0.26414835	-0.04478773943	v2.6.0	
1	Broyden	0	0.05908780837	-14.25306279	-0.8286204951	Y	11.093834	0.02638566585	self-energy/D	sharp_wc_2_b_50	1.616617868	0.01321366789	0.2673715625	0.002870739352	0.2574043412	0.1440940802	1.603249489	0.0421179378	1.601592526	0.04217844796	0.2568864035	0.1441280705	-0.3289367575	1.996840776	0.7663239358	0.0167155893	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9720005669	0.9658504662	0.9999999998305235	0.7795801921	-0.3171391591	0.2459524847	-0.1198564777	0.1390373441	-0.6264017287	0.4711128466	-0.6155233043	0.4710570337	-0.6157288333	0.1388009407	-0.6261925916	0.07806673284	-0.1168671306	-0.1726709107	0.4089761073	boucle_1bande.py	R0:S0:1	1	-0.4676121487	-0.681408273	1.105221017e-05	-3.328573491e-05	-1.11811782e-05	5.728875968e-05	-0.07521594542	0.867295158	0.01320235549	0.2365539473	-0.01312525091	-0.2369709029	0.07519101511	-0.8675476267	-4.284045286e-05	0.0001291590116	3.272903452e-05	-4.565567298e-05	2024-06-18@16:14	0.67456547	-0.03410923449	-0.2006913059	0.26414835	-0.0447960284	v2.6.0	
1	Broyden	0	0.0590793105	-14.253093	-0.8286672917	Y	11.092834	0.02638976419	self-energy/D	sharp_wc_2_b_50	1.616654423	0.01321375687	0.2672887358	0.002869154438	0.2572038281	0.1440850547	1.602642209	0.04214862396	1.602948972	0.04212518628	0.2573264609	0.1441467292	-0.328869681	1.996846165	0.7654009605	0.01672326407	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9719997821	0.9658501805	0.9999999998582152	0.7795942519	-0.3171446469	0.2459143839	-0.1198370771	0.1389017312	-0.6262369319	0.4711235972	-0.6156973869	0.4711127689	-0.6155629451	0.1389848552	-0.6263970302	0.07799748632	-0.1167636837	-0.1725880309	0.4089917677	boucle_1bande.py	R0:S0:1	1	-0.4676426686	-0.6814457978	-7.04105572e-05	0.0001445567887	0.0001237067825	-0.0007214493759	-0.07524598503	0.867458639	0.0131686428	0.236710735	-0.01321978196	-0.2365272213	0.07527016628	-0.8676706476	0.0002093598986	-0.0006814645897	-0.0001443312099	0.0001417560419	2024-06-18@16:17	0.67456547	-0.03411312973	-0.2007060369	0.26414835	-0.04479350986	v2.6.0	
2	Broyden	0	0.05908826297	-14.25661084	-0.8287473182	Y	11.091834	0.02639386481	self-energy/D	sharp_wc_2_b_50	1.61734208	0.01321777493	0.267404032	0.002872134608	0.2575871733	0.1441436985	1.603907557	0.04211428107	1.600774068	0.0422435775	0.2563891041	0.14422272	-0.3305835326	1.996840032	0.7664150778	0.01672417498	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9719912263	0.965841264	0.9999999998859946	0.7796737594	-0.3171819576	0.2460512107	-0.1199158573	0.1391308372	-0.6267611105	0.4711189291	-0.6156016592	0.471070321	-0.6161085941	0.1386599817	-0.6264028903	0.0782052204	-0.116940575	-0.1726762978	0.4091159996	boucle_1bande.py	R0:S0:1	1	-0.4676656191	-0.6815105147	-3.688402141e-05	6.723507191e-05	7.747729568e-05	-0.0004521172658	-0.07521783289	0.8672981122	0.01321535041	0.2365048172	-0.01304352479	-0.2373568114	0.07513049542	-0.8676377312	-1.159936438e-05	2.1677205e-05	-1.139152349e-05	-3.200311839e-06	2024-06-18@16:19	0.67456547	-0.0341230695	-0.2007295698	0.26414835	-0.04479137144	v2.6.0	
1	Broyden	0	0.05906928833	-14.25505698	-0.8287290578	Y	11.090834	0.02639788331	self-energy/D	sharp_wc_2_b_50	1.616774224	0.01321870616	0.267426226	0.002873300356	0.2569463164	0.1440020534	1.601650849	0.04220271205	1.604847205	0.04204066627	0.2579229737	0.1442182072	-0.3296967902	1.996840186	0.7650411385	0.0167101868	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9720046267	0.9658624653	0.9999999998647278	0.7795645468	-0.3171713902	0.2460328573	-0.1199173906	0.1387136697	-0.6259045862	0.471145579	-0.6160181295	0.4711933894	-0.6152656603	0.1392567409	-0.6267127686	0.07812965384	-0.1168962362	-0.1724745697	0.4088426282	boucle_1bande.py	R0:S0:1	1	-0.4676921099	-0.6815009881	-5.465587502e-05	0.0001507190786	5.307869287e-05	-0.0002898367285	-0.07525759566	0.8674007895	0.01309807875	0.2370035189	-0.01337071148	-0.2358553675	0.07538929642	-0.8680400222	0.0003036575287	-0.0009647259442	-0.0002293131447	0.0002580465814	2024-06-18@16:22	0.67456547	-0.03410947733	-0.2007147715	0.26414835	-0.04479609834	v2.6.0	
5	Broyden	0	0.05906785703	-14.25519343	-0.8288709623	Y	11.089834	0.0264018101	self-energy/D	sharp_wc_2_b_50	1.617046946	0.01321720092	0.2677482066	0.002877869086	0.2578876182	0.1441713208	1.603439175	0.04211944153	1.601176713	0.04221182604	0.2568623559	0.1442664097	-0.3296981143	1.996838184	0.7662440182	0.01672171267	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9719796714	0.9658276945	0.9999999998624961	0.7794928394	-0.3171364326	0.2462270048	-0.1200102678	0.1391746569	-0.6268130355	0.4710835277	-0.6157259209	0.4710455747	-0.6160587284	0.1387595077	-0.6265281769	0.07815789557	-0.1169279445	-0.1726408474	0.4091541467	boucle_1bande.py	R0:S0:1	1	-0.4677393556	-0.6816069012	-0.0001784816169	0.0004065401885	0.0002782021381	-0.001590930642	-0.0753785977	0.8677315152	0.01330534482	0.2362192183	-0.013177879	-0.2368609628	0.07531419824	-0.8681928029	0.0001922550319	-0.0006440982712	-0.0001433135834	0.000123441775	2024-06-18@16:27	0.67456547	-0.03413607525	-0.2007724013	0.26414835	-0.04478518179	v2.6.0	
2	Broyden	0	0.05908818635	-14.25577037	-0.8285574094	Y	11.088834	0.02640466466	self-energy/D	sharp_wc_2_b_50	1.615784404	0.01322169961	0.2669896926	0.002863119544	0.2560804453	0.1437561519	1.598813509	0.04222085039	1.606122445	0.04189178654	0.2589199107	0.1436982719	-0.3301417802	1.996849433	0.7652015108	0.01668396505	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9720982017	0.9659513484	0.9999999998751762	0.7795844543	-0.317237952	0.2456699657	-0.1197469159	0.1383954717	-0.6246184441	0.470983417	-0.6157789477	0.4710469491	-0.6144144192	0.1395449104	-0.6256283558	0.07806049094	-0.1167447303	-0.1725211808	0.408604057	boucle_1bande.py	R0:S0:1	1	-0.4676928114	-0.6813969049	0.000188095557	-0.0003291336789	-0.0003537682064	0.002111265099	-0.07505778989	0.8668603697	0.01294027574	0.2376062526	-0.01340969985	-0.2354080983	0.0753130157	-0.866562039	-0.0003402718662	0.001135670716	0.0001275665205	-6.809386891e-05	2024-06-18@16:30	0.67456547	-0.03402488377	-0.2006015049	0.26414835	-0.04482956685	v2.6.0	
1	Broyden	0	0.05909486735	-14.25329732	-0.8292202748	Y	11.087834	0.02641037663	self-energy/D	sharp_wc_2_b_50	1.615985623	0.01322784968	0.2667874886	0.002872542407	0.2585351949	0.1445580091	1.606008237	0.042090077	1.601740521	0.04230506209	0.2565671531	0.144572464	-0.328592684	1.996834565	0.7650704476	0.01677529329	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9719053767	0.9657468227	0.9999999998573303	0.7795897806	-0.3172077127	0.2457000844	-0.1197844546	0.1395876144	-0.6285889995	0.4711022953	-0.6158153219	0.4711309502	-0.6167843163	0.1388195057	-0.627918229	0.07812872444	-0.1169533705	-0.1725637381	0.409653381	boucle_1bande.py	R0:S0:1	1	-0.4678487551	-0.6818781506	-0.000248100966	0.0005167558905	0.0004395228673	-0.002540232897	-0.07542077803	0.8684571409	0.01341087979	0.2360469425	-0.01308357021	-0.2374759334	0.07522023616	-0.8684107294	7.572628833e-05	-0.0002922194839	-6.166018743e-05	1.342782562e-05	2024-06-18@16:32	0.67456547	-0.03421233556	-0.2009017216	0.26414835	-0.04475045908	v2.6.0	
6	Broyden	0	0.05908172662	-14.25380017	-0.8288386344	Y	11.086834	0.02641431681	self-energy/D	sharp_wc_2_b_50	1.6164626	0.013225271	0.2671606859	0.002869399985	0.2577762384	0.1439369223	1.603339386	0.04208402101	1.602214692	0.04213062215	0.2572563345	0.1440443118	-0.3289190601	1.996845834	0.7662563119	0.01670395945	c61843e	2x2_2C_8b_C2v_L	3.0385852	0.9720411683	0.9658908024	0.9999999998781068	0.7796417944	-0.3172445852	0.2458452371	-0.1198424755	0.1391224892	-0.6261189874	0.4710461901	-0.6154912215	0.4710684311	-0.6156372649	0.1389028708	-0.6259961528	0.07800888015	-0.116757954	-0.1726405896	0.4090199729	boucle_1bande.py	R0:S0:1	1	-0.4677880691	-0.681607989	-4.154205423e-05	7.52625793e-05	6.697307305e-05	-0.0003973199852	-0.0752670983	0.8671024531	0.01324426424	0.2363435264	-0.01317999091	-0.2366889235	0.07527679247	-0.8676769777	-0.0001076741075	0.0003169167857	0.0001099183168	-0.0001544591044	2024-06-18@16:37	0.67456547	-0.03408475004	-0.2007153357	0.26414835	-0.04480440883	v2.6.0	
