model	E_kin	D	M	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	5.318558	0	0	10.999094	2.5000884	-10.118008	-0.48265686	-0.59611141	-5.4849869	-0.46716596	-9.5437371	-5.7965685	-0.46769672	12.069208	-1.7425998e-06	-1.8359962e-05	1.1317465e-05	5.9144764e-05	0.24021432	-9.4697669e-05	5.7200593e-05	0.24038011	0.35009134	3.2125434	-3.8351764e-06	3.1516287e-05	-3.9775835e-05	-6.7633687e-06	2.408747	1.2584394	1.0897287e-05	2.9067518e-05	0.0049990292	3.3310644	2.3303965	0.00017668061	-5.0233047e-06	2.5197763e-05	3.2135832	0.34808569	3.5889024e-05	-1.0942779e-05	-5.6086306e-06	2.15637e-05	1.2570062	2.4088984	5.0021986e-05	1.6722741e-05	3.3310571	0.00027252975	-0.0042388884	-2.3303948	-1.758797e-05	1.2953652e-05	2.1000006	0.95	0.20106456	-0.00014881678	0.29245313	0.2031364	6.2922107e-06	3.2232352e-05	-5.2444655e-06	-5.5581837e-07	-2.9597645e-05	8.2629956e-07	-0.2404684	1.2606233	1.6666277	-0.58271473	-0.17989994	0.07852835	0.19798696	1.751402	1.996759	1.992082	1.8034473	1.9933892	1.6624081	1.9937345	1.9933776	1.191154	-8.3765332e-07	4.6516268e-06	-2.0168867e-05	-4.3087815e-05	-0.29362904	4.4377234e-05	-2.8886046e-05	-0.29387189	-0.14115039	-0.85937596	-1.4256833e-05	-5.8254882e-05	7.9590087e-06	2.0081897e-06	-0.14382412	-0.73890333	3.3229299e-06	-5.6389279e-05	-4.4695066e-05	-1.0486807	-0.018933799	-9.1698294e-05	1.5133654e-06	-0.00011361518	-0.85977664	-0.14106175	-7.5116302e-05	-1.0458425e-05	3.1617623e-05	-1.3640704e-06	-0.73829784	-0.14391441	-0.00019573376	1.0330895e-06	-1.0486786	1.6795917e-06	0.0020788685	0.018932247	1.9265529e-05	-5.2579025e-06	4.3663908e-05	-0.2022502	-0.37931383	-5.2225625e-06	-5.4428864e-05	-4.3021508e-05	-4.5054639e-06	6.7686035e-05	2	2	0	0	-123.36956	R0:S0:1	1.191154	-76.552957	uncorrelated	2	817c5bc	v2.2.6	YY	15	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@08:18
2x2_2C_8b_C2v_L	5.3180439	0	0	10.999094	2.5000884	-10.048916	-0.49483181	-0.61049226	-5.492254	-0.4798782	-9.5084575	-5.8113538	-0.47975679	12.059208	-4.2715332e-06	3.2109423e-05	-2.1292721e-05	-4.7345618e-05	0.24102587	0.00016532409	-0.00014740162	0.2409921	0.34674232	3.2058298	6.9097995e-06	-1.4755138e-05	2.2575002e-05	-5.5316888e-06	2.41275	1.257946	-1.0054308e-05	-4.4988736e-05	-0.002020722	3.3274526	2.3354046	0.0011652287	4.9962209e-05	7.3483553e-06	3.203956	0.35036144	-1.4258632e-05	-6.2259156e-06	1.1690624e-05	-1.3743713e-05	1.260553	2.4124852	-2.6583124e-05	-1.5455414e-06	3.3274485	0.0013364625	0.001730436	-2.3354035	8.4602397e-06	-3.6775486e-05	2.1000006	0.95	0.20106456	0.0001091365	0.29326585	0.20375004	-5.0841784e-06	-2.623217e-05	-7.0844807e-06	-6.4957037e-06	2.0693223e-05	6.3991658e-07	-0.24043141	1.2606124	1.6666259	-0.5827688	-0.17993552	0.078544204	0.19834403	1.7501593	1.9967297	1.9920527	1.8039606	1.9933437	1.6616362	1.9937358	1.9933457	1.191495	2.5285746e-06	-7.8040953e-06	3.7471426e-05	3.9321468e-05	-0.29483777	-6.5004468e-05	9.0439557e-05	-0.29479515	-0.14151285	-0.86181589	5.032658e-06	3.4214291e-05	-7.1400629e-06	1.7047375e-05	-0.14390292	-0.73686408	5.1870754e-07	0.00017809398	1.9345268e-05	-1.0496052	-0.018957287	-0.00056729378	-5.2902019e-06	-5.3730972e-05	-0.86109024	-0.14167361	2.9322336e-05	6.014919e-06	-3.2000561e-05	4.0871762e-06	-0.73796125	-0.1437391	5.413022e-05	-2.2133738e-06	-1.0496048	-1.3340329e-05	-0.00084364055	0.018960018	-6.1967898e-05	2.1742536e-06	-2.9770476e-05	-0.2030719	-0.38024982	4.1969664e-06	3.4019383e-05	-3.9939134e-05	1.0364542e-06	-5.6102498e-05	2	2	0	0	-123.26979	R0:S0:1	1.191495	-76.472957	uncorrelated	2	817c5bc	v2.2.6	YY	5	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@08:27
2x2_2C_8b_C2v_L	5.3175681	0	0	10.999094	2.5000884	-10.002292	-0.50671149	-0.62702791	-5.5050222	-0.49200711	-9.4779758	-5.8254934	-0.49223721	12.049208	3.428e-06	-3.7042699e-05	2.4739467e-05	2.3762239e-05	0.24167844	-2.8997424e-05	3.0515446e-05	0.24175421	0.34094772	3.1947538	-1.0060543e-05	1.8970364e-05	-1.054403e-05	2.2297001e-06	2.4182528	1.2692344	-7.6086336e-06	1.2630684e-05	0.0028876469	3.3246675	2.3402746	-6.493758e-05	-1.7808152e-06	-9.7588587e-07	3.1966583	0.33723496	1.3254616e-05	8.3758332e-06	-1.272862e-05	2.9950735e-06	1.2665862	2.4185296	3.8049033e-06	-4.3769132e-06	3.3246521	-5.1986038e-05	-0.002472902	-2.3402884	-1.8461559e-06	8.6761583e-06	2.1000006	0.95	0.20106456	-5.9021325e-05	0.29399115	0.20483774	4.6992652e-06	3.2726317e-05	2.0653802e-07	-3.7331091e-06	-1.1935028e-05	-3.2506574e-07	-0.24039585	1.2606021	1.6666244	-0.58281839	-0.17996891	0.078559049	0.19865641	1.7502948	1.9967036	1.991994	1.8031251	1.9933094	1.6609885	1.9937362	1.9933037	1.1917915	1.1526309e-06	1.0467278e-05	-4.4055443e-05	-1.9475556e-05	-0.2957851	1.1954598e-05	-1.8432229e-05	-0.29590322	-0.14168399	-0.86062265	-3.7928895e-06	-4.2703464e-05	5.5716848e-06	-6.7785875e-06	-0.14411029	-0.73944881	3.1338127e-08	-5.2315596e-05	-2.5353027e-05	-1.0503783	-0.018985873	2.8114183e-05	1.2926145e-06	1.6672622e-05	-0.86136181	-0.14151899	-2.0788104e-05	-7.7994237e-06	2.6430408e-05	-1.4189528e-06	-0.73833841	-0.1442755	2.0181956e-06	7.378968e-07	-1.0503755	3.4437128e-06	0.0012033641	0.018984083	1.9190939e-05	-1.7268847e-07	1.7333552e-05	-0.20382016	-0.38192731	-6.5010131e-06	-3.9697888e-05	1.9937227e-05	4.8569334e-06	4.2888268e-05	2	2	0	0	-123.23806	R0:S0:1	1.1917915	-76.392957	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@08:37
2x2_2C_8b_C2v_L	5.3170097	0	0	10.999094	2.5000884	-9.9309034	-0.51887298	-0.6413198	-5.5120804	-0.50424568	-9.4344258	-5.8381276	-0.50393819	12.039208	1.1383276e-05	-1.4715161e-05	1.7242975e-05	-5.172258e-05	0.24231769	-2.7090792e-05	7.0964664e-06	0.24222643	0.33981696	3.1869715	-7.6122875e-06	-6.8349212e-06	1.2436975e-05	-2.8950267e-05	2.4220418	1.2695691	-5.7070439e-06	1.3297989e-05	4.1732221e-05	3.3194696	2.3447879	-0.0023770785	2.2497142e-05	1.4326509e-05	3.1877283	0.33830194	-3.132546e-05	6.386159e-06	3.8542732e-05	-2.0191762e-05	1.2685034	2.4221652	1.7097542e-05	3.0220184e-06	3.3194748	-0.0027838415	-6.6825847e-05	-2.3447889	-6.5351339e-07	-9.2301146e-06	2.1000006	0.95	0.20106456	0.00010179379	0.29477273	0.20539675	4.0297983e-06	2.3988439e-05	-5.6703669e-06	-8.1973487e-06	-1.8301542e-05	8.6038143e-08	-0.24035075	1.2605908	1.6666231	-0.5828781	-0.18000667	0.078575997	0.19907449	1.7489504	1.9966735	1.9919657	1.8037051	1.9932684	1.6600119	1.9937354	1.9932746	1.1921948	2.4094835e-06	3.785938e-06	-3.1475754e-05	4.775305e-05	-0.2968902	1.3733469e-05	-1.7485685e-06	-0.29676245	-0.14217942	-0.86286842	1.2533989e-05	3.8432964e-06	-1.3847152e-05	5.5564473e-05	-0.14411727	-0.73777803	1.5213767e-06	-3.0155291e-05	-2.0031358e-06	-1.0515425	-0.019013876	0.0011504765	2.008033e-07	-5.0879345e-05	-0.86316518	-0.14211236	7.3055044e-05	-2.0466057e-07	-7.6470276e-05	1.1011628e-05	-0.73733196	-0.14418406	-5.8678012e-05	1.0986597e-07	-1.0515434	2.6032559e-05	3.0379316e-05	0.019012931	-8.2997997e-06	-8.3385206e-07	-2.862911e-05	-0.20464504	-0.38283866	-7.4233231e-06	-3.6817316e-05	-8.0238008e-06	6.0422264e-06	4.1072922e-05	2	2	0	0	-123.10984	R0:S0:1	1.1921948	-76.312957	uncorrelated	2	817c5bc	v2.2.6	YY	5	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@08:45
2x2_2C_8b_C2v_L	5.3165147	0	0	10.999094	2.5000884	-9.8727035	-0.53048339	-0.65681567	-5.5197069	-0.51646033	-9.3982688	-5.8491541	-0.51567631	12.029208	-1.135371e-05	1.0436083e-06	-6.5128972e-06	-3.9070266e-05	0.24294954	7.4724325e-05	-5.4597263e-05	0.24271458	0.33365264	3.1783468	5.9698222e-06	-3.5575129e-05	7.46817e-06	-1.2774805e-05	2.4263466	1.274014	8.2757207e-07	-1.3715341e-05	-0.0012379424	3.3155568	2.3489784	-0.0045606986	1.955946e-05	-2.1224045e-05	3.17826	0.33384766	-6.9422916e-06	2.1911614e-06	-5.0663676e-06	-3.0328109e-05	1.2741442	2.4263336	-3.3261493e-05	-8.4106408e-06	3.315551	-0.0053372575	0.00098929766	-2.3489747	1.2227148e-06	-1.7588681e-05	2.1000006	0.95	0.20106456	9.7218908e-05	0.29535603	0.20619909	3.6703669e-06	3.1710442e-05	3.1975407e-06	-2.9255546e-06	-2.9317469e-05	-8.5411935e-07	-0.24031126	1.2605808	1.6666223	-0.58293098	-0.18004027	0.078591096	0.19944494	1.7484341	1.9966487	1.9919217	1.803439	1.9932295	1.659228	1.9937345	1.9932449	1.1925523	4.9749054e-07	3.2632355e-07	1.1841691e-05	3.0403329e-05	-0.29792084	-3.211154e-05	3.1235293e-05	-0.29759864	-0.14237855	-0.86365303	8.143735e-07	7.5943776e-05	2.2569766e-07	3.749187e-05	-0.14435439	-0.73785648	-2.5924826e-06	9.1939941e-06	8.8970537e-06	-1.0524756	-0.019038681	0.0022012494	-8.8115234e-07	9.337798e-05	-0.86361768	-0.14238717	4.623138e-06	1.3799722e-05	6.963601e-06	8.028703e-06	-0.73790993	-0.14434644	0.00012997672	5.7173701e-07	-1.0524759	4.8452496e-05	-0.00048049523	0.019038902	2.945541e-05	3.5600037e-06	-2.8290798e-05	-0.20533781	-0.38412598	-1.9400322e-06	-5.8713156e-05	4.7884762e-05	6.4276684e-06	5.4653768e-05	2	2	0	0	-123.02211	R0:S0:1	1.1925523	-76.232957	uncorrelated	2	817c5bc	v2.2.6	YY	7	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@08:56
2x2_2C_8b_C2v_L	5.315984	0	0	10.999094	2.5000884	-9.8180823	-0.54222021	-0.67293514	-5.5295089	-0.52805983	-9.3587772	-5.8627279	-0.52802562	12.019208	-5.7844634e-07	1.9962191e-05	-2.4175282e-05	5.7762708e-05	0.24341988	0.00014846227	-0.0001149983	0.24340326	0.32580644	3.1697076	4.0023452e-06	1.23969e-05	-2.1088024e-05	2.9236664e-05	2.4312959	1.2796002	-1.686919e-05	-3.7133545e-05	0.00036127384	3.3110487	2.3536873	-0.00097490733	2.8653245e-05	-1.0596398e-05	3.1684904	0.32817723	8.503145e-06	-4.7489939e-06	-1.1673784e-05	5.1370355e-05	1.2813043	2.4311149	-5.7140869e-05	-1.3690863e-05	3.3110537	-0.0011229092	-0.00033030933	-2.3536853	5.6005577e-06	-2.2778092e-05	2.1000006	0.95	0.20106456	-0.0001139509	0.29600379	0.20712227	-6.1474588e-06	6.8298347e-06	7.0601117e-06	-1.6328565e-06	-1.2873812e-05	-1.7714875e-07	-0.240266	1.2605699	1.6666215	-0.58298752	-0.18007644	0.078607315	0.19983212	1.7481399	1.9966223	1.9918701	1.8029688	1.9932002	1.6583507	1.9937341	1.9932016	1.1929252	2.5400167e-06	-4.4342348e-06	4.3758396e-05	-5.0986798e-05	-0.29876354	-6.2690169e-05	6.8214326e-05	-0.29873692	-0.14250796	-0.864113	-2.4723159e-06	-2.6977315e-05	5.1522244e-06	-6.8126215e-05	-0.14469019	-0.73825199	-1.132817e-06	9.6325064e-05	-2.9980873e-06	-1.0535148	-0.019068781	0.00046777147	-2.7518409e-06	4.1400382e-05	-0.86363683	-0.14261405	-1.8069351e-05	-4.4286857e-06	2.5608388e-05	-1.395209e-05	-0.73896155	-0.14458298	0.00017640169	-1.0982227e-06	-1.0535157	1.0878445e-05	0.00015907514	0.019070303	-7.1838296e-06	3.9545363e-06	3.2515846e-05	-0.20607065	-0.38560997	4.7989767e-06	-2.4466364e-05	9.0930097e-06	3.2028722e-06	1.4032213e-05	2	2	0	0	-122.94593	R0:S0:1	1.1929252	-76.152957	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@09:06
2x2_2C_8b_C2v_L	5.3155073	0	0	10.999094	2.5000884	-9.7764546	-0.55380689	-0.69038353	-5.5391563	-0.54005027	-9.3222264	-5.8731009	-0.53979674	12.009208	-1.5124176e-06	-3.2639737e-05	2.1042776e-05	9.8983304e-05	0.24397336	-2.1373566e-05	7.941586e-07	0.24390937	0.31910873	3.1599373	-4.8766808e-07	3.3737301e-05	-5.9933428e-05	2.6215522e-05	2.4361794	1.2896849	5.5395804e-06	2.5105443e-05	0.00054690569	3.3070158	2.3577312	-0.0017047646	2.0160369e-05	1.2121171e-05	3.1613647	0.31635322	4.6009645e-05	-5.5915672e-06	-2.8065384e-05	2.9569121e-05	1.2877071	2.4363664	1.6677919e-05	-1.0954123e-05	3.3070161	-0.0019783872	-0.00050182995	-2.3577504	-2.1027337e-05	-7.5783032e-06	2.1000006	0.95	0.20106456	-0.00021702384	0.29658687	0.20828778	6.3348059e-06	2.2728439e-05	3.4741989e-06	-5.7645524e-06	-1.0850619e-05	-3.8781404e-07	-0.24022635	1.2605601	1.666621	-0.58303802	-0.18010921	0.078621994	0.20017196	1.7483727	1.9965989	1.9918042	1.8020739	1.993166	1.657553	1.9937333	1.9931698	1.1932515	-7.4373519e-07	1.1469574e-05	-3.7248131e-05	-8.0666035e-05	-0.29968423	1.3219524e-05	3.9486369e-06	-0.29960491	-0.14260769	-0.86298053	-1.5766335e-05	-6.0791126e-05	1.5694452e-05	-5.7014519e-05	-0.14497939	-0.74059777	5.69047e-07	-7.7325582e-05	-5.7735137e-06	-1.0544592	-0.019096057	0.00081502262	1.2565032e-06	-2.2404139e-05	-0.86353603	-0.14248353	-9.0318094e-05	-1.0427946e-05	7.251435e-05	-1.2178295e-05	-0.73977682	-0.14510214	-3.5470617e-05	2.1047817e-06	-1.054459	1.9422762e-05	0.00023929459	0.019094795	6.5123392e-05	-7.8065325e-07	6.3152446e-05	-0.20672431	-0.38742312	-4.7184823e-06	-2.9368122e-05	1.2249458e-05	5.5562025e-06	3.4220465e-05	2	2	0	0	-122.89711	R0:S0:1	1.1932515	-76.072957	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@09:16
2x2_2C_8b_C2v_L	5.314938	0	0	10.999094	2.5000884	-9.7046579	-0.56541352	-0.70387258	-5.5440142	-0.55220069	-9.2762004	-5.8845105	-0.55095196	11.999208	-6.3550626e-06	2.2226144e-05	-8.7435891e-06	-0.0001010541	0.244556	5.6361483e-05	-5.6062933e-05	0.24420109	0.31580616	3.1519128	-3.4948079e-06	-5.6524653e-05	3.0886237e-05	-4.0500291e-05	2.439552	1.2896383	-3.6171602e-06	-2.1973403e-05	-0.0050525061	3.3012202	2.3619536	-0.0035992315	1.8532861e-05	-2.7451542e-06	3.1508961	0.31771915	-3.6126419e-05	2.4685954e-06	2.7315971e-05	-7.4633466e-05	1.2910411	2.439426	-1.8740898e-05	-2.556926e-06	3.3012258	-0.004243199	0.0042887904	-2.3619616	-4.1870676e-06	-2.5043742e-05	2.1000006	0.95	0.20106456	0.0002108159	0.29714288	0.20866045	6.3163505e-06	-1.0110653e-05	-4.1258004e-06	-1.5155e-06	5.213177e-06	-2.8565178e-07	-0.24017393	1.2605492	1.6666207	-0.58310015	-0.18014667	0.078638957	0.20063465	1.7471461	1.9965722	1.9917827	1.8024249	1.9931237	1.6565132	1.9937295	1.9931459	1.1937027	9.0409091e-07	-8.2352362e-06	1.4968979e-05	8.4991566e-05	-0.30079573	-2.3804323e-05	3.425442e-05	-0.30033049	-0.14301974	-0.86523032	1.1582113e-05	0.00010867574	-1.1853507e-05	9.523116e-05	-0.14513076	-0.73897052	-9.68569e-07	5.2030429e-05	4.8230952e-05	-1.0556854	-0.019128068	0.0017177635	-1.201785e-06	1.512388e-05	-0.86483567	-0.14310654	6.5573615e-05	1.9174369e-05	-5.637066e-05	2.018706e-05	-0.73955276	-0.14504295	5.7795986e-05	1.775818e-07	-1.0556861	3.8899752e-05	-0.0020446522	0.019129342	1.8691316e-05	1.8524113e-06	-6.1771918e-05	-0.20744251	-0.38815555	-5.0874821e-06	7.7413101e-06	1.7870209e-05	1.9917424e-06	-1.6611791e-05	2	2	0	0	-122.75119	R0:S0:1	1.1937027	-75.992957	uncorrelated	2	817c5bc	v2.2.6	YY	6	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@09:26
model	E_kin	D	M	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1_down_1	tbA1_up_1	tbA2_down_1	tbA2_up_1	tbA3_down_1	tbA3_up_1	tbA4_down_1	tbA4_up_1	tbA5_down_1	tbA5_up_1	tbA6_down_1	tbA6_up_1	tbA7_down_1	tbA7_up_1	tbA8_down_1	tbA8_up_1	tbB1_down_1	tbB1_up_1	tbB2_down_1	tbB2_up_1	tbB3_down_1	tbB3_up_1	tbB4_down_1	tbB4_up_1	tbB5_down_1	tbB5_up_1	tbB6_down_1	tbB6_up_1	tbB7_down_1	tbB7_up_1	tbB8_down_1	tbB8_up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	5.2815578	0	0	10.999094	2.5000884	-5.9792085	-0.267022	0.34438915	-5.0940798	-6.2818485	-0.29158619	-5.2891126	-0.29057758	12.069208	2.4502766e-05	1.8394607e-05	1.6264561e-05	-3.6973043e-05	0.0035097504	0.19886791	-4.4456333e-05	1.1320446e-05	2.2317709	2.4237464	0.0058093791	-0.22445148	-0.36789663	0.13928346	1.2457851	-1.0603205	0.013252941	2.6667334	-0.008490438	-0.01331282	2.2760106	-0.014883879	-0.0088450293	0.011547387	2.4346976	2.2447082	-0.22466605	0.0057322884	-0.13939554	0.36802341	-1.0384271	1.2257946	-2.666754	-0.015132993	0.013272816	0.0084883121	0.013024029	-2.2759896	-0.011550601	0.0088322199	2.1000006	0.95	0.20106456	-2.645696e-05	-2.5492313e-05	-1.3673512e-05	-1.7321461e-05	-5.1456206e-05	-5.5431649e-06	-0.0027069271	-0.19853001	0.016824943	-0.15386578	1.2605033	1.6848741	-0.58570487	-0.18658902	0.081514319	0.37163176	1.5332608	1.8670752	0.099395809	1.9630984	1.7325405	1.5532526	1.9562597	1.5551581	1.36534	-0.00017668387	1.4589911e-06	-2.6981824e-05	5.284451e-05	0.38152151	-1.8384141	0.00020921443	-4.0533309e-06	-0.41881932	-0.96889646	0.13037661	0.45845404	0.34466219	0.10873183	0.0054787726	0.23420401	-0.0007434809	-0.71893425	0.024856362	0.32618602	-0.12307869	0.0042737402	0.024647491	-0.32302329	-0.97101931	-0.41882394	0.45884891	0.13026733	-0.10854548	-0.34485084	0.22424042	0.0097340221	0.71889801	0.00083478846	-0.32615994	-0.024852504	-0.0036873351	0.12308941	0.32308003	-0.024652247	1.0000417e-05	3.2436373e-05	3.4151197e-05	8.5568964e-05	3.2595673e-05	1.2534738e-06	-0.049887321	1.8357427	2	2	0	0	-103.94927	R0:S0:1	1.36534	-76.552957	uncorrelated	2	817c5bc	v2.2.6	YY	24	sharp_wc_2.0_b_50	self-energy/D/M	boucle_AF.py	2023-11-27@09:34
