model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1down_1	tbA1up_1	tbA2down_1	tbA2up_1	tbA3down_1	tbA3up_1	tbA4down_1	tbA4up_1	tbA5down_1	tbA5up_1	tbA6down_1	tbA6up_1	tbA7down_1	tbA7up_1	tbA8down_1	tbA8up_1	tbB1down_1	tbB1up_1	tbB2down_1	tbB2up_1	tbB3down_1	tbB3up_1	tbB4down_1	tbB4up_1	tbB5down_1	tbB5up_1	tbB6down_1	tbB6up_1	tbB7down_1	tbB7up_1	tbB8down_1	tbB8up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	4.0641788	0	0	10	0	-2.187336	-5.8594632	-5.9429281	0.746066	-5.2698185	-0.6532681	-0.65319428	-6.0263761	0	2.5	11.25	-0.00013626698	8.8775643e-05	-1.0315585e-05	-2.2900237e-05	3.3243786e-05	-0.0001498362	-0.28003869	-4.6571475e-06	0.90325893	0.11146835	2.6850522	2.6778562	1.0981602	-1.2883659	0.1909615	-0.54703423	-0.0030917103	2.5584704	-1.0736015e-05	-2.4378445e-05	-3.8472764e-05	-9.090126e-06	3.096376	-0.0031858892	0.13321892	0.90426548	0.72916688	2.5640766	2.8953647	1.3583962	0.54848198	-0.19126428	2.5584022	0.0033380135	-3.1097454e-06	1.5879122e-05	5.4385529e-06	2.2415081e-05	0.0029243762	3.0964325	2.3	1	0.2	-7.36046e-05	8.2172417e-05	2.4875126e-05	-6.1968277e-07	-8.0730684e-06	-0.28005606	-0.00010027415	-4.6736154e-05	3.0082451e-08	0.19595714	0.42961223	1.2369092	1.6665215	-0.65862155	-0.24397186	0.1062729	0.30858107	1.8361397	1.5733086	1.8913128	0.040369673	1.9849781	1.9789109	1.9789122	1.4500172	1.2954242	0.0001024493	-5.6704853e-05	1.3302723e-05	3.1106283e-05	-2.2505055e-05	0.00026158134	0.51800686	2.1677186e-06	-0.6098752	-0.16729935	-0.92150281	-0.33110336	-0.59497877	-0.064233955	0.077801102	0.31985483	0.0013838709	-0.039250953	1.5997474e-05	3.4309515e-06	7.6339044e-05	-8.5663795e-07	-1.2404361	5.6146141e-05	-0.16896121	-0.60682685	-0.26232213	-1.0514319	-0.21113557	-0.31916289	-0.32110221	-0.077408552	-0.039229338	-0.0014890521	-1.3241468e-06	-3.2108172e-05	1.0296137e-06	-4.2228919e-05	-4.6477516e-05	-1.2404659	5.5980823e-05	-3.681803e-05	-2.728972e-05	-5.4600207e-07	7.4790596e-06	0.51802268	0.00013820742	3.2022544e-05	2	2	0	0	-109.67851	R0:S0:1	1.2954242	-70	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@13:41
2x2_2C_8b_C2v_L	4.0604911	0	0	10	0	-1.7883622	-5.7591087	-5.8384768	0.91520372	-5.2089636	-0.74525453	-0.74527527	-5.4842907	0	2.5	11.1	5.3733405e-05	-2.1867162e-05	7.3121215e-06	2.3740545e-05	-3.4267034e-05	-0.00011843146	-0.26398195	-2.0869449e-06	0.81165108	0.095877326	2.7364893	2.7067697	1.1112984	-1.2646329	0.19763635	-0.5518046	0.0039361214	2.5706877	2.9156282e-05	1.864855e-05	4.8809951e-05	3.6267581e-06	2.9883802	0.0027020729	0.11171115	0.81282096	0.73321814	2.5891185	2.9114762	1.4228648	0.55384344	-0.19773814	2.5706451	-0.0029760823	-1.4707715e-05	-8.3002213e-06	-1.0507156e-05	-5.0956554e-05	-0.003574212	2.9883971	2.3	1	0.2	-1.8099911e-05	2.5418135e-05	-2.2269962e-05	8.6628123e-06	-6.4320461e-10	-0.26398164	-0.000148189	4.6900837e-05	8.304312e-08	0.19474813	0.42972678	1.2368899	1.6666167	-0.6590711	-0.24413477	0.10635255	0.3131833	1.8469167	1.5676433	1.8876176	0.041744141	1.9851881	1.9796661	1.9796665	1.4295212	1.3001754	-4.5655286e-05	1.2653003e-05	-1.2240089e-05	-2.6505649e-05	2.319237e-05	0.00018098912	0.50974832	-6.2455674e-06	-0.58636999	-0.1628049	-0.92977871	-0.33752557	-0.59834982	-0.070192154	0.078226513	0.32318708	-0.0017185546	-0.03894737	-4.6247363e-05	-2.7643856e-06	-7.6033144e-05	1.6417103e-06	-1.2532486	-4.203054e-05	-0.16404379	-0.58432141	-0.26848793	-1.0545429	-0.21586418	-0.33686697	-0.32479889	-0.077709891	-0.038928434	0.0013004389	2.4471352e-06	1.067684e-05	-5.1031742e-07	8.4563247e-05	5.7039947e-05	-1.2532836	1.6792093e-05	-1.0860972e-05	2.4425868e-05	-8.9427433e-06	4.9704176e-07	0.50975214	0.00024976775	-3.8048948e-05	2	2	0	0	-106.98682	R0:S0:1	1.3001754	-68.8	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@13:47
2x2_2C_8b_C2v_L	4.0642682	0	0	10	0	-2.2180193	-5.8632941	-5.9454033	0.74021811	-5.2695356	-0.64841076	-0.64947047	-6.0425338	0	2.5	11.255	-0.0001723319	0.000138779	-3.4393783e-06	4.6186708e-06	7.6017095e-05	-8.6239078e-05	-0.28043196	-1.5023304e-05	0.91430767	0.11355868	2.6739686	2.6659489	1.1104717	-1.3117384	0.19058475	-0.54678969	-0.0032750666	2.5573906	-1.2318618e-05	-4.7062956e-05	-0.0001013969	-4.8184727e-06	3.0992756	0.011616531	0.13563853	0.91537659	0.71471586	2.5716276	2.8980337	1.3313223	0.54819216	-0.190864	2.5573548	-0.012149308	-2.5326178e-06	3.8487957e-05	-6.32283e-06	4.6749394e-05	0.003195227	3.0993127	2.3	1	0.2	-0.00017605482	0.00020406304	2.3740517e-06	6.3600388e-06	-1.5638307e-05	-0.28012776	-0.00015006736	-9.4165788e-05	2.5842974e-07	0.19598931	0.42960769	1.2369101	1.6665178	-0.65861157	-0.24396676	0.10627046	0.30848611	1.8345533	1.5745349	1.8915288	0.04031193	1.9849669	1.9789281	1.9788887	1.4506065	1.2953286	0.00012853773	-8.9984588e-05	3.1562853e-06	-1.0327645e-05	-5.029233e-05	0.00010001483	0.51823796	-4.8010335e-06	-0.61299735	-0.16816557	-0.9168596	-0.33118909	-0.59923494	-0.060994831	0.077858916	0.31976862	0.0014667592	-0.039249177	8.4173741e-06	8.1473923e-06	0.00020634928	-2.3942975e-06	-1.2400585	-0.00019072297	-0.169831	-0.60994227	-0.26071977	-1.0529198	-0.2122562	-0.30874682	-0.32097592	-0.077474701	-0.039229959	0.0054392328	-3.1498168e-06	-8.3753322e-05	3.4427274e-06	-8.0449439e-05	-5.2103582e-05	-1.2400783	0.00013567884	-9.0089499e-05	-8.0664681e-07	-1.2165913e-05	1.2612504e-05	0.51774483	0.00026686207	6.8755684e-05	2	2	0	0	-109.78708	R0:S0:1	1.2953286	-70.04	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@13:50
2x2_2C_8b_C2v_L	4.060471	0	0	10	0	-1.7710603	-5.7505622	-5.8329536	0.92051631	-5.2060211	-0.74719258	-0.74724641	-5.4655012	0	2.5	11.095	3.6834712e-05	-2.0719978e-05	7.8782187e-06	1.7812491e-05	7.5907103e-05	-0.00015287858	-0.26316236	6.3707281e-06	0.80615523	0.093829015	2.734075	2.7041206	1.1226055	-1.2687903	0.19785948	-0.55160203	-0.0011139246	2.5707893	-2.5985331e-05	-1.0835979e-05	-9.2867237e-05	-2.7732919e-06	2.9843933	-0.0033534134	0.11031967	0.8073196	0.72174854	2.5929716	2.9143372	1.42007	0.55375135	-0.19796373	2.570748	0.0037091852	6.8519751e-05	1.486773e-05	1.5962522e-05	0.00010513061	0.0010094853	2.9844225	2.3	1	0.2	-3.9280425e-06	6.530492e-06	-1.0166551e-05	2.2498433e-06	1.5472617e-05	-0.26316145	-0.00013464443	-9.7638557e-05	6.3820545e-08	0.19471661	0.42972823	1.2368928	1.666621	-0.65907886	-0.24413058	0.10635126	0.31335448	1.8479132	1.5675421	1.8867715	0.041752189	1.9852051	1.9797158	1.9797171	1.4288072	1.3003604	-2.9018656e-05	1.6107893e-05	-1.0026237e-05	-2.0153019e-05	-5.5129207e-05	0.00025566743	0.50911337	-8.1004676e-06	-0.58440765	-0.16220549	-0.92839154	-0.33800821	-0.602213	-0.069795512	0.078190895	0.32308982	0.00048665502	-0.038908928	4.0303102e-05	3.6825093e-06	0.00014988195	-2.2190543e-06	-1.2536917	5.1915352e-05	-0.16351009	-0.58222899	-0.26801114	-1.0560122	-0.21706304	-0.33558656	-0.32478577	-0.077645903	-0.03888756	-0.0016198343	-6.5027984e-06	-2.2483501e-05	1.488739e-06	-0.00017006475	-1.540203e-05	-1.2537285	3.8359804e-06	-2.492675e-06	1.4073053e-05	-3.5318177e-06	-1.6750668e-05	0.50912653	0.0002113371	7.4560965e-05	2	2	0	0	-106.86596	R0:S0:1	1.3003604	-68.76	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@13:56
2x2_2C_8b_C2v_L	4.064423	0	0	10	0	-2.2341189	-5.8721308	-5.9476083	0.73461965	-5.2721922	-0.64527011	-0.64538682	-6.0626003	0	2.5	11.26	0.00011529981	-6.6136908e-05	2.6357058e-05	3.9496048e-05	-3.4531455e-05	-0.00012514977	-0.28077347	1.5802967e-05	0.91951021	0.11602948	2.6767147	2.6760809	1.0985986	-1.2915922	0.19043028	-0.5467605	-0.0034304906	2.5571464	-1.6609563e-05	1.5439643e-05	4.104949e-05	2.14423e-05	3.1032596	-0.0011268178	0.13680067	0.92049021	0.72691897	2.5602155	2.8940981	1.3491704	0.54801229	-0.19075697	2.5570898	0.001203146	-8.213585e-06	-9.3165806e-06	1.8701098e-05	-3.2657184e-06	0.0032729749	3.103311	2.3	1	0.2	4.5691132e-05	-3.8826531e-05	-2.723521e-05	-7.9836112e-07	1.0515087e-05	-0.28072979	-8.8124156e-05	3.7216107e-05	-1.4129205e-07	0.19603257	0.42960337	1.2369111	1.6665145	-0.65859302	-0.24395965	0.106267	0.30829919	1.8336408	1.5753794	1.8916121	0.040264998	1.9849663	1.9788924	1.9788862	1.451371	1.295136	-8.6047931e-05	4.0894474e-05	-3.3617728e-05	-5.6118908e-05	2.6890319e-05	0.00021701884	0.51819877	-4.3654306e-06	-0.61470955	-0.16868092	-0.91840925	-0.33029204	-0.59531953	-0.063365003	0.077813041	0.31970436	0.0015370647	-0.03925599	3.8249261e-05	-2.3909766e-06	-8.7874408e-05	-1.0259565e-06	-1.2395588	1.7616396e-05	-0.17024106	-0.6118304	-0.2611961	-1.0496534	-0.2109985	-0.31633093	-0.32080003	-0.077457291	-0.039237151	-0.00053982207	7.594347e-07	2.5249457e-05	-1.6696826e-06	6.8513728e-07	-5.3616018e-05	-1.2395862	-3.3281399e-05	1.8731768e-05	3.2103315e-05	6.1915705e-07	-9.3532591e-06	0.51812328	0.00012149656	-2.2590689e-05	2	2	0	0	-109.8941	R0:S0:1	1.295136	-70.08	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@13:59
2x2_2C_8b_C2v_L	4.0603773	0	0	10	0	-1.7609161	-5.7468927	-5.8305915	0.9260236	-5.2026018	-0.74936465	-0.74922519	-5.4477252	0	2.5	11.09	7.0464692e-05	-2.8002998e-05	1.343846e-05	4.257595e-05	-2.9978645e-05	-0.00013384367	-0.26240734	1.6189551e-05	0.80455703	0.093659332	2.7389524	2.7093987	1.1131939	-1.2584698	0.19795692	-0.55169164	0.0026696613	2.570803	-3.4872169e-05	3.9237997e-05	1.1411072e-05	7.5209337e-07	2.980688	0.0056644759	0.11028609	0.80573385	0.73182598	2.588151	2.9125619	1.4311176	0.55390055	-0.19809039	2.5707651	-0.0062769491	-3.3493435e-05	1.5963213e-05	2.2887364e-05	7.420316e-05	-0.0024236445	2.980721	2.3	1	0.2	-5.0234586e-05	5.0419486e-05	-3.1453624e-05	1.7187553e-05	5.077866e-06	-0.26242074	-0.00016194089	-6.9499263e-06	-1.5793946e-07	0.19467612	0.4297312	1.2368933	1.6666245	-0.65909192	-0.24413318	0.10635267	0.31351529	1.8480293	1.5671759	1.8870474	0.041797321	1.9852134	1.979759	1.9797579	1.4281362	1.3005293	-5.8515692e-05	1.8603672e-05	-1.969477e-05	-4.8236843e-05	3.2918618e-05	0.00020862548	0.50858691	-8.6960008e-06	-0.58412312	-0.16218555	-0.9305502	-0.33791712	-0.59893434	-0.071139112	0.078242655	0.32319128	-0.0011638827	-0.03888784	5.9404308e-05	-1.7638201e-06	-2.4076016e-05	-1.1807588e-06	-1.2540967	-8.7591477e-05	-0.1635012	-0.58192801	-0.2689112	-1.0547282	-0.21624682	-0.33972351	-0.3249377	-0.077677859	-0.038865326	0.0027396476	-9.0370194e-07	-1.8026229e-05	7.745545e-07	-0.0001209998	3.8918169e-05	-1.2541333	4.1358555e-05	-2.3732151e-05	3.7641074e-05	-2.1257236e-05	-6.0070454e-07	0.50857999	0.00027736327	1.4578066e-05	2	2	0	0	-106.77729	R0:S0:1	1.3005293	-68.72	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@14:05
2x2_2C_8b_C2v_L	4.0646427	0	0	10	0	-2.2424452	-5.8668831	-5.9498695	0.72867595	-5.2711892	-0.64073074	-0.64127803	-6.078639	0	2.5	11.265	3.0177407e-05	-1.2437637e-05	3.9412706e-06	1.2681586e-05	-7.4636304e-05	-8.9236194e-05	-0.28099929	7.494165e-06	0.91902964	0.11387485	2.6705024	2.6614076	1.1100242	-1.3168417	0.19014944	-0.54620619	0.00041761361	2.55588	9.2747726e-07	3.2021889e-05	6.2576727e-05	1.6169343e-05	3.1060896	0.0090975596	0.13640204	0.91991225	0.71400712	2.5720064	2.8963773	1.3234798	0.54757672	-0.19044943	2.5558215	-0.0095010386	-4.9195187e-06	-2.6106767e-05	-1.0184625e-05	-5.7897383e-05	-0.00034964659	3.1061358	2.3	1	0.2	-1.7039172e-05	2.5874022e-05	-1.8198924e-05	6.1083368e-06	1.2250224e-05	-0.28082525	-0.00016544755	9.3471062e-05	7.5880532e-08	0.19607929	0.42959722	1.2369156	1.6665128	-0.65857219	-0.2439442	0.10626032	0.30818795	1.8342613	1.5744194	1.8918653	0.04018981	1.984966	1.9789074	1.9788835	1.4519667	1.2950306	-2.0789463e-05	1.0949645e-05	-6.4239022e-06	-1.8228699e-05	5.3151872e-05	0.00010333992	0.51814705	-6.3048182e-07	-0.61379624	-0.1681686	-0.916641	-0.33090602	-0.59927946	-0.06018865	0.077775122	0.31939598	-0.0001866302	-0.039233478	1.5626729e-06	-4.6723464e-06	-0.00012818346	8.6582482e-07	-1.2391878	-0.00014999773	-0.16989436	-0.61056227	-0.26036614	-1.0535826	-0.21197058	-0.30625146	-0.32058703	-0.077402164	-0.03921086	0.0042616216	4.0465308e-06	5.1680013e-05	-2.0456012e-06	0.00011167372	6.2874743e-06	-1.2392103	1.4639135e-05	-1.1339416e-05	2.0513955e-05	-6.4518854e-06	-1.4748682e-05	0.5178518	0.00030028965	-6.2149862e-05	2	2	0	0	-109.93768	R0:S0:1	1.2950306	-70.12	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@14:07
2x2_2C_8b_C2v_L	4.0603306	0	0	10	0	-1.7498915	-5.7417344	-5.8231614	0.93144933	-5.2002026	-0.75155349	-0.75158839	-5.4305255	0	2.5	11.085	-7.1236011e-05	3.6702844e-05	-1.6866092e-05	-3.2570021e-05	-0.00016622917	-0.00016248617	-0.26169636	-1.0228555e-05	0.80221649	0.093294283	2.735897	2.7053207	1.1234384	-1.26706	0.1981807	-0.55163205	-0.0032568334	2.571083	2.0595105e-05	0.00010389502	0.00013895465	3.1728458e-05	2.9771625	-0.005925291	0.10917917	0.80325632	0.72163057	2.593565	2.914642	1.4233327	0.5538139	-0.19823297	2.5710472	0.0065622903	-4.7827898e-05	-2.4465714e-05	-1.1909755e-05	-0.00021070565	0.0029535284	2.9771853	2.3	1	0.2	1.6828217e-05	-1.1548049e-05	3.2233977e-05	-6.71555e-06	1.4419681e-05	-0.2616974	-0.0001241199	0.00019290214	8.3591869e-08	0.19464427	0.42973288	1.2368951	1.6666279	-0.6591013	-0.24413164	0.10635244	0.31367229	1.8484223	1.5673411	1.8865183	0.041805893	1.9852268	1.9798005	1.9798019	1.4274987	1.3006973	5.6847999e-05	-2.7331365e-05	2.5250281e-05	3.682608e-05	0.00012838768	0.00027873409	0.50804414	9.0130395e-06	-0.58327764	-0.16200991	-0.92863626	-0.338351	-0.60254632	-0.070142396	0.07820349	0.32318998	0.0014184621	-0.038856754	-3.4704141e-05	-9.4385657e-06	-0.00022224744	7.8058588e-07	-1.2544883	9.1632356e-05	-0.16328805	-0.5811236	-0.26830657	-1.0560834	-0.21737373	-0.33657963	-0.32489314	-0.077667777	-0.038835708	-0.0028620524	8.6877319e-06	3.357898e-05	-3.4606891e-06	0.00034094699	-4.7806198e-05	-1.2545235	-1.399963e-05	5.5253366e-06	-3.9721047e-05	9.5643964e-06	-1.9622749e-05	0.50806116	0.00019157858	-0.00013899741	2	2	0	0	-106.67769	R0:S0:1	1.3006973	-68.68	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@14:15
2x2_2C_8b_C2v_L	4.0648475	0	0	10	0	-2.2552186	-5.869385	-5.9517936	0.72311184	-5.2719682	-0.63685361	-0.63740483	-6.0970298	0	2.5	11.27	8.0141148e-05	-4.0823922e-05	5.5001096e-06	2.716981e-05	0.00012202481	-0.00011713083	-0.28130235	2.3955762e-06	0.9213959	0.11423752	2.6739725	2.6737048	1.0975563	-1.289451	0.18993367	-0.54593741	-0.0024374228	2.5551138	-3.2554375e-06	-5.4761835e-05	-7.1771314e-05	-1.7271803e-05	3.1095748	0.0037065826	0.13710494	0.92287288	0.72646646	2.5572387	2.8922319	1.3479761	0.54728015	-0.19025523	2.5550562	-0.0038391248	4.1610601e-05	2.1839626e-05	1.4274726e-05	8.4471535e-05	0.0023736723	3.109632	2.3	1	0.2	-2.8769371e-05	1.43362e-05	-2.8627499e-05	1.5721536e-05	-4.991114e-06	-0.2811527	-0.00012794831	-0.00013933662	1.0678387e-07	0.19612611	0.42959176	1.2369188	1.6665105	-0.65855092	-0.24393162	0.1062547	0.30803328	1.8340259	1.574832	1.8916634	0.040123912	1.9849681	1.9789001	1.978882	1.4526626	1.2948766	-5.9943222e-05	2.5172766e-05	-9.3847191e-06	-3.9119472e-05	-9.0918073e-05	0.00017416221	0.51809229	-1.6045737e-05	-0.61416592	-0.16827596	-0.91923648	-0.33002243	-0.59516776	-0.063425367	0.077740275	0.3192012	0.001093373	-0.039220975	3.8932207e-06	6.8633853e-06	0.00015136551	-9.2725157e-07	-1.2387398	-6.1733891e-05	-0.16992113	-0.61124982	-0.26112971	-1.0502779	-0.21064321	-0.31657671	-0.32037515	-0.077352009	-0.03920005	0.001723299	-6.9151614e-06	-4.5765001e-05	2.7834434e-06	-0.00016763928	-4.0334455e-05	-1.2387682	2.2303606e-05	-6.4991733e-06	3.2582528e-05	-2.111134e-05	6.5359859e-06	0.51786377	0.00020300956	8.7229562e-05	2	2	0	0	-110.01588	R0:S0:1	1.2948766	-70.16	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@14:16
2x2_2C_8b_C2v_L	4.0603091	0	0	10	0	-1.7344468	-5.7332871	-5.819185	0.93664751	-5.1976897	-0.75366118	-0.75408765	-5.4136217	0	2.5	11.08	-2.2294567e-05	3.0250866e-05	1.0180027e-05	1.2571843e-05	-8.0750365e-05	-0.00013606705	-0.26103093	1.185323e-05	0.7974919	0.091482605	2.7409864	2.7103089	1.1152899	-1.2547665	0.19832179	-0.55142905	0.0022249533	2.5713321	1.4195482e-05	4.0169726e-05	0.00012250923	1.9253976e-05	2.9737041	0.0076286486	0.10805845	0.79875572	0.73053953	2.5883534	2.9127097	1.4362683	0.55375658	-0.19837665	2.5712987	-0.0084224669	-4.7473589e-05	-1.7893504e-05	-7.0376681e-06	-6.2542254e-05	-0.0019770521	2.9737179	2.3	1	0.2	-7.3618832e-05	0.00010012151	-2.1932695e-05	1.002155e-05	-1.0299099e-06	-0.26093549	-0.00016761244	9.7929127e-05	-7.9680607e-08	0.194615	0.42973423	1.2368975	1.6666317	-0.65910838	-0.24412832	0.10635145	0.31382178	1.8492545	1.5665091	1.8865514	0.041817948	1.9852404	1.9798488	1.97984	1.4268803	1.3008588	1.8526478e-05	-1.9347062e-05	-1.9714946e-05	-1.306983e-05	6.1495094e-05	0.0002113172	0.50757009	-1.1308042e-05	-0.58155957	-0.16152072	-0.93138996	-0.33834474	-0.599775	-0.071758433	0.078198201	0.32310573	-0.0009706187	-0.038824707	-1.9441388e-05	-5.6067853e-06	-0.00019755046	1.4652586e-06	-1.2548681	-0.00012114343	-0.16282404	-0.57943083	-0.26932322	-1.055329	-0.21665449	-0.34157652	-0.32492124	-0.077620559	-0.038802795	0.0036678837	4.1302759e-06	2.9382616e-05	-1.1502953e-06	9.8628252e-05	2.9439465e-05	-1.2549027	6.3954389e-05	-4.4103907e-05	2.4719319e-05	-1.1225783e-05	5.0049554e-06	0.50744943	0.00028615533	-7.2368647e-05	2	2	0	0	-106.57009	R0:S0:1	1.3008588	-68.64	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@14:24
2x2_2C_8b_C2v_L	4.0649829	0	0	10	0	-2.2779358	-5.8728697	-5.9535459	0.71724539	-5.272251	-0.63269164	-0.63285683	-6.1135204	0	2.5	11.275	1.2670319e-05	4.9544567e-06	1.0316726e-05	1.4394169e-05	-2.4715358e-05	-5.8802984e-05	-0.28146959	-1.1220039e-05	0.92901345	0.11603352	2.6659726	2.6572592	1.1063825	-1.3217922	0.18962349	-0.54565658	0.0058186525	2.5541867	6.3548316e-06	-9.5890315e-06	-1.4094781e-05	-5.1038403e-06	3.1125299	0.007848139	0.13863766	0.93021648	0.71605079	2.5703315	2.893751	1.3138457	0.54693426	-0.18991627	2.5541275	-0.0081900482	-3.6033349e-05	1.8904297e-05	-8.3620445e-06	-7.4898654e-06	-0.0055473949	3.1125793	2.3	1	0.2	-4.744114e-05	5.373444e-05	-2.4890809e-05	7.9402333e-06	-1.8447189e-05	-0.28141927	-0.00017538274	1.4070304e-05	-5.4084308e-09	0.19616218	0.42958692	1.2369208	1.6665077	-0.65853673	-0.24392328	0.10625091	0.30792282	1.8329899	1.5748978	1.8925315	0.04006384	1.9849616	1.9788927	1.9788862	1.4532671	1.2947668	-8.7908137e-06	-1.8771162e-06	-1.6377893e-05	-2.1059915e-05	2.2560774e-05	3.1833087e-05	0.51796547	5.6477981e-08	-0.61626838	-0.1688083	-0.91598558	-0.33039331	-0.59828784	-0.059234585	0.077743655	0.3190785	-0.002615156	-0.039214638	-1.8497178e-05	9.3229466e-07	3.2830187e-05	3.0550538e-08	-1.2383487	-0.00013150879	-0.17047169	-0.6132338	-0.2599602	-1.0532282	-0.21141572	-0.30319281	-0.32019714	-0.077381219	-0.039194642	0.0036792178	1.8116261e-06	-4.2353045e-05	1.3332875e-06	2.2722935e-05	9.146781e-05	-1.2383742	3.6758076e-05	-2.4568479e-05	2.7704121e-05	-1.1759988e-05	1.9181365e-05	0.51788468	0.00032794154	-4.0378923e-06	2	2	0	0	-110.10815	R0:S0:1	1.2947668	-70.2	uncorrelated	2	8eae08f	v2.2.3	YY	5	sharp_wc_2.0_b_50	self-energy	boucle_tempo_mu_up_down.py	2023-10-09@14:24
