model	E_kin	D	M	U	Up	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	ed	ep	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tbA1down_1	tbA1up_1	tbA2down_1	tbA2up_1	tbA3down_1	tbA3up_1	tbA4down_1	tbA4up_1	tbA5down_1	tbA5up_1	tbA6down_1	tbA6up_1	tbA7down_1	tbA7up_1	tbA8down_1	tbA8up_1	tbB1down_1	tbB1up_1	tbB2down_1	tbB2up_1	tbB3down_1	tbB3up_1	tbB4down_1	tbB4up_1	tbB5down_1	tbB5up_1	tbB6down_1	tbB6up_1	tbB7down_1	tbB7up_1	tbB8down_1	tbB8up_1	tpd	tpp	tppp	trb1_1	trb2_1	trb3_1	trb4_1	trb5_1	trb6_1	trb7_1	trb8_1	ave_D	ave_M	ave_ed	ave_ep	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tbA1_down_1	ave_tbA1_up_1	ave_tbA2_down_1	ave_tbA2_up_1	ave_tbA3_down_1	ave_tbA3_up_1	ave_tbA4_down_1	ave_tbA4_up_1	ave_tbA5_down_1	ave_tbA5_up_1	ave_tbA6_down_1	ave_tbA6_up_1	ave_tbA7_down_1	ave_tbA7_up_1	ave_tbA8_down_1	ave_tbA8_up_1	ave_tbB1_down_1	ave_tbB1_up_1	ave_tbB2_down_1	ave_tbB2_up_1	ave_tbB3_down_1	ave_tbB3_up_1	ave_tbB4_down_1	ave_tbB4_up_1	ave_tbB5_down_1	ave_tbB5_up_1	ave_tbB6_down_1	ave_tbB6_up_1	ave_tbB7_down_1	ave_tbB7_up_1	ave_tbB8_down_1	ave_tbB8_up_1	ave_trb1_1	ave_trb2_1	ave_trb3_1	ave_trb4_1	ave_trb5_1	ave_trb6_1	ave_trb7_1	ave_trb8_1	ave_ep_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	4.0631998	0	0	10	0	-2.1486037	-5.9438778	-5.6928785	0.758147	-5.2684353	-0.65925958	-0.65906413	-5.992467	0	2.5	11.24	8.1775257e-05	-3.5555571e-05	1.0209798e-05	2.5688039e-05	-0.00018191483	2.0872658e-05	-0.27940767	1.8433133e-05	0.88939334	0.14256348	2.4299818	2.9891927	-1.5999656	0.028804174	0.19408221	-0.55022392	-0.0062114539	2.5599336	1.1927437e-05	6.9083913e-05	0.00012546421	3.5206814e-06	3.0900451	-0.0040729359	0.15588924	0.87161183	2.8038145	1.7035114	1.0086451	2.3474854	0.54890995	-0.1916631	2.5600084	0.0042693083	-9.184436e-05	-2.232981e-05	9.7921211e-06	-2.5481144e-05	0.0058509651	3.0899887	2.3	1	0.2	9.5034396e-05	-0.00010675413	-3.7560694e-05	-4.0472702e-05	-6.395696e-06	-0.27944235	0.00010371043	0.00017305498	-5.4982405e-07	0.19580806	0.42963331	1.2368851	1.6665184	-0.65870745	-0.2440465	0.10630428	0.30889467	1.8388953	1.6296181	1.8323243	0.040544587	1.9849434	1.9788992	1.9788994	1.4486957	1.2956943	-6.3457095e-05	2.0865223e-05	-9.0786505e-06	-3.4726283e-05	0.00014191762	-9.5108249e-05	0.51823913	8.3486805e-06	-0.60977001	-0.16583015	-1.0070093	-0.26712493	0.43298192	-0.2092337	0.076978966	0.32194425	0.0027750909	-0.039337322	-6.4501686e-06	-1.1258598e-05	-0.00026266423	2.0118372e-06	-1.24122	7.1823936e-05	-0.17021419	-0.59564117	-0.32192562	-0.79310928	0.099675934	-0.7687857	-0.32051165	-0.078086331	-0.039351364	-0.0019008894	7.1023364e-06	6.000971e-05	-1.5866949e-06	4.4304425e-05	-9.2826223e-05	-1.2412378	-7.8687164e-05	4.6599656e-05	3.6874797e-05	4.6366934e-05	1.6257727e-05	0.51824859	-0.00029965843	-9.9680583e-05	2	2	0	0	-109.18295	R0:S0:1	1.2956943	-69.92	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@16:33
2x2_2C_8b_C2v_L	4.0609695	0	0	10	0	-0.99439403	-5.931121	-4.7940255	0.75445419	-5.2636863	-0.65784885	-0.65847015	-5.9615613	0	2.5	11.235	5.9223417e-05	-1.4972505e-05	1.1248399e-05	1.9193289e-05	-7.6724819e-05	-6.3484089e-05	-0.27865861	6.5182252e-06	0.30953037	0.029472085	1.2765643	2.9388353	-2.631752	0.51893907	0.18680733	-0.54755584	-0.0137774	2.5599609	3.4801808e-05	-2.2933595e-05	0.00010051883	-2.681361e-05	3.083089	-0.0018298613	0.03004195	0.30939571	2.9397052	1.2723411	-0.51491045	2.6334439	0.54757894	-0.18673301	2.5599228	0.0019823647	-7.8841906e-05	-9.945231e-06	-1.0588872e-05	-3.1316209e-05	0.013054777	3.0831287	2.3	1	0.2	-1.0160806e-05	2.6028643e-05	6.3630952e-06	1.4525392e-05	-2.6733522e-05	-0.27846653	5.0409911e-05	9.1697463e-05	-2.930017e-08	0.19541749	0.42966369	1.2368527	1.6665163	-0.65894422	-0.24417566	0.1063611	0.31115258	1.9534344	1.797157	1.5411921	0.041526259	1.9847443	1.9787247	1.9786981	1.4473979	1.2979927	-5.5606578e-05	8.7232669e-06	-8.7912574e-06	-2.549994e-05	5.3391036e-05	0.00015034134	0.52039803	-2.1898555e-06	-0.31446924	-0.085181788	-0.65210423	-0.22897543	1.0283984	-0.29135165	0.07915664	0.32352637	0.0061426786	-0.039797746	-5.5787075e-05	-4.2488555e-06	-0.00019612084	5.6607445e-06	-1.2418728	3.2197877e-05	-0.085288376	-0.3141881	-0.22938705	-0.65068179	0.29100345	-1.029417	-0.32353116	-0.079169825	-0.039795558	-0.00088206242	6.7004149e-06	2.4158846e-05	3.0018215e-07	5.6263258e-05	-0.00021733961	-1.2418892	1.1397078e-05	-1.2327927e-05	-2.0382234e-06	-1.3977168e-05	3.402241e-05	0.52006965	-0.00013669334	-6.5393759e-05	2	2	0	0	-104.92672	R0:S0:1	1.2979927	-69.88	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@16:38
2x2_2C_8b_C2v_L	4.0629147	0	0	10	0	-2.1095743	-5.9374635	-5.7006674	0.76982825	-5.2622988	-0.66563888	-0.66580478	-5.9537843	0	2.5	11.23	-0.00013130288	6.1037005e-05	-1.8919072e-05	-5.6737447e-05	0.00019543998	5.1188671e-05	-0.27845345	-7.7447634e-06	0.87904762	0.13865159	2.4304433	2.9906595	-1.6105405	0.039915348	0.19463253	-0.55081137	-0.00031517327	2.560252	3.3204154e-05	-0.00011862508	-0.00013725062	-2.7285822e-05	3.0823786	-0.0019307185	0.15119444	0.86205299	2.8082969	1.6978409	1.0028633	2.3599271	0.54958684	-0.19237062	2.5603389	0.0020506806	7.869213e-05	-3.0986086e-07	2.1130468e-05	0.00013358649	0.00032943092	3.0822817	2.3	1	0.2	-3.3180822e-05	1.9248098e-05	4.5798444e-06	6.2740489e-06	-1.3932675e-05	-0.2784393	7.27447e-05	-0.00020314424	-1.2822303e-08	0.19572347	0.4296431	1.2368824	1.6665255	-0.65873995	-0.24406142	0.10631134	0.30919108	1.8400226	1.6301701	1.8308404	0.040688606	1.9849541	1.9789362	1.9789381	1.4472143	1.295996	0.00010826841	-3.0647775e-05	2.1721796e-05	7.1907506e-05	-0.00015315473	-0.00016391674	0.5178403	-2.8135758e-06	-0.60713588	-0.16528928	-1.0070879	-0.26693036	0.4357063	-0.21045412	0.077004857	0.32226698	0.00013520516	-0.039327563	-6.0908796e-05	1.0629867e-05	0.00026806027	-1.0638976e-06	-1.2421753	3.0108033e-05	-0.16949187	-0.59357636	-0.32237269	-0.79120798	0.100622	-0.7718151	-0.3209347	-0.078066058	-0.03934108	-0.00091545195	-9.3244e-06	-4.5585444e-06	2.6900693e-06	-0.00025092208	-1.1084556e-05	-1.2421872	2.5900671e-05	-6.8529807e-06	-2.0631806e-06	-7.9825373e-06	1.6689951e-05	0.51785899	-0.00021031829	0.00012857267	2	2	0	0	-109.00212	R0:S0:1	1.295996	-69.84	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@16:44
2x2_2C_8b_C2v_L	4.0604853	0	0	10	0	-1.0023929	-5.9321786	-4.7938418	0.76617657	-5.2616577	-0.6652116	-0.66547569	-5.9252912	0	2.5	11.225	0.00010857219	-3.1102777e-05	1.9669859e-05	4.7124652e-05	0.00011212276	-3.7199458e-05	-0.27787125	2.1482566e-05	0.31664184	0.030953656	1.2733087	2.9413698	-2.6338155	0.52216805	0.1871575	-0.54846568	-0.010666979	2.5613558	-4.5168704e-05	-8.7070633e-05	-3.8475032e-05	6.3789628e-06	3.0761103	-1.1534411e-06	0.031264462	0.31657068	2.9419623	1.270204	-0.51930307	2.6350559	0.54845454	-0.18705403	2.5613448	4.7637893e-05	1.9434704e-05	-2.1470405e-06	4.3365084e-05	0.0001189596	0.010049135	3.0761485	2.3	1	0.2	4.1492142e-05	-7.1936489e-05	-3.0825253e-05	-1.7459407e-05	-1.517894e-05	-0.27775374	2.5693326e-05	-0.00011147972	-7.6577054e-07	0.1953088	0.42967578	1.2368444	1.6665201	-0.65899311	-0.2442067	0.10637468	0.31146992	1.9520981	1.7979108	1.5417958	0.041684921	1.9847432	1.9787383	1.9787185	1.446003	1.2983053	-9.9074241e-05	2.2139614e-05	-2.4794089e-05	-6.4983973e-05	-8.3847868e-05	9.1234469e-05	0.52027712	1.4988021e-05	-0.31906461	-0.086662066	-0.65041393	-0.22901476	1.0277175	-0.29153545	0.079345212	0.324135	0.0047470071	-0.039831093	9.6129302e-05	6.5377368e-06	5.5057195e-05	-4.0103255e-06	-1.2427409	-2.6730572e-06	-0.086722235	-0.31891241	-0.22931533	-0.6493685	0.29129007	-1.0284532	-0.3241052	-0.079373669	-0.039829992	-2.364457e-05	-6.8378852e-06	2.482675e-05	-5.3659915e-07	-0.00023806241	-0.00016673289	-1.2427516	-3.9614255e-05	3.4596498e-05	2.4794176e-05	1.741109e-05	2.2221009e-05	0.5200423	-8.0300429e-05	7.9676101e-05	2	2	0	0	-104.85432	R0:S0:1	1.2983053	-69.8	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@16:50
2x2_2C_8b_C2v_L	4.7588254	0	0	10	0	-0.05962569	-5.1250923	-2.9336604	0.25014745	-4.085684	-0.040491539	-0.040486396	-4.1317903	0	2.5	11.845	-0.00010094027	-1.2891197e-05	-3.2099772e-05	4.6350243e-06	4.0196184e-06	-1.990419e-07	-0.14983562	-1.1125622e-05	0.1606058	0.1679022	2.3763237	2.4633121	-1.0981982	-0.95975834	0.26355228	-0.30298554	-0.048679672	2.306531	-0.00017131409	0.00018446688	-0.00019142919	-0.00020432936	2.3331266	0.0061872969	0.16788794	0.160601	2.4634358	2.3764628	0.95956284	1.098038	0.30299973	-0.26357355	2.306032	-0.006196103	0.00020316073	-0.00017746987	-0.00022440881	-0.00020793061	0.048616273	2.3336381	2.3	1	0.2	-5.6920924e-07	-7.6261978e-06	-5.0382576e-06	-1.3691475e-06	1.7791057e-05	-0.14982724	-3.8384588e-06	-1.8719868e-06	4.2210137e-06	0.005545366	0.4818529	1.2503608	1.7322137	-0.57610638	-0.23351858	0.094681952	0.51791806	1.5424595	1.4127863	1.9741546	0.20928562	1.8008154	1.3797019	1.3797367	1.7780509	1.510472	0.00077756624	7.9209154e-05	5.3478822e-05	-1.3773234e-05	-3.2926076e-06	3.2907904e-05	2.4707539	-3.776299e-05	-0.44282251	-0.40534109	-0.76814283	-0.74663203	0.094556032	0.010420276	-0.16469612	0.23438254	0.0092949403	-0.39720363	0.00063392848	-0.00061441733	0.00072620941	0.00069733139	-0.44143328	-0.0010569568	-0.40531999	-0.44281383	-0.74663307	-0.76814902	-0.010333423	-0.094468414	-0.23441804	0.1647429	-0.39710496	0.001182108	-0.0006693014	0.00068785113	0.00075075432	0.00078163605	-0.0082965824	-0.44154725	-9.5072063e-07	2.0906844e-06	1.1555037e-05	2.6780385e-06	-2.2399889e-05	2.4707027	5.8737922e-06	3.9376883e-06	2	2	0	0	-91.434533	R0:S0:1	1.510472	-74.76	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle_tempo_mu_tpd=two.three_up.py	2023-10-11@16:54
2x2_2C_8b_C2v_L	4.0625726	0	0	10	0	-2.0319226	-5.9343899	-5.6073701	0.7822209	-5.2605606	-0.67548605	-0.67209634	-5.9182094	0	2.5	11.22	-0.00013861798	6.3141737e-05	-3.974588e-05	-6.7166909e-05	0.00017778215	0.00011430206	-0.27720463	-1.6149935e-05	0.84367032	0.13465498	2.4159841	2.9925136	-1.6536964	0.066588862	0.19625408	-0.55153576	0.034130389	2.5616281	3.64924e-05	-7.2148363e-05	-9.3705653e-05	4.5015179e-07	3.0753844	-0.023574839	0.15195266	0.82069091	2.8249014	1.6812116	0.95420177	2.381787	0.54986259	-0.19289513	2.5616047	0.024792394	9.7870446e-05	2.3342551e-05	-4.538429e-05	4.194823e-05	-0.032373204	3.0753895	2.3	1	0.2	6.0170512e-07	7.7248566e-06	-2.0388698e-05	-1.3993479e-07	-1.1364858e-05	-0.27820026	2.3789324e-05	-0.00014337135	2.4845453e-07	0.19563953	0.42965358	1.2368779	1.6665315	-0.65877694	-0.24408103	0.10632032	0.30951456	1.8471706	1.6336875	1.8202057	0.040760778	1.9849054	1.9789029	1.9790323	1.4459247	1.2963201	0.00010939136	-4.0577597e-05	5.3119946e-05	8.7216716e-05	-0.00014360469	-0.00034064919	0.51680506	-1.941098e-05	-0.59551824	-0.16079971	-1.0031453	-0.26570285	0.45913456	-0.21618902	0.076577745	0.32262585	-0.015175646	-0.039318387	-8.0365861e-05	7.786887e-06	0.00019420162	6.2281223e-07	-1.2429372	0.00039463345	-0.16663561	-0.57677168	-0.32199583	-0.78535824	0.10787344	-0.79012525	-0.32075837	-0.078098483	-0.039330344	-0.011021239	-8.4205074e-06	-5.736158e-05	3.3389486e-06	-6.9765418e-05	0.0005376625	-1.2430017	2.8180967e-06	6.6594906e-07	2.7469537e-05	1.8217476e-06	1.1489838e-05	0.51841934	-0.00013062798	8.3545017e-05	2	2	0	0	-108.57028	R0:S0:1	1.2963201	-69.76	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@16:56
2x2_2C_8b_C2v_L	4.0602402	0	0	10	0	-1.016216	-5.9226865	-4.8035611	0.77670013	-5.2585159	-0.67159427	-0.67214024	-5.8879843	0	2.5	11.215	-3.0503712e-05	1.4761827e-05	-1.3952613e-06	-1.4358677e-05	7.4660561e-05	-4.1571993e-05	-0.27697107	-7.0815036e-06	0.32723154	0.03144158	1.2740988	2.9404947	-2.6352601	0.52842223	0.18758492	-0.54862939	-0.0089539109	2.5624308	-1.2556333e-05	-4.2519524e-05	-0.00011052224	-2.8122793e-05	3.0687866	-0.00063554802	0.032457065	0.32670395	2.9423416	1.2648424	-0.51970524	2.6390778	0.54862604	-0.18739176	2.5624084	0.00069727614	-3.2658846e-05	3.6314353e-05	3.9635708e-05	9.2297093e-05	0.0084444153	3.0687746	2.3	1	0.2	3.4357259e-05	-2.508275e-06	2.3808074e-07	-1.7611063e-05	-2.0934829e-05	-0.27683933	4.016194e-05	-0.00012444698	-4.8872958e-08	0.19523176	0.42968313	1.2368429	1.6665261	-0.65902273	-0.24421769	0.10638005	0.31176358	1.9501469	1.7982526	1.5435896	0.041758067	1.9847554	1.9787689	1.978753	1.4445846	1.2986087	2.7915586e-05	-1.0223433e-05	5.8563606e-06	1.8118069e-05	-4.8634555e-05	9.0772732e-05	0.51997016	-3.4428785e-06	-0.32609479	-0.088511243	-0.65078018	-0.22876706	1.0249542	-0.29153023	0.079363768	0.32432311	0.0039763462	-0.039820531	1.7044661e-05	6.8969051e-06	0.00021026236	-1.9977592e-06	-1.2436492	1.0634552e-05	-0.088775757	-0.32532607	-0.22966002	-0.6476792	0.29076242	-1.0272204	-0.32428884	-0.079428147	-0.039820843	-0.0003096396	-2.8831333e-06	-6.8323962e-05	1.7367221e-06	-0.00016595809	-0.00014132409	-1.2436556	-3.0311982e-05	2.5898989e-06	-4.0994544e-06	2.0336377e-05	2.2249294e-05	0.51976848	-0.00010091821	8.9515773e-05	2	2	0	0	-104.78472	R0:S0:1	1.2986087	-69.72	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@17:01
2x2_2C_8b_C2v_L	4.062311	0	0	10	0	-2.0075757	-5.9239323	-5.608344	0.792914	-5.2607278	-0.68277824	-0.68028668	-5.8848866	0	2.5	11.21	0.00011618655	-4.9658688e-05	2.8764705e-05	4.5999049e-05	4.5339911e-05	6.2907866e-05	-0.27673436	-2.4217572e-05	0.83891338	0.13236873	2.4156169	2.9927222	-1.6588988	0.069390725	0.19656874	-0.55173101	0.022811426	2.5636481	1.1196424e-05	-2.6307755e-05	-9.2563249e-05	-1.9489417e-05	3.0692975	-0.021265864	0.14911379	0.81678055	2.8266576	1.6803856	0.9512723	2.3860895	0.55007532	-0.193296	2.5637121	0.022489816	2.0861305e-05	3.1097786e-05	-2.9758307e-06	-1.4898273e-05	-0.021575448	3.0692069	2.3	1	0.2	2.8331508e-05	-4.4735507e-05	-5.341729e-06	-1.0039193e-05	-5.728467e-06	-0.27746601	5.8258822e-05	-4.9629701e-05	4.9896732e-07	0.19556408	0.42966145	1.2368754	1.6665368	-0.65880675	-0.24409467	0.10632669	0.30978791	1.847612	1.6336146	1.8198792	0.040841275	1.9849383	1.9789303	1.9790256	1.4446727	1.2965995	-9.2608184e-05	3.2444675e-05	-3.4130912e-05	-5.8247701e-05	-3.308284e-05	-0.00021873284	0.51702533	-1.088034e-05	-0.59420705	-0.16065597	-1.0032047	-0.26593553	0.4602311	-0.21649407	0.076606398	0.32279685	-0.010122464	-0.03933129	-3.8501261e-05	5.2666162e-06	0.00018568828	-3.3097549e-07	-1.2437624	0.00034963009	-0.16630885	-0.57607438	-0.32234548	-0.78522779	0.10831388	-0.79042938	-0.32095988	-0.078106157	-0.039341752	-0.0099809956	-6.2002261e-07	-7.1485167e-05	1.4933455e-06	4.400427e-05	0.00035566369	-1.2437846	-2.5230132e-05	1.8435941e-05	2.6622518e-06	1.0377104e-05	-1.5323216e-06	0.51821776	-0.0002097359	3.6295034e-05	2	2	0	0	-108.42509	R0:S0:1	1.2965995	-69.68	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@17:07
2x2_2C_8b_C2v_L	4.0598463	0	0	10	0	-1.0150575	-5.9171746	-4.7967513	0.78810898	-5.2558304	-0.67925583	-0.67921168	-5.8536799	0	2.5	11.205	-7.2280373e-05	2.4214017e-05	-9.8521824e-06	-2.5903427e-05	-1.5207911e-05	-2.6273417e-05	-0.27613105	-1.1875177e-06	0.33120588	0.03210678	1.2768928	2.9422327	-2.6338262	0.52687435	0.18778934	-0.5491337	-0.0048825302	2.5636688	-5.0121131e-05	5.0675128e-05	-7.3792497e-05	1.8334545e-05	3.0622445	-0.0021014945	0.033281	0.33054308	2.9442172	1.2671178	-0.51759406	2.6379106	0.54916902	-0.18762401	2.5636576	0.0022380511	-7.3885083e-06	1.3927142e-05	5.3749548e-06	6.0405392e-05	0.0045639357	3.0622348	2.3	1	0.2	3.1091421e-05	6.7707398e-07	-6.1823903e-07	-1.432362e-05	9.3056267e-06	-0.27612673	1.9456894e-05	-2.8181015e-05	-3.7825652e-07	0.19513742	0.42969263	1.2368374	1.66653	-0.65906466	-0.24424071	0.10639032	0.31207985	1.9493801	1.7977944	1.5447627	0.041870644	1.9847605	1.9787891	1.9787862	1.4433002	1.2989267	6.7962778e-05	-1.5503487e-05	1.0589564e-05	3.2047737e-05	2.7093942e-05	5.8132733e-05	0.51968553	2.3775769e-05	-0.32873347	-0.089328535	-0.65149284	-0.22926818	1.0234064	-0.29146721	0.079509747	0.32469577	0.002165383	-0.039835179	9.2241856e-05	9.0362115e-07	0.00012329764	-5.7105469e-06	-1.2444475	3.6116363e-05	-0.089644307	-0.32780016	-0.23021335	-0.64822655	0.29064076	-1.0258334	-0.32469472	-0.079563768	-0.039834246	-0.00099123191	-3.2079726e-06	-1.7685193e-05	1.1099278e-06	-0.00011313793	-7.5196908e-05	-1.2444514	-2.7910219e-05	-3.9215547e-07	-5.362481e-06	1.511997e-05	-1.0031851e-05	0.51965404	-5.5940004e-05	3.8154259e-05	2	2	0	0	-104.67029	R0:S0:1	1.2989267	-69.64	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@17:12
2x2_2C_8b_C2v_L	4.062097	0	0	10	0	-1.9778343	-5.9115908	-5.6157882	0.80376487	-5.2534756	-0.68838562	-0.68558197	-5.8456209	0	2.5	11.2	0.00016498038	-7.7240865e-05	8.3213166e-05	9.7850119e-05	-0.00066671776	4.4549218e-05	-0.27551027	4.237247e-06	0.83117367	0.12904113	2.408681	2.9924338	-1.6762578	0.076168146	0.19706014	-0.55189427	0.017983163	2.5635665	8.2145567e-06	0.00032173307	0.00044883205	1.2797049e-05	3.0613191	-0.023267538	0.14361793	0.81187734	2.8330098	1.676676	0.93560444	2.3936822	0.55043832	-0.19374138	2.5636996	0.024665367	-0.00033568157	4.2157768e-05	-4.0505523e-05	-0.00041998104	-0.016996583	3.061135	2.3	1	0.2	2.4159419e-05	-3.5056247e-05	7.5045162e-05	-2.0875339e-05	-4.8678778e-06	-0.27625462	0.00012076294	0.00068126175	4.0008336e-07	0.19548799	0.42966849	1.2368756	1.666544	-0.65883519	-0.24410183	0.10633064	0.31011599	1.8484414	1.6343726	1.8184148	0.040943799	1.9849573	1.9789898	1.9790792	1.443172	1.2969419	-0.0001182111	6.7205527e-05	-0.00012180442	-0.00013010402	0.00052514381	-0.00018275472	0.51640139	-3.2401928e-05	-0.59134109	-0.16047799	-1.0019153	-0.26595068	0.46605902	-0.21705981	0.076668541	0.32296079	-0.0079680766	-0.039290479	-2.5365874e-05	-3.4160498e-05	-0.00082595367	9.6906649e-06	-1.2447409	0.00038312773	-0.16545829	-0.57541864	-0.32243673	-0.78434039	0.11028884	-0.79144484	-0.3212544	-0.078076523	-0.039315558	-0.010932871	3.3842294e-05	-7.6329867e-05	-3.9352466e-06	0.0007884166	0.00028267453	-1.2447364	-2.6819629e-05	7.7720443e-06	-9.5005523e-05	2.4272137e-05	7.433963e-06	0.5175402	-0.00035066559	-0.00043066886	2	2	0	0	-108.24099	R0:S0:1	1.2969419	-69.6	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@17:19
2x2_2C_8b_C2v_L	4.764929	0	0	10	0	-0.059830268	-5.1287609	-2.9296881	0.25114189	-4.0905244	-0.040135909	-0.040130641	-4.1243307	0	2.5	11.85	0.0002464169	1.9790904e-05	5.87937e-05	-4.975274e-06	-1.92676e-05	-1.4505773e-06	-0.14959941	3.4692598e-05	0.16180985	0.16762657	2.3895961	2.451938	-1.0779762	-0.97889554	0.2696358	-0.29754038	-0.0034845447	2.3094295	0.00039400505	-0.00048061829	0.00045787541	0.00040582395	2.3288741	-0.0080407535	0.16757891	0.16176421	2.4520819	2.3897697	0.97868726	1.0777625	0.29760529	-0.26968891	2.3094106	0.0080324151	-0.00047048487	0.00039912442	0.00040397994	0.00044862818	0.0034811871	2.3288511	2.3	1	0.2	9.4286732e-07	3.6116707e-05	-1.3535935e-05	-5.7249846e-06	-4.0517356e-05	-0.14960132	4.5427329e-06	1.651767e-05	-4.7506974e-08	0.0037401412	0.48219479	1.250477	1.7326717	-0.57541901	-0.23334312	0.094620659	0.51911763	1.5389938	1.4127594	1.9754163	0.21002238	1.7979029	1.3821009	1.3821061	1.7822948	1.5117064	-0.001904617	-0.00018335932	-7.4108199e-05	1.928736e-05	2.8386838e-05	3.184462e-05	2.4713587	2.4260858e-05	-0.43866008	-0.41270914	-0.764541	-0.7500642	0.081403142	0.021756362	-0.17604065	0.22489726	0.00064898327	-0.4026765	-0.0014690326	0.0016436899	-0.0016702174	-0.001411003	-0.4330797	0.0013999728	-0.41265985	-0.43859668	-0.75004965	-0.76455148	-0.021651862	-0.081290038	-0.22505467	0.17617245	-0.40265215	-0.0014965389	0.0016332923	-0.0014558165	-0.0013973974	-0.0016481526	-0.0006062985	-0.43308244	4.713555e-06	-1.1301888e-05	3.1693516e-05	8.5204611e-06	-5.9179148e-06	2.471371	-2.5083206e-06	-1.9294683e-05	2	2	0	0	-91.454452	R0:S0:1	1.5117064	-74.8	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle_tempo_mu_tpd=two.three_up.py	2023-10-11@17:23
2x2_2C_8b_C2v_L	4.0594704	0	0	10	0	-1.0229461	-5.9133882	-4.7989616	0.79948716	-5.2525629	-0.68567861	-0.68600391	-5.8162778	0	2.5	11.195	7.3579394e-05	-2.1715335e-05	1.1090714e-05	3.0118114e-05	-0.00017388778	-3.0915762e-05	-0.2752274	-2.4826187e-06	0.33903195	0.033335057	1.2770507	2.9435996	-2.6346269	0.52943657	0.18814571	-0.54967988	-0.0080259225	2.5647029	1.4027913e-05	5.0455801e-05	0.00013117719	1.1813349e-05	3.0548146	-0.0019877594	0.034653409	0.33841932	2.945959	1.2655139	-0.51848639	2.6393661	0.54972545	-0.1879088	2.5647009	0.0021487707	-9.6370046e-05	-1.9168048e-05	-1.4098185e-05	-0.0001530595	0.0075195541	3.0548029	2.3	1	0.2	-2.0029762e-05	4.4907712e-06	-1.1308765e-05	1.9756058e-05	-7.4985879e-06	-0.27513999	3.9998894e-05	0.00019300234	1.4561141e-07	0.19503892	0.42970256	1.2368326	1.6665352	-0.65910563	-0.24426185	0.1063999	0.3124075	1.9478523	1.7980157	1.5461349	0.04198994	1.9847639	1.9788283	1.9788174	1.4418567	1.2992581	-6.8602717e-05	1.4509531e-05	-1.2715565e-05	-3.8656836e-05	0.00013077668	6.6843906e-05	0.51941688	8.0624655e-07	-0.3338307	-0.090897028	-0.6512585	-0.22938021	1.0215728	-0.29145331	0.079635069	0.32510491	0.0035502664	-0.039840597	-2.62361e-05	-7.8974873e-06	-0.00023850302	2.9380858e-06	-1.2453416	3.1979775e-05	-0.091215535	-0.33291604	-0.23049746	-0.64740073	0.29048807	-1.0243935	-0.32509785	-0.079698723	-0.039843205	-0.00095196331	1.2054173e-05	3.1356493e-05	-2.9932601e-06	0.00028136877	-0.00012702051	-1.2453484	1.8153119e-05	-3.8341958e-06	1.303944e-05	-2.3012244e-05	4.2571481e-06	0.51928128	-0.00010283704	-0.00013128998	2	2	0	0	-104.58498	R0:S0:1	1.2992581	-69.56	uncorrelated	2	8eae08f	v2.2.3	YY	3	sharp_wc_2.0_b_50	D	boucle.py	2023-10-11@17:24
