2x2_2C_8b_C2v_L	9	1.9703333	0.092109211	-4.1020392	-5.531726	0.25348969	-5.5317174	0.25348605	0.31420221	-6.1175539	9.62	-3.9111593e-06	0.34863897	-0.5691106	-0.00095450986	0.56911916	0.00095309145	-0.0004592229	-0.75408396	0.64353333	0.33333333	0.094033334	0.048409232	0	1.9700587	1.9535627	5.9838332e-08	1.95356	5.9658485e-08	1.2023609e-08	1.9298276	1.0482477	4.3780841e-06	-0.65517747	0.84153515	0.0009427953	-0.84156556	-0.00094137147	0.00040876527	1.0616051	0.011529258	0	0.029776651	0.045903988	5.9838331e-08	0.045906624	5.9658484e-08	1.2023609e-08	0.06870106	0.011496873	4.4157857	3.6162286	3.8241948	4.1857012	3.8242386	4.1856493	3.984827	3.9713668	-82.080877	R0:N12:S0:1	-61.197333	uncorrelated	b7fd39a	v1.0.3	 8.45e+00	 0.00e+00	 1.04e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	8	1.9703333	0.092109313	-3.9348948	-5.3402732	0.25486532	-5.3402755	0.2548789	0.30843082	-6.1454506	9.62	1.9625909e-06	0.34066652	-0.55889281	0.00056278267	0.55889562	-0.00056051145	-0.0046870218	-0.75530537	0.64353333	0.33333333	0.094033334	0.074197709	0	1.9460075	1.9283393	2.3230431e-08	1.9283378	2.3042971e-08	1.4397133e-06	1.9015321	1.0739455	-2.3518188e-06	-0.86063795	1.0312782	-0.00059138279	-1.0312917	0.0005889901	0.0044344572	1.2488533	0.017182333	0	0.053522146	0.070398393	2.323043e-08	0.070399775	2.3042971e-08	1.4397128e-06	0.095478066	0.017138407	4.5701555	3.502536	3.7369856	4.2864283	3.7370018	4.286407	4.0401364	3.8940254	-81.27915	R0:N12:S0:1	-61.197333	uncorrelated	b7fd39a	v1.0.3	 2.61e+00	 0.00e+00	 1.03e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.3333333	1.9703333	0.092109189	-4.9417435	-6.4899073	0.25351502	-6.4899061	0.25351135	0.31344393	-6.3135281	9.62	-2.9521472e-06	0.37620769	-0.61170967	0.0067837207	0.61171292	-0.0068151089	0.0052425642	-0.76432573	0.64353333	0.33333333	0.094033334	0.038076359	0	1.9791604	1.9650817	2.7161122e-06	1.9650811	2.7412761e-06	1.3770579e-06	1.9389343	1.0379339	3.1845799e-06	-0.55033492	0.73419062	-0.0064078902	-0.73419807	0.0064374971	-0.0044686123	0.99325344	0.0091696079	0	0.020756178	0.034616114	2.7161102e-06	0.034616686	2.7412741e-06	1.3770574e-06	0.059961371	0.0091402787	4.3666251	3.6538454	3.8660441	4.1396329	3.8660561	4.1396194	3.9610647	4.0007378	-87.911137	R0:N12:S0:1	-61.197333	uncorrelated	b7fd39a	v1.0.3	 2.08e+01	 0.00e+00	 1.60e-03	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.3888889	2.1271111	0.092109338	-3.3687399	-4.7044568	0.25355722	-4.7044769	0.25355373	0.30588373	-5.9182901	9.62	-2.553885e-05	0.31652081	-0.52586845	0.00079285156	0.52586198	-0.00079241603	0.0042773696	-0.74193096	0.85804444	0.44444444	0.12537778	0.047518365	0	1.9695419	1.9523821	4.5003081e-08	1.9523848	4.4955002e-08	1.1749002e-06	1.9361586	1.0473828	2.8739323e-05	-0.66370131	0.85162731	-0.00080312948	-0.85159801	0.00080270584	-0.0039292623	1.0115442	0.011325364	0	0.030284505	0.047056558	4.5003081e-08	0.047053935	4.4955001e-08	1.1748999e-06	0.062642094	0.01129801	4.3843035	3.6455247	3.819846	4.1903546	3.8198081	4.1903997	3.9930681	3.9716816	-76.838438	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 6.67e+01	 5.38e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.2777778	2.1271111	0.092112766	-5.0287371	-6.281323	0.25516383	-6.2812558	0.255199	0.3055894	-5.7525885	9.62	-0.0003253714	0.52517425	-0.82847023	-0.0081253253	0.82845277	0.008052648	0.0027001259	-1.0133445	0.85804444	0.44444444	0.12537778	0.098535773	1.3400406e-08	1.9565158	1.9146272	5.4971306e-06	1.9146319	5.3994814e-06	4.1170309e-07	1.8234418	1.097693	0.00047987316	-0.72793858	1.1169048	0.0090810997	-1.1168606	-0.0090001751	-0.0023900201	1.6957321	0.022231077	1.3400406e-08	0.043334183	0.083653451	5.4971222e-06	0.083649067	5.3994733e-06	4.1170305e-07	0.16535656	0.022110212	4.9531999	3.1557934	3.7006852	4.3409215	3.7006218	4.3410084	3.927952	3.8052516	-87.30899	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.20e+01	 0.00e+00	 1.60e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.1666667	2.1271111	-0.0054172385	-4.6971285	-5.9701433	-0.004852905	-5.9696382	-0.004850091	-0.0020131404	-6.0195576	9.62	-0.039591571	0.50053679	-0.80025654	-0.046810666	0.80022413	0.046809364	-0.052953781	-1.0276949	0.85804444	0.44444444	0.12537778	0.073856237	0.00018145921	1.9646793	1.9320593	0.00019118834	1.9320511	0.00019115736	0.00017955231	1.8775514	1.0732289	0.054263516	-0.68157467	1.0059313	0.052666396	-1.0060012	-0.052662245	0.048892568	1.4131371	0.017134503	0.00018144578	0.035160833	0.066824479	0.00019117824	0.066832338	0.00019114726	0.00017954633	0.11743401	0.017076294	4.7088819	3.3574747	3.7533679	4.2707345	3.7534213	4.2706657	3.9209883	3.9341372	-85.60161	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 3.07e+01	 2.59e-02	 1.57e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.6111111	2.1271111	0.091478667	-3.9610997	-5.3064123	0.11441293	-5.3060434	0.11437616	0.19414151	-6.020274	9.62	-0.024628313	0.45325287	-0.74877465	-0.034538504	0.74858613	0.034548477	0.052676651	-1.0228186	0.85804444	0.44444444	0.12537778	0.06797869	6.7002089e-05	1.965737	1.9348823	0.00010476248	1.934937	0.00010489939	0.0001842936	1.8940376	1.0674863	0.03261394	-0.67888376	0.98641076	0.038579603	-0.98586703	-0.038609653	-0.048609146	1.3138225	0.015869804	6.7000302e-05	0.034099644	0.064086435	0.00010475934	0.064034447	0.00010489624	0.00018428746	0.10230572	0.015811979	4.6340561	3.4238065	3.7621734	4.2591703	3.7614019	4.2601487	3.9263456	3.961788	-81.320796	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.18e+02	 5.48e-01	 1.46e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	7.8333333	2.1271111	0.092109434	-4.0068435	-5.4239574	0.25707941	-5.4239532	0.25707217	0.31244954	-6.1975308	9.62	2.1923849e-05	0.34295368	-0.56269016	-0.00035116925	0.56268854	0.00035195961	0.00090962404	-0.75793236	0.85804444	0.44444444	0.12537778	0.078101089	0	1.9422604	1.9249177	9.0496224e-09	1.9249184	9.0904668e-09	5.4248258e-08	1.8965888	1.0778287	-2.6461441e-05	-0.88646831	1.0536399	0.00037038803	-1.0536335	-0.0003712235	-0.00086326097	1.2785771	0.018008287	0	0.057213914	0.073698027	9.0496223e-09	0.073697365	9.0904667e-09	5.4248257e-08	0.10009449	0.017961879	4.5973126	3.4832794	3.7256608	4.300069	3.7256529	4.3000796	4.0477978	3.8817506	-81.904354	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 7.94e+00	 1.08e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	10.055556	2.1271111	0.092109304	-5.0117819	-6.4513638	0.25776721	-6.4510762	0.25769971	0.30422834	-6.4640969	9.62	-3.2824526e-09	0.38334592	-0.61320941	0.0029189116	0.61320228	-0.0028638317	0.0082807731	-0.7746525	0.85804444	0.44444444	0.12537778	0.03087383	0	1.9834341	1.9709936	4.9051941e-07	1.9709915	4.7216982e-07	3.4021573e-06	1.9514867	1.0307725	3.4343403e-09	-0.49515802	0.67123289	-0.0027177027	-0.67126009	0.0026663835	-0.0070305501	0.88536697	0.0074900218	0	0.016510059	0.028797335	4.9051935e-07	0.028799402	4.7216976e-07	3.4021548e-06	0.047834621	0.0074683297	4.2998538	3.7135588	3.8878036	4.1160231	3.8878337	4.1159898	3.9604935	4.013857	-88.107027	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.85e+01	 1.09e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.9444444	2.1271111	0.092109276	-4.5296386	-5.7791698	0.25463511	-5.7791769	0.25462282	0.33487244	-5.7349693	9.62	3.6345653e-06	0.50125588	-0.79724526	-0.00061397014	0.79725323	0.00058331263	0.0087441135	-1.0131389	0.85804444	0.44444444	0.12537778	0.083837479	0	1.9598317	1.9236268	3.193191e-08	1.9236236	2.8821557e-08	4.5859195e-06	1.8599211	1.0832481	-5.1259852e-06	-0.71856615	1.0617232	0.00068374468	-1.0617531	-0.0006495875	-0.0078596858	1.5090493	0.019238464	0	0.039985055	0.074972784	3.193191e-08	0.074975795	2.8821557e-08	4.5859152e-06	0.13337301	0.019143261	4.7861577	3.2969547	3.7258959	4.3051645	3.7259362	4.3051112	3.935536	3.8880411	-84.043783	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 3.45e+01	 3.46e-02	 1.61e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.0555556	2.1271111	0.092109155	-3.3136941	-4.6443477	0.2537817	-4.6443527	0.25377828	0.30610184	-5.9353748	9.62	8.8903512e-05	0.31306171	-0.52200768	-0.0012017281	0.52200788	0.0011938894	0.00082033865	-0.74206567	0.85804444	0.44444444	0.12537778	0.086473119	7.6013674e-10	1.9275288	1.9135264	1.2348909e-07	1.9135268	1.218836e-07	5.5265121e-08	1.9004282	1.0862474	-0.00011052388	-0.99473569	1.1236844	0.0013458409	-1.1236816	-0.0013370643	-0.0008440664	1.2458854	0.019755631	7.6013674e-10	0.071611216	0.084631651	1.2348909e-07	0.084631309	1.218836e-07	5.5265121e-08	0.096580014	0.019718713	4.5862316	3.5048968	3.6872033	4.3455537	3.6872012	4.3455568	4.1026159	3.8482094	-76.862702	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 9.45e+00	 5.07e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.3888889	2.1271111	0.054991005	-4.5921828	-5.873546	0.058152982	-5.8734853	0.05807416	0.054981298	-5.9854457	9.62	-0.034430804	0.4907666	-0.79034373	0.041851386	0.79036158	-0.041859532	0.047582444	-1.0214137	0.85804444	0.44444444	0.12537778	0.06933033	0.00013234112	1.9669102	1.9358554	0.00014881032	1.9358472	0.00014885435	0.00014304914	1.8856961	1.0687795	0.046107737	-0.66389686	0.97946684	-0.046369477	-0.97954768	0.046375639	-0.043604637	1.3653396	0.016164715	0.00013233408	0.032941372	0.063146438	0.00014880422	0.063154258	0.00014884824	0.00014304537	0.10998706	0.016106291	4.6674271	3.3914768	3.7654912	4.2558063	3.7656013	4.2556675	3.9213219	3.949778	-84.858764	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 4.55e+01	 1.77e-02	 1.49e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.8333333	2.1271111	0.092109211	-4.1020392	-5.531726	0.25348969	-5.5317174	0.25348605	0.31420221	-6.1175539	9.62	-3.9111593e-06	0.34863897	-0.5691106	-0.00095450986	0.56911916	0.00095309145	-0.0004592229	-0.75408396	0.85804444	0.44444444	0.12537778	0.03650254	0	1.9789616	1.9647976	5.7032286e-08	1.9647958	5.6861071e-08	1.1481423e-08	1.9458789	1.0363915	4.2096332e-06	-0.55582717	0.73706071	0.00091691881	-0.73708369	-0.00091553738	0.00040077324	0.93381614	0.0088030916	0	0.020950995	0.03489484	5.7032286e-08	0.034896625	5.686107e-08	1.1481423e-08	0.053269711	0.0087794763	4.3287947	3.6895378	3.8648216	4.1407949	3.8648571	4.1407547	3.97192	3.9988881	-81.940711	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 3.67e+01	 1.93e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.7222222	2.1271111	0.0921087	-4.5668862	-5.7586673	0.25575923	-5.7587218	0.25578566	0.31306159	-5.5750028	9.62	2.0533055e-05	0.50248333	-0.79545712	0.0022139257	0.79547418	-0.0020425132	-9.0839603e-05	-0.99904226	0.85804444	0.44444444	0.12537778	0.091359325	0	1.9575442	1.9178537	4.2561093e-07	1.9178482	3.622287e-07	4.985338e-10	1.8439694	1.0906959	-2.9869543e-05	-0.7309304	1.0975742	-0.0025009886	-1.0976254	0.0023072376	8.2180638e-05	1.5915587	0.020791483	0	0.042275786	0.080537641	4.2561088e-07	0.08054278	3.6222867e-07	4.985338e-10	0.14753713	0.020689666	4.85375	3.2414107	3.7085169	4.328201	3.7085882	4.3281046	3.9410786	3.848893	-83.794736	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 2.15e+01	 0.00e+00	 1.61e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.5	2.1271111	0.092109313	-3.9348948	-5.3402732	0.25486532	-5.3402755	0.2548789	0.30843082	-6.1454506	9.62	1.9625909e-06	0.34066652	-0.55889281	0.00056278267	0.55889562	-0.00056051145	-0.0046870218	-0.75530537	0.85804444	0.44444444	0.12537778	0.060059179	0	1.9596045	1.9416921	2.2113522e-08	1.941691	2.1935079e-08	1.3530816e-06	1.9175819	1.0598573	-2.2691511e-06	-0.75366533	0.93701004	-0.00057386059	-0.9370208	0.00057153922	0.0043017515	1.1473316	0.014124864	0	0.040113238	0.057469558	2.2113522e-08	0.057470575	2.1935079e-08	1.3530812e-06	0.080357996	0.014086802	4.4845671	3.5638532	3.7824437	4.2331023	3.7824581	4.2330844	4.0069631	3.939472	-81.145609	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.41e+01	 1.08e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.1666667	2.1271111	0.00301128	-4.7014621	-5.9711226	-0.013794884	-5.9706207	-0.013792698	-0.035975541	-6.0151616	9.62	-0.02308834	0.49847832	-0.79904089	-0.030526765	0.79900931	0.030524951	0.039166335	-1.0257821	0.85804444	0.44444444	0.12537778	0.073615286	6.1455536e-05	1.9650429	1.9323101	8.1439393e-05	1.9323018	8.1420886e-05	9.89986e-05	1.8778246	1.0730493	0.031582621	-0.67826867	1.0042806	0.034368468	-1.0043518	-0.034364627	-0.0362853	1.4118989	0.017083684	6.1453996e-05	0.034800495	0.066582109	8.1437563e-05	0.066590068	8.1419056e-05	9.8996795e-05	0.11718278	0.017007756	4.7083504	3.3575587	3.7538372	4.2701997	3.7538929	4.2701282	3.9199825	3.9351881	-85.59641	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 3.28e+01	 8.31e-03	 1.67e-02	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.6111111	2.1271111	0.045384117	-5.2928573	-6.5137743	0.17476012	-6.5132328	0.17685837	0.31204957	-6.3062345	9.62	-0.020578537	0.52148221	-0.82956409	-0.043899945	0.8296244	0.044019192	0.063376365	-1.0485456	0.85804444	0.44444444	0.12537778	0.060190853	4.3814608e-05	1.9728752	1.9451615	0.00014427648	1.945133	0.0001448928	0.00021330636	1.8975896	1.0596736	0.026539481	-0.60603733	0.91022141	0.046048098	-0.91051964	-0.046146251	-0.054348619	1.2949817	0.014173616	4.3813859e-05	0.027016436	0.054105487	0.00014427098	0.05413289	0.00014488726	0.00021329787	0.098994374	0.014119869	4.6125296	3.4325819	3.7967187	4.2189183	3.7971396	4.218407	3.9048674	3.9831664	-89.402761	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.16e+02	 2.67e-02	 9.00e-03	2022-07-05@09:29
2x2_2C_8b_C2v_L	7.8333333	2.1271111	0.092109434	-4.002086	-5.4134556	0.25707933	-5.4134514	0.25707213	0.31244964	-6.1795493	9.62	4.7446281e-06	0.46965354	-0.77009656	-2.8001985e-05	0.77009626	2.800771e-05	-0.00028676134	-1.048054	0.85804444	0.44444444	0.12537778	0.12531774	0	1.926061	1.8799374	0	1.8799371	0	6.0158199e-09	1.816584	1.1243701	-7.1563724e-06	-0.93505786	1.2986211	3.3872344e-05	-1.2986231	-3.3879274e-05	0.00027931929	1.7153809	0.027402307	0	0.073587645	0.11667419	0	0.11667445	0	6.0158199e-09	0.17145234	0.027286839	5.0428346	3.1435167	3.5953957	4.4791832	3.595397	4.4791811	3.9887227	3.7593834	-82.864071	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 8.35e+00	 4.13e-01	 1.59e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.7222222	2.2838889	0.092112766	-5.0287371	-6.281323	0.25516383	-6.2812558	0.255199	0.3055894	-5.7525885	9.62	-0.0003253714	0.52517425	-0.82847023	-0.0081253253	0.82845277	0.008052648	0.0027001259	-1.0133445	1.0725556	0.55555556	0.15672222	0.085191818	1.2800357e-08	1.9618269	1.9254004	5.3485636e-06	1.9254044	5.2535458e-06	4.0880232e-07	1.8492492	1.084527	0.0004618154	-0.6955243	1.0503586	0.0089027906	-1.0503194	-0.008823439	-0.0023778517	1.5675472	0.019517333	1.2800357e-08	0.038019761	0.073269044	5.3485558e-06	0.073265314	5.2535382e-06	4.0880228e-07	0.1428437	0.019412338	4.8316168	3.2526631	3.7327693	4.2979877	3.7327092	4.2980666	3.9247561	3.8702288	-87.146067	R0:N12:S0:1	-58.688889	uncorrelated	b7fd39a	v1.0.3	 6.46e+01	 2.20e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.9444444	2.1271111	-0.0014079017	-4.5673448	-5.7910937	0.2165341	-5.7909526	0.21746743	0.31883193	-5.7230509	9.62	0.034320644	0.49517385	-0.79569176	-0.034797763	0.79571459	0.034812615	-0.034712341	-1.0105355	0.85804444	0.44444444	0.12537778	0.083335841	0.00014838064	1.961412	1.9240643	0.00010349835	1.9240473	0.00010353076	7.1386221e-05	1.8593508	1.0826747	-0.049249275	-0.70381253	1.0588245	0.038898759	-1.0589791	-0.038904774	0.031038578	1.5134439	0.019137475	0.00014837131	0.038422121	0.07455295	0.00010349533	0.074568966	0.00010352774	7.1385184e-05	0.13386325	0.019056895	4.7891031	3.2913684	3.7278425	4.3030833	3.7280336	4.3028307	3.9273946	3.8916778	-84.132308	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 3.28e+01	 1.50e-01	 9.46e-03	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.0555556	2.1271111	0.092111295	-4.4832783	-5.7561871	0.25391811	-5.7561999	0.25391286	0.30610284	-5.844442	9.62	-0.00020429046	0.49631248	-0.79366342	0.004795202	0.79366395	-0.0047875454	0.0020056483	-1.0207396	0.85804444	0.44444444	0.12537778	0.11231993	5.437917e-09	1.9449642	1.8977261	2.0682688e-06	1.8977269	2.0616859e-06	2.5346563e-07	1.8139722	1.1114016	0.00030822539	-0.81052963	1.2108371	-0.005589246	-1.2108312	0.0055803467	-0.0018477686	1.7357532	0.024945953	5.437917e-09	0.054836737	0.099822154	2.0682675e-06	0.099821435	2.0616846e-06	2.5346562e-07	0.17353322	0.024824865	5.0152254	3.1274151	3.64936	4.4083108	3.649355	4.4083182	3.950567	3.7701512	-84.412442	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 9.86e+00	 2.00e-04	 1.60e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.3888889	2.1271111	0.048447638	-4.6013494	-5.8788672	0.018455072	-5.8787997	0.018413802	0.017859458	-5.983406	9.62	-0.024261492	0.49105785	-0.78970189	0.033585349	0.78969065	-0.03358787	0.040822362	-1.0208137	0.85804444	0.44444444	0.12537778	0.069192351	6.5825368e-05	1.9670026	1.9360679	9.7037332e-05	1.9360693	9.7055591e-05	0.00010642552	1.8858019	1.068673	0.032512168	-0.66308929	0.97800812	-0.03741242	-0.97799235	0.037416089	-0.037585551	1.3647664	0.016134945	6.5823626e-05	0.032849612	0.06294048	9.7034743e-05	0.062939113	9.7053e-05	0.00010642344	0.10989014	0.01606794	4.6669994	3.3918091	3.7661072	4.2550708	3.7660786	4.2551068	3.9214713	3.949817	-84.890275	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 5.00e+01	 3.98e-03	 7.23e-03	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.5	2.1271111	0.092109313	-3.930026	-5.3296221	0.25486525	-5.3296247	0.25487883	0.30843471	-6.1272046	9.62	4.4789036e-07	0.46713778	-0.76561891	4.7745917e-05	0.76561901	-4.7839286e-05	0.0014387044	-1.0449425	0.85804444	0.44444444	0.12537778	0.10023848	0	1.9436094	1.9036298	2.0973625e-10	1.9036299	2.1055656e-10	1.4604182e-07	1.8509928	1.0995345	-6.4304411e-07	-0.84071613	1.1793672	-5.57051e-05	-1.179366	5.5813955e-05	-0.0013677585	1.5522952	0.022568358	0	0.056082188	0.094153663	2.0973625e-10	0.094153522	2.1055656e-10	1.4604182e-07	0.14138114	0.022464432	4.8660063	3.2568572	3.6628889	4.3848331	3.6628879	4.3848346	3.9568779	3.8564311	-81.993769	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.53e+01	 1.83e-01	 1.60e-01	2022-07-05@09:29
2x2_2C_8b_C2v_L	7.8333333	2.1271111	0.092109434	-5.1064899	-6.1931734	0.25708604	-6.1932649	0.25707939	0.31274461	-5.6487028	9.62	-0.0001288347	0.52835292	-0.82208116	0.0040681996	0.82208762	-0.0041010977	0.00094230007	-1.0038793	0.85804444	0.44444444	0.12537778	0.1168002	2.2686071e-09	1.9520838	1.8998269	1.4404943e-06	1.8998304	1.4639319e-06	5.0050362e-08	1.785436	1.115705	0.00020099318	-0.74318896	1.1997101	-0.0046809173	-1.1996842	0.0047188507	-0.00083740412	1.8679807	0.025799113	2.2686071e-09	0.047820194	0.097858962	1.4404938e-06	0.097855704	1.4639313e-06	5.0050362e-08	0.19730269	0.025663517	5.1177666	3.0220526	3.6601207	4.3998973	3.6601002	4.3999271	3.9336869	3.6977616	-87.098829	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 8.32e+00	 0.00e+00	 7.99e-03	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.2777778	2.2838889	0.0921087	-4.5668862	-5.7586673	0.25575923	-5.7587218	0.25578566	0.31306159	-5.5750028	9.62	2.0533055e-05	0.50248333	-0.79545712	0.0022139257	0.79547418	-0.0020425132	-9.0839603e-05	-0.99904226	1.0725556	0.55555556	0.15672222	0.076282211	0	1.9643914	1.9308098	4.101013e-07	1.9308054	3.4902956e-07	4.9067417e-10	1.8708665	1.0757816	-2.8553536e-05	-0.68309521	1.0145778	-0.0024369399	-1.0146216	0.0022481567	8.1424326e-05	1.4488751	0.01765467	0	0.035448773	0.068034364	4.1010126e-07	0.068038509	3.4902952e-07	4.9067417e-10	0.12352219	0.0175697	4.7238128	3.3447149	3.7487289	4.2765334	3.7487954	4.2764479	3.9357106	3.9109344	-83.609156	R0:N12:S0:1	-58.688889	uncorrelated	b7fd39a	v1.0.3	 1.06e+02	 1.60e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	10.277778	2.1271111	0.092109189	-4.9417435	-6.4899073	0.25351502	-6.4899061	0.25351135	0.31344393	-6.3135281	9.62	-2.9521472e-06	0.37620769	-0.61170967	0.0067837207	0.61171292	-0.0068151089	0.0052425642	-0.76432573	0.85804444	0.44444444	0.12537778	0.028986923	0	1.984749	1.9730294	2.6333129e-06	1.973029	2.6577136e-06	1.3519117e-06	1.9536105	1.0288939	3.0762183e-06	-0.4759912	0.64793426	-0.0062905023	-0.64794007	0.0063195742	-0.0044357828	0.86575704	0.0070461385	0	0.015203204	0.02678975	2.6333111e-06	0.026790154	2.6577118e-06	1.3519113e-06	0.045771629	0.0070263058	4.2859742	3.7258855	3.8954435	4.1078601	3.8954529	4.1078498	3.9606179	4.0156366	-87.785598	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.14e+01	 1.08e-01	 1.00e+06	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.1666667	2.1271111	0.030761438	-4.7088987	-5.973582	-0.024058347	-5.9730819	-0.024062093	-0.037342527	-6.0107664	9.62	-0.024910461	0.49930522	-0.79836917	-0.033112352	0.79833749	0.033111734	0.043138621	-1.0251011	0.85804444	0.44444444	0.12537778	0.073549981	7.078105e-05	1.9650125	1.9324427	9.6081473e-05	1.9324345	9.6067851e-05	0.00012009715	1.8778194	1.072977	0.033907699	-0.6786054	1.0033601	0.037322301	-1.0034299	-0.037319728	-0.039975146	1.4117876	0.017069575	7.077901e-05	0.034830362	0.066453717	9.6078926e-05	0.066461529	9.6065306e-05	0.00012009449	0.11718892	0.01699652	4.7076791	3.358188	3.7543186	4.2696079	3.7543725	4.2695386	3.9206591	3.9347678	-85.610926	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 3.25e+01	 1.34e-04	 2.60e-03	2022-07-05@09:29
2x2_2C_8b_C2v_L	9.6111111	2.1271111	0.14078235	-5.3110038	-6.5177565	0.20063726	-6.517453	0.2011413	0.28806344	-6.3037652	9.62	-0.029217316	0.5240033	-0.83010107	-0.045819051	0.83012977	0.045796663	0.061864448	-1.0481194	0.85804444	0.44444444	0.12537778	0.060202991	8.5390001e-05	1.9727785	1.9451503	0.00015582544	1.9451347	0.00015560574	0.00020472103	1.8976162	1.0596797	0.037103318	-0.60718464	0.91031933	0.047879473	-0.91048352	-0.047845039	-0.05323412	1.2946411	0.014176108	8.5387166e-05	0.027112065	0.054116219	0.00015581903	0.054131201	0.00015559934	0.00020471322	0.098970777	0.014125144	4.6116703	3.433436	3.7968184	4.2187793	3.7970571	4.2184897	3.9058056	3.9825794	-89.452115	R0:N12:S0:1	-59.943111	uncorrelated	b7fd39a	v1.0.3	 1.27e+02	 1.33e-04	 1.46e-03	2022-07-05@09:29
2x2_2C_8b_C2v_L	8.7222222	2.2838889	-0.044503786	-5.0889597	-6.0681853	-0.052373132	-6.0681392	-0.0523561	-0.050237354	-5.3581455	9.62	-0.066707799	0.66662407	-1.0325553	-0.083673033	1.0325297	0.08368288	0.095871279	-1.2607658	1.0725556	0.55555556	0.15672222	0.13016652	0.00091980193	1.9560073	1.8888135	0.00089532707	1.8888267	0.00089566434	0.00060197063	1.7504297	1.1281525	0.12722209	-0.6884449	1.2556335	0.11264521	-1.2555241	-0.11266884	-0.088880093	2.028791	0.028288601	0.00091937504	0.04400602	0.10842642	0.00089512842	0.10841437	0.00089546549	0.00060191298	0.22505601	0.028230662	5.297366	2.8501178	3.6393859	4.4398357	3.6392586	4.4400289	3.8692049	3.6105911	-86.772044	R0:N12:S0:1	-58.688889	uncorrelated	b7fd39a	v1.0.3	 3.97e+01	 9.57e-02	 2.41e-01	2022-07-05@09:30
