model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.22e-04	 1.00e+06	2022-07-25@13:15
model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.23e-04	 1.00e+06	2022-07-25@13:15
2x2_2C_8b_C2v_L	10.944444	2.911	0.01561804	-5.2038015	-5.1751243	-0.0066593131	-5.1691692	-0.0067737418	0.0015074415	-4.9214123	13	-0.052505722	1.0682588	-1.5125585	0.096603057	1.5117676	-0.096625576	-0.12036144	-1.9486401	1.9306	1	0.2821	0.3140309	0.0010628792	1.9550941	1.7165412	0.0022505353	1.7155773	0.002242083	0.00071506019	1.3710872	1.3088574	0.14805278	-0.49344906	1.794033	-0.17388458	-1.7982799	0.17350501	0.099314119	3.1394135	0.052747924	0.0010621705	0.046037263	0.27232583	0.0022495329	0.27308542	0.0022410986	0.00071491533	0.43960895	0.053289245	6.6286842	1.6382727	3.4739996	5.1182248	3.4748772	5.1144572	4.0656491	2.0164451	-101.11622	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.93e+02	 1.87e-03	 1.00e+06	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.388889	2.911	0.015619035	-5.2038015	-5.1751245	-0.0066589876	-5.1691689	-0.0067731591	0.0015074793	-4.9214121	13	-0.05250547	1.0682585	-1.5125588	0.096602981	1.5117675	-0.096625289	-0.12036136	-1.9486403	1.9306	1	0.2821	0.28559343	0.0010748821	1.9533071	1.7430093	0.00224824	1.7423195	0.0022413318	0.00072529399	1.4311619	1.2809781	0.14572399	-0.53682073	1.7402873	-0.1705994	-1.7434303	0.17030161	0.098174889	3.0044647	0.050227275	0.0010741579	0.047669716	0.24687016	0.0022472463	0.24743283	0.0022403528	0.00072517921	0.41674439	0.050595068	6.4421293	1.8232615	3.4685044	5.0132468	3.4693033	5.0105074	4.0172671	2.2807701	-100.58354	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.36e+02	 2.19e-02	 1.00e+06	2022-07-25@13:16
2x2_2C_8b_C2v_L	10.833333	2.911	0.015619559	-5.2038019	-5.1751244	-0.0066551904	-5.1691692	-0.0067781009	0.0015061999	-4.9214125	13	-0.052506276	1.0682585	-1.5125629	0.096601397	1.5117632	-0.096626947	-0.12037441	-1.9486412	1.9306	1	0.2821	0.32146162	0.0010583921	1.9556554	1.7095341	0.002248933	1.7085075	0.0022403974	0.00071322476	1.3554643	1.3161444	0.14851676	-0.48179458	1.8069826	-0.17465338	-1.8114527	0.17426628	0.099662252	3.1723737	0.053333488	0.0010576895	0.045509231	0.27909734	0.0022479296	0.27989962	0.0022394123	0.0007130727	0.44488227	0.053925096	6.6753844	1.5907888	3.4769192	5.1459798	3.4777815	5.1420315	4.0796568	1.9490269	-101.25744	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.85e+02	 5.90e-03	 1.00e+06	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.166667	2.911	0.015618739	-5.2038024	-5.1751253	-0.0066556927	-5.1691701	-0.006778067	0.0015064659	-4.9214129	13	-0.052506441	1.068258	-1.5125629	0.096601805	1.5117631	-0.096626453	-0.12037418	-1.9486413	1.9306	1	0.2821	0.29954849	0.0010701004	1.9541082	1.7300718	0.0022507911	1.7292732	0.0022434294	0.00071988044	1.401631	1.2946579	0.14698124	-0.51582166	1.7675864	-0.17226752	-1.7711554	0.1719438	0.098713306	3.0724465	0.051519971	0.0010693822	0.046949477	0.25928628	0.0022497926	0.25992764	0.0022424466	0.00071975029	0.42849957	0.051969088	6.535217	1.7318691	3.4700746	5.0644305	3.4708943	5.0613092	4.0399727	2.1500065	-100.84357	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.11e+02	 5.64e-03	 1.00e+06	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.277778	2.911	0.01561804	-5.2038015	-5.1751243	-0.0066593131	-5.1691692	-0.0067737418	0.0015074415	-4.9214123	13	-0.052505722	1.0682588	-1.5125585	0.096603057	1.5117676	-0.096625576	-0.12036144	-1.9486401	1.9306	1	0.2821	0.29250354	0.0010727728	1.9536844	1.7366215	0.0022499713	1.7358707	0.0022427	0.00072240251	1.4165289	1.2877517	0.14637325	-0.52650222	1.7539971	-0.17144428	-1.7573915	0.17112742	0.098428699	3.0385533	0.050880881	0.0010720512	0.047333591	0.25299577	0.0022489749	0.25360319	0.002241719	0.00072228002	0.42269445	0.051287998	6.4885904	1.7778684	3.4689945	5.0385535	3.4698195	5.0355754	4.0282612	2.2158166	-100.712	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.23e+02	 9.96e-03	 1.00e+06	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.055556	2.911	0.015620027	-5.203801	-5.1751241	-0.006654906	-5.1691689	-0.0067775946	0.0015064263	-4.9214114	13	-0.05250506	1.0682589	-1.5125636	0.096601359	1.5117628	-0.096626845	-0.12037465	-1.9486409	1.9306	1	0.2821	0.3067254	0.0010667497	1.9545781	1.7233765	0.0022509545	1.7225102	0.0022432628	0.00071743787	1.38648	1.3016942	0.14753806	-0.50479853	1.7809473	-0.17308009	-1.7847853	0.17273827	0.099008849	3.1060852	0.052142878	0.0010660359	0.0465175	0.26573051	0.002249954	0.26642027	0.0022422788	0.00071730026	0.43414303	0.052636714	6.5819382	1.6853199	3.4717376	5.0909798	3.4725726	5.0876114	4.0524285	2.0834959	-100.97828	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.02e+02	 1.86e-03	 1.00e+06	2022-07-25@13:16
model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.24e-04	 1.00e+06	2022-07-25@13:16
model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.22e-04	 1.00e+06	2022-07-25@13:16
model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.22e-04	 1.00e+06	2022-07-25@13:16
2x2_2C_8b_C2v_L	10.944444	2.911	0.015842559	-5.2036998	-5.1748222	-0.010624831	-5.1688991	-0.010681131	-0.0015674879	-4.9209681	13	-0.052477196	1.0693173	-1.5145487	0.096917233	1.5137585	-0.09692737	-0.12105994	-1.9508908	1.9306	1	0.2821	0.31431505	0.0010638094	1.9551478	1.7162468	0.0022781304	1.7152908	0.0022689796	0.00072367135	1.3704749	1.3091263	0.14813465	-0.49273339	1.7946233	-0.17485021	-1.7988306	0.17444687	0.099906007	3.1409388	0.052769582	0.0010630994	0.045983869	0.27260872	0.0022771072	0.27336199	0.0022679753	0.00072352326	0.43981181	0.053314571	6.6309414	1.6358222	3.4741843	5.1192372	3.4750516	5.1155116	4.0655513	2.01346	-101.12937	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.93e+02	 3.75e-05	 7.99e-03	2022-07-25@13:16
model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.22e-04	 1.00e+06	2022-07-25@13:16
model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.23e-04	 1.00e+06	2022-07-25@13:16
model	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	distance	diff_param	diff_hybrid	time
2x2_2C_8b_C2v_L	11	2.911	0.015634921	-5.2038034	-5.1751449	-0.0063351835	-5.1691536	-0.007099678	0.0015100151	-4.9214139	13	-0.052502272	1.0682462	-1.5124912	0.0964882	1.5118076	-0.096735965	-0.12035996	-1.9486414	1.9306	1	0.2821	0.31036172	0.0010647461	1.9548319	1.7200804	0.0022460013	1.7189642	0.002247341	0.00071611406	1.3788113	1.3052595	0.14779195	-0.49915339	1.7870052	-0.17331375	-1.7920648	0.17328493	0.099151599	3.1227992	0.052447655	0.001064035	0.046281836	0.26893082	0.0022450026	0.26980671	0.0022463542	0.00071597284	0.43689956	0.052964881	6.6053225	1.6618381	3.4726683	5.1051067	3.4737783	5.100363	4.0589354	2.0500141	-101.04681	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.97e+02	 1.22e-04	 1.00e+06	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.388889	2.911	0.0027686405	-5.2071917	-5.189709	0.0064026545	-5.1855972	0.006195111	-0.00025585667	-4.9993073	13	-0.051515234	1.0589649	-1.498394	0.090323503	1.4977983	-0.090349018	-0.11489624	-1.9420991	1.9306	1	0.2821	0.28141882	0.0010041071	1.9526014	1.7458517	0.0018713354	1.7454778	0.0018688975	0.00065882703	1.4429578	1.276927	0.14058131	-0.54651372	1.7342072	-0.1562816	-1.7358526	0.15616833	0.093209351	2.9778973	0.049834083	0.0010034783	0.048366453	0.2441017	0.0018706268	0.24441157	0.0018681937	0.0006587372	0.41174357	0.05015962	6.4106492	1.8568768	3.4666373	5.0021763	3.4670223	5.0008973	4.005884	2.331472	-100.67993	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.36e+02	 6.74e-04	 3.82e-02	2022-07-25@13:16
2x2_2C_8b_C2v_L	10.833333	2.911	0.023151437	-5.2035836	-5.1747852	-0.018239923	-5.1691032	-0.018285448	-0.0080843412	-4.9210091	13	-0.053417824	1.0721244	-1.5185556	0.097477287	1.5178008	-0.097484531	-0.12236261	-1.9555886	1.9306	1	0.2821	0.32224472	0.0010971145	1.9557412	1.7087065	0.0023275961	1.7076991	0.0023179563	0.00073813189	1.3538394	1.3168832	0.15127107	-0.48021618	1.8085703	-0.17739174	-1.8129657	0.17696781	0.10136692	3.176286	0.05338991	0.0010963594	0.045426303	0.27989065	0.0023265333	0.28067618	0.0023169137	0.00073797016	0.44539605	0.053992902	6.681	1.5846309	3.4773623	5.1488629	3.4782107	5.1449549	4.0795503	1.941205	-101.30216	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.85e+02	 1.10e-03	 2.38e-02	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.166667	2.911	0.013177891	-5.2041871	-5.1760468	0.0055552178	-5.1702742	0.0054676954	0.0092157122	-4.9235437	13	-0.052448059	1.0645873	-1.5068034	0.095244381	1.5060188	-0.095248579	-0.11727136	-1.9419132	1.9306	1	0.2821	0.29866391	0.0010617891	1.9540074	1.7309312	0.0021499263	1.7301771	0.0021423975	0.0006822843	1.4035707	1.2938193	0.14635414	-0.51766499	1.7658175	-0.16863904	-1.7691813	0.16830694	0.096112536	3.0676522	0.051444519	0.0010610825	0.047046257	0.25846159	0.0021490054	0.25906856	0.0021414909	0.00068216649	0.42777366	0.05188228	6.5282894	1.7390038	3.4698021	5.0612638	3.4705757	5.0583465	4.0399165	2.1591148	-100.80709	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.12e+02	 1.64e-04	 2.34e-02	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.277778	2.911	0.010028879	-5.2051243	-5.1789166	0.011747166	-5.1742698	0.011620233	0.0060588836	-4.9425979	13	-0.052009597	1.0619596	-1.5031152	0.093162426	1.5024755	-0.093168955	-0.11436352	-1.9390358	1.9306	1	0.2821	0.29048258	0.0010381395	1.9533657	1.7381755	0.0020261503	1.737638	0.0020211003	0.0006515042	1.4218095	1.2858186	0.1438545	-0.53124313	1.7508391	-0.16315669	-1.7532461	0.16292955	0.093388423	3.0262205	0.05070168	0.0010374651	0.047646275	0.25148143	0.002025327	0.25191883	0.0020202862	0.00065140503	0.42059009	0.051084273	6.4725597	1.7948659	3.4680175	5.0324472	3.4685937	5.0304011	4.0254039	2.2393373	-100.6929	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.23e+02	 4.30e-04	 3.40e-02	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.055556	2.911	0.015506585	-5.2039071	-5.1754103	-0.0027926822	-5.1694804	-0.002858911	0.004578034	-4.9218686	13	-0.052568937	1.0671629	-1.5105462	0.096252972	1.5097464	-0.096261081	-0.11953005	-1.9463969	1.9306	1	0.2821	0.30643554	0.0010670891	1.9545312	1.7236715	0.0022219854	1.7228121	0.0022135878	0.00070707212	1.3870975	1.3014195	0.14754479	-0.50548161	1.7803531	-0.1720564	-1.7841607	0.17168678	0.098296069	3.1045352	0.052119362	0.001066375	0.0465637	0.26544718	0.0022210069	0.26613178	0.002212626	0.00070693815	0.43392585	0.052609576	6.5796428	1.687746	3.4716093	5.0899076	3.4724403	5.0865694	4.0525136	2.086476	-100.96523	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 2.02e+02	 3.75e-05	 8.03e-03	2022-07-25@13:16
2x2_2C_8b_C2v_L	10.833333	2.911	0.018901683	-5.2037783	-5.1752541	-0.018054925	-5.1697497	-0.018100017	-0.008094163	-4.9216901	13	-0.053344433	1.0720616	-1.5187661	0.097684373	1.5180401	-0.097691456	-0.12253285	-1.9557732	1.9306	1	0.2821	0.32223204	0.0010967259	1.9557509	1.7086974	0.0023370125	1.7077096	0.002327529	0.00074002698	1.3538675	1.3168683	0.15122686	-0.48015863	1.8086139	-0.1777502	-1.8129303	0.17733326	0.10149508	3.1762831	0.05338873	0.0010959712	0.045416233	0.27989766	0.0023359413	0.28066737	0.0023264778	0.00073986444	0.44538403	0.053992173	6.6810228	1.5845577	3.4773814	5.1487862	3.478217	5.1449347	4.0793635	1.9412398	-101.30682	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 1.85e+02	 2.95e-05	 1.10e-03	2022-07-25@13:16
2x2_2C_8b_C2v_L	11.777778	2.911	0.0034152671	-5.2072847	-5.1899209	0.0046877545	-5.1858401	0.0046080204	-0.00079849261	-4.9992278	13	-0.051638544	1.0582952	-1.4979372	0.090114598	1.4973578	-0.090132653	-0.1150285	-1.9420658	1.9306	1	0.2821	0.25846184	0.0010087945	1.951861	1.7670729	0.0018513121	1.7667897	0.0018489017	0.00067110375	1.4912018	1.2544236	0.13824768	-0.57813598	1.6842165	-0.1530752	-1.685495	0.15297043	0.092654987	2.8575848	0.047412116	0.0010081617	0.048947323	0.22386395	0.0018506211	0.2241045	0.001848215	0.0006710356	0.38970725	0.047624825	6.2507838	2.0081888	3.4706606	4.9185499	3.470994	4.9176059	3.9742586	2.5471737	-100.25907	R0:N12:S0:1	-80.712	uncorrelated	b7fd39a	v1.0.3	 3.01e+02	 1.23e-01	 1.00e+06	2022-07-25@13:17
