CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	opt_method	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1_ave	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
6	fixed_point	-65.90205968	-65.44	18.90730869	YY	18	0.1494510513	self-energy	sharp_wc_5_b_50	8	2	1.102777559	2.374920021	0.1817891671	-0.268874106	1.457035446	-0.6157522489	1.980371958	2.613281078	0.8180642912	1.980376723	0.818068311	-1.512555138	0.9272320325	-0.7489925844	1.961754092	bce2d27	2x2_2C_8b_C2v_L	12.09	1.067585633	2	1.464144249	1.067585633	2	Nelder-Mead	-1.286545348	1.131547454	0.3584614849	-2.221779865	-0.5201580047	0.4620253111	-1.954739866	3.211505339	-0.4620141805	-3.211515477	0.001575428609	-0.0004696895845	-0.7738140124	0.7219856431	run_cdmft.py	R0:S0:1	uncorrelated	0.002731807334	0.0003253136192	-0.006727164026	0.02882596429	-0.000354812075	0.004618052326	-8.872096247e-05	-0.00323993534	-0.0001484544157	0.001811743435	2.435455457	-3.363620892	0.005575857923	-0.01035256404	2025-01-22@13:16	2.1719	-0.9503756185	1	1.873501354e-16	-0.486247058	0.1609	3.469446952e-17	0.1900784302	v2.8.0	
4	fixed_point	-65.67514063	-63.84	18.6854596	YY	18	0.1487286094	self-energy	sharp_wc_5_b_50	8	2	1.097465212	2.333083987	0.1952788873	-0.2762189606	1.404637541	-0.6317913479	1.979976809	2.535868731	0.8302775613	1.97997682	0.830277579	-1.424827303	0.9198822541	-0.7812535154	1.959618679	bce2d27	2x2_2C_8b_C2v_L	11.99	1.065040476	2	1.456581303	1.065040476	2	Nelder-Mead	-1.284113718	1.187271574	0.3699969577	-2.292333617	-0.5278897335	0.4712450337	-1.952147159	3.229253598	-0.4712449979	-3.229253646	0.0001881225423	-0.0002017641848	-0.7879229924	0.7431114168	run_cdmft.py	R0:S0:1	uncorrelated	-0.0001575266766	2.031556629e-05	0.000346940041	-0.001543606061	2.494493738e-06	-0.0002072240382	-3.407771887e-05	0.0002588908946	-1.397717065e-06	2.098332991e-05	2.430670627	-3.363506326	0.0003099576909	-0.0005106262361	2025-01-22@13:22	2.1719	-0.9622984408	1	1.942890293e-16	-0.491888549	0.1609	-1.006139616e-16	0.1906113676	v2.8.0	
3	fixed_point	-65.45461474	-62.24	18.47388723	YY	18	0.1480210821	self-energy	sharp_wc_5_b_50	8	2	1.092348047	2.28449082	0.2079135669	-0.2911195312	1.357068813	-0.6504216085	1.979414094	2.459498095	0.8411345893	1.979414106	0.8411345972	-1.33834297	0.9129273044	-0.8027544992	1.957353569	bce2d27	2x2_2C_8b_C2v_L	11.89	1.062626792	2	1.449231187	1.062626791	2	Nelder-Mead	-1.281586824	1.239596255	0.3815551359	-2.349392443	-0.5361606102	0.4814665734	-1.949878398	3.244338597	-0.4814665512	-3.244338615	0.0004789208799	-0.0004268509486	-0.8010480315	0.7645168167	run_cdmft.py	R0:S0:1	uncorrelated	6.318028259e-05	-4.765500479e-05	-0.000102471647	0.0004545326305	-0.0001966669166	0.0008385348282	-0.0001233132928	-3.906156338e-06	0.0008089562241	2.459163587e-05	2.42576895	-3.362705841	0.001123290474	-0.001843224719	2025-01-22@13:27	2.1719	-0.9735065422	1	3.885780586e-16	-0.4971597327	0.1609	-1.665334537e-16	0.1907807558	v2.8.0	
4	fixed_point	-65.33197612	-60.64	18.27518689	YY	18	0.1474686513	self-energy	sharp_wc_5_b_50	8	2	1.087562021	2.243702505	0.2146333582	-0.3265903856	1.323190282	-0.6805556344	1.978803774	2.382024359	0.8495092326	1.978803805	0.8495092453	-1.250528654	0.9069822601	-0.8265880985	1.955153133	bce2d27	2x2_2C_8b_C2v_L	11.79	1.060655279	2	1.441901761	1.060655279	2	Nelder-Mead	-1.280856636	1.273241199	0.3983510094	-2.395934506	-0.5450328223	0.4918028946	-1.948077083	3.255827198	-0.4918028298	-3.25582722	0.000358083291	-0.0002971043661	-0.8127723913	0.7845634837	run_cdmft.py	R0:S0:1	uncorrelated	2.041263075e-05	-0.000377153858	0.0001547558008	-0.0009115402846	0.0001655059105	-0.0006490195838	0.0001313267668	-1.76107513e-05	-0.000491388725	-0.0002461787978	2.420992081	-3.36136085	0.0009245550087	-0.001473054125	2025-01-22@13:32	2.1719	-0.9842760882	1	-3.60822483e-16	-0.5016463508	0.1609	-1.700029006e-16	0.1903566058	v2.8.0	
4	fixed_point	-65.2402937	-59.04	18.09850626	YY	18	0.1469197888	self-energy	sharp_wc_5_b_50	8	2	1.083205905	2.198286659	0.2234885617	-0.3540434061	1.284368115	-0.7179592247	1.978242543	2.297847795	0.8591366484	1.978242587	0.8591366855	-1.161262832	0.9007807246	-0.8574726884	1.952806143	bce2d27	2x2_2C_8b_C2v_L	11.69	1.058663904	2	1.435669461	1.058663904	2	Nelder-Mead	-1.278985822	1.314197009	0.412488849	-2.440442355	-0.553166845	0.5018811169	-1.945384227	3.268032756	-0.5018810154	-3.268032834	0.002163824365	-0.002037570781	-0.8255314894	0.805485583	run_cdmft.py	R0:S0:1	uncorrelated	0.000251281361	-8.902370327e-05	-0.0003999031524	0.001849493076	-0.0002638106481	0.001005288601	-0.0001297064504	-8.72475183e-05	0.0008866442186	7.394991483e-05	2.415778572	-3.359692028	0.005489495912	-0.008351676437	2025-01-22@13:37	2.1719	-0.9932933022	1	8.187894807e-16	-0.506009786	0.1609	-5.204170428e-17	0.1897556742	v2.8.0	
3	fixed_point	-64.93904209	-57.44	17.90597348	YY	18	0.146189784	self-energy	sharp_wc_5_b_50	8	2	1.078398383	2.13682605	0.2362244941	-0.3711831497	1.241271764	-0.7216987414	1.97742002	2.218123825	0.8685439653	1.977420122	0.8685440475	-1.073755781	0.8938728256	-0.8672836504	1.950058625	bce2d27	2x2_2C_8b_C2v_L	11.59	1.05642759	2	1.42863739	1.05642759	2	Nelder-Mead	-1.27493664	1.366014305	0.4220923319	-2.475944303	-0.5590966296	0.5131094418	-1.942047156	3.27891513	-0.5131092087	-3.278915295	0.005704252804	-0.005513189115	-0.8379507361	0.8287990897	run_cdmft.py	R0:S0:1	uncorrelated	0.0001259700319	0.0002190347479	-0.0002778132	0.001511814558	-0.0007738817963	0.00267024292	-0.0003841679081	-1.383021728e-05	0.002568342953	0.0001319193892	2.409876364	-3.356889664	0.01482836499	-0.02192485157	2025-01-22@13:41	2.1719	-1.003010578	1	-5.551115123e-17	-0.5105273544	0.1609	5.898059818e-17	0.1891658871	v2.8.0	
4	fixed_point	-64.50457284	-55.84	17.72762647	YY	18	0.1453609965	self-energy	sharp_wc_5_b_50	8	2	1.073830655	2.081438634	0.2483713892	-0.3857213677	1.199966371	-0.701966386	1.976436379	2.142307825	0.8772227323	1.976436449	0.877222775	-0.9856379789	0.8865079786	-0.8639013337	1.947073981	bce2d27	2x2_2C_8b_C2v_L	11.49	1.054102022	2	1.422252268	1.054102022	2	Nelder-Mead	-1.271247415	1.416463395	0.432667401	-2.506371178	-0.563659712	0.5251783657	-1.938294587	3.288195874	-0.5251782022	-3.288195953	-0.008019616069	0.007740550134	-0.8489336404	0.853098119	run_cdmft.py	R0:S0:1	uncorrelated	-0.001833064079	-0.005010417777	0.004639776675	-0.02680997269	2.67459498e-05	-0.001301580645	1.659585097e-05	0.001989932419	0.001133682855	-0.002015196615	2.402815391	-3.353049471	-0.02330806781	0.03375529401	2025-01-22@13:46	2.1719	-1.011448822	1	8.326672685e-17	-0.5149976878	0.1609	-1.214306433e-16	0.1884833071	v2.8.0	
3	fixed_point	-64.13140647	-54.24	17.54087009	YY	18	0.1443669365	self-energy	sharp_wc_5_b_50	8	2	1.06896989	2.036645123	0.2682297675	-0.3716114018	1.142031181	-0.6986881892	1.975449185	2.063863482	0.8899979108	1.975464035	0.8900092794	-0.8962245628	0.8769909181	-0.8769495763	1.943541392	bce2d27	2x2_2C_8b_C2v_L	11.39	1.051140759	2	1.416331454	1.051140759	2	Nelder-Mead	-1.266219909	1.49499603	0.4390098478	-2.527473568	-0.5706244728	0.5390292658	-1.934434484	3.301399413	-0.5389925935	-3.301421043	0.02073373669	-0.0228232617	-0.8642729215	0.8812552404	run_cdmft.py	R0:S0:1	uncorrelated	-0.01445697849	-0.04068925131	0.03629959801	-0.2231741033	0.0007990981953	-0.01118567158	0.0004119705793	0.01469106039	0.006137182449	-0.01504053095	2.394515908	-3.348635395	0.03953157089	-0.05494265905	2025-01-22@13:50	2.1719	-1.019413103	1	1.179611964e-16	-0.5210199364	0.1609	1.595945598e-16	0.1881965976	v2.8.0	
7	fixed_point	-63.82952088	-52.64	17.33500429	YY	18	0.142818282	self-energy	sharp_wc_5_b_50	8	2	1.063088952	2.06148546	0.3020960155	-0.3635105241	1.114526675	-0.7197651448	1.974110743	1.989167258	0.9119830245	1.974108915	0.9119840737	-0.7786322723	1.15688422	-0.8875553584	1.644278475	bce2d27	2x2_2C_8b_C2v_L	11.29	1.046135489	2	1.411443432	1.046135489	2	Nelder-Mead	-1.258185663	1.6327414	0.4348374855	-2.359869127	-0.5845387888	0.5592883762	-1.931626931	3.322717457	-0.5592919108	-3.322720628	0.4920657251	-0.5286156192	-0.7263425661	0.7483571324	run_cdmft.py	R0:S0:1	uncorrelated	-0.05895706958	-0.1540077226	0.1668809798	-1.009872631	-4.570387104e-05	-0.02905748111	-4.878396938e-05	0.05234847016	0.02927493665	-0.05218411025	1.994722739	-2.824427894	1.308373562	-1.792227747	2025-01-22@13:56	2.1719	-1.026127114	1	2.359223927e-16	-0.5282101572	0.1609	-2.116362641e-16	0.1894268813	v2.8.0	
3	fixed_point	-63.53746362	-51.04	17.16649381	YY	18	0.1419007181	self-energy	sharp_wc_5_b_50	8	2	1.058533948	2.022392209	0.3198079544	-0.3691510076	1.094469039	-0.7303481628	1.972684303	1.910484993	0.92276985	1.972685659	0.9227704861	-0.7032712515	0.9508504761	-0.8711209535	1.836053194	bce2d27	2x2_2C_8b_C2v_L	11.19	1.043412015	2	1.405876749	1.043412015	2	Nelder-Mead	-1.254849513	1.704032375	0.4453101241	-2.332196793	-0.5945054538	0.5764692166	-1.928530155	3.331078802	-0.5764658401	-3.331079724	0.3127377257	-0.3507141424	-0.8370680175	0.8822093503	run_cdmft.py	R0:S0:1	uncorrelated	-0.06159426779	-0.1716881763	0.1764430463	-1.090975661	2.987653797e-05	-0.0275007226	1.967156005e-05	0.05143303462	0.0273377333	-0.05147481054	2.240678849	-3.164807298	0.790024567	-1.061178447	2025-01-22@14:00	2.1719	-1.0329858	1	2.220446049e-16	-0.5329278184	0.1609	-2.602085214e-16	0.1887054101	v2.8.0	
