GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
YY	10.5	3.1695	0.80381168	-2.1462694	-3.1116108	0.77277804	-3.1116578	0.80431564	0.82338778	-2.9699788	a248bdd	2x2_2C_8b_C2v_L	9.87	validity_data_2022.py	1.7152354e-06	0.94162952	-1.5180597	-4.2938122e-06	1.5180701	-4.6094902e-06	7.9402218e-08	-2.0498775	2024-08-14@09:07	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.83985059	-2.1658978	-3.1231303	0.81748565	-3.1230309	0.89176945	0.81509979	-2.9790709	a248bdd	2x2_2C_8b_C2v_L	9.88	validity_data_2022.py	-9.3548998e-06	0.94425717	-1.5195177	-6.6352674e-06	1.5195015	7.0845772e-06	2.5369843e-06	-2.0507289	2024-08-14@09:08	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.89406419	-2.1871753	-3.1358951	0.90970882	-3.1358149	1.0246999	0.82262891	-2.9890237	a248bdd	2x2_2C_8b_C2v_L	9.89	validity_data_2022.py	5.8461955e-06	0.94704218	-1.5210873	-2.9003965e-06	1.5210712	-2.5427064e-07	-4.9366176e-06	-2.0516784	2024-08-14@09:08	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.79247812	-2.2098452	-3.1500267	0.99102435	-3.1500306	1.3648494	1.1418692	-2.9998738	a248bdd	2x2_2C_8b_C2v_L	9.9	validity_data_2022.py	-3.0347226e-08	0.94994223	-1.5227838	1.1177172e-07	1.5227847	6.3240987e-08	-1.3806064e-07	-2.0527292	2024-08-14@09:09	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.60888223	-2.2334979	-3.1652103	1.0614618	-3.1652033	1.9494868	1.7973219	-3.0114199	a248bdd	2x2_2C_8b_C2v_L	9.91	validity_data_2022.py	8.9928583e-08	0.95291086	-1.5245637	9.6353828e-07	1.5245619	-5.1639475e-07	1.2643433e-06	-2.0538405	2024-08-14@09:09	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.34323362	-2.2578154	-3.1811171	1.1241994	-3.1811322	2.8015577	2.8455182	-3.0234762	a248bdd	2x2_2C_8b_C2v_L	9.92	validity_data_2022.py	-1.4445492e-06	0.95591374	-1.5263876	1.414468e-06	1.5263902	-1.7349753e-06	1.1439199e-06	-2.054989	2024-08-14@09:09	1.9492	1	0.2373	v2.7.1	
NY	10.5	3.1695	-0.28423268	-3.4456268	-3.4601805	0.0088206164	-3.4594811	0.008832075	0.017943452	-3.1539433	a248bdd	2x2_2C_8b_C2v_L	9.93	validity_data_2022.py	0.19189558	1.058226	-1.55497	0.14167157	1.5548323	0.14165944	0.17986927	-2.0640367	2024-08-14@09:10	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.3569757	-4.3312751	-4.9476336	0.48629721	-4.948546	0.48673315	0.55405335	-4.4741745	a248bdd	2x2_2C_8b_C2v_L	11	validity_data_2022.py	-0.11340697	1.1298664	-1.6912644	-0.19412445	1.6914297	-0.19423882	-0.26462387	-2.1902923	2024-08-14@09:10	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.36122038	-4.3189034	-4.9403902	0.49301315	-4.9413716	0.49344987	0.56048664	-4.4647653	a248bdd	2x2_2C_8b_C2v_L	10.99	validity_data_2022.py	-0.11304245	1.1293358	-1.6915626	-0.19409109	1.6917285	-0.1941586	-0.26443655	-2.190267	2024-08-14@09:11	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.36874529	-4.301771	-4.9271954	0.5036013	-4.9293238	0.50447829	0.57310351	-4.4552865	a248bdd	2x2_2C_8b_C2v_L	10.98	validity_data_2022.py	-0.11240639	1.1282461	-1.6908925	-0.19381208	1.6913044	-0.19402468	-0.26461917	-2.190391	2024-08-14@09:11	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.37690405	-4.2820562	-4.9130527	0.51507482	-4.9168248	0.51728654	0.58718595	-4.4454518	a248bdd	2x2_2C_8b_C2v_L	10.97	validity_data_2022.py	-0.11163531	1.1268573	-1.6900868	-0.19341281	1.6908329	-0.19384959	-0.26480085	-2.1904815	2024-08-14@09:12	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.38375454	-4.2684405	-4.9000644	0.52477949	-4.9025868	0.52619263	0.5986263	-4.4364591	a248bdd	2x2_2C_8b_C2v_L	10.96	validity_data_2022.py	-0.11106116	1.1261959	-1.6894287	-0.19308369	1.6899271	-0.1933969	-0.26487128	-2.190674	2024-08-14@09:12	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.38784575	-4.2510722	-4.8878681	0.53232838	-4.8903267	0.53324578	0.60610009	-4.4255382	a248bdd	2x2_2C_8b_C2v_L	10.95	validity_data_2022.py	-0.11028061	1.1250147	-1.6888805	-0.1926672	1.6893564	-0.19287225	-0.26438409	-2.1903018	2024-08-14@09:12	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.39186314	-4.2332616	-4.8759773	0.54157282	-4.8784646	0.5421373	0.61488904	-4.4129024	a248bdd	2x2_2C_8b_C2v_L	10.94	validity_data_2022.py	-0.10933089	1.1237692	-1.6884466	-0.19233107	1.688895	-0.19245946	-0.26374361	-2.1895027	2024-08-14@09:13	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.39862762	-4.2181544	-4.8651744	0.55099657	-4.8607599	0.55019937	0.6248329	-4.4015489	a248bdd	2x2_2C_8b_C2v_L	10.93	validity_data_2022.py	-0.10873493	1.1229635	-1.6881592	-0.19189103	1.6873418	-0.19170362	-0.26334419	-2.1890494	2024-08-14@09:13	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.40253947	-4.1977244	-4.8482696	0.55781718	-4.8481207	0.55773183	0.63546939	-4.3915228	a248bdd	2x2_2C_8b_C2v_L	10.92	validity_data_2022.py	-0.10767084	1.1213721	-1.6867331	-0.19104787	1.6867075	-0.19107325	-0.26329142	-2.1890179	2024-08-14@09:14	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.40831132	-4.1840834	-4.8325684	0.56399355	-4.8375525	0.56558305	0.64450642	-4.380685	a248bdd	2x2_2C_8b_C2v_L	10.91	validity_data_2022.py	-0.10706484	1.1207094	-1.6854822	-0.19012787	1.6864363	-0.19048127	-0.26272995	-2.1886548	2024-08-14@09:14	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41165975	-4.1655288	-4.8187823	0.57117118	-4.8193202	0.57066648	0.65243753	-4.3677631	a248bdd	2x2_2C_8b_C2v_L	10.9	validity_data_2022.py	-0.10607322	1.1193628	-1.6846365	-0.18943343	1.6847369	-0.18943646	-0.26202231	-2.1877627	2024-08-14@09:14	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.4132368	-4.1437154	-4.8040348	0.57867175	-4.8001664	0.57568965	0.66262016	-4.3579256	a248bdd	2x2_2C_8b_C2v_L	10.89	validity_data_2022.py	-0.10474564	1.1175675	-1.6836399	-0.18867184	1.6828483	-0.18814197	-0.26173154	-2.1877401	2024-08-14@09:15	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41726562	-4.127537	-4.7903563	0.5865178	-4.7872166	0.58351966	0.670163	-4.344889	a248bdd	2x2_2C_8b_C2v_L	10.88	validity_data_2022.py	-0.10377864	1.1165348	-1.6827964	-0.18797064	1.6821376	-0.18747564	-0.26076662	-2.1867644	2024-08-14@09:15	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41905426	-4.1084778	-4.7733503	0.58985954	-4.7727503	0.59035301	0.67681252	-4.3323196	a248bdd	2x2_2C_8b_C2v_L	10.87	validity_data_2022.py	-0.10268743	1.1150926	-1.6812391	-0.18667874	1.6811607	-0.18675547	-0.25988346	-2.1859244	2024-08-14@09:15	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41991238	-4.0877185	-4.7546173	0.5941777	-4.7569871	0.59510309	0.6844575	-4.3203898	a248bdd	2x2_2C_8b_C2v_L	10.86	validity_data_2022.py	-0.101373	1.1134352	-1.6794253	-0.18538263	1.6798848	-0.18556578	-0.25903724	-2.1852668	2024-08-14@09:16	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.42285963	-4.0710177	-4.7384136	0.59945773	-4.7392789	0.60091602	0.69323371	-4.3087133	a248bdd	2x2_2C_8b_C2v_L	10.85	validity_data_2022.py	-0.10033819	1.1123518	-1.6780626	-0.184194	1.6782875	-0.18444046	-0.25838112	-2.1847228	2024-08-14@09:16	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.42162478	-4.05055	-4.7253132	0.60601511	-4.7240561	0.60562032	0.69982867	-4.2954494	a248bdd	2x2_2C_8b_C2v_L	10.84	validity_data_2022.py	-0.098788645	1.110645	-1.6773024	-0.18340765	1.6770815	-0.18333257	-0.25729882	-2.1836694	2024-08-14@09:17	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.42411198	-4.0328573	-4.7078678	0.61013527	-4.7091951	0.61038804	0.70389709	-4.2819278	a248bdd	2x2_2C_8b_C2v_L	10.83	validity_data_2022.py	-0.09782137	1.1094127	-1.675723	-0.18221139	1.6759527	-0.18230214	-0.25588166	-2.1824982	2024-08-14@09:17	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.42344113	-4.0136662	-4.6913339	0.61381807	-4.6915937	0.614577	0.71159749	-4.2693069	a248bdd	2x2_2C_8b_C2v_L	10.82	validity_data_2022.py	-0.09640101	1.1079168	-1.6742854	-0.18084075	1.6743113	-0.18098881	-0.25498456	-2.1816652	2024-08-14@09:17	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.42338851	-3.9940191	-4.6767148	0.61965537	-4.6733222	0.61640937	0.71847584	-4.2574785	a248bdd	2x2_2C_8b_C2v_L	10.81	validity_data_2022.py	-0.09502304	1.106368	-1.6732274	-0.17988689	1.6725265	-0.17935917	-0.25401174	-2.1810197	2024-08-14@09:18	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.42373184	-3.9758363	-4.6584854	0.6211106	-4.6581889	0.62158441	0.72437084	-4.244324	a248bdd	2x2_2C_8b_C2v_L	10.8	validity_data_2022.py	-0.093784071	1.1050375	-1.6714048	-0.17828005	1.671346	-0.17822763	-0.25277766	-2.1799654	2024-08-14@09:18	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.42208783	-3.955746	-4.6415562	0.62423604	-4.6420955	0.6242325	0.72847145	-4.2302592	a248bdd	2x2_2C_8b_C2v_L	10.79	validity_data_2022.py	-0.092236181	1.1034007	-1.669873	-0.17685374	1.6699496	-0.1768913	-0.25128151	-2.1786544	2024-08-14@09:19	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41882617	-3.9342365	-4.6263738	0.6280899	-4.6253423	0.62620816	0.73135049	-4.2155818	a248bdd	2x2_2C_8b_C2v_L	10.78	validity_data_2022.py	-0.090539609	1.1015471	-1.6686934	-0.17560061	1.6684097	-0.17528336	-0.24952528	-2.1771459	2024-08-14@09:19	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41848109	-3.9164421	-4.6069178	0.62842597	-4.6059289	0.62910145	0.7366626	-4.2025271	a248bdd	2x2_2C_8b_C2v_L	10.77	validity_data_2022.py	-0.089254445	1.1002724	-1.6665957	-0.17372165	1.6664463	-0.17377124	-0.24818055	-2.1761243	2024-08-14@09:20	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41742721	-3.8978007	-4.5865523	0.62905784	-4.5889007	0.63141496	0.7403444	-4.1885875	a248bdd	2x2_2C_8b_C2v_L	10.76	validity_data_2022.py	-0.087817699	1.0989064	-1.6643674	-0.17185826	1.6648821	-0.17220225	-0.24647775	-2.1748265	2024-08-14@09:20	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41350817	-3.8762607	-4.5713154	0.63106498	-4.5731988	0.63307409	0.74427805	-4.1750733	a248bdd	2x2_2C_8b_C2v_L	10.75	validity_data_2022.py	-0.086102537	1.0970327	-1.6631315	-0.17041328	1.6635369	-0.17071363	-0.24496093	-2.1736549	2024-08-14@09:20	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.41199707	-3.8603909	-4.5555253	0.63482947	-4.5551578	0.63344177	0.74746378	-4.1606518	a248bdd	2x2_2C_8b_C2v_L	10.74	validity_data_2022.py	-0.084822321	1.0959767	-1.6617911	-0.16914643	1.661705	-0.16895959	-0.24328179	-2.1721901	2024-08-14@09:21	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.40785296	-3.8393155	-4.5360376	0.63259763	-4.5370438	0.63464639	0.75059324	-4.1473953	a248bdd	2x2_2C_8b_C2v_L	10.73	validity_data_2022.py	-0.083110947	1.0942157	-1.659693	-0.16703698	1.6599095	-0.16726641	-0.2416808	-2.1710864	2024-08-14@09:21	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.40432848	-3.8193027	-4.5180145	0.63329567	-4.5178644	0.63298493	0.75598105	-4.134511	a248bdd	2x2_2C_8b_C2v_L	10.72	validity_data_2022.py	-0.081392236	1.0925751	-1.6578925	-0.16516146	1.6578457	-0.16509341	-0.24025654	-2.1700959	2024-08-14@09:22	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.40178756	-3.7998311	-4.5007824	0.63299416	-4.4974041	0.62973203	0.76174714	-4.1220481	a248bdd	2x2_2C_8b_C2v_L	10.71	validity_data_2022.py	-0.079912236	1.0910439	-1.6562309	-0.16333756	1.6554998	-0.16265337	-0.23904597	-2.1692297	2024-08-14@09:22	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.39572185	-3.7817627	-4.482934	0.63299082	-4.4816142	0.63146367	0.75846666	-4.1059658	a248bdd	2x2_2C_8b_C2v_L	10.7	validity_data_2022.py	-0.078158292	1.0896505	-1.6544609	-0.16156341	1.6541882	-0.16134859	-0.23629885	-2.1672182	2024-08-14@09:22	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.39127589	-3.7637288	-4.4617064	0.62844986	-4.4646938	0.63254923	0.76155052	-4.0919921	a248bdd	2x2_2C_8b_C2v_L	10.69	validity_data_2022.py	-0.076605911	1.0883024	-1.6519744	-0.15910545	1.6526037	-0.15971527	-0.23462341	-2.1659053	2024-08-14@09:23	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.38608991	-3.7437655	-4.4466341	0.63013311	-4.4477229	0.62917382	0.76215851	-4.0778562	a248bdd	2x2_2C_8b_C2v_L	10.68	validity_data_2022.py	-0.074793154	1.0866682	-1.6507636	-0.15757969	1.6509423	-0.15756082	-0.23247427	-2.1644862	2024-08-14@09:23	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.37978903	-3.7224492	-4.4292945	0.62753636	-4.4297233	0.63003527	0.76329746	-4.0637859	a248bdd	2x2_2C_8b_C2v_L	10.67	validity_data_2022.py	-0.072881116	1.0847865	-1.6490249	-0.15550548	1.6491579	-0.15584849	-0.23046314	-2.1630726	2024-08-14@09:24	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.3731807	-3.7030396	-4.4093192	0.62541942	-4.410794	0.6260593	0.76386936	-4.0495274	a248bdd	2x2_2C_8b_C2v_L	10.66	validity_data_2022.py	-0.071061657	1.0832256	-1.6468151	-0.15333619	1.6471001	-0.15347606	-0.22835137	-2.1616362	2024-08-14@09:24	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.36675941	-3.683256	-4.3896885	0.62026436	-4.3923857	0.62379507	0.76201448	-4.0344256	a248bdd	2x2_2C_8b_C2v_L	10.65	validity_data_2022.py	-0.06927332	1.0816314	-1.644636	-0.15087746	1.6452075	-0.15144408	-0.22583445	-2.1599152	2024-08-14@09:24	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.36144918	-3.6649881	-4.3731423	0.6192072	-4.375743	0.62245055	0.76204875	-4.0196311	a248bdd	2x2_2C_8b_C2v_L	10.64	validity_data_2022.py	-0.067623634	1.0802441	-1.6430762	-0.14897318	1.6436455	-0.14945752	-0.22355117	-2.1583028	2024-08-14@09:25	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.35285513	-3.6447319	-4.3564229	0.61837727	-4.3578432	0.61870194	0.76232719	-4.0058503	a248bdd	2x2_2C_8b_C2v_L	10.63	validity_data_2022.py	-0.065590256	1.078508	-1.6415037	-0.14717174	1.641786	-0.14737297	-0.22148131	-2.1569462	2024-08-14@09:25	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.34497667	-3.6234998	-4.3392489	0.61419451	-4.3379947	0.61394241	0.7635689	-3.9928503	a248bdd	2x2_2C_8b_C2v_L	10.62	validity_data_2022.py	-0.063582903	1.0766723	-1.6397828	-0.14495492	1.6395488	-0.14482541	-0.21958177	-2.1558609	2024-08-14@09:26	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.33977858	-3.6080924	-4.318322	0.6074673	-4.3176366	0.60784502	0.76054218	-3.9774427	a248bdd	2x2_2C_8b_C2v_L	10.61	validity_data_2022.py	-0.062046836	1.0757049	-1.6373512	-0.14224636	1.6372386	-0.14227292	-0.21680535	-2.1540613	2024-08-14@09:26	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.32883398	-3.5872985	-4.3001991	0.60313741	-4.3002623	0.60309895	0.75799477	-3.962357	a248bdd	2x2_2C_8b_C2v_L	10.6	validity_data_2022.py	-0.059993935	1.0739164	-1.6354467	-0.1400036	1.6354788	-0.13997277	-0.21422829	-2.1523117	2024-08-14@09:26	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.32284168	-3.5684896	-4.2835902	0.6005585	-4.2848827	0.59999277	0.75551334	-3.9476056	a248bdd	2x2_2C_8b_C2v_L	10.59	validity_data_2022.py	-0.058208158	1.0724335	-1.633884	-0.13798421	1.6341153	-0.13803309	-0.21170219	-2.1506605	2024-08-14@09:27	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.31468404	-3.5498039	-4.2664919	0.593718	-4.2693333	0.5995703	0.75241029	-3.9329206	a248bdd	2x2_2C_8b_C2v_L	10.58	validity_data_2022.py	-0.056277621	1.0709402	-1.6321553	-0.13552762	1.6327505	-0.13632547	-0.20909019	-2.1490139	2024-08-14@09:27	1.9492	1	0.2373	v2.7.1	
YY	10.5	3.1695	0.30623143	-3.5307337	-4.2472266	0.58833201	-4.2506647	0.59261754	0.75069331	-3.9184663	a248bdd	2x2_2C_8b_C2v_L	10.57	validity_data_2022.py	-0.05445869	1.06944	-1.6300254	-0.13315425	1.6307303	-0.13372987	-0.20668664	-2.1475067	2024-08-14@09:28	1.9492	1	0.2373	v2.7.1	
