model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	ave_e	ave_mu	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	28	12	7	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	11.6	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.6667616	0.00038285665	5.2151172e-07	1.9996545	1.999725	2.526458e-06	1.999725	2.5265427e-06	4.9106958e-06	1.9993578	1.0003795	0.002876147	-0.074178222	0.066128213	-0.0063153534	-0.06612845	0.006315459	-0.0088320854	0.10122753	9.5679124e-05	5.2151165e-07	0.00034705789	0.00027657907	2.5264564e-06	0.00027658103	2.5265412e-06	4.9106897e-06	0.00064362682	9.7100427e-05	4.0005693	3.9994242	3.9976387	4.0023567	3.9976386	4.0023568	4.0007895	3.9992025	-67.304466	R0:N12:S0:1	-36.8	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:50
2x2_2C_8b_C2v_L	25.555556	11.611111	6.3888889	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	11.386667	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.6667728	0.00043169053	5.4164262e-07	1.9996043	1.9996932	2.6243424e-06	1.9996932	2.6244304e-06	5.0960688e-06	1.9992823	1.000429	0.0029303341	-0.079555307	0.070037852	-0.0064339922	-0.070038153	0.0064340998	-0.0089954445	0.10713983	0.00010787831	5.4164255e-07	0.00039564309	0.00030680193	2.6243407e-06	0.00030680457	2.6244287e-06	5.0960623e-06	0.00071754751	0.00010855023	4.0006539	3.9993456	3.9973436	4.0026584	3.9973436	4.0026584	4.0008938	3.9991039	-66.45142	R0:N12:S0:1	-39.982222	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:50
2x2_2C_8b_C2v_L	23.111111	11.222222	5.7777778	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	11.173333	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.6667862	0.00049060046	5.6304717e-07	1.9995396	1.999653	2.7286754e-06	1.999653	2.7287669e-06	5.2927202e-06	1.9991901	1.0004876	0.0029867111	-0.085772451	0.074437966	-0.0065575977	-0.074438346	0.0065577074	-0.0091652371	0.11378498	0.0001225932	5.630471e-07	0.000460765	0.00034745502	2.7286736e-06	0.00034745856	2.7287651e-06	5.2927131e-06	0.00081018712	0.00012350732	4.000753	3.9992445	3.9969829	4.0030179	3.9969829	4.0030179	4.0010131	3.9989821	-65.598413	R0:N12:S0:1	-43.164444	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:51
2x2_2C_8b_C2v_L	20.666667	10.833333	5.1666667	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	10.96	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.9988154	0.0005626015	5.8586302e-07	1.9994586	1.9996051	2.8402405e-06	1.9996051	2.8403357e-06	5.5017527e-06	1.9990797	1.0005596	0.0030454508	-0.093043257	0.079426938	-0.0066866223	-0.079427416	0.0066867342	-0.0093419374	0.12130834	0.00014057602	5.8586294e-07	0.00054155454	0.00039501928	2.8402385e-06	0.00039502404	2.8403337e-06	5.5017451e-06	0.0009202667	0.0001413949	4.000878	3.9991203	3.9965432	4.0034594	3.9965431	4.0034594	4.0011575	3.9988377	-64.745451	R0:N12:S0:1	-46.346667	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:51
2x2_2C_8b_C2v_L	18.222222	10.444444	4.5555556	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	10.746667	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.9994776	0.00065194614	6.1025705e-07	1.9993541	1.9995468	2.9600162e-06	1.9995468	2.9601155e-06	5.7244543e-06	1.9989452	1.0006491	0.0031067527	-0.10166021	0.0851311	-0.0068216104	-0.085131703	0.0068217245	-0.0095260747	0.12989616	0.00016288746	6.1025695e-07	0.00064559806	0.00045294954	2.9600141e-06	0.00045295596	2.9601134e-06	5.724446e-06	0.0010542871	0.00016352388	4.0010365	3.9989629	3.9959968	4.0040085	3.9959968	4.0040085	4.0013319	3.9986637	-63.892545	R0:N12:S0:1	-49.528889	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:51
2x2_2C_8b_C2v_L	15.777778	10.055556	3.9444444	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	10.533333	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.9997101	0.00076480339	6.3643955e-07	1.9992155	1.9994739	3.0892765e-06	1.9994739	3.0893802e-06	5.9623693e-06	1.9987784	1.0007618	0.0031708609	-0.11203505	0.091715566	-0.006963256	-0.091716326	0.0069633725	-0.00971827	0.13979135	0.00019106575	6.3643945e-07	0.00078402224	0.00052570098	3.0892741e-06	0.0005257097	3.0893778e-06	5.9623603e-06	0.0012209368	0.00019168737	4.0012406	3.9987584	3.9953039	4.0047032	3.9953039	4.0047032	4.0015428	3.9984513	-63.03971	R0:N12:S0:1	-52.711111	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:52
2x2_2C_8b_C2v_L	13.333333	9.6666667	3.3333333	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	10.32	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.9998186	0.00091042677	6.6468726e-07	1.9990265	1.9993814	3.2297558e-06	1.9993814	3.2298644e-06	6.217398e-06	1.998568	1.0009071	0.0032380871	-0.12476639	0.099400259	-0.0071124876	-0.099401223	0.0071126067	-0.0099192707	0.15131685	0.00022741734	6.6468715e-07	0.00097338938	0.00061860813	3.2297533e-06	0.00061862012	3.2298618e-06	6.2173882e-06	0.001431574	0.00022829297	4.00151	3.9984858	3.9944052	4.0056025	3.9944052	4.0056025	4.0017991	3.9981903	-62.186965	R0:N12:S0:1	-55.893333	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:52
2x2_2C_8b_C2v_L	10.888889	9.2777778	2.7222222	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	10.106667	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.9998778	0.0011032761	6.953856e-07	1.998761	1.9992632	3.3839549e-06	1.9992632	3.3840688e-06	6.4919549e-06	1.9982993	1.0010999	0.0033088548	-0.14075934	0.10848457	-0.0072706247	-0.1084858	0.0072707465	-0.010130008	0.16491161	0.00027554465	6.9538547e-07	0.0012385206	0.00073663057	3.383952e-06	0.00073664732	3.384066e-06	6.4919442e-06	0.0016999684	0.00027636272	4.0018798	3.9981142	3.9932095	4.0068026	3.9932095	4.0068026	4.002114	3.9978718	-61.334339	R0:N12:S0:1	-59.075556	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:53
2x2_2C_8b_C2v_L	8.4444444	8.8888889	2.1111111	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	9.8933333	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.9999133	0.0013671347	7.2911018e-07	1.9983697	1.9991072	3.555733e-06	1.9991072	3.5558531e-06	6.7892158e-06	1.9979467	1.0013636	0.0033837763	-0.16144989	0.11938607	-0.0074396663	-0.11938767	0.0074397912	-0.01035166	0.18118765	0.00034136922	7.2911004e-07	0.0016296257	0.00089262958	3.5557299e-06	0.00089265346	3.55585e-06	6.789204e-06	0.0020522775	0.00034226249	4.0024045	3.997584	3.9915587	4.0084591	3.9915587	4.0084591	4.0024951	3.9974833	-60.481871	R0:N12:S0:1	-62.257778	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:53
2x2_2C_8b_C2v_L	6	8.5	1.5	0.0921184	-2.1957602	-2.7381036	0.24894064	-2.7380656	0.24893759	0.29628054	-2.7779187	9.68	-0.0041921365	0.024074751	-0.025964736	0.0093091979	0.025964515	-0.0093093509	0.013099574	-0.040230482	1.3333333	1.9999363	0.001743825	7.6680763e-07	1.9977593	1.9988963	3.7516121e-06	1.9988962	3.7517393e-06	7.1135737e-06	1.9974722	1.0017401	0.0034638363	-0.18926091	0.1327043	-0.0076229522	-0.1327064	0.0076230804	-0.010585802	0.20102556	0.00043529568	7.6680748e-07	0.0022394091	0.001103414	3.7516086e-06	0.0011034489	3.7517358e-06	7.1135608e-06	0.0025261745	0.00043620897	4.0031892	3.9967883	3.9891729	4.0108558	3.9891729	4.0108559	4.0029419	3.9970244	-59.629624	R0:N12:S0:1	-65.44	uncorrelated	b7fd39a	v1.0.3	2022-06-28@07:54
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	ave_e	ave_mu	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	28	12	7	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	11.6	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.6667616	0.00038285727	5.215142e-07	1.9996569	1.9997274	2.5265329e-06	1.9997274	2.5265324e-06	4.9107011e-06	1.9993603	1.0003807	0.0028761556	-0.074178274	0.066128429	-0.0063154509	-0.06612848	0.0063154499	-0.0088320956	0.10122768	9.5679279e-05	5.2151413e-07	0.00034215358	0.0002716758	2.5265313e-06	0.00027167623	2.5265308e-06	4.9106951e-06	0.00063872496	9.5873138e-05	4.0005742	3.9994291	3.9976436	4.0023616	3.9976435	4.0023617	4.0007944	3.9992074	-67.304466	R0:N12:S0:1	-36.8	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:07
2x2_2C_8b_C2v_L	25.555556	11.388889	6.3888889	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	11.386667	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.6667893	0.00050831381	5.4290783e-07	1.9995215	1.9996427	2.6338684e-06	1.9996427	2.6338678e-06	5.1060238e-06	1.9991644	1.0005062	0.0029317042	-0.087591828	0.075702473	-0.0064391492	-0.075702664	0.0064391482	-0.008999384	0.11569194	0.00012701745	5.4290775e-07	0.00047722063	0.00035607408	2.6338667e-06	0.00035607589	2.6338661e-06	5.1060172e-06	0.00083428458	0.00012708958	4.000794	3.9992101	3.9968894	4.0031181	3.9968893	4.0031182	4.0010698	3.9989318	-66.451837	R0:N12:S0:1	-39.982222	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:08
2x2_2C_8b_C2v_L	23.111111	10.777778	5.7777778	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	11.173333	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.999623	0.00070851955	5.6665825e-07	1.9992854	1.99951	2.7556089e-06	1.99951	2.7556082e-06	5.3201799e-06	1.998861	1.0007058	0.0029905941	-0.10692378	0.088510497	-0.0065720293	-0.08851093	0.0065720282	-0.0091760664	0.13497427	0.00017701342	5.6665817e-07	0.00071427484	0.00048973112	2.755607e-06	0.00048973591	2.7556064e-06	5.3201728e-06	0.0011384221	0.00017760425	4.0011588	3.9988402	3.9956815	4.0043244	3.9956815	4.0043244	4.0014863	3.9985085	-65.599461	R0:N12:S0:1	-43.164444	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:08
2x2_2C_8b_C2v_L	20.666667	10.166667	5.1666667	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.96	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.999866	0.001059433	5.9418643e-07	1.9988228	1.9992896	2.9018166e-06	1.9992895	2.9018161e-06	5.5615794e-06	1.9983594	1.0010565	0.0030543426	-0.13719598	0.10651569	-0.0067193924	-0.10651656	0.0067193913	-0.009365419	0.16196074	0.00026460451	5.9418634e-07	0.0011770067	0.00071047068	2.9018145e-06	0.00071048231	2.901814e-06	5.5615715e-06	0.0016401051	0.00026539842	4.0018423	3.9981517	3.9935521	4.0064581	3.9935521	4.0064581	4.0021454	3.9978412	-64.747508	R0:N12:S0:1	-46.346667	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:09
2x2_2C_8b_C2v_L	18.222222	9.5555556	4.5555556	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.746667	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999353	0.0017729728	6.2951753e-07	1.9977097	1.9988804	3.1010989e-06	1.9988804	3.1010993e-06	5.8492312e-06	1.9974369	1.00177	0.0031271529	-0.19134121	0.13365243	-0.0068960732	-0.13365419	0.0068960724	-0.0095745734	0.20241845	0.00044256137	6.2951742e-07	0.0022890377	0.0011192975	3.1010966e-06	0.001119327	3.1010969e-06	5.8492224e-06	0.0025614826	0.00044331932	4.0033625	3.9966145	3.9891372	4.0108919	3.9891372	4.0108919	4.0031736	3.9967931	-63.896355	R0:N12:S0:1	-49.528889	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:09
2x2_2C_8b_C2v_L	15.777778	8.9444444	3.9444444	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.533333	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999638	0.0037076574	6.9024726e-07	1.9937531	1.9979854	3.4774455e-06	1.9979853	3.4774481e-06	6.2359593e-06	1.9954442	1.0037045	0.0032270407	-0.31581728	0.17900061	-0.0071652226	-0.17900447	0.0071652231	-0.0098214926	0.26983895	0.00092412869	6.9024713e-07	0.0062370094	0.0020135848	3.4774425e-06	0.0020136715	3.4774451e-06	6.235949e-06	0.0045505486	0.00092490284	4.0081264	3.9916784	3.9765523	4.0235665	3.9765521	4.0235666	4.0040139	3.9958571	-63.047083	R0:N12:S0:1	-52.711111	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:10
2x2_2C_8b_C2v_L	13.333333	8.3333333	3.3333333	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.32	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999781	0.017407091	1.0315447e-06	1.9497307	1.9954849	5.7431729e-06	1.9954846	5.7431445e-06	6.9047218e-06	1.9896657	1.0174036	0.0036102171	-0.8907361	0.2645346	-0.0083788786	-0.26454493	0.0083788633	-0.010113356	0.40790319	0.0042868332	1.0315443e-06	0.04955861	0.0045103256	5.7431629e-06	0.0045106754	5.7431346e-06	6.9047099e-06	0.010306378	0.004287601	4.0539256	3.9321742	3.8766096	4.1249937	3.8766115	4.1249919	3.9745529	4.0237306	-62.205959	R0:N12:S0:1	-55.893333	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:10
2x2_2C_8b_C2v_L	10.888889	7.7222222	2.7222222	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.106667	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999916	0.49595251	1.6433478e-05	0.081714271	1.9945585	6.1649049e-05	1.9945565	6.1646423e-05	1.4122684e-05	1.9452339	1.4959457	0.020782333	-1.3707784	0.15706753	-0.037729592	-0.15711215	0.03772809	-0.0097939991	1.0948073	0.0088049939	1.643331e-05	0.077430651	0.0055163789	6.1646905e-05	0.0055184815	6.1644279e-05	1.4122965e-05	0.053830465	0.0088067698	7.694696	6.8121201	1.2213268	6.858212	1.2215674	6.8579975	2.5232042	5.3277482	-61.748424	R0:N12:S0:1	-59.075556	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:11
2x2_2C_8b_C2v_L	8.4444444	7.1111111	2.1111111	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	9.8933333	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999975	0.78630432	1.5128012e-05	0.011480982	1.7668717	6.2749295e-05	1.7609408	6.2638753e-05	8.6032674e-05	1.3152789	1.7863003	0.021341767	-0.57605213	0.68754242	-0.04215135	-0.70381998	0.042081263	-0.042592185	2.5239573	0.031808719	1.5127871e-05	0.011396307	0.3358931	6.274695e-05	0.34312982	6.2636418e-05	8.6028945e-05	0.57790208	0.031810788	7.9473753	7.8004377	2.2995423	7.4863032	2.3423698	7.4751972	5.6698675	3.7256322	-61.815171	R0:N12:S0:1	-62.257778	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:12
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	9.68	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999999	0.99217081	1.302624e-05	0.0047179228	1.7425261	5.8629663e-05	0.2838322	5.7876655e-05	0.00011332728	1.9999987	1.9921706	0.020376613	-0.38759097	0.12024307	-0.0432374	-0.79148781	0.042755132	-0.060152738	2.1074461e-05	0.0019309513	1.3026139e-05	0.0047041654	0.44522169	5.8627627e-05	0.46450161	5.7874678e-05	0.00011331967	2.274563e-06	0.0019311233	7.9809127	7.9175998	1.0938102	7.9849262	6.6670238	7.9077296	7.998032	0.00052710786	-62.48958	R0:N12:S0:1	-65.44	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:12
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	9.68	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1e-09	1e-09	1e-09	1.3333333	1.9999999	0	0	0	0.99217084	1.302624e-05	0.0047179229	1.7430603	5.8629942e-05	0.28329785	5.7876383e-05	0.00011332729	1.9999987	1.9921706	0.020376613	-0.38759097	0.1199957	-0.043237579	-0.79173214	0.042754958	-0.06015274	2.1087951e-05	0.00193094	1.3026139e-05	0.0047041656	0.44443514	5.8627906e-05	0.46372898	5.7874407e-05	0.00011331968	2.2788373e-06	0.0019311123	7.9809127	7.9175997	1.0915901	7.9849548	6.6688884	7.9077017	7.998032	0.00052719953	-62.48958	R0:N12:S0:1	-65.44	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:19
2x2_2C_8b_C2v_L	6.6871554	7.0555556	1.6717889	0.092109914	-2.1954784	-2.7376279	0.24934384	-2.7375899	0.24934088	0.29848077	-2.7785934	9.68	0.00079488916	0.078015992	-0.12692243	0.0058993563	0.1269215	-0.0058993707	0.0016682441	-0.1594461	0.21132222	0.11111111	0.024766668	1.3333333	1.9999991	-1.8232639e-07	-5.1665339e-09	2.3194498e-09	0.65802143	5.0194181e-07	0.15906263	1.9363657	2.5111668e-05	1.9363157	2.5110335e-05	8.1471771e-07	1.3363956	1.6579522	-0.0036930264	-1.9479534	0.39352567	-0.025938368	-0.39377686	0.025937107	-0.0035008226	3.1165925	0.038323974	5.0194166e-07	0.14405938	0.080506065	2.5111293e-05	0.080569897	2.510996e-05	8.1471745e-07	0.48870376	0.0383479	7.4513725	5.8080916	1.3910114	7.3745907	1.3918081	7.3742893	4.3264631	2.6634163	-61.038617	R0:N12:S0:1	-64.065689	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:20
2x2_2C_8b_C2v_L	7.374311	7.6111111	1.8435778	0.09210984	-2.4451392	-3.3070921	0.25232249	-3.3070733	0.25231761	0.29876896	-4.066355	9.68	2.4171787e-05	0.17371309	-0.28444303	0.001488007	0.284442	-0.0014877472	0.00033394538	-0.39236609	0.42264445	0.22222222	0.049533334	1.3333333	1.9999998	-1.0325903e-07	-5.6189454e-09	2.8064718e-09	0.15810739	1.5026736e-10	1.7380782	1.8681686	3.2670559e-07	1.8681666	3.2659431e-07	1.4510113e-08	1.8931565	1.1581073	-4.6627277e-05	-1.7587209	1.3532292	-0.0021062113	-1.3532377	0.0021058537	-0.00044043203	1.2356565	0.032353227	1.5026736e-10	0.19331875	0.11445191	3.2670552e-07	0.11445335	3.2659424e-07	1.4510113e-08	0.09542795	0.032353241	5.0476867	0.90690075	2.1687714	4.5273227	2.1687485	4.5273305	4.4273737	2.4731531	-65.893067	R0:N12:S0:1	-62.691378	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:21
2x2_2C_8b_C2v_L	8.0614218	8.1666667	2.0153667	0.09211055	-3.6666077	-5.3242411	0.25247804	-5.3242514	0.25247375	0.29881102	-6.2818965	9.68	-0.00029036197	0.32415258	-0.54960111	-0.0016004431	0.54960173	0.0016065172	0.0011516921	-0.75244954	0.63396667	0.33333333	0.074300001	1.3333326	1.9999568	-2.0762661e-05	-1.296752e-06	5.9542955e-07	0.070130487	7.0616113e-09	1.9430785	1.932915	1.8449255e-07	1.9329153	1.8589615e-07	9.1073667e-08	1.9114152	1.0699189	0.00033867363	-0.88939013	1.0003278	0.0016591565	-1.0003253	-0.0016654562	-0.0011041078	1.1820434	0.01630646	7.0616113e-09	0.056370699	0.065974262	1.8449254e-07	0.065973992	1.8589614e-07	9.1073665e-08	0.086223929	0.016268742	4.525658	3.542545	3.7518806	4.268155	3.7518787	4.2681575	4.0567315	3.8946757	-81.128076	R0:N12:S0:1	-61.317067	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:22
2x2_2C_8b_C2v_L	8.7482144	8.7222222	2.1871556	0.092139793	-4.2540167	-5.5860282	0.25253379	-5.5860078	0.25253144	0.2993576	-5.7948194	9.68	-0.0010373211	0.47825782	-0.77292105	0.0026386399	0.77292013	-0.0026525874	-0.0099860954	-1.0052139	0.84528889	0.44444444	0.099066667	1.3333264	1.9997949	-0.00013677156	-1.2940743e-05	5.3915447e-06	0.091823273	1.304906e-07	1.9533423	1.9152449	6.0267793e-07	1.9152441	6.0906181e-07	6.3356683e-06	1.8514204	1.0911852	0.001473277	-0.76883134	1.1132531	-0.0029778425	-1.1132596	0.0029935708	0.0091610863	1.5514847	0.020879864	1.3049059e-07	0.046432737	0.083037461	6.0267782e-07	0.083038212	6.090617e-07	6.33566e-06	0.140976	0.020781893	4.8324043	3.268162	3.6994187	4.3385458	3.6994245	4.3385378	3.9494745	3.8612822	-83.130753	R0:N12:S0:1	-59.942756	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:23
2x2_2C_8b_C2v_L	8.1347229	9.2777778	2.3589444	0.014064179	-4.7325903	-5.6287729	0.021153684	-5.6287884	0.021152874	0.018339751	-5.1858373	9.68	-0.031186653	0.62429012	-0.97436797	0.05018055	0.97436799	-0.050181589	-0.061741308	-1.2179483	1.0566111	0.55555556	0.12383333	1.3069598	1.7531427	-0.31884676	-0.068849541	0.029680932	0.1143501	0.00018993621	1.9593736	1.8996428	0.00031269664	1.8996439	0.0003127139	0.00025674665	1.7882118	1.1130139	0.056359102	-0.68298728	1.2004316	-0.065861847	-1.2004227	0.06586373	0.057523203	1.8668242	0.025359622	0.0001899185	0.040568831	0.098051249	0.00031267155	0.098050205	0.0003126888	0.00025673665	0.1948107	0.025243985	5.125843	2.9956953	3.6623629	4.3993012	3.6623538	4.3993144	3.8830643	3.7264474	-83.835172	R0:N12:S0:1	-58.568444	uncorrelated	b7fd39a	v1.0.3	2022-06-28@08:25
