model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	ave_e	ave_mu	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	iterations	dist_function	distance	diff_hybrid	time
2x2_2C_8b_C2v_L	28	12	7	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	11.6	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.6667616	0.00038285727	5.215142e-07	1.9996569	1.9997274	2.5265329e-06	1.9997274	2.5265324e-06	4.9107011e-06	1.9993603	1.0003807	0.0028761556	-0.074178274	0.066128429	-0.0063154509	-0.06612848	0.0063154499	-0.0088320956	0.10122768	9.5679279e-05	5.2151413e-07	0.00034215358	0.0002716758	2.5265313e-06	0.00027167623	2.5265308e-06	4.9106951e-06	0.00063872496	9.5873138e-05	4.0005742	3.9994291	3.9976436	4.0023616	3.9976435	4.0023617	4.0007944	3.9992074	-67.304466	R0:N12:S0:1	-36.8	uncorrelated	b7fd39a	v1.0.3	1	sharp_wc_2.0_b_50	 1.41e-05	 1.94e+00	2022-06-28@08:07
2x2_2C_8b_C2v_L	25.555556	11.388889	6.3888889	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	11.386667	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.6667893	0.00050831381	5.4290783e-07	1.9995215	1.9996427	2.6338684e-06	1.9996427	2.6338678e-06	5.1060238e-06	1.9991644	1.0005062	0.0029317042	-0.087591828	0.075702473	-0.0064391492	-0.075702664	0.0064391482	-0.008999384	0.11569194	0.00012701745	5.4290775e-07	0.00047722063	0.00035607408	2.6338667e-06	0.00035607589	2.6338661e-06	5.1060172e-06	0.00083428458	0.00012708958	4.000794	3.9992101	3.9968894	4.0031181	3.9968893	4.0031182	4.0010698	3.9989318	-66.451837	R0:N12:S0:1	-39.982222	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:08
2x2_2C_8b_C2v_L	23.111111	10.777778	5.7777778	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	11.173333	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.999623	0.00070851955	5.6665825e-07	1.9992854	1.99951	2.7556089e-06	1.99951	2.7556082e-06	5.3201799e-06	1.998861	1.0007058	0.0029905941	-0.10692378	0.088510497	-0.0065720293	-0.08851093	0.0065720282	-0.0091760664	0.13497427	0.00017701342	5.6665817e-07	0.00071427484	0.00048973112	2.755607e-06	0.00048973591	2.7556064e-06	5.3201728e-06	0.0011384221	0.00017760425	4.0011588	3.9988402	3.9956815	4.0043244	3.9956815	4.0043244	4.0014863	3.9985085	-65.599461	R0:N12:S0:1	-43.164444	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:08
2x2_2C_8b_C2v_L	20.666667	10.166667	5.1666667	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.96	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.999866	0.001059433	5.9418643e-07	1.9988228	1.9992896	2.9018166e-06	1.9992895	2.9018161e-06	5.5615794e-06	1.9983594	1.0010565	0.0030543426	-0.13719598	0.10651569	-0.0067193924	-0.10651656	0.0067193913	-0.009365419	0.16196074	0.00026460451	5.9418634e-07	0.0011770067	0.00071047068	2.9018145e-06	0.00071048231	2.901814e-06	5.5615715e-06	0.0016401051	0.00026539842	4.0018423	3.9981517	3.9935521	4.0064581	3.9935521	4.0064581	4.0021454	3.9978412	-64.747508	R0:N12:S0:1	-46.346667	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:09
2x2_2C_8b_C2v_L	18.222222	9.5555556	4.5555556	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.746667	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999353	0.0017729728	6.2951753e-07	1.9977097	1.9988804	3.1010989e-06	1.9988804	3.1010993e-06	5.8492312e-06	1.9974369	1.00177	0.0031271529	-0.19134121	0.13365243	-0.0068960732	-0.13365419	0.0068960724	-0.0095745734	0.20241845	0.00044256137	6.2951742e-07	0.0022890377	0.0011192975	3.1010966e-06	0.001119327	3.1010969e-06	5.8492224e-06	0.0025614826	0.00044331932	4.0033625	3.9966145	3.9891372	4.0108919	3.9891372	4.0108919	4.0031736	3.9967931	-63.896355	R0:N12:S0:1	-49.528889	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:09
2x2_2C_8b_C2v_L	15.777778	8.9444444	3.9444444	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.533333	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999638	0.0037076574	6.9024726e-07	1.9937531	1.9979854	3.4774455e-06	1.9979853	3.4774481e-06	6.2359593e-06	1.9954442	1.0037045	0.0032270407	-0.31581728	0.17900061	-0.0071652226	-0.17900447	0.0071652231	-0.0098214926	0.26983895	0.00092412869	6.9024713e-07	0.0062370094	0.0020135848	3.4774425e-06	0.0020136715	3.4774451e-06	6.235949e-06	0.0045505486	0.00092490284	4.0081264	3.9916784	3.9765523	4.0235665	3.9765521	4.0235666	4.0040139	3.9958571	-63.047083	R0:N12:S0:1	-52.711111	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:10
2x2_2C_8b_C2v_L	13.333333	8.3333333	3.3333333	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.32	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999781	0.017407091	1.0315447e-06	1.9497307	1.9954849	5.7431729e-06	1.9954846	5.7431445e-06	6.9047218e-06	1.9896657	1.0174036	0.0036102171	-0.8907361	0.2645346	-0.0083788786	-0.26454493	0.0083788633	-0.010113356	0.40790319	0.0042868332	1.0315443e-06	0.04955861	0.0045103256	5.7431629e-06	0.0045106754	5.7431346e-06	6.9047099e-06	0.010306378	0.004287601	4.0539256	3.9321742	3.8766096	4.1249937	3.8766115	4.1249919	3.9745529	4.0237306	-62.205959	R0:N12:S0:1	-55.893333	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:10
2x2_2C_8b_C2v_L	10.888889	7.7222222	2.7222222	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	10.106667	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999916	0.49595251	1.6433478e-05	0.081714271	1.9945585	6.1649049e-05	1.9945565	6.1646423e-05	1.4122684e-05	1.9452339	1.4959457	0.020782333	-1.3707784	0.15706753	-0.037729592	-0.15711215	0.03772809	-0.0097939991	1.0948073	0.0088049939	1.643331e-05	0.077430651	0.0055163789	6.1646905e-05	0.0055184815	6.1644279e-05	1.4122965e-05	0.053830465	0.0088067698	7.694696	6.8121201	1.2213268	6.858212	1.2215674	6.8579975	2.5232042	5.3277482	-61.748424	R0:N12:S0:1	-59.075556	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:11
2x2_2C_8b_C2v_L	8.4444444	7.1111111	2.1111111	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	9.8933333	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999975	0.78630432	1.5128012e-05	0.011480982	1.7668717	6.2749295e-05	1.7609408	6.2638753e-05	8.6032674e-05	1.3152789	1.7863003	0.021341767	-0.57605213	0.68754242	-0.04215135	-0.70381998	0.042081263	-0.042592185	2.5239573	0.031808719	1.5127871e-05	0.011396307	0.3358931	6.274695e-05	0.34312982	6.2636418e-05	8.6028945e-05	0.57790208	0.031810788	7.9473753	7.8004377	2.2995423	7.4863032	2.3423698	7.4751972	5.6698675	3.7256322	-61.815171	R0:N12:S0:1	-62.257778	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:12
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118411	-2.1957602	-2.7381036	0.24894058	-2.7380656	0.24893761	0.29628048	-2.7779187	9.68	-0.0041921439	0.024074738	-0.025964788	0.0093093302	0.025964495	-0.009309326	0.013099573	-0.040230491	1.3333333	1.9999999	0.99217081	1.302624e-05	0.0047179228	1.7425261	5.8629663e-05	0.2838322	5.7876655e-05	0.00011332728	1.9999987	1.9921706	0.020376613	-0.38759097	0.12024307	-0.0432374	-0.79148781	0.042755132	-0.060152738	2.1074461e-05	0.0019309513	1.3026139e-05	0.0047041654	0.44522169	5.8627627e-05	0.46450161	5.7874678e-05	0.00011331967	2.274563e-06	0.0019311233	7.9809127	7.9175998	1.0938102	7.9849262	6.6670238	7.9077296	7.998032	0.00052710786	-62.48958	R0:N12:S0:1	-65.44	uncorrelated	b7fd39a	v1.0.3	0	sharp_wc_2.0_b_50	 1.41e-05	 1.00e+06	2022-06-28@08:12
