D	D2	D2_ave	D_ave	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	mu_ave	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	script	t	t_ave	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tp	tp_ave	tpp	tpp_ave	version	
1e-09	0	-0.02709809845	-0.1417447409	-1.200316653	6.711482813	0.2171184016	0.3911842229	0.581865329	0.2995170556	0.299718481	0.5819728746	0.6775159796	0.1207146709	a248bdd	2x2_2C_8b_C2v_L	1.273625702	0.82008464	0.0001479532614	0.3163670103	-0.07415613808	-0.2464299259	-0.2464159499	-0.07439130023	9.074533686e-05	0.1737328103	recalcules_averages.py	1	-1.214508346	0.2395190192	-3.51813992e-05	-0.3288875452	0.1103670356	-0.1107811426	0.3287297286	0.4305781002	2.56534305e-05	2024-12-09@15:36	-0.07710192665	-0.1840640608	0	-0.04296198197	v2.7.1	
1e-09	0	-0.02731187192	-0.148828569	-1.168849264	6.88364488	0.239508876	0.3650819591	0.6227273926	0.276851315	0.2769678996	0.6226307239	0.70938508	0.1168796611	a248bdd	2x2_2C_8b_C2v_L	1.233567605	0.823120059	0.0007081126512	0.290282337	-0.06497104542	-0.2289350313	-0.2289267633	-0.06511793042	-4.51361986e-05	0.1707413247	recalcules_averages.py	1	-1.185302917	0.2419563128	-0.0007577321418	-0.3439258154	0.1103785124	-0.1105110604	0.3438432277	0.4486296297	3.64872156e-05	2024-12-09@15:37	-0.1200316545	-0.1370776149	0	-0.09048206084	v2.7.1	
1e-09	0	-0.02705897388	-0.138547386	-1.161268449	7.107572238	0.2500911283	0.336963797	0.622504858	0.261037303	0.2608075559	0.6218556052	0.7168354771	0.09318396788	a248bdd	2x2_2C_8b_C2v_L	1.142216081	0.8103029862	-7.257094497e-06	0.2783400464	-0.05291363605	-0.2236432787	-0.2236301456	-0.05305051327	-0.0001057766328	0.1635891221	recalcules_averages.py	1	-1.180354852	0.2436471341	-0.0001291630908	-0.3557876998	0.0935802497	-0.0934343411	0.3557648705	0.4564050851	-3.063968411e-05	2024-12-09@15:37	-0.1345787162	-0.1418233379	0	-0.09916916789	v2.7.1	
1e-09	0	-0.02738103235	-0.1502444001	-1.179258469	6.787210788	0.2322776233	0.3798097649	0.6154426707	0.2881158502	0.2881637316	0.6154310738	0.7015513366	0.1243363049	a248bdd	2x2_2C_8b_C2v_L	1.263855339	0.8248261734	0.0003532116352	0.300650645	-0.07153336195	-0.2350608459	-0.2350498241	-0.0716623649	-7.453959655e-05	0.173496277	recalcules_averages.py	1	-1.194865647	0.2414317323	-0.0003311605541	-0.3370681486	0.11534105	-0.1155183508	0.3369833638	0.4423017171	0.0001279671951	2024-12-09@15:37	-0.1042433238	-0.1497187349	0	-0.07533052159	v2.7.1	
1e-09	0	-0.02702483307	-0.1553917751	-1.183468752	6.660720512	0.2279537524	0.3946662266	0.6207990391	0.2960843443	0.2960554701	0.6209249207	0.7031554811	0.138218021	a248bdd	2x2_2C_8b_C2v_L	1.31323302	0.8324409309	3.131075305e-05	0.3064350422	-0.07919614063	-0.2368517837	-0.2368165436	-0.079413638	-3.286622751e-05	0.1776976269	recalcules_averages.py	1	-1.197610903	0.2404135739	-3.6114401e-06	-0.3308617392	0.1250267945	-0.1252534541	0.3307715996	0.439596423	6.865422211e-05	2024-12-09@15:38	-0.09779702106	-0.1446071751	0	-0.07231818649	v2.7.1	
1e-09	0	-0.0274031705	-0.1458180266	-1.172924066	6.908617279	0.2376121102	0.3641316528	0.6146156655	0.2784610389	0.2785444997	0.614421048	0.704586206	0.1113997624	a248bdd	2x2_2C_8b_C2v_L	1.217488025	0.8189625255	0.0003781658256	0.2928328065	-0.06372841887	-0.231486903	-0.2314675862	-0.06385009335	-3.076760163e-05	0.1693692033	recalcules_averages.py	1	-1.189943972	0.2421003094	-0.0004165612186	-0.3439585332	0.1063373135	-0.1064467427	0.3438632833	0.4468118541	2.285609494e-05	2024-12-09@15:38	-0.1146332021	-0.1484727388	0	-0.08301365005	v2.7.1	
1e-09	0	-0.02739225999	-0.1460703115	-1.187078115	6.784973431	0.227016922	0.3812255488	0.6008116375	0.2915003399	0.2915664916	0.6007665841	0.691984615	0.1186237026	a248bdd	2x2_2C_8b_C2v_L	1.254518722	0.8208509822	-3.829707186e-06	0.3058693687	-0.07065807581	-0.2394927193	-0.2394670554	-0.07084224048	7.04971936e-05	0.1722638978	recalcules_averages.py	1	-1.202708595	0.2409362954	-4.73143833e-06	-0.3353344781	0.1108609897	-0.1110452868	0.3352371473	0.4382031422	-9.089978111e-05	2024-12-09@15:39	-0.09441166068	-0.1655566709	0	-0.06265521761	v2.7.1	
1e-09	0	-0.02737458864	-0.1428902062	-1.181352785	6.879915952	0.2325188064	0.3688691284	0.6048417181	0.2843191924	0.2843743511	0.6046863861	0.6968499167	0.1097727667	a248bdd	2x2_2C_8b_C2v_L	1.218006577	0.8164978621	0.0002247011791	0.2992586461	-0.06503551504	-0.2363332315	-0.2363150939	-0.06514280024	2.994421287e-06	0.1694033062	recalcules_averages.py	1	-1.198281257	0.2417045383	-0.0001951208339	-0.34125887	0.1046028854	-0.1047783738	0.3411495914	0.442574094	4.530669805e-05	2024-12-09@15:39	-0.1036455493	-0.1633304363	0	-0.06991087699	v2.7.1	
1e-09	0	-0.02744542063	-0.1486509372	-1.17967455	6.810387079	0.2318881448	0.3774901658	0.6126130915	0.2872184906	0.2872973056	0.6124868084	0.7004932994	0.1204585065	a248bdd	2x2_2C_8b_C2v_L	1.252393149	0.8227435872	0.0005813027146	0.3003330729	-0.07019270661	-0.2353087095	-0.2352904018	-0.07034383231	2.927323217e-05	0.1723307242	recalcules_averages.py	1	-1.195607422	0.241424674	-0.0005959942194	-0.3379199692	0.1130966956	-0.113263895	0.337815087	0.4423236881	-3.072985997e-05	2024-12-09@15:39	-0.1040938802	-0.1530625274	0	-0.07408497561	v2.7.1	
1e-09	0	-0.02736228438	-0.1479048832	-1.169069281	6.899095741	0.2400883597	0.3643172953	0.6225677554	0.2765470253	0.2765910199	0.6225367543	0.7098723017	0.114885125	a248bdd	2x2_2C_8b_C2v_L	1.225926145	0.8217171591	0.0002869827896	0.290280093	-0.06458971896	-0.2290637135	-0.2290534033	-0.0647057211	4.263685566e-05	0.1702228722	recalcules_averages.py	1	-1.185770136	0.2421997854	-0.0002889468528	-0.344597683	0.1093109137	-0.1094484172	0.3445276984	0.4489805097	-4.725712336e-05	2024-12-09@15:40	-0.1199320254	-0.1392526756	0	-0.08977646769	v2.7.1	
1e-09	0	-0.02744063675	-0.1470276181	-1.182362239	6.813504009	0.230518323	0.3773979856	0.6082366168	0.288428459	0.2884836829	0.6081697305	0.6971557903	0.1176661839	a248bdd	2x2_2C_8b_C2v_L	1.247370578	0.8210866162	9.902987802e-05	0.3020159746	-0.06967198602	-0.2369160952	-0.236892967	-0.06983236376	3.011617018e-05	0.1716999178	recalcules_averages.py	1	-1.198374949	0.2413702591	-0.0001053687837	-0.337716255	0.1111461816	-0.1113126123	0.3376227935	0.4409857269	-3.62736104e-05	2024-12-09@15:40	-0.1007917519	-0.1588692598	0	-0.06966388464	v2.7.1	
1e-09	0	-0.02737899541	-0.1496504873	-1.189383705	6.712043047	0.2247898003	0.3903137976	0.6043049367	0.2962600102	0.2963025436	0.6041328439	0.692318646	0.1269130761	a248bdd	2x2_2C_8b_C2v_L	1.282878544	0.8251189054	-5.786822983e-05	0.3093250298	-0.07610068868	-0.2403830071	-0.2403401016	-0.07626488314	0.0001436556244	0.1747500739	recalcules_averages.py	1	-1.204112902	0.24060747	2.983672178e-05	-0.331386227	0.1176385853	-0.1177795984	0.331268732	0.436466031	-0.0002059098938	2024-12-09@15:41	-0.09048285054	-0.1627844031	0	-0.06103099198	v2.7.1	
1e-09	0	-0.02742616635	-0.1469383665	-1.176911054	6.859473721	0.2342770018	0.3707379742	0.6124730554	0.2830613881	0.2831680626	0.6123237298	0.7017807164	0.1148101784	a248bdd	2x2_2C_8b_C2v_L	1.233835655	0.8205071389	0.0004584157713	0.296965946	-0.06655776453	-0.2338069053	-0.2337947494	-0.06671650825	3.438378173e-05	0.1705596996	recalcules_averages.py	1	-1.193424427	0.2417018023	-0.0005005783707	-0.3409790794	0.109043808	-0.1091790816	0.3408864014	0.4442320267	-7.148354535e-05	2024-12-09@15:41	-0.1085956142	-0.1520629802	0	-0.07755054085	v2.7.1	
1e-09	0	-0.02743677553	-0.1488717966	-1.1851276	6.761186605	0.228250918	0.3842961853	0.6086516565	0.292292593	0.2923369513	0.6085837822	0.6963280172	0.1234469674	a248bdd	2x2_2C_8b_C2v_L	1.266530914	0.8235418664	0.000110502391	0.3053274146	-0.07332879077	-0.2382447481	-0.2382175231	-0.07348018114	6.067856918e-05	0.1735588705	recalcules_averages.py	1	-1.200504359	0.2410831497	-0.0001098829114	-0.3346731927	0.1152559691	-0.1154227112	0.3345749425	0.4392675624	-6.540624385e-05	2024-12-09@15:42	-0.09652043842	-0.1593109087	0	-0.06655046958	v2.7.1	
1e-09	0	-0.02742727212	-0.1474316211	-1.178943677	6.834901942	0.232871316	0.3740454491	0.6116564944	0.2853375519	0.2854477826	0.6115918868	0.7005539246	0.1168980433	a248bdd	2x2_2C_8b_C2v_L	1.24200947	0.8212622456	0.0004274525695	0.2990399677	-0.06816734715	-0.2349483275	-0.2349364736	-0.06831061218	5.071947929e-06	0.1712782643	recalcules_averages.py	1	-1.195189694	0.2415776302	-0.0004309332545	-0.3395045809	0.1104740644	-0.1106528134	0.3394040286	0.4430229966	7.520838137e-06	2024-12-09@15:42	-0.1055768202	-0.1538786303	0	-0.07482207039	v2.7.1	
1e-09	0	-0.02743298781	-0.1481734186	-1.180920749	6.8070994	0.2314325795	0.3774823021	0.6111176077	0.2878329373	0.2879124808	0.6110369632	0.6992611408	0.1191601666	a248bdd	2x2_2C_8b_C2v_L	1.250786127	0.8222433024	0.0003086262479	0.3010165538	-0.06987381728	-0.2360093355	-0.2359890167	-0.07002762352	-7.715764893e-06	0.172030242	recalcules_averages.py	1	-1.196869414	0.2414359925	-0.0003240575183	-0.3379396056	0.1122464247	-0.1123986189	0.3378481753	0.4418306471	3.185660334e-06	2024-12-09@15:42	-0.1027884469	-0.1551600991	0	-0.07246145059	v2.7.1	
1e-09	0	-0.02736435885	-0.1471933221	-1.178371552	6.8570994	0.2308157166	0.3759125094	0.6056833247	0.2862496095	0.2862302347	0.6055182491	0.6961170883	0.1190264729	a248bdd	2x2_2C_8b_C2v_L	1.250786127	0.821387019	-0.0003890116661	0.300509686	-0.06861340163	-0.2357191345	-0.2356723316	-0.06880054323	0.0001107100811	0.171919411	recalcules_averages.py	1	-1.19433896	0.2411446085	0.0003065932005	-0.3374502189	0.110757503	-0.1108313732	0.3373729975	0.4409983659	-0.000239694544	2024-12-09@15:43	-0.1027884469	-0.155342442	0	-0.07209152198	v2.7.1	
1e-09	0	-0.02730667752	-0.150202482	-1.178166999	6.8070994	0.2305256972	0.3813286355	0.6112478017	0.288385178	0.2884803772	0.6111703793	0.6991486138	0.1253003254	a248bdd	2x2_2C_8b_C2v_L	1.270786127	0.8251168665	-0.0002043726747	0.3014424147	-0.07187319628	-0.2353202849	-0.2352919439	-0.07209393789	-0.0001404549122	0.1737063606	recalcules_averages.py	1	-1.193564092	0.2409696932	0.000126826559	-0.3355714652	0.1157332049	-0.115851805	0.3354889082	0.4410234466	9.139910041e-05	2024-12-09@15:43	-0.1027884469	-0.1497940096	0	-0.0740649101	v2.7.1	
1e-09	0	-0.02701004002	-0.1390150943	-1.194888201	6.8070994	0.220159003	0.3823425307	0.5830555122	0.2949732758	0.2949238589	0.5827593129	0.679483746	0.1143908973	a248bdd	2x2_2C_8b_C2v_L	1.250786127	0.8167290969	-1.87487074e-05	0.3119321284	-0.06966652033	-0.2446532373	-0.2446086568	-0.06961276897	0.0002419215582	0.1716602462	recalcules_averages.py	1	-1.21003471	0.2397890583	0.0001662340234	-0.3327435262	0.1053306033	-0.105541094	0.332573865	0.4328986672	-0.0001162190686	2024-12-09@15:44	-0.08278844688	-0.182954375	0	-0.04710060645	v2.7.1	
1e-09	0	-0.02701243594	-0.1521666627	-1.165743758	6.840432734	0.2400433207	0.371262503	0.6335925438	0.2790915031	0.2792023866	0.633519859	0.7149607413	0.1266152336	a248bdd	2x2_2C_8b_C2v_L	1.26411946	0.8289057023	-6.198900481e-05	0.2900899049	-0.06890030585	-0.2276247977	-0.2276062293	-0.06903745877	8.78438303e-05	0.1735226218	recalcules_averages.py	1	-1.18119072	0.2414574076	2.816074278e-05	-0.3420494147	0.1173540934	-0.1174747623	0.3419660047	0.4494820258	-0.0001383084733	2024-12-09@15:44	-0.1227884469	-0.1258014331	0	-0.09542925745	v2.7.1	
1e-09	0	-0.02736327734	-0.1448603266	-1.186636894	6.815432734	0.2260385566	0.3813305457	0.5983498466	0.2919043829	0.2918977068	0.5982475965	0.6897699896	0.1179752611	a248bdd	2x2_2C_8b_C2v_L	1.25411946	0.8198010107	-0.000179514801	0.3065977424	-0.07094398877	-0.2400147195	-0.2400033289	-0.07106622639	0.0001716307917	0.1720944443	recalcules_averages.py	1	-1.202228618	0.240755708	0.0002361401015	-0.3346961076	0.1104455358	-0.1106260708	0.3346069942	0.4372190794	-0.0001726201166	2024-12-09@15:45	-0.09278844688	-0.1680351865	0	-0.060421715	v2.7.1	
1e-09	0	-0.02733512097	-0.1425444673	-1.185963733	6.845988289	0.2282903416	0.3751633322	0.5989919961	0.2889290767	0.2889812263	0.598885351	0.6914819218	0.1125767363	a248bdd	2x2_2C_8b_C2v_L	1.233008349	0.8171503952	3.837448679e-05	0.3040527903	-0.06777992347	-0.2392218753	-0.2392071613	-0.06792357864	-2.08790131e-06	0.1705000855	recalcules_averages.py	1	-1.202257584	0.2411477014	-1.682193662e-05	-0.337780093	0.1064310834	-0.1066138092	0.337681763	0.4391323998	2.444772678e-05	2024-12-09@15:45	-0.09612178022	-0.169512576	0	-0.0621726483	v2.7.1	
1e-09	0	-0.0273716637	-0.1486208835	-1.180020522	6.816821623	0.2299716974	0.3797827883	0.6078447186	0.2884309216	0.2884726722	0.6077233067	0.6968984943	0.1221367935	a248bdd	2x2_2C_8b_C2v_L	1.261341682	0.8231346125	-0.0002022849916	0.3020566527	-0.07078739827	-0.2362537908	-0.2362151133	-0.07099131058	1.735955151e-05	0.1728938695	recalcules_averages.py	1	-1.195656151	0.2410559265	0.0001218326549	-0.3360963438	0.1134443176	-0.1135488711	0.3360131442	0.440489477	-0.0001092300827	2024-12-09@15:45	-0.1011217802	-0.1546217775	0	-0.07124253916	v2.7.1	
1e-09	0	-0.02732571604	-0.1500620393	-1.173306013	6.838580882	0.2352977435	0.3742757074	0.6189802643	0.2831997195	0.2832936157	0.6189592091	0.7055426983	0.1218868207	a248bdd	2x2_2C_8b_C2v_L	1.25448983	0.824637364	-3.415912301e-06	0.2959602828	-0.06900053153	-0.2320486108	-0.232029965	-0.06917416179	-0.0001080713539	0.1724478441	recalcules_averages.py	1	-1.189216483	0.2415247225	-1.462423581e-05	-0.339648393	0.1140069642	-0.1141746445	0.3395595524	0.4450854791	0.000129027515	2024-12-09@15:46	-0.1116773358	-0.1424682137	0	-0.08282539346	v2.7.1	
1e-09	0	-0.02739107714	-0.1466216917	-1.183159857	6.821219771	0.2284025027	0.3798462828	0.6032726689	0.2899265692	0.2899155842	0.603235383	0.6934614803	0.1191233903	a248bdd	2x2_2C_8b_C2v_L	1.254212053	0.8210463875	-0.0002469096928	0.3039473155	-0.07034467615	-0.2380713511	-0.2380012838	-0.07051107368	-0.000149656883	0.1721938522	recalcules_averages.py	1	-1.198904102	0.2410167927	0.0001898903054	-0.3359548383	0.1113483409	-0.1114689944	0.3358543448	0.4391427146	0.0001533198313	2024-12-09@15:46	-0.09751066911	-0.1614617736	0	-0.06627076685	v2.7.1	
1e-09	0	-0.02744099703	-0.1484467346	-1.184365522	6.772994462	0.2290599073	0.3819476489	0.6090446713	0.2910632472	0.2911418002	0.6090021304	0.6968908571	0.1212360857	a248bdd	2x2_2C_8b_C2v_L	1.260107114	0.822888299	0.0001532575072	0.3041197946	-0.07206476701	-0.2377832833	-0.2377587562	-0.07220736723	1.84361553e-05	0.1728356379	recalcules_averages.py	1	-1.199955864	0.2411852629	-0.0001303837998	-0.3358484456	0.1139150653	-0.114113773	0.3357373531	0.4399381769	2.193130423e-05	2024-12-09@15:47	-0.09815881725	-0.1588277355	0	-0.06790286537	v2.7.1	
1e-09	0	-0.02744594428	-0.148837536	-1.187460617	6.730941993	0.2281412464	0.3845195935	0.6069526844	0.2924413859	0.292434572	0.6068840872	0.6957322347	0.1232974779	a248bdd	2x2_2C_8b_C2v_L	1.264767608	0.8236299849	-6.245130226e-05	0.3058521959	-0.07273787521	-0.2387065987	-0.2386654037	-0.07288461845	0.0001585448425	0.1736215722	recalcules_averages.py	1	-1.202857431	0.2411714797	0.0001038129727	-0.3348271517	0.1144309506	-0.1146403162	0.3347062263	0.4392431994	-0.0001480225509	2024-12-09@15:47	-0.09584400244	-0.1606445311	0	-0.0657011268	v2.7.1	
1e-09	0	-0.02743512212	-0.1468321128	-1.187702159	6.756019154	0.228467283	0.3808488509	0.6036688285	0.2906785043	0.290649105	0.6034302703	0.6949999375	0.1189588084	a248bdd	2x2_2C_8b_C2v_L	1.251835509	0.8214705191	-0.000185998441	0.3050456095	-0.07028621078	-0.238829378	-0.2387888344	-0.0704203794	-1.014379071e-05	0.1723883611	recalcules_averages.py	1	-1.203464526	0.2412491646	0.0001317593992	-0.3362544363	0.1110235332	-0.1110891138	0.3361674578	0.4395977741	-4.470393591e-05	2024-12-09@15:47	-0.0963069654	-0.1636679776	0	-0.06485215321	v2.7.1	
1e-09	0	-0.0274924831	-0.1493568054	-1.18760103	6.708153927	0.2303405679	0.3825549628	0.6109884612	0.2909745997	0.2908774096	0.6108724962	0.6993983664	0.1221750434	a248bdd	2x2_2C_8b_C2v_L	1.257380777	0.8238675188	-5.782691669e-05	0.3041113453	-0.07162274531	-0.2376974547	-0.2376527979	-0.07167272076	3.203373351e-05	0.1732749033	recalcules_averages.py	1	-1.203277943	0.2415849949	0.0001672379697	-0.3367260756	0.1138024437	-0.1140072586	0.336597761	0.4412581804	8.959199656e-05	2024-12-09@15:48	-0.09911560738	-0.1581679541	0	-0.06909579772	v2.7.1	
1e-09	0	-0.02752096297	-0.1506812231	-1.189931669	6.651621005	0.2312867355	0.3840435512	0.6148871579	0.2916611288	0.2914585501	0.6147020686	0.7023783989	0.1235471465	a248bdd	2x2_2C_8b_C2v_L	1.258965139	0.8253202437	-6.156792345e-05	0.3042366194	-0.07221486697	-0.2375833883	-0.2375218552	-0.07221143977	6.31357348e-05	0.1737773143	recalcules_averages.py	1	-1.205565364	0.2418571331	0.0002117615799	-0.3371737524	0.114976699	-0.1151780457	0.3370282929	0.4423380316	9.461732299e-05	2024-12-09@15:48	-0.09991807651	-0.156465131	0	-0.07050308486	v2.7.1	
1e-09	0	-0.02746652609	-0.1493701372	-1.195909295	6.618622034	0.2269641201	0.3886010411	0.605354141	0.2953585181	0.2952353694	0.6050696367	0.6961176836	0.1237861982	a248bdd	2x2_2C_8b_C2v_L	1.266259378	0.8247861076	-0.0002012574676	0.309028344	-0.07348586904	-0.2407784815	-0.2407169055	-0.07361091939	-1.708912498e-05	0.1741950009	recalcules_averages.py	1	-1.21109349	0.241365322	0.0001190986066	-0.3341941043	0.1146358241	-0.1146475938	0.3341142347	0.4388815928	-6.869572165e-05	2024-12-09@15:49	-0.09192424935	-0.1651816058	0	-0.06156792833	v2.7.1	
1e-09	0	-0.02746780936	-0.1522721582	-1.194651336	6.578104202	0.2291193295	0.3904068022	0.6141957238	0.2954000008	0.2953202378	0.6142200712	0.701412431	0.1279520998	a248bdd	2x2_2C_8b_C2v_L	1.274825907	0.8277247976	-9.431735136e-05	0.3076836875	-0.07510442402	-0.2392069233	-0.2391312281	-0.07535354158	0.0001009479999	0.1753117102	recalcules_averages.py	1	-1.209722859	0.2416412194	5.121001543e-05	-0.3345709194	0.1181002399	-0.1182822805	0.3344636093	0.4407920889	-0.0001731716565	2024-12-09@15:49	-0.09548392013	-0.1578435659	0	-0.06692073753	v2.7.1	
1e-09	0	-0.02752243035	-0.1528234225	-1.19967734	6.501289501	0.2300416099	0.3908229249	0.615983163	0.2957724992	0.295974131	0.6162359493	0.704041263	0.1268035199	a248bdd	2x2_2C_8b_C2v_L	1.268599341	0.8283333334	2.043892634e-05	0.308110366	-0.07451678885	-0.2396737173	-0.2396566357	-0.07463214162	-8.261842589e-05	0.1752075135	recalcules_averages.py	1	-1.214886277	0.2420617611	8.9744907e-05	-0.3358442924	0.1173459496	-0.117656489	0.3357135032	0.4420993263	0.0002369866202	2024-12-09@15:49	-0.09570682823	-0.1589117284	0	-0.06700135301	v2.7.1	
1e-09	0	-0.02752356705	-0.1547172269	-1.206104418	6.386463255	0.2311064872	0.3940942319	0.6205879865	0.2976103467	0.2975266611	0.6208194517	0.708062244	0.1292344389	a248bdd	2x2_2C_8b_C2v_L	1.270515208	0.8307854772	-1.461595286e-05	0.3093099466	-0.0754638719	-0.2402104171	-0.2401007111	-0.07558649845	0.000179698999	0.1762882382	recalcules_averages.py	1	-1.221211953	0.242519712	0.0001251716495	-0.3364055709	0.1188115868	-0.1191541784	0.336207849	0.4436314487	-7.947242478e-05	2024-12-09@15:50	-0.09563824112	-0.1579654206	0	-0.06759720774	v2.7.1	
1e-09	0	-0.02749981189	-0.1552800497	-1.198021172	6.458836941	0.2339282478	0.3894914617	0.6276702592	0.2938486057	0.2940221696	0.6275943586	0.7130860825	0.1294955702	a248bdd	2x2_2C_8b_C2v_L	1.269944792	0.831047127	0.0006225542406	0.3049580415	-0.07438937117	-0.237237585	-0.2372133727	-0.07468187511	9.740541894e-05	0.1759444825	recalcules_averages.py	1	-1.213322129	0.2425319655	-0.0007093354233	-0.3380765951	0.1194419368	-0.1196523373	0.3379569979	0.445897275	-0.000196598191	2024-12-09@15:50	-0.1021025758	-0.1498586796	0	-0.07491039416	v2.7.1	
1e-09	0	-0.02757942357	-0.1549984603	-1.201274522	6.419843266	0.234820266	0.3880332908	0.6267311091	0.293431194	0.2936990112	0.6271693231	0.7126751843	0.126053792	a248bdd	2x2_2C_8b_C2v_L	1.258124185	0.8303883361	-6.887597111e-05	0.3046217543	-0.07264366872	-0.2375028358	-0.2375451212	-0.0727647458	8.321958926e-05	0.1750251824	recalcules_averages.py	1	-1.216879866	0.2428911502	0.0001291333193	-0.3397319156	0.1172775188	-0.1174957816	0.339719336	0.4466904537	-2.562437078e-05	2024-12-09@15:50	-0.1029553422	-0.1515739082	0	-0.07527449021	v2.7.1	
1e-09	0	-0.02762681306	-0.1562226891	-1.204752358	6.340712798	0.2377850238	0.3867903242	0.6332617405	0.2922129337	0.2925564028	0.6337088822	0.7189077386	0.1252687658	a248bdd	2x2_2C_8b_C2v_L	1.249773324	0.8317577526	-6.025231467e-05	0.3030981321	-0.07138737003	-0.2365898335	-0.2366495179	-0.071671874	-8.531798064e-05	0.1749708531	recalcules_averages.py	1	-1.220588108	0.2435330542	-0.0001083360723	-0.34231026	0.1169821296	-0.1170255531	0.3424005529	0.4498400729	-7.730574974e-05	2024-12-09@15:51	-0.1066910532	-0.1484262246	0	-0.07944286496	v2.7.1	
1e-09	0	-0.02763183846	-0.1524440812	-1.202164141	6.460361098	0.2330550332	0.3867943592	0.6206563112	0.2939215186	0.2939708774	0.6206662885	0.7087889793	0.1226461369	a248bdd	2x2_2C_8b_C2v_L	1.249557656	0.8273826871	0.000111725021	0.3060435512	-0.0720141064	-0.2389842669	-0.2389629737	-0.07215203022	0.0001559059011	0.1741135876	recalcules_averages.py	1	-1.217959715	0.2427852505	-6.731447731e-05	-0.3393295258	0.1148012548	-0.1150119596	0.3392283481	0.4450079632	-0.0001372997122	2024-12-09@15:51	-0.09939567139	-0.1589161114	0	-0.07007993893	v2.7.1	
1e-09	0	-0.02763571583	-0.1505965983	-1.204318256	6.461123177	0.2325010523	0.3850689925	0.6153382683	0.2931177637	0.2932796622	0.6152760473	0.706984943	0.1196149766	a248bdd	2x2_2C_8b_C2v_L	1.239364087	0.8255322201	3.517727162e-05	0.3065467935	-0.0702148219	-0.2397462173	-0.2397682825	-0.07036274035	5.195961471e-05	0.1733610677	recalcules_averages.py	1	-1.220358795	0.2428220266	1.745650534e-05	-0.3398344928	0.1118020023	-0.1120252885	0.3397417117	0.4446992075	-1.719255367e-05	2024-12-09@15:52	-0.09804221917	-0.1636084954	0	-0.06741261035	v2.7.1	
1e-09	0	-0.02759606665	-0.1572026785	-1.220870973	6.140578481	0.2364153803	0.39379081	0.6316180754	0.2972617152	0.297134606	0.6314788449	0.7208619434	0.1262046142	a248bdd	2x2_2C_8b_C2v_L	1.24746994	0.8338328547	-0.0001787433362	0.3085809466	-0.07265685484	-0.2401968932	-0.2401203441	-0.072841841	-1.344300816e-05	0.1762199965	recalcules_averages.py	1	-1.236546421	0.2441081951	0.0001382468785	-0.3420383122	0.1168175416	-0.1169444968	0.3419275794	0.4501119684	-2.782949823e-05	2024-12-09@15:52	-0.1003295991	-0.1562395167	0	-0.07260196614	v2.7.1	
1e-09	0	-0.02780336319	-0.1549267386	-1.213412853	6.241813049	0.2403969119	0.3835122786	0.6346925278	0.2909366378	0.2911182076	0.6347595448	0.7240066603	0.1192314364	a248bdd	2x2_2C_8b_C2v_L	1.22055636	0.8298358888	0.0004303611945	0.3028788592	-0.0684158858	-0.2372575256	-0.2372617345	-0.0686867187	-0.000267778773	0.1736669965	recalcules_averages.py	1	-1.230034935	0.2446074949	-0.0005384667905	-0.3462116499	0.1125551894	-0.1126886018	0.346173025	0.4529536767	0.0002345329321	2024-12-09@15:52	-0.1077370066	-0.1542838637	0	-0.07898324073	v2.7.1	
1e-09	0	-0.02792882074	-0.1549255016	-1.217035642	6.169487946	0.2444933524	0.3781769532	0.641140979	0.2873361468	0.2875003216	0.6406758163	0.7314411843	0.1148573631	a248bdd	2x2_2C_8b_C2v_L	1.195576936	0.8293882566	0.0007481680666	0.2996075024	-0.0655609529	-0.235511283	-0.2355496161	-0.06551384029	2.656014227e-05	0.1725148414	recalcules_averages.py	1	-1.234369818	0.2454678271	-0.0006373325571	-0.3507732053	0.1097814328	-0.1099312405	0.3506381482	0.4575211362	0.0001242641692	2024-12-09@15:53	-0.1137863893	-0.1523396262	0	-0.08490055903	v2.7.1	
1e-09	0	-0.02778301503	-0.1506470896	-1.196931987	6.5069708	0.2401125951	0.3729304213	0.6268644447	0.284432793	0.2845085836	0.6264309263	0.7171914777	0.113627258	a248bdd	2x2_2C_8b_C2v_L	1.209006291	0.8241090339	0.0003665326152	0.2976398181	-0.06516774809	-0.2344432025	-0.2344352074	-0.06525312252	-6.682824293e-05	0.1710955058	recalcules_averages.py	1	-1.214080233	0.2437921981	-0.0004383142884	-0.3465730101	0.108496328	-0.1085181697	0.3464805797	0.4513284375	2.096845337e-05	2024-12-09@15:53	-0.1120168419	-0.1530863179	0	-0.08169062974	v2.7.1	
