D	D2	D2_ave	D_ave	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	mu_ave	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	script	t	t_ave	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tp	tp_ave	tpp	tpp_ave	version	
1e-09	0	0.03159371692	-0.06847685001	-0.7575190109	9.762523709	-0.2549322797	0.6609187289	0.3922962691	0.8361608881	0.8519477016	0.3948518669	-0.3844664416	0.986633704	a248bdd	2x2_2C_8b_C2v_L	2.605850565	0.9816280972	-0.08158188857	0.3349989177	0.2231840646	0.1949672724	0.1918971108	0.2262728861	0.001058058968	-0.0002430789681	recalcules_averages.py	1	-0.7552288989	-0.08691689464	0.03155799572	-0.1211116683	0.1188485101	-0.1204655041	0.1204430891	-0.2462319933	-0.2519874897	2024-12-09@16:54	-0.08753530966	0.02616215004	0	-0.01521468936	v2.7.1	
1e-09	0	0.03274656587	-0.07289452565	-0.766299141	9.655022241	0.6412127605	0.2976100539	0.4013894456	0.8464351405	0.848369339	0.4028199525	-0.3876205886	0.9555597907	a248bdd	2x2_2C_8b_C2v_L	2.598297911	0.9799733095	0.3591688663	0.002429347652	0.2196932622	0.2081623115	0.2074717536	0.2204797897	-0.0003292628367	-0.0005270006379	recalcules_averages.py	1	-0.7654892428	0.0009310449534	-0.1010785445	-0.1264404371	0.113548484	-0.1142924983	0.1263074693	-0.2396945747	-0.2485663986	2024-12-09@16:55	-0.05167598096	0.01567262221	0	-0.01179718525	v2.7.1	
1e-09	0	0.03335621229	-0.07809054564	-0.7750110583	9.62121649	0.6477787834	0.3023399265	0.393496787	0.8275088439	0.8285571797	0.3937626937	-0.3853333266	0.9241025134	a248bdd	2x2_2C_8b_C2v_L	2.580204068	0.9767566082	0.3649090614	-0.000859570129	0.2115334241	0.2192051881	0.2190333266	0.2117470463	-8.876062313e-05	-0.0001297812825	recalcules_averages.py	1	-0.7746043809	-0.0003561303367	-0.1082924438	-0.1341343377	0.1082732439	-0.1085095069	0.134077336	-0.2364281643	-0.2506509604	2024-12-09@16:55	-0.03726705787	0.01091251605	0	-0.01123769841	v2.7.1	
1e-09	0	0.03375073835	-0.07460496256	-0.7710126722	9.520927464	0.6864305029	0.3157115948	0.4088844566	0.8717222763	0.8705275808	0.4085301725	-0.3990770872	0.9757421828	a248bdd	2x2_2C_8b_C2v_L	2.609835278	0.9809783109	0.3779033022	-0.004462832697	0.2126865367	0.2276011848	0.2277615602	0.2123901827	-0.0002041077913	-0.0003002948099	recalcules_averages.py	1	-0.7709726533	-0.001705064183	-0.103183025	-0.1270521554	0.1019425651	-0.1016804253	0.1270723338	-0.2332421977	-0.2405283053	2024-12-09@16:55	-0.01112233061	0.003598064529	0	-0.006559919832	v2.7.1	
1e-09	0	0.0352508891	-0.07990592508	-0.780685386	9.400129342	0.7227320413	0.3303382661	0.4057299498	0.886160551	0.8876126505	0.4010946293	-0.4074375528	0.9830352584	a248bdd	2x2_2C_8b_C2v_L	2.611827635	0.9799496517	0.3953465986	-0.01109162763	0.2015629762	0.2486069662	0.250280033	0.2002945475	-0.0007718643684	-0.0007191715154	recalcules_averages.py	1	-0.7804616754	-0.004236039236	-0.1078103188	-0.1301372094	0.08928727938	-0.08853430912	0.1298314432	-0.2269458252	-0.2350139735	2024-12-09@16:56	0.02708415892	-0.008259830881	0	-0.001923066278	v2.7.1	
1e-09	0	0.03445795143	-0.08118030511	-0.784141129	9.438970177	0.6805340444	0.3059728153	0.4057259977	0.8621288518	0.8628349427	0.4063034782	-0.3914411932	0.9249781181	a248bdd	2x2_2C_8b_C2v_L	2.585138444	0.9772421935	0.3791694217	-0.002451137564	0.2108114642	0.2297446731	0.2294147345	0.2111489979	-3.319133748e-05	-3.542836999e-05	recalcules_averages.py	1	-0.7841334861	-0.0009941927925	-0.1098369164	-0.1346859645	0.1041539101	-0.1045059701	0.1346360292	-0.2308247201	-0.2447615975	2024-12-09@16:56	-0.006311537875	0.001210917726	0	-0.00712290029	v2.7.1	
1e-09	0	0.03652224864	-0.09741471345	-0.8089328316	9.33632407	0.7241450762	0.2991861016	0.389504532	0.8786347835	0.8810250683	0.389476642	-0.3996013552	0.839640299	a248bdd	2x2_2C_8b_C2v_L	2.564514894	0.969581942	0.4063684328	7.372299787e-05	0.1890264228	0.2669838925	0.2660914491	0.1898849122	1.535909429e-07	1.367068496e-05	recalcules_averages.py	1	-0.8077723614	-6.490092419e-05	-0.1248115275	-0.1484283534	0.08513939595	-0.08602403845	0.1480863495	-0.2198986807	-0.2377079104	2024-12-09@16:56	0.05514911345	-0.02104240848	0	0.000643149275	v2.7.1	
1e-09	0	0.03590844476	-0.1204029048	-0.8512656047	9.185876137	0.7570048562	0.2799150394	0.3722660768	0.9098178611	0.9120697646	0.3723647676	-0.4079082282	0.7196956351	a248bdd	2x2_2C_8b_C2v_L	2.53663974	0.9568387801	0.4332791477	-3.795170677e-05	0.1726583935	0.2987038121	0.298443332	0.1732048731	-0.0002070543167	-0.0002560748856	recalcules_averages.py	1	-0.8454093169	-8.850826602e-07	-0.1458430667	-0.1646432471	0.0730020093	-0.07350949525	0.1645157118	-0.2087932901	-0.2332242592	2024-12-09@16:57	0.1157963725	-0.05057401638	0	0.01302808214	v2.7.1	
1e-09	0	0.03776231374	-0.09762395662	-0.8135852005	9.162399236	0.7653226294	0.3217048841	0.4012004484	0.9101481109	0.9117607494	0.4016153451	-0.4183139611	0.8929049345	a248bdd	2x2_2C_8b_C2v_L	2.594116581	0.9727377458	0.4224669788	-1.888106171e-05	0.1864631112	0.2790446075	0.2788242139	0.1868791444	0.0001192238539	0.0001745004979	recalcules_averages.py	1	-0.8108417016	-1.020209088e-05	-0.1249311956	-0.1445880761	0.07816497395	-0.07852240197	0.1445342156	-0.2157808558	-0.231404479	2024-12-09@16:57	0.08788154753	-0.03121814305	0	0.006725322565	v2.7.1	
1e-09	0	0.03918135795	-0.1159306858	-0.8488679405	8.932990609	0.8109594028	0.3162543045	0.3924764225	0.9567013444	0.9589544928	0.3924823769	-0.4449878455	0.8169935645	a248bdd	2x2_2C_8b_C2v_L	2.601072838	0.9660510833	0.4513493905	0.0001234124039	0.173917769	0.309131259	0.3093004823	0.1740440184	-0.0001179607965	-0.0001435494052	recalcules_averages.py	1	-0.8400972929	4.992473862e-05	-0.1403962013	-0.1535814806	0.06658031259	-0.06671657728	0.1535559168	-0.2067846959	-0.2233782023	2024-12-09@16:57	0.1504558502	-0.05829382862	0	0.02012098975	v2.7.1	
1e-09	0	0.03985643989	-0.1195173789	-0.8499150181	9.007325837	0.820790297	0.3195009967	0.3928817611	0.9908592129	0.9819086226	0.402915833	-0.4487319552	0.7834619163	a248bdd	2x2_2C_8b_C2v_L	2.599805134	0.9641032627	0.4569039779	0.004468294344	0.1757402263	0.3151232547	0.313975699	0.1752504875	-0.00145487931	-0.001504806223	recalcules_averages.py	1	-0.839700912	0.001797627194	-0.143413523	-0.1542863187	0.06757804574	-0.0677010839	0.1556386714	-0.2047788163	-0.2190487678	2024-12-09@16:58	0.1614376196	-0.0632696763	0	0.02258071881	v2.7.1	
1e-09	0	0.02932520962	-0.1594949348	-0.9466274383	8.791503666	0.8385269067	0.2443620711	0.3288562524	1.000899864	0.9980352033	0.3286372334	-0.4815195125	0.5783211277	a248bdd	2x2_2C_8b_C2v_L	2.607138478	0.9365799402	0.4933841727	-0.0004598058933	0.1577542984	0.3560724687	0.3557780669	0.1578648045	-0.001541117874	-0.001574920133	recalcules_averages.py	1	-0.914283741	-0.0002599940752	-0.1784212862	-0.175407905	0.05182498792	-0.05196001364	0.1753871457	-0.1975923333	-0.2124613108	2024-12-09@16:58	0.2453121983	-0.1318470802	0	0.06592936	v2.7.1	
1e-09	0	0.03721656635	-0.09247437411	-0.8030947387	9.246171424	0.7546886931	0.3185464483	0.4012075322	0.9147920368	0.9149907054	0.4018874481	-0.4134895844	0.88592694	a248bdd	2x2_2C_8b_C2v_L	2.600145962	0.9748121422	0.4159643543	0.0002030653151	0.1894904248	0.2735369656	0.27334916	0.1897271544	-8.468745061e-05	-0.0001125119839	recalcules_averages.py	1	-0.8011814602	6.839664961e-05	-0.1199216764	-0.140829353	0.08060006579	-0.0808509447	0.1408445674	-0.2174474686	-0.229011908	2024-12-09@16:58	0.07471584334	-0.02560739924	0	0.004527392688	v2.7.1	
1e-09	0	0.04034093267	-0.1278166532	-0.871512086	8.788001177	0.8530363782	0.3145634421	0.3911264957	1.01706655	1.018208773	0.3915021816	-0.4778483297	0.7549863746	a248bdd	2x2_2C_8b_C2v_L	2.636167728	0.9633954721	0.4754848865	-0.0009021026676	0.1696089904	0.3319840378	0.3317237278	0.1700526323	9.341194088e-05	0.0001272626278	recalcules_averages.py	1	-0.8550439811	-0.0004510915059	-0.1484631013	-0.1552304879	0.05951680586	-0.05989879758	0.1551361771	-0.2003124651	-0.2100823051	2024-12-09@16:59	0.2025904287	-0.0812876746	0	0.03394847541	v2.7.1	
1e-09	0	0.03254006245	-0.1610415783	-0.9572393445	8.51383973	0.8791180577	0.261326385	0.341356259	1.058737912	1.054781068	0.3401914637	-0.5242898713	0.6183460519	a248bdd	2x2_2C_8b_C2v_L	2.671994144	0.9431311779	0.509260986	-0.0003244662794	0.1617690854	0.3672118783	0.3669368039	0.161080169	-0.002021911617	-0.002107444201	recalcules_averages.py	1	-0.9181913872	-0.0002158766528	-0.1784909891	-0.1713437585	0.05049820471	-0.0499194496	0.1711777838	-0.1969692381	-0.2060897523	2024-12-09@16:59	0.2763110863	-0.1413188217	0	0.07524181286	v2.7.1	
1e-09	0	0.02364469924	-0.1666477157	-0.9873839852	8.572706992	0.8426998138	0.2265503227	0.3092639309	0.9960203225	0.9969426685	0.3097638034	-0.4833242051	0.5408295583	a248bdd	2x2_2C_8b_C2v_L	2.624551171	0.9291415566	0.5042226848	7.715395223e-05	0.1569080316	0.3655018563	0.3656004889	0.157134001	-0.006942389891	-0.006843044233	recalcules_averages.py	1	-0.9449474841	6.461790008e-05	-0.1887355309	-0.1798628127	0.04951561808	-0.04967591377	0.1799609993	-0.1970237361	-0.2116890643	2024-12-09@17:00	0.2682734223	-0.1581837684	0	0.08582141804	v2.7.1	
1e-09	0	0.03891710704	-0.1044736865	-0.8253422896	9.077805316	0.7951009687	0.3214157718	0.3990889762	0.9510996578	0.9515512842	0.399034222	-0.433346341	0.848225076	a248bdd	2x2_2C_8b_C2v_L	2.606247264	0.9710633222	0.4386365409	-0.0003250296105	0.1801014886	0.2965229763	0.2964665212	0.1802016719	-0.0001316861915	-0.0001734033981	recalcules_averages.py	1	-0.8198768019	-0.0001440562314	-0.1300557703	-0.1465212258	0.07121962398	-0.07130050825	0.1464768404	-0.2103623539	-0.2226694134	2024-12-09@17:00	0.1231052381	-0.04439687275	0	0.01328883943	v2.7.1	
1e-09	0	0.03709693174	-0.1437630503	-0.9046124261	8.7410731	0.8478480035	0.2861226727	0.369133503	1.015786095	1.016853242	0.3691267234	-0.4807730028	0.6811843461	a248bdd	2x2_2C_8b_C2v_L	2.618449869	0.9525250258	0.4831033049	-0.000413063874	0.1651246329	0.3422991151	0.3421478706	0.1652980716	-0.0005345601921	-0.0005941197728	recalcules_averages.py	1	-0.8825894631	-0.0002360538477	-0.1624939747	-0.1659485253	0.0575281378	-0.05766498956	0.1658959283	-0.1990173117	-0.213391836	2024-12-09@17:00	0.2198840276	-0.1001571743	0	0.04520802424	v2.7.1	
1e-09	0	0.0394832689	-0.1117829888	-0.8392282973	8.993622262	0.8110974068	0.3205106916	0.3946488135	0.9634026702	0.9636429936	0.3946108591	-0.4381682273	0.7944055329	a248bdd	2x2_2C_8b_C2v_L	2.609297915	0.9683718049	0.4495939302	-0.0002144360716	0.1749466448	0.3078319812	0.3077831322	0.1750088647	-7.280470949e-05	-9.062218177e-05	recalcules_averages.py	1	-0.831113288	-0.000100693457	-0.1362908321	-0.1499126907	0.06652302023	-0.06657974627	0.1498770337	-0.2058144747	-0.2171166134	2024-12-09@17:01	0.1472999355	-0.05509173604	0	0.01871202146	v2.7.1	
1e-09	0	0.04013815776	-0.1241788817	-0.8596901101	8.926308907	0.8410673952	0.3070978762	0.3856359293	1.013285259	1.014732998	0.3843111097	-0.469366167	0.7800910732	a248bdd	2x2_2C_8b_C2v_L	2.62910768	0.9638328487	0.4691245876	-0.0007305402086	0.1698547135	0.3276810846	0.3280159965	0.1694899538	3.742929008e-05	5.915706044e-05	recalcules_averages.py	1	-0.8454061761	-0.0003330008733	-0.1447480496	-0.1533319314	0.06057453816	-0.06029681789	0.1532041025	-0.2019093875	-0.2127847274	2024-12-09@17:01	0.1904294723	-0.07500905027	0	0.02997153808	v2.7.1	
1e-09	0	0.03875491825	-0.1395910863	-0.8911639235	8.820801685	0.8564282962	0.2925287783	0.3730479677	1.033345978	1.033305543	0.3728307309	-0.489485775	0.6984652085	a248bdd	2x2_2C_8b_C2v_L	2.634089112	0.9559760075	0.484149479	-0.0002237903353	0.1659127807	0.3429288801	0.3424981109	0.166311148	0.001134077594	0.001299932039	recalcules_averages.py	1	-0.86971177	-0.0001287582355	-0.1575506057	-0.161088257	0.05672757808	-0.05707787418	0.1608819648	-0.1989811686	-0.2088588199	2024-12-09@17:02	0.2223384116	-0.09648424334	0	0.04314194658	v2.7.1	
1e-09	0	0.03964201895	-0.1171492726	-0.8491451012	8.950417118	0.8253188224	0.3155463115	0.3915301297	0.9802978372	0.9805722088	0.3918778149	-0.4515712864	0.7781032372	a248bdd	2x2_2C_8b_C2v_L	2.615495714	0.9661843366	0.4581040297	-2.897904107e-05	0.1715541213	0.3167217367	0.3167067653	0.1717007808	-0.0001306617994	-0.000178165244	recalcules_averages.py	1	-0.8385428355	-6.847015012e-06	-0.1413704673	-0.1528993675	0.0636705582	-0.06378147233	0.1529623926	-0.2038056694	-0.2158698256	2024-12-09@17:02	0.1660595545	-0.06384616466	0	0.02342383318	v2.7.1	
1e-09	0	0.03955230356	-0.1311525133	-0.8745945431	8.864006829	0.8459584196	0.2990264165	0.3784659279	1.016417928	1.018362516	0.3786646261	-0.4762493092	0.7391520771	a248bdd	2x2_2C_8b_C2v_L	2.627891313	0.9602119924	0.4752098556	-0.0002243566907	0.1666767826	0.3346047146	0.3345962201	0.1669435506	-0.000386223574	-0.0004504468679	recalcules_averages.py	1	-0.8574890596	-0.000120810404	-0.1506403142	-0.1573848169	0.05823674294	-0.05846879892	0.1573542384	-0.2004983927	-0.2116695203	2024-12-09@17:03	0.2035787925	-0.08402389652	0	0.03528405981	v2.7.1	
1e-09	0	0.03997902888	-0.1205196614	-0.8543798665	8.928814546	0.8307887063	0.3123366024	0.3896972232	0.9869791076	0.9874574972	0.3902536523	-0.4575387079	0.7632371496	a248bdd	2x2_2C_8b_C2v_L	2.618594614	0.9651292063	0.4625787526	0.0001513330087	0.1705414282	0.3208628445	0.3208475013	0.1707543463	-0.000271097602	-0.0003296534416	recalcules_averages.py	1	-0.842404763	3.309361614e-05	-0.1425347365	-0.1531428584	0.06187628688	-0.0620667826	0.1531544694	-0.2029425337	-0.2130718279	2024-12-09@17:03	0.175439364	-0.06825779038	0	0.02595274227	v2.7.1	
1e-09	0	0.04082938644	-0.1280433851	-0.8729945778	8.75475725	0.8683146573	0.3181361935	0.389313155	1.038033629	1.038839778	0.3889728903	-0.488882421	0.774971215	a248bdd	2x2_2C_8b_C2v_L	2.656108214	0.9645760124	0.4822747335	0.0001038026871	0.1680113334	0.3383233239	0.3384721949	0.1678631868	-0.000139127958	-0.000168178116	recalcules_averages.py	1	-0.8542260911	4.063305717e-05	-0.148434524	-0.152816806	0.05694113471	-0.05684506836	0.1527839656	-0.1986378213	-0.2070683748	2024-12-09@17:04	0.2175352237	-0.08627791956	0	0.03732410961	v2.7.1	
1e-09	0	0.04139166215	-0.1340351042	-0.8877844057	8.628472956	0.8896816921	0.3220897503	0.3924958654	1.069095326	1.070308231	0.3931808524	-0.5243875323	0.7706780581	a248bdd	2x2_2C_8b_C2v_L	2.684259754	0.9639918923	0.4949936369	5.639054996e-05	0.1681458929	0.3490673145	0.3489402859	0.1684849677	-0.0003732451312	-0.0004472761707	recalcules_averages.py	1	-0.8634009782	3.898284142e-05	-0.1527288177	-0.1533084987	0.05465720071	-0.05491554127	0.153346919	-0.1974729525	-0.2024892998	2024-12-09@17:04	0.2455840257	-0.09928751421	0	0.04592756503	v2.7.1	
1e-09	0	0.04071916542	-0.1387652087	-0.8961283836	8.633040814	0.8908931128	0.309800899	0.3849600705	1.071020417	1.070601687	0.3845970793	-0.5245738146	0.7273530636	a248bdd	2x2_2C_8b_C2v_L	2.681095494	0.9610058846	0.4975624111	-6.91824475e-05	0.1670101181	0.3520674299	0.3520487603	0.1668519705	0.0009779202766	0.00113456175	recalcules_averages.py	1	-0.869969423	-3.77644381e-05	-0.1561774855	-0.1561097902	0.05397076872	-0.05383664198	0.1560635951	-0.196888975	-0.2010908478	2024-12-09@17:04	0.2502965871	-0.1045118546	0	0.04934676798	v2.7.1	
1e-09	0	0.03946962341	-0.1475532087	-0.9233992917	8.440034391	0.9064639961	0.3049479362	0.3787009179	1.087270709	1.08773496	0.3788715605	-0.546978501	0.7130486461	a248bdd	2x2_2C_8b_C2v_L	2.705240971	0.9577384138	0.5092889665	-0.0005425685781	0.1658039993	0.3625644621	0.3623227977	0.1661721172	-0.0009087695232	-0.001008992959	recalcules_averages.py	1	-0.88997016	-0.000285213999	-0.1653155842	-0.1608391399	0.05197852462	-0.05224343439	0.1607582009	-0.1959652626	-0.2013587172	2024-12-09@17:05	0.2752178887	-0.1214642397	0	0.06152817222	v2.7.1	
1e-09	0	0.04069542801	-0.128115426	-0.8706612147	8.804740278	0.8617204504	0.3130264626	0.3887549174	1.032410898	1.033453337	0.3892769132	-0.4899026213	0.7711327915	a248bdd	2x2_2C_8b_C2v_L	2.648141002	0.9638420124	0.4795081136	-4.829668138e-05	0.1685450281	0.3361665579	0.3361280314	0.1688106312	-0.0004568818136	-0.0005564440569	recalcules_averages.py	1	-0.8528350157	-2.395494949e-05	-0.1479174176	-0.1535557168	0.05779529762	-0.05800065352	0.1536035693	-0.2001315129	-0.2085171015	2024-12-09@17:05	0.2116265764	-0.08423421665	0	0.03587926226	v2.7.1	
1e-09	0	0.04105606627	-0.1416654468	-0.9028058835	8.589501522	0.9051731957	0.312402994	0.3854696032	1.100451992	1.100044503	0.3843435521	-0.5522962486	0.774850679	a248bdd	2x2_2C_8b_C2v_L	2.706163106	0.9610159928	0.5057542699	-0.0007375771838	0.1676621812	0.3595378539	0.3587745909	0.1683688423	-0.0002797857663	-0.0003852181421	recalcules_averages.py	1	-0.8724257658	-0.0003065780267	-0.1582115152	-0.1553419645	0.05267660711	-0.05311931776	0.155021711	-0.1971660072	-0.2014584735	2024-12-09@17:06	0.2690810308	-0.1129032301	0	0.05518182978	v2.7.1	
1e-09	0	0.03868221527	-0.1535354011	-0.9370356314	8.429269917	0.9193582674	0.2961393797	0.3666521793	1.105526075	1.104943354	0.3662821052	-0.5714650007	0.6844443157	a248bdd	2x2_2C_8b_C2v_L	2.732871234	0.9549809303	0.5193960341	0.0001454876011	0.1643316911	0.3720398095	0.3722820595	0.1640034819	0.0005445303234	0.0005910519587	recalcules_averages.py	1	-0.8965239419	8.896951456e-05	-0.1700706062	-0.1613758152	0.048636528	-0.04834998205	0.1613832988	-0.1951904981	-0.196102092	2024-12-09@17:06	0.2983478527	-0.1357867636	0	0.07197348132	v2.7.1	
1e-09	0	0.04105156155	-0.1325309164	-0.8815774714	8.710872688	0.880128028	0.3156550182	0.3893981784	1.054933323	1.0559768	0.3891040539	-0.5112214258	0.7682980408	a248bdd	2x2_2C_8b_C2v_L	2.66932356	0.9633845467	0.4895775736	-0.0002928356072	0.1679482159	0.3445275838	0.344445789	0.1680913484	-0.0002931092695	-0.0003463518003	recalcules_averages.py	1	-0.8596099221	-0.0001517387916	-0.1512905971	-0.1537453184	0.05553434653	-0.05568029402	0.1536268634	-0.1984458455	-0.2048645668	2024-12-09@17:07	0.2333068955	-0.09415730768	0	0.04239309907	v2.7.1	
1e-09	0	0.04175987654	-0.132583156	-0.8835088238	8.652857296	0.8946689149	0.324625417	0.3949204503	1.082739952	1.084200021	0.3949749346	-0.5301818229	0.7968584136	a248bdd	2x2_2C_8b_C2v_L	2.692068787	0.9651910394	0.4961517688	-0.001377447017	0.1696071836	0.3494681618	0.3496853876	0.1696271487	-0.0002332486563	-0.0002730670599	recalcules_averages.py	1	-0.8589515343	-0.0006609696493	-0.150907411	-0.1512662769	0.05493057422	-0.05499464186	0.1512586548	-0.1975309149	-0.2021304638	2024-12-09@17:07	0.2483513809	-0.09888122731	0	0.04563608269	v2.7.1	
1e-09	0	0.04215233756	-0.1288246752	-0.8766584278	8.662765537	0.8993808462	0.3335977345	0.4000130577	1.079730428	1.080749255	0.4006238049	-0.5294800562	0.8224996283	a248bdd	2x2_2C_8b_C2v_L	2.697555433	0.9674598097	0.4959202908	0.0001550355558	0.1697722639	0.3480713362	0.347708926	0.1703849557	-0.0002168032118	-0.0002719037299	recalcules_averages.py	1	-0.8529092328	7.645027886e-05	-0.1482154549	-0.1486277032	0.05463260001	-0.05507857291	0.1485997691	-0.1972378807	-0.2011914938	2024-12-09@17:08	0.2473787778	-0.09600336425	0	0.04371415952	v2.7.1	
1e-09	0	0.04186829274	-0.13703772	-0.8971405768	8.542953989	0.9177993022	0.3245023474	0.3919983933	1.098927789	1.101068715	0.3922800958	-0.5578472913	0.7890145185	a248bdd	2x2_2C_8b_C2v_L	2.722661969	0.9647387238	0.50836174	0.0002633000086	0.166938193	0.3598056364	0.36010641	0.1669832858	-9.257195295e-06	-1.553265415e-05	recalcules_averages.py	1	-0.8665437389	0.0001239292932	-0.1553787892	-0.1518559693	0.05139234893	-0.0514584996	0.1519431459	-0.1956506108	-0.1978923966	2024-12-09@17:08	0.2747223274	-0.1113736843	0	0.05406174266	v2.7.1	
1e-09	0	0.04213054467	-0.1253612	-0.8731968221	8.633293466	0.8986552076	0.3397893515	0.4050670348	1.072240635	1.072875678	0.4049050645	-0.5231115189	0.8206028232	a248bdd	2x2_2C_8b_C2v_L	2.696821665	0.9692571292	0.4938819814	-0.0001784795999	0.1699685885	0.345673163	0.3456587428	0.1700074802	-0.0001828105819	-0.0002218129894	recalcules_averages.py	1	-0.8507146642	-9.879580199e-05	-0.1461271358	-0.1474183399	0.05505788737	-0.05512021863	0.1473501852	-0.1969104612	-0.2003317338	2024-12-09@17:09	0.2427090565	-0.09263007353	0	0.04162318308	v2.7.1	
1e-09	0	0.0427220452	-0.1254337637	-0.8746437667	8.597535706	0.9197688439	0.3485787131	0.4106200784	1.113053162	1.114602044	0.4116604453	-0.5545812045	0.877282138	a248bdd	2x2_2C_8b_C2v_L	2.727099623	0.9710579875	0.5032946561	0.000168823087	0.1715572434	0.3533968508	0.3534999274	0.171887654	-0.000496942919	-0.0006304290513	recalcules_averages.py	1	-0.8483330831	7.421418741e-05	-0.1459258195	-0.1443078522	0.05404323428	-0.05424144112	0.1444590863	-0.1961538505	-0.1979508576	2024-12-09@17:09	0.2642894154	-0.09955254324	0	0.04587942127	v2.7.1	
1e-09	0	0.0428427441	-0.1191243917	-0.8663275811	8.582067081	0.9344028795	0.3736994617	0.4221652728	1.117590029	1.117562155	0.4216476822	-0.5698296638	0.954193952	a248bdd	2x2_2C_8b_C2v_L	2.748519558	0.9751256088	0.5072391618	-0.002505527401	0.1725039754	0.353973168	0.3542139209	0.1723317073	0.0007920582827	0.001055808447	recalcules_averages.py	1	-0.8392118207	-0.0009907721054	-0.1420757011	-0.1385433414	0.05303168408	-0.05274116372	0.1385419008	-0.1953132886	-0.1958290348	2024-12-09@17:10	0.2736421102	-0.09909205972	0	0.04508884489	v2.7.1	
1e-09	0	0.04214932155	-0.1147351397	-0.8532518165	8.709130067	0.9020827112	0.3589332768	0.4177248166	1.081648549	1.082475529	0.4175521255	-0.5248569815	0.8887785829	a248bdd	2x2_2C_8b_C2v_L	2.705935802	0.9744862147	0.4900422196	-0.0003735951957	0.1740202655	0.3398830757	0.3399695218	0.1740058312	-0.0001955640324	-0.0002583289441	recalcules_averages.py	1	-0.8335876839	-0.00013822668	-0.1377449499	-0.1398186667	0.05683665487	-0.05682688233	0.1398179635	-0.1979637436	-0.1990088264	2024-12-09@17:11	0.2344309689	-0.08388026822	0	0.03603512012	v2.7.1	
1e-09	0	0.04269693266	-0.1160750864	-0.8568948166	8.669348324	0.9263510181	0.3733484782	0.4247706675	1.126507463	1.128675703	0.4246598973	-0.5680167507	0.9530397852	a248bdd	2x2_2C_8b_C2v_L	2.737852197	0.9756982979	0.5016964676	-0.0003993807228	0.1758992551	0.349215007	0.3492823094	0.1760075443	0.0003864397109	0.0005230466104	recalcules_averages.py	1	-0.8326438934	-0.000191113181	-0.1391149106	-0.1373397851	0.05571845162	-0.05586290962	0.1372697833	-0.1975772516	-0.1968787239	2024-12-09@17:11	0.2609255148	-0.09294193827	0	0.04119686648	v2.7.1	
1e-09	0	0.04301608859	-0.1310519159	-0.8849785733	8.566990561	0.9349097552	0.3427171965	0.4037314364	1.12403047	1.127718375	0.4045488428	-0.5760575487	0.869988547	a248bdd	2x2_2C_8b_C2v_L	2.750015657	0.9694997773	0.5131151918	-5.552835946e-05	0.1687463656	0.3623847112	0.3622203907	0.1695886934	0.0007484186047	0.0009359866216	recalcules_averages.py	1	-0.8532619649	-8.413127498e-06	-0.1497830952	-0.1451201311	0.05047115991	-0.05102748411	0.1450977376	-0.1944371535	-0.1944161799	2024-12-09@17:12	0.2868666329	-0.1105622076	0	0.05295855382	v2.7.1	
1e-09	0	0.04222816643	-0.1441234156	-0.9120639573	8.495920808	0.9466976324	0.3240437363	0.385561954	1.146274165	1.143050906	0.3890413113	-0.6112159484	0.7795405558	a248bdd	2x2_2C_8b_C2v_L	2.772055585	0.9635287098	0.5252696264	-0.0006154093639	0.1670185229	0.3746365651	0.3742532374	0.1674224144	0.001289039066	0.001504897911	recalcules_averages.py	1	-0.8714120026	-0.0003261745532	-0.1605433152	-0.1509821596	0.04778649199	-0.04816386654	0.1515298921	-0.1944059732	-0.189964188	2024-12-09@17:12	0.313084465	-0.1298434103	0	0.06672399395	v2.7.1	
1e-09	0	0.04188515796	-0.1087503245	-0.8560939114	8.549505106	0.9675128495	0.4174809668	0.446702762	1.144467519	1.145531338	0.4463763435	-0.6181509817	1.042498893	a248bdd	2x2_2C_8b_C2v_L	2.793369508	0.9814129435	0.5184740807	0.002297567657	0.1747502123	0.3597127656	0.3596736078	0.1748610162	-0.000154552744	-0.0002221776909	recalcules_averages.py	1	-0.8251760737	0.0008578284247	-0.1365635675	-0.1293543369	0.05118602695	-0.05129071274	0.1292711279	-0.1932747155	-0.1872981	2024-12-09@17:13	0.3002440608	-0.1029756844	0	0.04590765033	v2.7.1	
1e-09	0	0.04278196906	-0.1257505048	-0.8727426827	8.63445043	0.9167093842	0.3478480313	0.4095396562	1.103015744	1.10434769	0.4093957862	-0.553610734	0.8579343592	a248bdd	2x2_2C_8b_C2v_L	2.721508952	0.9705736657	0.5018468264	-0.001070989117	0.1715433568	0.3515454465	0.3515824022	0.1716660762	-0.0003112477005	-0.0003888190195	recalcules_averages.py	1	-0.8471387131	-0.0004392719854	-0.1458428859	-0.1444484971	0.05398234524	-0.05408416248	0.144434173	-0.1967105236	-0.1972152204	2024-12-09@17:14	0.2605950985	-0.09825192293	0	0.04501218717	v2.7.1	
