D	D2	D2_ave	D_ave	E_kin	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	mu_ave	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	script	t	t_ave	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tp	tp_ave	tpp	tpp_ave	version	
1e-09	0	0.0426090575	-0.136865378	-0.8968524417	8.519657057	0.930337313	0.3373495757	0.4019584953	1.128072722	1.129583249	0.4025824084	-0.5876765335	0.8439673264	a248bdd	2x2_2C_8b_C2v_L	2.742177247	0.9663753238	0.5136497027	0.0002515825609	0.1708097412	0.3629369493	0.3629490246	0.1710219	-0.0007510631254	-0.0008980628003	recalcules_averages.py	1	-0.8640235503	9.565927387e-05	-0.1551198369	-0.1498023355	0.05240527961	-0.05261805507	0.1498672515	-0.1966883466	-0.1978013599	2024-12-09@17:14	0.2864770463	-0.1145951892	0	0.05612809753	v2.7.1	
1e-09	0	0.04287778095	-0.1201856211	-0.8647944717	8.631925507	0.9289991211	0.3644412027	0.4160663072	1.117634703	1.118404487	0.41881632	-0.5625030992	0.902948952	a248bdd	2x2_2C_8b_C2v_L	2.73893346	0.9740610603	0.504712942	-0.0001960683037	0.1720244893	0.3529580624	0.3524108385	0.1731490199	-0.0004113363856	-0.0005297110901	recalcules_averages.py	1	-0.8387842551	-8.738336962e-05	-0.1420584369	-0.1394027828	0.05308646969	-0.05381963763	0.1396177171	-0.1955954306	-0.1941440545	2024-12-09@17:15	0.2673133977	-0.09730233026	0	0.04406428739	v2.7.1	
1e-09	0	0.04310092575	-0.120170838	-0.8696753692	8.55287167	0.9504405812	0.3825975023	0.4273097802	1.135974858	1.136070824	0.4260729597	-0.5946036571	0.9477735622	a248bdd	2x2_2C_8b_C2v_L	2.770136831	0.9757977822	0.5150436742	-0.0005586937712	0.1729839047	0.3598128644	0.3599471778	0.1726988108	-3.795999011e-05	-4.028546601e-05	recalcules_averages.py	1	-0.8389563911	-0.0002207504497	-0.143503061	-0.1375700682	0.05183088296	-0.05158486577	0.1374092802	-0.1940077684	-0.1909342444	2024-12-09@17:15	0.2912863287	-0.1054597313	0	0.04874377236	v2.7.1	
1e-09	0	0.04281598992	-0.1166011405	-0.8680610443	8.51208229	0.9670301897	0.4041261287	0.4376404879	1.165412937	1.166333447	0.4398811673	-0.6208954236	0.9927603596	a248bdd	2x2_2C_8b_C2v_L	2.794450771	0.9784966046	0.521465668	-0.0005519536288	0.1751309643	0.3641805785	0.3640073046	0.1757948684	-0.0003613351165	-0.0004699734966	recalcules_averages.py	1	-0.8346849815	-0.0002216446358	-0.1422115116	-0.1337973197	0.05174785781	-0.05220672173	0.1340315597	-0.1929026654	-0.1874852282	2024-12-09@17:16	0.3066319437	-0.1088473115	0	0.0502041516	v2.7.1	
1e-09	0	0.0431974282	-0.1291291134	-0.880862598	8.585791411	0.9393521371	0.3466510015	0.4058573641	1.13200633	1.13363987	0.4054880968	-0.5928499605	0.8947094427	a248bdd	2x2_2C_8b_C2v_L	2.757537741	0.9707811911	0.5143077133	-0.0003760240438	0.1692941952	0.3629395159	0.3631644707	0.1693236438	-0.0002264278815	-0.0002839692755	recalcules_averages.py	1	-0.8489126323	-0.0001537312065	-0.1479395984	-0.1429247923	0.0502160497	-0.0502075874	0.1428824352	-0.1953677277	-0.1937365519	2024-12-09@17:17	0.2900021293	-0.1101714862	0	0.05246351403	v2.7.1	
1e-09	0	0.04307962447	-0.1340001496	-0.8889485105	8.587653576	0.9423670618	0.3367095605	0.3960848187	1.135313519	1.139566825	0.3971571441	-0.5949789531	0.8363385267	a248bdd	2x2_2C_8b_C2v_L	2.762046832	0.9683647325	0.5180804814	-0.0001297647749	0.1670372267	0.3676483985	0.3675634572	0.1678321842	-7.298285762e-05	-9.311349565e-05	recalcules_averages.py	1	-0.8542655887	-7.786871061e-05	-0.151586068	-0.1451892432	0.04846069794	-0.04905571005	0.1452124708	-0.1942326847	-0.1904174694	2024-12-09@17:17	0.2981821389	-0.1163145513	0	0.05670901061	v2.7.1	
1e-09	0	0.04324842607	-0.1355154716	-0.8961414871	8.505176921	0.9537031528	0.3464705086	0.4004014358	1.138818605	1.142189982	0.4017748444	-0.6102252122	0.8182507301	a248bdd	2x2_2C_8b_C2v_L	2.779526693	0.9688500315	0.5240920869	0.0004925707449	0.1669126041	0.3715042653	0.3711404057	0.1680291399	-0.0009122595738	-0.001102168296	recalcules_averages.py	1	-0.8580926564	0.0002163459581	-0.1539538868	-0.1453468048	0.04737388648	-0.04816929827	0.145395849	-0.1929414059	-0.1866888884	2024-12-09@17:18	0.3114566629	-0.1221641245	0	0.0606169408	v2.7.1	
1e-09	0	0.0406633144	-0.1503824301	-0.9310369761	8.441802628	0.9560659587	0.3066391588	0.3673099178	1.149911248	1.149475406	0.3694818857	-0.631287211	0.7061834359	a248bdd	2x2_2C_8b_C2v_L	2.799823309	0.9599797792	0.53409219	0.00260377284	0.163972945	0.3836764324	0.383332377	0.1634529062	-0.0009639779906	-0.001096842121	recalcules_averages.py	1	-0.8827771129	0.001195813052	-0.1678827097	-0.1545469972	0.04476612442	-0.044621437	0.1550475622	-0.1936430125	-0.1851936921	2024-12-09@17:19	0.3335282956	-0.1446949591	0	0.07772187323	v2.7.1	
1e-09	0	0.04340961012	-0.124994676	-0.878357413	8.528902773	0.9622221125	0.3740654605	0.4192439407	1.159128112	1.160111458	0.4214782415	-0.6191396072	0.9266048808	a248bdd	2x2_2C_8b_C2v_L	2.788118519	0.9744680721	0.5224803468	-0.0007870397538	0.1715308001	0.3675518676	0.3673029546	0.1723523795	-0.0001592252008	-0.0002059762285	recalcules_averages.py	1	-0.8432547972	-0.0003434764335	-0.1467224698	-0.1384246364	0.04982738415	-0.05040307806	0.1386441596	-0.193310617	-0.1877808342	2024-12-09@17:19	0.308296781	-0.1138598189	0	0.05414226826	v2.7.1	
1e-09	0	0.04323088398	-0.1207267233	-0.8740944623	8.50985888	0.9758909058	0.398907501	0.4338824549	1.175522819	1.176926989	0.4362081027	-0.6389399125	0.9614477393	a248bdd	2x2_2C_8b_C2v_L	2.807169951	0.9772415169	0.5270558477	-0.0006461402168	0.174503318	0.3690767759	0.3689500471	0.1752493184	-0.0002665991092	-0.0003559898373	recalcules_averages.py	1	-0.8373782476	-0.0002476933994	-0.1453293755	-0.1351783145	0.05065147795	-0.05117004919	0.1355007845	-0.1924240167	-0.1846164094	2024-12-09@17:20	0.319011855	-0.115093574	0	0.05412015202	v2.7.1	
1e-09	0	0.04280057994	-0.1406546156	-0.9040406413	8.527042401	0.9508531529	0.330259343	0.3897773699	1.14284787	1.146864159	0.3906825713	-0.6242179188	0.821264097	a248bdd	2x2_2C_8b_C2v_L	2.779985138	0.9657616075	0.5256295293	-0.0001658264452	0.1662662955	0.374231799	0.3743104826	0.1668492203	-0.001042838138	-0.001239211204	recalcules_averages.py	1	-0.8638664112	-8.592642765e-05	-0.1573702866	-0.1481089983	0.04685105314	-0.04725867468	0.1481786266	-0.1949465455	-0.1898614625	2024-12-09@17:20	0.3152173868	-0.1274492831	0	0.06458533916	v2.7.1	
1e-09	0	0.04346483974	-0.1251099761	-0.8767337388	8.546414352	0.9516927685	0.3730719797	0.4223297859	1.148257082	1.149747721	0.4233930432	-0.6078187734	0.8978441143	a248bdd	2x2_2C_8b_C2v_L	2.772598908	0.9738422216	0.5177797644	-0.0001801529718	0.173363701	0.3630603793	0.3629567244	0.173719654	-0.0007350288413	-0.0009261936124	recalcules_averages.py	1	-0.8440260671	-9.298689561e-05	-0.1464863832	-0.1397717302	0.05170061387	-0.05202917637	0.139897835	-0.1943503511	-0.1888283049	2024-12-09@17:21	0.2972690932	-0.1100271513	0	0.05191293411	v2.7.1	
1e-09	0	0.04385748413	-0.1290833443	-0.8874183064	8.467871287	0.9708896051	0.3869009034	0.4311478057	1.177493796	1.179189526	0.4322267317	-0.6461155735	0.9253598822	a248bdd	2x2_2C_8b_C2v_L	2.802625006	0.9737313768	0.5285028223	0.0001321890235	0.1761522618	0.3707033325	0.370553087	0.1766988047	-0.0009086025929	-0.001136646555	recalcules_averages.py	1	-0.8486467689	4.676767527e-05	-0.1511282191	-0.1406990775	0.05179738586	-0.05217160399	0.1407517652	-0.1938057858	-0.1869574455	2024-12-09@17:22	0.3213462288	-0.1206534695	0	0.05863597498	v2.7.1	
1e-09	0	0.0437793181	-0.1287056017	-0.8916602308	8.408911224	0.982353042	0.3892349256	0.4320982471	1.191773539	1.193174129	0.4325263537	-0.6742435247	0.9459813137	a248bdd	2x2_2C_8b_C2v_L	2.825168639	0.9749299912	0.5345574237	-0.0005228989776	0.1749397357	0.3765156931	0.3763907413	0.1753222807	-0.0006702147453	-0.0008375531823	recalcules_averages.py	1	-0.8491207014	-0.0002159712766	-0.1507304301	-0.1390817818	0.05004064391	-0.05028210716	0.1390653723	-0.1932534488	-0.1844394618	2024-12-09@17:22	0.3370182785	-0.126223211	0	0.06194617317	v2.7.1	
1e-09	0	0.04261506226	-0.1138069041	-0.8637335456	8.523615354	0.9670287487	0.4079992385	0.4483358131	1.159549415	1.160809573	0.4488680027	-0.6250129619	0.9446019469	a248bdd	2x2_2C_8b_C2v_L	2.796034929	0.9797472712	0.5209201531	0.001440621555	0.1770647165	0.3621935246	0.3621253108	0.1773082786	-0.0003838762214	-0.0005145822552	recalcules_averages.py	1	-0.8308349169	0.0005379267127	-0.1398289854	-0.1325622496	0.052570224	-0.05280671581	0.1325825177	-0.1924033665	-0.1824365886	2024-12-09@17:23	0.3064847391	-0.1073418163	0	0.04887422956	v2.7.1	
1e-09	0	0.04359766885	-0.131617632	-0.8888610432	8.509786529	0.959286446	0.3625915505	0.4149541687	1.157751949	1.159079311	0.4152319788	-0.6220558495	0.8967819039	a248bdd	2x2_2C_8b_C2v_L	2.783653752	0.9713031114	0.5239141573	-0.0005287334051	0.1719802137	0.3691315512	0.3690770497	0.1723544812	-0.0004644231445	-0.000580973863	recalcules_averages.py	1	-0.8520748414	-0.0002053680834	-0.1515372843	-0.1428912922	0.05029716897	-0.05053908597	0.1428674701	-0.1942465834	-0.1898028533	2024-12-09@17:23	0.310213682	-0.1185834276	0	0.05784443966	v2.7.1	
1e-09	0	0.04356725866	-0.1320334401	-0.8907922271	8.487145339	0.9571982775	0.3643465113	0.416236071	1.159054288	1.160335854	0.4168476699	-0.6211073052	0.897366519	a248bdd	2x2_2C_8b_C2v_L	2.784466591	0.9712362682	0.5237832901	-0.00023369548	0.1726368906	0.3691894778	0.3690163217	0.1729733121	-0.0005190505677	-0.0006401804297	recalcules_averages.py	1	-0.853726466	-0.0001199682604	-0.1520290169	-0.1433416524	0.05073477302	-0.05102379803	0.143376462	-0.1940596578	-0.1900696977	2024-12-09@17:24	0.310922555	-0.1192121974	0	0.05833892274	v2.7.1	
1e-09	0	0.04317738803	-0.1392428122	-0.9075254511	8.430121084	0.9685819191	0.348531927	0.4019042878	1.174738121	1.176931758	0.4030017379	-0.6534683391	0.8813087598	a248bdd	2x2_2C_8b_C2v_L	2.807897992	0.9683259415	0.5326514987	-2.145688213e-05	0.1698466667	0.3786358734	0.378584733	0.1702746777	-0.001013218872	-0.001215162342	recalcules_averages.py	1	-0.863803382	-3.220261252e-05	-0.1581001477	-0.1464513228	0.04806716322	-0.048430206	0.146567238	-0.1946669285	-0.1896148771	2024-12-09@17:24	0.3310525506	-0.132069875	0	0.06747013483	v2.7.1	
1e-09	0	0.04353905617	-0.127403712	-0.8820720958	8.517341035	0.9569926308	0.3690734553	0.4209948373	1.152487959	1.153663547	0.4214551511	-0.6069092325	0.9030878326	a248bdd	2x2_2C_8b_C2v_L	2.781423679	0.9731996917	0.5213709817	-0.0002656408515	0.1724497218	0.3665317646	0.366454101	0.17273	3.686826073e-05	4.961158133e-05	recalcules_averages.py	1	-0.8470894803	-0.0001255290783	-0.1481502981	-0.1408249056	0.05080491494	-0.05098546434	0.1408214285	-0.192956623	-0.1884770885	2024-12-09@17:25	0.3057149576	-0.1144288643	0	0.0547909013	v2.7.1	
1e-09	0	0.04356466765	-0.1347053724	-0.8972363519	8.459194401	0.9664299636	0.361140851	0.4130429735	1.168588991	1.16972119	0.4133313546	-0.6414541638	0.8977283928	a248bdd	2x2_2C_8b_C2v_L	2.799073221	0.9705425474	0.5290883894	-0.0002006551384	0.1717533635	0.3738744157	0.3738566763	0.17201044	-0.0005386677954	-0.000657911685	recalcules_averages.py	1	-0.8568327474	-9.34309698e-05	-0.1544219383	-0.1440931329	0.04946608691	-0.04963847264	0.1440830786	-0.1941705716	-0.1890532042	2024-12-09@17:25	0.3226066863	-0.1252410633	0	0.06239930626	v2.7.1	
1e-09	0	0.04356219496	-0.1291934927	-0.8857405829	8.502804377	0.9586332119	0.3695350111	0.4201193458	1.157247625	1.158417341	0.4206579448	-0.615289183	0.903621385	a248bdd	2x2_2C_8b_C2v_L	2.785836064	0.9725570963	0.5231885423	-0.0003127615892	0.1727138922	0.3681714538	0.3680658122	0.17295584	-0.0001495353499	-0.0001741494942	recalcules_averages.py	1	-0.8494643919	-0.0001522534067	-0.1501728283	-0.1418058372	0.05080036711	-0.05100296771	0.1418196207	-0.1931993552	-0.1888525092	2024-12-09@17:25	0.3099378897	-0.117043421	0	0.0565879459	v2.7.1	
1e-09	0	0.04340922023	-0.1325783973	-0.8934926503	8.47373106	0.9638722316	0.3558759257	0.4091623165	1.159526917	1.160300734	0.4096694487	-0.6348107604	0.892640145	a248bdd	2x2_2C_8b_C2v_L	2.794660835	0.971171908	0.5270148496	-0.0005077409993	0.1696493952	0.3727404594	0.3728688467	0.1696801608	-0.0003668675826	-0.0004441548794	recalcules_averages.py	1	-0.8544822511	-0.0002362256256	-0.1522041902	-0.1429413277	0.04853539774	-0.04860198546	0.1430260076	-0.193992147	-0.1886809659	2024-12-09@17:26	0.3183837541	-0.1225263491	0	0.06048101805	v2.7.1	
1e-09	0	0.04357613793	-0.1298602126	-0.8872406805	8.495536047	0.9611848669	0.367810447	0.4190480369	1.158447656	1.159435153	0.4191066933	-0.6188595259	0.9026225229	a248bdd	2x2_2C_8b_C2v_L	2.788042257	0.9723617521	0.5243305993	-0.0002286061434	0.171942646	0.3694526941	0.3689548466	0.1726657496	-0.0001471909857	-0.0002019411555	recalcules_averages.py	1	-0.8503507658	-7.26197276e-05	-0.1505358745	-0.1420326168	0.05017667767	-0.05065660145	0.1419498489	-0.1932352179	-0.1886526591	2024-12-09@17:26	0.3120493558	-0.1182182045	0	0.05739250841	v2.7.1	
1e-09	0	0.04368386723	-0.1280411311	-0.8846857609	8.494983903	0.9678733786	0.3759182075	0.423310924	1.167234763	1.168212276	0.4237832334	-0.6293849361	0.9174243681	a248bdd	2x2_2C_8b_C2v_L	2.798414086	0.9737529758	0.526795019	8.699722978e-06	0.1728583581	0.3706575052	0.3707267078	0.1729986831	-7.492049481e-05	-9.612736506e-05	recalcules_averages.py	1	-0.8468191174	1.400980865e-06	-0.1492070206	-0.1398647203	0.0499961237	-0.05011539845	0.139936618	-0.1926327512	-0.1862602757	2024-12-09@17:26	0.3181502894	-0.1190212445	0	0.05753275091	v2.7.1	
1e-09	0	0.04363698187	-0.1294070766	-0.8875764958	8.486225099	0.9688455268	0.3723128	0.4211188331	1.170509982	1.171756091	0.4213208608	-0.631711293	0.9186695042	a248bdd	2x2_2C_8b_C2v_L	2.801752972	0.9731566892	0.5279494398	-0.0001676925192	0.1725725465	0.3721392192	0.3721551299	0.1727249471	0.0001019736855	0.0001339351958	recalcules_averages.py	1	-0.8487113492	-8.970109807e-05	-0.1504837976	-0.1407892434	0.04984417464	-0.05000123857	0.1407889917	-0.1926077624	-0.1868781677	2024-12-09@17:27	0.3210907776	-0.1210409926	0	0.0589496025	v2.7.1	
1e-09	0	0.04369680913	-0.1254953755	-0.8836650461	8.456266997	0.9817140258	0.3991627398	0.438486685	1.184634906	1.186056711	0.4393711505	-0.6592548999	0.9422348485	a248bdd	2x2_2C_8b_C2v_L	2.818207624	0.9760079652	0.5320279275	-0.0003039036972	0.1762968765	0.3726192298	0.3724248722	0.1768928896	-0.0006837215417	-0.0008676558723	recalcules_averages.py	1	-0.8435244467	-0.0001218565515	-0.1491195833	-0.1377582383	0.050978143	-0.05133077011	0.1377745886	-0.1925020584	-0.1833034713	2024-12-09@17:27	0.3301778486	-0.1215726598	0	0.05852654355	v2.7.1	
1e-09	0	0.04364988492	-0.126026231	-0.8841613529	8.459856359	0.9782503499	0.3924328313	0.4341436155	1.178927071	1.180263193	0.4352429098	-0.6532510592	0.9318422629	a248bdd	2x2_2C_8b_C2v_L	2.811078172	0.9753896836	0.5302564837	-0.0001640235884	0.1757144875	0.3713501564	0.3713631756	0.1759759268	-0.0008232195143	-0.001032372292	recalcules_averages.py	1	-0.8450052618	-7.951080266e-05	-0.1493883867	-0.1384573909	0.0511709104	-0.05137757983	0.1386199163	-0.1930734574	-0.1846416569	2024-12-09@17:27	0.3253588002	-0.1203474162	0	0.05799697514	v2.7.1	
1e-09	0	0.04383189172	-0.1280936841	-0.8853460218	8.479632914	0.9726911411	0.3821384082	0.4299389068	1.173493951	1.174798057	0.4302122934	-0.6316912071	0.9256919906	a248bdd	2x2_2C_8b_C2v_L	2.804084272	0.9741932274	0.5287276131	-0.00022565268	0.175114545	0.3708119872	0.3707832405	0.1753341798	0.0001804868099	0.0002308218394	recalcules_averages.py	1	-0.8465980393	-0.0001025334042	-0.1495062953	-0.1395853883	0.05089159083	-0.05106524066	0.1395953336	-0.1919598114	-0.1853281978	2024-12-09@17:28	0.3221577833	-0.1202764123	0	0.05822292552	v2.7.1	
1e-09	0	0.04370184749	-0.1270111707	-0.8869291926	8.440863561	0.9808841452	0.3936456939	0.4349413017	1.184229636	1.185516911	0.4355834083	-0.6608096738	0.9378730377	a248bdd	2x2_2C_8b_C2v_L	2.818197182	0.9753076475	0.5323766018	-0.000269111444	0.1754949832	0.3736701321	0.3733137791	0.176044458	-0.0007057863825	-0.000888249353	recalcules_averages.py	1	-0.846244092	-0.0001247780642	-0.1501833296	-0.1388204595	0.05066081117	-0.0510224684	0.1387952051	-0.192799057	-0.1841614572	2024-12-09@17:28	0.330970951	-0.1229264996	0	0.05964382684	v2.7.1	
1e-09	0	0.04373687919	-0.1284354832	-0.8867734829	8.467871287	0.9710443258	0.3797503284	0.4279290061	1.170765381	1.171997881	0.4281574748	-0.6303283908	0.9223955178	a248bdd	2x2_2C_8b_C2v_L	2.802625006	0.9739239033	0.5282841077	-0.0001217693017	0.174171196	0.3710715546	0.3710963876	0.1744114885	1.646282798e-05	2.512182302e-05	recalcules_averages.py	1	-0.8480812873	-5.3938823e-05	-0.1499523743	-0.1402338563	0.05061698461	-0.05075357885	0.1402081264	-0.1920673757	-0.1859609223	2024-12-09@17:28	0.3213462288	-0.1204065648	0	0.05843176024	v2.7.1	
1e-09	0	0.04382328442	-0.1287099002	-0.8842597214	8.517871287	0.9703162881	0.3767334836	0.424897142	1.174266634	1.175531763	0.425129589	-0.6390641787	0.919888196	a248bdd	2x2_2C_8b_C2v_L	2.802625006	0.9735635747	0.5281770014	-0.0005143913144	0.1739565765	0.3715525782	0.3714686046	0.1741670294	0.000209708098	0.0002724454531	recalcules_averages.py	1	-0.845602607	-0.0002442827102	-0.1497401971	-0.1399305102	0.05031997995	-0.05051810211	0.1398992769	-0.1930724562	-0.1858400491	2024-12-09@17:29	0.3213462288	-0.1202973953	0	0.05822581448	v2.7.1	
1e-09	0	0.040824037	-0.105542257	-0.8595517966	8.467871287	0.9905638848	0.4367268196	0.4706391251	1.171511791	1.172272533	0.4714278829	-0.6536893316	0.9754145989	a248bdd	2x2_2C_8b_C2v_L	2.822625006	0.9836444015	0.5277106282	-0.001589786615	0.1786489661	0.3649484233	0.3648449266	0.178966671	-0.0002075637226	-0.0002642705393	recalcules_averages.py	1	-0.8244286911	-0.0006018621723	-0.1378591051	-0.1288602539	0.05269535098	-0.05289658919	0.1289090591	-0.1908174054	-0.1776831984	2024-12-09@17:29	0.3213462288	-0.1092998837	0	0.04882601117	v2.7.1	
1e-09	0	0.03946539249	-0.1556005665	-0.9423048194	8.467871287	0.9540657816	0.2921148668	0.353887746	1.147560517	1.143209188	0.3537648302	-0.617603599	0.6550003537	a248bdd	2x2_2C_8b_C2v_L	2.802625006	0.9559985192	0.5373044915	-1.445491001e-05	0.1617944822	0.3875858728	0.3874046528	0.1614314727	0.0205869331	0.02242485097	recalcules_averages.py	1	-0.889803217	3.926128358e-06	-0.1712238701	-0.156434986	0.04240849362	-0.04208034368	0.1564134604	-0.1905582991	-0.1803996732	2024-12-09@17:29	0.3413462288	-0.1538074771	0	0.08473763907	v2.7.1	
1e-09	0	0.0355169406	-0.0828160922	-0.8349975469	8.50120462	0.9890603236	0.5114686704	0.5081401373	1.149601321	1.150415329	0.5094346134	-0.6242108193	1.112487748	a248bdd	2x2_2C_8b_C2v_L	2.815958339	0.9903244392	0.5189163492	-0.0009754858734	0.1865732111	0.3500874961	0.3503713557	0.1864885838	-0.0002847347574	-0.0003883541931	recalcules_averages.py	1	-0.8063023063	-0.0003232682438	-0.1269766047	-0.1174733437	0.05711468413	-0.05720033621	0.117745712	-0.1906005782	-0.1792738018	2024-12-09@17:30	0.3013462288	-0.0952234929	0	0.03920605313	v2.7.1	
1e-09	0	0.04306458198	-0.1397654706	-0.9062423703	8.47620462	0.9661184463	0.3385906518	0.3925392946	1.158230984	1.160836265	0.3926706892	-0.6328281611	0.8299148305	a248bdd	2x2_2C_8b_C2v_L	2.805958339	0.9675545883	0.5322785735	0.0001444827655	0.1658478921	0.3794037074	0.3793106434	0.1662007459	0.001255746129	0.001504189182	recalcules_averages.py	1	-0.8622939484	3.53535489e-05	-0.1574933922	-0.1460855151	0.04532046497	-0.04561088608	0.1460469679	-0.1921559597	-0.1851932872	2024-12-09@17:30	0.3313462288	-0.1326359499	0	0.06777395798	v2.7.1	
1e-09	0	0.04057506785	-0.1517290457	-0.9293094362	8.506760175	0.9475533963	0.2998766926	0.3650231791	1.139981025	1.14064066	0.3629225138	-0.6201768488	0.6959823891	a248bdd	2x2_2C_8b_C2v_L	2.784847228	0.9583502704	0.5313932568	0.0001430341008	0.1627833143	0.3820446254	0.3824298312	0.1622938418	0.003820856235	0.004236480368	recalcules_averages.py	1	-0.8822155414	9.733624471e-05	-0.1667315963	-0.154880802	0.04415295753	-0.04365008457	0.1545369906	-0.1937042566	-0.1852911238	2024-12-09@17:30	0.3280128955	-0.1435733025	0	0.07693101523	v2.7.1	
1e-09	0	0.04298499483	-0.1189798387	-0.8741890257	8.477593509	0.9806548338	0.3980240036	0.4400780113	1.171570652	1.17243374	0.4403999019	-0.6411088626	0.933205339	a248bdd	2x2_2C_8b_C2v_L	2.813180562	0.97829617	0.5286732508	-4.28925203e-05	0.174178234	0.3698699829	0.3698245926	0.1743322395	1.725390703e-05	2.592570415e-05	recalcules_averages.py	1	-0.8367909352	-3.095138884e-05	-0.1440836337	-0.1346162507	0.05023817858	-0.05037473135	0.1346219668	-0.191087209	-0.1808337608	2024-12-09@17:31	0.3230128955	-0.1157789392	0	0.05430129571	v2.7.1	
1e-09	0	0.04268599092	-0.1431355693	-0.9107479538	8.497037953	0.9587682712	0.3311617588	0.3845512579	1.151473656	1.15154597	0.385306082	-0.6411997056	0.8049485176	a248bdd	2x2_2C_8b_C2v_L	2.794291673	0.9650619844	0.5306650579	-0.0004732498824	0.1651732413	0.3787922611	0.3784656141	0.1655819513	-0.0008657472194	-0.0009963147271	recalcules_averages.py	1	-0.8671603128	-0.0002446339283	-0.1599062318	-0.1482525921	0.04518343201	-0.0454674673	0.1482516193	-0.194654959	-0.1872233452	2024-12-09@17:31	0.3263462288	-0.1335625696	0	0.06892780871	v2.7.1	
1e-09	0	0.04361118476	-0.1260556429	-0.882879669	8.48245462	0.9749836717	0.3818215417	0.4282489885	1.17314549	1.17421839	0.4286653011	-0.6357136867	0.917851676	a248bdd	2x2_2C_8b_C2v_L	2.808458339	0.9751328612	0.529086374	-0.0004212675285	0.17363767	0.3715570275	0.3715388707	0.1738176475	0.0006082379634	0.0007790311134	recalcules_averages.py	1	-0.8440845751	-0.0001835188185	-0.1480096441	-0.1381026781	0.04988497266	-0.05003083568	0.138143926	-0.1915337052	-0.1833662802	2024-12-09@17:31	0.3238462288	-0.1197947988	0	0.05765029591	v2.7.1	
1e-09	0	0.04252807206	-0.1148097623	-0.8671162804	8.502593509	0.9749946291	0.3987221249	0.4414630367	1.159988475	1.16085037	0.4417176426	-0.6301100065	0.9270865196	a248bdd	2x2_2C_8b_C2v_L	2.803180562	0.9795082591	0.5242562486	-0.0002501514282	0.1734996923	0.3661558448	0.3660949066	0.1737075504	-0.0001344542718	-0.0001823011392	recalcules_averages.py	1	-0.8325935317	-0.0001087652355	-0.1406431464	-0.1328467154	0.05037038795	-0.05049980392	0.1328583093	-0.1914257109	-0.180520024	2024-12-09@17:32	0.3130128955	-0.1102917775	0	0.0507106944	v2.7.1	
1e-09	0	0.04349523949	-0.134149476	-0.8958485809	8.482801842	0.9690347027	0.3539907944	0.4058584629	1.165852315	1.166124213	0.4061070187	-0.647610955	0.8875554092	a248bdd	2x2_2C_8b_C2v_L	2.805263895	0.9707422479	0.5304395842	-0.0002219219311	0.1685064597	0.3763265788	0.3761606735	0.1687593537	-0.0008335624009	-0.001021026192	recalcules_averages.py	1	-0.8545292186	-8.781817066e-05	-0.153218035	-0.1428732362	0.047132745	-0.04729652834	0.1428463135	-0.1938135434	-0.1868835233	2024-12-09@17:32	0.3267628955	-0.1264505935	0	0.06298684455	v2.7.1	
1e-09	0	0.04320989072	-0.1213757724	-0.8758530552	8.495996287	0.9716641141	0.384050733	0.4311993714	1.165731089	1.166715512	0.4316831665	-0.6294160093	0.9184632792	a248bdd	2x2_2C_8b_C2v_L	2.803875006	0.9768461462	0.5259359565	0.000220436715	0.1730513175	0.368901771	0.3688460375	0.1733120938	0.0004520857013	0.0005763008822	recalcules_averages.py	1	-0.839284677	7.421243137e-05	-0.1444241108	-0.1359568256	0.05001132435	-0.05018625366	0.1359808753	-0.1914578556	-0.1824939533	2024-12-09@17:32	0.3175962288	-0.1151410964	0	0.05432922224	v2.7.1	
1e-09	0	0.04372556884	-0.1306673331	-0.8895254957	8.486100453	0.9702127543	0.3710473509	0.4191657222	1.16881559	1.170256544	0.4190141168	-0.6328618682	0.8954934342	a248bdd	2x2_2C_8b_C2v_L	2.804916673	0.9727086658	0.5293765136	-0.0002880131594	0.1721075924	0.3732296184	0.3733882333	0.1720550322	0.00165877799	0.002079735505	recalcules_averages.py	1	-0.8496238885	-0.0001433829608	-0.1512249271	-0.1409854792	0.04925790963	-0.04926508258	0.140998514	-0.1920064758	-0.1848563501	2024-12-09@17:33	0.3244712288	-0.1229742536	0	0.06024635472	v2.7.1	
1e-09	0	0.04350457385	-0.132351642	-0.8917609413	8.498774064	0.9661915405	0.3561475418	0.4086071651	1.162480202	1.163097439	0.4089071705	-0.6365864718	0.8880158293	a248bdd	2x2_2C_8b_C2v_L	2.79831945	0.9713377545	0.5280187703	-0.0008207015854	0.1691560808	0.3738350038	0.3737302063	0.1694949355	-0.0002815550214	-0.0003359165081	recalcules_averages.py	1	-0.8522593939	-0.0003758407499	-0.1517970936	-0.1422952658	0.04794458859	-0.04809573888	0.1422328436	-0.1935521258	-0.187153975	2024-12-09@17:33	0.3209295621	-0.1230847885	0	0.06065890866	v2.7.1	
