model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	4.5754489	0	14	2.3	-0.006655534	-3.3502828	-4.1133163	-0.10235806	-4.113222	-0.1023468	0.14108001	-3.7537133	9.68	-0.0001012231	7.5002141e-06	0.011771903	-0.16264369	0.011773954	-0.16264057	1.0013529e-05	-2.0059213e-06	-0.11240159	-1.1061747	1.7476608	0.057892245	-1.7476438	-0.057886658	0.22749261	-2.3061557	2.1	1	0.2	0.014944047	1.2616748	1.6232482	-0.57702297	-0.17996495	0.075054427	0.13286514	0.22328417	1.9435328	1.8129628	1.5895992	1.8129636	1.589563	0.01635088	1.5799543	1.1067318	0.0012267946	4.0346355e-06	0.10029878	1.1126728	0.10029109	1.112766	-8.3073034e-05	-1.504432e-05	1.1223499	0.71594806	-1.5332836	-0.61372149	1.5332577	0.61370556	-0.28290523	2.4861338	0.028767242	0.20370457	0.055115051	0.17204346	0.34367566	0.17204236	0.34369619	0.01644145	0.33349266	0.035971659	3.9095669	5.4215332	5.1415007	5.0574868	5.1415093	5.0575177	4.3430231	6.0553592	5.2745865	2.7227311	3.3812171	5.0607481	3.3811484	5.0608312	3.7088256	3.2330264	-75.59905	R0:S0:1	-59.04	uncorrelated	b7fd39a	v1.0.3	2022-07-29@11:21
model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	4.5754489	0	14	2.3	-0.006655534	-3.3502828	-4.1133163	-0.10235806	-4.113222	-0.1023468	0.14108001	-3.7537133	9.68	-0.0001012231	7.5002141e-06	0.011771903	-0.16264369	0.011773954	-0.16264057	1.0013529e-05	-2.0059213e-06	-0.11240159	-1.1061747	1.7476608	0.057892245	-1.7476438	-0.057886658	0.22749261	-2.3061557	2.1	1	0.2	0.014944047	1.2616748	1.6232482	-0.57702297	-0.17996495	0.075054427	0.13286514	0.22328417	1.9435328	1.8129628	1.5895992	1.8129636	1.589563	0.01635088	1.5799543	1.1067318	0.0012267946	4.0346355e-06	0.10029878	1.1126728	0.10029109	1.112766	-8.3073034e-05	-1.504432e-05	1.1223499	0.71594806	-1.5332836	-0.61372149	1.5332577	0.61370556	-0.28290523	2.4861338	0.028767242	0.20370457	0.055115051	0.17204346	0.34367566	0.17204236	0.34369619	0.01644145	0.33349266	0.035971659	3.9095669	5.4215332	5.1415007	5.0574868	5.1415093	5.0575177	4.3430231	6.0553592	5.2745865	2.7227311	3.3812171	5.0607481	3.3811484	5.0608312	3.7088256	3.2330264	-75.59905	R0:S0:1	-59.04	uncorrelated	b7fd39a	v1.0.3	2022-07-29@11:23
model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_sb1_1	var_sb2_1	var_sb3_1	var_sb4_1	var_sb5_1	var_sb6_1	var_sb7_1	var_sb8_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	4.5754489	0	14	2.3	-0.006655534	-3.3502828	-4.1133163	-0.10235806	-4.113222	-0.1023468	0.14108001	-3.7537133	9.68	-0.0001012231	7.5002141e-06	0.011771903	-0.16264369	0.011773954	-0.16264057	1.0013529e-05	-2.0059213e-06	-0.11240159	-1.1061747	1.7476608	0.057892245	-1.7476438	-0.057886658	0.22749261	-2.3061557	2.1	1	0.2	0.014944047	1.2616748	1.6232482	-0.57702297	-0.17996495	0.075054427	0.13286514	0.22328417	1.9435328	1.8129628	1.5895992	1.8129636	1.589563	0.01635088	1.5799543	1.1067318	0.0012267946	4.0346355e-06	0.10029878	1.1126728	0.10029109	1.112766	-8.3073034e-05	-1.504432e-05	1.1223499	0.71594806	-1.5332836	-0.61372149	1.5332577	0.61370556	-0.28290523	2.4861338	0.028767242	0.20370457	0.055115051	0.17204346	0.34367566	0.17204236	0.34369619	0.01644145	0.33349266	0.035971659	3.9095669	5.4215332	5.1415007	5.0574868	5.1415093	5.0575177	4.3430231	6.0553592	5.2745865	2.7227311	3.3812171	5.0607481	3.3811484	5.0608312	3.7088256	3.2330264	-75.59905	R0:S0:1	-59.04	uncorrelated	b7fd39a	v1.0.3	2022-07-29@12:10
2x2_2C_8b_C2v_L	4.5734312	0	14	2.2656222	-0.011457854	-3.3950774	-4.1474321	-0.094278535	-4.1474101	-0.094273214	0.12925007	-3.7759864	9.6822222	1.5476283e-05	-1.4993247e-06	0.011330609	-0.15466072	0.011329423	-0.15465955	5.4108646e-06	1.5841065e-06	-0.11033137	-1.1069368	1.7448893	0.059343841	-1.744885	-0.059334908	0.21658043	-2.2978015	2.0913222	1	0.20215556	0.01444539	1.2645689	1.6269205	-0.56537683	-0.17277157	0.072213653	0.13197195	0.21009401	1.9455455	1.8209187	1.6118913	1.8209189	1.6118929	0.015161587	1.5959814	1.1078926	-0.00022506259	-2.7992731e-07	0.092917846	1.0614361	0.092922005	1.0614491	-2.3134766e-05	-4.3744593e-07	1.0833591	0.70815019	-1.504377	-0.59651494	1.5043745	0.59647695	-0.27303043	2.4435415	0.028605937	0.19380781	0.053241885	0.16556876	0.32898644	0.1655686	0.32898739	0.015231544	0.32500468	0.035195465	3.840447	5.4205233	5.1342348	5.0608703	5.1342374	5.0608493	4.3323674	5.9905663	5.278469	2.7343374	3.3989927	4.9933143	3.3989911	4.9933184	3.7158881	3.2795754	-75.781562	R0:S0:1	-59.3328	uncorrelated	b7fd39a	v1.0.3	2022-07-29@13:42
2x2_2C_8b_C2v_L	4.5937433	0	14	2.2656222	-0.012733353	-3.4118583	-4.1559923	-0.092991561	-4.1560276	-0.093014429	0.12710271	-3.7841963	9.6933333	-6.3664381e-05	3.9025325e-06	0.011299939	-0.15311136	0.011302734	-0.1531125	-8.1175844e-06	-1.3831392e-06	-0.11005948	-1.1088442	1.745579	0.059995567	-1.745583	-0.060019364	0.21450412	-2.2982697	2.0913222	1	0.20215556	0.014368426	1.2650947	1.6277371	-0.56330047	-0.17143114	0.071702163	0.13212806	0.20650437	1.9459447	1.8222342	1.6179818	1.8222349	1.617975	0.014835037	1.5988853	1.1085025	0.0010046518	1.6834473e-05	0.091692248	1.0494587	0.091683411	1.0494557	-6.9225297e-06	-2.3466119e-05	1.0752611	0.70641704	-1.4997762	-0.59368294	1.4997637	0.59379784	-0.27048637	2.436637	0.028634767	0.19107944	0.05287365	0.16451663	0.32493554	0.16451581	0.32493004	0.014901935	0.3234726	0.035089739	3.8192543	5.4239737	5.136048	5.0598405	5.13605	5.0599262	4.3298709	5.9796384	5.2794832	2.7341005	3.4022224	4.9737851	3.4021896	4.9737787	3.7175513	3.2860463	-75.905309	R0:S0:1	-59.421689	uncorrelated	b7fd39a	v1.0.3	2022-07-29@15:23
2x2_2C_8b_C2v_L	4.6079275	0	14	2.2656222	-0.016967685	-3.4225354	-4.1624386	-0.091689405	-4.162383	-0.091728088	0.1243462	-3.7910182	9.7044444	2.0541324e-05	-6.8717169e-06	0.01163586	-0.15010353	0.011638348	-0.15010066	-2.7150249e-05	3.0838777e-06	-0.11022012	-1.1096856	1.7459839	0.063163771	-1.7459667	-0.063203559	0.21091032	-2.2988751	2.0913222	1	0.20215556	0.014448834	1.2654368	1.6284819	-0.56171762	-0.17072873	0.071407455	0.13226058	0.21125904	1.9458204	1.8231228	1.6166799	1.8231141	1.6167626	0.014611028	1.599653	1.1088562	-0.00047846005	-1.2268186e-05	0.091728514	1.0414707	0.091738019	1.041183	0.00018882001	2.3009925e-05	1.0806231	0.70806002	-1.4961583	-0.60732604	1.4962265	0.60748963	-0.26720081	2.4347046	0.028658487	0.19542765	0.052978379	0.16374529	0.32353502	0.16375368	0.32347791	0.014676614	0.32307666	0.035050026	3.8414365	5.4190667	5.1328388	5.0784297	5.1328518	5.0784377	4.3269698	5.977077	5.2789737	2.7356043	3.3975849	4.9749712	3.3977292	4.9747022	3.7186428	3.2868145	-76.006261	R0:S0:1	-59.510578	uncorrelated	b7fd39a	v1.0.3	2022-07-29@17:08
2x2_2C_8b_C2v_L	4.5591445	0	14	2.2312444	-0.01972413	-3.4704845	-4.1743676	-0.08378272	-4.1746685	-0.083876209	0.11230502	-3.7945576	9.6844444	-0.00013152298	1.1796714e-05	0.010809352	-0.14478876	0.010819499	-0.14479665	-8.8894191e-05	1.9636967e-05	-0.10923267	-1.1117206	1.7406302	0.062088646	-1.7406791	-0.062171194	0.20283703	-2.2884281	2.0826444	1	0.20431111	0.013980496	1.2671121	1.6302964	-0.55467057	-0.16659259	0.069756777	0.13091999	0.21390301	1.946633	1.8279619	1.6132824	1.8279728	1.613154	0.014359972	1.608475	1.108489	0.0035089688	0.00012038416	0.086578756	1.0228002	0.086532884	1.0229996	0.0002061215	-0.00014734577	1.066662	0.70782338	-1.4774342	-0.59671168	1.4773267	0.59715967	-0.2626782	2.4076584	0.028413982	0.19783725	0.052198082	0.15962736	0.3249981	0.15961639	0.32504158	0.01441513	0.31809571	0.034515242	3.8624319	5.3998904	5.116238	5.1000778	5.116228	5.1005003	4.3182839	5.9396603	5.2833848	2.7524384	3.3995416	4.980503	3.3992841	4.9807297	3.7242952	3.3149051	-75.981122	R0:S0:1	-59.6256	uncorrelated	b7fd39a	v1.0.3	2022-07-29@21:10
