w	up_1	up_2	up_3	down_1	down_2	down_3	cumul_up_1	cumul_up_2	cumul_up_3	cumul_down_1	cumul_down_2	cumul_down_3	
-25	9.62343e-05	9.7471e-05	9.74708e-05	4.38223e-05	3.4783e-05	3.4783e-05	0	0	0	0	0	0
-24.975	9.65485e-05	9.77533e-05	9.77531e-05	4.39081e-05	3.48425e-05	3.48425e-05	2.41371e-06	2.44383e-06	2.44383e-06	1.0977e-06	8.71062e-07	8.71062e-07
-24.95	9.68847e-05	9.80372e-05	9.8037e-05	4.39941e-05	3.49021e-05	3.49021e-05	4.83583e-06	4.89476e-06	4.89475e-06	2.19755e-06	1.74362e-06	1.74362e-06
-24.925	9.7243e-05	9.83229e-05	9.83226e-05	4.40804e-05	3.49619e-05	3.49619e-05	7.2669e-06	7.35283e-06	7.35281e-06	3.29956e-06	2.61766e-06	2.61766e-06
-24.9	9.7625e-05	9.86103e-05	9.86099e-05	4.4167e-05	3.50219e-05	3.50219e-05	9.70753e-06	9.81809e-06	9.81806e-06	4.40374e-06	3.49321e-06	3.49321e-06
-24.875	9.80343e-05	9.88997e-05	9.88991e-05	4.42539e-05	3.5082e-05	3.5082e-05	1.21584e-05	1.22906e-05	1.22905e-05	5.51009e-06	4.37026e-06	4.37026e-06
-24.85	9.84772e-05	9.91911e-05	9.91903e-05	4.4341e-05	3.51423e-05	3.51423e-05	1.46203e-05	1.47704e-05	1.47703e-05	6.61861e-06	5.24882e-06	5.24882e-06
-24.825	9.8962e-05	9.94848e-05	9.94837e-05	4.44284e-05	3.52028e-05	3.52028e-05	1.70944e-05	1.72575e-05	1.72574e-05	7.72932e-06	6.12889e-06	6.12889e-06
-24.8	9.94969e-05	9.97809e-05	9.97796e-05	4.45161e-05	3.52634e-05	3.52634e-05	1.95818e-05	1.9752e-05	1.97519e-05	8.84223e-06	7.01048e-06	7.01048e-06
-24.775	0.000100081	0.000100079	0.000100078	4.4604e-05	3.53241e-05	3.53241e-05	2.20838e-05	2.2254e-05	2.22538e-05	9.95733e-06	7.89358e-06	7.89358e-06
-24.75	0.000100686	0.00010038	0.000100378	4.46922e-05	3.53851e-05	3.53851e-05	2.4601e-05	2.47635e-05	2.47633e-05	1.10746e-05	8.77821e-06	8.77821e-06
-24.725	0.000101235	0.000100679	0.000100679	4.47807e-05	3.54462e-05	3.54462e-05	2.71318e-05	2.72805e-05	2.72803e-05	1.21942e-05	9.66436e-06	9.66436e-06
-24.7	0.000101638	0.000100977	0.000100978	4.48695e-05	3.55074e-05	3.55074e-05	2.96728e-05	2.98049e-05	2.98047e-05	1.33159e-05	1.0552e-05	1.0552e-05
-24.675	0.000101876	0.000101272	0.000101274	4.49585e-05	3.55688e-05	3.55688e-05	3.22197e-05	3.23367e-05	3.23365e-05	1.44399e-05	1.14413e-05	1.14413e-05
-24.65	0.000102029	0.000101567	0.000101569	4.50479e-05	3.56304e-05	3.56304e-05	3.47704e-05	3.48758e-05	3.48758e-05	1.5566e-05	1.2332e-05	1.2332e-05
-24.625	0.000102185	0.000101863	0.000101865	4.51375e-05	3.56922e-05	3.56922e-05	3.7325e-05	3.74224e-05	3.74224e-05	1.66945e-05	1.32243e-05	1.32243e-05
-24.6	0.00010239	0.000102162	0.000102164	4.52274e-05	3.57541e-05	3.57541e-05	3.98848e-05	3.99765e-05	3.99765e-05	1.78252e-05	1.41182e-05	1.41182e-05
-24.575	0.000102655	0.000102464	0.000102465	4.53175e-05	3.58161e-05	3.58161e-05	4.24511e-05	4.25381e-05	4.25381e-05	1.89581e-05	1.50136e-05	1.50136e-05
-24.55	0.000102976	0.000102769	0.00010277	4.5408e-05	3.58784e-05	3.58784e-05	4.50255e-05	4.51073e-05	4.51073e-05	2.00933e-05	1.59105e-05	1.59105e-05
-24.525	0.000103348	0.000103076	0.000103077	4.54987e-05	3.59408e-05	3.59408e-05	4.76092e-05	4.76842e-05	4.76843e-05	2.12308e-05	1.68091e-05	1.68091e-05
-24.5	0.000103772	0.000103386	0.000103387	4.55896e-05	3.60034e-05	3.60034e-05	5.02035e-05	5.02688e-05	5.02689e-05	2.23705e-05	1.77091e-05	1.77091e-05
-24.475	0.00010425	0.000103699	0.000103699	4.56809e-05	3.60661e-05	3.60661e-05	5.28098e-05	5.28613e-05	5.28614e-05	2.35125e-05	1.86108e-05	1.86108e-05
-24.45	0.00010479	0.000104015	0.000104015	4.57723e-05	3.6129e-05	3.6129e-05	5.54296e-05	5.54617e-05	5.54618e-05	2.46568e-05	1.9514e-05	1.9514e-05
-24.425	0.000105393	0.000104334	0.000104335	4.58641e-05	3.61921e-05	3.61921e-05	5.80644e-05	5.80701e-05	5.80702e-05	2.58035e-05	2.04188e-05	2.04188e-05
-24.4	0.000106041	0.000104657	0.000104657	4.59562e-05	3.62554e-05	3.62554e-05	6.07154e-05	6.06865e-05	6.06866e-05	2.69524e-05	2.13252e-05	2.13252e-05
-24.375	0.000106665	0.000104979	0.000104979	4.60486e-05	3.63188e-05	3.63188e-05	6.3382e-05	6.33109e-05	6.33111e-05	2.81036e-05	2.22332e-05	2.22332e-05
-24.35	0.000107161	0.000105299	0.000105299	4.61412e-05	3.63824e-05	3.63824e-05	6.60611e-05	6.59434e-05	6.59435e-05	2.92571e-05	2.31427e-05	2.31427e-05
-24.325	0.000107473	0.000105615	0.000105615	4.62342e-05	3.64461e-05	3.64461e-05	6.87479e-05	6.85838e-05	6.85839e-05	3.0413e-05	2.40539e-05	2.40539e-05
-24.3	0.000107663	0.000105927	0.000105927	4.63275e-05	3.65101e-05	3.65101e-05	7.14395e-05	7.1232e-05	7.12321e-05	3.15711e-05	2.49667e-05	2.49667e-05
-24.275	0.00010784	0.000106241	0.000106241	4.6421e-05	3.65742e-05	3.65742e-05	7.41355e-05	7.3888e-05	7.38881e-05	3.27317e-05	2.5881e-05	2.5881e-05
-24.25	0.00010807	0.000106558	0.000106558	4.65149e-05	3.66385e-05	3.66385e-05	7.68372e-05	7.65519e-05	7.65521e-05	3.38945e-05	2.6797e-05	2.6797e-05
-24.225	0.000108372	0.000106878	0.000106878	4.66091e-05	3.67029e-05	3.67029e-05	7.95465e-05	7.92239e-05	7.9224e-05	3.50598e-05	2.77145e-05	2.77145e-05
-24.2	0.000108743	0.000107201	0.000107201	4.67036e-05	3.67676e-05	3.67676e-05	8.22651e-05	8.19039e-05	8.1904e-05	3.62274e-05	2.86337e-05	2.86337e-05
-24.175	0.000109163	0.000107527	0.000107527	4.67984e-05	3.68324e-05	3.68324e-05	8.49942e-05	8.45921e-05	8.45922e-05	3.73973e-05	2.95545e-05	2.95545e-05
-24.15	0.000109599	0.000107856	0.000107856	4.68934e-05	3.68974e-05	3.68974e-05	8.77342e-05	8.72885e-05	8.72886e-05	3.85697e-05	3.0477e-05	3.0477e-05
