CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	M	M_ave	U	U_1_ave	Up	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	ed	ed_ave	e	ep_2_ave	e_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
1	Broyden	0	-8.906357335e-06	-76.86778494	-54.70814815	4.850591387	YY	0	-0.007017758439	8	0.5215458482	0	self-energy/D/M	sharp_wc_2_b_50	-0.04141886753	1.709547383	-3.328611416	1.166243364	0.3558609867	0.1506738045	-2.060197955	1.985224416	-0.2122733071	1.200102043	-3.231436868	1.6746384	-3.258167062	1.694152969	-0.2136442257	1.201229916	0	0.4710414742	2.981481481	2	1.195947793	a248bdd	2x2_2C_8b_C2v_L	9.82	1.504699234	2	1.666989371	1.000022102895078	1.0000000000000004	0.01124194503	-0.05742965231	-0.000800474843	0.004312859097	2.098723419e-05	-4.719324532e-05	0.0002779951577	-0.0008129956688	0.2638153026	-2.732946564	0.00175674331	-0.001434059617	0.001578096262	-0.001074960621	-0.2648738045	2.735325306	boucle.py	R0:S0:1	uncorrelated	-0.1529309185	0.3041700073	-0.1930819788	0.3329541551	2.265874575	-0.851554379	2.288132282	-0.8923437719	-0.4022629894	0.193536026	-0.4003312668	0.1585794047	-0.9652145911	0.02397556044	0.9392525215	-0.03439093726	0.00875564042	-0.0226477828	0.01255556777	-0.02673104926	0.3452713439	-0.07891368361	-1.844480292	0.4571774524	2.269962688	-0.5145382952	-1.382691142	0.3407002562	-0.01013419054	0.02534322549	-0.01073218068	0.02294356801	-0.1925868208	0.3332665783	-0.1523458139	0.3045048833	2.280971498	-0.8921481355	2.258505205	-0.8514038992	-0.3996305348	0.1572641558	-0.4016435382	0.1922168259	0.9512100407	-0.04076041862	-0.9766273174	0.0299685339	-0.01081805198	0.0260113961	-0.01028911689	0.0234842246	-2.275647232	0.5640720503	1.368549553	-0.3119461143	0.3490893295	-0.0858294096	-1.839923399	0.4169468241	-0.009425779845	0.02234936455	-0.01170528496	0.02617311623	2024-08-30@11:49	2.148148148	-0.7456443803	1	-6.661338148e-16	-0.3603336475	0.09259259259	1.665334537e-16	0.1431630618	4.515922836e-05	-0.0001151596812	0.0002423194705	-7.722059207e-05	-0.001165882622	-0.001314154334	-0.002550991911	0.005320023176	-3.979223929e-05	0.0005957850119	-0.002577431651	-0.01149292561	-0.002498476187	-0.01132602618	-8.479054312e-07	0.0004337144583	v2.7.1	
1	Broyden	0	-8.906357335e-06	-76.86778494	-54.70814815	4.850591387	YY	0	-0.007017758439	8	0.5215458482	0	self-energy/D/M	sharp_wc_2_b_50	-0.04141886753	1.709547383	-3.328611416	1.166243364	0.3558609867	0.1506738045	-2.060197955	1.985224416	-0.2122733071	1.200102043	-3.231436868	1.6746384	-3.258167062	1.694152969	-0.2136442257	1.201229916	0	0.4710414742	2.981481481	2	1.195947793	a248bdd	2x2_2C_8b_C2v_L	9.82	1.504699234	2	1.666989371	1.000022102895078	1.0000000000000004	0.01124194503	-0.05742965231	-0.000800474843	0.004312859097	2.098723419e-05	-4.719324532e-05	0.0002779951577	-0.0008129956688	0.2638153026	-2.732946564	0.00175674331	-0.001434059617	0.001578096262	-0.001074960621	-0.2648738045	2.735325306	boucle.py	R0:S0:1	uncorrelated	-0.1529309185	0.3041700073	-0.1930819788	0.3329541551	2.265874575	-0.851554379	2.288132282	-0.8923437719	-0.4022629894	0.193536026	-0.4003312668	0.1585794047	-0.9652145911	0.02397556044	0.9392525215	-0.03439093726	0.00875564042	-0.0226477828	0.01255556777	-0.02673104926	0.3452713439	-0.07891368361	-1.844480292	0.4571774524	2.269962688	-0.5145382952	-1.382691142	0.3407002562	-0.01013419054	0.02534322549	-0.01073218068	0.02294356801	-0.1925868208	0.3332665783	-0.1523458139	0.3045048833	2.280971498	-0.8921481355	2.258505205	-0.8514038992	-0.3996305348	0.1572641558	-0.4016435382	0.1922168259	0.9512100407	-0.04076041862	-0.9766273174	0.0299685339	-0.01081805198	0.0260113961	-0.01028911689	0.0234842246	-2.275647232	0.5640720503	1.368549553	-0.3119461143	0.3490893295	-0.0858294096	-1.839923399	0.4169468241	-0.009425779845	0.02234936455	-0.01170528496	0.02617311623	2024-08-30@11:49	2.148148148	-0.7456443803	1	-6.661338148e-16	-0.3603336475	0.09259259259	1.665334537e-16	0.1431630618	4.515922836e-05	-0.0001151596812	0.0002423194705	-7.722059207e-05	-0.001165882622	-0.001314154334	-0.002550991911	0.005320023176	-3.979223929e-05	0.0005957850119	-0.002577431651	-0.01149292561	-0.002498476187	-0.01132602618	-8.479054312e-07	0.0004337144583	v2.7.1	
