w	up_1	up_2	up_3	down_1	down_2	down_3	cumul_up_1	cumul_up_2	cumul_up_3	cumul_down_1	cumul_down_2	cumul_down_3	
-25	9.50665e-05	9.31454e-05	9.31448e-05	4.47124e-05	3.57659e-05	3.57659e-05	0	0	0	0	0	0
-24.975	9.51387e-05	9.34026e-05	9.34019e-05	4.48013e-05	3.5828e-05	3.5828e-05	2.37847e-06	2.33506e-06	2.33505e-06	1.12003e-06	8.957e-07	8.957e-07
-24.95	9.51836e-05	9.366e-05	9.36594e-05	4.48904e-05	3.58903e-05	3.58903e-05	4.75806e-06	4.67656e-06	4.67653e-06	2.24229e-06	1.79296e-06	1.79296e-06
-24.925	9.52744e-05	9.39196e-05	9.39191e-05	4.49799e-05	3.59527e-05	3.59527e-05	7.13992e-06	7.02455e-06	7.02451e-06	3.36679e-06	2.69177e-06	2.69177e-06
-24.9	9.54235e-05	9.41817e-05	9.41814e-05	4.50696e-05	3.60153e-05	3.60153e-05	9.52551e-06	9.3791e-06	9.37905e-06	4.49353e-06	3.59216e-06	3.59216e-06
-24.875	9.5611e-05	9.44462e-05	9.44459e-05	4.51596e-05	3.6078e-05	3.6078e-05	1.19158e-05	1.17403e-05	1.17402e-05	5.62252e-06	4.49411e-06	4.49411e-06
-24.85	9.58145e-05	9.47125e-05	9.47123e-05	4.52499e-05	3.6141e-05	3.6141e-05	1.43111e-05	1.41081e-05	1.4108e-05	6.75377e-06	5.39763e-06	5.39763e-06
-24.825	9.60284e-05	9.49805e-05	9.49804e-05	4.53404e-05	3.6204e-05	3.6204e-05	1.67119e-05	1.64826e-05	1.64825e-05	7.88728e-06	6.30273e-06	6.30273e-06
-24.8	9.62595e-05	9.52502e-05	9.52501e-05	4.54313e-05	3.62673e-05	3.62673e-05	1.91183e-05	1.88638e-05	1.88638e-05	9.02306e-06	7.20941e-06	7.20941e-06
-24.775	9.65124e-05	9.55216e-05	9.55215e-05	4.55224e-05	3.63307e-05	3.63307e-05	2.15311e-05	2.12519e-05	2.12518e-05	1.01611e-05	8.11768e-06	8.11768e-06
-24.75	9.67865e-05	9.57945e-05	9.57945e-05	4.56138e-05	3.63943e-05	3.63943e-05	2.39508e-05	2.36467e-05	2.36467e-05	1.13015e-05	9.02754e-06	9.02754e-06
-24.725	9.70786e-05	9.6069e-05	9.6069e-05	4.57055e-05	3.64581e-05	3.64581e-05	2.63778e-05	2.60485e-05	2.60484e-05	1.24441e-05	9.93899e-06	9.93899e-06
-24.7	9.73853e-05	9.6345e-05	9.63449e-05	4.57975e-05	3.65221e-05	3.65221e-05	2.88124e-05	2.84571e-05	2.8457e-05	1.3589e-05	1.0852e-05	1.0852e-05
-24.675	9.77042e-05	9.66224e-05	9.66223e-05	4.58898e-05	3.65862e-05	3.65862e-05	3.1255e-05	3.08726e-05	3.08726e-05	1.47363e-05	1.17667e-05	1.17667e-05
-24.65	9.80331e-05	9.69012e-05	9.69012e-05	4.59824e-05	3.66505e-05	3.66505e-05	3.37058e-05	3.32952e-05	3.32951e-05	1.58858e-05	1.2683e-05	1.2683e-05
-24.625	9.83708e-05	9.71814e-05	9.71814e-05	4.60753e-05	3.6715e-05	3.6715e-05	3.61651e-05	3.57247e-05	3.57246e-05	1.70377e-05	1.36008e-05	1.36008e-05
-24.6	9.87165e-05	9.7463e-05	9.7463e-05	4.61685e-05	3.67796e-05	3.67796e-05	3.8633e-05	3.81613e-05	3.81612e-05	1.81919e-05	1.45203e-05	1.45203e-05
-24.575	9.90699e-05	9.7746e-05	9.7746e-05	4.62619e-05	3.68444e-05	3.68444e-05	4.11098e-05	4.06049e-05	4.06049e-05	1.93485e-05	1.54414e-05	1.54414e-05
-24.55	9.94307e-05	9.80304e-05	9.80304e-05	4.63557e-05	3.69094e-05	3.69094e-05	4.35955e-05	4.30557e-05	4.30556e-05	2.05074e-05	1.63642e-05	1.63642e-05
-24.525	9.97993e-05	9.83162e-05	9.83162e-05	4.64498e-05	3.69746e-05	3.69746e-05	4.60905e-05	4.55136e-05	4.55135e-05	2.16686e-05	1.72885e-05	1.72885e-05
-24.5	0.000100176	9.86035e-05	9.86035e-05	4.65442e-05	3.704e-05	3.704e-05	4.85949e-05	4.79787e-05	4.79786e-05	2.28322e-05	1.82145e-05	1.82145e-05
-24.475	0.000100562	9.88922e-05	9.88922e-05	4.66389e-05	3.71055e-05	3.71055e-05	5.1109e-05	5.0451e-05	5.04509e-05	2.39982e-05	1.91422e-05	1.91422e-05
-24.45	0.000100957	9.91825e-05	9.91825e-05	4.67339e-05	3.71712e-05	3.71712e-05	5.36329e-05	5.29306e-05	5.29305e-05	2.51666e-05	2.00715e-05	2.00715e-05
-24.425	0.000101365	9.94743e-05	9.94744e-05	4.68293e-05	3.72371e-05	3.72371e-05	5.6167e-05	5.54174e-05	5.54173e-05	2.63373e-05	2.10024e-05	2.10024e-05
-24.4	0.000101787	9.97678e-05	9.97679e-05	4.6925e-05	3.73032e-05	3.73032e-05	5.87117e-05	5.79116e-05	5.79115e-05	2.75104e-05	2.1935e-05	2.1935e-05
-24.375	0.000102226	0.000100063	0.000100063	4.70211e-05	3.73694e-05	3.73694e-05	6.12673e-05	6.04132e-05	6.04131e-05	2.86859e-05	2.28692e-05	2.28692e-05
-24.35	0.000102687	0.00010036	0.00010036	4.71175e-05	3.74359e-05	3.74359e-05	6.38345e-05	6.29222e-05	6.29221e-05	2.98639e-05	2.38051e-05	2.38051e-05
-24.325	0.000103175	0.000100659	0.00010066	4.72141e-05	3.75025e-05	3.75025e-05	6.64139e-05	6.54387e-05	6.54386e-05	3.10442e-05	2.47427e-05	2.47427e-05
-24.3	0.000103699	0.000100961	0.000100961	4.73109e-05	3.75693e-05	3.75693e-05	6.90064e-05	6.79627e-05	6.79626e-05	3.2227e-05	2.56819e-05	2.56819e-05
-24.275	0.000104272	0.000101265	0.000101265	4.74079e-05	3.76363e-05	3.76363e-05	7.16132e-05	7.04943e-05	7.04943e-05	3.34122e-05	2.66228e-05	2.66228e-05
-24.25	0.00010491	0.000101572	0.000101573	4.7505e-05	3.77034e-05	3.77034e-05	7.42359e-05	7.30336e-05	7.30336e-05	3.45998e-05	2.75654e-05	2.75654e-05
-24.225	0.000105628	0.000101883	0.000101884	4.76025e-05	3.77708e-05	3.77708e-05	7.68766e-05	7.55807e-05	7.55807e-05	3.57899e-05	2.85096e-05	2.85096e-05
-24.2	0.000106434	0.000102198	0.000102198	4.77004e-05	3.78383e-05	3.78383e-05	7.95375e-05	7.81357e-05	7.81356e-05	3.69824e-05	2.94556e-05	2.94556e-05
-24.175	0.000107297	0.000102516	0.000102516	4.77985e-05	3.7906e-05	3.7906e-05	8.22199e-05	8.06986e-05	8.06985e-05	3.81774e-05	3.04033e-05	3.04033e-05
-24.15	0.000108134	0.000102833	0.000102834	4.78971e-05	3.79739e-05	3.79739e-05	8.49232e-05	8.32694e-05	8.32694e-05	3.93748e-05	3.13526e-05	3.13526e-05
-24.125	0.00010886	0.000103148	0.000103149	4.7996e-05	3.8042e-05	3.8042e-05	8.76447e-05	8.58481e-05	8.58481e-05	4.05747e-05	3.23037e-05	3.23037e-05
-24.1	0.000109492	0.00010346	0.000103461	4.80952e-05	3.81103e-05	3.81103e-05	9.0382e-05	8.84346e-05	8.84346e-05	4.17771e-05	3.32564e-05	3.32564e-05
-24.075	0.000110131	0.000103774	0.000103775	4.81948e-05	3.81788e-05	3.81788e-05	9.31353e-05	9.10289e-05	9.1029e-05	4.29819e-05	3.42109e-05	3.42109e-05
