CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
3	Broyden	-85.3304873	-120.9648	3.35061373	YY	10.5	0.2354648907	self-energy	sharp_wc_5_b_50	2.0097	2	1.259641229	0.797027018	1.013118206e-08	-4.586221473	1.961126381	-5.144177694	1.801420671	0.7222428495	4.662407799e-10	-5.143871136	1.801423153	0.89097148	1.279146762e-10	1.138858549	2.712918234e-08	-4.410630824	1.520733857	a248bdd	2x2_2C_8b_C2v_L	9.57	1.228823975	2	1.666376795	1.2288239750212253	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.0001018728776	0.0004367005527	1.310310181	-0.5012853706	-1.946788994	1.591016459	-2.462461193e-05	6.944929569e-05	1.946735616	-1.590984599	1.430797019e-05	-3.70079061e-05	-0.0007038065587	0.0005474940412	-2.471777834	2.870209158	2024-11-25@16:50	2.1394	-0.5855041125	1	4.232566151e-16	-0.181956638	0.2577	2.519582328e-16	0.07743267708	v2.7.1	
3	Broyden	-85.33050261	-120.9648	3.350613763	YY	10.5	0.2354648774	self-energy	sharp_wc_5_b_50	2.0097	2	1.25964123	0.7970270214	1.012120699e-08	-4.586227679	1.961126397	-5.144178268	1.801420681	0.7222428499	4.932872612e-10	-5.143871742	1.801423165	0.890971477	1.275588992e-10	1.138858555	2.758308823e-08	-4.410630987	1.520733868	a248bdd	2x2_2C_8b_C2v_L	9.57	1.228823963	2	1.666376796	1.2288239623640014	0.9999999999999996	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-0.0001018227288	0.000436485551	1.310310833	-0.5012852808	-1.946789081	1.591016429	-2.532877877e-05	7.143526659e-05	1.946735708	-1.590984563	1.42880589e-05	-3.695640394e-05	-0.0007096701772	0.000552055275	-2.471777884	2.870209128	2024-11-25@16:50	2.1394	-0.5855041091	1	4.232566151e-16	-0.1819566354	0.2577	2.519582328e-16	0.07743267599	v2.7.1	
2	Broyden	-86.03707601	-121.2848	3.348400462	YY	10.5	0.2344322421	self-energy	sharp_wc_5_b_50	2.0097	2	1.259568994	0.7970270081	3.787847429e-09	-4.686488225	1.960078337	-5.18794534	1.801642734	0.7222425777	1.919162646e-06	-5.188117534	1.80159623	0.8909713626	8.039494104e-07	1.13812319	0.002237205551	-4.516232254	1.524079958	a248bdd	2x2_2C_8b_C2v_L	9.59	1.227590702	2	1.666148028	1.227590702007451	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	6.366422054e-05	-0.0002673699095	1.319295813	-0.5085604514	-1.951075594	1.590186088	-0.001616392248	0.004473811162	1.951149458	-1.590490556	0.001157803557	-0.002944443853	-0.2031041372	0.1569661527	-2.492042404	2.858702633	2024-11-25@16:51	2.1394	-0.5857506397	1	-2.72296282e-17	-0.182012492	0.2577	1.839100717e-16	0.07739655288	v2.7.1	
2	Broyden	-85.24332411	-120.6448	3.350488296	YY	10.5	0.2351849328	self-energy	sharp_wc_5_b_50	2.0097	2	1.259639091	0.7970270123	5.446990321e-09	-4.5943269	1.961226243	-5.144494335	1.801821572	0.7222428474	2.171537961e-09	-5.144220538	1.801815324	0.8909714792	9.119812592e-10	1.138857595	5.723935824e-07	-4.397261899	1.520976833	a248bdd	2x2_2C_8b_C2v_L	9.55	1.228539862	2	1.666343893	1.2285398616581227	1.0000000000000007	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-7.413270708e-05	0.0003201122363	1.312845565	-0.5007517498	-1.949512932	1.589806869	-5.261560725e-05	0.0001496412725	1.949473894	-1.589832229	3.786664164e-05	-9.866771352e-05	-0.003227698936	0.002513948058	-2.47331309	2.869722271	2024-11-25@16:52	2.1394	-0.5855236545	1	6.645856627e-16	-0.1819520296	0.2577	3.21361619e-16	0.07743145998	v2.7.1	
2	Broyden	-86.28130846	-121.6048	3.348948423	YY	10.5	0.2344604553	self-energy	sharp_wc_5_b_50	2.0097	2	1.259578842	0.7970270188	7.332596256e-10	-4.70725379	1.960050795	-5.207130652	1.80155214	0.7222419606	5.030659143e-06	-5.20700178	1.801560947	0.8909711163	1.866284351e-06	1.139795507	0.002253159022	-4.538017788	1.52410996	a248bdd	2x2_2C_8b_C2v_L	9.61	1.227616525	2	1.666189413	1.2276165252999696	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	2.827475235e-05	-0.000117724965	1.319884229	-0.5087386477	-1.951428744	1.590561605	-0.002649194616	0.007257404416	1.951393049	-1.590497728	0.001783033463	-0.004494608666	-0.2046402559	0.1576867327	-2.492755592	2.858592505	2024-11-25@16:52	2.1394	-0.5856820736	1	5.445479755e-17	-0.1819942848	0.2577	-1.216737813e-16	0.07738865254	v2.7.1	
2	Broyden	-86.68014706	-121.9248	3.349754317	YY	10.5	0.2343507778	self-energy	sharp_wc_5_b_50	2.0097	2	1.259594852	0.7970269805	7.530474382e-08	-4.783059501	1.96023785	-5.236648617	1.801695951	0.72223382	4.972132524e-05	-5.236961585	1.801663821	0.8909676398	1.779463785e-05	1.161587704	0.002203659207	-4.559614807	1.524095653	a248bdd	2x2_2C_8b_C2v_L	9.63	1.227508868	2	1.666236835	1.2275088682838486	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.0002895732405	-0.001194829538	1.326018405	-0.5076817401	-1.953333974	1.590084004	-0.008436357898	0.02286441567	1.953363102	-1.590294138	0.00557012262	-0.01390416433	-0.2046649207	0.1565310498	-2.493669582	2.858696315	2024-11-25@16:53	2.1394	-0.5855862189	1	2.491861614e-16	-0.1819595717	0.2577	3.47232119e-16	0.07737573208	v2.7.1	
2	Broyden	-85.11164357	-120.3248	3.350223772	YY	10.5	0.2349507114	self-energy	sharp_wc_5_b_50	2.0097	2	1.259634325	0.7970270157	6.802720438e-09	-4.591320898	1.961293398	-5.140445045	1.802129902	0.7222428486	1.532278604e-09	-5.140166706	1.802144124	0.8909714793	6.061169034e-10	1.138858048	3.013051798e-07	-4.382430363	1.521219143	a248bdd	2x2_2C_8b_C2v_L	9.53	1.228303281	2	1.666303401	1.2283032806590148	1.0000000000000002	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-8.21863119e-05	0.000357569839	1.314076936	-0.5004286967	-1.95158097	1.588921137	-4.373509129e-05	0.0001254848405	1.951520404	-1.588816122	3.057994615e-05	-8.031321857e-05	-0.002336297185	0.001822801082	-2.474183182	2.86918773	2024-11-25@16:53	2.1394	-0.5855594399	1	3.525525591e-17	-0.1819543534	0.2577	3.448514834e-16	0.07743257063	v2.7.1	
3	Broyden	-87.29166048	-122.2448	3.287348452	YY	10.5	0.2331871464	self-energy	sharp_wc_5_b_50	2.0097	2	1.257955856	0.7970259341	2.446050026e-06	-4.763031899	1.960087489	-5.33861945	1.797492217	0.7245232273	0.01338274468	-5.347456431	1.79758963	0.8849427761	0.01266703968	1.151443459	0.00278227258	-4.599084801	1.518222776	a248bdd	2x2_2C_8b_C2v_L	9.65	1.224443346	2	1.663636115	1.2244433461809425	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.001680161422	-0.006818295647	1.322111246	-0.5068961482	-1.965573367	1.609680249	-0.1447838215	0.3759124226	1.967330233	-1.609112063	0.1540455059	-0.3713328415	-0.2308602071	0.1759609687	-2.496880182	2.870394251	2024-11-25@16:54	2.1394	-0.5921117556	1	2.837334438e-16	-0.185918321	0.2577	3.212318886e-17	0.07897223479	v2.7.1	
2	Broyden	-85.09789596	-120.0048	3.346015305	YY	10.5	0.2341777096	self-energy	sharp_wc_5_b_50	2.0097	2	1.259523363	0.7970270077	8.734489322e-11	-4.598646217	1.960143202	-5.117732479	1.801958653	0.7222408521	1.198614214e-05	-5.117484656	1.801955853	0.8909706185	4.14516436e-06	1.13770391	0.002240661991	-4.44011718	1.524365483	a248bdd	2x2_2C_8b_C2v_L	9.51	1.227330004	2	1.665963998	1.2273300035042594	1.0000000000000002	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-9.316035473e-06	4.047721641e-05	1.3163548	-0.5081769604	-1.950795362	1.58931712	-0.003848947058	0.01109208795	1.95074439	-1.589319238	0.002517889028	-0.006638268074	-0.2002144974	0.1563772027	-2.491549347	2.858221581	2024-11-25@16:55	2.1394	-0.5860443255	1	1.18117388e-16	-0.1820963621	0.2577	-1.105797566e-16	0.07743083078	v2.7.1	
3	Broyden	-87.54225467	-122.5648	3.288304043	YY	10.5	0.2332324734	self-energy	sharp_wc_5_b_50	2.0097	2	1.257977225	0.7970028154	6.897532961e-05	-4.78450892	1.960071239	-5.360116122	1.797599255	0.7238500474	0.01333287051	-5.367678344	1.797506857	0.8849376859	0.01251297569	1.21049227	0.002789018796	-4.619160559	1.518153699	a248bdd	2x2_2C_8b_C2v_L	9.67	1.224491277	2	1.663695643	1.2244912772524055	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	0.009001432236	-0.03623337575	1.32279857	-0.5070197553	-1.966237001	1.609050983	-0.1460351689	0.3759613138	1.967774308	-1.609582079	0.1547211283	-0.3696745571	-0.2345730205	0.1768952119	-2.497423896	2.87048664	2024-11-25@16:55	2.1394	-0.5920032506	1	9.73242166e-17	-0.1858703017	0.2577	4.46103437e-16	0.07895450099	v2.7.1	
