CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
14	Broyden	-79.3037555	-121.1248	3.136105194	YY	11	0.2240465794	self-energy	sharp_wc_2_b_50	2.0097	2	1.255651468	-0.06604968352	1.157027169	-3.730609187	1.946934363	-4.746034085	1.799328887	-0.1952397854	1.968202772	-3.913483214	1.817257281	3.47133034	1.096776888e-09	-3.998261325	1.539816601	-0.0317254266	1.911340111	a248bdd	2x2_2C_8b_C2v_L	9.58	1.215023203	2	1.646850573	1.2150232030164123	1.0	new_boucle_param.py	R0:N17:S-1:0.5/R0:N17:S1:0.5	uncorrelated	-0.1660665477	0.829892461	1.160574029	-0.6143484689	-1.831028186	1.639405726	0.2051458598	-0.5228946052	1.70054774	-1.4654018	9.08574548e-05	-0.0001272202444	-2.331045815	2.774307573	-0.155657258	0.5817699833	2024-08-08@11:04	2.1394	-0.61072362	1	2.614959111e-16	-0.1921044968	0.2577	1.247652007e-16	0.07983023764	v2.7.1	
17	Broyden	-72.93361531	-113.2848	2.397591645	YY	11	0.2100655997	self-energy	sharp_wc_2_b_50	2.0097	2	1.235321194	-0.0598232939	1.079809187	-3.096447996	1.94072546	-3.841478591	1.716154017	0.1745247345	0.1850122447	-3.835560805	1.71546827	0.1749291254	0.1834673262	0.2176587826	0.02303022141	-3.621951384	1.433402119	a248bdd	2x2_2C_8b_C2v_L	9.09	1.180732788	2	1.616561471	1.1807327882001657	0.9999999999999998	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1630950098	-0.8896842975	1.091795815	-0.6188667926	-1.73454721	1.889764964	0.2015876263	-1.088523467	1.733433309	-1.89250037	-0.2014369321	1.082880747	0.2635759072	-0.2923091562	-2.324734295	3.003627476	2024-08-08@15:55	2.1394	-0.6857755294	1	-5.560678400999999e-16	-0.2418054799	0.2577	-1.894640854e-17	0.09905261688	v2.7.1	
9	Broyden	-72.95964052	-113.2848	2.397391593	YY	11	0.2100372364	self-energy	sharp_wc_2_b_50	2.0097	2	1.235310362	-0.0603553596	1.079826144	-3.095257347	1.940745689	-3.842857903	1.715744115	0.1752776199	0.1839247466	-3.846971213	1.716093163	0.1757513076	0.1846521877	0.2165931621	0.02311090308	-3.621564241	1.43323856	a248bdd	2x2_2C_8b_C2v_L	9.09	1.180666123	2	1.616567818	1.1806661226266146	1.0	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1633511047	-0.8903779734	1.091261342	-0.6186347711	-1.734995307	1.89172547	0.2021358024	-1.085123675	1.735930895	-1.890491116	-0.2024701589	1.087960151	0.2634892816	-0.2923170654	-2.324560108	3.00397038	2024-08-08@15:55	2.1394	-0.6857874729	1	4.883585175e-16	-0.2418292186	0.2577	-2.8383613279999996e-16	0.09906959165	v2.7.1	
8	Broyden	-72.98841301	-113.3648	2.405773747	YY	11	0.2102486362	self-energy	sharp_wc_2_b_50	2.0097	2	1.235532144	-0.06357076796	1.082672601	-3.113413645	1.940528314	-3.837902164	1.716934668	0.1751748226	0.1824868675	-3.834524228	1.716075826	0.1747184393	0.1807145783	0.2181258119	0.02278265121	-3.624518797	1.433552981	a248bdd	2x2_2C_8b_C2v_L	9.095	1.181062878	2	1.617028584	1.1810628779207786	1.0	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1663950106	-0.90261076	1.092784005	-0.6204914838	-1.733841196	1.885755017	0.1999655469	-1.083000557	1.733310072	-1.889823653	-0.1995709245	1.075765618	0.2614931463	-0.2897697899	-2.325037404	3.003853139	2024-08-08@16:15	2.1394	-0.6848578823	1	7.70395764e-16	-0.2414250991	0.2577	1.2066418759999998e-16	0.09889672337	v2.7.1	
18	Broyden	-72.94643737	-113.2848	2.398414997	YY	11	0.2100791494	self-energy	sharp_wc_2_b_50	2.0097	2	1.235337243	-0.06111584252	1.081054094	-3.096347937	1.940584127	-3.842587269	1.7157075	0.1769152569	0.1824282655	-3.841438669	1.716462464	0.1756549249	0.1846231729	0.2167985496	0.02307530825	-3.61986605	1.433102475	a248bdd	2x2_2C_8b_C2v_L	9.09	1.180740648	2	1.616636095	1.180740648161322	0.9999999999999998	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1644459568	-0.8956918585	1.091103226	-0.6196115654	-1.735224874	1.892237897	0.2015290167	-1.080477122	1.734819495	-1.888062865	-0.2014694776	1.088503209	0.2625399577	-0.2913791614	-2.324343002	3.004383497	2024-08-08@16:18	2.1394	-0.6856625006	1	-4.1432429509999996e-16	-0.2418029534	0.2577	-2.0053503579999997e-16	0.09904430006	v2.7.1	
14	Broyden	-72.90943864	-113.2848	2.396681783	YY	11	0.2100653216	self-energy	sharp_wc_2_b_50	2.0097	2	1.23530311	-0.05884297601	1.078433564	-3.074417261	1.940785238	-3.840621292	1.715901029	0.1751900013	0.1853477468	-3.849107525	1.715723855	0.1759883633	0.1844122079	0.2152393075	0.02316041758	-3.619613092	1.433393409	a248bdd	2x2_2C_8b_C2v_L	9.09	1.180710633	2	1.616486013	1.1807106326304786	1.0	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.161561442	-0.8832556021	1.088706163	-0.6177931139	-1.73434347	1.890680303	0.2027693178	-1.089837056	1.736203148	-1.892919366	-0.2029526178	1.086229532	0.2637488906	-0.2929230835	-2.323706432	3.003523995	2024-08-08@16:23	2.1394	-0.6859054316	1	-6.521607065999999e-17	-0.2417974277	0.2577	2.3975389889999997e-16	0.09906393137	v2.7.1	
6	Broyden	-72.98914415	-113.2848	2.395870686	YY	11	0.2099769236	self-energy	sharp_wc_2_b_50	2.0097	2	1.235259545	-0.0630180675	1.080811374	-3.098897007	1.940568024	-3.851447069	1.71629571	0.1756320607	0.1852631398	-3.844911034	1.71544975	0.1753163651	0.1833298747	0.21602975	0.02326344542	-3.623262047	1.432912811	a248bdd	2x2_2C_8b_C2v_L	9.09	1.180526468	2	1.616535236	1.180526467500075	1.0	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1643198303	-0.8952842488	1.091386043	-0.619604099	-1.736753858	1.889514192	0.2031533402	-1.090801961	1.73535964	-1.893020606	-0.2026530188	1.083428357	0.2642145305	-0.2930777572	-2.324957719	3.004673614	2024-08-08@16:33	2.1394	-0.6859193765	1	-6.516092127e-18	-0.2419680576	0.2577	-2.611319434e-16	0.0991324267	v2.7.1	
9	Broyden	-72.95383966	-113.3648	2.405808629	YY	11	0.2102681319	self-energy	sharp_wc_2_b_50	2.0097	2	1.235547374	-0.06051674838	1.080076872	-3.092722978	1.940759427	-3.836836123	1.716443539	0.1746776435	0.1824070542	-3.839946402	1.716496597	0.1751330756	0.1823805589	0.217339763	0.02285647885	-3.625776696	1.434116406	a248bdd	2x2_2C_8b_C2v_L	9.095	1.181115767	2	1.616955277	1.1811157663522769	1.0	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1637047688	-0.8906546046	1.090543028	-0.6185516538	-1.733379511	1.888438326	0.2006486244	-1.081605855	1.734094397	-1.888626379	-0.200831403	1.081561616	0.2625611847	-0.2910843586	-2.325154057	3.002643788	2024-08-08@16:40	2.1394	-0.6849180364	1	2.722805789e-16	-0.2413078304	0.2577	-1.4265458289999998e-16	0.09886740312	v2.7.1	
16	Broyden	-73.03275924	-113.4448	2.409490411	YY	11	0.2103294797	self-energy	sharp_wc_2_b_50	2.0097	2	1.23562979	-0.06483570445	1.08227444	-3.125907867	1.940609014	-3.83910782	1.71667572	0.1728093423	0.1815379177	-3.835177896	1.716360364	0.1718734836	0.1812150831	0.2128059744	0.02309078839	-3.622495571	1.433445848	a248bdd	2x2_2C_8b_C2v_L	9.1	1.181197706	2	1.61722015	1.1811977058660146	1.0	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1668509688	-0.9036137405	1.094259027	-0.620505349	-1.733513967	1.88705228	0.1998373925	-1.079612525	1.732761314	-1.888151349	-0.1995118146	1.077898017	0.2601822849	-0.289212215	-2.323259036	3.003667095	2024-08-08@16:40	2.1394	-0.6844619683	1	7.302139413e-17	-0.2412158732	0.2577	-2.032453739e-17	0.09884396071	v2.7.1	
17	Broyden	-72.98306001	-113.4448	2.41121849	YY	11	0.2104092052	self-energy	sharp_wc_2_b_50	2.0097	2	1.235688602	-0.06357900044	1.081853723	-3.105653475	1.940584469	-3.832995072	1.716809999	0.1735587895	0.1810942833	-3.83730352	1.716700095	0.1736597707	0.1807320651	0.2155804468	0.02285199789	-3.623556661	1.433945167	a248bdd	2x2_2C_8b_C2v_L	9.1	1.18135705	2	1.61726114	1.1813570498629586	1.0000000000000002	new_boucle_param.py	R0:N13:S-1:0.5/R0:N13:S1:0.5	uncorrelated	0.1658800728	-0.8995110994	1.091451121	-0.6200222315	-1.73224474	1.886188795	0.1995026822	-1.07855302	1.733237766	-1.887437188	-0.19954796	1.076909513	0.2609234128	-0.2895948922	-2.323602979	3.00290356	2024-08-08@16:41	2.1394	-0.6843152848	1	-1.142149459e-16	-0.2410537579	0.2577	1.860638935e-16	0.0987737316	v2.7.1	
