CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
3	Broyden	-87.29182485	-123.5248	3.549665841	YY	11	0.2162682962	self-energy	sharp_wc_5_b_50	2.0097	2	1.2652826	19.415813	2.502950912e-13	-4.842306295	1.960771354	-5.356944934	1.817544345	14.604609	6.282072151e-13	-5.35760566	1.817559188	36.301325	3.987871643e-14	20.316859	5.284067606e-15	-4.586262124	1.562393402	a248bdd	2x2_2C_8b_C2v_L	9.73	1.210432928	2	1.66623765	1.2104329277154722	0.9999999999999999	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.659996076e-06	2.457356733e-06	1.324577519	-0.5275451709	-1.961903317	1.540723977	-7.255641386e-06	3.339787804e-06	1.961991113	-1.540656179	-3.911999683e-06	8.615182525e-07	-1.1323519e-06	2.766215046e-07	-2.483395827	2.74577619	2024-11-25@17:09	2.1394	-0.5660193084	1	4.539041111e-16	-0.1670726673	0.2577	2.651453128e-16	0.07139262941	v2.7.1	
3	Broyden	-87.29187521	-123.5248	3.549665842	YY	11	0.216268232	self-energy	sharp_wc_5_b_50	2.0097	2	1.265282601	19.415813	2.495444383e-13	-4.842315358	1.960771391	-5.356951217	1.817544444	14.604609	6.277363006e-13	-5.357615226	1.817559348	36.301325	4.10472967e-14	20.316859	5.561160656e-15	-4.586261956	1.562393365	a248bdd	2x2_2C_8b_C2v_L	9.73	1.210432863	2	1.666237645	1.2104328628383103	0.9999999999999999	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.653003222e-06	2.453669036e-06	1.324578269	-0.5275449277	-1.961904178	1.540723685	-7.252922199e-06	3.338535561e-06	1.961992424	-1.540655633	-3.968903567e-06	8.740497489e-07	-1.161662569e-06	2.837817622e-07	-2.483395935	2.745776298	2024-11-25@17:09	2.1394	-0.5660193093	1	4.539041111e-16	-0.1670726653	0.2577	2.651453128e-16	0.07139262883	v2.7.1	
2	Broyden	-87.41708785	-123.8448	3.549785571	YY	11	0.2164847925	self-energy	sharp_wc_5_b_50	2.0097	2	1.265284421	19.415813	2.5258822e-13	-4.846831996	1.960715391	-5.358299912	1.817236196	14.604609	6.138572695e-13	-5.358606137	1.817226503	36.301325	4.019551244e-14	20.316859	5.463100801e-15	-4.602348987	1.562219867	a248bdd	2x2_2C_8b_C2v_L	9.75	1.210650511	2	1.666267518	1.2106505105980343	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.684745554e-06	2.468769188e-06	1.323455593	-0.5278212243	-1.959460375	1.541687984	-7.177723308e-06	3.302129019e-06	1.959520751	-1.541766052	-3.928537501e-06	8.650522842e-07	-1.151949879e-06	2.812792755e-07	-2.482775644	2.746226799	2024-11-25@17:10	2.1394	-0.5660013341	1	-3.050324033e-16	-0.1670751359	0.2577	3.480233558e-16	0.07139366398	v2.7.1	
2	Broyden	-87.09559579	-123.2048	3.549228909	YY	11	0.2162260224	self-energy	sharp_wc_5_b_50	2.0097	2	1.265275395	19.415813	2.60040251e-13	-4.852769225	1.960878299	-5.332664676	1.817518617	14.604609	5.906487987e-13	-5.332197093	1.817525659	36.301325	4.200431013e-14	20.316859	5.100834241e-15	-4.568400157	1.562507029	a248bdd	2x2_2C_8b_C2v_L	9.71	1.210392599	2	1.666202025	1.2103925987792783	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.745632865e-06	2.504563901e-06	1.327130928	-0.5268868302	-1.960828749	1.540818231	-7.027890072e-06	3.238285425e-06	1.960745781	-1.540750251	-4.012905826e-06	8.841956567e-07	-1.111979822e-06	2.717670916e-07	-2.48359099	2.745570681	2024-11-25@17:10	2.1394	-0.5660760033	1	2.927222344e-16	-0.1670838041	0.2577	2.605410945e-16	0.07139754282	v2.7.1	
2	Broyden	-87.71832777	-124.1648	3.550454923	YY	11	0.2164401082	self-energy	sharp_wc_5_b_50	2.0097	2	1.265296851	19.415813	2.620400748e-13	-4.875869032	1.960710767	-5.389255828	1.817352359	14.604609	5.320734869e-13	-5.388317018	1.817346594	36.301325	4.176608269e-14	20.316859	4.923656979e-15	-4.621417572	1.562160934	a248bdd	2x2_2C_8b_C2v_L	9.77	1.210607336	2	1.666308351	1.210607336373008	0.9999999999999999	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.775937879e-06	2.514538804e-06	1.324909042	-0.5278772742	-1.961530656	1.541352535	-6.690503834e-06	3.074215466e-06	1.96138761	-1.541347504	-4.00672646e-06	8.81761605e-07	-1.094303087e-06	2.67051027e-07	-2.482987534	2.746286454	2024-11-25@17:10	2.1394	-0.5659200114	1	-2.941457108e-17	-0.1670480357	0.2577	-2.298312518e-16	0.07138222729	v2.7.1	
2	Broyden	-86.91133749	-122.8848	3.548896368	YY	11	0.2161206414	self-energy	sharp_wc_5_b_50	2.0097	2	1.265269752	19.415813	2.582011414e-13	-4.848613183	1.960940355	-5.31770942	1.817643637	14.604609	6.012893876e-13	-5.317261059	1.817631491	36.301325	4.173718285e-14	20.316859	4.878838551e-15	-4.550908475	1.562634982	a248bdd	2x2_2C_8b_C2v_L	9.69	1.210287384	2	1.66616791	1.2102873838040344	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.724931275e-06	2.495542563e-06	1.328242632	-0.5265336281	-1.961174178	1.54037901	-7.083970083e-06	3.26701866e-06	1.961117088	-1.540438747	-3.998615235e-06	8.813218285e-07	-1.086925342e-06	2.657748547e-07	-2.483842528	2.745277957	2024-11-25@17:11	2.1394	-0.5661193162	1	-2.099463833e-16	-0.1670914344	0.2577	-1.017232243e-16	0.07140059876	v2.7.1	
2	Broyden	-86.76962	-122.5648	3.548678469	YY	11	0.2159806968	self-energy	sharp_wc_5_b_50	2.0097	2	1.265266692	19.415813	2.724436175e-13	-4.859021953	1.961036987	-5.306667017	1.81781009	14.604609	5.469495889e-13	-5.305566784	1.817809133	36.301325	4.331833879e-14	20.316859	4.438479477e-15	-4.532650852	1.562744931	a248bdd	2x2_2C_8b_C2v_L	9.67	1.210149715	2	1.666136474	1.2101497146623634	0.9999999999999998	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.849537645e-06	2.563224231e-06	1.330848289	-0.5259802671	-1.962119418	1.539873555	-6.750286864e-06	3.115447604e-06	1.961945158	-1.539829523	-4.072149482e-06	8.977998215e-07	-1.036162352e-06	2.534928794e-07	-2.484005046	2.744995777	2024-11-25@17:11	2.1394	-0.5661504809	1	2.503449196e-16	-0.1670913261	0.2577	-2.205027775e-17	0.07140092261	v2.7.1	
2	Broyden	-87.92667799	-124.4848	3.550892622	YY	11	0.2165135925	self-energy	sharp_wc_5_b_50	2.0097	2	1.265304513	19.415813	2.665691974e-13	-4.884877833	1.960655183	-5.406923754	1.817271629	14.604609	5.181002863e-13	-5.406651711	1.817285154	36.301325	4.263801481e-14	20.316859	5.070079507e-15	-4.639652718	1.562064139	a248bdd	2x2_2C_8b_C2v_L	9.79	1.210680974	2	1.666346025	1.2106809736193185	1.0000000000000002	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.821097844e-06	2.536291563e-06	1.324359347	-0.5282080073	-1.961611893	1.541633176	-6.608742086e-06	3.033820636e-06	1.96155244	-1.541531374	-4.050028678e-06	8.909527604e-07	-1.111082692e-06	2.710060117e-07	-2.482926666	2.746483903	2024-11-25@17:11	2.1394	-0.5658644537	1	-1.220077121e-16	-0.1670349612	0.2577	2.070077036e-16	0.07137667217	v2.7.1	
2	Broyden	-86.45343492	-122.2448	3.547957711	YY	11	0.2160247906	self-energy	sharp_wc_5_b_50	2.0097	2	1.265253118	19.415813	2.526877273e-13	-4.819825001	1.961016764	-5.277689378	1.817710477	14.604609	6.151987505e-13	-5.277261997	1.81772836	36.301325	4.090225038e-14	20.316859	4.813323696e-15	-4.512998171	1.5627789	a248bdd	2x2_2C_8b_C2v_L	9.65	1.210191375	2	1.666092548	1.2101913747085864	1.0	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.666167642e-06	2.468576268e-06	1.328340619	-0.5260747345	-1.960337325	1.540207255	-7.150774334e-06	3.304088922e-06	1.960247909	-1.540069428	-3.954771667e-06	8.724363262e-07	-1.078290498e-06	2.639622578e-07	-2.483644586	2.74498718	2024-11-25@17:12	2.1394	-0.5662374682	1	4.501939681e-16	-0.1671214698	0.2577	7.024074e-17	0.07141361718	v2.7.1	
2	Broyden	-88.28830063	-124.8048	3.551573485	YY	11	0.2163968888	self-energy	sharp_wc_5_b_50	2.0097	2	1.265317121	19.415813	2.79314844e-13	-4.933437129	1.96071719	-5.440619356	1.81744422	14.604609	3.955031058e-13	-5.438630358	1.817430875	36.301325	4.476847538e-14	20.316859	3.821677409e-15	-4.663769479	1.562154189	a248bdd	2x2_2C_8b_C2v_L	9.81	1.210563382	2	1.666384299	1.2105633815168324	1.0000000000000002	new_boucle_param.py	R0:N12:S0:1	uncorrelated	-4.939661366e-06	2.596160979e-06	1.327631909	-0.5278491285	-1.964025953	1.541072881	-5.781320567e-06	2.650600794e-06	1.963724386	-1.541069846	-4.152474695e-06	9.128845336e-07	-9.654891652e-07	2.352859593e-07	-2.484288508	2.746285207	2024-11-25@17:12	2.1394	-0.5657821438	1	6.329745299e-16	-0.167006384	0.2577	-2.910455721e-17	0.07136481721	v2.7.1	
