CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
4	Broyden	-77.89129287	-123.1248	3.470214612	YY	11	0.2302197476	self-energy	sharp_wc_2_b_50	2.0097	2	1.263807554	4.407956033	2.452493514e-12	-2.984117221	1.959734944	-4.002017447	1.798191331	16.2528542	1.829562442e-12	-4.001551838	1.798185974	4.290913835	4.253242038e-12	-0.263505451	1.97806378	-4.447366744	1.569128985	a248bdd	2x2_2C_8b_C2v_L	9.705	1.224173746	2	1.662469312	1.224173746328586	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	4.264437819e-06	-7.282100637e-06	1.080017521	-0.5226414672	-1.716012871	1.599423624	1.321966045e-05	-5.77862024e-06	1.715938146	-1.599430304	7.135330239e-06	-7.983913461e-06	0.243916214	-0.6150557098	-2.403977533	2.726801279	2024-08-08@10:56	2.1394	-0.5755441806	1	1.522012615e-16	-0.1706086361	0.2577	-3.738675096e-17	0.07292207715	v2.7.1	
1	Broyden	-97.71506118	-161.6048	3.803850337	YY	11	0.4027750157	self-energy	sharp_wc_2_b_50	2.0097	2	1.269380889	5.67483214	5.467321223e-13	-3.936916827	1.963161627	-5.482169078	1.851712077	0.1078128684	0.6290030473	-5.4821714	1.85171216	0.1078127353	0.6290028027	0.1403417035	0.003434503624	-5.552599773	1.483026675	a248bdd	2x2_2C_8b_C2v_L	12.11	1.397236777	2	1.722341539	1.397236776443122	0.9999999999999996	new_boucle_param.py	R0:N14:S0:1	uncorrelated	-2.380683424e-06	3.646203628e-06	1.028977322	-0.3830957544	-1.679801088	1.11171033	0.1582922698	-2.373585822	1.679801365	-1.111709946	-0.1582921741	2.373585503	0.2059620507	-0.1673801694	-2.232683907	3.005283711	2024-08-08@12:05	2.1394	-0.5268757992	1	-3.4458720100000003e-16	-0.1743777758	0.2577	-1.7510799809999998e-17	0.0715995353	v2.7.1	
1	Broyden	-97.71538887	-161.9248	3.823147349	YY	11	0.4068943927	self-energy	sharp_wc_2_b_50	2.0097	2	1.269710061	7.90695465	1.090255735e-11	-3.928548676	1.96366414	-5.46389231	1.852889658	0.1051271214	0.620003935	-5.463713577	1.852869764	0.1050509909	0.6201340226	0.1407368934	0.003444074287	-5.548094105	1.481297431	a248bdd	2x2_2C_8b_C2v_L	12.13	1.401424244	2	1.724380647	1.4014242437989686	0.9999999999999998	new_boucle_param.py	R0:N14:S0:1	uncorrelated	-1.379777101e-05	1.664743697e-05	1.027409145	-0.3769877769	-1.675710077	1.10032123	-0.1573365895	2.376857675	1.67568336	-1.10042801	-0.1573042068	2.377002005	0.2056790077	-0.1671616459	-2.229516924	3.01177836	2024-08-08@12:05	2.1394	-0.5243189766	1	5.810691477999999e-16	-0.1740279038	0.2577	-1.587679487e-16	0.0714088567	v2.7.1	
1	Broyden	-97.71936165	-161.1248	3.775248981	YY	11	0.3967167803	self-energy	sharp_wc_2_b_50	2.0097	2	1.268892494	14.55213924	8.406091717e-11	-3.949474239	1.962434059	-5.509877003	1.850067968	0.1119959224	0.6419993808	-5.509910988	1.850065187	0.1119812187	0.6420245215	0.1402934871	0.003424345792	-5.560973907	1.485678142	a248bdd	2x2_2C_8b_C2v_L	12.08	1.391076599	2	1.719297527	1.3910765988411875	0.9999999999999996	new_boucle_param.py	R0:N14:S0:1	uncorrelated	6.372012177e-05	-4.725035872e-05	-1.031353796	0.3920398757	-1.686006144	1.128032189	0.1597556508	-2.367564293	1.686012226	-1.128049944	0.1597485767	-2.367591801	0.2065999651	-0.1678469934	-2.23779858	2.995523461	2024-08-08@12:06	2.1394	-0.530672491	1	1.655279607e-17	-0.17488118	0.2577	-1.2476330639999998e-16	0.07188587082	v2.7.1	
1	Broyden	-85.85182888	-161.2848	3.751797278	YY	11	0.4390794873	self-energy	sharp_wc_2_b_50	2.0097	2	1.268326386	0.5775516867	2.871743152e-12	2.824328953	7.394242612e-15	-4.86659384	1.824728031	0.02870738854	0.6841571945	-4.866586766	1.824730348	0.0287149318	0.6841385169	0.03486817131	1.765960391	-4.978331999	1.485426168	a248bdd	2x2_2C_8b_C2v_L	12.09	1.432714837	2	1.72438288	1.432714837413136	0.9999999999999996	new_boucle_param.py	R0:N14:S0:1	uncorrelated	1.547447621e-06	-7.67489539e-06	-1.701358398e-07	4.319371382e-07	-1.582791536	1.221965398	-0.1229382801	2.405241829	1.582790906	-1.221951781	-0.1229415312	2.405225653	0.1522176149	-1.708780873	-2.110152331	2.896008432	2024-08-08@12:06	2.1394	-0.5317209261	1	1.4841593829999999e-16	-0.1798240379	0.2577	1.735275949e-16	0.07385076526	v2.7.1	
1	Broyden	-97.71497228	-161.5248	3.799034724	YY	11	0.4017144901	self-energy	sharp_wc_2_b_50	2.0097	2	1.269298786	6.008071653	2.124606454e-12	-3.93968048	1.963031755	-5.486483863	1.851391948	0.1083667845	0.6313394282	-5.486528607	1.851396779	0.108382592	0.631308214	0.1402130305	0.003431118151	-5.553613613	1.483461616	a248bdd	2x2_2C_8b_C2v_L	12.105	1.396159785	2	1.721823695	1.396159785403982	0.9999999999999998	new_boucle_param.py	R0:N14:S0:1	uncorrelated	-4.912556049e-06	7.213278155e-06	1.029448819	-0.3846810503	-1.680790096	1.114707467	0.1584632686	-2.372468699	1.680796204	-1.114681421	-0.158469911	2.37243449	0.2059920203	-0.1674110355	-2.233464426	3.003613642	2024-08-08@12:07	2.1394	-0.5275161264	1	2.2154452419999998e-16	-0.1744601383	0.2577	1.850015045e-16	0.07164639957	v2.7.1	
3	Broyden	-97.2421219	-161.7648	3.836079623	YY	11	0.3947232656	self-energy	sharp_wc_2_b_50	2.0097	2	1.26990781	18.1005654	6.525422219e-10	-3.967769624	1.961102599	-5.438920597	1.85136721	0.09958018742	0.5926105899	-5.292349237	1.834017778	0.05096030032	0.7179793219	0.1317642379	0.00333849365	-5.509818236	1.482445305	a248bdd	2x2_2C_8b_C2v_L	12.12	1.389284675	2	1.723311994	1.389284675330034	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	0.0002146458716	-0.0001322658146	1.031871564	-0.4023039657	-1.672265818	1.113609181	0.1538297107	-2.250961758	1.649196914	-1.207231301	0.1343176481	-2.383062651	0.1995165983	-0.1649293872	-2.223400122	2.995843468	2024-08-08@12:07	2.1394	-0.5230360314	1	2.126809893e-16	-0.1727737286	0.2577	-3.045315613e-16	0.07107682015	v2.7.1	
1	Broyden	-97.72027204	-161.0448	3.770643127	YY	11	0.3956852584	self-energy	sharp_wc_2_b_50	2.0097	2	1.268813656	15.77734891	1.551458435e-11	-3.952279187	1.962310809	-5.51438727	1.849782522	0.112626195	0.644178542	-5.514188092	1.849762417	0.1125591448	0.6443105779	0.1402960331	0.003421649176	-5.562238918	1.486118769	a248bdd	2x2_2C_8b_C2v_L	12.075	1.390028679	2	1.718794855	1.3900286784738354	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	-2.932970549e-05	2.034007704e-05	-1.031836847	0.3935697446	-1.687033898	1.130820891	0.1599454359	-2.366189156	1.687005705	-1.130928819	0.1599158093	-2.366326611	0.2066709591	-0.1679035517	-2.238643046	2.99386654	2024-08-08@12:07	2.1394	-0.5312863667	1	1.536179073e-16	-0.1749564037	0.2577	-2.305445927e-17	0.07193129072	v2.7.1	
1	Broyden	-97.7154053	-161.8448	3.818395796	YY	11	0.4058090458	self-energy	sharp_wc_2_b_50	2.0097	2	1.269629035	7.452825634	1.232629781e-10	-3.931572482	1.96353027	-5.468129027	1.852540698	0.1056110107	0.6224740418	-5.46816916	1.852544243	0.1056211409	0.6224519982	0.1405478502	0.003439961819	-5.548946472	1.481728912	a248bdd	2x2_2C_8b_C2v_L	12.125	1.400322469	2	1.723868517	1.4003224688581368	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	4.427597228e-05	-5.576989795e-05	1.027907653	-0.3786127673	-1.676686014	1.103492816	-0.1574780361	2.375917175	1.67669168	-1.103473933	-0.1574817658	2.375891862	0.2056746462	-0.1671689107	-2.230264605	3.010093989	2024-08-08@12:07	2.1394	-0.5249505354	1	3.616231001e-16	-0.1741096303	0.2577	-5.4718169599999994e-17	0.07145491702	v2.7.1	
1	Broyden	-85.83519764	-161.2048	3.747234116	YY	11	0.4378107583	self-energy	sharp_wc_2_b_50	2.0097	2	1.268244584	0.6299948968	3.1758955860000004e-14	3.033367638	7.780184531000001e-19	-4.868473536	1.824225381	0.02875809741	0.686848095	-4.868478345	1.824225974	0.02875881414	0.6868452375	0.03491658721	1.766710032	-4.979367	1.485473356	a248bdd	2x2_2C_8b_C2v_L	12.085	1.431417981	2	1.723902168	1.4314179808082117	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	1.678324182e-07	-8.109339173e-07	1.828040381e-09	-4.44780531e-09	-1.583396062	1.225886017	-0.1229344461	2.402354217	1.583396601	-1.225883052	-0.1229348185	2.402351817	0.1523115552	-1.706252352	-2.110886464	2.896193222	2024-08-08@12:08	2.1394	-0.5323132246	1	-1.8009087289999998e-16	-0.1799258885	0.2577	-1.228504558e-16	0.07389871595	v2.7.1	
1	Broyden	-97.71649453	-161.4448	3.794230722	YY	11	0.4007314839	self-energy	sharp_wc_2_b_50	2.0097	2	1.269216754	5.625432153	9.967838457e-13	-3.941331517	1.962915254	-5.491524173	1.851155882	0.1092025009	0.6333450521	-5.4913438	1.851136357	0.1091390834	0.6334726221	0.1402253044	0.003430226424	-5.555198608	1.483907078	a248bdd	2x2_2C_8b_C2v_L	12.1	1.395159382	2	1.721320146	1.3951593823106885	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	3.197460856e-06	-4.916393358e-06	1.029789647	-0.3861162848	-1.681879771	1.117216617	0.1587781333	-2.371603358	1.681854828	-1.117322187	-0.1587518482	2.371743033	0.206132428	-0.1675069796	-2.234342463	3.002016181	2024-08-08@12:09	2.1394	-0.5281520409	1	3.013852501e-17	-0.1745487029	0.2577	9.446015448e-19	0.07169515784	v2.7.1	
1	Broyden	-97.2438247	-161.6848	3.833061435	YY	11	0.392926956	self-energy	sharp_wc_2_b_50	2.0097	2	1.269854219	22.50570618	3.213191281e-11	-3.975634621	1.960852213	-5.449808546	1.851747859	0.1021976251	0.5869761564	-5.287142978	1.831901755	0.04735496805	0.7323636775	0.131892686	0.003323224311	-5.510000962	1.482943075	a248bdd	2x2_2C_8b_C2v_L	12.115	1.38747301	2	1.722813754	1.38747300990155	1.0	new_boucle_param.py	R0:N14:S0:1	uncorrelated	-5.755552859e-05	2.946740155e-05	1.032944474	-0.4052103758	-1.674265876	1.113043182	0.1546941633	-2.234617361	1.648711683	-1.220480904	0.1326211237	-2.386367483	0.1993084399	-0.1648010842	-2.224121416	2.99336433	2024-08-08@12:09	2.1394	-0.523465893	1	-1.036236464e-16	-0.1727564668	0.2577	-2.9227855549999996e-16	0.07109242911	v2.7.1	
1	Broyden	-97.72392243	-160.9648	3.76583192	YY	11	0.3946749285	self-energy	sharp_wc_2_b_50	2.0097	2	1.268731572	15.43669472	7.345794205e-12	-3.955117071	1.962193836	-5.519339466	1.849529857	0.1133417202	0.6462344526	-5.518898193	1.849482334	0.1131953542	0.6465564116	0.1403542841	0.003419589	-5.563917855	1.486576462	a248bdd	2x2_2C_8b_C2v_L	12.07	1.389001764	2	1.718278834	1.3890017642446564	0.9999999999999998	new_boucle_param.py	R0:N14:S0:1	uncorrelated	-1.982313252e-05	1.398249732e-05	-1.032320106	0.395044464	-1.688122495	1.133428578	0.1601685191	-2.364846777	1.688060076	-1.133687843	0.1601095853	-2.3651913	0.2067748368	-0.1679744628	-2.239564133	2.992204801	2024-08-08@12:09	2.1394	-0.5319266096	1	-2.880068848e-16	-0.175037816	0.2577	2.603888832e-16	0.07197932292	v2.7.1	
