GS_consistency	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	githash	model	mu	script	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	time	tpd	tpp	tppp	version	
YY	10.5	2.0097	0.79702702	-2.4163686	-3.5795319	0.72224285	-3.5795381	0.89097148	1.1388586	-3.5905432	a248bdd	2x2_2C_8b_C2v_L	9.57	validité_data_2022.py	3.6126283e-07	1.0190683	-1.659124	3.7460507e-07	1.6591255	7.0757778e-07	-9.201045e-07	-2.2455035	2024-08-02@15:05	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	0.87278154	-2.4412985	-3.5959434	0.7367708	-3.5959752	0.9626167	1.1806649	-3.6028123	a248bdd	2x2_2C_8b_C2v_L	9.58	validité_data_2022.py	-7.5961064e-07	1.0222861	-1.6612124	-5.8663501e-07	1.6612197	1.1129832e-06	1.1961389e-06	-2.2468488	2024-08-02@15:05	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	0.97415398	-2.4669212	-3.6133548	0.7818489	-3.6132574	1.0650803	1.2347505	-3.6157385	a248bdd	2x2_2C_8b_C2v_L	9.59	validité_data_2022.py	-1.8777005e-06	1.0255489	-1.6633895	-7.5738409e-06	1.6633695	-8.918652e-06	-3.1508309e-06	-2.2482584	2024-08-02@15:05	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	1.1078001	-2.4934622	-3.6315035	0.84544104	-3.6315238	1.2502213	1.356014	-3.6292018	a248bdd	2x2_2C_8b_C2v_L	9.6	validité_data_2022.py	1.6953899e-06	1.0289075	-1.6656261	1.7744458e-06	1.665629	1.644221e-06	2.4809315e-06	-2.2497257	2024-08-02@15:06	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	1.3132184	-2.5197601	-3.6498808	0.97313195	-3.649879	1.4766112	1.5687095	-3.6428065	a248bdd	2x2_2C_8b_C2v_L	9.61	validité_data_2022.py	-3.7551756e-07	1.0321791	-1.6678393	4.1312843e-07	1.6678401	-7.5020287e-07	-7.103256e-07	-2.2511652	2024-08-02@15:06	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	1.633758	-2.5459566	-3.668376	1.1875813	-3.668366	1.7629576	1.9049725	-3.6564998	a248bdd	2x2_2C_8b_C2v_L	9.62	validité_data_2022.py	9.757336e-07	1.0353977	-1.6700324	8.5003159e-07	1.6700296	-4.0013783e-06	2.6600522e-06	-2.2525847	2024-08-02@15:06	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	2.10952	-2.5719574	-3.6868566	1.5529916	-3.6868578	2.1073649	2.4262512	-3.6702148	a248bdd	2x2_2C_8b_C2v_L	9.63	validité_data_2022.py	-1.5501599e-07	1.0385542	-1.6721883	-4.5098729e-07	1.6721886	6.3828277e-07	2.6521528e-07	-2.2539802	2024-08-02@15:07	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	2.7712674	-2.5977168	-3.7052934	2.1204794	-3.7052898	2.5456077	3.1894466	-3.683901	a248bdd	2x2_2C_8b_C2v_L	9.64	validité_data_2022.py	-4.734385e-07	1.0416441	-1.6743116	1.5524326e-07	1.6743109	-7.428111e-09	-3.1129885e-08	-2.2553465	2024-08-02@15:07	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	3.6164492	-2.6231789	-3.7236173	2.9281555	-3.7236152	3.1078871	4.2165722	-3.6975295	a248bdd	2x2_2C_8b_C2v_L	9.65	validité_data_2022.py	3.6793623e-07	1.0446621	-1.6763934	4.4202579e-07	1.6763929	9.2476703e-08	1.8370666e-07	-2.256681	2024-08-02@15:08	2.1394	1	0.2577	v2.7.1	
YY	10.5	2.0097	4.6697223	-2.6483643	-3.7418185	4.0108277	-3.7418225	3.7931497	5.5435073	-3.7110888	a248bdd	2x2_2C_8b_C2v_L	9.66	validité_data_2022.py	-5.4696567e-07	1.0476131	-1.6784349	-6.152422e-08	1.6784354	5.8789072e-08	-1.2541373e-07	-2.2579839	2024-08-02@15:08	2.1394	1	0.2577	v2.7.1	
