CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
1	Broyden	-61.57119174	-90.4848	0.02871040224	YY	11	0.1576401814	self-energy	sharp_wc_2_b_50	2.0097	2	1.159797618	0.02458805267	0.3345279029	-2.128295394	1.849725332	-3.144461198	1.264626514	0.3333980182	0.01216663079	-3.147797076	1.265036472	0.3348938543	0.01218738868	0.4113625956	0.0116331458	-2.746363042	1.094626115	a248bdd	2x2_2C_8b_C2v_L	7.665	1.038867625	2	1.516875204	1.0388676246370807	1.0000000000000004	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.1691520295	-1.942115574	1.029206481	-0.9176814528	-1.725567465	3.374149252	0.3157527131	-0.3289187639	1.726561728	-3.373747611	-0.3162250232	0.3291094921	0.4472865569	-0.396537156	-2.334216068	3.628447185	2024-08-09@00:00	2.1394	-0.9208213739	1	1.1315000919999999e-17	-0.3925015168	0.2577	-2.243153837e-16	0.1599985465	v2.7.1	
2	Broyden	-61.56884185	-90.4048	0.02102081732	YY	11	0.1575229504	self-energy	sharp_wc_2_b_50	2.0097	2	1.159547468	0.02517800706	0.3364299676	-2.127925935	1.849115705	-3.149270715	1.26502213	0.3360097435	0.01221307268	-3.148802623	1.264966547	0.3359935239	0.01220712603	0.413133509	0.01166863622	-2.744012868	1.094333195	a248bdd	2x2_2C_8b_C2v_L	7.66	1.038510905	2	1.516440042	1.038510905013133	0.9999999999999996	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.1695065861	-1.946833438	1.029486961	-0.9201509305	-1.727713168	3.374491065	0.3168775177	-0.3294617982	1.727562218	-3.374546605	-0.3168067915	0.3294137094	0.4479619131	-0.3971790047	-2.334820937	3.628905436	2024-08-09@00:02	2.1394	-0.9216437558	1	-8.536481604999999e-16	-0.3928352365	0.2577	9.367845033e-17	0.1601252648	v2.7.1	
20	Broyden	-63.02917477	-91.7648	0.130211545	YY	11	0.1592080811	self-energy	sharp_wc_2_b_50	2.0097	2	1.162828594	0.161931298	0.2745582897	-2.425571013	1.890951503	-3.24473954	1.271488938	0.3186795016	0.009379721914	-3.244584178	1.271469111	0.3188623243	0.009369648818	0.4052320172	0.009868758432	-2.806974318	1.09690533	a248bdd	2x2_2C_8b_C2v_L	7.745	1.041502175	2	1.524199478	1.0415021746018875	0.9999999999999998	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.2281368004	-1.902357554	1.072729975	-0.7899941703	-1.743040998	3.374022034	0.3014227655	-0.3021006497	1.742986188	-3.374069557	-0.3013054902	0.3019685963	0.4163724775	-0.3656425206	-2.347809964	3.632583335	2024-08-09@00:03	2.1394	-0.9092918745	1	2.7400118819999996e-16	-0.3891847078	0.2577	4.593263165999999e-16	0.159064679	v2.7.1	
9	Broyden	-63.06555069	-91.8448	0.1389356372	YY	11	0.1592886048	self-energy	sharp_wc_2_b_50	2.0097	2	1.163083453	0.162189949	0.2726801279	-2.429558476	1.891610046	-3.246623671	1.271578505	0.3199930294	0.00936875816	-3.247240972	1.271641022	0.3179914007	0.009330491342	0.4059279115	0.009835082201	-2.810632197	1.097081482	a248bdd	2x2_2C_8b_C2v_L	7.75	1.041718621	2	1.524774034	1.041718621351711	1.0	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.228245087	-1.897652901	1.072875749	-0.7872947516	-1.742682455	3.373509829	0.3015877967	-0.3021368013	1.742883029	-3.373630001	-0.3008794414	0.3014550928	0.4159211288	-0.3650158631	-2.347748842	3.632409568	2024-08-09@00:05	2.1394	-0.9082844528	1	6.662410673999999e-16	-0.3889128026	0.2577	3.627408163e-16	0.158943055	v2.7.1	
2	Broyden	-61.53415334	-90.3248	0.01287524938	YY	11	0.1574363444	self-energy	sharp_wc_2_b_50	2.0097	2	1.159299396	0.02582470384	0.3393495115	-2.126183563	1.848194572	-3.143186925	1.264264743	0.3350795425	0.01218027055	-3.146410052	1.264700344	0.3361412794	0.01220230826	0.4155046683	0.0117017443	-2.742823847	1.094392209	a248bdd	2x2_2C_8b_C2v_L	7.655	1.038253574	2	1.515927468	1.0382535743552626	1.0	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.169781094	-1.95348683	1.029546565	-0.9238349012	-1.726791533	3.375818035	0.3163954524	-0.3292055745	1.727667205	-3.375339243	-0.3167629873	0.3293579922	0.4487575541	-0.3977334981	-2.335807744	3.629090634	2024-08-09@00:05	2.1394	-0.922564136	1	5.3815032499999993e-17	-0.3931128159	0.2577	-4.512327707999999e-16	0.1602416825	v2.7.1	
7	Broyden	-63.01435725	-91.7648	0.1300463816	YY	11	0.1592176273	self-energy	sharp_wc_2_b_50	2.0097	2	1.162828978	0.162318715	0.2747464681	-2.422467973	1.890819342	-3.243027512	1.271337282	0.3171317442	0.009353345577	-3.243091474	1.271405407	0.3193641435	0.009406818708	0.4046345501	0.009884517508	-2.806555941	1.096905067	a248bdd	2x2_2C_8b_C2v_L	7.745	1.041535438	2	1.524172374	1.041535437805332	0.9999999999999998	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.2281732513	-1.902528394	1.072305722	-0.7904282935	-1.742566512	3.37423621	0.300746303	-0.3016061789	1.74246255	-3.373879952	-0.3016430413	0.3024706597	0.4166334088	-0.365927136	-2.347621265	3.632490121	2024-08-09@00:07	2.1394	-0.9093249045	1	3.852862199e-16	-0.3891687003	0.2577	2.2714516439999997e-16	0.1590601403	v2.7.1	
2	Broyden	-61.50182708	-90.2448	0.004754410947	YY	11	0.1573345141	self-energy	sharp_wc_2_b_50	2.0097	2	1.159048842	0.02673324635	0.3420749662	-2.125134463	1.847410026	-3.140642023	1.26395723	0.3346775175	0.01216710015	-3.144868496	1.264486902	0.3363641117	0.01220078855	0.4162304981	0.01171520924	-2.738201082	1.094073581	a248bdd	2x2_2C_8b_C2v_L	7.65	1.037978549	2	1.515419224	1.0379785493444165	0.9999999999999998	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.1703474878	-1.960081118	1.029629833	-0.927176856	-1.726711698	3.376682872	0.3163245865	-0.3291140859	1.72795718	-3.376134295	-0.3169527456	0.3294188722	0.4487285286	-0.3979977021	-2.335530271	3.629369142	2024-08-09@00:08	2.1394	-0.9234716795	1	2.233845187e-16	-0.3934038809	0.2577	1.1958914569999998e-16	0.1603552131	v2.7.1	
2	Broyden	-61.46004857	-90.1648	-0.003774213965	YY	11	0.1572538607	self-energy	sharp_wc_2_b_50	2.0097	2	1.158792074	0.02760311061	0.3452415841	-2.12196714	1.846436216	-3.13334472	1.263027409	0.3330049816	0.01211885183	-3.14260124	1.264224803	0.3366687712	0.01220332032	0.4178679869	0.01173458384	-2.73615718	1.094089136	a248bdd	2x2_2C_8b_C2v_L	7.645	1.037731024	2	1.514876917	1.0377310240685702	0.9999999999999998	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.1708320614	-1.96730673	1.029236613	-0.9309812018	-1.725468173	3.378281491	0.3156717469	-0.3287257187	1.728124209	-3.37696667	-0.3171025515	0.3294946774	0.4491320483	-0.3983222714	-2.336221094	3.629572228	2024-08-09@00:10	2.1394	-0.9244425085	1	1.913586727e-16	-0.3936830087	0.2577	5.649840484999999e-16	0.1604687984	v2.7.1	
2	Broyden	-61.42989431	-90.0848	-0.011610801	YY	11	0.157143643	self-energy	sharp_wc_2_b_50	2.0097	2	1.158548958	0.02800877672	0.3473030527	-2.119192756	1.845747586	-3.13674526	1.263498308	0.3349583556	0.01214741652	-3.1398448	1.263915373	0.3359958718	0.01217701748	0.4174106536	0.01173420359	-2.730188861	1.093633673	a248bdd	2x2_2C_8b_C2v_L	7.64	1.037460842	2	1.514379154	1.0374608421895737	0.9999999999999998	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.1709819277	-1.971765854	1.028817674	-0.9335308852	-1.727120952	3.378327699	0.3163767035	-0.3289552587	1.727975505	-3.377849328	-0.3168193496	0.32920281	0.4486122428	-0.3983619313	-2.335303569	3.629863318	2024-08-09@00:13	2.1394	-0.9253165746	1	1.248486705e-16	-0.3939653532	0.2577	3.4580349439999997e-16	0.1605802267	v2.7.1	
1	Broyden	-61.383993	-90.0048	-0.02014125632	YY	11	0.1570658709	self-energy	sharp_wc_2_b_50	2.0097	2	1.158291166	0.02906938954	0.3509736218	-2.116496044	1.844592734	-3.125941242	1.262233725	0.3316581118	0.01208893704	-3.135596919	1.263406087	0.3344001561	0.01215687638	0.4204312745	0.01177789635	-2.730999434	1.093922358	a248bdd	2x2_2C_8b_C2v_L	7.635	1.037211941	2	1.51383779	1.03721194114048	0.9999999999999996	new_boucle_param.py	R0:N10:S0:1	uncorrelated	0.171535364	-1.979939984	1.0287769	-0.938194556	-1.724593482	3.3800675	0.3150894968	-0.3283697897	1.727536211	-3.378964184	-0.3163280653	0.3288975177	0.4498857268	-0.3990689269	-2.337325529	3.630005122	2024-08-09@00:15	2.1394	-0.9262851393	1	1.648620662e-17	-0.3942462456	0.2577	4.1878976589999996e-16	0.1606874814	v2.7.1	
