CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1	tb5_1_ave	tb6_1	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version
3	Broyden	-295.7641116	-148.9648	3.861110273	YY	12	0.1842226919	self-energy	sharp_wc_5_b_50	2.0097	2	1.273524316	-18.27461169	1.993900671	-5.02825468	1.965618376	69.65074996	0.05897783391	-34.83382957	1.864750227	-6.855199569	1.819909829	-44.94051822	1.999996291	-6.836071206	1.61581084	50.52089947	0.00480019459	a248bdd	2x2_2C_8b_C2v_L	11.32	1.169058934	2	1.665997602	1.169058934027511	1.0000000000000004	new_boucle_param.py	R0:N16:S0:1	uncorrelated	1.160217203	-0.2240040594	1.041311859	-0.5316955695	9.302683672	-1.019352939	7.792234593	-1.327793741	-1.969840933	1.588597731	-0.04810165651	0.00722426381	-2.736509662	2.547016076	2.243360793	-0.2672593495	2024-11-25@18:57	2.1394	-0.5344878616	1	1.559243746e-16	-0.1449416949	0.2577	-1.473985546e-17	0.06232039185	v2.7.1	
5	Broyden	-85.70332355	-116.6448	2.985306872	YY	12	0.1728613479	self-energy	sharp_wc_5_b_50	2.0097	2	1.250148136	-0.1913190155	1.975734087	-5.31109318	1.957384424	-5.291022702	1.758861127	-0.2243993944	1.792417765	-5.136090763	1.819643943	0.02114387458	0.5371058283	0.1966166329	0.03200619648	-4.351071179	1.54163343	a248bdd	2x2_2C_8b_C2v_L	9.3	1.1463033	2	1.630333239	1.1463032997315254	1.0	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2163413099	0.269677589	1.363878692	-0.5985872866	-1.98247847	1.892494845	-0.1863895872	1.048216578	1.970322656	-1.448816051	0.1747450384	-1.830268804	0.2803362397	-0.3476720739	-2.505395035	2.692630536	2024-11-26@09:00	2.1394	-0.6219448907	1	9.420245879e-17	-0.2088936749	0.2577	-3.464977497e-17	0.08599983075	v2.7.1	
4	Broyden	-85.53961839	-116.3248	2.950266516	YY	12	0.1724548308	self-energy	sharp_wc_5_b_50	2.0097	2	1.249194697	-0.1889012407	1.975864798	-5.30340263	1.957289419	-5.285806156	1.756189574	-0.2356835211	1.79976557	-5.11401498	1.817655356	0.0258784403	0.544070283	0.2011116252	0.03190851645	-4.33315786	1.537131614	a248bdd	2x2_2C_8b_C2v_L	9.28	1.145031217	2	1.628860809	1.1450312167612915	1.0	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2160181118	0.2697284528	1.364409565	-0.5991223208	-1.983248553	1.905628193	-0.1888627974	1.047663786	1.969232367	-1.454748933	0.1771634502	-1.860347397	0.2841370081	-0.3502531587	-2.504881348	2.703078186	2024-11-26@09:01	2.1394	-0.6255186062	1	-1.2800845559999998e-16	-0.2112372655	0.2577	-1.6180923119999998e-16	0.08687373698	v2.7.1	
4	Broyden	-85.42243264	-116.0048	2.915795249	YY	12	0.1720312552	self-energy	sharp_wc_5_b_50	2.0097	2	1.248271281	-0.190241212	1.976547967	-5.299098342	1.957201485	-5.279295863	1.753575704	-0.2403455846	1.80664396	-5.107445334	1.816384036	0.0332262738	0.5496205342	0.2124514606	0.0313669752	-4.321443012	1.533415804	a248bdd	2x2_2C_8b_C2v_L	9.26	1.143810884	2	1.627264151	1.1438108836304892	1.0	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2164071809	0.2690597701	1.365212756	-0.5996953663	-1.98438327	1.91852378	-0.1893507983	1.044252943	1.970659983	-1.458229908	0.1811690744	-1.888123654	0.2899536161	-0.3536594067	-2.505827392	2.711727035	2024-11-26@09:02	2.1394	-0.6291251531	1	1.318404091e-16	-0.2133658704	0.2577	1.0731318659999999e-16	0.0876879239	v2.7.1	
3	Broyden	-85.21948467	-115.6848	2.875282585	YY	12	0.1717239076	self-energy	sharp_wc_5_b_50	2.0097	2	1.247248244	-0.1941721746	1.977473085	-5.281175366	1.957091435	-5.25414997	1.749344001	-0.2534684281	1.828935997	-5.08251269	1.816693053	0.05102013984	0.539368498	0.2265723076	0.03024537118	-4.306480744	1.529836169	a248bdd	2x2_2C_8b_C2v_L	9.24	1.142753098	2	1.625006218	1.142753097680182	0.9999999999999996	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2184290267	0.268830658	1.364360219	-0.6004981867	-1.982904312	1.940945973	-0.1890452953	1.009456276	1.968943167	-1.451496281	0.1913846398	-1.920287846	0.295822142	-0.3556049148	-2.50524838	2.720722097	2024-11-26@09:04	2.1394	-0.6336159739	1	-2.298122617e-16	-0.2154221195	0.2577	-1.8864183949999997e-16	0.08852489802	v2.7.1	
4	Broyden	-85.23132429	-115.3648	2.842322809	YY	12	0.1717985207	self-energy	sharp_wc_5_b_50	2.0097	2	1.246650802	-0.2059327004	1.98175722	-5.24749444	1.957316558	-5.237706939	1.745098215	-0.2923363656	1.88805665	-5.129669283	1.827730246	0.1266854891	0.4731293117	0.2786788011	0.0244155635	-4.289054632	1.530465337	a248bdd	2x2_2C_8b_C2v_L	9.22	1.143007725	2	1.621717108	1.1430077245110015	0.9999999999999996	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2217708405	0.2586977314	1.361049008	-0.5993231253	-1.981475961	1.974525215	-0.1873754248	0.8771001566	1.978467139	-1.394137634	0.2280279364	-1.943171732	0.300158739	-0.3430419367	-2.505996577	2.723376409	2024-11-26@09:05	2.1394	-0.6381682872	1	1.042351092e-16	-0.2154936025	0.2577	2.6961288369999995e-16	0.0886210903	v2.7.1	
2	Broyden	-85.12916095	-115.0448	2.80780783	YY	12	0.1714724931	self-energy	sharp_wc_5_b_50	2.0097	2	1.245729762	-0.209845898	1.981681999	-5.245778502	1.957276139	-5.228431253	1.742724144	-0.3134600965	1.893157407	-5.112270107	1.826790867	0.1405409743	0.4793880244	0.2779110172	0.02477063904	-4.276041171	1.52674766	a248bdd	2x2_2C_8b_C2v_L	9.2	1.14186578	2	1.620190447	1.1418657799675724	1.0000000000000004	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2239791466	0.2607092338	1.36128708	-0.5996126084	-1.981136686	1.986623652	-0.1923287595	0.8748669313	1.977519631	-1.396064825	0.2350445144	-1.973346624	0.3033003322	-0.3463214391	-2.506529077	2.732560794	2024-11-26@09:06	2.1394	-0.6417679143	1	5.431540557999999e-16	-0.2176501231	0.2577	2.241522644e-16	0.08941109651	v2.7.1	
3	Broyden	-85.02521975	-114.7248	2.773204626	YY	12	0.1710288147	self-energy	sharp_wc_5_b_50	2.0097	2	1.244776762	-0.2115756914	1.98197162	-5.244494389	1.957170356	-5.224407368	1.740451695	-0.3179439982	1.89327906	-5.109676107	1.825000812	0.1460156145	0.4929464579	0.2899766949	0.02475578196	-4.260400716	1.522381764	a248bdd	2x2_2C_8b_C2v_L	9.18	1.140510613	2	1.618710973	1.14051061329738	0.9999999999999998	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2245819493	0.2609194425	1.362256682	-0.6004009151	-1.982397103	1.996891592	-0.1937868922	0.8822706593	1.979097344	-1.403400237	0.2392470865	-2.004283357	0.3090526521	-0.3503893957	-2.506309241	2.742368262	2024-11-26@09:07	2.1394	-0.6453038844	1	3.0557549239999995e-16	-0.2199210058	0.2577	1.9882123769999997e-16	0.09025152746	v2.7.1	
2	Broyden	-84.9150547	-114.4048	2.739659772	YY	12	0.1706874429	self-energy	sharp_wc_5_b_50	2.0097	2	1.243878255	-0.2145458772	1.982280563	-5.242185978	1.95714933	-5.216669474	1.738361702	-0.3234145667	1.894644434	-5.105142195	1.823922219	0.1574244671	0.502793202	0.2988702151	0.02469438324	-4.245702347	1.518660503	a248bdd	2x2_2C_8b_C2v_L	9.16	1.139373416	2	1.617199999	1.139373415780753	1.0	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2259093719	0.2610860946	1.362739834	-0.600510059	-1.982919744	2.006845173	-0.1962365348	0.8868376323	1.980162359	-1.407430123	0.2451305087	-2.032195443	0.3132154657	-0.3530985571	-2.506525764	2.751251145	2024-11-26@09:08	2.1394	-0.6488181951	1	1.949336002e-16	-0.2219742457	0.2577	1.501725007e-16	0.09101159378	v2.7.1	
2	Broyden	-84.79917094	-114.0848	2.707244029	YY	12	0.1703397363	self-energy	sharp_wc_5_b_50	2.0097	2	1.243005824	-0.2184057781	1.982578203	-5.238968002	1.957111788	-5.206376141	1.736255775	-0.3294796974	1.896624905	-5.100166706	1.822824895	0.1681369018	0.5118866262	0.3089632627	0.02465202866	-4.230872524	1.515055199	a248bdd	2x2_2C_8b_C2v_L	9.14	1.138252645	2	1.615737426	1.1382526449907586	1.0	new_boucle_param.py	R0:N16:S0:1	uncorrelated	-0.2273345749	0.261360947	1.363158683	-0.6007618271	-1.983178295	2.01663363	-0.1980351186	0.8880068774	1.981244895	-1.411659678	0.250678575	-2.058145145	0.3176952399	-0.3560731519	-2.506635221	2.759765929	2024-11-26@09:09	2.1394	-0.6522073743	1	4.737093512e-16	-0.2239652796	0.2577	-2.331024576e-16	0.09174857252	v2.7.1	
