CDMFT_iterations	CDMFT_method	D	D_ave	E0_1	E0_2	E_kin	GS_consistency	M	M_ave	U	U_1_ave	Up	convergence	dist_function	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1	eb5_1_ave	eb6_1	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	ed	ed_ave	e	ep_2_ave	e_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1	sb5_1_ave	sb6_1	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tbA1down_1	tbA1down_1_ave	tbA1up_1	tbA1up_1_ave	tbA2down_1	tbA2down_1_ave	tbA2up_1	tbA2up_1_ave	tbA3down_1	tbA3down_1_ave	tbA3up_1	tbA3up_1_ave	tbA4down_1	tbA4down_1_ave	tbA4up_1	tbA4up_1_ave	tbA5down_1	tbA5down_1_ave	tbA5up_1	tbA5up_1_ave	tbA6down_1	tbA6down_1_ave	tbA6up_1	tbA6up_1_ave	tbA7down_1	tbA7down_1_ave	tbA7up_1	tbA7up_1_ave	tbA8down_1	tbA8down_1_ave	tbA8up_1	tbA8up_1_ave	tbB1down_1	tbB1down_1_ave	tbB1up_1	tbB1up_1_ave	tbB2down_1	tbB2down_1_ave	tbB2up_1	tbB2up_1_ave	tbB3down_1	tbB3down_1_ave	tbB3up_1	tbB3up_1_ave	tbB4down_1	tbB4down_1_ave	tbB4up_1	tbB4up_1_ave	tbB5down_1	tbB5down_1_ave	tbB5up_1	tbB5up_1_ave	tbB6down_1	tbB6down_1_ave	tbB6up_1	tbB6up_1_ave	tbB7down_1	tbB7down_1_ave	tbB7up_1	tbB7up_1_ave	tbB8down_1	tbB8down_1_ave	tbB8up_1	tbB8up_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	trb1_1	trb1_1_ave	trb2_1	trb2_1_ave	trb3_1	trb3_1_ave	trb4_1	trb4_1_ave	trb5_1	trb5_1_ave	trb6_1	trb6_1_ave	trb7_1	trb7_1_ave	trb8_1	trb8_1_ave	version	
1	Broyden	0	-4.069987748e-06	-84.37309556	-61.58814815	6.30482429	YY	0	0.0005705432118	8	0.6426454251	0	self-energy/D/M	sharp_wc_2_b_50	-0.2486201806	1.66688267	-3.758928677	1.27144295	-0.1005410354	1.517121014	-2.413067405	1.99066603	-0.1567621121	1.446745518	-3.469751482	1.816485617	-3.466968013	1.817046823	-0.1571545358	1.447794213	0	0.5218120146	2.981481481	2	1.228951109	a248bdd	2x2_2C_8b_C2v_L	10.68	1.634222731	2	1.750763128	1.0000366073788718	1.0000000000000004	0.0002402494612	-0.0004096954327	0.007807230305	0.08183416117	-0.001991417898	0.007742892478	0.0007029411271	-0.001731205899	0.2145776188	-2.321427837	-0.03193418061	0.014478393	-0.03173368527	0.01405261865	-0.2150087072	2.32434574	boucle.py	R0:S0:1	uncorrelated	0.08472362995	-0.1824070503	-0.08344805882	0.1756431773	2.279067344	-0.7898700515	2.155138501	-0.7808259033	-0.2145577508	0.4315335634	0.2019021225	-0.4269489451	-0.9067504049	-0.02361505082	1.099426429	-0.06685318154	0.1279452674	-0.2095175326	0.1213510885	-0.2033740987	2.233407216	-0.3194877318	1.868333316	-0.2644229126	0.2303218592	-0.03271786048	-1.247825272	0.1773094032	-0.1081234243	0.1948164527	-0.1044306617	0.191957165	0.08514893377	-0.1779002604	-0.08281948474	0.1794856532	2.17523964	-0.7823348462	2.29523359	-0.7901213057	-0.2036384174	0.4269489613	0.2175865231	-0.4334096068	1.071055877	-0.05315248401	-0.877033374	-0.03760728552	-0.1086577176	0.1946370747	-0.1044388988	0.1932905296	-0.2290114487	0.03158318379	1.249269237	-0.1791998175	2.232390914	-0.3157457699	1.868110793	-0.2673761438	-0.126758521	0.2064610083	-0.1201395319	0.2018493583	2024-08-30@15:15	2.148148148	-0.5902337303	1	-6.383782392e-16	-0.3058657833	0.09259259259	5.551115123e-17	0.1219147407	-0.3405035689	1.079200463	0.001982190465	-0.0008982583031	0.0006236907468	-0.004316454133	-0.02112403726	0.05329243934	-7.023968569e-05	-0.002800697473	-0.007902565656	-0.01067366655	-0.007888961103	-0.01036026097	0.0001620172894	0.002088869244	v2.7.1	
1	Broyden	0	-7.669238115e-07	-82.4053491	-61.66814815	6.279702503	YY	0	8.556373199e-05	8	0.6504570753	0	self-energy/D/M	sharp_wc_2_b_50	-0.2570940093	1.707917937	-3.728593274	1.262967851	-0.07184786882	1.367500964	-2.405520508	1.992656303	-0.04844168456	1.542381538	-3.146935439	1.798774992	-3.147131249	1.799204606	-0.04847950132	1.542386363	0	0.5206340337	2.981481481	2	1.228625372	a248bdd	2x2_2C_8b_C2v_L	10.69	1.642895679	2	1.749259411	0.9999878747272235	1.0000000000000004	1.551744523e-05	-0.0001318964997	4.145658483e-05	-0.0001692913924	5.582787966e-06	2.594464219e-05	2.125815923e-05	-5.532146716e-05	0.1739530359	-2.353030789	-3.937644906e-05	0.0001080180066	4.485613914e-05	-5.430738426e-05	-0.1739640188	2.35302543	boucle.py	R0:S0:1	uncorrelated	8.747903313e-05	-7.181099829e-05	0.000188647778	-0.0002325237418	2.233426839	-0.7917522058	2.221848653	-0.7908646223	-0.2058756765	0.4608360683	0.2053108372	-0.4601766067	-0.9763914655	0.01037073972	0.9940565979	-0.01854836748	-5.154537214e-06	-4.993212859e-05	-9.931549534e-05	0.000217168728	2.128153622	-0.3212019819	1.075560992	-0.1619566884	0.2914172361	-0.04394572348	-1.859125028	0.2798707962	4.382334246e-06	-0.0001514696109	-5.403317903e-05	0.0001451133512	7.585896417e-05	-6.404695309e-05	0.0001009015257	-0.0002249061262	2.219416437	-0.7907037753	2.231053305	-0.7917620242	-0.2053252954	0.4602317036	0.2057052896	-0.4607377481	0.9978719351	-0.02040007726	-0.9802220931	0.01222499494	0.0002645369744	-0.0008350850601	0.0002192481441	-0.0005728256355	-0.2914191026	0.04391577917	1.859384998	-0.2807219871	2.128047878	-0.3204125789	1.075708379	-0.1623629953	0.00015312764	-0.0004809036319	0.0003574437305	-0.0007842608613	2024-08-30@15:21	2.148148148	-0.5935808265	1	-6.661338148e-16	-0.3060797383	0.09259259259	9.860761315e-32	0.1219283748	-0.3442240885	1.075669791	0.0002032074486	-0.000122583322	7.280618876e-06	-3.213783412e-06	2.801676422e-05	-8.49926229e-05	-1.527977625e-05	6.6361376e-05	6.020019263e-05	-0.0001874157192	-4.70657974e-05	0.0001031668636	-4.086264081e-06	0.0001169240761	v2.7.1	
4	Broyden	0	3.795492694e-06	-85.02027697	-55.90814815	5.174491963	YY	0	0.001177092942	8	0.5311098021	0	self-energy/D/M	sharp_wc_2_b_50	-0.2142928547	1.991094387	-3.014642409	1.287614256	-2.882253008	1.84933256	-3.00013212	1.807886257	-0.1895124685	1.280279818	-3.243958159	1.710867928	-3.242255089	1.708846697	-0.1892725532	1.280017286	0	0.4835665416	2.981481481	2	1.203084467	a248bdd	2x2_2C_8b_C2v_L	9.97	1.514845636	2	1.686651001	1.0008599255453723	1.0000000000000004	0.0004702278391	0.0008269014037	0.0002028365273	0.002326168538	-0.04681484798	0.1246513011	-0.1501531437	0.3893937327	0.2561316878	-2.683387967	0.0001162463151	8.097241125e-06	-8.220161194e-05	-7.910195697e-06	-0.2560099113	2.683294291	boucle.py	R0:S0:1	uncorrelated	0.002065316801	-0.003134746378	-0.0008208952586	0.00293850317	2.064744356	-0.9358162104	0.5933647228	-0.599795793	0.01580953484	-0.001842994112	1.417512306	-0.4378638145	-1.351884778	0.1223152239	1.904014945	-0.5706556673	0.0006976237579	-0.00165507043	0.0007670466381	-0.001675353655	1.018179305	-0.2241753828	-1.730855943	0.3743888634	2.042021673	-0.4498911649	-1.484231789	0.3212332867	-0.0007763833676	0.001732460383	-0.0007828476199	0.001715936178	7.288087826e-05	-0.003762831716	-0.0006569868036	0.002937479766	2.237847107	-0.9368986923	2.348583745	-0.6800549477	-0.01064725396	-0.0005369600067	0.4539232591	-0.3989063682	1.036094182	0.01916219902	0.6030354614	-0.5191599856	-0.0007276651073	0.00134848535	-0.0007911820941	0.001414942407	-2.040464768	0.4423492374	1.485963555	-0.326174268	1.016891654	-0.2205952382	-1.732022838	0.3804089167	-0.0007012120155	0.001427401103	-0.0007831215826	0.001410242579	2024-08-30@09:34	2.148148148	-0.7094688538	1	-6.661338148e-16	-0.3509329907	0.09259259259	1.110223025e-16	0.1386049554	-0.3444401458	0.3644497956	0.0003679134185	0.0004081863355	-0.4244650197	1.126112716	0.1424193154	-0.3700830952	4.662208348e-05	0.001054306169	-0.0002082500219	-0.000114939285	-0.0002067092559	-0.0003950391309	-3.973214304e-05	-0.001077315676	v2.7.1	
1	Broyden	0	-1.585127117e-05	-84.91853475	-55.82814815	5.158279071	YY	0	0.001393867588	8	0.5297768355	0	self-energy/D/M	sharp_wc_2_b_50	-0.2156271476	1.989845255	-3.013168309	1.287826285	-2.869993801	1.849389885	-2.999438347	1.807497514	-0.1890976287	1.275537599	-3.238967989	1.709018038	-3.23593041	1.706643757	-0.1887291948	1.275339536	0	0.4829958002	2.981481481	2	1.202700172	a248bdd	2x2_2C_8b_C2v_L	9.96	1.513387187	2	1.685695998	1.0009599850571584	1.0000000000000004	0.0005432048756	0.0008145066349	0.001090125225	0.01010419003	-0.04621906354	0.1237199847	-0.1497584129	0.3880491755	0.2559694834	-2.684652616	3.649814292e-05	0.0002259104491	0.0002611075379	-0.0004574522824	-0.2557978427	2.684343325	boucle.py	R0:S0:1	uncorrelated	0.005586797621	-0.01486759744	-0.003711071172	0.01414833661	2.069340668	-0.9364008323	0.5935066115	-0.5989680617	0.01167327115	-0.001993475036	1.412255721	-0.4364140547	-1.348163006	0.121016999	1.90776214	-0.571122926	0.003478876946	-0.007708103039	0.003898380832	-0.008140771956	1.025455897	-0.2276158073	-1.724380758	0.3747470043	2.037638306	-0.4526459228	-1.490173677	0.3240965005	-0.003729077894	0.007776712175	-0.003532284003	0.007430045265	0.003477052059	-0.01541261875	-0.004167692339	0.01431683344	2.236636863	-0.9360266972	2.349801039	-0.6806312424	-0.005633558893	-0.0007502754414	0.4517356419	-0.3980370591	1.041610812	0.01697733381	0.6058880886	-0.5198112843	-0.00383780041	0.007792960259	-0.003688887314	0.007435102245	-2.036150638	0.443694517	1.492640489	-0.3301653401	1.02364631	-0.2232387488	-1.725539793	0.3819741665	-0.003394407417	0.006959191138	-0.003700029556	0.007481877034	2024-08-30@09:38	2.148148148	-0.7111868842	1	-4.440892099e-16	-0.3515242047	0.09259259259	5.551115123e-17	0.1388562631	-0.3453002375	0.3665859616	0.000421245031	0.00201650733	-0.4249919256	1.130239612	0.1429867987	-0.3728232728	6.025780635e-05	0.001186179963	-0.0009337828264	-0.001642435822	-0.0009199506052	-0.001393096291	-4.701231859e-05	-0.001226824846	v2.7.1	
1	Broyden	0	6.892186118e-06	-84.85895037	-55.74814815	5.14246629	YY	0	0.00141793641	8	0.528435985	0	self-energy/D/M	sharp_wc_2_b_50	-0.2176247563	1.989917249	-3.011425298	1.287462413	-2.867329647	1.848991737	-2.999189405	1.80801557	-0.1892426351	1.271379084	-3.236316468	1.707406334	-3.234936951	1.705062335	-0.1891201883	1.271187343	0	0.4824485995	2.981481481	2	1.202322439	a248bdd	2x2_2C_8b_C2v_L	9.95	1.511913804	2	1.684771095	1.0009795526141607	1.0000000000000004	0.0004850511364	0.0008731839639	0.001042228796	0.009608065544	-0.04653494989	0.1245963513	-0.1507864	0.390799868	0.2561391321	-2.686397958	-0.0002549693664	0.0007279373242	6.170485549e-05	-0.0001091562063	-0.2560784466	2.68630928	boucle.py	R0:S0:1	uncorrelated	0.005485430613	-0.01412650413	-0.003853366062	0.01366412238	2.071757034	-0.9363871285	0.5966375634	-0.5994167734	0.01367868719	-0.002191939842	1.413917516	-0.4366262482	-1.347384984	0.120552614	1.907684405	-0.5702522651	0.003478123728	-0.007442183185	0.003713579238	-0.008093102374	1.026695051	-0.2291540459	-1.724812213	0.3766995399	2.037952423	-0.455036875	-1.490449405	0.3256866235	-0.004154768911	0.008586651954	-0.003696521006	0.00781388202	0.003248324503	-0.01469095583	-0.004066113176	0.01380757098	2.237236449	-0.9359358235	2.352015434	-0.6815718422	-0.007102722123	-0.0007997771678	0.4513494056	-0.3978993484	1.04421048	0.01584205852	0.6039410032	-0.5185773543	-0.004263178642	0.008220163491	-0.003557174295	0.007370089317	-2.035920762	0.4459661449	1.492489178	-0.3318687718	1.025206467	-0.2246558597	-1.726607041	0.3841288406	-0.00370570922	0.007684438558	-0.004064695493	0.008496994804	2024-08-30@09:43	2.148148148	-0.712853748	1	-6.661338148e-16	-0.3521110941	0.09259259259	1.110223025e-16	0.1391028702	-0.346308594	0.3673130052	0.000471329064	0.001926734947	-0.4260161833	1.133678242	0.1431216472	-0.3731988118	4.323756866e-05	0.001278912359	-0.001040893321	-0.001178957176	-0.001101212803	-0.001546034946	-2.622495001e-05	-0.001266301609	v2.7.1	
1	Broyden	0	1.671918199e-06	-84.75495982	-55.66814815	5.125292206	YY	0	0.001627840291	8	0.5273028031	0	self-energy/D/M	sharp_wc_2_b_50	-0.2189331877	1.966618671	-3.011865809	1.29011679	-2.835773971	1.850021613	-3.006053189	1.808189339	-0.1893120577	1.264682077	-3.23488574	1.705482146	-3.231515336	1.702899009	-0.1894672108	1.264845082	0	0.4818214886	2.981481481	2	1.201922569	a248bdd	2x2_2C_8b_C2v_L	9.94	1.510654089	2	1.683744083	1.0010073689071928	1.0000000000000004	0.000523513838	0.0006734573653	0.005382969167	0.04221414268	-0.04563527786	0.1243448574	-0.1478069781	0.3812593391	0.2560221494	-2.685915223	0.0004251160341	8.938591192e-05	0.0007719112977	-0.0009355393049	-0.256017505	2.685348601	boucle.py	R0:S0:1	uncorrelated	0.02277565464	-0.06702193904	-0.01806818907	0.06325632629	2.080809762	-0.9347525735	0.5990566098	-0.5973901781	-0.001468187107	-0.00381772797	1.401566141	-0.4320154977	-1.338413261	0.1161335276	1.914692156	-0.5701220436	0.01682350075	-0.03614652803	0.01838390687	-0.03891514665	1.045265747	-0.2353081062	-1.715733646	0.3767296256	2.028449563	-0.4566919182	-1.500753535	0.3297112315	-0.01856535732	0.03923853142	-0.01760652696	0.03665668428	0.01997524087	-0.06692508196	-0.02026136576	0.06421443085	2.233154755	-0.9323020128	2.354108745	-0.6810316932	0.01646799531	-0.002713155731	0.4398946169	-0.3946256346	1.057140478	0.01085153272	0.6109582846	-0.5182974894	-0.01885945583	0.03876162619	-0.01725744134	0.03626202531	-2.0265251	0.4461959461	1.503346772	-0.3369784728	1.043188771	-0.2296973276	-1.717157043	0.3851302766	-0.01670498097	0.03593521095	-0.01885346687	0.03917828677	2024-08-30@09:47	2.148148148	-0.714699257	1	-4.718447855e-16	-0.3527040418	0.09259259259	-5.551115123e-17	0.1393716319	-0.3467184616	0.39293663	0.0009235986805	0.008597184408	-0.4252562269	1.138492252	0.1446828997	-0.3822536187	-1.852839779e-06	0.001369274094	-0.004491146871	-0.008464428665	-0.004556532162	-0.008686334064	-0.0001126125508	-0.001202945527	v2.7.1	
1	Broyden	0	-8.268264532e-06	-84.68063103	-55.58814815	5.108909131	YY	0	0.001639783686	8	0.525985953	0	self-energy/D/M	sharp_wc_2_b_50	-0.2205820394	1.968159447	-3.008268052	1.291026716	-2.826454463	1.847809274	-3.008220033	1.808538273	-0.1900707886	1.261265315	-3.234067468	1.704231339	-3.228052961	1.701068849	-0.189017157	1.260332214	0	0.4812543134	2.981481481	2	1.2015317	a248bdd	2x2_2C_8b_C2v_L	9.93	1.509203533	2	1.682785981	1.0012122540580575	1.0000000000000004	0.0005984943187	0.000602757652	0.005341733174	0.04052933892	-0.04490761602	0.122956598	-0.1513908085	0.3902444376	0.2565281838	-2.68752288	0.0006582483633	-0.0002815430018	0.0007518983977	-0.0009248998413	-0.25604198	2.687186309	boucle.py	R0:S0:1	uncorrelated	0.02269343764	-0.0651960555	-0.01799920479	0.06143434306	2.08148425	-0.9348153759	0.5947561296	-0.5957295298	0.003880879601	-0.004258866399	1.409431035	-0.4361612135	-1.340269332	0.1165650035	1.911415102	-0.5688561188	0.01677552593	-0.03641314233	0.01858645136	-0.03931477002	1.042528884	-0.2355898451	-1.71436765	0.3778243749	2.030032849	-0.4598042676	-1.502807952	0.3319093819	-0.01836485794	0.0390528786	-0.01743232878	0.03645110064	0.01980694169	-0.0652224638	-0.01996654232	0.0623341625	2.233728853	-0.9323845542	2.352801979	-0.6798361165	0.01190794055	-0.00267667427	0.4478308981	-0.398461855	1.059172093	0.01017489401	0.6123020565	-0.5169621133	-0.01885791137	0.03904286165	-0.01752680131	0.03662339541	-2.028865352	0.4488011026	1.506221492	-0.3389229319	1.039888839	-0.2305561455	-1.715115507	0.3867551313	-0.01644671663	0.03571113005	-0.01865479425	0.03896550044	2024-08-30@09:51	2.148148148	-0.7164306578	1	-1.942890293e-16	-0.3533043788	0.09259259259	-2.498001805e-16	0.1396306977	-0.3475836554	0.3921137036	0.001016123051	0.008292864278	-0.4255523691	1.141511363	0.145505628	-0.3842733267	6.973870687e-05	0.001524488934	-0.004646266105	-0.008534623681	-0.004491263701	-0.008905375897	-1.488137494e-05	-0.001615902329	v2.7.1	
12	Broyden	0	7.712262045e-05	-77.65549414	-55.50814815	5.018459874	YY	0	-0.01198663709	8	0.5341226334	0	self-energy/D/M	sharp_wc_2_b_50	-0.04519279366	1.675519379	-3.365134332	1.174810822	0.3426135266	0.1689865109	-2.123686902	1.985832147	-0.2023165106	1.235948368	-3.249493878	1.680819938	-3.292414433	1.716217303	-0.2063807652	1.24032472	0	0.4770422568	2.981481481	2	1.199947322	a248bdd	2x2_2C_8b_C2v_L	9.92	1.518520889	2	1.676989565	0.9999224481250597	1.0000000000000004	-0.0004547434898	0.002423314054	-6.557339305e-05	6.78962758e-05	-2.793555827e-05	7.690850673e-05	-7.512446061e-05	0.0002152375961	0.2598915311	-2.719972156	-0.0001653772699	0.0002256963076	-0.0002626830017	0.0003870243973	-0.2619996081	2.722012026	boucle.py	R0:S0:1	uncorrelated	-0.1446291952	0.3088661445	-0.2093175515	0.3625735623	2.241511684	-0.8289939775	2.293564403	-0.9003297207	-0.3972127668	0.2174194697	-0.3904405307	0.1546786566	-0.9894607439	0.02263673565	0.9269102399	-0.03199050294	-0.0004578870838	0.001077228165	-0.0006413138525	0.001676810019	0.264425264	-0.05686897383	-1.868581875	0.4589712184	2.272770649	-0.4746724747	-1.349786045	0.3275880707	0.0001053925852	-0.0003781803199	0.0003023270164	-1.469995631e-05	-0.2083273671	0.3629217655	-0.1439444397	0.3097233131	2.285252178	-0.9001419187	2.232702347	-0.8286587558	-0.3888489459	0.1521011433	-0.3958365924	0.2150372199	0.9399695635	-0.03913066364	-1.002459954	0.02906672901	0.001184740285	-0.002523522768	0.0007484317654	-0.001986842636	-2.284640729	0.5604584847	1.326408647	-0.2804839487	0.2694479596	-0.06437237393	-1.859210526	0.3883335317	0.0004015132235	-0.0007827032188	0.0007010527167	-0.001378778604	2024-08-30@10:21	2.148148148	-0.7277366958	1	-3.60822483e-16	-0.3545272385	0.09259259259	-2.220446049e-16	0.1405373063	-5.11669603e-06	3.207248506e-05	-9.418675989e-05	2.547876307e-05	-4.016959271e-05	0.0002019806008	6.682904402e-05	-0.0001106123538	-0.0001192050224	0.0007621678197	0.0002387233533	0.0010934952	0.0002260956654	-0.0006197535805	-0.0002774928752	0.001412726019	v2.7.1	
1	Broyden	0	5.213327299e-06	-84.9233764	-55.42814815	5.074256383	YY	0	0.001671125502	8	0.5239190197	0	self-energy/D/M	sharp_wc_2_b_50	-0.2243419205	1.793921431	-3.030335662	1.303054365	-2.752404933	1.856514091	-3.076063064	1.822033395	-0.1969500624	1.236805422	-3.291770291	1.702582883	-3.287652655	1.700419528	-0.1970459721	1.237155943	0	0.479912247	2.981481481	2	1.200726152	a248bdd	2x2_2C_8b_C2v_L	9.91	1.506725628	2	1.680638394	1.0015975598774869	1.0000000000000004	0.0007827558218	-0.001545469511	0.01871302691	0.09830742608	-0.03883715766	0.1123694945	-0.1626431256	0.4104300255	0.2558538727	-2.654267795	0.002190243682	-0.001447582343	0.001957033437	-0.00143226583	-0.2557264757	2.653257786	boucle.py	R0:S0:1	uncorrelated	0.08371216216	-0.1978651723	-0.07091153508	0.1866706767	2.115463465	-0.9131951933	0.6743075307	-0.6024995325	0.02354836454	-0.01140220421	1.366247964	-0.4059744189	-1.312120826	0.09585481838	1.926380169	-0.5459431218	0.0638751358	-0.1402978959	0.06926506626	-0.1476283007	1.107249571	-0.2525955651	-1.647157167	0.3651391054	2.012487532	-0.4593175666	-1.596363387	0.3540628528	-0.06962203749	0.1485058584	-0.06673234299	0.1417783898	0.07857399768	-0.1956350223	-0.07889914913	0.1904249578	2.216170829	-0.9075785838	2.3846518	-0.6856361992	0.0150499628	-0.005601717774	0.3659818951	-0.3686290655	1.124625176	-0.01222573128	0.5767401819	-0.4906474586	-0.06928718203	0.1472857578	-0.06697014868	0.1415607786	-2.010873287	0.4484330374	1.599569772	-0.3623169155	1.104815781	-0.2463349525	-1.648503771	0.373636301	-0.06405194647	0.139789776	-0.06936129806	0.1478688197	2024-08-30@10:25	2.148148148	-0.7201900909	1	-1.942890293e-16	-0.3544344345	0.09259259259	-2.498001805e-16	0.1402428832	-0.3457503391	0.5842558767	0.002974903166	0.01908292869	-0.4317800628	1.175144964	0.1396713928	-0.3771066955	5.949631211e-05	0.002566976868	-0.01546604474	-0.047185148	-0.01549453511	-0.04796283481	-9.797976944e-05	-0.002474586651	v2.7.1	
1	Broyden	0	-1.716445546e-05	-77.48872407	-55.34814815	4.984720187	YY	0	-0.01073178235	8	0.531626017	0	self-energy/D/M	sharp_wc_2_b_50	-0.04420413888	1.682569706	-3.366529737	1.174061185	0.3472007831	0.1649800429	-2.106688013	1.985763802	-0.2043282846	1.229399379	-3.240483348	1.679828571	-3.28221915	1.711265223	-0.2074512962	1.232188022	0	0.4758499532	2.981481481	2	1.1991471	a248bdd	2x2_2C_8b_C2v_L	9.9	1.515776491	2	1.674996973	1.0000033203605083	1.0000000000000004	-0.0009399567197	0.004982768995	9.331622583e-05	-0.0003803006833	6.643727138e-05	-3.917390074e-05	8.02786313e-05	-0.0002212473773	0.2605730016	-2.722465501	-0.0001332449439	9.261172898e-05	-0.0001307165095	-0.0001646288194	-0.2622828028	2.725170232	boucle.py	R0:S0:1	uncorrelated	-0.1475599774	0.3098920636	-0.2055749698	0.356483785	2.247873177	-0.8342389352	2.294403523	-0.8976215108	-0.3983911933	0.2106536807	-0.3933671823	0.156252203	-0.9861124722	0.02445942444	0.9296500076	-0.03226270559	-0.001053612826	0.002294978541	-0.001194130424	0.002081182849	0.2777348664	-0.06038094102	-1.86482685	0.4583143535	2.27187216	-0.4838113492	-1.351418898	0.3287961198	0.0008626037835	-0.002077448798	0.0007802164817	-0.00241873752	-0.2050128831	0.3566650937	-0.1470211408	0.3101473286	2.288210893	-0.8974034482	2.241477011	-0.8340281221	-0.3927646673	0.1552959518	-0.3978590788	0.2097066193	0.9395797953	-0.03763208218	-0.9959852882	0.02938997035	0.0008648805055	-0.002318425972	0.001115933987	-0.002688203029	-2.281289151	0.5605302203	1.329584945	-0.2859506042	0.2827767997	-0.06816070481	-1.857651891	0.3954944419	0.001404968127	-0.00279787094	0.00113265465	-0.002483537145	2024-08-30@10:31	2.148148148	-0.7313295882	1	2.220446049e-16	-0.3557173856	0.09259259259	9.860761315e-32	0.1410502698	1.017174524e-05	-1.010091147e-05	-4.494401375e-05	1.22163664e-05	0.0001609113965	0.0001389068253	0.0002573077403	-0.0005406388605	-0.0001276860904	0.0009581302469	0.0002625401614	0.0007225666937	0.0001445320974	0.00140240666	-0.0001728589573	0.001074806752	v2.7.1	
15	Broyden	0	-0.0001299639069	-78.12273852	-55.26814815	4.970082258	YY	0	-0.00428599283	8	0.5301910507	0	self-energy/D/M	sharp_wc_2_b_50	-0.3504303826	1.837639184	-3.38145108	1.175763643	-0.04465237262	1.684389722	-2.088764788	1.985774934	-0.2055963442	1.227345288	-3.265975139	1.699891881	-3.250366608	1.687383667	-0.2033203663	1.224835763	0	0.4754255364	2.981481481	2	1.198774605	a248bdd	2x2_2C_8b_C2v_L	9.89	1.514158287	2	1.674200149	0.9999434036776385	1.0	-0.0001009202047	0.0001956026163	-0.000231516498	-0.0002714087995	6.611801816e-06	3.160300729e-05	-2.657976845e-05	7.610986136e-05	0.2620245408	-2.728233212	0.0002265578793	-0.0003038013621	0.0004466496323	-0.0007006200436	-0.2609628086	2.727316914	boucle.py	R0:S0:1	uncorrelated	-0.0004793546552	0.000969749603	0.00162323636	-0.00229987452	2.270898124	-0.8535055502	2.269521677	-0.8775189279	0.1667710513	-0.325213617	-0.1888636044	0.3425215781	-0.9627392667	0.02447054973	0.9737020152	-0.04495298574	-0.0009971403445	0.002506828671	-0.0007385708677	0.00145817144	2.086660388	-0.4672558208	-1.093732523	0.2582420001	0.9455057054	-0.2130738591	-2.02054427	0.4798161584	0.001754843465	-0.003833880405	0.002154519819	-0.004749319308	-0.00073581113	0.001093405403	0.001799581535	-0.002252715819	2.278778471	-0.878129678	2.280042038	-0.8539635228	0.1896239332	-0.3427224249	-0.1673458389	0.3253085414	0.9590935328	-0.03725270589	-0.9476519289	0.016975365	0.001176625793	-0.001868123046	0.001397759739	-0.002778777538	-0.9517260131	0.2244150599	2.016511557	-0.4515401466	2.090521766	-0.4960098909	-1.086397884	0.2446986882	0.002363365216	-0.005281668005	0.001388446992	-0.004018792842	2024-08-30@11:11	2.148148148	-0.7327838513	1	-6.106226635e-16	-0.3563795093	0.09259259259	-2.498001805e-16	0.1412378884	-0.3987288437	0.7294267478	0.001007387473	-0.000447190766	-1.022798782e-05	0.0002832815628	0.0003962494027	-0.001238238916	5.133612079e-05	-0.0001941070384	0.0003923056138	-0.0001564881446	0.0006180598421	0.002051011791	-8.019219266e-06	5.671363737e-05	v2.7.1	
