model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	ave_e	ave_mu	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	28	12	7	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	11.6	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.6667616	0.00038285701	5.215134e-07	1.9996561	1.9997266	2.5264746e-06	1.9997266	2.5265521e-06	4.9106932e-06	1.9993594	1.0003803	0.0028761528	-0.074178288	0.066128273	-0.0063153767	-0.066128493	0.0063154733	-0.0088320866	0.10122763	9.5679215e-05	5.2151333e-07	0.00034380898	0.00027332988	2.5264731e-06	0.0002733317	2.5265505e-06	4.9106871e-06	0.00064037925	9.6287311e-05	4.0005726	3.9994274	3.9976419	4.00236	3.9976419	4.00236	4.0007927	3.9992057	-67.304466	R0:N12:S0:1	-36.8	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:03
2x2_2C_8b_C2v_L	25.555556	11.388889	6.3888889	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	11.333333	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.6667852	0.00048814641	5.4757565e-07	1.999543	1.9996553	2.6550885e-06	1.9996553	2.6551698e-06	5.1496857e-06	1.9991945	1.0004856	0.0029449809	-0.085518593	0.07426095	-0.006467258	-0.074261309	0.0064673569	-0.0090394625	0.1135174	0.00012198024	5.4757557e-07	0.00045674748	0.00034450719	2.6550867e-06	0.00034451053	2.6551681e-06	5.149679e-06	0.00080508764	0.00012255002	4.0007541	3.9992461	3.9970054	4.002998	3.9970054	4.002998	4.0010191	3.9989788	-66.238398	R0:N12:S0:1	-39.555556	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:04
2x2_2C_8b_C2v_L	23.111111	10.777778	5.7777778	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	11.066667	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.9994482	0.00064442696	5.7625029e-07	1.9993629	1.9995515	2.7982832e-06	1.9995515	2.798369e-06	5.4107227e-06	1.9989563	1.0006416	0.0030179025	-0.10094985	0.084669677	-0.0066293009	-0.084670248	0.0066294022	-0.0092586383	0.12920073	0.00016100988	5.762502e-07	0.0006370397	0.00044847896	2.7982813e-06	0.00044848501	2.7983671e-06	5.4107153e-06	0.0010434669	0.0001617142	4.0010334	3.9989652	3.996059	4.0039452	3.996059	4.0039452	4.001342	3.9986529	-65.172507	R0:N12:S0:1	-42.311111	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:04
2x2_2C_8b_C2v_L	20.666667	10.166667	5.1666667	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	10.8	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.999808	0.00089178316	6.0840564e-07	1.9990511	1.9993929	2.9619498e-06	1.9993929	2.9620408e-06	5.6994795e-06	1.9985944	1.0008887	0.0030958752	-0.12317113	0.098461454	-0.0068046515	-0.098462368	0.0068047555	-0.009491865	0.14990705	0.00022276387	6.0840555e-07	0.00094902218	0.00060731702	2.9619477e-06	0.00060732828	2.9620386e-06	5.6994712e-06	0.0014053979	0.00022365969	4.0014976	3.9984978	3.9945544	4.0054522	3.9945544	4.0054522	4.001817	3.9981724	-64.106888	R0:N12:S0:1	-45.066667	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:05
2x2_2C_8b_C2v_L	18.222222	9.5555556	4.5555556	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	10.533333	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.9999075	0.0013211102	6.4587224e-07	1.9984402	1.9991339	3.1588722e-06	1.9991339	3.1589697e-06	6.0260624e-06	1.998007	1.001318	0.0031808483	-0.15792228	0.11759394	-0.0070000016	-0.11759545	0.0070001088	-0.0097430149	0.17850761	0.00032988947	6.4587214e-07	0.0015591878	0.00086594512	3.1588697e-06	0.00086596727	3.1589673e-06	6.0260532e-06	0.0019920446	0.0003306775	4.0023586	3.9976312	3.9919149	4.0081017	3.9919149	4.0081017	4.0025261	3.9974542	-63.041719	R0:N12:S0:1	-47.822222	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:05
2x2_2C_8b_C2v_L	15.777778	8.9444444	3.9444444	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	10.266667	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.9999479	0.0021846936	6.9368534e-07	1.9969734	1.9986655	3.4247007e-06	1.9986655	3.4248077e-06	6.4115021e-06	1.996956	1.0021814	0.0032780353	-0.21993508	0.14586768	-0.0072336767	-0.1458703	0.0072337881	-0.010019714	0.22058218	0.00054515769	6.9368522e-07	0.0030243358	0.0013340055	3.4246978e-06	0.0013340535	3.4248048e-06	6.4114915e-06	0.0030416198	0.00054597056	4.0042571	3.9957008	3.9864691	4.0135747	3.986469	4.0135748	4.0034966	3.9964538	-61.977393	R0:N12:S0:1	-50.577778	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:06
2x2_2C_8b_C2v_L	13.333333	8.3333333	3.3333333	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	10	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.999968	0.0045087641	7.7365649e-07	1.9917994	1.9976889	3.9131232e-06	1.9976888	3.9132473e-06	6.9087621e-06	1.9947863	1.0045053	0.0034095334	-0.36175413	0.19158632	-0.0075832571	-0.19159139	0.0075833752	-0.010338386	0.28868494	0.0011231342	7.7365632e-07	0.008183432	0.0023097943	3.9131194e-06	0.0023099165	3.9132435e-06	6.9087495e-06	0.0052068494	0.0011239894	4.0101915	3.9894591	3.9709822	4.0291894	3.970982	4.0291896	4.0035151	3.9962986	-60.915028	R0:N12:S0:1	-53.333333	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:06
2x2_2C_8b_C2v_L	10.888889	7.7222222	2.7222222	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.7333333	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.9999794	0.021041949	1.200257e-06	1.9364108	1.9952257	6.7171086e-06	1.9952253	6.7172662e-06	7.6675019e-06	1.9889639	1.021038	0.0038891261	-1.0001169	0.27102828	-0.009084537	-0.2710401	0.0090846509	-0.01067093	0.42214254	0.0051615098	1.2002564e-06	0.062420083	0.0047690777	6.7170945e-06	0.0047694892	6.7172521e-06	7.6674877e-06	0.011004127	0.0051623557	4.0673178	3.9106874	3.8488552	4.153248	3.8488586	4.1532447	3.9628033	4.0349262	-59.861172	R0:N12:S0:1	-56.088889	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:07
2x2_2C_8b_C2v_L	8.4444444	7.1111111	2.1111111	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.4666667	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.9999916	0.48741212	1.655919e-05	0.10769715	1.9951156	6.2209203e-05	1.9951138	6.220851e-05	1.4621695e-05	1.9523012	1.4874042	0.020796153	-1.559322	0.15177771	-0.037839082	-0.15181842	0.037838184	-0.01015728	1.0197994	0.0097527816	1.6559021e-05	0.10031866	0.0049405583	6.2207033e-05	0.0049423389	6.220634e-05	1.4622005e-05	0.046998885	0.0097549015	7.6283933	6.4941841	1.2568213	6.8126334	1.2570528	6.8124236	2.5440124	5.3309013	-59.131606	R0:N12:S0:1	-58.844444	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:08
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.2	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1.3333333	1.9999958	0.6424392	1.4709355e-05	0.014008131	1.9505102	5.976086e-05	1.9503737	5.9751413e-05	4.3716235e-05	1.5152073	1.6424307	0.020588534	-0.61038154	0.35891959	-0.039985982	-0.35971764	0.039979541	-0.023335779	2.8800413	0.02672291	1.4709222e-05	0.013880916	0.06080419	5.9758773e-05	0.060974014	5.9749327e-05	4.3715603e-05	0.39421874	0.02672554	7.8804775	7.7119238	1.34746	7.3407064	1.3500654	7.3396037	3.7167165	3.2398965	-58.809173	R0:N12:S0:1	-61.6	uncorrelated	b7fd39a	v1.0.3	2022-06-29@10:08
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.2	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1e-09	1e-09	1e-09	1.3333333	1.9999958	0	0	0	0.64243922	1.4709355e-05	0.01400813	1.9505102	5.9760859e-05	1.9503738	5.9751423e-05	4.3716231e-05	1.5152071	1.6424307	0.020588534	-0.61038152	0.35891956	-0.039985982	-0.35971688	0.039979547	-0.023335776	2.8800421	0.026722912	1.4709222e-05	0.013880915	0.060804168	5.9758772e-05	0.060973837	5.9749337e-05	4.3715599e-05	0.39421886	0.026725542	7.8804774	7.7119237	1.3474599	7.3407062	1.350063	7.3396046	3.7167162	3.2398951	-58.809173	R0:N12:S0:1	-61.6	uncorrelated	b7fd39a	v1.0.3	2022-06-29@11:02
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.2	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1e-09	1e-09	1e-09	1.3333333	1.9999958	0	0	0	0.64243922	1.4709355e-05	0.01400813	1.9505102	5.9760859e-05	1.9503738	5.9751423e-05	4.3716231e-05	1.5152071	1.6424307	0.020588534	-0.61038152	0.35891956	-0.039985982	-0.35971688	0.039979547	-0.023335776	2.8800421	0.026722912	1.4709222e-05	0.013880915	0.060804168	5.9758772e-05	0.060973837	5.9749337e-05	4.3715599e-05	0.39421886	0.026725542	7.8804774	7.7119237	1.3474599	7.3407062	1.350063	7.3396046	3.7167162	3.2398951	-58.809173	R0:N12:S0:1	-61.6	uncorrelated	b7fd39a	v1.0.3	2022-06-29@11:02
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.2	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1e-09	1e-09	1e-09	1.3333333	1.9999958	0	0	0	0.64243922	1.4709355e-05	0.01400813	1.9505102	5.9760859e-05	1.9503738	5.9751423e-05	4.3716231e-05	1.5152071	1.6424307	0.020588534	-0.61038152	0.35891956	-0.039985982	-0.35971688	0.039979547	-0.023335776	2.8800421	0.026722912	1.4709222e-05	0.013880915	0.060804168	5.9758772e-05	0.060973837	5.9749337e-05	4.3715599e-05	0.39421886	0.026725542	7.8804774	7.7119237	1.3474599	7.3407062	1.350063	7.3396046	3.7167162	3.2398951	-58.809173	R0:N12:S0:1	-61.6	uncorrelated	b7fd39a	v1.0.3	2022-06-29@11:02
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.2	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1e-09	1e-09	1e-09	1.3333333	1.9999958	0	0	0	0.64243922	1.4709355e-05	0.01400813	1.9505102	5.9760859e-05	1.9503738	5.9751423e-05	4.3716231e-05	1.5152071	1.6424307	0.020588534	-0.61038152	0.35891956	-0.039985982	-0.35971688	0.039979547	-0.023335776	2.8800421	0.026722912	1.4709222e-05	0.013880915	0.060804168	5.9758772e-05	0.060973837	5.9749337e-05	4.3715599e-05	0.39421886	0.026725542	7.8804774	7.7119237	1.3474599	7.3407062	1.350063	7.3396046	3.7167162	3.2398951	-58.809173	R0:N12:S0:1	-61.6	uncorrelated	b7fd39a	v1.0.3	2022-06-29@11:02
model	E_kin	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	var_U_1	var_eb1_1	var_eb2_1	var_eb3_1	var_eb4_1	var_eb5_1	var_eb6_1	var_eb7_1	var_eb8_1	var_mu_1	var_tb1_1	var_tb2_1	var_tb3_1	var_tb4_1	var_tb5_1	var_tb6_1	var_tb7_1	var_tb8_1	E0_1	sector_1	E0_2	sector_2	githash	version	time
2x2_2C_8b_C2v_L	6	6.5	1.5	0.092118349	-2.1957602	-2.7381036	0.24894063	-2.7380657	0.24893755	0.2962804	-2.7779187	9.2	-0.0041921416	0.024074753	-0.025964738	0.0093092247	0.025964511	-0.0093093643	0.013099565	-0.040230489	1e-09	1e-09	1e-09	1.3333333	1.9999958	0	0	0	0.64243922	1.4709355e-05	0.01400813	1.9505102	5.9760859e-05	1.9503738	5.9751423e-05	4.3716231e-05	1.5152071	1.6424307	0.020588534	-0.61038152	0.35891956	-0.039985982	-0.35971688	0.039979547	-0.023335776	2.8800421	0.026722912	1.4709222e-05	0.013880915	0.060804168	5.9758772e-05	0.060973837	5.9749337e-05	4.3715599e-05	0.39421886	0.026725542	7.8804774	7.7119237	1.3474599	7.3407062	1.350063	7.3396046	3.7167162	3.2398951	-58.809173	R0:N12:S0:1	-61.6	uncorrelated	b7fd39a	v1.0.3	2022-06-29@11:02
