w	up_1	down_1	cumul_up_1	cumul_down_1	
-10	0.000351426	0.00315595	0	0
-9.975	0.000355358	0.00357878	8.88395e-06	8.94694e-05
-9.95	0.00035979	0.00407844	1.78787e-05	0.00019143
-9.925	0.000365066	0.004585	2.70053e-05	0.000306055
-9.9	0.000370211	0.00498928	3.62606e-05	0.000430787
-9.875	0.000373456	0.00524968	4.5597e-05	0.000562029
-9.85	0.00037396	0.00544579	5.4946e-05	0.000698174
-9.825	0.000372543	0.00564802	6.42596e-05	0.000839374
-9.8	0.000370422	0.00578562	7.35202e-05	0.000984015
-9.775	0.000368416	0.00570375	8.27306e-05	0.00112661
-9.75	0.000367097	0.00536507	9.1908e-05	0.00126074
-9.725	0.000366828	0.00490753	0.000101079	0.00138342
-9.7	0.000367746	0.00448896	0.000110272	0.00149565
-9.675	0.000369868	0.00418478	0.000119519	0.00160027
-9.65	0.000373214	0.0040065	0.000128849	0.00170043
-9.625	0.000377868	0.00394297	0.000138296	0.001799
-9.6	0.000383964	0.00398258	0.000147895	0.00189857
-9.575	0.000391553	0.0041209	0.000157684	0.00200159
-9.55	0.000400307	0.00436257	0.000167692	0.00211066
-9.525	0.000409306	0.00472159	0.000177924	0.00222869
-9.5	0.000417652	0.0052199	0.000188366	0.00235919
-9.475	0.000425602	0.00587968	0.000199006	0.00250618
-9.45	0.00043398	0.00669963	0.000209855	0.00267368
-9.425	0.000442015	0.00761448	0.000220906	0.00286404
-9.4	0.000446869	0.008494	0.000232077	0.00307639
-9.375	0.000446514	0.00926899	0.00024324	0.00330811
-9.35	0.000442471	0.0100493	0.000254302	0.00355934
-9.325	0.000437954	0.0109771	0.000265251	0.00383377
-9.3	0.000434693	0.0119678	0.000276118	0.00413297
-9.275	0.00043243	0.012662	0.000286929	0.00444952
-9.25	0.000430389	0.0127432	0.000297689	0.0047681
-9.225	0.000428618	0.0122856	0.000308404	0.00507524
-9.2	0.000427786	0.0115684	0.000319099	0.00536445
-9.175	0.000428389	0.0107474	0.000329808	0.00563313
-9.15	0.000430606	0.0099116	0.000340574	0.00588092
-9.125	0.000434515	0.00919872	0.000351436	0.00611089
-9.1	0.000440265	0.00872568	0.000362443	0.00632903
-9.075	0.000448158	0.00853769	0.000373647	0.00654247
-9.05	0.000458661	0.00863935	0.000385114	0.00675846
-9.025	0.000472323	0.00903407	0.000396922	0.00698431
