CDMFT_iterations	CDMFT_method	E0_1	E0_2	E_kin	GS_consistency	U	U_1_ave	convergence	dist_function	e	e_2_ave	e_ave	eb1_1	eb1_1_ave	eb2_1	eb2_1_ave	eb3_1	eb3_1_ave	eb4_1	eb4_1_ave	eb5_1_ave	eb6_1_ave	eb7_1	eb7_1_ave	eb8_1	eb8_1_ave	githash	model	mu	mu_1_ave	mu_2_ave	mu_ave	n_1	n_2	opt_method	sb1_1	sb1_1_ave	sb2_1	sb2_1_ave	sb3_1	sb3_1_ave	sb4_1	sb4_1_ave	sb5_1_ave	sb6_1_ave	sb7_1	sb7_1_ave	sb8_1	sb8_1_ave	script	sector_1	sector_2	tb1_1	tb1_1_ave	tb2_1	tb2_1_ave	tb3_1	tb3_1_ave	tb4_1	tb4_1_ave	tb5_1_ave	tb6_1_ave	tb7_1	tb7_1_ave	tb8_1	tb8_1_ave	time	tpd	tpd_ave	tpp	tpp_2_ave	tpp_ave	tppp	tppp_2_ave	tppp_ave	version	
3	Broyden	-90.77854052	-88.16	30.87369983	YY	20	0.1701881408	self-energy	sharp_wc_5_b_50	10	2	1.208775774	3.420091996	0.07398212635	-0.008694002105	1.82173591	-0.2835622453	1.7098095	-3.621569974	1.688203013	1.709694333	1.68821998	0.3232812554	0.0169609868	-2.613179838	1.340305616	bce2d27	2x2_2C_8b_C2v_L	15.51	1.145979306	2	1.588914119	1.145979306	2	COBYLA	-1.328563771	0.7609735831	-0.1675611475	1.309138414	-0.3414309024	1.116418115	-9.849501429e-05	0.01160333221	-1.116689372	-0.01159576585	-0.0001944024867	0.0005096078798	-0.0005172177923	0.0006396914796	run_cdmft.py	R0:S0:1	uncorrelated	0.0006209538506	-0.001210233561	0.004077797099	-0.02821180374	-0.0006789985805	0.02791635306	-1.995609901	1.895642097	0.02790458353	1.895551846	0.4737701433	-0.3938391076	2.50470955	-2.832403481	2025-01-24@17:28	2.1719	-0.6957569786	1	-6.938893904e-18	-0.3050419557	0.1609	-1.977584763e-16	0.1220140989	v2.8.0	
4	Broyden	-91.43459058	-89.76	31.18162813	YY	20	0.1711711639	self-energy	sharp_wc_5_b_50	10	2	1.214672613	3.504293628	0.0692643415	-0.0005449747444	1.843991713	-0.2599655144	1.734540216	-3.686509448	1.702880641	1.734531233	1.702882087	0.2997859448	0.01538848897	-2.692093478	1.367311786	bce2d27	2x2_2C_8b_C2v_L	15.61	1.149001405	2	1.595922854	1.149001405	2	COBYLA	-1.331866684	0.7417185508	-0.1644882209	1.240175325	-0.3258207704	1.081963604	0.0002072892043	0.008458865772	-1.081960398	-0.008410285135	0.0006078913911	-0.002356313165	-0.000184565432	0.0007128856291	run_cdmft.py	R0:S0:1	uncorrelated	-9.495197054e-06	-0.0002135312155	-0.003777187407	0.02822921932	-0.0005066142119	0.02266327847	-1.996899238	1.855365442	0.0227394698	1.855364914	0.4526937779	-0.3739487455	2.508582081	-2.797013474	2025-01-24@17:37	2.1719	-0.6812281685	1	-1.387778781e-16	-0.2921735872	0.1609	-2.012279232e-16	0.1173583829	v2.8.0	
10	Broyden	-92.55265541	-91.36	31.28500058	YY	20	0.17217932	self-energy	sharp_wc_5_b_50	10	2	1.21697545	3.553664926	0.07464519805	-0.02254558384	1.739589032	-0.2653224016	1.589652281	-3.807897377	1.727812008	1.591057246	1.727612024	0.329909619	0.01858090753	-2.784616144	1.376854978	bce2d27	2x2_2C_8b_C2v_L	15.71	1.150890585	2	1.596501339	1.150890585	2	COBYLA	-1.336908597	0.786708868	-0.1580000326	1.273470423	-0.3145672449	1.212901947	0.0172851689	0.1746472289	-1.208931753	-0.1747440601	0.0008416111043	-0.003170149714	0.0002191135116	0.0004870204595	run_cdmft.py	R0:S0:1	uncorrelated	-0.0007959860335	0.0007283276896	-0.003673778404	0.02293205434	-0.07223542008	0.6284525494	-2.002774489	1.778975855	0.6285980899	1.780359674	0.4475025835	-0.3795378577	2.513867236	-2.78588556	2025-01-24@17:54	2.1719	-0.6789479279	1	4.857225733e-17	-0.2853433838	0.1609	-3.816391647e-17	0.1151610801	v2.8.0	
4	Broyden	-93.27065715	-92.96	31.55859766	YY	20	0.1731509176	self-energy	sharp_wc_5_b_50	10	2	1.22214829	3.635274711	0.07090967439	-0.01805112604	1.760545901	-0.2449439931	1.594015542	-3.880574474	1.740130928	1.593696275	1.740154989	0.3156528595	0.0171337802	-2.863046719	1.399710159	bce2d27	2x2_2C_8b_C2v_L	15.81	1.153568733	2	1.602873781	1.153568733	2	COBYLA	-1.34025824	0.7722817026	-0.1534112821	1.219520718	-0.2983691889	1.184702888	0.0183680205	0.167587171	-1.184871588	-0.1675238095	0.0001031854037	-0.000941459284	-0.00112156338	0.001788554333	run_cdmft.py	R0:S0:1	uncorrelated	0.000840743362	-0.001870364375	0.001562573532	-0.009508613749	-0.0836849883	0.655583778	-2.002512089	1.744430505	0.6555255364	1.74441068	0.428343948	-0.3624540987	2.517572923	-2.754341334	2025-01-24@18:08	2.1719	-0.6657099884	1	2.567390744e-16	-0.2739308193	0.1609	-5.551115123e-17	0.1108514172	v2.8.0	
5	Broyden	-94.05426897	-94.56	31.83384657	YY	20	0.1741395729	self-energy	sharp_wc_5_b_50	10	2	1.227293225	3.73362497	0.06734485747	-0.01267908975	1.783973321	-0.2285585193	1.602005897	-3.96146773	1.752104769	1.602731653	1.752011038	0.304854186	0.01554600241	-2.944001217	1.422826009	bce2d27	2x2_2C_8b_C2v_L	15.91	1.156211786	2	1.609382747	1.156211785	2	COBYLA	-1.347051627	0.7580932081	-0.1492696412	1.163669416	-0.2827739709	1.150049468	0.02237474159	0.1541932912	-1.147743142	-0.1543695386	-4.072893678e-05	-0.0009786854928	-0.001154653065	0.002229971983	run_cdmft.py	R0:S0:1	uncorrelated	0.0009446146676	-0.002580033205	-0.002089336495	0.01370390439	-0.09830013183	0.6832547632	-2.004747145	1.710438066	0.6830695053	1.711302996	0.4093339447	-0.344899724	2.52131856	-2.721580996	2025-01-24@18:35	2.1719	-0.6521328398	1	3.955169525e-16	-0.2624187089	0.1609	-2.775557562e-16	0.1065007087	v2.8.0	
5	Broyden	-94.84086828	-96.16	32.12017104	YY	20	0.1750180952	self-energy	sharp_wc_5_b_50	10	2	1.232609768	3.808494564	0.06388295353	-0.003434094424	1.804835013	-0.2114890183	1.62283291	-4.048741637	1.763899618	1.623246547	1.763847721	0.2894580052	0.01391311561	-3.022179001	1.447449715	bce2d27	2x2_2C_8b_C2v_L	16.01	1.158852577	2	1.616009252	1.158852577	2	COBYLA	-1.348424954	0.7428047786	-0.1438189648	1.098189979	-0.2647328172	1.097107251	0.0200506213	0.1498233894	-1.096056332	-0.1498678014	-0.0001851242807	0.0002255756836	-0.0001925080964	0.0003782463658	run_cdmft.py	R0:S0:1	uncorrelated	-0.0002056853793	2.592228615e-05	-0.007553075079	0.05396458642	-0.1093239021	0.6927030677	-2.008082683	1.677172736	0.692623879	1.677589365	0.3878132077	-0.3255018397	2.523674095	-2.685664974	2025-01-24@18:45	2.1719	-0.6379678412	1	-5.273559367e-16	-0.2501686249	0.1609	-2.949029909e-16	0.101907895	v2.8.0	
6	Broyden	-95.58457179	-97.76	32.39055295	YY	20	0.1758817404	self-energy	sharp_wc_5_b_50	10	2	1.237578487	3.90712571	0.06144711013	0.009899027256	1.797865623	-0.1933310316	1.640017513	-4.126467442	1.7744765	1.637320278	1.774853018	0.2689659053	0.01250357331	-3.099264769	1.468904524	bce2d27	2x2_2C_8b_C2v_L	16.11	1.161305276	2	1.622322406	1.161305276	2	COBYLA	-1.352734375	0.7334800261	-0.1412611727	1.049916939	-0.2459962082	1.041215312	0.01991616901	0.1396816224	-1.04849999	-0.1391969768	-0.0008439555406	0.005507883623	0.0003992938792	-0.002945815137	run_cdmft.py	R0:S0:1	uncorrelated	0.0004937112784	0.001567261822	-0.01215253247	0.1177897676	-0.118692305	0.6962445074	-2.009739442	1.647086205	0.6971601002	1.643851509	0.364880514	-0.3059076553	2.527197455	-2.654370749	2025-01-24@18:57	2.1719	-0.6243727055	1	3.538835891e-16	-0.2385624523	0.1609	-1.804112415e-16	0.09759877976	v2.8.0	
26	Broyden	-96.56131752	-99.36	32.82076184	YY	20	0.1769671991	self-energy	sharp_wc_5_b_50	10	2	1.24571474	4.347616674	0.04332176769	0.1511300727	0.01212108195	-0.188052934	1.699402335	-4.259123235	1.787492326	1.70144113	1.787269221	0.2879961109	0.01787819284	-3.162520133	1.526638909	bce2d27	2x2_2C_8b_C2v_L	16.21	1.165837993	2	1.630495953	1.165837993	2	COBYLA	-1.371541836	0.6276638424	-0.2130513542	0.2007795717	-0.2042840427	0.8872976208	0.02266112361	0.1299305253	-0.8829093353	-0.1302543455	0.002801629237	-0.008307663781	0.0003142870351	0.001554588513	run_cdmft.py	R0:S0:1	uncorrelated	-0.001390098069	0.0004496456163	0.001699940873	-0.01938805948	-0.1678135455	0.7511889579	-2.016217039	1.621970911	0.7497657507	1.624113922	0.3231349766	-0.2855556615	2.530446038	-2.560724939	2025-01-24@19:35	2.1719	-0.6051653909	1	1.249000903e-16	-0.2169140298	0.1609	-2.359223927e-16	0.08936782615	v2.8.0	
8	Broyden	-97.46755015	-100.96	33.10591209	YY	20	0.1776670264	self-energy	sharp_wc_5_b_50	10	2	1.250830618	4.474695795	0.04295415509	0.1709859625	0.01192679642	-0.1795437717	1.721948226	-4.360398872	1.799153309	1.721796523	1.799169553	0.2614247033	0.01601819985	-3.237204504	1.54690668	bce2d27	2x2_2C_8b_C2v_L	16.31	1.168082249	2	1.637181841	1.168082249	2	COBYLA	-1.379426908	0.6281123982	-0.2229662631	0.206428804	-0.1797230823	0.8100623851	0.02133095276	0.1230492562	-0.8103402843	-0.1230168926	-0.0003703756909	0.0009877004051	-0.0001598691688	1.62336257e-05	run_cdmft.py	R0:S0:1	uncorrelated	0.0002277955254	-0.0002431818429	-0.0002143181718	0.001925369328	-0.1807750664	0.7362978963	-2.020708627	1.585844912	0.7364132896	1.585688624	0.2922517481	-0.260617719	2.532369509	-2.530437442	2025-01-24@19:48	2.1719	-0.5903856919	1	3.816391647e-16	-0.2043931057	0.1609	-4.857225733e-17	0.08483304314	v2.8.0	
6	Broyden	-99.00824008	-102.56	33.41499705	YY	20	0.1782617195	self-energy	sharp_wc_5_b_50	10	2	1.256357605	4.584927318	0.0424433989	0.1889131023	0.01605499633	-0.1885182901	1.764089314	-4.471053227	1.811491244	1.767688511	1.813065956	-0.250226385	1.983008488	-3.329314752	1.570903914	bce2d27	2x2_2C_8b_C2v_L	16.41	1.170432869	2	1.644250665	1.170432868	2	COBYLA	-1.386971683	0.627616006	-0.2272715526	0.2049512704	-0.1462375425	0.698659771	0.01922990329	0.1206243092	-0.7077052605	-0.1226515986	-0.2444555144	0.2153667584	-0.01596464466	0.01565745927	run_cdmft.py	R0:S0:1	uncorrelated	-0.006511754816	0.002059142077	0.02752817458	-0.1782989546	-0.1988689592	0.6915409464	-2.025583026	1.548950571	0.6867238858	1.537832653	-0.08565982131	0.1812877581	2.535097501	-2.494555354	2025-01-24@20:26	2.1719	-0.5744113042	1	-9.020562075e-17	-0.1905116437	0.1609	-2.359223927e-16	0.07975049713	v2.8.0	
1	Broyden	-99.59722368	-104.16	33.67168495	YY	20	0.1784793472	self-energy	sharp_wc_5_b_50	10	2	1.260945445	4.65756327	0.04320591919	0.1050886219	0.01111726413	-0.1464486155	1.791955125	-4.536240996	1.819250422	1.791893438	1.820002507	-0.2124753708	1.985917232	-3.416624625	1.588943397	bce2d27	2x2_2C_8b_C2v_L	16.51	1.17192801	2	1.649491436	1.17192801	2	COBYLA	-1.398417057	0.6346337256	-0.1868879559	0.1776822396	-0.1492465419	0.6563508437	0.01527872759	0.09324213782	-0.6617321352	-0.0933114796	0.2422374099	-0.2142468632	-0.007457124703	0.005634090133	run_cdmft.py	R0:S0:1	uncorrelated	-0.002069748007	0.002113625779	0.01009033835	-0.06455991127	-0.172804316	0.5935428346	-2.026982742	1.523786761	0.5940498217	1.51790271	0.04227562446	-0.08916779183	2.537314236	-2.466423343	2025-01-24@20:30	2.1719	-0.5616741874	1	6.938893904e-17	-0.1777548347	0.1609	1.179611964e-16	0.0751742539	v2.8.0	
6	Broyden	-100.9851746	-105.76	33.84031825	YY	20	0.1786997784	self-energy	sharp_wc_5_b_50	10	2	1.263941307	4.851855167	0.04097904509	0.1980912824	0.003759644745	-0.1704253373	1.812977357	-4.677861521	1.827252142	1.812879174	1.827302213	-0.1684561888	1.956782103	-3.627863362	1.616625426	bce2d27	2x2_2C_8b_C2v_L	16.61	1.173291341	2	1.653379779	1.173291341	2	COBYLA	-1.405343161	0.6240139185	-0.2241536252	0.178196263	-0.1065603331	0.5641671203	0.01204707505	0.1075257304	-0.5645720909	-0.1075579137	0.001706215141	-0.001739949858	8.593290025e-05	-0.0003073579024	run_cdmft.py	R0:S0:1	uncorrelated	-0.0004295202045	0.0007519910116	0.0004038835086	-0.001888556763	-0.2035158544	0.5975730752	-2.03588185	1.496539209	0.5976760012	1.496126582	0.2476499051	-0.5040977552	2.543526862	-2.407637029	2025-01-24@20:41	2.1719	-0.5528053778	1	3.469446952e-17	-0.1702977	0.1609	1.45716772e-16	0.07227289077	v2.8.0	
7	Broyden	-102.305606	-107.36	34.15665494	YY	20	0.1793463848	self-energy	sharp_wc_5_b_50	10	2	1.269561218	4.95745604	0.04059137839	0.2187858191	0.003585341579	-0.1949491722	1.90070126	-4.821848798	1.840385386	1.900728988	1.840378144	-0.1749856762	1.971890597	-3.738589806	1.637275521	bce2d27	2x2_2C_8b_C2v_L	16.71	1.175784845	2	1.660130046	1.175784844	2	COBYLA	-1.41057201	0.6202493231	-0.2282353862	0.1799667795	-0.06772849158	0.3983648675	0.007362134903	0.08873380325	-0.398357897	-0.08875385968	-0.0005553441983	0.0005628359006	0.000343300316	-0.0004190804262	run_cdmft.py	R0:S0:1	uncorrelated	-0.0007513600075	0.001052705369	0.000369225057	-0.00208667805	-0.2238546692	0.4656263647	-2.044459647	1.451592419	0.4656205565	1.451648037	0.253899406	-0.4593471835	2.554202926	-2.380883639	2025-01-24@20:53	2.1719	-0.536813412	1	-2.15105711e-16	-0.1548505524	0.1609	3.330669074e-16	0.06647026994	v2.8.0	
