model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	7.483506	0	14	2.9738	-0.0020665049	-3.199737	-3.7274765	-0.09026882	-3.7275915	-0.090269622	0.12717682	-3.2911846	9.66	3.746468e-05	2.5952272e-07	0.0080699617	-0.15810335	0.0080693096	-0.15810458	-5.7250959e-06	1.6199277e-06	-0.10787494	-1.0485849	1.6212898	0.040251763	-1.6213094	-0.040258395	0.22219799	-2.1336327	1.926	1	0.2481	0.012369087	1.2615699	1.6232331	-0.56794583	-0.1817472	0.074390506	0.12794921	0.26164605	1.9435851	1.8206891	1.5613812	1.82069	1.561388	0.018463415	1.5813215	1.1045886	-0.0004062947	-3.633264e-06	0.089825876	1.1072782	0.089824495	1.1072417	3.9629576e-05	4.3929331e-06	1.1068153	0.72921111	-1.4908923	-0.52569308	1.4909027	0.52572305	-0.2946027	2.4343932	2	2	0	0	-72.161959	R0:S0:1	1.1045886	-106.9792	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:11
2x2_2C_8b_C2v_L	7.4837256	0	14.001	2.9738	-0.0020691647	-3.199886	-3.7277433	-0.090272332	-3.7275274	-0.090255115	0.12719885	-3.2912334	9.66	-0.001377069	2.549232e-05	0.0080704134	-0.15810097	0.0080742226	-0.15810176	1.898271e-05	-3.23028e-06	-0.107864	-1.0486076	1.6213467	0.040251084	-1.6213071	-0.04024228	0.22221128	-2.133654	1.926	1	0.2481	0.012365361	1.2615746	1.6232308	-0.56791999	-0.18173679	0.074386314	0.1279262	0.26203655	1.9435857	1.8207047	1.5613799	1.820716	1.5612306	0.018471728	1.5813504	1.1045638	0.014913238	1.9440674e-05	0.089815698	1.1070598	0.089783882	1.1075228	-0.00022301485	-5.7438936e-05	1.1067216	0.72923274	-1.4908745	-0.52569899	1.4907314	0.52562223	-0.29464726	2.4342529	2	2	0	0	-72.162303	R0:S0:1	1.1045638	-106.9792	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:46
model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	7.4834759	0	14	2.9738	-0.002071435	-3.1996922	-3.7276927	-0.090264185	-3.7274536	-0.090255931	0.12719706	-3.2912708	9.66	0.00039505734	-1.6187264e-05	0.0080701401	-0.1580934	0.0080715917	-0.15809367	-1.2581919e-05	3.9336192e-06	-0.10786982	-1.048591	1.6213405	0.040263947	-1.621284	-0.040286831	0.22220981	-2.1336622	1.926	1	0.2481	0.012370882	1.2615689	1.6232335	-0.56794758	-0.18175108	0.074391777	0.1279495	0.26170075	1.9435813	1.8206884	1.5612935	1.8206852	1.5613135	0.018466985	1.5813129	1.1045875	-0.0042767138	2.2093405e-05	0.089835433	1.1073505	0.089830158	1.1072674	9.9422839e-05	1.0199836e-05	1.1068407	0.72923557	-1.4909032	-0.52579488	1.4909085	0.52587516	-0.29462655	2.4344161	2	2	0	0	-72.162234	R0:S0:1	1.1045875	-106.9792	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	12	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:13
2x2_2C_8b_C2v_L	7.4856878	0	14	2.9748	-0.001992207	-3.1988431	-3.727034	-0.090382469	-3.7267521	-0.090373243	0.1273647	-3.2905539	9.66	-0.0014255312	2.2680291e-05	0.008060153	-0.15821225	0.0080638515	-0.15822236	5.6535085e-06	1.9502038e-07	-0.10789031	-1.0485113	1.621299	0.0401833	-1.6212444	-0.040185768	0.22237671	-2.133631	1.926	1	0.2481	0.01236731	1.2615267	1.6231792	-0.56810625	-0.18185422	0.074431179	0.12796076	0.26216308	1.9435557	1.8205793	1.5612033	1.8205951	1.56105	0.018487174	1.5810932	1.1045771	0.015407567	2.6960522e-05	0.089930557	1.1076495	0.089894317	1.1081824	-0.00014716422	-5.7166669e-05	1.1071657	0.72932918	-1.4913427	-0.52565366	1.4911659	0.52559092	-0.29478771	2.4349469	2	2	0	0	-72.157325	R0:S0:1	1.1045771	-106.9632	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:14
2x2_2C_8b_C2v_L	7.4757259	0	14	2.9738	-0.0018665222	-3.1973563	-3.7270546	-0.090775026	-3.7274821	-0.090808789	0.12785429	-3.2915881	9.66	1.5794137e-05	-5.2485022e-06	0.0080809585	-0.15853809	0.0080889194	-0.1585664	2.4447578e-06	1.3414534e-08	-0.1079998	-1.0486852	1.6218746	0.040167947	-1.6219693	-0.04016605	0.2227952	-2.1346356	1.927	1	0.2481	0.012380826	1.2614144	1.623042	-0.56857994	-0.18212483	0.074537874	0.12802123	0.26213108	1.9434773	1.8202535	1.5609253	1.8202686	1.5609296	0.018519922	1.580487	1.1045595	-0.00016959645	1.1781503e-05	0.090224846	1.1093948	0.090212496	1.1095678	-1.8385437e-05	-4.4174168e-06	1.1086693	0.72954992	-1.4925074	-0.52620832	1.4924601	0.52614344	-0.29507758	2.4367335	2	2	0	0	-72.164155	R0:S0:1	1.1045595	-106.9792	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:43
2x2_2C_8b_C2v_L	7.4837032	0	14.001	2.9738	-0.0020571784	-3.1998422	-3.7276719	-0.090267805	-3.7274532	-0.090249916	0.12717258	-3.2912083	9.66	-0.001061464	1.4534678e-05	0.0080632578	-0.15810365	0.0080679512	-0.15810443	-1.1006916e-06	1.4520435e-06	-0.10786918	-1.0486054	1.6213365	0.04022041	-1.6212931	-0.040243728	0.22219821	-2.1336463	1.926	1	0.2481	0.012365203	1.2615741	1.6232295	-0.56792267	-0.18173768	0.074386754	0.12792638	0.26191197	1.9435855	1.8207048	1.5613398	1.8207088	1.5612315	0.018470538	1.5813466	1.1045638	0.011491062	2.7229725e-05	0.089826606	1.1071907	0.089792002	1.107447	-7.7627307e-05	-4.1991614e-05	1.1067632	0.7292323	-1.490855	-0.52556655	1.4907722	0.52564334	-0.29463322	2.4342622	2	2	0	0	-72.161829	R0:S0:1	1.1045637	-106.9792	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:52
2x2_2C_8b_C2v_L	7.4851815	0	14	2.9738	-0.0021366648	-3.2000335	-3.7283584	-0.090120459	-3.7280871	-0.090091252	0.12699428	-3.2923223	9.66	-0.00075091575	6.9391849e-06	0.0080709552	-0.15797514	0.0080714516	-0.15796566	9.0797745e-06	-1.4973209e-06	-0.10785683	-1.0486696	1.6213987	0.04031945	-1.6213421	-0.040322093	0.22198043	-2.1337423	1.926	1	0.2491	0.012372373	1.2616086	1.6232827	-0.56779829	-0.18164981	0.074339989	0.12793811	0.26166975	1.9435929	1.8207856	1.5613549	1.8207863	1.5612561	0.018445178	1.5815478	1.1045973	0.0081472339	2.9609183e-05	0.089748734	1.1067516	0.089726037	1.10695	-0.00011514356	-3.4156024e-05	1.1065128	0.72922581	-1.4905799	-0.52586787	1.4905179	0.52587391	-0.29442588	2.4338615	2	2	0	0	-72.166586	R0:S0:1	1.1045973	-106.9792	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:09
2x2_2C_8b_C2v_L	7.48568	0	14	2.9748	-0.0019941218	-3.1989017	-3.7270423	-0.090393844	-3.7268476	-0.090369879	0.12735498	-3.290527	9.66	-0.0020528667	2.6626933e-05	0.0080662515	-0.15821049	0.0080665582	-0.15822255	1.5650513e-05	1.8933704e-07	-0.10788332	-1.0485239	1.6213008	0.040197958	-1.6212674	-0.040195742	0.22236655	-2.133622	1.926	1	0.2481	0.012368062	1.2615264	1.6231796	-0.56810648	-0.18185553	0.074431591	0.12796078	0.26249079	1.9435551	1.8205761	1.561238	1.8205975	1.561006	0.018485441	1.5810875	1.1045766	0.022188867	5.2161614e-05	0.089937298	1.1075535	0.089884912	1.1082852	-0.00025236349	-8.6319859e-05	1.107083	0.72933515	-1.4913694	-0.52573668	1.4911449	0.52563632	-0.29477448	2.434957	2	2	0	0	-72.157634	R0:S0:1	1.1045766	-106.9632	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:39
2x2_2C_8b_C2v_L	7.4756954	0	14	2.9738	-0.0018731808	-3.1973571	-3.7274299	-0.09080337	-3.7273341	-0.090798422	0.12783546	-3.2915549	9.66	-0.00075912369	1.3316701e-05	0.0080899577	-0.15855627	0.0080882647	-0.15855807	4.5692246e-06	9.3679529e-07	-0.1079997	-1.0486842	1.6219573	0.040180205	-1.6219394	-0.040180223	0.22278453	-2.1346298	1.927	1	0.2481	0.012381992	1.2614135	1.6230417	-0.56858238	-0.18212776	0.074538911	0.12802146	0.26224065	1.9434761	1.8202571	1.5609415	1.8202627	1.5608756	0.018518776	1.5804745	1.1045585	0.0081795333	7.5476802e-06	0.090226823	1.1094062	0.090215644	1.1096221	-8.2733763e-05	-2.9664951e-05	1.1086881	0.72955674	-1.4925257	-0.52626007	1.4924568	0.52623964	-0.29506529	2.4367606	2	2	0	0	-72.164636	R0:S0:1	1.1045585	-106.9792	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	9	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:54
