model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	8.3709023	0	14.092254	3.5349551	0.012961179	-2.9064713	-3.7060295	0.1560833	-3.7059785	-0.15609716	0.20380473	-3.2986406	10.270487	6.5122561e-05	-7.2365127e-06	-0.01341651	-0.051659329	-0.013417914	0.2099435	-5.3384409e-06	8.9584192e-08	0.12617626	-1.0737888	1.7288954	0.20993607	-1.7288873	-0.051659188	0.29162602	-2.2913767	2.0924492	1	0.18955868	-0.016206138	1.239009	1.6031641	-0.65655182	-0.23396659	0.096157519	0.15338954	0.26660968	1.9282771	1.7507978	0.47631439	1.7508024	1.5236609	0.018781606	1.4599447	1.120975	-0.00056108907	2.8708499e-06	-0.15220372	0.67726354	-0.15220354	-1.2997449	4.254696e-05	1.2574322e-05	-1.3130499	0.76039526	-1.7447526	-1.2996311	1.7447123	0.67724693	-0.31843627	2.7759212	2	2	0	0	-75.039123	R0:S0:1	1.120975	-107.76851	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	0	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:17
2x2_2C_8b_C2v_L	8.3711373	0	14.093254	3.5349551	0.012963424	-2.9065633	-3.706135	0.15610104	-3.7059983	-0.15608174	0.20377257	-3.2986424	10.270487	2.29984e-05	-3.2576542e-06	-0.013412173	-0.051639858	-0.013413964	0.20994446	5.5039573e-07	7.8175606e-07	0.12617482	-1.0737998	1.7289281	0.20995185	-1.728896	-0.051640835	0.29162327	-2.2913809	2.0924492	1	0.18955868	-0.01620016	1.2390143	1.6031601	-0.65652889	-0.23395402	0.09615279	0.15336284	0.26666467	1.9282797	1.7508234	0.47632925	1.7508206	1.5236444	0.018786416	1.4599779	1.1209462	-0.00019957227	-4.183421e-07	-0.15218893	0.67714066	-0.15217868	-1.2996994	-1.8711951e-06	-1.9910468e-06	-1.3130315	0.76040806	-1.7446527	-1.2996694	1.7446459	0.67714059	-0.31844942	2.775787	2	2	0	0	-75.038964	R0:S0:1	1.1209462	-107.76851	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	1	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@09:35
2x2_2C_8b_C2v_L	8.3729728	0	14.092254	3.5359551	0.012988693	-2.9057982	-3.7054646	0.15619454	-3.7053457	-0.15618587	0.20388106	-3.297936	10.270487	1.2858693e-05	-1.1688568e-06	-0.013407519	-0.051601694	-0.013410233	0.2100255	3.2806584e-06	-1.1481059e-06	0.12620086	-1.0737341	1.7288893	0.21003348	-1.7288602	-0.051604205	0.29172998	-2.2913482	2.0924492	1	0.18955868	-0.016196705	1.2389661	1.6031123	-0.65669853	-0.23406378	0.0961954	0.15340117	0.26679745	1.9282407	1.7506842	0.47649064	1.7506783	1.5235135	0.018791639	1.4597318	1.1209669	-0.00010999996	-4.5290303e-07	-0.15229874	0.67717606	-0.15229598	-1.3000354	-1.4913241e-05	1.7367847e-07	-1.3134981	0.7605242	-1.7451106	-1.3000794	1.7451249	0.67720055	-0.31851967	2.776374	2	2	0	0	-75.03482	R0:S0:1	1.1209669	-107.75251	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@10:21
2x2_2C_8b_C2v_L	8.3630552	0	14.092254	3.5349551	0.013048473	-2.9047588	-3.7057693	0.15647634	-3.7057983	-0.15647632	0.20418167	-3.2988562	10.270487	5.4403005e-05	-8.6643508e-06	-0.013414155	-0.051552593	-0.013414227	0.21025901	6.2595649e-08	9.1814783e-07	0.12628552	-1.073928	1.7295168	0.21025401	-1.7295294	-0.051554693	0.29199682	-2.2923223	2.0934492	1	0.18955868	-0.016192744	1.238865	1.6029859	-0.65710578	-0.23428171	0.096287631	0.1534515	0.26710775	1.9281447	1.7503282	0.47688347	1.7503306	1.5230882	0.018805853	1.4592231	1.1209465	-0.00046731335	9.9325243e-06	-0.15259237	0.67756233	-0.15258577	-1.3011056	6.3985635e-06	1.3051449e-06	-1.3147041	0.76078781	-1.7463543	-1.3010335	1.74634	0.67755702	-0.31863195	2.7777684	2	2	0	0	-75.041605	R0:S0:1	1.1209465	-107.76851	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@11:08
2x2_2C_8b_C2v_L	8.3726099	0	14.092254	3.5349551	0.012943942	-2.9069151	-3.7068747	0.15600277	-3.706677	-0.15599354	0.20366988	-3.2996385	10.270487	3.1939816e-05	2.5432192e-06	-0.013428602	-0.051722316	-0.013430314	0.20986053	1.0445931e-05	-1.5079317e-06	0.12615915	-1.07391	1.7290105	0.20987083	-1.7289607	-0.051747381	0.29144186	-2.2914669	2.0924492	1	0.19055868	-0.016219487	1.2390457	1.6032095	-0.65642283	-0.23388316	0.096104996	0.1533792	0.26649807	1.928292	1.7509162	0.47628141	1.7509043	1.5237437	0.018766454	1.4601516	1.1209804	-0.00027411478	-1.4633234e-05	-0.15213551	0.6774113	-0.15212764	-1.2993839	-4.6987638e-05	1.2181938e-06	-1.3127566	0.76037251	-1.7443577	-1.2995104	1.7443934	0.67753311	-0.31828568	2.7755061	2	2	0	0	-75.044523	R0:S0:1	1.1209804	-107.76851	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@11:44
2x2_2C_8b_C2v_L	8.3726397	0	14.092254	3.5349551	-0.012936619	-2.906928	-3.7068467	0.15599416	-3.7069125	-0.15598619	0.20372505	-3.2993608	10.271487	0.12614196	-6.5668388e-06	-0.013442941	-0.051794476	-0.013439799	0.20984276	-9.1100578e-06	1.9171599e-06	-4.8392977e-05	-1.0738152	1.728959	0.2098469	-1.7289745	-0.05179459	0.29151227	-2.2914145	2.0924492	1	0.18955868	-0.016229852	1.2390538	1.6032331	-0.65639523	-0.23386583	0.096117178	0.15340779	1.7337366	1.9283224	1.750932	0.47611182	1.7509301	1.5238848	0.018761145	1.4601668	1.1210244	-1.3124122	7.3159823e-06	-0.15212057	0.67763894	-0.15212048	-1.2992027	5.1176282e-05	5.2123347e-06	0.00041485172	0.76019164	-1.7443175	-1.2992217	1.7443332	0.67765165	-0.31831468	2.77548	2	2	0	0	-75.074596	R0:S0:1	1.1210244	-107.78451	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	23	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@14:54
2x2_2C_8b_C2v_L	8.3810777	0	14.092654	3.5353551	0.012865643	-2.9080029	-3.7069726	0.15570008	-3.7068734	-0.15567597	0.20341646	-3.29897	10.270887	7.5493182e-05	-4.9060837e-06	-0.013440938	-0.051853988	-0.013437827	0.20958944	5.9227125e-07	7.8972431e-07	0.12605077	-1.0736439	1.7284046	0.20959961	-1.7283793	-0.051857613	0.29118932	-2.2905315	2.0914492	1	0.18995868	-0.016233024	1.239171	1.6033694	-0.65592897	-0.23361153	0.096002994	0.15332623	0.26597029	1.9284209	1.7513329	0.47564752	1.7513299	1.5243164	0.018745604	1.4607713	1.1210113	-0.00065020323	-6.1858259e-06	-0.15180153	0.67726898	-0.15179059	-1.2981222	5.6643171e-06	3.8134815e-06	-1.3111533	0.75993777	-1.742942	-1.2980866	1.7429371	0.67728524	-0.31816268	2.7738686	2	2	0	0	-75.04176	R0:S0:1	1.1210113	-107.76851	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	10	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@16:20
2x2_2C_8b_C2v_L	8.3901328	0	14.092854	3.5355551	0.012776142	-2.909752	-3.7074998	0.15530941	-3.7074873	-0.15532156	0.20303621	-3.2990431	10.271087	1.0716127e-05	-1.828318e-06	-0.013456088	-0.052017489	-0.013458003	0.20927379	3.4366307e-06	-9.7744805e-07	0.12593044	-1.0735216	1.7278255	0.20926778	-1.7278275	-0.052015139	0.29078318	-2.2896402	2.0904492	1	0.19015868	-0.016253135	1.2393253	1.6035628	-0.65533635	-0.23327293	0.095859374	0.15326388	0.26534603	1.9285646	1.7518321	0.47496391	1.7518336	1.5250315	0.018712435	1.4615584	1.1210448	-9.1477492e-05	3.4183033e-06	-0.15139423	0.67714036	-0.15139655	-1.2965587	-1.3453395e-05	1.5709285e-06	-1.309318	0.7594818	-1.7412436	-1.2965201	1.7412321	0.67712501	-0.31791605	2.7718926	2	2	0	0	-75.042239	R0:S0:1	1.1210448	-107.76851	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@17:52
2x2_2C_8b_C2v_L	8.3780115	0	14.092894	3.5341951	0.012844979	-2.9086654	-3.7079704	0.15560139	-3.7078892	-0.15562978	0.20336311	-3.300278	10.271127	2.4612502e-05	-5.5968878e-06	-0.013458062	-0.051952284	-0.013458165	0.20952571	-4.2123024e-06	6.0232356e-07	0.12602937	-1.0737665	1.7285768	0.20951331	-1.7285635	-0.051944181	0.29107529	-2.2907931	2.0916492	1	0.19019868	-0.016248693	1.2392136	1.6034207	-0.65579409	-0.23351241	0.095960587	0.153321	0.26570871	1.9284561	1.7514344	0.47546136	1.7514408	1.524528	0.018729651	1.460997	1.1210226	-0.00021215046	1.0227997e-05	-0.15171309	0.67753576	-0.15172642	-1.2977834	3.2764842e-05	9.0813959e-06	-1.310684	0.75978685	-1.7426406	-1.2976571	1.7425893	0.67748239	-0.31803902	2.7734545	2	2	0	0	-75.050687	R0:S0:1	1.1210226	-107.79091	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	10	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@19:18
2x2_2C_8b_C2v_L	8.3826112	0	14.09175	3.5348911	-0.012823943	-2.9088643	-3.7078669	0.15551137	-3.7081563	-0.15555016	0.20323123	-3.3000933	10.271383	0.12600089	2.8730114e-07	-0.013464345	-0.052021524	-0.013467829	0.20945049	-1.3578489e-06	1.4305165e-06	4.1443248e-06	-1.073705	1.7283533	0.2094301	-1.7284215	-0.052021252	0.29094323	-2.29047	2.0913292	1	0.19045468	-0.016263057	1.2392455	1.6034762	-0.65566934	-0.23344346	0.09592616	0.15334147	1.734516	1.9284874	1.7515426	0.47526133	1.7515555	1.5247491	0.018712786	1.4611588	1.1210736	-1.3102329	5.2286508e-06	-0.15164993	0.67764117	-0.15165263	-1.2973499	9.0252632e-06	1.0431784e-06	-3.7876143e-05	0.75966753	-1.7422623	-1.297289	1.7422352	0.67762379	-0.31793922	2.7730905	2	2	0	0	-75.076746	R0:S0:1	1.1210736	-107.78387	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	10	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-13@20:44
