model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	7.2625991	0	14	2.911	-0.0014823382	-3.2059276	-3.7466668	-0.088993639	-3.7469057	-0.08904922	0.12504689	-3.3319298	9.6	0.0022087332	-2.7622309e-05	0.0077397984	-0.15755902	0.0077435342	-0.15757409	-2.6381658e-05	1.6307444e-06	-0.10798149	-1.0524645	1.6254442	0.038767463	-1.6254892	-0.038792744	0.21890484	-2.1408079	1.9306	1	0.2821	0.012222178	1.2620677	1.6230573	-0.56631881	-0.18039862	0.073453074	0.12640888	0.26797359	1.943345	1.8219327	1.5543715	1.8219261	1.5545847	0.018664874	1.5850453	1.1026852	-0.023580007	-2.6367686e-05	0.088958996	1.1134842	0.08899414	1.1130115	0.00027136335	6.3218286e-05	1.110209	0.73190089	-1.4856986	-0.52029068	1.4858216	0.52042391	-0.29409252	2.4248373	2	2	0	0	-72.068919	R0:S0:1	1.1026852	-107.024	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:19
2x2_2C_8b_C2v_L	7.2628429	0	14.001	2.911	-0.0014571282	-3.2062983	-3.7463578	-0.088974092	-3.7468803	-0.089019178	0.12507281	-3.3319648	9.6	0.0037247343	-3.9848717e-05	0.0077354486	-0.15755479	0.0077306823	-0.15756073	-1.5906522e-05	3.6496333e-06	-0.10793628	-1.052522	1.6253844	0.038734954	-1.6254878	-0.038729707	0.21892355	-2.1408258	1.9306	1	0.2821	0.012215693	1.2620734	1.623054	-0.56629201	-0.18038416	0.073447622	0.12638614	0.26927485	1.9433498	1.8219551	1.5542683	1.8219409	1.5545542	0.018673156	1.5850875	1.1026626	-0.039734651	-5.1964515e-05	0.088915621	1.1136256	0.088981783	1.1128697	0.00029485645	9.861481e-05	1.1096665	0.73190302	-1.4855495	-0.52009643	1.4857823	0.5201359	-0.29414047	2.4246667	2	2	0	0	-72.068426	R0:S0:1	1.1026626	-107.024	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:05
2x2_2C_8b_C2v_L	7.2648234	0	14	2.912	-0.0014248327	-3.2053439	-3.7456993	-0.089137325	-3.7460337	-0.089155313	0.12524705	-3.3313487	9.6	0.0031525963	-3.3170942e-05	0.0077432049	-0.15767636	0.0077400125	-0.15766508	-1.1150965e-05	3.998041e-07	-0.10798373	-1.0524415	1.6253578	0.03872929	-1.6254174	-0.038722233	0.21907078	-2.1408309	1.9306	1	0.2821	0.012219833	1.2620254	1.6230057	-0.56647595	-0.18050412	0.073492669	0.12642108	0.2688679	1.9433177	1.8218307	1.554237	1.8218122	1.5544651	0.018684834	1.5848217	1.1026744	-0.033609666	-4.4262315e-05	0.089037173	1.1141533	0.089091075	1.1134249	0.00023795476	8.6983456e-05	1.1104124	0.73200882	-1.4860174	-0.52028573	1.4862431	0.5203454	-0.29424699	2.4253982	2	2	0	0	-72.063939	R0:S0:1	1.1026744	-107.008	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:08
2x2_2C_8b_C2v_L	7.2547984	0	14	2.911	-0.0012937075	-3.2038752	-3.7460405	-0.089530531	-3.7465108	-0.089578357	0.12571312	-3.3323284	9.6	0.0045812933	-4.499424e-05	0.0077608858	-0.15801482	0.0077563017	-0.15801608	-2.1114221e-05	1.3221495e-06	-0.10803744	-1.0526144	1.6259983	0.038687428	-1.6260882	-0.038696545	0.21948853	-2.1418221	1.9316	1	0.2821	0.012232443	1.261911	1.622865	-0.56695949	-0.18078069	0.073601452	0.12648051	0.27072655	1.9432344	1.8215022	1.5538705	1.8214815	1.5541987	0.018722313	1.5841938	1.1026522	-0.048684984	-5.4802457e-05	0.089339801	1.1159579	0.089411602	1.115037	0.00034218184	0.00011080597	1.1113337	0.73226355	-1.4872361	-0.52077257	1.487513	0.52090317	-0.29455099	2.4272447	2	2	0	0	-72.070806	R0:S0:1	1.1026522	-107.024	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:39
2x2_2C_8b_C2v_L	7.2643125	0	14	2.911	-0.0015117755	-3.2066548	-3.7468256	-0.08883229	-3.7473027	-0.088867786	0.1248909	-3.3331129	9.6	0.0031024242	-3.2532238e-05	0.0077397956	-0.15743829	0.007730498	-0.15744129	-2.0690572e-05	6.5230194e-06	-0.10794391	-1.052609	1.6253985	0.038802585	-1.6254894	-0.03879998	0.21871623	-2.1409209	1.9306	1	0.2831	0.012222171	1.2621081	1.6231057	-0.56616856	-0.18029388	0.073400562	0.12639774	0.26845778	1.9433617	1.8220296	1.5543491	1.822017	1.5545962	0.018645815	1.5853019	1.1026972	-0.033139197	-5.0310913e-05	0.088847061	1.1131051	0.088909074	1.1124269	0.00029894931	8.6584216e-05	1.1095463	0.7318714	-1.4853067	-0.52025345	1.4855143	0.52029908	-0.29393375	2.4242336	2	2	0	0	-72.07268	R0:S0:1	1.1026972	-107.024	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@20:25
2x2_2C_8b_C2v_L	7.2643624	0	14	2.911	-0.0015789701	-3.206953	-3.7468848	-0.08882264	-3.7475605	-0.088886055	0.12487998	-3.3327298	9.601	0.0036115694	-4.1289915e-05	0.0077510254	-0.15740011	0.0077510224	-0.15741163	-1.7697275e-05	3.2465918e-06	-0.10791252	-1.0525666	1.6253858	0.038885433	-1.6255206	-0.038887831	0.21872444	-2.140872	1.9306	1	0.2821	0.012227735	1.2621152	1.6231301	-0.56614088	-0.18028018	0.073408254	0.12642183	0.26876909	1.9433791	1.8220417	1.554607	1.8220281	1.5549339	0.018633301	1.5853032	1.1027338	-0.038644993	-5.8612874e-05	0.088840366	1.1127893	0.088908274	1.1119634	0.00031532073	0.00010471051	1.1091598	0.7317548	-1.485269	-0.52052123	1.4855213	0.52060198	-0.29387555	2.4242582	2	2	0	0	-72.077546	R0:S0:1	1.1027338	-107.04	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@21:04
2x2_2C_8b_C2v_L	7.2614799	0	13.999	2.9114	-0.0014484199	-3.2057454	-3.7462392	-0.089141621	-3.7467779	-0.08917949	0.12522939	-3.3324762	9.6004	0.0018081883	-2.3552295e-05	0.0077533773	-0.1576705	0.0077540408	-0.15768183	-1.0625515e-05	4.6558306e-06	-0.10804162	-1.0526332	1.6255865	0.038796414	-1.6257023	-0.038807179	0.21903495	-2.1412297	1.931	1	0.2825	0.012232321	1.2620167	1.6230086	-0.56653747	-0.18052066	0.073495375	0.12646443	0.26782538	1.9433053	1.8217754	1.5542663	1.8217675	1.5544327	0.018669681	1.58477	1.1027131	-0.019288466	-1.7493915e-05	0.089099832	1.1141036	0.089129178	1.113658	0.00015858501	4.325705e-05	1.1109619	0.73204366	-1.4862803	-0.52070424	1.4864329	0.52079673	-0.29414943	2.4257203	2	2	0	0	-72.073145	R0:S0:1	1.1027131	-107.024	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	19	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:01
2x2_2C_8b_C2v_L	7.2582703	0	13.9996	2.91016	-0.0014993144	-3.2063309	-3.747635	-0.088990974	-3.747991	-0.08905146	0.12511359	-3.3337873	9.60056	0.0031159121	-2.961457e-05	0.0077619691	-0.15755554	0.0077560623	-0.15756799	-2.0697786e-05	5.9914083e-06	-0.10798258	-1.0527188	1.625826	0.03886071	-1.6258959	-0.038851604	0.2189027	-2.1414691	1.93116	1	0.28266	0.01223352	1.2620639	1.6230636	-0.56636694	-0.18040034	0.073448717	0.12644873	0.26843947	1.9433349	1.8218905	1.5544079	1.8218832	1.5546745	0.018650487	1.5850433	1.1027205	-0.033273987	-5.6562243e-05	0.088964587	1.1135278	0.089033105	1.1129589	0.00028814762	8.2357411e-05	1.1100433	0.73190761	-1.4858868	-0.52075899	1.4860457	0.52074983	-0.29401623	2.4250824	2	2	0	0	-72.082116	R0:S0:1	1.1027205	-107.0464	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:15
2x2_2C_8b_C2v_L	7.2549285	0	13.9994	2.90924	-0.001564874	-3.2069422	-3.7484009	-0.088958474	-3.7489342	-0.088987224	0.12499844	-3.3349353	9.60084	0.0032627024	-3.4694181e-05	0.0077676165	-0.15750391	0.0077624075	-0.15749996	-1.0739238e-05	2.8885545e-06	-0.10798447	-1.0528748	1.6260294	0.038952061	-1.6261341	-0.038944825	0.21877721	-2.1417676	1.93144	1	0.28294	0.012243242	1.2620812	1.6230922	-0.56631741	-0.18035543	0.073429032	0.12646262	0.26845642	1.9433401	1.8219199	1.5544992	1.8219015	1.5547642	0.018630132	1.5851284	1.1027414	-0.034898626	-5.6339176e-05	0.088974497	1.1133931	0.08903747	1.1125945	0.00025878218	9.5961219e-05	1.1099445	0.73188346	-1.4857806	-0.521103	1.4860368	0.52115922	-0.29385678	2.4249804	2	2	0	0	-72.09087	R0:S0:1	1.1027414	-107.0656	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:32
2x2_2C_8b_C2v_L	7.2549265	0	13.99936	2.910456	-0.0013910311	-3.2050848	-3.7470118	-0.089320018	-3.747185	-0.089346034	0.12547717	-3.3327294	9.600896	0.0027048749	-3.1777933e-05	0.0077653121	-0.15783009	0.007764072	-0.15782656	-1.9312443e-05	4.2055339e-06	-0.10805352	-1.0526392	1.6260003	0.038794296	-1.6260276	-0.038799335	0.21929697	-2.1416919	1.931496	1	0.281596	0.012238581	1.2619681	1.622951	-0.56674592	-0.18063901	0.073554074	0.1264963	0.26844749	1.9432806	1.8216433	1.5541343	1.8216296	1.5543355	0.01869113	1.5844878	1.1027126	-0.028812109	-2.6571451e-05	0.089209441	1.1148595	0.089253423	1.1142812	0.00025125328	6.7809595e-05	1.1112258	0.7320692	-1.4868062	-0.52095469	1.4869724	0.52103502	-0.29434536	2.4265473	2	2	0	0	-72.079602	R0:S0:1	1.1027126	-107.04704	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:51
