model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	9.0726525	0	14	3.5474	-0.006205331	-3.0892218	-3.8370476	-0.12146854	-3.8376555	-0.12149627	0.16574255	-3.3870282	10.4	0.00024149177	-1.4408035e-05	0.015137724	-0.17368767	0.015141561	-0.17369308	-2.1130467e-05	7.9014509e-06	-0.11583306	-1.0746759	1.7052483	0.074447263	-1.7053758	-0.074450602	0.24564159	-2.2449725	2.0385	1	0.2119	0.017193701	1.252702	1.6226604	-0.60579835	-0.20233834	0.083250795	0.15447138	0.19485398	1.9397797	1.7905708	1.6102962	1.7905663	1.6103757	0.013652389	1.5291993	1.1313437	-0.0028170412	-1.4689344e-05	0.11903755	1.1074575	0.11904436	1.1072019	0.00015924953	3.3697013e-05	1.1315547	0.71684318	-1.612562	-0.68175039	1.6126829	0.68177339	-0.27752617	2.6202056	2	2	0	0	-76.552165	R0:S0:1	1.1313437	-109.6416	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@15:51
2x2_2C_8b_C2v_L	9.0729634	0	14.001	3.5474	-0.0062174146	-3.0893744	-3.8372634	-0.12151454	-3.8373701	-0.12152549	0.16570878	-3.3870978	10.4	-0.00013615441	-3.7446455e-06	0.015131447	-0.1736993	0.015137991	-0.17371039	-2.2621297e-05	2.7539077e-06	-0.11583563	-1.0747004	1.7053115	0.074418885	-1.7053302	-0.074454437	0.24562004	-2.2450008	2.0385	1	0.2119	0.017190919	1.2527091	1.6226597	-0.60576768	-0.20232119	0.083244028	0.15444492	0.19486213	1.939785	1.7905852	1.6104724	1.790592	1.6104372	0.013651566	1.5292498	1.1313166	0.0015833604	3.2507739e-05	0.11906723	1.1072028	0.1190363	1.107254	8.708243e-05	-1.1120054e-05	1.1315481	0.71683389	-1.6125566	-0.68154937	1.6125261	0.68166251	-0.2775052	2.6200394	2	2	0	0	-76.552082	R0:S0:1	1.1313166	-109.6416	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:10
2x2_2C_8b_C2v_L	9.0747797	0	14	3.5484	-0.0061213786	-3.0882491	-3.8363199	-0.12159186	-3.836708	-0.1216327	0.16593014	-3.3865604	10.4	0.00027515129	-9.0931934e-06	0.015144613	-0.17380296	0.015146212	-0.17381704	-1.0580983e-05	3.685155e-06	-0.11585315	-1.0745914	1.7052085	0.074408424	-1.7052836	-0.074420417	0.24580638	-2.2450232	2.0385	1	0.2119	0.017199661	1.2526604	1.6226118	-0.60594695	-0.20243957	0.083289129	0.15448667	0.1949442	1.9397549	1.7904521	1.6101454	1.7904556	1.6102232	0.013663802	1.528998	1.131339	-0.0031958056	-2.7658947e-05	0.11914218	1.1079367	0.11915559	1.1077829	0.00010418154	3.2988886e-05	1.131949	0.7169058	-1.6129819	-0.68184637	1.6130295	0.68185928	-0.27766297	2.6206877	2	2	0	0	-76.547107	R0:S0:1	1.131339	-109.6256	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:33
2x2_2C_8b_C2v_L	9.0646857	0	14	3.5474	-0.0059051595	-3.0866785	-3.8370081	-0.12195359	-3.8371244	-0.12196973	0.16639485	-3.3875083	10.4	7.2794419e-05	-3.1400951e-06	0.015174793	-0.17413258	0.015176082	-0.17414078	-1.877787e-05	6.1969831e-06	-0.11593384	-1.0747434	1.7059116	0.074413027	-1.7059316	-0.074421267	0.24620344	-2.246002	2.0395	1	0.2119	0.017229961	1.2525522	1.6224811	-0.60638302	-0.20269397	0.083390294	0.15454492	0.19515053	1.9396806	1.7901243	1.6095394	1.7901288	1.6095523	0.013688042	1.5284348	1.1313271	-0.00084101202	-5.4036205e-06	0.11947471	1.1095631	0.11947494	1.1095523	0.00010552888	9.2307136e-06	1.1331623	0.71708351	-1.614187	-0.68270023	1.6141822	0.68270942	-0.2779447	2.6222173	2	2	0	0	-76.554341	R0:S0:1	1.1313271	-109.6416	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:01
2x2_2C_8b_C2v_L	9.0745142	0	14	3.5474	0.0063048931	-3.0897273	-3.8380734	0.12141151	-3.8380291	-0.12141356	0.16555222	-3.3881631	10.4	-0.11582519	-4.4555912e-06	0.015141273	-0.074509011	0.015139554	-0.17358644	-5.4458868e-06	-2.8628408e-06	-5.890008e-05	-1.0747926	1.7053981	-0.17358672	-1.7053889	-0.07451127	0.24540864	-2.245093	2.0385	1	0.2129	0.0171891	1.2527428	1.622711	-0.60564989	-0.20223732	0.083197608	0.15445948	1.8052594	1.9397935	1.7906754	0.38936436	1.7906734	1.6106481	0.013633784	1.5294381	1.1313511	1.1312304	-1.7286854e-06	0.11896055	0.68167652	0.11896448	1.1066695	4.0221975e-05	1.2889978e-05	0.00068795925	0.71681669	-1.6122561	1.1067069	1.6122676	0.68168065	-0.27730947	2.6197007	2	2	0	0	-76.302192	R0:S0:1	1.1313511	-109.6416	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	29	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:18
2x2_2C_8b_C2v_L	9.074466	0	14	3.5474	-0.006346032	-3.0899362	-3.8380521	-0.12141226	-3.8383412	-0.12142174	0.16558631	-3.3877766	10.401	0.00017200547	-8.4552877e-06	0.015147222	-0.17355544	0.015145757	-0.17356201	-1.5909669e-08	-1.7199186e-06	-0.11581014	-1.0747278	1.7053522	0.074563491	-1.7054148	-0.074564414	0.24545378	-2.2450222	2.0385	1	0.2119	0.017192398	1.252748	1.6227306	-0.60563238	-0.20222639	0.083208568	0.15448816	0.19461406	1.9398122	1.7906891	1.6107651	1.7906885	1.610804	0.013629501	1.5294287	1.1313913	-0.002011019	-1.1729163e-05	0.11895512	1.1064832	0.11896057	1.1063831	3.8268102e-05	2.5417835e-05	1.1309732	0.71669424	-1.612204	-0.6817836	1.6122545	0.68177424	-0.27731312	2.6197485	2	2	0	0	-76.562249	R0:S0:1	1.1313913	-109.6576	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:54
2x2_2C_8b_C2v_L	9.0692886	0	14.0004	3.5478	-0.0060283559	-3.0877782	-3.8363721	-0.12179029	-3.8365537	-0.12178391	0.16618483	-3.386262	10.4004	-3.9994281e-05	1.472314e-05	0.015164288	-0.17396794	0.015164617	-0.17396263	1.600621e-05	-1.5089332e-06	-0.11587063	-1.07461	1.7054506	0.074427444	-1.7054838	-0.074417686	0.24607014	-2.245331	2.0389	1	0.2109	0.017214014	1.2526053	1.6225468	-0.60616215	-0.20257259	0.083356174	0.1545151	0.1950224	1.939731	1.7902914	1.6098493	1.7902931	1.6098534	0.013680049	1.5286812	1.1313355	0.00046113478	-3.0492466e-05	0.11930107	1.1086851	0.11930335	1.1086719	-8.1636237e-05	-1.5119415e-06	1.1324373	0.71693453	-1.6135774	-0.68231741	1.6135868	0.68229895	-0.27786267	2.6214701	2	2	0	0	-76.549636	R0:S0:1	1.1313355	-109.6416	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	13	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@20:58
2x2_2C_8b_C2v_L	9.0694456	0	13.99916	3.54796	-0.0060328878	-3.0875104	-3.8368551	-0.12179284	-3.8368186	-0.12179735	0.16622516	-3.3870165	10.40056	3.6852168e-05	-4.7079225e-06	0.015162464	-0.1739571	0.015163976	-0.17396481	-1.0964559e-06	1.3000296e-06	-0.115892	-1.0746555	1.7056005	0.074455536	-1.7055986	-0.074450593	0.24604112	-2.2455598	2.03906	1	0.2115	0.017220451	1.2525995	1.6225546	-0.60619629	-0.202583	0.083352469	0.1545581	0.19494722	1.9397215	1.7902638	1.6099297	1.7902662	1.6099211	0.013671743	1.5286605	1.1313799	-0.00042456667	7.8638702e-06	0.11933955	1.1086091	0.11933956	1.1086703	8.5168306e-06	-3.4399996e-07	1.1324867	0.71693272	-1.6137088	-0.68244502	1.6136913	0.68240773	-0.27780043	2.621673	2	2	0	0	-76.554234	R0:S0:1	1.1313799	-109.6416	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	16	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:10
2x2_2C_8b_C2v_L	9.0659041	0	13.999824	3.548184	-0.0057832988	-3.0857701	-3.8355889	-0.12208436	-3.8355937	-0.12207354	0.16659104	-3.385967	10.399384	0.00016059388	-6.7998872e-06	0.015168515	-0.17427867	0.015170922	-0.17426813	-3.3440903e-06	2.2995036e-06	-0.11594896	-1.0745713	1.7056577	0.074316593	-1.7056549	-0.074320038	0.24643287	-2.2457318	2.039284	1	0.21134	0.017232248	1.2525005	1.622413	-0.60655938	-0.20282285	0.083446233	0.15454289	0.19533662	1.939656	1.7900007	1.6092334	1.7899928	1.6092721	0.013709044	1.528164	1.1312996	-0.0018438634	-6.9485403e-06	0.11958863	1.1103863	0.11959126	1.1102282	4.6807794e-05	1.8061268e-05	1.1336847	0.71717056	-1.6145737	-0.6826481	1.6146318	0.6826772	-0.27817471	2.6227529	2	2	0	0	-76.541177	R0:S0:1	1.1312996	-109.6192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	10	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@22:56
2x2_2C_8b_C2v_L	9.0616111	0	13.999736	3.548576	-0.0055135736	-3.0834863	-3.8343625	-0.12239466	-3.8347037	-0.12241599	0.16709162	-3.3850455	10.398576	0.00049362524	-1.9452052e-05	0.015181664	-0.17463066	0.01518175	-0.17463461	3.5732891e-06	-2.5879867e-06	-0.11601734	-1.074452	1.7058059	0.074209437	-1.7058761	-0.074196846	0.24692837	-2.2460791	2.039676	1	0.21106	0.01725279	1.2523763	1.6222541	-0.6070233	-0.20312207	0.083565525	0.15456966	0.1957637	1.9395757	1.789658	1.6083898	1.7896538	1.6084907	0.013750176	1.5275262	1.1312524	-0.0056215105	-2.9206727e-05	0.11989168	1.112394	0.11991731	1.1121666	6.5695731e-05	5.2235686e-05	1.1350499	0.71741563	-1.6157316	-0.68318706	1.6158252	0.68312773	-0.27861501	2.6242623	2	2	0	0	-76.531218	R0:S0:1	1.1312524	-109.6	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	11	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@23:46
