model	E_kin	D	U	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	t	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tp	ave_D	ave_mu	ave_t	ave_tp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_t_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_tp_1	E0_1	sector_1	n_1	githash	version	GS_consistency	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	-1.003255	0	8	0.2199826	0.26674064	0.78469875	0.26419423	0.26420643	0.7847771	0.76958242	0.26497973	1.8	0.00048769628	-0.21179498	0.072263392	0.20145456	-0.20145956	-0.072266734	-7.5985188e-06	-0.22739352	1	-0.187715	-0.00047944046	0.33250968	-0.14887103	-0.14887167	0.33252191	0.46277554	-8.9187797e-06	-0.3	-0.005476688	0.90552624	-0.9779439	0.084370477	0.033793699	0.21636973	0.050738913	0.09980887	0.34594909	0.34595119	0.099802589	0.039038503	0.083315733	0.8983836	-0.00098557481	0.39363309	0.032999317	-1.2652091	1.2652365	-0.032985948	3.001294e-05	0.94223933	-0.56841673	1.6468681	0.0039388741	-1.0434049	1.1486012	1.1485863	-1.0433819	-0.40170126	8.7761576e-06	-0.016849716	-9.5212688	R0:S0:1	0.8983836	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:13
2x2_2C_8b_C2v_L	-1.0032029	0	8.001	0.21995107	0.2667304	0.78460766	0.26421444	0.2642036	0.78471719	0.76949808	0.2649586	1.8	0.00036941367	-0.21178932	0.072261722	0.20146	-0.20145891	-0.072274102	4.6940647e-06	-0.22738719	1	-0.18770846	-0.00036215827	0.3324953	-0.148869	-0.14887909	0.33250356	0.4627487	5.6036604e-06	-0.3	-0.0054745476	0.90551546	-0.97789201	0.084369603	0.033785432	0.21638804	0.050743453	0.099808155	0.34592942	0.3459501	0.099797492	0.039039177	0.083317385	0.89837394	-0.00074450402	0.39364708	0.033012587	-1.2651513	1.2651658	-0.032955945	-1.07787e-05	0.94219421	-0.56838079	1.6468697	0.002977483	-1.0433781	1.1485313	1.1485953	-1.0433415	-0.40171794	-7.7956792e-06	-0.016849069	-9.5211028	R0:S0:1	0.89837394	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:16
2x2_2C_8b_C2v_L	-1.004891	0	8	0.22050909	0.26729642	0.78541804	0.26432308	0.26435098	0.78549314	0.77038574	0.26486872	1.8	0.00034754413	-0.2120852	0.072215495	0.20159771	-0.20159774	-0.072241691	-2.2645259e-08	-0.22741924	1.001	-0.18811202	-0.00033949591	0.3330303	-0.1489642	-0.14899459	0.33302399	0.46338025	8.6055363e-07	-0.3	-0.0055568713	0.90540464	-0.97867522	0.084123737	0.033841704	0.21657166	0.050740418	0.10003812	0.34644374	0.34646418	0.10002303	0.039074343	0.083338108	0.89824946	-0.00070547021	0.39389263	0.033590505	-1.2668304	1.266808	-0.033498205	4.0115113e-06	0.94261437	-0.56873471	1.6483935	0.0027823024	-1.0445697	1.1494528	1.1495903	-1.0445064	-0.40159596	-2.0780358e-06	-0.016893329	-9.5258503	R0:S0:1	0.89824946	817c5bc	v2.2.6	Y	8	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:27
2x2_2C_8b_C2v_L	-1.0047667	0	8	0.22044049	0.26731394	0.785591	0.26447123	0.26448044	0.7855902	0.77048418	0.26502632	1.801	6.2779681e-05	-0.21214431	0.072273458	0.20165318	-0.20165326	-0.072280756	1.1531071e-05	-0.22748436	1.001	-0.18801327	-6.3864933e-05	0.33291597	-0.14900499	-0.14901349	0.3329147	0.4632906	1.1799918e-05	-0.3	-0.0055179363	0.9055159	-0.97853524	0.084176317	0.03385198	0.21634725	0.050731886	0.099899692	0.34616615	0.34617373	0.099901025	0.039041787	0.083294864	0.89836525	-0.00012275182	0.3937173	0.033323935	-1.266261	1.2662436	-0.033305826	-3.4543114e-05	0.94243367	-0.56874935	1.6474059	0.00052791256	-1.0439298	1.1491627	1.1492169	-1.0439434	-0.40148933	-1.5102692e-05	-0.016891637	-9.5291751	R0:S0:1	0.89836525	817c5bc	v2.2.6	Y	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:36
2x2_2C_8b_C2v_L	-1.0048997	0	8	0.22046787	0.26815759	0.78493592	0.26460272	0.26458007	0.78487905	0.77015079	0.26490348	1.8	0.0001669695	-0.2125784	0.072393831	0.20171591	-0.2017179	-0.072361587	-1.2918622e-05	-0.22733087	1.001	-0.18819053	-0.00016097894	0.33271024	-0.14905895	-0.14902904	0.33272554	0.4630449	-1.1525294e-05	-0.299	-0.0055471702	0.90534013	-0.97892458	0.083599158	0.033843867	0.21658912	0.050832923	0.099914503	0.34668072	0.34666042	0.099937261	0.039032337	0.083303516	0.8981992	-0.00034173646	0.39428047	0.033023291	-1.2676203	1.2676266	-0.033145111	4.302695e-05	0.94261536	-0.5688307	1.6484074	0.0013144881	-1.0438521	1.150185	1.1500735	-1.0439691	-0.40128493	1.2918537e-05	-0.016985935	-9.525723	R0:S0:1	0.8981992	817c5bc	v2.2.6	Y	7	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:44
2x2_2C_8b_C2v_L	-1.0064061	0	7.9999761	0.22108585	0.26778499	0.78607783	0.26439866	0.2643911	0.78616786	0.77114546	0.26480882	1.7995659	0.00030356817	-0.21230601	0.072166995	0.20168808	-0.20167571	-0.072201002	9.3150249e-07	-0.22744879	1.001894	-0.18851672	-0.00029774339	0.3335508	-0.14905435	-0.14908501	0.33353842	0.46400106	1.8441708e-06	-0.30010816	-0.0056427808	0.90525966	-0.97936018	0.08393964	0.03388016	0.21682558	0.050726917	0.10029076	0.34695706	0.34699181	0.10027059	0.039120553	0.083369259	0.89808867	-0.00061120851	0.3941482	0.034144725	-1.2683275	1.2683006	-0.034012065	-4.8140834e-07	0.94302474	-0.569003	1.6501857	0.0024428034	-1.0458441	1.1503534	1.1505284	-1.0457536	-0.40156962	-2.5268269e-06	-0.016922359	-9.5285099	R0:S0:1	0.89808867	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:48
2x2_2C_8b_C2v_L	-1.0078999	0	7.9999008	0.22163299	0.26825094	0.78673052	0.26442298	0.26444675	0.78675787	0.77181955	0.26467345	1.7991134	0.0002342458	-0.21250412	0.072113721	0.20175679	-0.2017642	-0.072120228	2.3181896e-06	-0.22745761	1.0027754	-0.18891392	-0.00022679052	0.334071	-0.14914489	-0.14915105	0.33407018	0.46461461	7.5005187e-06	-0.30022091	-0.0057300513	0.90511257	-0.98003491	0.083754903	0.033918042	0.2170814	0.050711616	0.10055079	0.34748307	0.34747993	0.10054038	0.039171414	0.0834056	0.8979282	-0.00047978721	0.39439046	0.034709943	-1.2697756	1.2698009	-0.034683426	-4.5172177e-06	0.94341402	-0.5692679	1.6519652	0.0018505635	-1.0471587	1.1513224	1.1513009	-1.0471013	-0.40155983	-9.7033981e-06	-0.016950459	-9.5310572	R0:S0:1	0.8979282	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:52
2x2_2C_8b_C2v_L	-1.0094212	0	7.999875	0.22216043	0.26873573	0.78732849	0.26445793	0.2644665	0.7873929	0.77255284	0.26456453	1.7986854	0.00017203103	-0.21272487	0.072044132	0.20184173	-0.20184352	-0.072069746	-1.2575738e-06	-0.22747601	1.003674	-0.18931044	-0.00017368698	0.33459887	-0.14921179	-0.14923658	0.33459244	0.46523193	-5.7325854e-07	-0.30031457	-0.0058178938	0.90496465	-0.98072372	0.083560202	0.033956592	0.21735608	0.050708456	0.10081893	0.34801202	0.34803926	0.10080308	0.039220006	0.08344342	0.89776521	-0.00033519467	0.39467832	0.035338999	-1.2713317	1.2713372	-0.035238613	8.0638416e-06	0.94383357	-0.56953529	1.6537644	0.0014336222	-1.0484916	1.1521577	1.1522702	-1.0484221	-0.40153804	-1.8239777e-06	-0.016979684	-9.5337581	R0:S0:1	0.89776521	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@22:56
2x2_2C_8b_C2v_L	-1.0109481	0	7.9998674	0.22269383	0.26924263	0.78794665	0.26449086	0.26448633	0.78803418	0.77326318	0.26448863	1.7982672	0.00015959355	-0.21294744	0.071981429	0.20192779	-0.20192744	-0.071993382	-3.3112963e-06	-0.22750088	1.0045783	-0.18971187	-0.00015492928	0.33512724	-0.14928704	-0.14929506	0.33513513	0.46584718	-4.1544355e-06	-0.30040003	-0.005905189	0.90481609	-0.98141413	0.083358254	0.033995466	0.2176239	0.050701377	0.10108673	0.34854985	0.34856429	0.10107848	0.039267565	0.083478638	0.89760282	-0.00032361137	0.39495286	0.035945867	-1.2728704	1.2728795	-0.035897896	1.1174757e-05	0.94425052	-0.5698047	1.6555629	0.001265083	-1.0498289	1.1530518	1.1531001	-1.0498012	-0.40151049	5.2083435e-06	-0.017009835	-9.5365252	R0:S0:1	0.89760282	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@23:00
2x2_2C_8b_C2v_L	-1.0124638	0	7.99983	0.22323956	0.26969127	0.78858025	0.26453162	0.26453738	0.78862845	0.77398907	0.26436233	1.7978323	0.00010077525	-0.21315468	0.0719206	0.20201416	-0.20201279	-0.071932811	-6.8562979e-06	-0.2275125	1.0054724	-0.19010869	-9.9096342e-05	0.33565166	-0.14936664	-0.14937834	0.33564886	0.46646428	-8.3053576e-06	-0.30050026	-0.0059924979	0.90467035	-0.98209782	0.083166548	0.034033969	0.21788386	0.050693168	0.10134932	0.34908161	0.34909115	0.10133886	0.039316079	0.083513533	0.89744152	-0.00020332981	0.39521358	0.036548672	-1.274403	1.2744036	-0.036499443	2.2184747e-05	0.9446445	-0.57007289	1.6573275	0.00080948227	-1.0511437	1.1539572	1.1540044	-1.0510942	-0.40148755	9.9839055e-06	-0.017040102	-9.5391843	R0:S0:1	0.89744152	817c5bc	v2.2.6	Y	3	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2023-12-05@23:03
