model	E_kin	D	U	e	eb1_1	eb2_1	eb3_1	eb4_1	eb5_1	eb6_1	eb7_1	eb8_1	mu	sb1_1	sb2_1	sb3_1	sb4_1	sb5_1	sb6_1	sb7_1	sb8_1	tb1_1	tb2_1	tb3_1	tb4_1	tb5_1	tb6_1	tb7_1	tb8_1	tpd	tpp	tppp	ave_D	ave_e	ave_mu	ave_tpd	ave_tpp	ave_tppp	ave_U_1	ave_eb1_1	ave_eb2_1	ave_eb3_1	ave_eb4_1	ave_eb5_1	ave_eb6_1	ave_eb7_1	ave_eb8_1	ave_mu_1	ave_sb1_1	ave_sb2_1	ave_sb3_1	ave_sb4_1	ave_sb5_1	ave_sb6_1	ave_sb7_1	ave_sb8_1	ave_tb1_1	ave_tb2_1	ave_tb3_1	ave_tb4_1	ave_tb5_1	ave_tb6_1	ave_tb7_1	ave_tb8_1	ave_e_2	ave_mu_2	ave_tpp_2	ave_tppp_2	E0_1	sector_1	n_1	E0_2	sector_2	n_2	githash	version	GS_consistency	method	iterations	dist_function	convergence	script	time	
2x2_2C_8b_C2v_L	8.4529018	0	13.8	3.3038	-0.0011195204	-3.0697286	-3.6932922	-0.10784669	-3.6935006	-0.10786662	0.14588867	-3.2681212	9.88	0.0029559548	-2.2644117e-05	0.011048951	-0.1694519	0.011047294	-0.16944985	-9.2637062e-06	6.129483e-07	-0.11279299	-1.0476698	1.6359707	0.052988336	-1.6360112	-0.05298821	0.2341649	-2.1566736	1.9469	1	0.292	0.014738762	1.2551858	1.6205736	-0.59347737	-0.19705247	0.079605224	0.14101179	0.23929304	1.9396221	1.8015646	1.5768386	1.8015527	1.5769875	0.016295535	1.5466319	1.1167577	-0.031060198	-3.0724384e-05	0.10789645	1.1370182	0.10793141	1.136602	0.00015159209	5.8657107e-05	1.153791	0.73439398	-1.5661587	-0.60283288	1.5662963	0.60285678	-0.28883384	2.5481965	2	2	0	0	-73.039233	R0:S0:1	1.1167577	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:00
2x2_2C_8b_C2v_L	8.4531499	0	13.801	3.3038	-0.0011001798	-3.0697971	-3.6933812	-0.10784633	-3.6934829	-0.10785975	0.14586397	-3.2681536	9.88	0.0026279657	-1.923809e-05	0.011045362	-0.16946916	0.011042418	-0.1694643	-7.6422088e-06	8.8716391e-07	-0.1128009	-1.0476782	1.6359932	0.05295349	-1.6360088	-0.052953579	0.23416887	-2.1566828	1.9469	1	0.292	0.014733892	1.2551916	1.6205695	-0.5934517	-0.19703744	0.079599661	0.14098605	0.2390974	1.939626	1.8015869	1.5768234	1.8015761	1.5769529	0.016300346	1.5466763	1.116731	-0.027599566	-2.7137981e-05	0.10787026	1.1370114	0.10790293	1.1366493	0.00012871457	4.9910766e-05	1.1538302	0.73439479	-1.5660757	-0.60264524	1.5661886	0.60266744	-0.28885724	2.5480273	2	2	0	0	-73.039021	R0:S0:1	1.116731	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:28
2x2_2C_8b_C2v_L	8.4549204	0	13.8	3.3048	-0.001040062	-3.0691568	-3.6924351	-0.10794678	-3.6927952	-0.1079952	0.14600031	-3.2673876	9.88	0.0037838344	-2.6896454e-05	0.011050444	-0.16957202	0.011049091	-0.16958293	-1.6559293e-05	4.2976374e-06	-0.11280017	-1.0476422	1.635894	0.052929751	-1.635962	-0.05293719	0.23431049	-2.1566347	1.9469	1	0.292	0.01474027	1.2551391	1.6205163	-0.59364505	-0.1971665	0.079647384	0.14102387	0.24024025	1.939589	1.8014449	1.5764799	1.8014397	1.5766674	0.016312818	1.5463841	1.1167457	-0.039688729	-3.6260009e-05	0.10798608	1.1377505	0.10802885	1.1373241	0.00020400429	6.3909959e-05	1.1540968	0.73453693	-1.5665538	-0.60288535	1.5666784	0.60291582	-0.28898026	2.5487604	2	2	0	0	-73.034499	R0:S0:1	1.1167457	-105.2032	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	6	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@16:57
2x2_2C_8b_C2v_L	8.444949	0	13.8	3.3038	-0.00089178681	-3.0677393	-3.6930041	-0.10836449	-3.6932352	-0.10837643	0.14646635	-3.2684416	9.88	0.0010700811	-1.0414573e-05	0.011071233	-0.16990292	0.011066566	-0.16991467	-1.2710541e-05	4.1687076e-06	-0.11295363	-1.0478108	1.6365761	0.052902471	-1.6366276	-0.052905829	0.23470414	-2.1576516	1.9479	1	0.292	0.014758715	1.2550291	1.6203826	-0.59409771	-0.19742554	0.079748052	0.14108456	0.23877526	1.9395109	1.8011135	1.5762417	1.8011161	1.5762694	0.016337204	1.5458145	1.1167333	-0.011186612	9.5386683e-07	0.10832722	1.1390575	0.10833371	1.1390067	9.8879616e-05	1.5865256e-05	1.1560342	0.73472787	-1.5678083	-0.60340371	1.567833	0.60339548	-0.2892376	2.5503969	2	2	0	0	-73.042178	R0:S0:1	1.1167333	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	8	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:33
2x2_2C_8b_C2v_L	8.4547918	0	13.8	3.3038	-0.001170887	-3.0702369	-3.6938871	-0.10775975	-3.6942523	-0.10779593	0.14568796	-3.2690908	9.88	0.0037308462	-3.7164038e-05	0.011057314	-0.16935437	0.011047457	-0.16936925	-1.0155614e-05	-9.6669998e-07	-0.11275534	-1.0477859	1.6360261	0.053032394	-1.6361026	-0.053031657	0.23393447	-2.156729	1.9469	1	0.293	0.014736376	1.25523	1.6206266	-0.59331924	-0.19693946	0.079548683	0.14100095	0.23970034	1.939647	1.801669	1.5772468	1.8016638	1.5774187	0.016268258	1.5469034	1.1167705	-0.039239291	-2.0917372e-05	0.10779258	1.1362777	0.1078379	1.135893	0.00018435521	7.253399e-05	1.1530208	0.73429864	-1.565803	-0.60270703	1.5659291	0.60268289	-0.2885972	2.5475923	2	2	0	0	-73.044135	R0:S0:1	1.1167705	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@17:58
2x2_2C_8b_C2v_L	8.4546651	0	13.8	3.3038	-0.0011989946	-3.0707681	-3.6939142	-0.10769625	-3.6940818	-0.10771372	0.14569733	-3.2687819	9.881	0.0024546059	-1.9505584e-05	0.011062316	-0.16931265	0.011055437	-0.1693068	-3.5537178e-07	-8.7842176e-07	-0.11277753	-1.0477724	1.6359865	0.05308708	-1.6360187	-0.053072361	0.23398563	-2.1566846	1.9469	1	0.292	0.014740455	1.2552328	1.6206432	-0.59330852	-0.1969365	0.079562632	0.14102556	0.23865513	1.9396578	1.8016787	1.5770989	1.8016676	1.5772357	0.016271613	1.5468734	1.1168046	-0.025835887	-3.0832668e-05	0.10776677	1.1362373	0.1078106	1.1358768	9.0357258e-05	4.8837491e-05	1.1532874	0.73425257	-1.5657834	-0.60296477	1.5659044	0.60293606	-0.28864017	2.5476703	2	2	0	0	-73.048293	R0:S0:1	1.1168046	-105.2352	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	8	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:33
2x2_2C_8b_C2v_L	8.4518365	0	13.799	3.3042	-0.001048315	-3.06901	-3.693415	-0.10797869	-3.6938935	-0.10804588	0.14608915	-3.268723	9.8804	0.0033724586	-2.4452607e-05	0.011060747	-0.16956625	0.011066651	-0.16959059	-3.0434981e-06	-1.672459e-06	-0.11282189	-1.0477601	1.6362241	0.05301241	-1.6363247	-0.053012021	0.23430354	-2.1571108	1.9473	1	0.2924	0.014751448	1.2551377	1.6205302	-0.59367922	-0.19716314	0.079642463	0.14107321	0.23954994	1.9395892	1.8014103	1.5767927	1.8014129	1.5769618	0.016294162	1.5463972	1.1167965	-0.035374188	-3.2767125e-05	0.1080267	1.1374493	0.1080613	1.1371608	0.0001149536	5.6135703e-05	1.1540918	0.73444925	-1.5667483	-0.60318358	1.5668334	0.60315982	-0.28888263	2.5489652	2	2	0	0	-73.044992	R0:S0:1	1.1167965	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@18:47
2x2_2C_8b_C2v_L	8.4491146	0	13.7996	3.30436	-0.00095803939	-3.0682187	-3.692798	-0.10826702	-3.6929873	-0.10827216	0.14638801	-3.2674939	9.88056	0.0011421822	-1.044125e-05	0.011076014	-0.16979029	0.011071893	-0.16979256	3.0180021e-07	-4.8131032e-07	-0.11290353	-1.0476607	1.6362969	0.052973756	-1.636334	-0.052953391	0.23464117	-2.1571753	1.94746	1	0.29116	0.014756147	1.2550652	1.6204396	-0.59394586	-0.19734364	0.079728268	0.14108888	0.23853373	1.9395544	1.8012233	1.5765824	1.8012266	1.5766093	0.016323752	1.5459809	1.116771	-0.011958174	-4.1943739e-06	0.10821827	1.1382877	0.10823279	1.1382556	3.1992939e-05	1.7868051e-05	1.1553594	0.73453907	-1.5674318	-0.60339477	1.5674469	0.60330637	-0.28917084	2.5499238	2	2	0	0	-73.040757	R0:S0:1	1.116771	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	4	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:01
2x2_2C_8b_C2v_L	8.4493247	0	13.79944	3.304584	-0.00093847854	-3.0679426	-3.69341	-0.10827539	-3.6933494	-0.10829633	0.14638563	-3.2681564	9.880784	0.0023504351	-1.8354013e-05	0.011071707	-0.16981991	0.011074336	-0.16982485	-9.1206114e-06	2.7742376e-06	-0.11290556	-1.0477405	1.6365253	0.052964678	-1.6365076	-0.05297786	0.23461678	-2.1574146	1.947684	1	0.291824	0.014761184	1.2550567	1.6204326	-0.59399008	-0.19735941	0.07972552	0.14110701	0.23905801	1.9395393	1.8011964	1.5764807	1.8011922	1.5765749	0.01631863	1.5459511	1.1167836	-0.024594015	-6.4326065e-06	0.10825051	1.1385406	0.10826765	1.1383369	0.00010723408	3.058502e-05	1.1552951	0.73458962	-1.5675456	-0.60343222	1.56759	0.6034728	-0.28912702	2.5500824	2	2	0	0	-73.045534	R0:S0:1	1.1167836	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:17
2x2_2C_8b_C2v_L	8.4475506	0	13.79916	3.304976	-0.0008605201	-3.0671597	-3.6929933	-0.10847961	-3.6933611	-0.10851724	0.1466333	-3.2681923	9.881176	0.0027319297	-1.882534e-05	0.011087415	-0.16998979	0.01108663	-0.16999985	-7.1332796e-06	-2.7006011e-07	-0.11294423	-1.0477993	1.6367033	0.052960691	-1.6367798	-0.052962433	0.23483667	-2.1577967	1.948076	1	0.291736	0.014771054	1.2549925	1.6203629	-0.59424463	-0.19751236	0.079785305	0.14115484	0.23940242	1.9394972	1.8010098	1.576313	1.8010071	1.5764325	0.016330314	1.5456124	1.1167972	-0.028536707	-1.8310209e-05	0.10841516	1.1393337	0.10844159	1.1390622	0.00010772649	3.9620748e-05	1.1558849	0.73469504	-1.568197	-0.60373081	1.5682876	0.60374457	-0.28926827	2.5510243	2	2	0	0	-73.048119	R0:S0:1	1.1167972	-105.2192	uncorrelated	2	b8cfe21	v2.4.3	YY	Broyden	5	sharp_wc_2.0_b_50	self-energy/D	run_optim.py	2024-05-09@19:33
